sequence,v115@6gC8HeD8FeE8CeF8DeD8Jei6IvhFUdBRgBWnBllBTr?B3qB,v115@6gC8HeD8FeE8CeF8DeD8Jei6IvhFRcBUgBFhBTiB+r?B3qB,v115@6gC8HeD8FeE8CeF8DeD8Jei6IvhFRcBUgBGhBTiB/r?B1vB,v115@6gC8HeD8FeE8CeF8DeD8JeT6IvhFUdB/lBFhBCnBml?BxvB,v115@6gC8HeD8FeE8CeF8DeD8JeT6IvhF2gBqhB/iBllBUm?BxvB,v115@6gC8HeD8FeE8CeF8DeD8JeT6IvhFOgB/iBChB0hBVr?BxvB,v115@6gC8HeD8FeE8CeF8DeD8Jei6IvhFUcBFgBTiB3hBWr?BxvB,v115@6gC8HeD8FeE8CeF8DeD8JeT6IvhF0bB/lBGiBimBlm?BxvB,v115@6gC8HeD8FeE8CeF8DeD8JeT6IvhFUdBxmBGrB/qBFr?BiqB,v115@6gC8HeD8FeE8CeF8DeD8Jex6IvhF8gBzcBmfBSnB/r?B1vB,v115@6gC8HeD8FeE8CeF8DeD8JeT6IvhFXcBViB0lBxmBSw?BOqB,v115@6gC8HeD8FeE8CeF8DeD8Jei6IvhFGcB/iBRgBlmBUr?BTqB,v115@6gC8HeD8FeE8CeF8DeD8Jex6IvhF/iB0lBlmB6rBmp?BzqB,v115@6gC8HeD8FeE8CeF8DeD8Je/CJvhFxfB0lBlmBTrBmp?BCrB,v115@6gC8HeD8FeE8CeF8DeD8Je2/IvhFRbBShB/iBlmBUr?BTqB,v115@6gC8HeD8FeE8CeF8DeD8Je/CJvhFxfB0hBllBTrBmp?BCrB,v115@6gC8HeD8FeE8CeF8DeD8JeT6IvhFShB/iBlmBUrBZl?BuqB
ZJTILSO,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZJTILOS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJTISLO,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZJTISOL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZJTIOLS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJTIOSL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZJTLISO,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZJTLIOS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJTLSIO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZJTLSOI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZJTLOIS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJTLOSI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJTSILO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
ZJTSIOL,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
ZJTSLIO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
ZJTSLOI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
ZJTSOIL,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
ZJTSOLI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
ZJTOILS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJTOISL,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZJTOLIS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJTOLSI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJTOSIL,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZJTOSLI,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZJITLSO,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
ZJITLOS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJITSLO,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
ZJITSOL,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
ZJITOLS,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJITOSL,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
ZJILTSO,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJILTOS,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJILSTO,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
ZJILSOT,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
ZJILOTS,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJILOST,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZJISTLO,X,X,X,X,X,O,X,X,O,X,X,O,X,X,O,X,X
ZJISTOL,X,X,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X
ZJISLTO,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZJISLOT,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZJISOTL,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZJISOLT,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZJIOTLS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJIOTSL,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZJIOLTS,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJIOLST,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZJIOSTL,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZJIOSLT,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJLTISO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLTIOS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLTSIO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLTSOI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLTOIS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLTOSI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLITSO,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJLITOS,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJLISTO,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
ZJLISOT,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
ZJLIOTS,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJLIOST,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJLSTIO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ZJLSTOI,X,O,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X
ZJLSITO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJLSIOT,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZJLSOTI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJLSOIT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJLOTIS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLOTSI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLOITS,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJLOIST,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJLOSTI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJLOSIT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJSTILO,X,O,X,X,X,X,X,X,X,X,X,O,O,X,O,X,O
ZJSTIOL,X,O,X,X,X,X,X,X,X,X,X,O,O,O,O,X,O
ZJSTLIO,X,O,X,X,X,X,X,X,X,X,X,O,O,X,O,X,O
ZJSTLOI,X,O,X,X,X,X,X,X,X,X,X,O,O,X,O,X,O
ZJSTOIL,X,O,X,X,X,X,X,O,X,X,X,O,O,O,O,X,O
ZJSTOLI,X,O,X,X,X,X,X,O,X,X,X,O,O,X,O,X,O
ZJSITLO,X,O,X,X,X,O,X,X,O,X,X,O,X,X,O,X,X
ZJSITOL,X,O,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X
ZJSILTO,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZJSILOT,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZJSIOTL,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
ZJSIOLT,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
ZJSLTIO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ZJSLTOI,X,O,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X
ZJSLITO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJSLIOT,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZJSLOTI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJSLOIT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJSOTIL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
ZJSOTLI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
ZJSOITL,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
ZJSOILT,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZJSOLTI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJSOLIT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJOTILS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOTISL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOTLIS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOTLSI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOTSIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOTSLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOITLS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJOITSL,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZJOILTS,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJOILST,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZJOISTL,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZJOISLT,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJOLTIS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOLTSI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOLITS,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJOLIST,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJOLSTI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJOLSIT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJOSTIL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
ZJOSTLI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
ZJOSITL,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
ZJOSILT,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZJOSLTI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJOSLIT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSTILJO,X,X,O,X,O,X,X,X,X,X,X,O,O,X,O,X,O
ZSTILOJ,X,O,O,X,O,X,X,X,X,X,X,O,O,O,O,O,O
ZSTIJLO,X,X,O,X,O,X,X,X,X,X,X,O,O,X,O,X,O
ZSTIJOL,X,X,O,X,O,X,X,O,X,X,X,O,O,O,O,O,O
ZSTIOLJ,X,X,O,X,O,X,X,X,X,X,X,O,O,O,O,O,O
ZSTIOJL,X,X,O,X,O,X,X,O,X,X,X,O,O,O,O,O,O
ZSTLIJO,X,X,O,X,X,X,X,X,X,X,X,O,O,X,O,X,O
ZSTLIOJ,X,O,O,X,X,X,X,X,X,X,X,O,O,O,O,O,O
ZSTLJIO,X,O,O,X,X,X,X,X,X,X,X,O,O,X,O,X,O
ZSTLJOI,X,O,O,X,O,X,X,X,X,X,X,O,O,X,O,X,O
ZSTLOIJ,X,X,O,X,X,X,X,X,X,X,X,O,O,O,O,X,O
ZSTLOJI,X,X,O,X,O,X,X,X,X,X,X,O,O,X,O,X,O
ZSTJILO,X,O,O,X,O,X,X,X,X,X,X,O,O,X,O,X,O
ZSTJIOL,X,O,O,X,O,X,X,X,X,X,X,O,O,O,O,O,O
ZSTJLIO,X,O,O,X,X,X,X,X,X,X,X,O,O,X,O,X,O
ZSTJLOI,X,O,O,X,O,X,X,X,X,X,X,O,O,X,O,X,O
ZSTJOIL,X,O,O,X,O,X,X,O,X,X,X,O,O,O,O,X,O
ZSTJOLI,X,O,O,X,O,X,X,O,X,X,X,O,O,X,O,X,O
ZSTOILJ,X,X,O,X,O,X,X,X,X,X,X,O,O,O,O,O,O
ZSTOIJL,X,X,O,X,O,X,X,O,X,X,X,O,O,O,O,O,O
ZSTOLIJ,X,X,O,X,X,X,X,X,X,X,X,O,O,O,O,X,O
ZSTOLJI,X,X,O,X,O,X,X,X,X,X,X,O,O,X,O,X,O
ZSTOJIL,X,X,O,X,O,X,X,O,X,X,X,O,O,O,O,X,O
ZSTOJLI,X,X,O,X,O,X,X,O,X,X,X,O,O,X,O,X,O
ZSITLJO,X,X,X,X,O,O,X,X,X,X,X,O,O,X,O,X,O
ZSITLOJ,X,X,X,X,O,O,X,X,X,X,X,O,O,O,O,O,O
ZSITJLO,X,X,X,X,O,O,X,X,X,X,X,O,O,X,O,X,O
ZSITJOL,X,X,X,X,O,O,X,O,X,X,X,O,O,O,O,O,O
ZSITOLJ,X,X,X,X,O,O,X,X,X,X,X,O,O,O,O,O,O
ZSITOJL,X,X,X,X,O,O,X,O,X,X,X,O,O,O,O,O,O
ZSILTJO,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X
ZSILTOJ,X,X,X,O,O,X,X,X,X,X,O,O,X,O,X,O,X
ZSILJTO,X,O,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
ZSILJOT,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
ZSILOTJ,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X
ZSILOJT,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
ZSIJTLO,X,O,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
ZSIJTOL,X,O,X,X,X,O,X,O,X,X,X,X,X,O,O,O,X
ZSIJLTO,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZSIJLOT,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZSIJOTL,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X
ZSIJOLT,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZSIOTLJ,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,O,O
ZSIOTJL,X,X,X,X,O,O,X,O,X,X,X,X,X,O,X,O,O
ZSIOLTJ,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X
ZSIOLJT,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
ZSIOJTL,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X
ZSIOJLT,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZSLTIJO,X,X,O,X,X,X,X,X,X,X,X,O,O,X,O,X,O
ZSLTIOJ,X,O,O,O,X,X,X,X,X,X,X,O,O,O,O,O,O
ZSLTJIO,X,O,O,X,X,X,X,X,X,X,X,O,O,X,O,X,O
ZSLTJOI,X,O,O,O,O,X,X,X,X,X,X,O,O,X,O,X,O
ZSLTOIJ,X,X,O,O,X,X,X,X,X,X,X,O,O,O,O,X,O
ZSLTOJI,X,X,O,O,O,X,X,X,X,X,X,O,O,X,O,X,O
ZSLITJO,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
ZSLITOJ,X,X,X,O,X,X,X,X,X,X,O,O,X,O,X,O,X
ZSLIJTO,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
ZSLIJOT,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
ZSLIOTJ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X
ZSLIOJT,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
ZSLJTIO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ZSLJTOI,X,O,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X
ZSLJITO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZSLJIOT,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZSLJOTI,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSLJOIT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSLOTIJ,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O
ZSLOTJI,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O
ZSLOITJ,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSLOIJT,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
ZSLOJTI,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSLOJIT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSJTILO,X,O,X,X,X,X,X,X,X,X,X,O,O,X,O,X,O
ZSJTIOL,X,O,X,X,X,X,X,X,X,X,X,O,O,O,O,O,O
ZSJTLIO,X,O,X,X,X,X,X,X,X,X,X,O,O,X,O,X,O
ZSJTLOI,X,O,X,X,X,X,X,X,X,X,X,O,O,X,O,X,O
ZSJTOIL,X,O,X,X,X,X,X,O,X,X,X,O,O,O,O,X,O
ZSJTOLI,X,O,X,X,X,X,X,O,X,X,X,O,O,X,O,X,O
ZSJITLO,X,O,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
ZSJITOL,X,O,X,X,X,O,X,O,X,X,X,X,X,O,O,O,X
ZSJILTO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZSJILOT,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZSJIOTL,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X
ZSJIOLT,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZSJLTIO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ZSJLTOI,X,O,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X
ZSJLITO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZSJLIOT,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZSJLOTI,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSJLOIT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSJOTIL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
ZSJOTLI,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
ZSJOITL,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZSJOILT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSJOLTI,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSJOLIT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSOTILJ,X,O,O,X,O,X,X,X,X,X,X,O,O,O,O,O,O
ZSOTIJL,X,X,O,X,O,X,X,O,X,X,X,O,O,O,O,O,O
ZSOTLIJ,X,O,O,X,X,X,X,X,X,X,X,O,O,O,O,O,O
ZSOTLJI,X,O,O,X,O,X,X,X,X,X,X,O,O,X,O,X,O
ZSOTJIL,X,X,O,X,O,X,X,O,X,X,X,O,O,O,O,O,O
ZSOTJLI,X,X,O,X,O,X,X,O,X,X,X,O,O,X,O,X,O
ZSOITLJ,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,O,O
ZSOITJL,X,X,X,X,O,O,X,O,X,X,X,X,X,O,X,O,O
ZSOILTJ,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X
ZSOILJT,X,O,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
ZSOIJTL,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X
ZSOIJLT,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZSOLTIJ,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,O,O
ZSOLTJI,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O
ZSOLITJ,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X
ZSOLIJT,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
ZSOLJTI,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSOLJIT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSOJTIL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
ZSOJTLI,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
ZSOJITL,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X
ZSOJILT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSOJLTI,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSOJLIT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOTILJS,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
ZOTILSJ,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
ZOTIJLS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOTIJSL,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOTISLJ,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOTISJL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTLIJS,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
ZOTLISJ,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
ZOTLJIS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOTLJSI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTLSIJ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOTLSJI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTJILS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTJISL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTJLIS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOTJLSI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTJSIL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTJSLI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTSILJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O
ZOTSIJL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O
ZOTSLIJ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ZOTSLJI,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O
ZOTSJIL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O
ZOTSJLI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O
ZOITLJS,X,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
ZOITLSJ,X,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
ZOITJLS,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOITJSL,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X
ZOITSLJ,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOITSJL,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOILTJS,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
ZOILTSJ,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZOILJTS,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOILJST,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
ZOILSTJ,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOILSJT,X,O,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
ZOIJTLS,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOIJTSL,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
ZOIJLTS,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOIJLST,O,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
ZOIJSTL,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
ZOIJSLT,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZOISTLJ,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,O,O
ZOISTJL,X,X,X,X,O,O,X,O,X,X,X,X,X,O,X,O,O
ZOISLTJ,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X
ZOISLJT,X,O,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
ZOISJTL,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X
ZOISJLT,X,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
ZOLTIJS,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
ZOLTISJ,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
ZOLTJIS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOLTJSI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTSIJ,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOLTSJI,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLITJS,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
ZOLITSJ,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
ZOLIJTS,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOLIJST,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOLISTJ,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOLISJT,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
ZOLJTIS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJTSI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJITS,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOLJIST,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOLJSTI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOLJSIT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOLSTIJ,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O
