sequence,v115@7gB8GeD8GeE8DeH8BeC8Jei6IvhF5gBOhBXdBzfBFn?B0rB,v115@7gB8GeD8GeE8DeH8BeC8JeT6IvhFegB5gB0cBKmBFn?BXsB,v115@7gB8GeD8GeE8DeH8BeC8JeT6IvhFegB5gBXdBKmBFn?B0rB,v115@7gB8GeD8GeE8DeH8BeC8JeT6IvhF2gBXdBRlBFnBCm?B0rB,v115@7gB8GeD8GeE8DeH8BeC8Je//IvhFRbBCdBmgBVnB0l?BzrB,v115@7gB8GeD8GeE8DeH8BeC8Jex6IvhFTcB0fB6lB/rBFn?BOsB,v115@7gB8GeD8GeE8DeH8BeC8JeT6IvhFegBFdBChBUhBRr?BXsB,v115@7gB8GeD8GeE8DeH8BeC8JeT6IvhFegBRhBUmBFnBCm?BXsB,v115@7gB8GeD8GeE8DeH8BeC8Je2/IvhF5gB0cBKmBzfBFn?BXsB
JSLITOZ,O,O,O,X,X,X,X,X,X
JSLIZTO,X,X,X,X,X,X,X,X,O
JSLIZOT,O,O,X,X,X,X,X,X,O
JSLIOTZ,O,O,O,X,X,X,X,X,X
JSLIOZT,O,O,X,X,X,X,X,X,X
JSLZTIO,O,X,X,X,X,O,X,X,X
JSLZTOI,X,X,X,X,X,O,X,X,X
JSLZITO,O,X,X,X,X,O,X,X,O
JSLZIOT,O,O,X,X,X,X,X,X,O
JSLZOTI,O,X,X,X,X,X,X,X,X
JSLZOIT,O,O,X,X,X,X,X,X,X
JSLOTIZ,O,O,O,X,X,X,X,X,X
JSLOTZI,O,O,O,X,X,X,X,X,X
JSLOITZ,O,O,O,X,X,X,X,X,X
JSLOIZT,O,O,X,X,X,X,X,X,X
JSLOZTI,O,X,X,X,X,X,X,X,X
JSLOZIT,O,O,X,X,X,X,X,X,X
JSZTILO,O,X,X,X,O,X,X,X,X
JSZTIOL,O,X,X,X,O,X,X,O,X
JSZTLIO,O,X,O,X,O,O,X,X,X
JSZTLOI,X,X,O,X,O,O,X,X,X
JSZTOIL,O,X,X,X,O,X,X,O,X
JSZTOLI,O,X,O,X,O,O,X,X,X
JSZITLO,O,X,X,X,O,X,X,X,X
JSZITOL,O,X,X,X,O,X,X,X,X
JSZILTO,O,X,X,X,O,X,X,X,X
JSZILOT,O,X,X,X,O,X,X,X,X
JSZIOTL,O,X,X,X,O,X,X,O,X
JSZIOLT,O,X,X,X,O,X,X,X,X
JSZLTIO,O,X,X,X,O,O,X,X,X
JSZLTOI,X,X,X,X,O,O,X,X,X
JSZLITO,O,X,X,X,O,O,X,X,X
JSZLIOT,O,X,X,X,O,X,X,X,X
JSZLOTI,O,X,X,X,O,X,X,X,X
JSZLOIT,O,X,X,X,O,X,X,X,X
JSZOTIL,O,X,X,X,O,X,X,O,X
JSZOTLI,O,X,O,X,O,X,X,X,X
JSZOITL,O,X,X,X,O,X,X,O,X
JSZOILT,O,X,X,X,O,X,X,X,X
JSZOLTI,O,X,X,X,O,X,X,X,X
JSZOLIT,O,X,X,X,O,X,X,X,X
JSOTILZ,O,X,O,O,O,X,O,X,X
JSOTIZL,O,X,X,O,X,X,O,O,X
JSOTLIZ,O,O,O,X,O,X,X,X,X
JSOTLZI,O,O,O,X,O,X,X,X,X
JSOTZIL,O,X,X,X,O,X,X,O,X
JSOTZLI,O,O,O,X,O,X,X,X,X
JSOITLZ,O,X,O,X,O,X,O,X,X
JSOITZL,X,X,X,X,X,X,O,X,X
JSOILTZ,O,O,O,X,X,X,O,X,X
JSOILZT,O,O,X,X,X,X,O,X,X
JSOIZTL,X,X,X,X,O,X,O,X,X
JSOIZLT,O,X,X,X,O,X,O,X,X
JSOLTIZ,O,O,O,X,X,X,X,X,X
JSOLTZI,O,O,O,X,X,X,X,X,X
JSOLITZ,O,O,O,X,X,X,X,X,X
JSOLIZT,O,O,X,X,X,X,X,X,X
JSOLZTI,O,X,X,X,X,X,X,X,X
JSOLZIT,O,O,X,X,X,X,X,X,X
JSOZTIL,O,X,X,X,O,X,X,O,X
JSOZTLI,O,X,O,X,O,X,X,X,X
JSOZITL,O,X,X,X,O,X,X,O,X
JSOZILT,O,X,X,X,O,X,X,X,X
JSOZLTI,O,X,X,X,O,X,X,X,X
JSOZLIT,O,X,X,X,O,X,X,X,X
JZTILSO,O,O,X,O,O,X,X,X,O
JZTILOS,O,O,X,O,X,X,O,O,O
JZTISLO,O,X,X,O,O,X,O,X,X
JZTISOL,O,X,X,O,O,X,O,O,X
JZTIOLS,O,O,X,O,X,X,O,O,X
JZTIOSL,O,X,X,O,X,X,O,O,X
JZTLISO,O,O,O,X,O,X,X,X,O
JZTLIOS,O,O,O,X,X,X,X,O,O
JZTLSIO,O,O,O,X,O,X,X,X,O
JZTLSOI,O,O,O,X,O,X,X,X,X
JZTLOIS,O,O,O,X,X,X,X,O,O
JZTLOSI,O,O,O,X,O,X,X,X,X
JZTSILO,O,X,X,O,O,X,X,X,X
JZTSIOL,O,X,X,O,O,X,X,O,X
JZTSLIO,O,O,O,X,O,X,X,X,O
JZTSLOI,O,O,O,X,O,X,X,X,X
JZTSOIL,O,X,X,O,O,X,X,O,X
JZTSOLI,O,O,O,X,O,X,X,X,X
JZTOILS,O,O,X,O,O,X,O,O,X
JZTOISL,O,X,X,O,O,X,O,O,X
JZTOLIS,O,O,O,X,O,X,X,O,O
JZTOLSI,O,O,O,X,O,X,X,X,X
JZTOSIL,O,X,X,O,O,X,X,O,X
JZTOSLI,O,O,O,X,O,X,X,X,X
JZITLSO,O,X,X,O,O,X,X,X,X
JZITLOS,O,X,X,O,X,X,O,O,X
JZITSLO,O,X,X,O,O,X,O,X,X
JZITSOL,O,X,X,O,O,X,O,O,X
JZITOLS,O,X,X,O,X,X,O,O,X
JZITOSL,O,X,X,O,X,X,O,O,X
JZILTSO,O,O,O,O,X,X,X,X,O
JZILTOS,O,O,O,O,X,X,O,X,O
JZILSTO,O,X,X,X,X,O,X,X,O
JZILSOT,O,O,X,X,X,X,X,X,O
JZILOTS,O,O,O,O,X,X,O,O,O
JZILOST,O,O,X,X,X,X,X,X,O
JZISTLO,O,X,X,O,O,X,O,X,X
JZISTOL,O,X,X,O,O,X,O,X,X
JZISLTO,O,X,X,X,O,X,O,X,X
JZISLOT,O,X,X,X,O,X,O,X,X
JZISOTL,O,X,X,O,O,X,O,O,X
JZISOLT,O,X,X,X,O,X,O,X,X
JZIOTLS,O,X,X,O,O,X,O,O,X
JZIOTSL,O,X,X,O,O,X,O,O,X
JZIOLTS,O,O,O,O,X,X,O,O,X
JZIOLST,O,O,X,X,X,X,X,X,X
JZIOSTL,O,X,X,O,O,X,O,O,X
JZIOSLT,O,X,X,X,O,X,O,X,X
JZLTISO,O,O,O,X,O,X,X,X,O
JZLTIOS,O,O,O,X,X,X,X,O,O
JZLTSIO,O,O,O,X,O,X,X,X,O
JZLTSOI,O,O,O,X,O,X,X,X,X
JZLTOIS,O,O,O,X,X,X,X,O,O
JZLTOSI,O,O,O,X,O,X,X,X,X
JZLITSO,O,O,O,X,X,X,X,X,O
JZLITOS,O,O,O,X,X,X,X,X,O
JZLISTO,O,X,X,X,X,O,X,X,O
JZLISOT,O,O,X,X,X,X,X,X,O
JZLIOTS,O,O,O,X,X,X,X,O,O
JZLIOST,O,O,X,X,X,X,X,X,O
JZLSTIO,O,X,X,X,O,O,X,X,X
JZLSTOI,X,X,X,X,O,O,X,X,X
JZLSITO,O,X,X,X,O,O,X,X,O
JZLSIOT,O,O,X,X,O,X,X,X,O
JZLSOTI,O,X,X,X,O,X,X,X,X
JZLSOIT,O,O,X,X,O,X,X,X,X
JZLOTIS,O,O,O,X,O,X,X,O,X
JZLOTSI,O,O,O,X,O,X,X,X,X
JZLOITS,O,O,O,X,X,X,X,O,O
JZLOIST,O,O,X,X,X,X,X,X,O
JZLOSTI,O,X,X,X,O,X,X,X,X
JZLOSIT,O,O,X,X,O,X,X,X,X
JZSTILO,O,X,X,X,O,X,X,X,X
JZSTIOL,O,X,X,X,O,X,X,O,X
JZSTLIO,O,X,O,X,O,O,X,X,X
JZSTLOI,X,X,O,X,O,O,X,X,X
JZSTOIL,O,X,X,X,O,X,X,O,X
JZSTOLI,O,X,O,X,O,O,X,X,X
JZSITLO,O,X,X,X,O,X,X,X,X
JZSITOL,O,X,X,X,O,X,X,X,X
JZSILTO,O,X,X,X,O,X,X,X,X
JZSILOT,O,X,X,X,O,X,X,X,X
JZSIOTL,O,X,X,X,O,X,X,O,X
JZSIOLT,O,X,X,X,O,X,X,X,X
JZSLTIO,O,X,X,X,O,O,X,X,X
JZSLTOI,X,X,X,X,O,O,X,X,X
JZSLITO,O,X,X,X,O,O,X,X,X
JZSLIOT,O,X,X,X,O,X,X,X,X
JZSLOTI,O,X,X,X,O,X,X,X,X
JZSLOIT,O,X,X,X,O,X,X,X,X
JZSOTIL,O,X,X,X,O,X,X,O,X
JZSOTLI,O,X,O,X,O,X,X,X,X
JZSOITL,O,X,X,X,O,X,X,O,X
JZSOILT,O,X,X,X,O,X,X,X,X
JZSOLTI,O,X,X,X,O,X,X,X,X
JZSOLIT,O,X,X,X,O,X,X,X,X
JZOTILS,O,O,X,O,O,X,O,O,X
JZOTISL,O,X,X,O,O,X,O,O,X
JZOTLIS,O,O,O,X,O,X,X,O,X
JZOTLSI,O,O,O,X,O,X,X,X,X
JZOTSIL,O,X,X,O,O,X,X,O,X
JZOTSLI,O,O,O,X,O,X,X,X,X
JZOITLS,O,X,X,O,O,X,O,O,X
JZOITSL,O,X,X,O,O,X,O,O,X
JZOILTS,O,O,O,O,X,X,O,O,X
JZOILST,O,O,X,X,X,X,X,X,X
JZOISTL,O,X,X,O,O,X,O,O,X
JZOISLT,O,X,X,X,O,X,O,X,X
JZOLTIS,O,O,O,X,O,X,X,O,X
JZOLTSI,O,O,O,X,O,X,X,X,X
JZOLITS,O,O,O,X,X,X,X,O,X
JZOLIST,O,O,X,X,X,X,X,X,X
JZOLSTI,O,X,X,X,O,X,X,X,X
JZOLSIT,O,O,X,X,O,X,X,X,X
JZOSTIL,O,X,X,X,O,X,X,O,X
JZOSTLI,O,X,O,X,O,X,X,X,X
JZOSITL,O,X,X,X,O,X,X,O,X
JZOSILT,O,X,X,X,O,X,X,X,X
JZOSLTI,O,X,X,X,O,X,X,X,X
JZOSLIT,O,X,X,X,O,X,X,X,X
JOTILSZ,O,O,O,O,X,X,O,X,X
JOTILZS,X,O,O,O,X,X,O,O,X
JOTISLZ,O,X,O,O,X,X,O,X,X
JOTISZL,O,X,X,O,X,X,O,O,X
JOTIZLS,X,O,X,O,X,X,O,O,X
JOTIZSL,X,X,X,O,X,X,O,O,X
JOTLISZ,O,O,O,X,X,X,O,X,X
JOTLIZS,X,O,O,X,X,X,O,O,O
JOTLSIZ,O,O,O,X,O,X,X,X,X
JOTLSZI,O,O,O,X,O,X,X,X,X
JOTLZIS,X,O,O,X,O,X,X,O,O
JOTLZSI,X,O,O,X,O,X,X,X,X
JOTSILZ,O,X,O,O,O,X,O,X,X
JOTSIZL,O,X,X,O,X,X,O,O,X
JOTSLIZ,O,O,O,X,O,X,X,X,X
JOTSLZI,O,O,O,X,O,X,X,X,X
JOTSZIL,O,X,X,X,O,X,X,O,X
JOTSZLI,O,O,O,X,O,X,X,X,X
JOTZILS,X,O,X,X,O,X,O,O,X
JOTZISL,X,X,X,X,O,X,O,O,X
JOTZLIS,X,O,O,X,O,X,X,O,O
JOTZLSI,X,O,O,X,O,X,X,X,X
JOTZSIL,X,X,X,X,O,X,X,O,X
JOTZSLI,X,O,O,X,O,X,X,X,X
JOITLSZ,O,O,O,O,X,X,O,X,X
JOITLZS,X,O,O,O,X,X,O,O,X
JOITSLZ,O,X,O,O,X,X,O,X,X
JOITSZL,O,X,X,O,X,X,O,O,X
JOITZLS,X,O,X,O,X,X,O,O,X
JOITZSL,X,X,X,O,X,X,O,O,X
JOILTSZ,O,O,O,O,X,X,O,X,X
JOILTZS,X,O,O,O,X,X,O,X,O
JOILSTZ,O,O,O,X,X,X,O,X,X
JOILSZT,O,O,X,X,X,X,O,X,X
JOILZTS,O,O,O,O,X,X,O,X,O
JOILZST,O,O,X,X,X,X,X,X,O
JOISTLZ,O,X,O,O,X,X,O,X,X
JOISTZL,X,X,X,O,X,X,O,X,X
JOISLTZ,O,O,O,X,X,X,O,X,X
JOISLZT,O,O,X,X,X,X,O,X,X
JOISZTL,X,X,X,O,X,X,O,X,X
JOISZLT,O,X,X,X,X,X,O,X,X
JOIZTLS,O,X,X,O,X,X,O,O,X
JOIZTSL,O,X,X,O,X,X,O,O,X
JOIZLTS,O,O,O,O,X,X,O,O,X
JOIZLST,O,O,X,X,X,X,X,X,X
JOIZSTL,O,X,X,O,X,X,O,O,X
JOIZSLT,O,X,X,X,X,X,O,X,X
JOLTISZ,O,O,O,X,X,X,O,X,X
JOLTIZS,X,O,O,X,X,X,O,O,O
JOLTSIZ,O,O,O,X,X,X,X,X,X
JOLTSZI,O,O,O,X,X,X,X,X,X
JOLTZIS,X,O,O,X,X,X,X,O,O
JOLTZSI,X,O,O,X,X,X,X,X,X
JOLITSZ,O,O,O,X,X,X,O,X,X
JOLITZS,X,O,O,X,X,X,O,X,O
JOLISTZ,O,O,O,X,X,X,O,X,X
JOLISZT,O,O,X,X,X,X,O,X,X
JOLIZTS,O,O,O,X,X,X,O,X,O
JOLIZST,O,O,X,X,X,X,X,X,O
JOLSTIZ,O,O,O,X,X,X,X,X,X
JOLSTZI,O,O,O,X,X,X,X,X,X
JOLSITZ,O,O,O,X,X,X,X,X,X
JOLSIZT,O,O,X,X,X,X,X,X,X
JOLSZTI,O,X,X,X,X,X,X,X,X
JOLSZIT,O,O,X,X,X,X,X,X,X
JOLZTIS,O,O,O,X,X,X,X,O,X
JOLZTSI,O,O,O,X,X,X,X,X,X
JOLZITS,O,O,O,X,X,X,X,O,O
JOLZIST,O,O,X,X,X,X,X,X,O
JOLZSTI,O,X,X,X,X,X,X,X,X
JOLZSIT,O,O,X,X,X,X,X,X,X
JOSTILZ,O,X,O,O,O,X,O,X,X
JOSTIZL,O,X,X,O,X,X,O,O,X
JOSTLIZ,O,O,O,X,O,X,X,X,X
JOSTLZI,O,O,O,X,O,X,X,X,X
JOSTZIL,O,X,X,X,O,X,X,O,X
JOSTZLI,O,O,O,X,O,X,X,X,X
JOSITLZ,O,X,O,X,O,X,O,X,X
JOSITZL,X,X,X,X,X,X,O,X,X
JOSILTZ,O,O,O,X,X,X,O,X,X
JOSILZT,O,O,X,X,X,X,O,X,X
JOSIZTL,X,X,X,X,O,X,O,X,X
JOSIZLT,O,X,X,X,O,X,O,X,X
JOSLTIZ,O,O,O,X,X,X,X,X,X
JOSLTZI,O,O,O,X,X,X,X,X,X
JOSLITZ,O,O,O,X,X,X,X,X,X
JOSLIZT,O,O,X,X,X,X,X,X,X
JOSLZTI,O,X,X,X,X,X,X,X,X
JOSLZIT,O,O,X,X,X,X,X,X,X
JOSZTIL,O,X,X,X,O,X,X,O,X
JOSZTLI,O,X,O,X,O,X,X,X,X
JOSZITL,O,X,X,X,O,X,X,O,X
JOSZILT,O,X,X,X,O,X,X,X,X
JOSZLTI,O,X,X,X,O,X,X,X,X
JOSZLIT,O,X,X,X,O,X,X,X,X
JOZTILS,O,O,X,O,O,X,O,O,X
JOZTISL,O,X,X,O,O,X,O,O,X
JOZTLIS,O,O,O,X,O,X,X,O,X
JOZTLSI,O,O,O,X,O,X,X,X,X
JOZTSIL,O,X,X,O,O,X,X,O,X
JOZTSLI,O,O,O,X,O,X,X,X,X
JOZITLS,O,X,X,O,O,X,O,O,X
JOZITSL,O,X,X,O,O,X,O,O,X
JOZILTS,O,O,O,O,X,X,O,O,X
JOZILST,O,O,X,X,X,X,X,X,X
JOZISTL,O,X,X,O,O,X,O,O,X
JOZISLT,O,X,X,X,O,X,O,X,X
JOZLTIS,O,O,O,X,O,X,X,O,X
JOZLTSI,O,O,O,X,O,X,X,X,X
JOZLITS,O,O,O,X,X,X,X,O,X
JOZLIST,O,O,X,X,X,X,X,X,X
JOZLSTI,O,X,X,X,O,X,X,X,X
JOZLSIT,O,O,X,X,O,X,X,X,X
JOZSTIL,O,X,X,X,O,X,X,O,X
JOZSTLI,O,X,O,X,O,X,X,X,X
JOZSITL,O,X,X,X,O,X,X,O,X
JOZSILT,O,X,X,X,O,X,X,X,X
JOZSLTI,O,X,X,X,O,X,X,X,X
JOZSLIT,O,X,X,X,O,X,X,X,X
STILJZO,O,X,O,X,O,X,O,X,X
STILJOZ,O,X,O,O,X,X,O,X,X
STILZJO,O,X,O,X,O,O,O,X,X
STILZOJ,X,X,X,X,O,O,O,X,X
STILOJZ,O,X,O,O,X,X,O,X,X
STILOZJ,O,X,X,X,O,O,O,X,X
STIJLZO,O,X,O,X,O,X,O,X,X
STIJLOZ,O,X,O,O,X,X,O,X,X
STIJZLO,O,X,X,O,X,X,O,X,X
STIJZOL,O,X,X,O,X,X,O,X,X
STIJOLZ,O,X,O,O,X,X,O,X,X
STIJOZL,O,X,X,O,X,X,O,O,X
STIZLJO,O,X,X,O,O,O,O,X,X
STIZLOJ,X,X,X,O,O,O,O,X,X
STIZJLO,O,X,X,O,O,X,O,X,X
STIZJOL,O,X,X,O,O,X,O,X,X
STIZOLJ,O,X,X,O,O,O,O,X,X
STIZOJL,O,X,X,O,O,X,O,X,X
STIOLJZ,O,X,O,O,O,X,O,X,X
STIOLZJ,O,X,X,X,O,O,O,X,X
STIOJLZ,O,X,O,O,O,X,O,X,X
STIOJZL,O,X,X,O,X,X,O,O,X
STIOZLJ,O,X,X,O,O,O,O,X,X
STIOZJL,O,X,X,O,O,X,O,X,X
STLIJZO,O,O,O,X,O,X,X,X,O
STLIJOZ,O,O,O,O,X,X,X,X,X
STLIZJO,O,O,O,X,O,O,X,X,O
STLIZOJ,X,X,X,X,O,O,X,X,X
STLIOJZ,O,X,O,O,X,X,X,X,X
STLIOZJ,O,X,X,X,O,O,X,X,X
STLJIZO,O,O,O,X,O,X,X,X,O
STLJIOZ,O,O,O,X,X,X,X,X,X
STLJZIO,O,O,O,X,O,O,X,X,O
STLJZOI,X,O,O,X,O,O,X,X,X
STLJOIZ,O,O,O,X,X,X,X,X,X
STLJOZI,O,O,O,X,X,O,X,X,X
STLZIJO,O,O,O,X,O,O,X,X,O
STLZIOJ,X,X,X,X,O,O,X,X,X
STLZJIO,O,O,O,X,O,O,X,X,O
STLZJOI,X,O,O,X,O,O,X,X,X
STLZOIJ,O,X,X,X,O,O,X,X,X
STLZOJI,O,O,O,X,O,O,X,X,X
STLOIJZ,O,X,O,O,X,X,X,X,X
STLOIZJ,O,X,X,X,O,O,X,X,X
STLOJIZ,O,O,O,X,X,X,X,X,X
STLOJZI,O,O,O,X,X,O,X,X,X
STLOZIJ,O,X,X,X,O,O,X,X,X
STLOZJI,O,O,O,X,O,O,X,X,X
STJILZO,O,X,O,X,O,X,O,X,X
STJILOZ,O,X,O,O,X,X,O,X,X
STJIZLO,O,X,X,X,X,X,O,X,X
STJIZOL,O,X,X,O,X,X,O,X,X
STJIOLZ,O,X,O,O,X,X,O,X,X
STJIOZL,O,X,X,O,X,X,O,O,X
STJLIZO,O,O,O,X,O,X,X,X,O
STJLIOZ,O,O,O,X,X,X,X,X,X
STJLZIO,O,O,O,X,O,O,X,X,O
STJLZOI,X,O,O,X,O,O,X,X,X
STJLOIZ,O,O,O,X,X,X,X,X,X
STJLOZI,O,O,O,X,X,O,X,X,X
STJZILO,O,X,X,X,O,X,X,X,X
STJZIOL,O,X,X,X,O,X,X,O,X
STJZLIO,O,O,O,X,O,O,X,X,O
STJZLOI,X,O,O,X,O,O,X,X,X
STJZOIL,O,X,X,X,O,X,X,O,X
STJZOLI,O,O,O,X,O,O,X,X,X
STJOILZ,O,X,O,O,X,X,O,X,X
STJOIZL,O,X,X,O,X,X,O,O,X
STJOLIZ,O,O,O,X,X,X,X,X,X
STJOLZI,O,O,O,X,X,O,X,X,X
STJOZIL,O,X,X,X,X,X,X,O,X
STJOZLI,O,O,O,X,X,O,X,X,X
STZILJO,O,X,X,X,O,O,X,X,X
STZILOJ,X,X,X,X,O,O,X,X,X
STZIJLO,O,X,X,X,O,X,X,X,X
STZIJOL,O,X,X,O,O,X,X,O,X
STZIOLJ,O,X,X,X,O,O,X,X,X
STZIOJL,O,X,X,O,O,X,X,O,X
STZLIJO,O,O,O,X,O,O,X,X,O
STZLIOJ,X,X,X,X,O,O,X,X,X
STZLJIO,O,O,O,X,O,O,X,X,O
STZLJOI,X,O,O,X,O,O,X,X,X
STZLOIJ,O,X,X,X,O,O,X,X,X
STZLOJI,O,O,O,X,O,O,X,X,X
STZJILO,O,X,X,X,O,X,X,X,X
STZJIOL,O,X,X,X,O,X,X,O,X
STZJLIO,O,O,O,X,O,O,X,X,O
STZJLOI,X,O,O,X,O,O,X,X,X
STZJOIL,O,X,X,X,O,X,X,O,X
STZJOLI,O,O,O,X,O,O,X,X,X
STZOILJ,O,X,X,X,O,O,X,X,X
STZOIJL,O,X,X,O,O,X,X,O,X
STZOLIJ,O,X,X,X,O,O,X,X,X
STZOLJI,O,O,O,X,O,O,X,X,X
STZOJIL,O,X,X,X,O,X,X,O,X
STZOJLI,O,O,O,X,O,O,X,X,X
STOILJZ,O,X,O,O,O,X,O,X,X
STOILZJ,O,X,X,X,O,O,O,X,X
STOIJLZ,O,X,O,O,O,X,O,X,X
STOIJZL,O,X,X,O,X,X,O,O,X
STOIZLJ,O,X,X,O,O,O,O,X,X
STOIZJL,O,X,X,O,O,X,O,X,X
STOLIJZ,O,X,O,O,O,X,X,X,X
STOLIZJ,O,X,X,X,O,O,X,X,X
STOLJIZ,O,O,O,X,O,X,X,X,X
STOLJZI,O,O,O,X,O,O,X,X,X
STOLZIJ,O,X,X,X,O,O,X,X,X
STOLZJI,O,O,O,X,O,O,X,X,X
STOJILZ,O,X,O,O,O,X,O,X,X
STOJIZL,O,X,X,O,X,X,O,O,X
STOJLIZ,O,O,O,X,O,X,X,X,X
STOJLZI,O,O,O,X,O,O,X,X,X
STOJZIL,O,X,X,X,O,X,X,O,X
STOJZLI,O,O,O,X,O,O,X,X,X
STOZILJ,O,X,X,X,O,O,X,X,X
STOZIJL,O,X,X,O,O,X,X,O,X
STOZLIJ,O,X,X,X,O,O,X,X,X
STOZLJI,O,O,O,X,O,O,X,X,X
STOZJIL,O,X,X,X,O,X,X,O,X
STOZJLI,O,O,O,X,O,O,X,X,X
SITLJZO,O,X,O,X,O,X,O,X,X
SITLJOZ,O,X,O,O,X,X,O,X,X
SITLZJO,O,X,O,X,O,O,O,X,X
SITLZOJ,X,X,X,X,O,O,O,X,X
SITLOJZ,O,X,O,O,X,X,O,X,X
SITLOZJ,O,X,X,X,O,O,O,X,X
SITJLZO,O,X,O,X,O,X,O,X,X
SITJLOZ,O,X,O,O,X,X,O,X,X
SITJZLO,O,X,X,O,X,X,O,X,X
SITJZOL,O,X,X,O,X,X,O,X,X
SITJOLZ,O,X,O,O,X,X,O,X,X
SITJOZL,O,X,X,O,X,X,O,X,X
SITZLJO,O,X,X,O,O,O,O,X,X
SITZLOJ,X,X,X,O,O,O,O,X,X
SITZJLO,O,X,X,O,O,X,O,X,X
SITZJOL,O,X,X,O,O,X,O,X,X
SITZOLJ,O,X,X,O,O,O,O,X,X
SITZOJL,O,X,X,O,O,X,O,X,X
SITOLJZ,O,X,O,O,O,X,O,X,X
SITOLZJ,O,X,X,X,O,O,O,X,X
SITOJLZ,O,X,O,O,O,X,O,X,X
SITOJZL,O,X,X,O,X,X,O,X,X
SITOZLJ,O,X,X,O,O,O,O,X,X
SITOZJL,O,X,X,O,O,X,O,X,X
SILTJZO,O,O,O,X,O,X,O,X,O
SILTJOZ,O,O,O,X,X,X,O,X,X
SILTZJO,O,O,O,X,O,O,O,X,O
SILTZOJ,X,X,X,X,O,O,O,X,X
SILTOJZ,O,X,O,X,X,X,O,X,X
SILTOZJ,O,X,X,X,O,O,O,X,X
SILJTZO,X,O,O,X,O,X,O,X,O
SILJTOZ,O,O,O,X,X,X,O,X,X
SILJZTO,X,X,X,X,X,X,O,X,O
SILJZOT,O,O,X,X,X,X,O,X,O
SILJOTZ,O,O,O,X,X,X,O,X,X
SILJOZT,O,O,X,X,X,X,O,X,X
SILZTJO,O,X,X,X,O,O,O,X,X
SILZTOJ,O,X,X,X,O,O,O,X,X
SILZJTO,O,X,X,X,O,O,O,X,O
SILZJOT,O,O,X,X,O,X,O,X,O
SILZOTJ,O,X,X,X,O,O,O,X,X
SILZOJT,O,X,X,X,O,X,O,X,X
SILOTJZ,O,X,X,X,O,X,O,X,X
SILOTZJ,O,X,X,X,O,X,O,X,X
SILOJTZ,O,X,X,X,X,X,O,X,X
SILOJZT,O,X,X,X,X,X,O,X,X
SILOZTJ,O,X,X,X,O,X,O,X,X
SILOZJT,O,X,X,X,O,X,O,X,X
SIJTLZO,X,X,O,X,O,X,O,X,X
SIJTLOZ,O,X,O,O,X,X,O,X,X
SIJTZLO,X,X,X,O,X,X,O,X,X
SIJTZOL,X,X,X,O,X,X,O,X,X
SIJTOLZ,O,X,O,O,X,X,O,X,X
SIJTOZL,X,X,X,O,X,X,O,X,X
SIJLTZO,X,O,O,X,O,X,O,X,O
SIJLTOZ,O,O,O,X,X,X,O,X,X
SIJLZTO,X,X,X,X,X,X,O,X,O
SIJLZOT,O,O,X,X,X,X,O,X,O
SIJLOTZ,O,O,O,X,X,X,O,X,X
SIJLOZT,O,O,X,X,X,X,O,X,X
SIJZTLO,X,X,X,O,O,X,O,X,X
SIJZTOL,X,X,X,O,O,X,O,X,X
SIJZLTO,X,X,X,X,O,X,O,X,X
SIJZLOT,O,X,X,X,O,X,O,X,X
SIJZOTL,X,X,X,O,O,X,O,X,X
SIJZOLT,O,X,X,X,O,X,O,X,X
SIJOTLZ,O,X,O,O,O,X,O,X,X
SIJOTZL,X,X,X,O,X,X,O,X,X
SIJOLTZ,O,O,O,X,X,X,O,X,X
SIJOLZT,O,O,X,X,X,X,O,X,X
SIJOZTL,X,X,X,O,O,X,O,X,X
SIJOZLT,O,X,X,X,O,X,O,X,X
SIZTLJO,O,X,X,O,O,O,O,X,X
SIZTLOJ,O,X,X,O,O,O,O,X,X
SIZTJLO,O,X,X,O,O,X,O,X,X
SIZTJOL,O,X,X,O,O,X,O,X,X
SIZTOLJ,O,X,X,O,O,O,O,X,X
SIZTOJL,O,X,X,O,O,X,O,X,X
SIZLTJO,O,X,X,X,O,O,O,X,X
SIZLTOJ,O,X,X,X,O,O,O,X,X
SIZLJTO,O,X,X,X,O,O,O,X,X
SIZLJOT,O,X,X,X,O,X,O,X,X
SIZLOTJ,O,X,X,X,O,O,O,X,X
SIZLOJT,O,X,X,X,O,X,O,X,X
SIZJTLO,O,X,X,O,O,X,O,X,X
SIZJTOL,O,X,X,O,O,X,O,X,X
SIZJLTO,O,X,X,X,O,X,O,X,X
SIZJLOT,O,X,X,X,O,X,O,X,X
SIZJOTL,O,X,X,O,O,X,O,X,X
SIZJOLT,O,X,X,X,O,X,O,X,X
SIZOTLJ,O,X,X,O,O,X,O,X,X
SIZOTJL,O,X,X,O,O,X,O,X,X
SIZOLTJ,O,X,X,X,O,X,O,X,X
SIZOLJT,O,X,X,X,O,X,O,X,X
SIZOJTL,O,X,X,O,O,X,O,X,X
SIZOJLT,O,X,X,X,O,X,O,X,X
SIOTLJZ,O,X,O,O,O,X,O,X,X
SIOTLZJ,O,X,X,X,O,X,O,X,X
SIOTJLZ,O,X,O,O,O,X,O,X,X
SIOTJZL,O,X,X,O,X,X,O,X,X
SIOTZLJ,O,X,X,O,O,X,O,X,X
SIOTZJL,O,X,X,O,O,X,O,X,X
SIOLTJZ,O,X,X,X,O,X,O,X,X
