sequence,v115@zgC8GeC8GeC8EeA8AeD8CeB8AeD8DeB8JeuAJvhFzd?B5jBlhBKrBXnBUsB,v115@zgC8GeC8GeC8EeA8AeD8CeB8AeD8DeB8Jez7IvhFuh?B5jBliBarB8rB3sB,v115@zgC8GeC8GeC8EeA8AeD8CeB8AeD8DeB8JeuAJvhF3c?BzdB5jBVnBKrBUsB,v115@zgC8GeC8GeC8EeA8AeD8CeB8AeD8DeB8JeuAJvhFzd?B5jB/rBFnBirBUsB,v115@zgC8GeC8GeC8EeA8AeD8CeB8AeD8DeB8JeWBJvhFid?B5jB3iBFmBUsBTrB,v115@zgC8GeC8GeC8EeA8AeD8CeB8AeD8DeB8JeC8IvhFmd?B5jBXhBTiBcrBVxB,v115@zgC8GeC8GeC8EeA8AeD8CeB8AeD8DeB8JeuAJvhFch?BidB5jBFnBTrB3sB,v115@zgC8GeC8GeC8EeA8AeD8CeB8AeD8DeB8JeuBJvhF5j?BzgBliB8rBarB3sB,v115@zgC8GeC8GeC8EeA8AeD8CeB8AeD8DeB8JeWBJvhFid?B5jBUmBFnB3sBTrB,v115@zgC8GeC8GeC8EeA8AeD8CeB8AeD8DeB8JeC8IvhF5j?BXhBFnBTrBOsB8sB,v115@zgC8GeC8GeC8EeA8AeD8CeB8AeD8DeB8JeF9IvhF8i?B5jBzgBfnBarBWxB
LJSZTIO,O,X,O,X,X,X,X,X,X,X,O
LJSZTOI,O,X,O,X,X,X,X,X,X,X,O
LJSZITO,O,X,O,X,X,X,X,X,X,X,O
LJSZIOT,O,X,X,X,X,X,X,X,X,X,O
LJSZOTI,O,X,X,X,X,X,X,X,X,X,O
LJSZOIT,O,X,X,X,X,X,X,X,X,X,O
LJSOTIZ,O,X,O,O,X,X,X,X,X,X,X
LJSOTZI,O,X,O,X,X,X,X,X,X,X,X
LJSOITZ,O,X,O,O,X,X,X,X,X,X,X
LJSOIZT,O,X,X,X,X,X,X,X,X,X,O
LJSOZTI,O,X,X,X,X,X,X,X,X,X,O
LJSOZIT,O,X,X,X,X,X,X,X,X,X,O
LJZTISO,X,O,O,X,X,X,X,X,X,X,X
LJZTIOS,O,O,O,X,X,X,X,X,X,X,X
LJZTSIO,X,O,O,X,X,X,X,X,X,X,X
LJZTSOI,X,O,O,X,X,X,X,X,X,X,X
LJZTOIS,O,O,O,X,X,X,X,X,X,X,X
LJZTOSI,X,O,O,X,X,X,X,X,X,X,X
LJZITSO,X,O,O,X,X,X,X,X,X,X,X
LJZITOS,O,O,O,X,X,X,X,X,X,X,X
LJZISTO,O,O,O,X,X,X,X,X,X,X,O
LJZISOT,O,O,X,X,X,X,X,X,X,X,O
LJZIOTS,O,O,O,X,X,X,X,X,X,X,X
LJZIOST,O,O,X,X,X,X,X,X,X,X,O
LJZSTIO,O,O,O,X,X,X,X,X,X,X,O
LJZSTOI,O,O,O,X,X,X,X,X,X,X,O
LJZSITO,O,O,O,X,X,X,X,X,X,X,O
LJZSIOT,O,O,X,X,X,X,X,X,X,X,O
LJZSOTI,O,O,X,X,X,X,X,X,X,X,O
LJZSOIT,O,O,X,X,X,X,X,X,X,X,O
LJZOTIS,O,O,O,X,X,X,X,X,X,X,X
LJZOTSI,X,O,O,X,X,X,X,X,X,X,X
LJZOITS,O,O,O,X,X,X,X,X,X,X,X
LJZOIST,O,O,X,X,X,X,X,X,X,X,O
LJZOSTI,O,O,X,X,X,X,X,X,X,X,O
LJZOSIT,O,O,X,X,X,X,X,X,X,X,O
LJOTISZ,O,X,O,O,X,X,X,X,X,X,X
LJOTIZS,O,X,O,X,X,O,X,X,X,X,X
LJOTSIZ,O,X,O,O,X,X,X,X,X,X,X
LJOTSZI,O,X,O,X,X,X,X,X,X,X,X
LJOTZIS,O,X,O,X,X,O,X,X,X,X,X
LJOTZSI,X,X,O,X,X,O,X,X,X,X,X
LJOITSZ,O,X,O,O,X,X,X,X,X,X,X
LJOITZS,O,X,O,X,X,O,X,X,X,X,X
LJOISTZ,O,X,O,O,X,X,X,X,X,X,X
LJOISZT,O,X,X,X,X,X,X,X,X,X,O
LJOIZTS,O,O,O,X,X,X,O,X,X,X,X
LJOIZST,O,O,X,X,X,X,X,X,X,X,O
LJOSTIZ,O,X,O,O,X,X,X,X,X,X,X
LJOSTZI,O,X,O,X,X,X,X,X,X,X,X
LJOSITZ,O,X,O,O,X,X,X,X,X,X,X
LJOSIZT,O,X,X,X,X,X,X,X,X,X,O
LJOSZTI,O,X,X,X,X,X,X,X,X,X,O
LJOSZIT,O,X,X,X,X,X,X,X,X,X,O
LJOZTIS,O,O,O,X,X,X,O,X,X,X,X
LJOZTSI,X,O,O,X,X,X,O,X,X,X,X
LJOZITS,O,O,O,X,X,X,O,X,X,X,X
LJOZIST,O,O,X,X,X,X,X,X,X,X,O
LJOZSTI,O,O,X,X,X,X,X,X,X,X,O
LJOZSIT,O,O,X,X,X,X,X,X,X,X,O
LSTIJZO,O,X,O,O,X,X,X,X,X,X,X
LSTIJOZ,O,X,O,O,X,X,X,X,X,X,X
LSTIZJO,O,X,O,X,O,X,X,X,X,X,X
LSTIZOJ,O,X,O,X,O,X,X,X,X,X,X
LSTIOJZ,O,X,O,O,X,X,X,X,X,X,X
LSTIOZJ,O,X,O,X,X,X,X,X,X,X,X
LSTJIZO,O,X,O,O,X,X,X,X,X,X,X
LSTJIOZ,O,X,O,O,X,X,X,X,X,X,X
LSTJZIO,O,X,O,X,X,X,X,X,X,X,X
LSTJZOI,O,X,O,X,X,X,X,X,X,X,X
LSTJOIZ,O,X,O,O,X,X,X,X,X,X,X
LSTJOZI,O,X,O,X,X,X,X,X,X,X,X
LSTZIJO,O,X,O,X,O,X,X,X,X,X,X
LSTZIOJ,O,X,O,X,O,X,X,X,X,X,X
LSTZJIO,O,X,O,X,O,X,X,X,X,X,X
LSTZJOI,O,X,O,X,O,X,X,X,X,X,X
LSTZOIJ,O,X,O,X,O,X,X,X,X,X,X
LSTZOJI,O,X,O,X,O,X,X,X,X,X,X
LSTOIJZ,O,X,O,O,X,X,X,X,X,X,X
LSTOIZJ,O,X,O,X,X,X,X,X,X,X,X
LSTOJIZ,O,X,O,O,X,X,X,X,X,X,X
LSTOJZI,O,X,O,X,X,X,X,X,X,X,X
LSTOZIJ,O,X,O,X,X,X,X,X,X,X,X
LSTOZJI,O,X,O,X,X,X,X,X,X,X,X
LSITJZO,O,X,O,O,X,X,X,X,X,X,X
LSITJOZ,O,X,O,O,X,X,X,X,X,X,X
LSITZJO,O,X,O,X,O,X,X,X,X,X,X
LSITZOJ,O,X,O,X,O,X,X,X,X,X,X
LSITOJZ,O,X,O,O,X,X,X,X,X,X,X
LSITOZJ,O,X,O,X,X,X,X,X,X,X,X
LSIJTZO,O,X,O,O,X,X,X,X,X,X,X
LSIJTOZ,O,X,O,O,X,X,X,X,X,X,X
LSIJZTO,O,X,O,X,O,X,X,X,X,X,X
LSIJZOT,O,X,X,X,X,X,X,X,X,X,X
LSIJOTZ,O,X,O,O,X,X,X,X,X,X,X
LSIJOZT,O,X,X,X,X,X,X,X,X,X,X
LSIZTJO,O,O,O,X,O,X,X,X,X,X,X
LSIZTOJ,O,O,O,X,O,X,X,X,X,X,X
LSIZJTO,O,O,O,X,O,X,X,X,X,X,X
LSIZJOT,O,O,X,X,X,X,X,X,X,X,X
LSIZOTJ,O,O,X,X,O,X,X,X,X,X,X
LSIZOJT,O,O,X,X,X,X,X,X,X,X,X
LSIOTJZ,O,X,O,O,X,X,X,X,X,X,X
LSIOTZJ,O,X,O,X,X,X,X,X,X,X,X
LSIOJTZ,O,X,O,O,X,X,X,X,X,X,X
LSIOJZT,O,X,X,X,X,X,X,X,X,X,X
LSIOZTJ,O,O,X,X,O,X,X,X,X,X,X
LSIOZJT,O,O,X,X,X,X,X,X,X,X,X
LSJTIZO,O,X,O,O,X,X,X,X,X,X,X
LSJTIOZ,O,X,O,O,X,X,X,X,X,X,X
LSJTZIO,O,X,O,X,X,X,X,X,X,X,X
LSJTZOI,O,X,O,X,X,X,X,X,X,X,X
LSJTOIZ,O,X,O,O,X,X,X,X,X,X,X
LSJTOZI,O,X,O,X,X,X,X,X,X,X,X
LSJITZO,O,X,O,O,X,X,X,X,X,X,X
LSJITOZ,O,X,O,O,X,X,X,X,X,X,X
LSJIZTO,O,X,O,X,O,X,X,X,X,X,X
LSJIZOT,O,X,X,X,X,X,X,X,X,X,X
LSJIOTZ,O,X,O,O,X,X,X,X,X,X,X
LSJIOZT,O,X,X,X,X,X,X,X,X,X,X
LSJZTIO,O,X,O,X,O,X,X,X,X,X,X
LSJZTOI,O,X,O,X,O,X,X,X,X,X,X
LSJZITO,O,X,O,X,O,X,X,X,X,X,X
LSJZIOT,O,X,X,X,X,X,X,X,X,X,X
LSJZOTI,O,X,X,X,X,X,X,X,X,X,X
LSJZOIT,O,X,X,X,X,X,X,X,X,X,X
LSJOTIZ,O,X,O,O,X,X,X,X,X,X,X
LSJOTZI,O,X,O,X,X,X,X,X,X,X,X
LSJOITZ,O,X,O,O,X,X,X,X,X,X,X
LSJOIZT,O,X,X,X,X,X,X,X,X,X,X
LSJOZTI,O,X,X,X,X,X,X,X,X,X,X
LSJOZIT,O,X,X,X,X,X,X,X,X,X,X
LSZTIJO,O,O,O,X,O,X,X,X,X,X,X
LSZTIOJ,O,O,O,X,O,X,X,X,X,X,X
LSZTJIO,O,O,O,X,O,X,X,X,X,X,X
LSZTJOI,O,O,O,X,O,X,X,X,X,X,X
LSZTOIJ,O,O,O,X,O,X,X,X,X,X,X
LSZTOJI,O,O,O,X,O,X,X,X,X,X,X
LSZITJO,O,O,O,X,O,X,X,X,X,X,X
LSZITOJ,O,O,O,X,O,X,X,X,X,X,X
LSZIJTO,O,O,O,X,O,X,X,X,X,X,X
LSZIJOT,O,O,X,X,X,X,X,X,X,X,X
LSZIOTJ,O,O,X,X,O,X,X,X,X,X,X
LSZIOJT,O,O,X,X,X,X,X,X,X,X,X
LSZJTIO,O,O,O,X,O,X,X,X,X,X,X
LSZJTOI,O,O,O,X,O,X,X,X,X,X,X
LSZJITO,O,O,O,X,O,X,X,X,X,X,X
LSZJIOT,O,O,X,X,X,X,X,X,X,X,X
LSZJOTI,O,O,X,X,X,X,X,X,X,X,X
LSZJOIT,O,O,X,X,X,X,X,X,X,X,X
LSZOTIJ,O,O,X,X,O,X,X,X,X,X,X
LSZOTJI,O,O,X,X,O,X,X,X,X,X,X
LSZOITJ,O,O,X,X,O,X,X,X,X,X,X
LSZOIJT,O,O,X,X,X,X,X,X,X,X,X
LSZOJTI,O,O,X,X,X,X,X,X,X,X,X
LSZOJIT,O,O,X,X,X,X,X,X,X,X,X
LSOTIJZ,O,X,O,O,X,X,X,X,X,X,X
LSOTIZJ,O,X,O,X,X,X,X,X,X,X,X
LSOTJIZ,O,X,O,O,X,X,X,X,X,X,X
LSOTJZI,O,X,O,X,X,X,X,X,X,X,X
LSOTZIJ,O,X,O,X,X,X,X,X,X,X,X
LSOTZJI,O,X,O,X,X,X,X,X,X,X,X
LSOITJZ,O,X,O,O,X,X,X,X,X,X,X
LSOITZJ,O,X,O,X,X,X,X,X,X,X,X
LSOIJTZ,O,X,O,O,X,X,X,X,X,X,X
LSOIJZT,O,X,X,X,X,X,X,X,X,X,X
LSOIZTJ,O,O,X,X,O,X,X,X,X,X,X
LSOIZJT,O,O,X,X,X,X,X,X,X,X,X
LSOJTIZ,O,X,O,O,X,X,X,X,X,X,X
LSOJTZI,O,X,O,X,X,X,X,X,X,X,X
LSOJITZ,O,X,O,O,X,X,X,X,X,X,X
LSOJIZT,O,X,X,X,X,X,X,X,X,X,X
LSOJZTI,O,X,X,X,X,X,X,X,X,X,X
LSOJZIT,O,X,X,X,X,X,X,X,X,X,X
LSOZTIJ,O,O,X,X,O,X,X,X,X,X,X
LSOZTJI,O,O,X,X,O,X,X,X,X,X,X
LSOZITJ,O,O,X,X,O,X,X,X,X,X,X
LSOZIJT,O,O,X,X,X,X,X,X,X,X,X
LSOZJTI,O,O,X,X,X,X,X,X,X,X,X
LSOZJIT,O,O,X,X,X,X,X,X,X,X,X
LZTIJSO,X,O,O,X,O,X,X,X,O,X,X
LZTIJOS,O,O,O,X,X,X,X,O,X,X,X
LZTISJO,X,O,O,X,O,X,X,X,O,X,X
LZTISOJ,X,O,O,X,O,X,X,X,O,X,X
LZTIOJS,O,O,O,X,X,X,X,O,X,X,X
LZTIOSJ,X,O,O,X,X,X,X,X,X,X,X
LZTJISO,X,O,O,X,O,X,X,X,O,X,X
LZTJIOS,O,O,O,X,X,X,X,O,X,X,X
LZTJSIO,X,O,O,X,O,X,X,X,X,X,X
LZTJSOI,X,O,O,X,O,X,X,X,X,X,X
LZTJOIS,O,O,O,X,X,X,X,O,X,X,X
LZTJOSI,X,O,O,X,X,X,X,X,X,X,X
LZTSIJO,X,O,O,X,O,X,X,X,X,X,X
LZTSIOJ,X,O,O,X,O,X,X,X,X,X,X
LZTSJIO,X,O,O,X,O,X,X,X,X,X,X
LZTSJOI,X,O,O,X,O,X,X,X,X,X,X
LZTSOIJ,X,O,O,X,O,X,X,X,X,X,X
LZTSOJI,X,O,O,X,O,X,X,X,X,X,X
LZTOIJS,O,O,O,X,X,X,X,O,X,X,X
LZTOISJ,X,O,O,X,X,X,X,X,X,X,X
LZTOJIS,O,O,O,X,X,X,X,O,X,X,X
LZTOJSI,X,O,O,X,X,X,X,X,X,X,X
LZTOSIJ,X,O,O,X,X,X,X,X,X,X,X
LZTOSJI,X,O,O,X,X,X,X,X,X,X,X
LZITJSO,X,O,O,X,O,X,X,X,O,X,X
LZITJOS,O,O,O,X,X,X,X,O,X,X,X
LZITSJO,X,O,O,X,O,X,X,X,O,X,X
LZITSOJ,X,O,O,X,O,X,X,X,O,X,X
LZITOJS,O,O,O,X,X,X,X,O,X,X,X
LZITOSJ,X,O,O,X,X,X,X,X,X,X,X
LZIJTSO,X,O,O,X,X,X,X,X,O,X,X
LZIJTOS,O,O,O,X,X,X,X,O,X,X,X
LZIJSTO,O,O,O,X,X,X,X,X,X,X,O
LZIJSOT,O,O,X,X,X,X,X,X,X,X,O
LZIJOTS,O,O,O,X,X,X,X,O,X,X,X
LZIJOST,O,O,X,X,X,X,X,X,X,X,O
LZISTJO,O,O,O,X,O,X,X,X,X,X,X
LZISTOJ,O,O,O,X,O,X,X,X,X,X,X
LZISJTO,O,O,O,X,O,X,X,X,X,X,X
LZISJOT,O,O,X,X,X,X,X,X,X,X,X
LZISOTJ,O,O,X,X,O,X,X,X,X,X,X
LZISOJT,O,O,X,X,X,X,X,X,X,X,X
LZIOTJS,O,O,O,X,X,X,X,O,X,X,X
LZIOTSJ,X,O,O,X,X,X,X,X,X,X,X
LZIOJTS,O,O,O,X,X,X,X,O,X,X,X
LZIOJST,O,O,X,X,X,X,X,X,X,X,O
LZIOSTJ,O,O,X,X,X,X,X,X,X,X,X
LZIOSJT,O,O,X,X,X,X,X,X,X,X,X
LZJTISO,X,O,O,X,X,X,X,X,O,X,X
LZJTIOS,O,O,O,X,X,X,X,O,X,X,X
LZJTSIO,X,O,O,X,X,X,X,X,X,X,X
LZJTSOI,X,O,O,X,X,X,X,X,X,X,X
LZJTOIS,O,O,O,X,X,X,X,O,X,X,X
LZJTOSI,X,O,O,X,X,X,X,X,X,X,X
LZJITSO,X,O,O,X,X,X,X,X,O,X,X
LZJITOS,O,O,O,X,X,X,X,O,X,X,X
LZJISTO,O,O,O,X,X,X,X,X,X,X,O
LZJISOT,O,O,X,X,X,X,X,X,X,X,O
LZJIOTS,O,O,O,X,X,X,X,O,X,X,X
LZJIOST,O,O,X,X,X,X,X,X,X,X,O
LZJSTIO,O,O,O,X,X,X,X,X,X,X,O
LZJSTOI,O,O,O,X,X,X,X,X,X,X,O
LZJSITO,O,O,O,X,X,X,X,X,X,X,O
LZJSIOT,O,O,X,X,X,X,X,X,X,X,O
LZJSOTI,O,O,X,X,X,X,X,X,X,X,O
LZJSOIT,O,O,X,X,X,X,X,X,X,X,O
LZJOTIS,O,O,O,X,X,X,X,O,X,X,X
LZJOTSI,X,O,O,X,X,X,X,X,X,X,X
LZJOITS,O,O,O,X,X,X,X,O,X,X,X
LZJOIST,O,O,X,X,X,X,X,X,X,X,O
LZJOSTI,O,O,X,X,X,X,X,X,X,X,O
LZJOSIT,O,O,X,X,X,X,X,X,X,X,O
LZSTIJO,O,O,O,X,O,X,X,X,X,X,X
LZSTIOJ,O,O,O,X,O,X,X,X,X,X,X
LZSTJIO,O,O,O,X,O,X,X,X,X,X,X
LZSTJOI,O,O,O,X,O,X,X,X,X,X,X
LZSTOIJ,O,O,O,X,O,X,X,X,X,X,X
LZSTOJI,O,O,O,X,O,X,X,X,X,X,X
LZSITJO,O,O,O,X,O,X,X,X,X,X,X
LZSITOJ,O,O,O,X,O,X,X,X,X,X,X
LZSIJTO,O,O,O,X,O,X,X,X,X,X,X
LZSIJOT,O,O,X,X,X,X,X,X,X,X,X
LZSIOTJ,O,O,X,X,O,X,X,X,X,X,X
LZSIOJT,O,O,X,X,X,X,X,X,X,X,X
LZSJTIO,O,O,O,X,O,X,X,X,X,X,X
LZSJTOI,O,O,O,X,O,X,X,X,X,X,X
LZSJITO,O,O,O,X,O,X,X,X,X,X,X
LZSJIOT,O,O,X,X,X,X,X,X,X,X,X
LZSJOTI,O,O,X,X,X,X,X,X,X,X,X
LZSJOIT,O,O,X,X,X,X,X,X,X,X,X
LZSOTIJ,O,O,X,X,O,X,X,X,X,X,X
LZSOTJI,O,O,X,X,O,X,X,X,X,X,X
LZSOITJ,O,O,X,X,O,X,X,X,X,X,X
LZSOIJT,O,O,X,X,X,X,X,X,X,X,X
LZSOJTI,O,O,X,X,X,X,X,X,X,X,X
LZSOJIT,O,O,X,X,X,X,X,X,X,X,X
LZOTIJS,O,O,O,X,X,X,X,O,X,X,X
LZOTISJ,X,O,O,X,X,X,X,X,X,X,X
LZOTJIS,O,O,O,X,X,X,X,O,X,X,X
LZOTJSI,X,O,O,X,X,X,X,X,X,X,X
LZOTSIJ,X,O,O,X,X,X,X,X,X,X,X
LZOTSJI,X,O,O,X,X,X,X,X,X,X,X
LZOITJS,O,O,O,X,X,X,X,O,X,X,X
LZOITSJ,X,O,O,X,X,X,X,X,X,X,X
LZOIJTS,O,O,O,X,X,X,X,O,X,X,X
LZOIJST,O,O,X,X,X,X,X,X,X,X,O
LZOISTJ,O,O,X,X,X,X,X,X,X,X,X
LZOISJT,O,O,X,X,X,X,X,X,X,X,X
LZOJTIS,O,O,O,X,X,X,X,O,X,X,X
LZOJTSI,X,O,O,X,X,X,X,X,X,X,X
LZOJITS,O,O,O,X,X,X,X,O,X,X,X
LZOJIST,O,O,X,X,X,X,X,X,X,X,O
LZOJSTI,O,O,X,X,X,X,X,X,X,X,O
LZOJSIT,O,O,X,X,X,X,X,X,X,X,O
LZOSTIJ,O,O,X,X,X,X,X,X,X,X,X
LZOSTJI,O,O,X,X,X,X,X,X,X,X,X
LZOSITJ,O,O,X,X,X,X,X,X,X,X,X
LZOSIJT,O,O,X,X,X,X,X,X,X,X,X
LZOSJTI,O,O,X,X,X,X,X,X,X,X,X
LZOSJIT,O,O,X,X,X,X,X,X,X,X,X
LOTIJSZ,O,X,O,O,X,X,X,X,X,X,X
LOTIJZS,O,X,O,X,X,O,O,X,X,X,X
LOTISJZ,O,X,O,X,X,X,X,X,X,O,X
LOTISZJ,O,X,O,X,X,X,O,X,X,O,X
LOTIZJS,O,O,O,X,X,O,O,X,X,X,X
LOTIZSJ,X,O,O,X,X,O,O,X,X,X,X
LOTJISZ,O,X,O,O,X,X,X,X,X,X,X
LOTJIZS,O,X,O,X,X,O,O,X,X,X,X
LOTJSIZ,O,X,O,O,X,X,X,X,X,X,X
LOTJSZI,O,X,O,X,X,X,X,X,X,X,X
LOTJZIS,O,X,O,X,X,O,O,X,X,X,X
LOTJZSI,X,X,O,X,X,O,O,X,X,X,X
LOTSIJZ,O,X,O,X,X,X,X,X,X,O,X
LOTSIZJ,O,X,O,X,X,X,O,X,X,O,X
LOTSJIZ,O,X,O,X,X,X,X,X,X,O,X
LOTSJZI,O,X,O,X,X,X,X,X,X,X,X
LOTSZIJ,O,X,O,X,X,X,O,X,X,O,X
LOTSZJI,O,X,O,X,X,X,O,X,X,X,X
LOTZIJS,O,O,O,X,X,O,O,X,X,X,X
LOTZISJ,X,O,O,X,X,O,O,X,X,X,X
LOTZJIS,O,O,O,X,X,O,O,X,X,X,X
LOTZJSI,X,O,O,X,X,O,O,X,X,X,X
LOTZSIJ,X,O,O,X,X,O,O,X,X,X,X
LOTZSJI,X,O,O,X,X,O,O,X,X,X,X
LOITJSZ,O,X,O,O,X,X,X,X,X,X,X
LOITJZS,O,X,O,X,X,O,O,X,X,X,X
LOITSJZ,O,X,O,X,X,X,X,X,X,O,X
LOITSZJ,O,X,O,X,X,X,O,X,X,O,X
LOITZJS,O,O,O,X,X,O,O,X,X,X,X
LOITZSJ,X,O,O,X,X,O,O,X,X,X,X
LOIJTSZ,O,X,O,O,X,X,X,X,X,X,X
LOIJTZS,O,X,O,X,X,O,X,X,X,X,X
LOIJSTZ,O,X,O,O,X,X,X,X,X,X,X
LOIJSZT,O,X,X,X,X,X,X,X,X,X,O
LOIJZTS,O,O,O,X,X,X,O,X,X,X,X
LOIJZST,O,O,X,X,X,X,X,X,X,X,O
LOISTJZ,O,X,O,O,X,X,X,X,X,O,X
LOISTZJ,O,X,O,X,X,X,X,X,X,O,X
LOISJTZ,O,X,O,O,X,X,X,X,X,O,X
LOISJZT,O,X,X,X,X,X,X,X,X,X,X
LOISZTJ,O,O,X,X,X,X,X,X,X,O,X
LOISZJT,O,O,X,X,X,X,X,X,X,X,X
LOIZTJS,O,O,O,X,X,X,O,O,X,X,X
LOIZTSJ,X,O,O,X,X,X,O,X,X,X,X
LOIZJTS,O,O,O,X,X,X,O,O,X,X,X
LOIZJST,O,O,X,X,X,X,X,X,X,X,O
LOIZSTJ,O,O,X,X,X,X,X,X,X,X,X
LOIZSJT,O,O,X,X,X,X,X,X,X,X,X
LOJTISZ,O,X,O,O,X,X,X,X,X,X,X
LOJTIZS,O,X,O,X,X,O,X,X,X,X,X
LOJTSIZ,O,X,O,O,X,X,X,X,X,X,X
LOJTSZI,O,X,O,X,X,X,X,X,X,X,X
LOJTZIS,O,X,O,X,X,O,X,X,X,X,X
LOJTZSI,X,X,O,X,X,O,X,X,X,X,X
LOJITSZ,O,X,O,O,X,X,X,X,X,X,X
LOJITZS,O,X,O,X,X,O,X,X,X,X,X
LOJISTZ,O,X,O,O,X,X,X,X,X,X,X
LOJISZT,O,X,X,X,X,X,X,X,X,X,O
LOJIZTS,O,O,O,X,X,X,O,X,X,X,X
LOJIZST,O,O,X,X,X,X,X,X,X,X,O
LOJSTIZ,O,X,O,O,X,X,X,X,X,X,X
LOJSTZI,O,X,O,X,X,X,X,X,X,X,X
LOJSITZ,O,X,O,O,X,X,X,X,X,X,X
LOJSIZT,O,X,X,X,X,X,X,X,X,X,O
LOJSZTI,O,X,X,X,X,X,X,X,X,X,O
LOJSZIT,O,X,X,X,X,X,X,X,X,X,O
LOJZTIS,O,O,O,X,X,X,O,X,X,X,X
LOJZTSI,X,O,O,X,X,X,O,X,X,X,X
LOJZITS,O,O,O,X,X,X,O,X,X,X,X
LOJZIST,O,O,X,X,X,X,X,X,X,X,O
LOJZSTI,O,O,X,X,X,X,X,X,X,X,O
LOJZSIT,O,O,X,X,X,X,X,X,X,X,O
LOSTIJZ,O,X,O,O,X,X,X,X,X,O,X
LOSTIZJ,O,X,O,X,X,X,X,X,X,O,X
LOSTJIZ,O,X,O,O,X,X,X,X,X,O,X
LOSTJZI,O,X,O,X,X,X,X,X,X,X,X
LOSTZIJ,O,X,O,X,X,X,X,X,X,O,X
LOSTZJI,O,X,O,X,X,X,X,X,X,X,X
LOSITJZ,O,X,O,O,X,X,X,X,X,O,X
LOSITZJ,O,X,O,X,X,X,X,X,X,O,X
LOSIJTZ,O,X,O,O,X,X,X,X,X,O,X
LOSIJZT,O,X,X,X,X,X,X,X,X,X,X
LOSIZTJ,O,O,X,X,X,X,X,X,X,O,X
LOSIZJT,O,O,X,X,X,X,X,X,X,X,X
LOSJTIZ,O,X,O,O,X,X,X,X,X,O,X
LOSJTZI,O,X,O,X,X,X,X,X,X,X,X
LOSJITZ,O,X,O,O,X,X,X,X,X,O,X
LOSJIZT,O,X,X,X,X,X,X,X,X,X,X
LOSJZTI,O,X,X,X,X,X,X,X,X,X,X
LOSJZIT,O,X,X,X,X,X,X,X,X,X,X
LOSZTIJ,O,O,X,X,X,X,X,X,X,O,X
LOSZTJI,O,O,X,X,X,X,X,X,X,X,X
LOSZITJ,O,O,X,X,X,X,X,X,X,O,X
LOSZIJT,O,O,X,X,X,X,X,X,X,X,X
LOSZJTI,O,O,X,X,X,X,X,X,X,X,X
LOSZJIT,O,O,X,X,X,X,X,X,X,X,X
LOZTIJS,O,O,O,X,X,X,O,O,X,X,X
LOZTISJ,X,O,O,X,X,X,O,X,X,X,X
LOZTJIS,O,O,O,X,X,X,O,O,X,X,X
LOZTJSI,X,O,O,X,X,X,O,X,X,X,X
LOZTSIJ,X,O,O,X,X,X,O,X,X,X,X
LOZTSJI,X,O,O,X,X,X,O,X,X,X,X
LOZITJS,O,O,O,X,X,X,O,O,X,X,X
LOZITSJ,X,O,O,X,X,X,O,X,X,X,X
LOZIJTS,O,O,O,X,X,X,O,O,X,X,X
LOZIJST,O,O,X,X,X,X,X,X,X,X,O
LOZISTJ,O,O,X,X,X,X,X,X,X,X,X
LOZISJT,O,O,X,X,X,X,X,X,X,X,X
LOZJTIS,O,O,O,X,X,X,O,O,X,X,X
LOZJTSI,X,O,O,X,X,X,O,X,X,X,X
LOZJITS,O,O,O,X,X,X,O,O,X,X,X
LOZJIST,O,O,X,X,X,X,X,X,X,X,O
LOZJSTI,O,O,X,X,X,X,X,X,X,X,O
LOZJSIT,O,O,X,X,X,X,X,X,X,X,O
LOZSTIJ,O,O,X,X,X,X,X,X,X,X,X
LOZSTJI,O,O,X,X,X,X,X,X,X,X,X
LOZSITJ,O,O,X,X,X,X,X,X,X,X,X
LOZSIJT,O,O,X,X,X,X,X,X,X,X,X
LOZSJTI,O,O,X,X,X,X,X,X,X,X,X
LOZSJIT,O,O,X,X,X,X,X,X,X,X,X
JTILSZO,O,X,O,O,X,X,X,X,X,X,X
JTILSOZ,O,X,O,O,X,X,X,X,X,X,X
JTILZSO,X,X,O,X,O,O,X,X,X,X,X
JTILZOS,O,X,O,X,X,X,X,X,X,X,X
JTILOSZ,O,X,O,O,X,X,X,X,X,X,X
JTILOZS,O,X,O,X,X,O,X,X,X,X,X
JTISLZO,O,X,X,O,X,X,X,X,X,X,X
JTISLOZ,O,X,O,O,X,X,X,X,X,X,X
JTISZLO,X,X,X,O,O,O,X,X,X,X,O
JTISZOL,X,X,O,O,O,O,X,X,X,X,O
JTISOLZ,O,X,O,O,X,X,X,X,X,X,X
JTISOZL,X,X,O,O,X,O,X,X,X,X,O
JTIZLSO,X,O,X,X,O,O,X,X,O,X,X
JTIZLOS,X,O,X,X,X,X,X,O,X,X,X
JTIZSLO,X,O,X,O,O,O,X,X,O,X,O
JTIZSOL,X,X,O,O,O,O,X,O,O,X,O
JTIZOLS,X,O,X,X,X,O,X,O,X,X,X
JTIZOSL,X,X,O,O,O,O,X,O,O,X,O
JTIOLSZ,O,X,O,O,X,X,X,X,X,X,X
JTIOLZS,O,X,O,X,X,O,X,X,X,X,X
JTIOSLZ,O,X,O,O,X,X,X,X,X,X,X
JTIOSZL,X,X,O,O,X,O,X,X,X,X,O
JTIOZLS,X,X,X,X,X,O,O,X,X,X,X
