sequence,v115@9gB8HeA8IeC8GeE8CeA8KeXAJvhF8lBzhBaoB5oB+s?BlrB,v115@9gB8HeA8IeC8GeE8CeA8KeXAJvhFmhBziB5oBCmB0r?BlsB,v115@9gB8HeA8IeC8GeE8CeA8KeXAJvhF6mBmiB5oBzlB0n?BVxB,v115@9gB8HeA8IeC8GeE8CeA8KeXAJvhF0hBliB5oBzlBys?BWxB,v115@9gB8HeA8IeC8GeE8CeA8KeXAJvhFVmBUiBaoB5oBGr?BTsB,v115@9gB8HeA8IeC8GeE8CeA8KeXAJvhFlhBaoB5oBzlB8r?B+sB,v115@9gB8HeA8IeC8GeE8CeA8KeVFJvhFUhBanBziB5oBGr?B3sB,v115@9gB8HeA8IeC8GeE8CeA8KeXAJvhF8lB+mBiiB5oBzn?BVxB
JTZISLO,O,O,O,O,O,O,O,O
JTZISOL,O,O,O,O,O,O,O,O
JTZIOLS,O,O,O,X,O,O,O,O
JTZIOSL,O,O,O,O,O,O,O,O
JTZLISO,O,O,O,O,O,O,O,O
JTZLIOS,O,O,O,O,O,O,O,O
JTZLSIO,O,O,O,O,O,O,O,O
JTZLSOI,O,O,O,O,O,O,O,O
JTZLOIS,O,O,O,O,O,O,O,O
JTZLOSI,O,O,O,O,O,O,X,O
JTZSILO,O,O,O,O,O,O,O,O
JTZSIOL,O,O,O,O,O,O,O,O
JTZSLIO,O,O,O,O,O,O,O,O
JTZSLOI,O,O,O,O,O,O,O,O
JTZSOIL,O,O,O,O,O,O,O,O
JTZSOLI,O,O,O,X,O,O,O,O
JTZOILS,O,O,O,X,O,O,O,O
JTZOISL,O,O,O,O,O,O,O,O
JTZOLIS,O,O,O,X,O,O,O,O
JTZOLSI,O,O,O,X,O,O,X,O
JTZOSIL,O,O,O,O,O,O,O,O
JTZOSLI,O,O,O,X,O,O,O,O
JTOILSZ,O,O,O,O,O,O,X,O
JTOILZS,O,O,O,O,O,O,X,O
JTOISLZ,O,O,O,O,O,O,O,O
JTOISZL,O,O,O,O,O,O,O,O
JTOIZLS,O,O,O,O,O,O,O,O
JTOIZSL,O,O,O,O,O,O,O,O
JTOLISZ,O,O,O,O,O,O,X,O
JTOLIZS,O,O,O,O,O,O,X,O
JTOLSIZ,O,O,O,O,O,O,X,O
JTOLSZI,O,O,O,O,O,O,X,O
JTOLZIS,O,O,O,O,O,O,X,O
JTOLZSI,O,O,O,O,O,O,X,O
JTOSILZ,O,O,O,O,O,O,O,O
JTOSIZL,O,O,O,O,O,O,O,O
JTOSLIZ,O,O,O,O,O,O,O,O
JTOSLZI,O,O,O,O,O,O,O,O
JTOSZIL,O,O,O,O,O,O,O,O
JTOSZLI,O,O,O,O,O,O,O,O
JTOZILS,O,O,O,O,O,O,O,O
JTOZISL,O,O,O,O,O,O,O,O
JTOZLIS,O,O,O,O,O,O,O,O
JTOZLSI,O,O,O,O,O,O,X,O
JTOZSIL,O,O,O,O,O,O,O,O
JTOZSLI,O,O,O,O,O,O,O,O
JITLSZO,O,O,O,O,O,O,O,O
JITLSOZ,O,O,X,O,O,O,O,X
JITLZSO,O,O,O,O,O,O,O,O
JITLZOS,O,O,O,O,O,O,O,O
JITLOSZ,O,O,X,O,O,O,X,O
JITLOZS,O,O,X,O,O,O,X,O
JITSLZO,O,O,O,O,O,O,O,O
JITSLOZ,O,O,X,O,O,O,O,X
JITSZLO,O,O,O,O,O,O,O,O
JITSZOL,O,O,O,O,O,O,O,O
JITSOLZ,O,O,O,X,O,O,O,O
JITSOZL,O,O,O,X,O,O,O,O
JITZLSO,O,O,O,O,O,O,O,O
JITZLOS,O,O,O,O,O,O,O,O
JITZSLO,O,O,O,O,O,O,O,O
JITZSOL,O,O,O,O,O,O,O,O
JITZOLS,O,O,O,X,O,O,O,O
JITZOSL,O,O,O,O,O,O,O,O
JITOLSZ,O,O,O,O,O,O,X,O
JITOLZS,O,O,O,O,O,O,X,O
JITOSLZ,O,O,O,O,O,O,O,O
JITOSZL,O,O,O,O,O,O,O,O
JITOZLS,O,O,O,O,O,O,O,O
JITOZSL,O,O,O,O,O,O,O,O
JILTSZO,O,O,X,O,O,O,O,X
JILTSOZ,O,O,X,O,O,O,O,X
JILTZSO,O,O,X,O,O,O,O,X
JILTZOS,O,O,X,O,O,O,O,X
JILTOSZ,O,O,X,O,O,O,X,X
JILTOZS,O,O,X,O,O,O,X,X
JILSTZO,O,O,X,O,O,O,O,X
JILSTOZ,O,O,X,O,O,O,O,X
JILSZTO,O,O,X,O,O,O,O,X
JILSZOT,O,O,X,O,X,O,O,X
JILSOTZ,X,O,X,O,O,O,O,X
JILSOZT,O,O,X,O,O,O,O,X
JILZTSO,O,O,X,O,O,O,X,X
JILZTOS,O,O,X,O,O,O,X,X
JILZSTO,O,O,X,O,O,O,X,X
JILZSOT,O,O,X,O,X,O,X,X
JILZOTS,O,O,X,O,X,O,X,X
JILZOST,O,O,X,O,X,O,X,X
JILOTSZ,O,O,X,O,O,O,X,X
JILOTZS,O,O,X,O,O,O,X,X
JILOSTZ,X,O,X,O,O,O,X,X
JILOSZT,O,O,X,O,O,O,X,X
JILOZTS,O,O,X,O,O,O,X,X
JILOZST,O,O,X,O,O,O,X,X
JISTLZO,O,O,O,O,O,O,O,X
JISTLOZ,O,O,X,O,O,O,O,X
JISTZLO,O,O,O,O,O,O,O,O
JISTZOL,O,O,O,O,O,O,O,O
JISTOLZ,O,O,O,X,O,O,O,X
JISTOZL,O,O,O,X,O,O,O,O
JISLTZO,O,O,X,O,O,O,O,X
JISLTOZ,O,O,X,O,O,O,O,X
JISLZTO,O,O,X,O,O,O,O,X
JISLZOT,O,O,X,O,X,O,O,X
JISLOTZ,X,O,X,O,O,O,O,X
JISLOZT,O,O,X,O,O,O,O,X
JISZTLO,O,O,X,O,O,O,O,O
JISZTOL,O,O,X,O,O,O,O,O
JISZLTO,O,O,X,O,O,O,O,X
JISZLOT,O,O,X,O,X,O,O,X
JISZOTL,O,X,X,O,O,O,O,X
JISZOLT,O,X,X,O,O,O,O,X
JISOTLZ,X,X,O,O,O,O,O,X
JISOTZL,X,X,O,O,O,O,O,X
JISOLTZ,X,X,X,O,O,O,O,X
JISOLZT,O,X,X,O,O,O,O,X
JISOZTL,O,X,X,O,O,O,O,X
JISOZLT,O,X,X,O,O,O,O,X
JIZTLSO,O,O,X,O,O,O,O,O
JIZTLOS,O,O,X,O,O,O,O,O
JIZTSLO,O,O,X,O,O,O,O,O
JIZTSOL,O,O,X,O,O,O,O,O
JIZTOLS,O,O,X,X,O,O,O,O
JIZTOSL,O,O,X,O,O,O,O,O
JIZLTSO,O,O,X,O,O,O,X,X
JIZLTOS,O,O,X,O,O,O,X,X
JIZLSTO,O,O,X,O,O,O,X,X
JIZLSOT,O,O,X,O,X,O,X,X
JIZLOTS,O,O,X,O,X,O,X,X
JIZLOST,O,O,X,O,X,O,X,X
JIZSTLO,O,O,X,O,O,O,O,O
JIZSTOL,O,O,X,O,O,O,O,O
JIZSLTO,O,O,X,O,O,O,O,X
JIZSLOT,O,O,X,O,X,O,O,X
JIZSOTL,O,X,X,O,O,O,O,X
JIZSOLT,O,X,X,O,O,O,O,X
JIZOTLS,O,X,X,O,O,O,X,X
JIZOTSL,O,X,X,O,O,O,X,X
JIZOLTS,O,X,X,O,O,O,X,X
JIZOLST,O,X,X,O,O,O,X,X
JIZOSTL,O,X,X,O,O,O,X,X
JIZOSLT,O,X,X,O,O,O,X,X
JIOTLSZ,O,X,O,O,O,O,X,X
JIOTLZS,O,X,O,O,O,O,X,X
JIOTSLZ,O,X,O,O,O,O,O,X
JIOTSZL,O,X,O,O,O,O,O,X
JIOTZLS,O,X,O,O,O,O,O,X
JIOTZSL,O,X,O,O,O,O,O,X
JIOLTSZ,O,X,X,O,O,O,X,X
JIOLTZS,O,X,X,O,O,O,X,X
JIOLSTZ,X,X,X,O,O,O,X,X
JIOLSZT,O,X,X,O,O,O,X,X
JIOLZTS,O,X,X,O,O,O,X,X
JIOLZST,O,X,X,O,O,O,X,X
JIOSTLZ,X,X,O,O,O,O,O,X
JIOSTZL,X,X,O,O,O,O,O,X
JIOSLTZ,X,X,X,O,O,O,O,X
JIOSLZT,O,X,X,O,O,O,O,X
JIOSZTL,O,X,X,O,O,O,O,X
JIOSZLT,O,X,X,O,O,O,O,X
JIOZTLS,O,X,X,O,O,O,X,X
JIOZTSL,O,X,X,O,O,O,X,X
JIOZLTS,O,X,X,O,O,O,X,X
JIOZLST,O,X,X,O,O,O,X,X
JIOZSTL,O,X,X,O,O,O,X,X
JIOZSLT,O,X,X,O,O,O,X,X
JLTISZO,O,O,X,O,O,O,O,X
JLTISOZ,O,O,X,O,O,O,O,X
JLTIZSO,O,O,X,O,O,O,O,X
JLTIZOS,O,O,X,O,O,O,O,X
JLTIOSZ,O,O,X,O,O,O,X,X
JLTIOZS,O,O,X,O,O,O,X,X
JLTSIZO,O,O,X,O,O,O,O,X
JLTSIOZ,O,O,X,O,O,O,O,X
JLTSZIO,O,O,X,O,O,O,O,X
JLTSZOI,O,O,X,O,O,O,O,X
JLTSOIZ,O,O,X,O,O,O,O,X
JLTSOZI,O,O,X,O,O,O,O,X
JLTZISO,O,O,X,O,O,O,O,X
JLTZIOS,O,O,X,O,O,O,O,X
JLTZSIO,O,O,X,O,O,O,O,X
JLTZSOI,O,O,X,O,O,O,O,X
JLTZOIS,O,O,X,O,O,O,O,X
JLTZOSI,O,O,X,O,O,O,X,X
JLTOISZ,O,O,X,O,O,O,X,X
JLTOIZS,O,O,X,O,O,O,X,X
JLTOSIZ,O,O,X,O,O,O,X,X
JLTOSZI,O,O,X,O,O,O,X,X
JLTOZIS,O,O,X,O,O,O,X,X
JLTOZSI,O,O,X,O,O,O,X,X
JLITSZO,O,O,X,O,O,O,O,X
JLITSOZ,O,O,X,O,O,O,O,X
JLITZSO,O,O,X,O,O,O,O,X
JLITZOS,O,O,X,O,O,O,O,X
JLITOSZ,O,O,X,O,O,O,X,X
JLITOZS,O,O,X,O,O,O,X,X
JLISTZO,O,O,X,O,O,O,O,X
JLISTOZ,O,O,X,O,O,O,O,X
JLISZTO,O,O,X,O,O,O,O,X
JLISZOT,O,O,X,O,X,O,O,X
JLISOTZ,X,O,X,O,O,O,O,X
JLISOZT,O,O,X,O,O,O,O,X
JLIZTSO,O,O,X,O,O,O,X,X
JLIZTOS,O,O,X,O,O,O,X,X
JLIZSTO,O,O,X,O,O,O,X,X
JLIZSOT,O,O,X,O,X,O,X,X
JLIZOTS,O,O,X,O,X,O,X,X
JLIZOST,O,O,X,O,X,O,X,X
JLIOTSZ,O,O,X,O,O,O,X,X
JLIOTZS,O,O,X,O,O,O,X,X
JLIOSTZ,X,O,X,O,O,O,X,X
JLIOSZT,O,O,X,O,O,O,X,X
JLIOZTS,O,O,X,O,O,O,X,X
JLIOZST,O,O,X,O,O,O,X,X
JLSTIZO,O,O,X,O,O,O,O,X
JLSTIOZ,O,O,X,O,O,O,O,X
JLSTZIO,O,O,X,O,O,O,O,X
JLSTZOI,O,O,X,O,O,O,O,X
JLSTOIZ,O,O,X,O,O,O,O,X
JLSTOZI,O,O,X,O,O,O,O,X
JLSITZO,O,O,X,O,O,O,O,X
JLSITOZ,O,O,X,O,O,O,O,X
JLSIZTO,O,O,X,O,O,O,O,X
JLSIZOT,O,O,X,O,X,O,O,X
JLSIOTZ,X,O,X,O,O,O,O,X
JLSIOZT,O,O,X,O,O,O,O,X
JLSZTIO,O,O,X,O,O,O,O,X
JLSZTOI,O,O,X,O,O,O,O,X
JLSZITO,O,O,X,O,O,O,O,X
JLSZIOT,O,O,X,O,X,O,O,X
JLSZOTI,O,O,X,O,X,O,O,X
JLSZOIT,O,O,X,O,X,O,O,X
JLSOTIZ,X,O,X,O,O,O,O,X
JLSOTZI,X,O,X,O,O,O,O,X
JLSOITZ,X,O,X,O,O,O,O,X
JLSOIZT,O,O,X,O,O,O,O,X
JLSOZTI,O,O,X,O,O,O,O,X
JLSOZIT,O,O,X,O,O,O,O,X
JLZTISO,O,O,X,O,O,O,X,X
JLZTIOS,O,O,X,O,O,O,X,X
JLZTSIO,O,O,X,O,O,O,X,X
JLZTSOI,O,O,X,O,O,O,X,X
JLZTOIS,O,O,X,O,O,O,X,X
JLZTOSI,O,O,X,O,O,O,X,X
JLZITSO,O,O,X,O,O,O,X,X
JLZITOS,O,O,X,O,O,O,X,X
JLZISTO,O,O,X,O,O,O,X,X
JLZISOT,O,O,X,O,X,O,X,X
JLZIOTS,O,O,X,O,X,O,X,X
JLZIOST,O,O,X,O,X,O,X,X
JLZSTIO,O,O,X,O,O,O,X,X
JLZSTOI,O,O,X,O,O,O,X,X
JLZSITO,O,O,X,O,O,O,X,X
JLZSIOT,O,O,X,O,X,O,X,X
JLZSOTI,O,O,X,O,X,O,X,X
JLZSOIT,O,O,X,O,X,O,X,X
JLZOTIS,O,O,X,O,X,O,X,X
JLZOTSI,O,O,X,O,X,O,X,X
JLZOITS,O,O,X,O,X,O,X,X
JLZOIST,O,O,X,O,X,O,X,X
JLZOSTI,O,O,X,O,X,O,X,X
JLZOSIT,O,O,X,O,X,O,X,X
JLOTISZ,O,O,X,O,O,O,X,X
JLOTIZS,O,O,X,O,O,O,X,X
JLOTSIZ,O,O,X,O,O,O,X,X
JLOTSZI,O,O,X,O,O,O,X,X
JLOTZIS,O,O,X,O,O,O,X,X
JLOTZSI,O,O,X,O,O,O,X,X
JLOITSZ,O,O,X,O,O,O,X,X
JLOITZS,O,O,X,O,O,O,X,X
JLOISTZ,X,O,X,O,O,O,X,X
JLOISZT,O,O,X,O,O,O,X,X
JLOIZTS,O,O,X,O,O,O,X,X
JLOIZST,O,O,X,O,O,O,X,X
JLOSTIZ,X,O,X,O,O,O,X,X
JLOSTZI,X,O,X,O,O,O,X,X
JLOSITZ,X,O,X,O,O,O,X,X
JLOSIZT,O,O,X,O,O,O,X,X
JLOSZTI,O,O,X,O,O,O,X,X
JLOSZIT,O,O,X,O,O,O,X,X
JLOZTIS,O,O,X,O,O,O,X,X
JLOZTSI,O,O,X,O,O,O,X,X
JLOZITS,O,O,X,O,O,O,X,X
JLOZIST,O,O,X,O,O,O,X,X
JLOZSTI,O,O,X,O,O,O,X,X
JLOZSIT,O,O,X,O,O,O,X,X
JSTILZO,O,O,O,O,O,O,O,X
JSTILOZ,O,O,X,O,O,O,O,X
JSTIZLO,O,O,O,O,O,O,O,O
JSTIZOL,O,O,O,O,O,O,O,O
JSTIOLZ,O,O,O,X,O,O,O,X
JSTIOZL,O,O,O,X,O,O,O,O
JSTLIZO,O,O,O,O,O,O,O,X
JSTLIOZ,O,O,X,O,O,O,O,X
JSTLZIO,O,O,O,O,O,O,O,X
JSTLZOI,O,O,O,O,O,O,O,X
JSTLOIZ,O,O,X,O,O,O,O,X
JSTLOZI,O,O,X,O,O,O,O,X
JSTZILO,O,O,O,O,O,O,O,O
JSTZIOL,O,O,O,O,O,O,O,O
JSTZLIO,O,O,O,O,O,O,O,O
JSTZLOI,O,O,O,O,O,O,O,O
JSTZOIL,O,O,O,O,O,O,O,O
JSTZOLI,O,O,O,X,O,O,O,O
JSTOILZ,O,O,O,X,O,O,O,X
JSTOIZL,O,O,O,X,O,O,O,O
JSTOLIZ,O,O,O,X,O,O,O,X
JSTOLZI,O,O,O,X,O,O,O,X
JSTOZIL,O,O,O,X,O,O,O,O
JSTOZLI,O,O,O,X,O,O,O,O
JSITLZO,O,O,O,O,O,O,O,X
JSITLOZ,O,O,X,O,O,O,O,X
JSITZLO,O,O,O,O,O,O,O,O
JSITZOL,O,O,O,O,O,O,O,O
JSITOLZ,O,O,O,X,O,O,O,X
JSITOZL,O,O,O,X,O,O,O,O
JSILTZO,O,O,X,O,O,O,O,X
JSILTOZ,O,O,X,O,O,O,O,X
JSILZTO,O,O,X,O,O,O,O,X
JSILZOT,O,O,X,O,X,O,O,X
JSILOTZ,X,O,X,O,O,O,O,X
JSILOZT,O,O,X,O,O,O,O,X
JSIZTLO,O,O,X,O,O,O,O,O
JSIZTOL,O,O,X,O,O,O,O,O
JSIZLTO,O,O,X,O,O,O,O,X
JSIZLOT,O,O,X,O,X,O,O,X
JSIZOTL,O,X,X,O,O,O,O,X
JSIZOLT,O,X,X,O,O,O,O,X
JSIOTLZ,X,X,O,O,O,O,O,X
JSIOTZL,X,X,O,O,O,O,O,X
JSIOLTZ,X,X,X,O,O,O,O,X
JSIOLZT,O,X,X,O,O,O,O,X
JSIOZTL,O,X,X,O,O,O,O,X
JSIOZLT,O,X,X,O,O,O,O,X
JSLTIZO,O,O,X,O,O,O,O,X
JSLTIOZ,O,O,X,O,O,O,O,X
JSLTZIO,O,O,X,O,O,O,O,X
JSLTZOI,O,O,X,O,O,O,O,X
JSLTOIZ,O,O,X,O,O,O,O,X
JSLTOZI,O,O,X,O,O,O,O,X
JSLITZO,O,O,X,O,O,O,O,X
JSLITOZ,O,O,X,O,O,O,O,X
JSLIZTO,O,O,X,O,O,O,O,X
JSLIZOT,O,O,X,O,X,O,O,X
JSLIOTZ,X,O,X,O,O,O,O,X
JSLIOZT,O,O,X,O,O,O,O,X
JSLZTIO,O,O,X,O,O,O,O,X
JSLZTOI,O,O,X,O,O,O,O,X
JSLZITO,O,O,X,O,O,O,O,X
JSLZIOT,O,O,X,O,X,O,O,X
JSLZOTI,O,O,X,O,X,O,O,X
JSLZOIT,O,O,X,O,X,O,O,X
JSLOTIZ,X,O,X,O,O,O,O,X
JSLOTZI,X,O,X,O,O,O,O,X
JSLOITZ,X,O,X,O,O,O,O,X
JSLOIZT,O,O,X,O,O,O,O,X
JSLOZTI,O,O,X,O,O,O,O,X
JSLOZIT,O,O,X,O,O,O,O,X
JSZTILO,O,O,X,O,O,O,O,O
JSZTIOL,O,O,X,O,O,O,O,O
JSZTLIO,O,O,X,O,O,O,O,O
JSZTLOI,O,O,X,O,O,O,O,O
JSZTOIL,O,O,X,O,O,O,O,O
JSZTOLI,O,O,X,X,O,O,O,O
JSZITLO,O,O,X,O,O,O,O,O
JSZITOL,O,O,X,O,O,O,O,O
JSZILTO,O,O,X,O,O,O,O,X
JSZILOT,O,O,X,O,X,O,O,X
JSZIOTL,O,X,X,O,O,O,O,X
JSZIOLT,O,X,X,O,O,O,O,X
JSZLTIO,O,O,X,O,O,O,O,X
JSZLTOI,O,O,X,O,O,O,O,X
JSZLITO,O,O,X,O,O,O,O,X
JSZLIOT,O,O,X,O,X,O,O,X
JSZLOTI,O,O,X,O,X,O,O,X
JSZLOIT,O,O,X,O,X,O,O,X
JSZOTIL,O,X,X,O,O,O,O,X
JSZOTLI,O,X,X,X,O,O,O,X
JSZOITL,O,X,X,O,O,O,O,X
JSZOILT,O,X,X,O,O,O,O,X
JSZOLTI,O,X,X,O,O,O,O,X
JSZOLIT,O,X,X,O,O,O,O,X
JSOTILZ,X,X,O,O,O,O,O,X
JSOTIZL,X,X,O,O,O,O,O,X
JSOTLIZ,X,X,O,O,O,O,O,X
JSOTLZI,X,X,O,O,O,O,O,X
JSOTZIL,X,X,O,O,O,O,O,X
JSOTZLI,X,X,O,O,O,O,O,X
JSOITLZ,X,X,O,O,O,O,O,X
JSOITZL,X,X,O,O,O,O,O,X
JSOILTZ,X,X,X,O,O,O,O,X
JSOILZT,O,X,X,O,O,O,O,X
JSOIZTL,O,X,X,O,O,O,O,X
JSOIZLT,O,X,X,O,O,O,O,X
JSOLTIZ,X,X,X,O,O,O,O,X
JSOLTZI,X,X,X,O,O,O,O,X
JSOLITZ,X,X,X,O,O,O,O,X
JSOLIZT,O,X,X,O,O,O,O,X
JSOLZTI,O,X,X,O,O,O,O,X
JSOLZIT,O,X,X,O,O,O,O,X
JSOZTIL,O,X,X,O,O,O,O,X
JSOZTLI,O,X,X,O,O,O,O,X
JSOZITL,O,X,X,O,O,O,O,X
JSOZILT,O,X,X,O,O,O,O,X
JSOZLTI,O,X,X,O,O,O,O,X
JSOZLIT,O,X,X,O,O,O,O,X
JZTILSO,O,O,X,O,O,O,O,O
JZTILOS,O,O,X,O,O,O,O,O
JZTISLO,O,O,X,O,O,O,O,O
JZTISOL,O,O,X,O,O,O,O,O
JZTIOLS,O,O,X,X,O,O,O,O
JZTIOSL,O,O,X,O,O,O,O,O
JZTLISO,O,O,X,O,O,O,O,O
JZTLIOS,O,O,X,O,O,O,O,O
JZTLSIO,O,O,X,O,O,O,O,O
JZTLSOI,O,O,X,O,O,O,O,O
JZTLOIS,O,O,X,O,O,O,O,O
JZTLOSI,O,O,X,O,O,O,X,O
JZTSILO,O,O,X,O,O,O,O,O
JZTSIOL,O,O,X,O,O,O,O,O
JZTSLIO,O,O,X,O,O,O,O,O
JZTSLOI,O,O,X,O,O,O,O,O
JZTSOIL,O,O,X,O,O,O,O,O
JZTSOLI,O,O,X,X,O,O,O,O
JZTOILS,O,O,X,X,O,O,O,O
JZTOISL,O,O,X,O,O,O,O,O
JZTOLIS,O,O,X,X,O,O,O,O
JZTOLSI,O,O,X,X,O,O,X,O
JZTOSIL,O,O,X,O,O,O,O,O
JZTOSLI,O,O,X,X,O,O,O,O
JZITLSO,O,O,X,O,O,O,O,O
JZITLOS,O,O,X,O,O,O,O,O
JZITSLO,O,O,X,O,O,O,O,O
JZITSOL,O,O,X,O,O,O,O,O
JZITOLS,O,O,X,X,O,O,O,O
JZITOSL,O,O,X,O,O,O,O,O
JZILTSO,O,O,X,O,O,O,X,X
JZILTOS,O,O,X,O,O,O,X,X
JZILSTO,O,O,X,O,O,O,X,X
JZILSOT,O,O,X,O,X,O,X,X
JZILOTS,O,O,X,O,X,O,X,X
JZILOST,O,O,X,O,X,O,X,X
JZISTLO,O,O,X,O,O,O,O,O
JZISTOL,O,O,X,O,O,O,O,O
JZISLTO,O,O,X,O,O,O,O,X
JZISLOT,O,O,X,O,X,O,O,X
JZISOTL,O,X,X,O,O,O,O,X
JZISOLT,O,X,X,O,O,O,O,X
JZIOTLS,O,X,X,O,O,O,X,X
JZIOTSL,O,X,X,O,O,O,X,X
JZIOLTS,O,X,X,O,O,O,X,X
JZIOLST,O,X,X,O,O,O,X,X
JZIOSTL,O,X,X,O,O,O,X,X
JZIOSLT,O,X,X,O,O,O,X,X
JZLTISO,O,O,X,O,O,O,X,X
JZLTIOS,O,O,X,O,O,O,X,X
JZLTSIO,O,O,X,O,O,O,X,X
JZLTSOI,O,O,X,O,O,O,X,X
JZLTOIS,O,O,X,O,O,O,X,X
JZLTOSI,O,O,X,O,O,O,X,X
JZLITSO,O,O,X,O,O,O,X,X
JZLITOS,O,O,X,O,O,O,X,X
JZLISTO,O,O,X,O,O,O,X,X
JZLISOT,O,O,X,O,X,O,X,X
JZLIOTS,O,O,X,O,X,O,X,X
JZLIOST,O,O,X,O,X,O,X,X
JZLSTIO,O,O,X,O,O,O,X,X
JZLSTOI,O,O,X,O,O,O,X,X
JZLSITO,O,O,X,O,O,O,X,X
JZLSIOT,O,O,X,O,X,O,X,X
JZLSOTI,O,O,X,O,X,O,X,X
JZLSOIT,O,O,X,O,X,O,X,X
JZLOTIS,O,O,X,O,X,O,X,X
JZLOTSI,O,O,X,O,X,O,X,X
JZLOITS,O,O,X,O,X,O,X,X
JZLOIST,O,O,X,O,X,O,X,X
JZLOSTI,O,O,X,O,X,O,X,X
JZLOSIT,O,O,X,O,X,O,X,X
JZSTILO,O,O,X,O,O,O,O,O
JZSTIOL,O,O,X,O,O,O,O,O
JZSTLIO,O,O,X,O,O,O,O,O
JZSTLOI,O,O,X,O,O,O,O,O
JZSTOIL,O,O,X,O,O,O,O,O
JZSTOLI,O,O,X,X,O,O,O,O
JZSITLO,O,O,X,O,O,O,O,O
JZSITOL,O,O,X,O,O,O,O,O
JZSILTO,O,O,X,O,O,O,O,X
JZSILOT,O,O,X,O,X,O,O,X
JZSIOTL,O,X,X,O,O,O,O,X
JZSIOLT,O,X,X,O,O,O,O,X
JZSLTIO,O,O,X,O,O,O,O,X
JZSLTOI,O,O,X,O,O,O,O,X
JZSLITO,O,O,X,O,O,O,O,X
JZSLIOT,O,O,X,O,X,O,O,X
JZSLOTI,O,O,X,O,X,O,O,X
JZSLOIT,O,O,X,O,X,O,O,X
JZSOTIL,O,X,X,O,O,O,O,X
JZSOTLI,O,X,X,X,O,O,O,X
JZSOITL,O,X,X,O,O,O,O,X
JZSOILT,O,X,X,O,O,O,O,X
JZSOLTI,O,X,X,O,O,O,O,X
JZSOLIT,O,X,X,O,O,O,O,X
JZOTILS,O,X,X,O,O,O,X,X
JZOTISL,O,X,X,O,O,O,X,X
JZOTLIS,O,X,X,O,O,O,X,X
JZOTLSI,O,X,X,O,O,O,X,X
JZOTSIL,O,X,X,O,O,O,X,X
JZOTSLI,O,X,X,O,O,O,X,X
JZOITLS,O,X,X,O,O,O,X,X
JZOITSL,O,X,X,O,O,O,X,X
JZOILTS,O,X,X,O,O,O,X,X
JZOILST,O,X,X,O,O,O,X,X
JZOISTL,O,X,X,O,O,O,X,X
JZOISLT,O,X,X,O,O,O,X,X
JZOLTIS,O,X,X,O,O,O,X,X
JZOLTSI,O,X,X,O,O,O,X,X
JZOLITS,O,X,X,O,O,O,X,X
JZOLIST,O,X,X,O,O,O,X,X
JZOLSTI,O,X,X,O,O,O,X,X
JZOLSIT,O,X,X,O,O,O,X,X
JZOSTIL,O,X,X,O,O,O,X,X
JZOSTLI,O,X,X,O,O,O,X,X
JZOSITL,O,X,X,O,O,O,X,X
JZOSILT,O,X,X,O,O,O,X,X
JZOSLTI,O,X,X,O,O,O,X,X
JZOSLIT,O,X,X,O,O,O,X,X
JOTILSZ,O,X,O,O,O,O,X,X
JOTILZS,O,X,O,O,O,O,X,X
JOTISLZ,O,X,O,O,O,O,O,X
JOTISZL,O,X,O,O,O,O,O,X
JOTIZLS,O,X,O,O,O,O,O,X
JOTIZSL,O,X,O,O,O,O,O,X
JOTLISZ,O,X,O,O,O,O,X,X
JOTLIZS,O,X,O,O,O,O,X,X
JOTLSIZ,O,X,O,O,O,O,X,X
JOTLSZI,O,X,O,O,O,O,X,X
JOTLZIS,O,X,O,O,O,O,X,X
JOTLZSI,O,X,O,O,O,O,X,X
JOTSILZ,O,X,O,O,O,O,O,X
JOTSIZL,O,X,O,O,O,O,O,X
JOTSLIZ,O,X,O,O,O,O,O,X
JOTSLZI,O,X,O,O,O,O,O,X
JOTSZIL,O,X,O,O,O,O,O,X
JOTSZLI,O,X,O,O,O,O,O,X
JOTZILS,O,X,O,O,O,O,O,X
JOTZISL,O,X,O,O,O,O,O,X
JOTZLIS,O,X,O,O,O,O,O,X
JOTZLSI,O,X,O,O,O,O,X,X
JOTZSIL,O,X,O,O,O,O,O,X
JOTZSLI,O,X,O,O,O,O,O,X
JOITLSZ,O,X,O,O,O,O,X,X
JOITLZS,O,X,O,O,O,O,X,X
JOITSLZ,O,X,O,O,O,O,O,X
JOITSZL,O,X,O,O,O,O,O,X
JOITZLS,O,X,O,O,O,O,O,X
JOITZSL,O,X,O,O,O,O,O,X
JOILTSZ,O,X,X,O,O,O,X,X
JOILTZS,O,X,X,O,O,O,X,X
JOILSTZ,X,X,X,O,O,O,X,X
JOILSZT,O,X,X,O,O,O,X,X
JOILZTS,O,X,X,O,O,O,X,X
JOILZST,O,X,X,O,O,O,X,X
JOISTLZ,X,X,O,O,O,O,O,X
JOISTZL,X,X,O,O,O,O,O,X
JOISLTZ,X,X,X,O,O,O,O,X
JOISLZT,O,X,X,O,O,O,O,X
JOISZTL,O,X,X,O,O,O,O,X
JOISZLT,O,X,X,O,O,O,O,X
JOIZTLS,O,X,X,O,O,O,X,X
JOIZTSL,O,X,X,O,O,O,X,X
JOIZLTS,O,X,X,O,O,O,X,X
JOIZLST,O,X,X,O,O,O,X,X
JOIZSTL,O,X,X,O,O,O,X,X
