sequence,v115@zgC8FeC8GeC8GeE8EeE8CeC8Je37IvhFUdBxlBlnBa?oBmrBTrB,v115@zgC8FeC8GeC8GeE8EeE8CeC8JeR8IvhFajBTgB/mB0?nBFnB2wB,v115@zgC8FeC8GeC8GeE8EeE8CeC8JecAJvhFTcBZjB6nBF?mB3rBOsB,v115@zgC8FeC8GeC8GeE8EeE8CeC8JeU8IvhFRdBTgBimB3?nBmnB1wB,v115@zgC8FeC8GeC8GeE8EeE8CeC8JeF8IvhFXdBZjBTgBO?rBCsBcsB,v115@zgC8FeC8GeC8GeE8EeE8CeC8JeyBJvhF+iBZjBTgBF?hBcrBXsB,v115@zgC8FeC8GeC8GeE8EeE8CeC8JeU8IvhFRdBTgBliB3?mBysB2wB,v115@zgC8FeC8GeC8GeE8EeE8CeC8Je37IvhFRdBlhBaoBT?nB0rBmqB,v115@zgC8FeC8GeC8GeE8EeE8CeC8JecAJvhF3cBajBTiBF?mBRsB2wB,v115@zgC8FeC8GeC8GeE8EeE8CeC8Je37IvhFRdB0hBmlBz?nBinB1wB,v115@zgC8FeC8GeC8GeE8EeE8CeC8JeF8IvhFZjBTgBcmB6?nB3rBOsB,v115@zgC8FeC8GeC8GeE8EeE8CeC8JeR9IvhF2lBiiBfsBz?nBFmBUrB,v115@zgC8FeC8GeC8GeE8EeE8CeC8Je37IvhFidBziBxlB2?sBcmB1wB,v115@zgC8FeC8GeC8GeE8EeE8CeC8Jez7IvhFRdB2lBVnBa?oBcrBXsB,v115@zgC8FeC8GeC8GeE8EeE8CeC8JecAJvhF3dBynBFmBR?sBTrBmrB,v115@zgC8FeC8GeC8GeE8EeE8CeC8JecAJvhFxhBeoBFmBX?nBTrBisB,v115@zgC8FeC8GeC8GeE8EeE8CeC8JecAJvhFxhBeoB3iBF?mBzrBirB,v115@zgC8FeC8GeC8GeE8EeE8CeC8JecAJvhFTcBmiB3iBF?mBRsBywB,v115@zgC8FeC8GeC8GeE8EeE8CeC8JecAJvhFxhBynBFmBz?nB3rBmrB,v115@zgC8FeC8GeC8GeE8EeE8CeC8JecAJvhF2hBzdBFmBR?sBisB3rB,v115@zgC8FeC8GeC8GeE8EeE8CeC8JecAJvhFRdB2nBFmB/?mBznBywB
LISTJZO,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LISTJOZ,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LISTZJO,O,X,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LISTZOJ,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LISTOJZ,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LISTOZJ,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISJTZO,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LISJTOZ,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LISJZTO,X,X,O,X,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LISJZOT,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJOTZ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LISJOZT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISZTJO,X,X,O,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
LISZTOJ,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LISZJTO,X,X,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LISZJOT,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZOTJ,X,X,O,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
LISZOJT,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISOTJZ,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LISOTZJ,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISOJTZ,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LISOJZT,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISOZTJ,X,X,O,X,X,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
LISOZJT,X,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LIZTJSO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,O
LIZTJOS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,O
LIZTSJO,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X
LIZTSOJ,X,X,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X
LIZTOJS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O,X
LIZTOSJ,X,X,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X
LIZJTSO,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O
LIZJTOS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O
LIZJSTO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIZJSOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJOTS,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZJOST,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSTJO,X,X,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X
LIZSTOJ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LIZSJTO,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LIZSJOT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSOTJ,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
LIZSOJT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIZOTJS,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LIZOTSJ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LIZOJTS,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZOJST,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOSTJ,X,X,O,X,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X
LIZOSJT,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOTJSZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOTJZS,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOTSJZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOTSZJ,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOTZJS,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOTZSJ,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOJTSZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOJTZS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOJSTZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOJSZT,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOJZTS,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOJZST,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOSTJZ,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIOSTZJ,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOSJTZ,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIOSJZT,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOSZTJ,X,X,O,X,X,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
LIOSZJT,X,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOZTJS,X,X,X,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LIOZTSJ,X,X,X,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LIOZJTS,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOZJST,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOZSTJ,X,X,O,X,X,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
LIOZSJT,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTISZO,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTISOZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTIZSO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTIZOS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTIOSZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTIOZS,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTSIZO,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTSIOZ,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTSZIO,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTSZOI,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTSOIZ,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTSOZI,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTZISO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJTZIOS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJTZSIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJTZSOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJTZOIS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJTZOSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJTOISZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTOIZS,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTOSIZ,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTOSZI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTOZIS,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTOZSI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJITSZO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJITSOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJITZSO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJITZOS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJITOSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJITOZS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJISTZO,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJISTOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJISZTO,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJISZOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJISOTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJISOZT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJIZTSO,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LJIZTOS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJIZSTO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIZSOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIZOTS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIZOST,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIOTSZ,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJIOTZS,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJIOSTZ,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJIOSZT,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJIOZTS,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJIOZST,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTIZO,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJSTIOZ,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJSTZIO,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJSTZOI,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJSTOIZ,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJSTOZI,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJSITZO,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJSITOZ,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJSIZTO,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LJSIZOT,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSIOTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJSIOZT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJSZTIO,X,O,O,X,X,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X,O
LJSZTOI,X,X,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O
LJSZITO,X,O,O,X,X,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X
LJSZIOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZOTI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZOIT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOTIZ,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LJSOTZI,X,X,X,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
LJSOITZ,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LJSOIZT,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LJSOZTI,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LJSOZIT,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LJZTISO,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,O,X,X,X,O
LJZTIOS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJZTSIO,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O
LJZTSOI,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
LJZTOIS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LJZTOSI,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LJZITSO,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LJZITOS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJZISTO,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZISOT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZIOTS,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZIOST,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSTIO,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,O
LJZSTOI,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
LJZSITO,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
LJZSIOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSOTI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSOIT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZOTIS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O
LJZOTSI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJZOITS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZOIST,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZOSTI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZOSIT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOTISZ,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJOTIZS,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJOTSIZ,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJOTSZI,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOTZIS,X,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJOTZSI,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOITSZ,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJOITZS,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJOISTZ,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJOISZT,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJOIZTS,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJOIZST,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSTIZ,X,X,X,X,O,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LJOSTZI,X,X,X,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
LJOSITZ,X,X,X,X,O,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LJOSIZT,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LJOSZTI,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LJOSZIT,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LJOZTIS,X,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,O
LJOZTSI,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LJOZITS,X,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJOZIST,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOZSTI,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOZSIT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTIJZO,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LSTIJOZ,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LSTIZJO,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LSTIZOJ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LSTIOJZ,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LSTIOZJ,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LSTJIZO,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LSTJIOZ,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LSTJZIO,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LSTJZOI,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LSTJOIZ,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LSTJOZI,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LSTZIJO,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LSTZIOJ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LSTZJIO,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LSTZJOI,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LSTZOIJ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LSTZOJI,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTOIJZ,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LSTOIZJ,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LSTOJIZ,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LSTOJZI,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LSTOZIJ,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LSTOZJI,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LSITJZO,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LSITJOZ,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LSITZJO,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LSITZOJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LSITOJZ,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LSITOZJ,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LSIJTZO,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LSIJTOZ,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LSIJZTO,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LSIJZOT,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIJOTZ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LSIJOZT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LSIZTJO,X,X,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X
LSIZTOJ,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LSIZJTO,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LSIZJOT,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIZOTJ,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
LSIZOJT,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LSIOTJZ,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LSIOTZJ,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LSIOJTZ,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LSIOJZT,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LSIOZTJ,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X
LSIOZJT,X,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSJTIZO,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LSJTIOZ,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LSJTZIO,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LSJTZOI,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LSJTOIZ,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LSJTOZI,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LSJITZO,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LSJITOZ,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LSJIZTO,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LSJIZOT,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJIOTZ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LSJIOZT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LSJZTIO,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,O
LSJZTOI,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O
LSJZITO,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LSJZIOT,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJZOTI,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
