sequence,v115@RhA8GeF8AeE8JeT/IvhFmgBRiBSoBXlBUnBFrB,v115@RhA8GeF8AeE8Jem/IvhFzgBfnBxiB0kBCoBFrB,v115@RhA8GeF8AeE8JemAJvhFfnB6nBTjBxkB0kBFrB,v115@RhA8GeF8AeE8Je/EJvhFRgBGiBTjBilBUnBFrB,v115@RhA8GeF8AeE8Je/EJvhFalBzgBGjBRnBUnBFrB,v115@RhA8GeF8AeE8Jex/IvhFylBzhBGjB0kB3nBFrB,v115@RhA8GeF8AeE8JeT/IvhFylBGjBRnBXlBUnBFrB,v115@RhA8GeF8AeE8Jei/IvhFRhBGjBzkBfrB0rBlsB,v115@RhA8GeF8AeE8JemAJvhFzhBSoBxkB0kB3nBFrB,v115@RhA8GeF8AeE8Je/EJvhFUgBFhBxiBzmBCoBmqB,v115@RhA8GeF8AeE8Je6HJvhFTjBxkBmmBlkB3lBcrB
SIJZOTL,X,X,X,X,X,X,X,X,X,X,X
SIJZOLT,X,X,X,X,X,X,X,X,X,X,X
SIJOTLZ,X,X,X,X,X,X,X,X,X,X,X
SIJOTZL,X,X,X,X,X,X,X,X,X,X,X
SIJOLTZ,X,X,X,X,X,X,X,O,X,X,X
SIJOLZT,X,X,O,X,X,X,X,O,X,X,X
SIJOZTL,X,X,X,X,X,X,X,X,X,X,X
SIJOZLT,X,X,X,X,X,X,X,X,X,X,X
SIZTLJO,X,X,X,X,X,X,X,O,X,X,X
SIZTLOJ,X,X,X,X,X,X,X,X,X,X,X
SIZTJLO,X,X,X,X,X,X,X,O,X,X,X
SIZTJOL,X,O,X,X,X,X,X,O,X,X,X
SIZTOLJ,X,X,X,X,X,X,X,O,X,X,X
SIZTOJL,X,O,X,X,X,X,X,O,X,X,X
SIZLTJO,X,X,X,X,X,X,X,O,X,X,X
SIZLTOJ,X,X,X,X,X,X,X,X,X,X,X
SIZLJTO,X,X,X,X,X,X,X,O,X,X,X
SIZLJOT,X,X,X,X,X,X,X,O,X,X,X
SIZLOTJ,X,X,X,X,X,X,X,X,X,X,X
SIZLOJT,X,X,X,X,X,X,X,X,X,X,X
SIZJTLO,X,X,X,X,X,X,X,X,X,X,X
SIZJTOL,X,O,X,X,X,X,X,X,X,X,X
SIZJLTO,X,X,X,X,X,X,X,O,X,X,X
SIZJLOT,X,X,X,X,X,X,X,O,X,X,X
SIZJOTL,X,X,X,O,X,X,X,X,X,X,X
SIZJOLT,X,X,X,O,X,X,X,O,X,X,X
SIZOTLJ,X,X,X,X,X,X,X,O,X,X,X
SIZOTJL,X,X,X,X,X,X,X,O,X,X,X
SIZOLTJ,X,X,X,X,X,X,X,O,X,X,X
SIZOLJT,X,X,X,X,X,X,X,O,X,X,X
SIZOJTL,X,X,X,O,X,X,X,X,X,X,X
SIZOJLT,X,X,X,O,X,X,X,O,X,X,X
SIOTLJZ,X,X,X,X,X,X,X,O,X,X,X
SIOTLZJ,X,X,X,O,X,X,X,X,X,X,X
SIOTJLZ,X,X,X,X,X,X,X,O,X,X,X
SIOTJZL,X,X,X,X,X,X,X,X,X,X,X
SIOTZLJ,X,X,X,X,X,X,X,X,X,X,X
SIOTZJL,X,X,X,O,X,X,X,X,X,X,X
SIOLTJZ,X,X,X,X,X,X,X,O,X,X,X
SIOLTZJ,X,X,X,X,X,X,X,X,X,X,X
SIOLJTZ,X,X,X,X,X,X,X,O,X,X,X
SIOLJZT,X,X,O,X,X,X,X,O,X,X,X
SIOLZTJ,X,X,X,X,X,X,X,O,X,X,X
SIOLZJT,X,X,X,O,X,X,X,O,X,X,X
SIOJTLZ,X,X,X,X,X,X,X,X,X,X,X
SIOJTZL,X,X,X,X,X,X,X,X,X,X,X
SIOJLTZ,X,X,X,X,X,X,X,O,X,X,X
SIOJLZT,X,X,O,X,X,X,X,O,X,X,X
SIOJZTL,X,X,X,X,X,X,X,X,X,X,X
SIOJZLT,X,X,X,X,X,X,X,X,X,X,X
SIOZTLJ,X,X,X,X,X,X,X,O,X,X,X
SIOZTJL,X,X,X,X,X,X,X,O,X,X,X
SIOZLTJ,X,X,X,X,X,X,X,O,X,X,X
SIOZLJT,X,X,X,X,X,X,X,O,X,X,X
SIOZJTL,X,X,X,O,X,X,X,X,X,X,X
SIOZJLT,X,X,X,O,X,X,X,O,X,X,X
SLTIJZO,X,X,X,X,X,X,X,O,X,X,X
SLTIJOZ,O,X,O,X,O,X,X,O,X,X,X
SLTIZJO,X,O,X,X,X,X,X,X,X,X,X
SLTIZOJ,X,O,X,X,X,X,X,X,X,X,X
SLTIOJZ,O,X,O,X,O,X,X,X,X,X,X
SLTIOZJ,X,O,X,X,X,X,X,X,X,X,X
SLTJIZO,X,X,X,X,X,X,X,O,X,X,X
SLTJIOZ,O,X,O,X,O,X,X,O,X,X,X
SLTJZIO,O,X,X,X,X,X,X,O,X,X,X
SLTJZOI,O,X,X,X,X,X,X,X,X,X,X
SLTJOIZ,O,X,O,X,O,X,X,X,X,X,X
SLTJOZI,O,X,X,X,X,X,X,X,X,X,X
SLTZIJO,O,O,X,X,X,X,X,O,X,X,X
SLTZIOJ,O,O,X,X,X,X,X,X,X,X,X
SLTZJIO,O,O,X,X,X,X,X,O,X,X,X
SLTZJOI,O,O,X,X,X,X,X,X,X,X,X
SLTZOIJ,O,O,X,X,X,X,X,X,X,X,X
SLTZOJI,O,O,X,X,X,X,X,X,X,X,X
SLTOIJZ,O,X,O,X,O,X,X,X,X,X,X
SLTOIZJ,X,O,X,X,X,X,X,X,X,X,X
SLTOJIZ,O,X,O,X,O,X,X,X,X,X,X
SLTOJZI,O,X,X,X,X,X,X,X,X,X,X
SLTOZIJ,O,O,X,X,X,X,X,X,X,X,X
SLTOZJI,O,O,X,X,X,X,X,X,X,X,X
SLITJZO,X,X,X,X,X,X,X,O,X,X,X
SLITJOZ,X,X,X,X,O,X,X,O,X,X,X
SLITZJO,X,O,X,X,X,X,X,X,X,X,X
SLITZOJ,X,O,X,X,X,X,X,X,X,X,X
SLITOJZ,X,X,X,X,O,X,X,X,X,X,X
SLITOZJ,X,O,X,X,X,X,X,X,X,X,X
SLIJTZO,X,X,X,X,X,X,X,O,X,O,X
SLIJTOZ,X,X,X,X,O,X,X,O,X,X,X
SLIJZTO,X,X,X,X,X,X,X,O,X,O,X
SLIJZOT,X,X,X,X,X,X,X,O,X,X,X
SLIJOTZ,O,X,X,X,X,X,X,O,X,X,X
SLIJOZT,O,X,O,X,X,X,X,O,X,X,X
SLIZTJO,X,O,X,X,X,X,X,O,X,X,X
SLIZTOJ,X,O,X,X,X,X,X,X,X,O,X
SLIZJTO,X,O,X,X,X,X,X,O,X,O,X
SLIZJOT,X,X,X,O,X,X,X,O,X,X,X
SLIZOTJ,X,X,X,X,X,X,X,X,X,O,X
SLIZOJT,X,X,X,O,X,X,X,X,X,O,X
SLIOTJZ,X,X,X,X,X,X,X,X,X,X,X
SLIOTZJ,X,X,X,X,X,X,X,X,X,O,X
SLIOJTZ,O,X,X,X,X,X,X,X,X,O,X
SLIOJZT,O,X,O,X,X,X,X,X,X,O,X
SLIOZTJ,X,X,X,X,X,X,X,X,X,O,X
SLIOZJT,X,X,X,O,X,X,X,X,X,O,X
SLJTIZO,X,X,X,X,X,X,X,O,X,O,X
SLJTIOZ,O,X,X,X,O,X,X,O,X,X,X
SLJTZIO,O,X,X,X,X,X,X,O,X,O,X
SLJTZOI,O,X,X,X,X,X,X,X,X,X,X
SLJTOIZ,O,X,X,X,O,X,X,X,X,X,X
SLJTOZI,O,X,X,X,X,X,X,X,X,X,X
SLJITZO,X,X,X,X,X,X,X,O,X,O,X
SLJITOZ,X,X,X,X,O,X,X,O,X,X,X
SLJIZTO,X,X,X,X,X,X,X,O,X,O,X
SLJIZOT,X,X,X,X,X,X,X,O,X,X,X
SLJIOTZ,O,X,X,X,X,X,X,O,X,X,X
SLJIOZT,O,X,X,X,X,X,X,O,X,X,X
SLJZTIO,X,X,X,X,X,X,X,X,X,O,X
SLJZTOI,X,X,X,X,X,X,X,X,X,X,X
SLJZITO,X,X,X,X,X,X,X,O,X,O,X
SLJZIOT,O,X,X,X,X,X,X,O,X,X,X
SLJZOTI,X,X,X,X,X,X,X,X,X,O,X
SLJZOIT,O,X,X,X,X,X,X,X,X,O,X
SLJOTIZ,O,X,X,X,X,X,X,X,X,O,X
SLJOTZI,O,X,X,X,X,X,X,X,X,O,X
SLJOITZ,O,X,X,X,X,X,X,X,X,O,X
SLJOIZT,O,X,X,X,X,X,X,X,X,O,X
SLJOZTI,X,X,X,X,X,X,X,X,X,O,X
SLJOZIT,O,X,X,X,X,X,X,X,X,O,X
SLZTIJO,X,O,X,X,X,X,X,O,X,X,X
SLZTIOJ,X,O,X,X,X,X,X,X,X,O,X
SLZTJIO,X,O,X,X,X,X,X,O,X,X,X
SLZTJOI,X,O,X,X,X,X,X,X,X,X,X
SLZTOIJ,X,O,X,X,X,X,X,X,X,X,X
SLZTOJI,X,O,X,X,X,X,X,X,X,X,X
SLZITJO,X,O,X,X,X,X,X,O,X,X,X
SLZITOJ,X,O,X,X,X,X,X,X,X,O,X
SLZIJTO,X,O,X,X,X,X,X,O,X,O,X
SLZIJOT,O,X,X,O,X,X,X,O,X,X,X
SLZIOTJ,X,X,X,X,X,X,X,X,X,O,X
SLZIOJT,O,X,X,O,X,X,X,X,X,O,X
SLZJTIO,X,O,X,X,X,X,X,X,X,O,X
SLZJTOI,X,O,X,X,X,X,X,X,X,X,X
SLZJITO,X,O,X,X,X,X,X,O,X,O,X
SLZJIOT,O,X,X,O,X,X,X,O,X,X,X
SLZJOTI,X,X,X,O,X,X,X,X,X,O,X
SLZJOIT,O,X,X,O,X,X,X,X,X,O,X
SLZOTIJ,X,X,X,X,X,X,X,X,X,O,X
SLZOTJI,X,X,X,X,X,X,X,X,X,X,X
SLZOITJ,X,X,X,X,X,X,X,X,X,O,X
SLZOIJT,O,X,X,O,X,X,X,X,X,O,X
SLZOJTI,X,X,X,O,X,X,X,X,X,O,X
SLZOJIT,O,X,X,O,X,X,X,X,X,O,X
SLOTIJZ,O,X,O,X,X,X,X,X,X,X,X
SLOTIZJ,X,X,X,X,X,X,X,X,X,O,X
SLOTJIZ,O,X,O,X,X,X,X,X,X,X,X
SLOTJZI,O,X,X,X,X,X,X,X,X,X,X
SLOTZIJ,O,X,X,X,X,X,X,X,X,O,X
SLOTZJI,O,X,X,X,X,X,X,X,X,X,X
SLOITJZ,X,X,X,X,X,X,X,X,X,X,X
SLOITZJ,X,X,X,X,X,X,X,X,X,O,X
SLOIJTZ,O,X,X,X,X,X,X,X,X,O,X
SLOIJZT,O,X,O,X,X,X,X,X,X,O,X
SLOIZTJ,X,X,X,X,X,X,X,X,X,O,X
SLOIZJT,X,X,X,O,X,X,X,X,X,O,X
SLOJTIZ,O,X,X,X,X,X,X,X,X,O,X
SLOJTZI,O,X,X,X,X,X,X,X,X,O,X
SLOJITZ,O,X,X,X,X,X,X,X,X,O,X
SLOJIZT,O,X,X,X,X,X,X,X,X,O,X
SLOJZTI,X,X,X,X,X,X,X,X,X,O,X
SLOJZIT,O,X,X,X,X,X,X,X,X,O,X
SLOZTIJ,X,X,X,X,X,X,X,X,X,O,X
SLOZTJI,X,X,X,X,X,X,X,X,X,X,X
SLOZITJ,X,X,X,X,X,X,X,X,X,O,X
SLOZIJT,O,X,X,O,X,X,X,X,X,O,X
SLOZJTI,X,X,X,O,X,X,X,X,X,O,X
SLOZJIT,O,X,X,O,X,X,X,X,X,O,X
SJTILZO,X,X,X,X,X,X,X,O,X,X,X
SJTILOZ,X,X,X,X,O,X,X,O,X,X,X
SJTIZLO,X,X,X,X,X,X,X,X,X,X,X
SJTIZOL,X,X,X,X,X,X,X,X,X,X,X
SJTIOLZ,X,X,X,X,O,X,X,O,X,X,X
SJTIOZL,X,X,X,X,X,X,X,X,X,X,X
SJTLIZO,X,X,X,X,X,X,X,O,X,O,X
SJTLIOZ,X,X,X,X,O,O,X,O,X,X,X
SJTLZIO,X,X,X,X,X,O,X,O,X,O,X
SJTLZOI,X,X,X,X,X,O,X,X,X,X,X
SJTLOIZ,X,X,X,X,O,O,X,X,X,X,X
SJTLOZI,X,X,X,X,X,O,X,X,X,X,X
SJTZILO,X,X,X,X,X,O,X,O,X,X,X
SJTZIOL,X,X,X,X,X,O,X,O,X,X,X
SJTZLIO,X,X,X,X,X,O,X,O,X,O,X
SJTZLOI,X,X,X,X,X,O,X,X,X,X,X
SJTZOIL,X,X,X,X,X,O,X,O,X,O,X
SJTZOLI,X,X,X,X,X,O,X,O,X,O,X
SJTOILZ,X,X,X,X,O,X,X,O,X,X,X
SJTOIZL,X,X,X,X,X,X,X,X,X,O,X
SJTOLIZ,X,X,X,X,O,O,X,O,X,O,X
SJTOLZI,X,X,X,X,X,O,X,O,X,O,X
SJTOZIL,X,X,X,X,X,O,X,O,X,O,X
SJTOZLI,X,X,X,X,X,O,X,O,X,O,X
SJITLZO,X,X,X,X,X,X,X,X,X,X,X
SJITLOZ,X,X,X,X,O,X,X,X,X,X,X
SJITZLO,X,X,X,X,X,X,X,X,X,X,X
SJITZOL,X,X,X,X,X,X,X,X,X,X,X
SJITOLZ,X,X,X,X,O,X,X,X,X,X,X
SJITOZL,X,X,X,X,X,X,X,X,X,X,X
SJILTZO,X,X,X,X,X,X,X,O,X,X,X
SJILTOZ,X,X,X,X,O,X,X,O,X,X,X
SJILZTO,X,X,X,X,X,X,X,O,X,X,X
SJILZOT,X,X,X,X,X,X,X,O,X,X,X
SJILOTZ,X,X,X,X,X,X,X,O,X,X,X
SJILOZT,X,X,X,X,X,X,X,O,X,X,X
SJIZTLO,X,X,X,X,X,X,X,X,X,X,X
SJIZTOL,X,X,X,X,X,X,X,X,X,X,X
SJIZLTO,X,X,X,X,X,X,X,X,X,X,X
SJIZLOT,X,X,X,X,X,X,X,X,X,X,X
SJIZOTL,X,X,X,X,X,X,X,X,X,X,X
SJIZOLT,X,X,X,X,X,X,X,X,X,X,X
SJIOTLZ,X,X,X,X,X,X,X,X,X,X,X
SJIOTZL,X,X,X,X,X,X,X,X,X,X,X
SJIOLTZ,X,X,X,X,X,X,X,O,X,X,X
SJIOLZT,X,X,X,X,X,X,X,O,X,X,X
SJIOZTL,X,X,X,X,X,X,X,X,X,X,X
SJIOZLT,X,X,X,X,X,X,X,X,X,X,X
SJLTIZO,X,X,X,X,X,X,X,O,X,O,X
SJLTIOZ,O,X,X,X,O,X,X,O,X,X,X
SJLTZIO,O,X,X,X,X,X,X,O,X,O,X
SJLTZOI,O,X,X,X,X,X,X,X,X,X,X
SJLTOIZ,O,X,X,X,O,X,X,X,X,X,X
SJLTOZI,O,X,X,X,X,X,X,X,X,X,X
SJLITZO,X,X,X,X,X,X,X,O,X,O,X
SJLITOZ,X,X,X,X,O,X,X,O,X,X,X
SJLIZTO,X,X,X,X,X,X,X,O,X,O,X
SJLIZOT,X,X,X,X,X,X,X,O,X,X,X
SJLIOTZ,O,X,X,X,X,X,X,O,X,X,X
SJLIOZT,O,X,X,X,X,X,X,O,X,X,X
SJLZTIO,X,X,X,X,X,X,X,X,X,O,X
SJLZTOI,X,X,X,X,X,X,X,X,X,X,X
SJLZITO,X,X,X,X,X,X,X,O,X,O,X
SJLZIOT,O,X,X,X,X,X,X,O,X,X,X
SJLZOTI,X,X,X,X,X,X,X,X,X,O,X
SJLZOIT,O,X,X,X,X,X,X,X,X,O,X
SJLOTIZ,O,X,X,X,X,X,X,X,X,O,X
SJLOTZI,O,X,X,X,X,X,X,X,X,O,X
SJLOITZ,O,X,X,X,X,X,X,X,X,O,X
SJLOIZT,O,X,X,X,X,X,X,X,X,O,X
SJLOZTI,X,X,X,X,X,X,X,X,X,O,X
SJLOZIT,O,X,X,X,X,X,X,X,X,O,X
SJZTILO,X,X,X,X,X,O,X,X,X,X,X
SJZTIOL,X,X,X,X,X,O,X,X,X,X,X
SJZTLIO,X,X,X,X,X,O,X,X,X,O,X
SJZTLOI,X,X,X,X,X,O,X,X,X,X,X
SJZTOIL,X,X,X,X,X,O,X,X,X,O,X
SJZTOLI,X,X,X,X,X,O,X,X,X,O,X
SJZITLO,X,X,X,X,X,O,X,X,X,X,X
SJZITOL,X,X,X,X,X,O,X,X,X,X,X
SJZILTO,X,X,X,X,X,X,X,O,X,X,X
SJZILOT,O,X,X,X,X,O,X,O,X,X,X
SJZIOTL,X,X,X,X,X,X,X,X,X,X,X
SJZIOLT,O,X,X,X,X,O,X,O,X,X,X
SJZLTIO,X,X,X,X,X,X,X,X,X,O,X
SJZLTOI,X,X,X,X,X,X,X,X,X,X,X
SJZLITO,X,X,X,X,X,X,X,O,X,O,X
SJZLIOT,O,X,X,X,X,O,X,O,X,X,X
SJZLOTI,X,X,X,X,X,X,X,X,X,O,X
SJZLOIT,O,X,X,X,X,O,X,X,X,O,X
SJZOTIL,X,X,X,X,X,O,X,X,X,O,X
SJZOTLI,X,X,X,X,X,O,X,X,X,O,X
SJZOITL,X,X,X,X,X,X,X,X,X,O,X
SJZOILT,O,X,X,X,X,O,X,O,X,X,X
SJZOLTI,X,X,X,X,X,X,X,X,X,O,X
SJZOLIT,O,X,X,X,X,O,X,O,X,O,X
SJOTILZ,X,X,X,X,X,X,X,O,X,X,X
SJOTIZL,X,X,X,X,X,X,X,X,X,O,X
SJOTLIZ,X,X,X,X,X,O,X,O,X,O,X
SJOTLZI,X,X,X,X,X,O,X,O,X,O,X
SJOTZIL,X,X,X,X,X,O,X,O,X,O,X
SJOTZLI,X,X,X,X,X,O,X,O,X,O,X
SJOITLZ,X,X,X,X,X,X,X,X,X,X,X
SJOITZL,X,X,X,X,X,X,X,X,X,O,X
SJOILTZ,X,X,X,X,X,X,X,O,X,X,X
SJOILZT,X,X,X,X,X,X,X,O,X,X,X
SJOIZTL,X,X,X,X,X,X,X,X,X,O,X
SJOIZLT,X,X,X,X,X,X,X,X,X,X,X
SJOLTIZ,O,X,X,X,X,X,X,O,X,O,X
SJOLTZI,O,X,X,X,X,X,X,O,X,O,X
SJOLITZ,O,X,X,X,X,X,X,O,X,O,X
SJOLIZT,O,X,X,X,X,X,X,O,X,O,X
SJOLZTI,X,X,X,X,X,X,X,X,X,O,X
SJOLZIT,O,X,X,X,X,X,X,O,X,O,X
SJOZTIL,X,X,X,X,X,O,X,X,X,O,X
SJOZTLI,X,X,X,X,X,O,X,X,X,O,X
SJOZITL,X,X,X,X,X,X,X,X,X,O,X
SJOZILT,O,X,X,X,X,O,X,O,X,X,X
SJOZLTI,X,X,X,X,X,X,X,X,X,O,X
SJOZLIT,O,X,X,X,X,O,X,O,X,O,X
SZTILJO,X,X,X,X,X,O,X,O,X,X,X
SZTILOJ,X,X,X,X,X,O,X,X,X,X,X
SZTIJLO,X,X,X,X,X,O,X,O,X,X,X
SZTIJOL,X,O,X,O,X,O,X,O,X,X,X
SZTIOLJ,X,X,X,X,X,O,X,O,X,X,X
SZTIOJL,X,O,X,O,X,O,X,O,X,X,X
SZTLIJO,X,O,X,O,X,O,X,O,X,X,X
SZTLIOJ,X,O,X,O,X,O,X,X,X,O,X
SZTLJIO,X,O,X,O,X,O,X,O,X,X,X
SZTLJOI,X,O,X,O,X,O,X,X,X,X,X
SZTLOIJ,X,O,X,O,X,O,X,X,X,X,X
SZTLOJI,X,O,X,O,X,O,X,X,X,X,X
SZTJILO,X,X,X,X,X,O,X,O,X,X,X
SZTJIOL,X,O,X,O,X,O,X,O,X,X,X
SZTJLIO,X,O,X,O,X,O,X,O,X,X,X
SZTJLOI,X,O,X,O,X,O,X,X,X,X,X
SZTJOIL,X,O,X,O,X,O,X,O,X,X,X
SZTJOLI,X,O,X,O,X,O,X,O,X,X,X
SZTOILJ,X,X,X,X,X,O,X,O,X,O,X
SZTOIJL,X,O,X,O,X,O,X,O,X,X,X
SZTOLIJ,X,O,X,O,X,O,X,O,X,O,X
SZTOLJI,X,O,X,O,X,O,X,O,X,X,X
SZTOJIL,X,O,X,O,X,O,X,O,X,X,X
SZTOJLI,X,O,X,O,X,O,X,O,X,X,X
SZITLJO,X,X,X,X,X,O,X,O,X,X,X
SZITLOJ,X,X,X,X,X,O,X,X,X,X,X
SZITJLO,X,X,X,X,X,O,X,O,X,X,X
SZITJOL,X,O,X,X,X,O,X,O,X,X,X
SZITOLJ,X,X,X,X,X,O,X,O,X,X,X
SZITOJL,X,O,X,X,X,O,X,O,X,X,X
SZILTJO,X,X,X,X,X,X,X,O,X,X,X
SZILTOJ,X,X,X,X,X,X,X,X,X,X,X
SZILJTO,X,X,X,X,X,X,X,O,X,X,X
SZILJOT,O,X,X,X,X,O,X,O,X,X,X
SZILOTJ,X,X,X,X,X,X,X,X,X,X,X
SZILOJT,O,X,X,X,X,O,X,X,X,X,X
SZIJTLO,X,X,X,X,X,O,X,X,X,X,X
SZIJTOL,X,O,X,X,X,O,X,X,X,X,X
SZIJLTO,X,X,X,X,X,X,X,O,X,X,X
SZIJLOT,O,X,X,X,X,O,X,O,X,X,X
SZIJOTL,X,X,X,O,X,X,X,X,X,X,X
SZIJOLT,O,X,X,O,X,O,X,O,X,X,X
SZIOTLJ,X,X,X,X,X,X,X,O,X,X,X
SZIOTJL,X,X,X,X,X,X,X,O,X,X,X
SZIOLTJ,X,X,X,X,X,X,X,O,X,X,X
SZIOLJT,O,X,X,X,X,O,X,O,X,X,X
SZIOJTL,X,X,X,O,X,X,X,X,X,X,X
SZIOJLT,O,X,X,O,X,O,X,O,X,X,X
SZLTIJO,X,O,X,X,X,X,X,O,X,X,X
SZLTIOJ,X,O,X,X,X,X,X,X,X,O,X
SZLTJIO,X,O,X,X,X,X,X,O,X,X,X
SZLTJOI,X,O,X,X,X,X,X,X,X,X,X
SZLTOIJ,X,O,X,X,X,X,X,X,X,X,X
SZLTOJI,X,O,X,X,X,X,X,X,X,X,X
SZLITJO,X,O,X,X,X,X,X,O,X,X,X
SZLITOJ,X,O,X,X,X,X,X,X,X,O,X
SZLIJTO,X,O,X,X,X,X,X,O,X,O,X
SZLIJOT,O,X,X,O,X,O,X,O,X,X,X
SZLIOTJ,X,X,X,X,X,X,X,X,X,O,X
SZLIOJT,O,X,X,O,X,O,X,X,X,O,X
SZLJTIO,X,O,X,X,X,X,X,X,X,O,X
SZLJTOI,X,O,X,X,X,X,X,X,X,X,X
SZLJITO,X,O,X,X,X,X,X,O,X,O,X
SZLJIOT,O,X,X,O,X,O,X,O,X,X,X
SZLJOTI,X,X,X,O,X,X,X,X,X,O,X
SZLJOIT,O,X,X,O,X,O,X,X,X,O,X
SZLOTIJ,X,X,X,X,X,X,X,X,X,O,X
SZLOTJI,X,X,X,X,X,X,X,X,X,X,X
SZLOITJ,X,X,X,X,X,X,X,X,X,O,X
SZLOIJT,O,X,X,O,X,O,X,X,X,O,X
SZLOJTI,X,X,X,O,X,X,X,X,X,O,X
SZLOJIT,O,X,X,O,X,O,X,X,X,O,X
SZJTILO,X,X,X,X,X,O,X,X,X,X,X
SZJTIOL,X,O,X,O,X,O,X,X,X,X,X
SZJTLIO,X,O,X,O,X,O,X,X,X,O,X
SZJTLOI,X,O,X,O,X,O,X,X,X,X,X
SZJTOIL,X,O,X,O,X,O,X,X,X,O,X
SZJTOLI,X,O,X,O,X,O,X,X,X,O,X
SZJITLO,X,X,X,X,X,O,X,X,X,X,X
SZJITOL,X,O,X,X,X,O,X,X,X,X,X
SZJILTO,X,X,X,X,X,X,X,O,X,X,X
SZJILOT,O,X,X,X,X,O,X,O,X,X,X
SZJIOTL,X,X,X,O,X,X,X,X,X,X,X
SZJIOLT,O,X,X,O,X,O,X,O,X,X,X
SZJLTIO,X,O,X,X,X,X,X,X,X,O,X
SZJLTOI,X,O,X,X,X,X,X,X,X,X,X
SZJLITO,X,O,X,X,X,X,X,O,X,O,X
SZJLIOT,O,X,X,O,X,O,X,O,X,X,X
SZJLOTI,X,X,X,O,X,X,X,X,X,O,X
SZJLOIT,O,X,X,O,X,O,X,X,X,O,X
SZJOTIL,X,X,X,O,X,O,X,X,X,O,X
SZJOTLI,X,X,X,O,X,O,X,X,X,O,X
SZJOITL,X,X,X,O,X,X,X,X,X,O,X
SZJOILT,O,X,X,O,X,O,X,O,X,X,X
SZJOLTI,X,X,X,O,X,X,X,X,X,O,X
SZJOLIT,O,X,X,O,X,O,X,O,X,O,X
SZOTILJ,X,X,X,X,X,O,X,O,X,O,X
SZOTIJL,X,X,X,O,X,O,X,O,X,X,X
SZOTLIJ,X,X,X,O,X,O,X,O,X,O,X
SZOTLJI,X,X,X,O,X,O,X,O,X,X,X
SZOTJIL,X,X,X,O,X,O,X,O,X,X,X
SZOTJLI,X,X,X,O,X,O,X,O,X,X,X
SZOITLJ,X,X,X,X,X,X,X,O,X,O,X
SZOITJL,X,X,X,X,X,X,X,O,X,X,X
SZOILTJ,X,X,X,X,X,X,X,O,X,X,X
SZOILJT,O,X,X,X,X,O,X,O,X,X,X
SZOIJTL,X,X,X,O,X,X,X,X,X,O,X
SZOIJLT,O,X,X,O,X,O,X,O,X,X,X
SZOLTIJ,X,X,X,X,X,X,X,O,X,O,X
SZOLTJI,X,X,X,X,X,X,X,O,X,X,X
SZOLITJ,X,X,X,X,X,X,X,O,X,O,X
SZOLIJT,O,X,X,O,X,O,X,O,X,O,X
SZOLJTI,X,X,X,O,X,X,X,X,X,O,X
SZOLJIT,O,X,X,O,X,O,X,O,X,O,X
SZOJTIL,X,X,X,O,X,O,X,X,X,O,X
SZOJTLI,X,X,X,O,X,O,X,X,X,O,X
SZOJITL,X,X,X,O,X,X,X,X,X,O,X
SZOJILT,O,X,X,O,X,O,X,O,X,X,X
SZOJLTI,X,X,X,O,X,X,X,X,X,O,X
SZOJLIT,O,X,X,O,X,O,X,O,X,O,X
SOTILJZ,X,X,O,X,X,X,X,O,X,X,X
SOTILZJ,X,X,X,O,X,X,X,X,X,X,X
SOTIJLZ,X,X,O,X,X,X,X,O,X,X,X
SOTIJZL,X,X,X,X,X,X,X,X,X,X,X
SOTIZLJ,X,X,X,X,X,X,X,X,X,O,X
SOTIZJL,X,X,X,O,X,X,X,X,X,X,X
SOTLIJZ,O,X,O,X,X,O,X,O,X,X,X
SOTLIZJ,X,X,X,O,X,X,X,X,X,O,X
SOTLJIZ,O,X,O,X,X,O,X,O,X,X,X
SOTLJZI,O,X,X,X,X,O,X,O,X,X,X
SOTLZIJ,O,X,X,O,X,O,X,O,X,O,X
SOTLZJI,O,X,X,O,X,O,X,O,X,X,X
SOTJILZ,X,X,O,X,X,X,X,O,X,X,X
SOTJIZL,X,X,X,X,X,X,X,X,X,X,X
SOTJLIZ,O,X,O,X,X,O,X,O,X,X,X
SOTJLZI,O,X,X,X,X,O,X,O,X,X,X
SOTJZIL,O,X,X,X,X,O,X,O,X,X,X
SOTJZLI,O,X,X,X,X,O,X,O,X,X,X
SOTZILJ,O,X,X,X,X,O,X,O,X,O,X
SOTZIJL,O,X,X,O,X,O,X,O,X,X,X
SOTZLIJ,O,X,X,O,X,O,X,O,X,O,X
SOTZLJI,O,X,X,O,X,O,X,O,X,X,X
SOTZJIL,O,X,X,O,X,O,X,O,X,X,X
SOTZJLI,O,X,X,O,X,O,X,O,X,X,X
SOITLJZ,X,X,X,X,X,X,X,O,X,X,X
SOITLZJ,X,X,X,O,X,X,X,X,X,X,X
SOITJLZ,X,X,X,X,X,X,X,O,X,X,X
SOITJZL,X,X,X,X,X,X,X,X,X,X,X
SOITZLJ,X,X,X,X,X,X,X,X,X,O,X
SOITZJL,X,X,X,O,X,X,X,X,X,X,X
SOILTJZ,X,X,X,X,X,X,X,O,X,X,X
SOILTZJ,X,X,X,X,X,X,X,X,X,X,X
SOILJTZ,X,X,X,X,X,X,X,O,X,X,X
SOILJZT,X,X,O,X,X,X,X,O,X,X,X
