sequence,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeR8IvhFGeBlgB?UiBaoBXmBTsB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeR8IvhFCeBlgB?UiBOoBXmBTsB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeG8IvhF6iBTeB?lgBZnBXmB8sB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8Je37IvhFRdBSjB?zlBFnB8sBmrB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeR8IvhFSiBTeB?lgBXmBOsB8sB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8Je37IvhFRdBSjB?lhBzlBOsB8sB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeWCJvhFcjBlgB?xmBzlBinB3sB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeZCJvhFGeBlgB?cmBziBCmB3sB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeR8IvhFcjBlgB?GiBXmBKsBzsB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeR8IvhFqiBTeB?lgBXmB2sBUsB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeR8IvhF+iBTeB?lgBXmB8sBasB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeR9IvhFSjBlgB?3hBOsB8sBzqB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JelAJvhFcmBxiB?XjB2sBCmBTsB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8Je+BJvhFlgBxiB?XjBKsBzqB0sB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8Je+BJvhFlgBxiB?0iBKsBzqBXtB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8Je+BJvhFxdBlgB?XjBKsB0sBzqB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeT+IvhFxgBOnB?0iBCmBFmB3sB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeR8IvhF+iBTeB?lgBXmBysBUsB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8Je+BJvhFxdBlgB?0iBKsBXtBzqB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeT+IvhFxgB0iB?ulBimBFnB3sB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeF8IvhFxdB6lB?cmBXjB2sBTsB
IZLOSJT,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
IZJTLSO,X,X,O,X,O,O,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X
IZJTLOS,X,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IZJTSLO,X,X,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O
IZJTSOL,X,X,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O
IZJTOLS,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZJTOSL,X,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IZJLTSO,X,X,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
IZJLTOS,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZJLSTO,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IZJLSOT,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IZJLOTS,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZJLOST,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IZJSTLO,X,X,O,X,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,O
IZJSTOL,X,X,O,X,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,O
IZJSLTO,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
IZJSLOT,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IZJSOTL,X,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O
IZJSOLT,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IZJOTLS,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZJOTSL,X,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IZJOLTS,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZJOLST,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZJOSTL,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IZJOSLT,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZSTLJO,X,X,O,X,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O
IZSTLOJ,X,X,O,X,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O
IZSTJLO,X,X,O,X,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O
IZSTJOL,X,X,O,X,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,O
IZSTOLJ,X,X,O,X,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,O
IZSTOJL,X,X,O,X,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X,O,O
IZSLTJO,X,X,O,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O
IZSLTOJ,X,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O
IZSLJTO,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IZSLJOT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
IZSLOTJ,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
IZSLOJT,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
IZSJTLO,X,X,O,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O
IZSJTOL,X,X,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O
IZSJLTO,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IZSJLOT,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZSJOTL,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,O,X,X,O,O
IZSJOLT,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
IZSOTLJ,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,O
IZSOTJL,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O,O
IZSOLTJ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
IZSOLJT,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
IZSOJTL,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,O,X,X,O,X
IZSOJLT,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
IZOTLJS,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOTLSJ,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOTJLS,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOTJSL,X,X,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IZOTSLJ,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOTSJL,X,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IZOLTJS,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IZOLTSJ,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOLJTS,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IZOLJST,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IZOLSTJ,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOLSJT,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
IZOJTLS,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOJTSL,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOJLTS,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOJLST,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOJSTL,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IZOJSLT,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOSTLJ,X,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
IZOSTJL,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
IZOSLTJ,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IZOSLJT,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
IZOSJTL,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
IZOSJLT,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
IOTLJSZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTLJZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTLSJZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOTLSZJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTLZJS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOTLZSJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTJLSZ,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOTJLZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOTJSLZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTJSZL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTJZLS,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTJZSL,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTSLJZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOTSLZJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTSJLZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOTSJZL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOTSZLJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOTSZJL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOTZLJS,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTZLSJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTZJLS,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTZJSL,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTZSLJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTZSJL,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLTJSZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLTJZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLTSJZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOLTSZJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLTZJS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOLTZSJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLJTSZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLJTZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLJSTZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
IOLJSZT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOLJZTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOLJZST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOLSTJZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOLSTZJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLSJTZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOLSJZT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOLSZTJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOLSZJT,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
IOLZTJS,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOLZTSJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLZJTS,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOLZJST,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOLZSTJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLZSJT,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
IOJTLSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOJTLZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOJTSLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJTSZL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJTZLS,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJTZSL,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJLTSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJLTZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJLSTZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
IOJLSZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOJLZTS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOJLZST,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOJSTLZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
IOJSTZL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOJSLTZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
IOJSLZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOJSZTL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
IOJSZLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
IOJZTLS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJZTSL,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOJZLTS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJZLST,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJZSTL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJZSLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSTLJZ,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOSTLZJ,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSTJLZ,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
IOSTJZL,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOSTZLJ,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
IOSTZJL,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
IOSLTJZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOSLTZJ,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSLJTZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOSLJZT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOSLZTJ,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOSLZJT,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
IOSJTLZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
IOSJTZL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOSJLTZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
IOSJLZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOSJZTL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
IOSJZLT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
IOSZTLJ,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
IOSZTJL,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
IOSZLTJ,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOSZLJT,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
IOSZJTL,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
IOSZJLT,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
IOZTLJS,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZTLSJ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZTJLS,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZTJSL,O,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOZTSLJ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZTSJL,O,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOZLTJS,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOZLTSJ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZLJTS,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOZLJST,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOZLSTJ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZLSJT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
IOZJTLS,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZJTSL,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZJLTS,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZJLST,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZJSTL,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IOZJSLT,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZSTLJ,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
IOZSTJL,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
IOZSLTJ,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOZSLJT,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
IOZSJTL,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
IOZSJLT,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LTIJSZO,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
LTIJSOZ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTIJZSO,X,X,O,X,X,X,O,X,O,X,X,X,X,O,O,X,X,X,O,X,X
LTIJZOS,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTIJOSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTIJOZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTISJZO,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
LTISJOZ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
LTISZJO,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTISZOJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LTISOJZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTISOZJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIZJSO,X,X,O,X,O,O,O,X,O,X,X,X,X,O,O,X,X,X,O,X,X
LTIZJOS,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTIZSJO,X,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTIZSOJ,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIZOJS,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LTIZOSJ,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIOJSZ,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTIOJZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTIOSJZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTIOSZJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIOZJS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LTIOZSJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJISZO,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
LTJISOZ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTJIZSO,X,X,O,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X
LTJIZOS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTJIOSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTJIOZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTJSIZO,O,X,X,X,X,O,X,X,O,X,X,X,X,O,O,O,X,O,X,X,O
LTJSIOZ,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X
LTJSZIO,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X,O,O,X,O
LTJSZOI,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X,O,O,X,O
LTJSOIZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LTJSOZI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X
LTJZISO,X,X,O,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,O,X,O
LTJZIOS,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTJZSIO,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,O
LTJZSOI,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,O
LTJZOIS,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJZOSI,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O
LTJOISZ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTJOIZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTJOSIZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTJOSZI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
LTJOZIS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJOZSI,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LTSIJZO,O,X,X,X,X,O,O,X,O,X,X,X,X,O,O,O,X,X,X,X,X
LTSIJOZ,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X
LTSIZJO,O,X,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O
LTSIZOJ,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O
LTSIOJZ,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LTSIOZJ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTSJIZO,O,X,X,X,X,O,X,X,O,X,X,X,X,O,O,O,X,X,X,X,O
LTSJIOZ,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LTSJZIO,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,O
LTSJZOI,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,O
LTSJOIZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTSJOZI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LTSZIJO,O,X,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O
