sequence,v115@7gB8GeC8GeD8AeA8CeE8AeB8AeE8JeT6IvhFOgBxcB?FhB8mB6pBfrB,v115@7gB8GeC8GeD8AeA8CeE8AeB8AeE8JeT7IvhFxcB/kB?mhBllBcrB6pB,v115@7gB8GeC8GeD8AeA8CeE8AeB8AeE8Je2/IvhFfhBxcB?zhBUgB6pBFrB,v115@7gB8GeC8GeD8AeA8CeE8AeB8AeE8Jex6IvhFTcBOiB?/kBllBcrBCqB,v115@7gB8GeC8GeD8AeA8CeE8AeB8AeE8JeO/IvhFTbBXdB?5kBylB0hBFrB,v115@7gB8GeC8GeD8AeA8CeE8AeB8AeE8Je07IvhFxcB/kB?2lBzhBFrB6pB,v115@7gB8GeC8GeD8AeA8CeE8AeB8AeE8JeK/IvhFfhBxcB?UgBzhBupBFrB,v115@7gB8GeC8GeD8AeA8CeE8AeB8AeE8JeOAJvhFxcBTfB?FhB8mBfrB6pB,v115@7gB8GeC8GeD8AeA8CeE8AeB8AeE8JeT6IvhFxbBXdB?6pB0lBlmBmqB,v115@7gB8GeC8GeD8AeA8CeE8AeB8AeE8JeR7IvhFOiB6lB?lkBTmB/pBcrB,v115@7gB8GeC8GeD8AeA8CeE8AeB8AeE8JeOAJvhFxcB/kB?8mBzlB6pBFrB,v115@7gB8GeC8GeD8AeA8CeE8AeB8AeE8JeT8IvhFOiBxfB?/kBllBcrBCqB,v115@7gB8GeC8GeD8AeA8CeE8AeB8AeE8JeT/IvhF/lBRhB?mgBFiBcrB6pB
JITOZLS,X,X,X,X,X,O,X,X,X,X,X,O,X
JITOZSL,X,X,X,X,X,O,X,X,X,X,X,O,X
JILTSZO,X,X,X,X,O,X,X,X,X,X,X,X,X
JILTSOZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JILTZSO,X,X,X,X,O,X,X,X,X,X,X,X,X
JILTZOS,X,X,X,X,O,X,X,X,X,X,X,X,X
JILTOSZ,O,X,O,X,O,X,O,X,X,O,X,X,X
JILTOZS,O,X,O,X,O,X,X,X,X,O,X,X,X
JILSTZO,X,X,X,X,O,X,X,X,X,X,X,X,X
JILSTOZ,O,X,X,X,O,X,X,X,X,X,X,X,X
JILSZTO,O,O,X,X,X,X,X,X,X,X,X,X,X
JILSZOT,O,X,X,X,O,X,X,X,X,X,X,X,X
JILSOTZ,O,X,X,X,O,X,X,X,X,X,X,X,X
JILSOZT,O,X,X,X,O,X,X,X,X,X,X,X,X
JILZTSO,X,O,X,X,X,X,X,X,X,X,X,X,X
JILZTOS,O,O,X,X,X,X,X,X,X,X,X,X,X
JILZSTO,O,O,X,X,X,X,X,X,X,X,X,X,X
JILZSOT,O,X,X,X,O,X,X,X,X,X,X,X,X
JILZOTS,O,X,X,X,X,X,X,X,X,X,X,X,X
JILZOST,O,X,X,X,O,X,X,X,X,X,X,X,X
JILOTSZ,O,X,O,X,O,X,O,X,X,O,X,X,X
JILOTZS,O,X,O,X,X,X,X,X,X,O,X,X,X
JILOSTZ,O,X,X,X,O,X,X,X,X,X,X,X,X
JILOSZT,O,X,X,X,O,X,X,X,X,X,X,X,X
JILOZTS,O,X,X,X,X,X,X,X,X,X,X,X,X
JILOZST,O,X,X,X,O,X,X,X,X,X,X,X,X
JISTLZO,X,X,X,X,O,X,X,X,X,X,X,X,X
JISTLOZ,O,X,X,X,O,X,X,X,X,X,X,X,X
JISTZLO,X,O,X,O,O,X,X,X,X,X,X,X,X
JISTZOL,X,O,X,O,X,X,X,X,X,X,X,X,X
JISTOLZ,X,X,X,X,O,O,X,X,X,X,X,X,X
JISTOZL,X,X,X,X,X,O,X,X,X,X,X,X,X
JISLTZO,X,X,X,X,O,X,X,X,X,X,X,X,X
JISLTOZ,O,X,X,X,O,X,X,X,X,X,X,X,X
JISLZTO,O,O,X,O,X,X,X,X,X,X,X,X,X
JISLZOT,O,X,X,O,O,X,X,X,X,X,X,X,X
JISLOTZ,O,X,X,X,O,X,X,X,X,X,X,X,X
JISLOZT,O,X,X,X,O,X,X,X,X,X,X,X,X
JISZTLO,O,O,X,O,O,X,X,O,X,X,X,X,X
JISZTOL,O,O,X,O,X,X,X,O,X,X,X,X,X
JISZLTO,O,O,X,O,X,X,X,X,X,X,X,X,X
JISZLOT,O,X,X,O,O,X,X,X,X,X,X,X,X
JISZOTL,X,O,X,O,X,X,X,O,X,X,O,X,X
JISZOLT,O,X,X,O,X,X,X,X,X,X,O,X,X
JISOTLZ,X,X,X,X,O,O,X,X,X,X,X,X,X
JISOTZL,X,X,X,X,X,O,X,X,X,X,X,X,X
JISOLTZ,O,X,X,X,O,X,X,X,X,X,X,X,X
JISOLZT,O,X,X,X,O,X,X,X,X,X,X,X,X
JISOZTL,X,O,X,O,X,X,X,O,X,X,O,X,X
JISOZLT,X,X,X,O,X,X,X,X,X,X,O,X,X
JIZTLSO,X,O,X,X,O,X,X,X,X,X,X,X,X
JIZTLOS,O,O,X,X,O,X,X,X,X,X,X,O,X
JIZTSLO,X,O,X,O,O,X,X,X,X,X,X,X,X
JIZTSOL,X,O,X,O,X,X,X,X,X,X,X,O,X
JIZTOLS,X,O,X,X,X,X,X,X,X,X,X,O,X
JIZTOSL,X,O,X,O,X,X,X,X,X,X,X,O,X
JIZLTSO,X,O,X,X,X,X,X,X,X,X,X,X,X
JIZLTOS,O,O,X,X,X,X,X,X,X,X,X,X,X
JIZLSTO,O,O,X,X,X,X,X,X,X,X,X,X,X
JIZLSOT,O,X,X,X,O,X,X,X,X,X,X,X,X
JIZLOTS,O,X,X,X,X,X,X,X,X,X,X,X,X
JIZLOST,O,X,X,X,O,X,X,X,X,X,X,X,X
JIZSTLO,O,O,X,O,O,X,X,O,X,X,X,X,X
JIZSTOL,O,O,X,O,X,X,X,O,X,X,X,X,X
JIZSLTO,O,O,X,O,X,X,X,X,X,X,X,X,X
JIZSLOT,O,X,X,O,O,X,X,X,X,X,X,X,X
JIZSOTL,X,O,X,O,X,X,X,O,X,X,O,X,X
JIZSOLT,O,X,X,O,X,X,X,X,X,X,O,X,X
JIZOTLS,X,O,X,X,X,X,X,X,X,X,X,O,X
JIZOTSL,X,O,X,O,X,X,X,X,X,X,O,O,X
JIZOLTS,O,X,X,X,X,X,X,X,X,X,X,X,X
JIZOLST,O,X,X,X,X,X,X,X,X,X,O,X,X
JIZOSTL,X,O,X,O,X,X,X,O,X,X,O,X,X
JIZOSLT,X,X,X,O,X,X,X,X,X,X,O,X,X
JIOTLSZ,X,X,O,X,O,O,O,X,X,O,X,X,X
JIOTLZS,X,X,O,X,O,O,X,X,X,O,X,X,X
JIOTSLZ,X,X,O,X,O,O,O,X,X,X,X,X,X
JIOTSZL,X,X,X,X,X,O,X,X,X,X,X,X,X
JIOTZLS,X,X,X,X,X,O,X,X,X,X,X,X,X
JIOTZSL,X,X,X,X,X,O,X,X,X,X,X,X,X
JIOLTSZ,O,X,O,X,O,X,O,X,X,O,X,X,X
JIOLTZS,O,X,O,X,X,X,X,X,X,O,X,X,X
JIOLSTZ,O,X,X,X,O,X,X,X,X,X,X,X,X
JIOLSZT,O,X,X,X,O,X,X,X,X,X,X,X,X
JIOLZTS,O,X,X,X,X,X,X,X,X,X,X,X,X
JIOLZST,O,X,X,X,O,X,X,X,X,X,X,X,X
JIOSTLZ,X,X,X,X,O,O,X,X,X,X,X,X,X
JIOSTZL,X,X,X,X,X,O,X,X,X,X,X,X,X
JIOSLTZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JIOSLZT,X,X,X,X,O,X,X,X,X,X,X,X,X
JIOSZTL,X,O,X,X,X,X,X,O,X,X,O,X,X
JIOSZLT,X,X,X,X,X,X,X,X,X,X,O,X,X
JIOZTLS,X,O,X,X,X,X,X,X,X,X,X,X,X
JIOZTSL,X,O,X,X,X,X,X,X,X,X,O,X,X
JIOZLTS,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOZLST,X,X,X,X,X,X,X,X,X,X,O,X,X
JIOZSTL,X,O,X,X,X,X,X,O,X,X,O,X,X
JIOZSLT,X,X,X,X,X,X,X,X,X,X,O,X,X
JLTISZO,X,X,X,X,O,X,X,X,X,X,X,X,X
JLTISOZ,X,X,O,X,O,X,X,X,X,X,X,X,X
JLTIZSO,X,X,X,X,O,X,X,X,X,X,X,X,X
JLTIZOS,X,X,X,X,O,X,X,X,X,X,X,O,X
JLTIOSZ,O,X,O,X,O,X,O,X,X,O,X,X,X
JLTIOZS,O,X,O,X,O,X,X,X,X,O,X,X,X
JLTSIZO,X,X,X,X,O,X,X,X,X,X,X,X,X
JLTSIOZ,O,X,O,X,O,X,X,X,O,X,X,X,X
JLTSZIO,O,X,X,X,X,X,X,X,O,X,X,X,X
JLTSZOI,O,X,O,X,X,X,O,X,O,X,X,X,X
JLTSOIZ,O,X,O,X,X,X,O,X,O,O,X,X,X
JLTSOZI,O,X,O,X,X,X,O,X,O,O,X,X,X
JLTZISO,X,X,X,X,X,X,X,X,O,X,X,X,X
JLTZIOS,O,X,X,X,X,X,X,X,O,X,X,X,X
JLTZSIO,O,X,X,X,X,X,X,X,O,X,X,X,X
JLTZSOI,O,X,O,X,X,X,O,X,O,X,X,X,X
JLTZOIS,O,X,O,X,X,X,X,X,O,O,X,X,X
JLTZOSI,O,X,O,X,X,X,O,X,O,O,X,X,X
JLTOISZ,O,X,O,X,X,X,O,X,X,O,X,X,X
JLTOIZS,O,X,O,X,X,X,X,X,X,O,X,X,X
JLTOSIZ,O,X,O,X,X,X,O,X,O,O,X,X,X
JLTOSZI,O,X,O,X,X,X,O,X,O,O,X,X,X
JLTOZIS,O,X,O,X,X,X,X,X,O,O,X,X,X
JLTOZSI,O,X,O,X,X,X,O,X,O,O,X,X,X
JLITSZO,X,X,X,X,O,X,X,X,X,X,X,X,X
JLITSOZ,X,X,O,X,O,X,X,X,X,X,X,X,X
JLITZSO,X,X,X,X,O,X,X,X,X,X,X,X,X
JLITZOS,X,X,X,X,O,X,X,X,X,X,X,X,X
JLITOSZ,O,X,O,X,O,X,O,X,X,O,X,X,X
JLITOZS,O,X,O,X,O,X,X,X,X,O,X,X,X
JLISTZO,X,X,X,X,O,X,X,X,X,X,X,X,X
JLISTOZ,O,X,X,X,O,X,X,X,X,X,X,X,X
JLISZTO,O,O,X,X,X,X,X,X,X,X,X,X,X
JLISZOT,O,X,X,X,O,X,X,X,X,X,X,X,X
JLISOTZ,O,X,X,X,O,X,X,X,X,X,X,X,X
JLISOZT,O,X,X,X,O,X,X,X,X,X,X,X,X
JLIZTSO,X,O,X,X,X,X,X,X,X,X,X,X,X
JLIZTOS,O,O,X,X,X,X,X,X,X,X,X,X,X
JLIZSTO,O,O,X,X,X,X,X,X,X,X,X,X,X
JLIZSOT,O,X,X,X,O,X,X,X,X,X,X,X,X
JLIZOTS,O,X,X,X,X,X,X,X,X,X,X,X,X
JLIZOST,O,X,X,X,O,X,X,X,X,X,X,X,X
JLIOTSZ,O,X,O,X,O,X,O,X,X,O,X,X,X
JLIOTZS,O,X,O,X,X,X,X,X,X,O,X,X,X
JLIOSTZ,O,X,X,X,O,X,X,X,X,X,X,X,X
JLIOSZT,O,X,X,X,O,X,X,X,X,X,X,X,X
JLIOZTS,O,X,X,X,X,X,X,X,X,X,X,X,X
JLIOZST,O,X,X,X,O,X,X,X,X,X,X,X,X
JLSTIZO,X,X,X,X,O,X,X,X,X,X,X,X,X
JLSTIOZ,O,X,O,X,O,X,X,X,O,X,X,X,X
JLSTZIO,O,X,X,X,X,X,X,X,O,X,X,X,X
JLSTZOI,O,X,O,X,X,X,X,X,O,X,X,X,X
JLSTOIZ,O,X,O,X,X,X,X,X,O,O,X,X,X
JLSTOZI,O,X,O,X,X,X,X,X,O,O,X,X,X
JLSITZO,X,X,X,X,O,X,X,X,X,X,X,X,X
JLSITOZ,O,X,X,X,O,X,X,X,O,X,X,X,X
JLSIZTO,O,O,X,O,X,X,X,X,X,X,X,X,X
JLSIZOT,O,X,X,O,O,X,X,X,X,X,X,X,X
JLSIOTZ,O,X,X,X,O,X,X,X,O,X,X,X,X
JLSIOZT,O,X,X,X,O,X,X,X,X,X,X,X,X
JLSZTIO,O,O,X,O,X,X,X,O,X,X,X,X,X
JLSZTOI,O,O,X,O,X,X,X,O,X,X,X,X,X
JLSZITO,O,O,X,O,X,X,X,X,X,X,X,X,X
JLSZIOT,O,X,X,O,X,X,X,X,X,X,X,X,X
JLSZOTI,O,X,X,O,X,X,X,O,X,X,X,X,X
JLSZOIT,O,X,X,O,X,X,X,X,X,X,X,X,X
JLSOTIZ,O,X,O,X,X,O,X,X,O,O,X,X,X
JLSOTZI,O,X,O,X,X,O,X,X,O,O,X,X,X
JLSOITZ,O,X,X,X,O,X,X,X,O,X,X,X,X
JLSOIZT,O,X,X,X,O,X,X,X,X,X,X,X,X
JLSOZTI,O,X,X,X,X,X,X,O,X,X,O,X,X
JLSOZIT,O,X,X,X,X,X,X,X,X,X,O,X,X
JLZTISO,X,O,X,X,X,X,X,X,O,X,X,X,X
JLZTIOS,O,O,X,X,X,X,X,X,O,X,X,O,X
JLZTSIO,O,O,X,O,X,X,X,X,O,X,X,X,X
JLZTSOI,O,O,O,O,X,X,O,X,O,X,X,X,X
JLZTOIS,O,O,O,X,X,X,X,X,O,O,X,O,X
JLZTOSI,O,O,O,O,X,X,O,X,O,O,X,X,X
JLZITSO,X,O,X,X,X,X,X,X,X,X,X,X,X
JLZITOS,O,O,X,X,X,X,X,X,X,X,X,X,X
JLZISTO,O,O,X,X,X,X,X,X,X,X,X,X,X
JLZISOT,O,X,X,X,X,X,X,X,X,X,X,X,X
JLZIOTS,O,X,X,X,X,X,X,X,X,X,X,X,X
JLZIOST,O,X,X,X,X,X,X,X,X,X,X,X,X
JLZSTIO,O,O,X,O,X,X,X,O,X,X,X,X,X
JLZSTOI,O,O,X,O,X,X,X,O,X,X,X,X,X
JLZSITO,O,O,X,O,X,X,X,X,X,X,X,X,X
JLZSIOT,O,X,X,O,X,X,X,X,X,X,X,X,X
JLZSOTI,O,X,X,O,X,X,O,O,X,X,X,X,X
JLZSOIT,O,X,X,O,X,X,O,X,X,X,X,X,X
JLZOTIS,O,X,O,X,X,X,X,X,O,O,X,O,X
JLZOTSI,O,X,O,O,X,X,X,X,O,O,X,X,X
JLZOITS,O,X,X,X,X,X,X,X,X,X,X,X,X
JLZOIST,O,X,X,X,X,X,X,X,X,X,X,X,X
JLZOSTI,O,X,X,O,X,X,O,O,X,X,X,X,X
JLZOSIT,O,X,X,O,X,X,O,X,X,X,X,X,X
JLOTISZ,O,X,O,X,X,X,O,X,X,O,X,X,X
JLOTIZS,O,X,O,X,X,X,X,X,X,O,X,X,X
JLOTSIZ,O,X,O,X,X,X,O,X,O,O,X,X,X
JLOTSZI,O,X,O,X,X,X,O,X,O,O,X,X,X
JLOTZIS,O,X,O,X,X,X,X,X,O,O,X,X,X
JLOTZSI,O,X,O,X,X,X,O,X,O,O,X,X,X
JLOITSZ,O,X,O,X,O,X,O,X,X,O,X,X,X
JLOITZS,O,X,O,X,X,X,X,X,X,O,X,X,X
JLOISTZ,O,X,X,X,O,X,X,X,X,X,X,X,X
JLOISZT,O,X,X,X,O,X,X,X,X,X,X,X,X
JLOIZTS,O,X,X,X,X,X,X,X,X,X,X,X,X
JLOIZST,O,X,X,X,O,X,X,X,X,X,X,X,X
JLOSTIZ,O,X,O,X,X,O,X,X,O,O,X,X,X
JLOSTZI,O,X,O,X,X,O,X,X,O,O,X,X,X
JLOSITZ,O,X,X,X,O,X,X,X,O,X,X,X,X
JLOSIZT,O,X,X,X,O,X,X,X,X,X,X,X,X
JLOSZTI,O,X,X,X,X,X,X,O,X,X,O,X,X
JLOSZIT,O,X,X,X,X,X,X,X,X,X,O,X,X
JLOZTIS,O,X,O,X,X,X,X,X,O,O,X,X,X
JLOZTSI,O,X,O,X,X,X,X,X,O,O,X,X,X
JLOZITS,O,X,X,X,X,X,X,X,X,X,X,X,X
JLOZIST,O,X,X,X,X,X,X,X,X,X,O,X,X
JLOZSTI,O,X,X,X,X,X,O,O,X,X,O,X,X
JLOZSIT,O,X,X,X,X,X,O,X,X,X,O,X,X
JSTILZO,X,X,X,X,O,X,X,X,X,X,X,X,X
JSTILOZ,O,X,X,X,O,X,X,X,O,X,X,X,X
JSTIZLO,X,O,X,O,O,X,X,X,X,X,X,X,X
JSTIZOL,X,O,X,O,X,O,X,X,X,X,X,O,X
JSTIOLZ,X,X,X,X,O,O,X,X,X,X,X,X,X
JSTIOZL,X,X,X,X,X,O,X,X,X,X,X,X,X
JSTLIZO,X,X,X,X,O,X,X,X,X,X,X,X,X
JSTLIOZ,O,X,X,X,O,X,X,X,O,X,X,X,X
JSTLZIO,O,X,X,X,X,X,X,X,O,X,X,X,X
JSTLZOI,O,X,X,X,X,O,X,X,O,X,X,X,X
JSTLOIZ,O,X,X,X,O,O,X,X,O,O,X,X,X
JSTLOZI,O,X,X,X,X,O,X,X,O,O,X,X,X
JSTZILO,O,O,X,O,O,X,X,O,O,X,X,X,X
JSTZIOL,O,O,X,O,X,O,X,O,X,X,X,X,X
JSTZLIO,O,O,X,O,X,X,X,O,O,X,X,X,X
JSTZLOI,O,O,X,O,X,O,X,O,O,X,X,X,X
JSTZOIL,O,O,X,O,X,O,X,O,X,X,X,X,X
JSTZOLI,O,O,X,O,X,O,X,O,X,X,X,X,X
JSTOILZ,X,X,X,X,O,O,X,X,X,X,X,X,X
JSTOIZL,X,X,X,X,X,O,X,X,X,X,X,X,X
JSTOLIZ,X,X,X,X,X,O,X,X,X,O,X,X,X
JSTOLZI,X,X,X,X,X,O,X,X,X,O,X,X,X
JSTOZIL,X,X,X,X,X,O,X,O,X,X,O,X,X
JSTOZLI,X,X,X,X,X,O,X,O,X,X,O,X,X
JSITLZO,X,X,X,X,O,X,X,X,X,X,X,X,X
JSITLOZ,O,X,X,X,O,X,X,X,O,X,X,X,X
JSITZLO,X,O,X,O,O,X,X,X,X,X,X,X,X
JSITZOL,X,O,X,O,X,X,X,X,X,X,X,X,X
JSITOLZ,X,X,X,X,O,O,X,X,X,X,X,X,X
JSITOZL,X,X,X,X,X,O,X,X,X,X,X,X,X
JSILTZO,X,X,X,X,O,X,X,X,X,X,X,X,X
JSILTOZ,O,X,X,X,O,X,X,X,O,X,X,X,X
JSILZTO,O,O,X,O,X,X,X,X,X,X,X,X,X
JSILZOT,O,X,X,O,O,X,X,X,X,X,X,X,X
JSILOTZ,O,X,X,X,O,X,X,X,O,X,X,X,X
JSILOZT,O,X,X,X,O,X,X,X,X,X,X,X,X
JSIZTLO,O,O,X,O,O,X,X,O,X,X,X,X,X
JSIZTOL,O,O,X,O,X,X,X,O,X,X,X,X,X
JSIZLTO,O,O,X,O,X,X,X,X,X,X,X,X,X
JSIZLOT,O,X,X,O,O,X,X,X,X,X,X,X,X
JSIZOTL,X,O,X,O,X,X,X,O,X,X,O,X,X
JSIZOLT,O,X,X,O,X,X,X,X,X,X,O,X,X
JSIOTLZ,X,X,X,X,O,O,X,X,X,X,X,X,X
JSIOTZL,X,X,X,X,X,O,X,X,X,X,X,X,X
JSIOLTZ,O,X,X,X,O,X,X,X,X,X,X,X,X
JSIOLZT,O,X,X,X,O,X,X,X,X,X,X,X,X
JSIOZTL,X,O,X,O,X,X,X,O,X,X,O,X,O
JSIOZLT,X,X,X,O,X,X,X,X,X,X,O,X,O
JSLTIZO,X,X,X,X,O,X,X,X,X,X,X,X,X
JSLTIOZ,O,X,X,X,O,X,X,X,O,X,X,X,X
JSLTZIO,O,X,X,X,X,X,X,X,O,X,X,X,X
JSLTZOI,O,X,X,X,X,X,X,X,O,X,X,X,X
JSLTOIZ,O,X,X,X,X,X,X,X,O,O,X,X,X
JSLTOZI,O,X,X,X,X,X,X,X,O,O,X,X,X
JSLITZO,X,X,X,X,O,X,X,X,X,X,X,X,X
JSLITOZ,O,X,X,X,O,X,X,X,O,X,X,X,X
JSLIZTO,O,O,X,O,X,X,X,X,X,X,X,X,X
JSLIZOT,O,X,X,O,O,X,X,X,X,X,X,X,X
JSLIOTZ,O,X,X,X,O,X,X,X,O,X,X,X,X
JSLIOZT,O,X,X,X,O,X,X,X,X,X,X,X,X
JSLZTIO,O,O,X,O,X,X,X,O,X,X,X,X,X
JSLZTOI,O,O,X,O,X,X,X,O,X,X,X,X,X
JSLZITO,O,O,X,O,X,X,X,X,X,X,X,X,X
JSLZIOT,O,X,X,O,X,X,X,X,X,X,X,X,X
JSLZOTI,O,X,X,O,X,X,X,O,X,X,X,X,X
JSLZOIT,O,X,X,O,X,X,X,X,X,X,X,X,X
JSLOTIZ,O,X,X,X,X,O,X,X,O,O,X,X,X
JSLOTZI,O,X,X,X,X,O,X,X,O,O,X,X,X
JSLOITZ,O,X,X,X,O,X,X,X,O,X,X,X,X
JSLOIZT,O,X,X,X,O,X,X,X,X,X,X,X,X
JSLOZTI,O,X,X,X,X,X,X,O,X,X,O,X,X
JSLOZIT,O,X,X,X,X,X,X,X,X,X,O,X,X
JSZTILO,O,O,X,O,O,X,X,O,X,X,X,X,X
JSZTIOL,O,O,X,O,X,X,X,O,X,X,X,O,X
JSZTLIO,O,O,X,O,X,X,X,O,X,X,X,X,X
JSZTLOI,O,O,X,O,X,X,X,O,X,X,X,X,X
JSZTOIL,O,O,X,O,X,X,X,O,X,X,X,O,X
JSZTOLI,O,O,X,O,X,X,X,O,X,X,X,X,X
JSZITLO,O,O,X,O,O,X,X,O,X,X,X,X,X
JSZITOL,O,O,X,O,X,X,X,O,X,X,X,X,X
JSZILTO,O,O,X,O,X,X,X,X,X,X,X,X,X
JSZILOT,O,X,X,O,O,X,X,X,X,X,X,X,X
JSZIOTL,X,O,X,O,X,X,X,O,X,X,O,X,O
JSZIOLT,O,X,X,O,X,X,X,X,X,X,O,X,O
JSZLTIO,O,O,X,O,X,X,X,O,X,X,X,X,X
JSZLTOI,O,O,X,O,X,X,X,O,X,X,X,X,X
JSZLITO,O,O,X,O,X,X,X,X,X,X,X,X,X
JSZLIOT,O,X,X,O,X,X,X,X,X,X,X,X,X
JSZLOTI,O,X,X,O,X,X,X,O,X,X,X,X,X
JSZLOIT,O,X,X,O,X,X,X,X,X,X,X,X,X
JSZOTIL,O,O,X,O,X,O,X,O,X,X,O,O,X
JSZOTLI,O,O,X,O,X,O,X,O,X,X,O,X,X
JSZOITL,X,O,X,O,X,X,X,O,X,X,O,X,O
JSZOILT,O,X,X,O,X,X,X,X,X,X,O,X,O
JSZOLTI,O,X,X,O,X,X,X,O,X,X,O,X,X
JSZOLIT,O,X,X,O,X,X,X,X,X,X,O,X,X
JSOTILZ,X,X,X,X,O,O,X,X,X,X,X,X,X
JSOTIZL,X,X,X,X,X,O,X,X,X,X,X,X,X
JSOTLIZ,X,X,X,X,X,O,X,X,X,O,X,X,X
JSOTLZI,X,X,X,X,X,O,X,X,X,O,X,X,X
JSOTZIL,X,X,X,X,X,O,X,O,X,X,O,X,X
JSOTZLI,X,X,X,X,X,O,X,O,X,X,O,X,X
JSOITLZ,X,X,X,X,O,O,X,X,X,X,X,X,X
JSOITZL,X,X,X,X,X,O,X,X,X,X,X,X,X
JSOILTZ,O,X,X,X,O,X,X,X,X,X,X,X,X
JSOILZT,O,X,X,X,O,X,X,X,X,X,X,X,X
JSOIZTL,X,O,X,O,X,X,X,O,X,X,O,X,O
JSOIZLT,X,X,X,O,X,X,X,X,X,X,O,X,O
JSOLTIZ,O,X,X,X,X,O,X,X,X,O,X,X,X
JSOLTZI,O,X,X,X,X,O,X,X,X,O,X,X,X
JSOLITZ,O,X,X,X,X,X,X,X,X,X,X,X,X
JSOLIZT,O,X,X,X,X,X,X,X,X,X,X,X,X
JSOLZTI,O,X,X,X,X,X,X,O,X,X,O,X,X
JSOLZIT,O,X,X,X,X,X,X,X,X,X,O,X,X
JSOZTIL,O,O,X,O,X,O,X,O,X,X,O,X,X
JSOZTLI,O,O,X,O,X,O,X,O,X,X,O,X,X
JSOZITL,X,O,X,O,X,X,X,O,X,X,O,X,O
JSOZILT,O,X,X,O,X,X,X,X,X,X,O,X,O
JSOZLTI,O,X,X,O,X,X,X,O,X,X,O,X,X
JSOZLIT,O,X,X,O,X,X,X,X,X,X,O,X,X
JZTILSO,X,O,X,X,O,X,X,X,X,X,X,X,X
JZTILOS,O,O,X,X,O,X,X,X,X,X,X,O,X
JZTISLO,X,O,X,O,O,X,X,X,X,X,X,X,X
JZTISOL,X,O,X,O,X,X,X,X,X,X,X,O,X
JZTIOLS,X,O,X,X,X,X,X,X,X,X,X,O,X
JZTIOSL,X,O,X,O,X,X,X,X,X,X,X,O,X
JZTLISO,X,O,X,X,X,X,X,X,O,X,X,X,X
JZTLIOS,O,O,X,X,X,X,X,X,O,X,X,O,X
JZTLSIO,O,O,X,O,X,X,X,X,O,X,X,X,X
JZTLSOI,O,O,X,O,X,X,X,X,O,X,X,X,X
JZTLOIS,O,O,X,X,X,X,X,X,O,O,X,O,X
JZTLOSI,O,O,X,O,X,X,X,X,O,O,X,X,X
JZTSILO,O,O,X,O,O,X,X,O,O,X,X,X,X
JZTSIOL,O,O,X,O,X,X,X,O,X,X,X,O,X
JZTSLIO,O,O,X,O,X,X,X,O,O,X,X,X,X
JZTSLOI,O,O,X,O,X,X,X,O,O,X,X,X,X
JZTSOIL,O,O,X,O,X,X,X,O,X,X,X,O,X
JZTSOLI,O,O,X,O,X,X,X,O,X,X,X,X,X
JZTOILS,X,O,X,X,X,X,X,X,X,X,X,O,X
JZTOISL,X,O,X,O,X,X,X,X,X,X,X,O,X
JZTOLIS,X,O,X,X,X,X,X,X,X,O,X,O,X
JZTOLSI,X,O,X,O,X,X,X,X,X,O,X,X,X
JZTOSIL,X,O,X,O,X,X,X,O,X,X,X,O,X
JZTOSLI,X,O,X,O,X,X,X,O,X,X,X,X,X
JZITLSO,X,O,X,X,O,X,X,X,X,X,X,X,X
JZITLOS,O,O,X,X,O,X,X,X,X,X,X,O,X
JZITSLO,X,O,X,O,O,X,X,X,X,X,X,X,X
JZITSOL,X,O,X,O,X,X,X,X,X,X,X,O,X
JZITOLS,X,O,X,X,X,X,X,X,X,X,X,O,X
JZITOSL,X,O,X,O,X,X,X,X,X,X,X,O,X
JZILTSO,X,O,X,X,X,X,X,X,X,X,X,X,X
JZILTOS,O,O,X,X,X,X,X,X,X,X,X,X,X
JZILSTO,O,O,X,X,X,X,X,X,X,X,X,X,X
JZILSOT,O,X,X,X,O,X,X,X,X,X,X,X,X
JZILOTS,O,X,X,X,X,X,X,X,X,X,X,X,X
JZILOST,O,X,X,X,O,X,X,X,X,X,X,X,X
JZISTLO,O,O,X,O,O,X,X,O,X,X,X,X,X
JZISTOL,O,O,X,O,X,X,X,O,X,X,X,X,X
JZISLTO,O,O,X,O,X,X,X,X,X,X,X,X,X
JZISLOT,O,X,X,O,O,X,X,X,X,X,X,X,X
JZISOTL,X,O,X,O,X,X,X,O,X,X,O,X,X
JZISOLT,O,X,X,O,X,X,X,X,X,X,O,X,X
JZIOTLS,X,O,X,X,X,X,X,X,X,X,X,O,X
JZIOTSL,X,O,X,O,X,X,X,X,X,X,O,O,X
JZIOLTS,O,X,X,X,X,X,X,X,X,X,X,X,X
JZIOLST,O,X,X,X,X,X,X,X,X,X,O,X,X
JZIOSTL,X,O,X,O,X,X,X,O,X,X,O,X,X
JZIOSLT,X,X,X,O,X,X,X,X,X,X,O,X,X
JZLTISO,X,O,X,X,X,X,X,X,O,X,X,X,X
JZLTIOS,O,O,X,X,X,X,X,X,O,X,X,O,X
JZLTSIO,O,O,X,O,X,X,X,X,O,X,X,X,X
JZLTSOI,O,O,X,O,X,X,X,X,O,X,X,X,X
JZLTOIS,O,O,X,X,X,X,X,X,O,O,X,O,X
JZLTOSI,O,O,X,O,X,X,X,X,O,O,X,X,X
