sequence,v115@/gB8FeF8DeE8EeF8AeC8JeT6IvhFxbByhB3iBcoBGo?BFsB,v115@/gB8FeF8DeE8EeF8AeC8JeT6IvhFmbBfiBxdBSoBUo?BFsB,v115@/gB8FeF8DeE8EeF8AeC8JeT6IvhFxbB0dBOsBXtB6t?BlrB,v115@/gB8FeF8DeE8EeF8AeC8JeT6IvhFmbB5jBUiBaoBfs?BlsB,v115@/gB8FeF8DeE8EeF8AeC8JeT6IvhFxbBldBcjBXnBSt?BmrB,v115@/gB8FeF8DeE8EeF8AeC8JeT6IvhFmbBRdBcjBXnBSt?BFsB,v115@/gB8FeF8DeE8EeF8AeC8JeT6IvhFxbB0dB6jBXnBVt?BmrB,v115@/gB8FeF8DeE8EeF8AeC8JeT6IvhFmbBUdB5jBlnBao?BfsB,v115@/gB8FeF8DeE8EeF8AeC8JeT6IvhFmbBxdBSoBVsBUo?BfsB
JSLITOZ,X,X,O,X,X,X,X,X,X
JSLIZTO,X,X,O,X,O,O,X,X,X
JSLIZOT,X,X,O,O,O,O,X,X,X
JSLIOTZ,X,X,O,X,X,X,X,X,X
JSLIOZT,X,X,O,O,O,O,X,X,X
JSLZTIO,X,X,O,X,O,O,X,X,X
JSLZTOI,X,X,O,X,O,O,X,X,X
JSLZITO,X,X,O,X,O,O,X,X,X
JSLZIOT,X,X,O,O,O,O,X,X,X
JSLZOTI,X,X,O,X,O,O,X,X,X
JSLZOIT,X,X,O,O,O,O,X,X,X
JSLOTIZ,X,X,O,X,X,X,X,X,X
JSLOTZI,X,X,O,X,X,O,X,X,X
JSLOITZ,X,X,O,X,X,X,X,X,X
JSLOIZT,X,X,O,O,O,O,X,X,X
JSLOZTI,X,X,O,X,O,O,X,X,X
JSLOZIT,X,X,O,O,O,O,X,X,X
JSZTILO,X,X,O,X,X,X,X,X,X
JSZTIOL,X,X,O,X,X,X,X,X,X
JSZTLIO,X,X,O,X,X,X,X,X,X
JSZTLOI,X,X,O,X,X,X,X,X,X
JSZTOIL,X,X,O,X,X,X,X,X,X
JSZTOLI,X,X,O,X,X,X,X,X,X
JSZITLO,X,X,O,X,X,X,X,X,X
JSZITOL,X,X,O,X,X,X,X,X,X
JSZILTO,X,X,O,X,X,X,X,X,X
JSZILOT,X,X,O,O,X,X,X,X,X
JSZIOTL,X,X,O,X,X,X,X,X,X
JSZIOLT,X,X,O,O,X,X,X,X,X
JSZLTIO,X,X,O,X,X,O,X,X,X
JSZLTOI,X,X,O,X,X,O,X,X,X
JSZLITO,X,X,O,X,X,O,X,X,X
JSZLIOT,X,X,O,O,X,O,X,X,X
JSZLOTI,X,X,O,X,X,O,X,X,X
JSZLOIT,X,X,O,O,X,O,X,X,X
JSZOTIL,X,X,O,X,X,X,X,X,X
JSZOTLI,X,X,O,X,X,X,X,X,X
JSZOITL,X,X,O,X,X,X,X,X,X
JSZOILT,X,X,O,O,X,X,X,X,X
JSZOLTI,X,X,O,X,X,O,X,X,X
JSZOLIT,X,X,O,O,X,O,X,X,X
JSOTILZ,X,O,O,X,X,X,O,O,X
JSOTIZL,X,O,O,X,X,X,O,O,X
JSOTLIZ,X,O,O,X,X,X,O,X,X
JSOTLZI,X,O,O,X,X,O,O,X,O
JSOTZIL,X,O,O,X,X,X,O,X,X
JSOTZLI,X,O,O,X,X,X,O,X,X
JSOITLZ,X,X,O,X,X,X,O,O,X
JSOITZL,X,X,O,X,X,X,O,O,X
JSOILTZ,X,X,O,X,X,X,X,X,X
JSOILZT,X,X,O,O,O,O,X,X,X
JSOIZTL,X,X,O,X,X,X,X,X,X
JSOIZLT,X,X,O,O,X,X,X,X,X
JSOLTIZ,X,X,O,X,X,X,X,X,X
JSOLTZI,X,X,O,X,X,O,X,X,X
JSOLITZ,X,X,O,X,X,X,X,X,X
JSOLIZT,X,X,O,O,O,O,X,X,X
JSOLZTI,X,X,O,X,O,O,X,X,X
JSOLZIT,X,X,O,O,O,O,X,X,X
JSOZTIL,X,X,O,X,X,X,X,X,X
JSOZTLI,X,X,O,X,X,X,X,X,X
JSOZITL,X,X,O,X,X,X,X,X,X
JSOZILT,X,X,O,O,X,X,X,X,X
JSOZLTI,X,X,O,X,X,O,X,X,X
JSOZLIT,X,X,O,O,X,O,X,X,X
JZTILSO,X,X,X,X,X,X,X,O,X
JZTILOS,X,X,X,O,X,X,X,O,X
JZTISLO,O,X,X,X,X,X,X,O,X
JZTISOL,O,X,X,X,X,X,X,O,X
JZTIOLS,X,X,X,O,X,X,X,O,X
JZTIOSL,O,X,X,X,X,X,X,O,X
JZTLISO,X,X,X,X,X,X,X,X,O
JZTLIOS,X,X,X,O,X,X,X,X,O
JZTLSIO,X,O,X,X,X,X,X,X,O
JZTLSOI,X,O,X,X,X,X,X,X,O
JZTLOIS,X,X,X,O,X,X,X,X,O
JZTLOSI,X,O,X,X,X,X,X,X,O
JZTSILO,O,X,X,X,X,X,X,X,X
JZTSIOL,O,O,X,X,X,X,X,X,X
JZTSLIO,O,O,X,X,X,X,X,X,X
JZTSLOI,O,O,X,X,X,X,X,X,X
JZTSOIL,O,O,X,X,X,X,X,X,X
JZTSOLI,O,O,X,X,X,X,X,X,X
JZTOILS,X,X,X,O,X,X,X,O,X
JZTOISL,O,X,X,X,X,X,X,O,X
JZTOLIS,X,X,X,O,X,X,X,X,O
JZTOLSI,X,O,X,X,X,X,X,X,O
JZTOSIL,O,O,X,X,X,X,X,X,X
JZTOSLI,O,O,X,X,X,X,X,X,X
JZITLSO,X,X,X,X,X,X,X,O,X
JZITLOS,X,X,X,O,X,X,X,O,X
JZITSLO,O,X,X,X,X,X,X,O,X
JZITSOL,O,X,X,X,X,X,X,O,X
JZITOLS,X,X,X,O,X,X,X,O,X
JZITOSL,O,X,X,X,X,X,X,O,X
JZILTSO,X,X,X,X,X,X,X,X,X
JZILTOS,X,X,X,O,X,X,X,X,X
JZILSTO,X,X,X,X,X,X,X,X,X
JZILSOT,X,X,X,O,X,X,X,X,X
JZILOTS,X,X,X,O,X,X,X,X,X
JZILOST,X,X,X,O,X,X,X,X,X
JZISTLO,X,X,O,X,X,X,X,X,X
JZISTOL,X,X,O,X,X,X,X,X,X
JZISLTO,X,X,O,X,X,X,X,X,X
JZISLOT,O,X,O,O,X,X,X,X,X
JZISOTL,X,X,O,X,X,X,X,X,X
JZISOLT,O,X,O,O,X,X,X,X,X
JZIOTLS,X,X,X,O,X,X,X,O,X
JZIOTSL,O,X,X,X,X,X,X,O,X
JZIOLTS,X,X,X,O,X,X,X,X,X
JZIOLST,X,X,X,O,X,X,X,X,X
JZIOSTL,X,X,O,X,X,X,X,X,X
JZIOSLT,O,X,O,O,X,X,X,X,X
JZLTISO,X,X,X,X,X,X,X,X,X
JZLTIOS,X,X,X,O,X,O,X,X,X
JZLTSIO,X,X,X,X,X,O,X,X,X
JZLTSOI,X,X,X,X,X,O,X,X,X
JZLTOIS,X,X,X,O,X,O,X,X,X
JZLTOSI,X,X,X,X,X,O,X,X,X
JZLITSO,X,X,X,X,X,X,X,X,X
JZLITOS,X,X,X,O,X,O,X,X,X
JZLISTO,X,X,X,X,X,O,X,X,X
JZLISOT,X,X,X,O,X,O,X,X,X
JZLIOTS,X,X,X,O,X,O,X,X,X
JZLIOST,X,X,X,O,X,O,X,X,X
JZLSTIO,X,X,X,X,X,O,X,X,X
JZLSTOI,X,X,X,X,X,O,X,X,X
JZLSITO,X,X,X,X,X,O,X,X,X
JZLSIOT,X,X,X,O,X,O,X,X,X
JZLSOTI,X,X,X,X,X,O,X,X,X
JZLSOIT,X,X,X,O,X,O,X,X,X
JZLOTIS,X,X,X,O,X,O,X,X,X
JZLOTSI,X,X,X,X,X,O,X,X,X
JZLOITS,X,X,X,O,X,O,X,X,X
JZLOIST,X,X,X,O,X,O,X,X,X
JZLOSTI,X,X,X,X,X,O,X,X,X
JZLOSIT,X,X,X,O,X,O,X,X,X
JZSTILO,O,X,O,X,X,X,X,X,X
JZSTIOL,O,X,O,X,X,X,X,X,X
JZSTLIO,O,X,O,X,X,X,X,X,X
JZSTLOI,O,X,O,X,X,X,X,X,X
JZSTOIL,O,X,O,X,X,X,X,X,X
JZSTOLI,O,X,O,X,X,X,X,X,X
JZSITLO,X,X,O,X,X,X,X,X,X
JZSITOL,X,X,O,X,X,X,X,X,X
JZSILTO,X,X,O,X,X,X,X,X,X
JZSILOT,O,X,O,O,X,X,X,X,X
JZSIOTL,X,X,O,X,X,X,X,X,X
JZSIOLT,O,X,O,O,X,X,X,X,X
JZSLTIO,X,X,O,X,X,O,X,X,X
JZSLTOI,X,X,O,X,X,O,X,X,X
JZSLITO,X,X,O,X,X,O,X,X,X
JZSLIOT,O,X,O,O,X,O,X,X,X
JZSLOTI,O,X,O,X,X,O,X,X,X
JZSLOIT,O,X,O,O,X,O,X,X,X
JZSOTIL,O,X,O,X,X,X,X,X,X
JZSOTLI,O,X,O,X,X,X,X,X,X
JZSOITL,X,X,O,X,X,X,X,X,X
JZSOILT,O,X,O,O,X,X,X,X,X
JZSOLTI,O,X,O,X,X,O,X,X,X
JZSOLIT,O,X,O,O,X,O,X,X,X
JZOTILS,X,X,X,O,X,X,X,O,X
JZOTISL,O,X,X,X,X,X,X,O,X
JZOTLIS,X,X,X,O,X,X,X,X,O
JZOTLSI,X,O,X,X,X,X,X,X,O
JZOTSIL,O,O,X,X,X,X,X,X,X
JZOTSLI,O,O,X,X,X,X,X,X,X
JZOITLS,X,X,X,O,X,X,X,O,X
JZOITSL,O,X,X,X,X,X,X,O,X
JZOILTS,X,X,X,O,X,X,X,X,X
JZOILST,X,X,X,O,X,X,X,X,X
JZOISTL,X,X,O,X,X,X,X,X,X
JZOISLT,O,X,O,O,X,X,X,X,X
JZOLTIS,X,X,X,O,X,O,X,X,X
JZOLTSI,X,X,X,X,X,O,X,X,X
JZOLITS,X,X,X,O,X,O,X,X,X
JZOLIST,X,X,X,O,X,O,X,X,X
JZOLSTI,X,X,X,X,X,O,X,X,X
JZOLSIT,X,X,X,O,X,O,X,X,X
JZOSTIL,O,X,O,X,X,X,X,X,X
JZOSTLI,O,X,O,X,X,X,X,X,X
JZOSITL,X,X,O,X,X,X,X,X,X
JZOSILT,O,X,O,O,X,X,X,X,X
JZOSLTI,O,X,O,X,X,O,X,X,X
JZOSLIT,O,X,O,O,X,O,X,X,X
JOTILSZ,X,O,X,X,X,X,X,O,X
JOTILZS,X,X,X,O,X,X,O,O,O
JOTISLZ,X,O,O,X,X,X,X,O,X
JOTISZL,X,O,O,X,X,X,X,O,X
JOTIZLS,X,X,X,O,X,X,O,O,X
JOTIZSL,O,X,X,X,X,X,X,O,X
JOTLISZ,X,O,X,X,X,X,X,O,X
JOTLIZS,X,X,X,O,X,X,O,O,O
JOTLSIZ,X,O,X,X,X,X,O,X,X
JOTLSZI,X,O,X,X,X,O,O,X,O
JOTLZIS,X,X,X,O,X,O,O,X,O
JOTLZSI,X,O,X,X,X,O,X,X,O
JOTSILZ,X,O,O,X,X,X,O,O,X
JOTSIZL,X,O,O,X,X,X,O,O,X
JOTSLIZ,X,O,O,X,X,X,O,X,X
JOTSLZI,X,O,O,X,X,O,O,X,O
JOTSZIL,X,O,O,X,X,X,O,X,X
JOTSZLI,X,O,O,X,X,X,O,X,X
JOTZILS,X,X,X,O,X,X,O,O,X
JOTZISL,O,X,X,X,X,X,X,O,X
JOTZLIS,X,X,X,O,X,X,O,X,O
JOTZLSI,X,O,X,X,X,X,X,X,O
JOTZSIL,O,O,X,X,X,X,X,X,X
JOTZSLI,O,O,X,X,X,X,X,X,X
JOITLSZ,X,O,X,X,X,X,X,O,X
JOITLZS,X,X,X,O,X,X,O,O,O
JOITSLZ,X,O,O,X,X,X,X,O,X
JOITSZL,X,O,O,X,X,X,X,O,X
JOITZLS,X,X,X,O,X,X,O,O,X
JOITZSL,O,X,X,X,X,X,X,O,X
JOILTSZ,X,X,X,X,X,X,X,O,X
JOILTZS,X,X,X,O,X,X,X,O,X
JOILSTZ,X,X,O,X,X,X,X,X,X
JOILSZT,X,X,O,O,X,O,X,X,X
JOILZTS,X,X,X,O,O,O,X,X,X
JOILZST,X,X,X,O,O,O,X,X,X
JOISTLZ,X,X,O,X,X,X,O,O,X
JOISTZL,X,X,O,X,X,X,O,O,X
JOISLTZ,X,X,O,X,X,X,X,X,X
JOISLZT,X,X,O,O,O,O,X,X,X
JOISZTL,X,X,O,X,X,X,X,X,X
JOISZLT,X,X,O,O,X,X,X,X,X
JOIZTLS,X,X,X,O,X,X,X,O,X
JOIZTSL,O,X,X,X,X,X,X,O,X
JOIZLTS,X,X,X,O,X,X,X,X,X
JOIZLST,X,X,X,O,X,X,X,X,X
JOIZSTL,X,X,O,X,X,X,X,X,X
JOIZSLT,O,X,O,O,X,X,X,X,X
JOLTISZ,X,O,X,X,X,X,X,O,X
JOLTIZS,X,X,X,O,X,X,X,O,O
JOLTSIZ,X,O,X,X,X,X,X,X,X
JOLTSZI,X,O,X,X,X,O,X,X,O
JOLTZIS,X,X,X,O,X,O,X,X,O
JOLTZSI,X,O,X,X,X,O,X,X,O
JOLITSZ,X,X,X,X,X,X,X,O,X
JOLITZS,X,X,X,O,X,X,X,O,X
JOLISTZ,X,X,O,X,X,X,X,X,X
JOLISZT,X,X,O,O,X,O,X,X,X
JOLIZTS,X,X,X,O,O,O,X,X,X
JOLIZST,X,X,X,O,O,O,X,X,X
JOLSTIZ,X,X,O,X,X,X,X,X,X
JOLSTZI,X,X,O,X,X,O,X,X,X
JOLSITZ,X,X,O,X,X,X,X,X,X
JOLSIZT,X,X,O,O,O,O,X,X,X
JOLSZTI,X,X,O,X,O,O,X,X,X
JOLSZIT,X,X,O,O,O,O,X,X,X
JOLZTIS,X,X,X,O,O,O,X,X,X
JOLZTSI,X,X,X,X,X,O,X,X,X
JOLZITS,X,X,X,O,O,O,X,X,X
JOLZIST,X,X,X,O,O,O,X,X,X
JOLZSTI,X,X,X,X,O,O,X,X,X
JOLZSIT,X,X,X,O,O,O,X,X,X
JOSTILZ,X,O,O,X,X,X,O,O,X
JOSTIZL,X,O,O,X,X,X,O,O,X
JOSTLIZ,X,O,O,X,X,X,O,X,X
JOSTLZI,X,O,O,X,X,O,O,X,O
JOSTZIL,X,O,O,X,X,X,O,X,X
JOSTZLI,X,O,O,X,X,X,O,X,X
JOSITLZ,X,X,O,X,X,X,O,O,X
JOSITZL,X,X,O,X,X,X,O,O,X
JOSILTZ,X,X,O,X,X,X,X,X,X
JOSILZT,X,X,O,O,O,O,X,X,X
JOSIZTL,X,X,O,X,X,X,X,X,X
JOSIZLT,X,X,O,O,X,X,X,X,X
JOSLTIZ,X,X,O,X,X,X,X,X,X
JOSLTZI,X,X,O,X,X,O,X,X,X
JOSLITZ,X,X,O,X,X,X,X,X,X
JOSLIZT,X,X,O,O,O,O,X,X,X
JOSLZTI,X,X,O,X,O,O,X,X,X
JOSLZIT,X,X,O,O,O,O,X,X,X
JOSZTIL,X,X,O,X,X,X,X,X,X
JOSZTLI,X,X,O,X,X,X,X,X,X
JOSZITL,X,X,O,X,X,X,X,X,X
JOSZILT,X,X,O,O,X,X,X,X,X
JOSZLTI,X,X,O,X,X,O,X,X,X
JOSZLIT,X,X,O,O,X,O,X,X,X
JOZTILS,X,X,X,O,X,X,X,O,X
JOZTISL,O,X,X,X,X,X,X,O,X
JOZTLIS,X,X,X,O,X,X,X,X,O
JOZTLSI,X,O,X,X,X,X,X,X,O
JOZTSIL,O,O,X,X,X,X,X,X,X
JOZTSLI,O,O,X,X,X,X,X,X,X
JOZITLS,X,X,X,O,X,X,X,O,X
JOZITSL,O,X,X,X,X,X,X,O,X
JOZILTS,X,X,X,O,X,X,X,X,X
JOZILST,X,X,X,O,X,X,X,X,X
JOZISTL,X,X,O,X,X,X,X,X,X
JOZISLT,O,X,O,O,X,X,X,X,X
JOZLTIS,X,X,X,O,X,O,X,X,X
JOZLTSI,X,X,X,X,X,O,X,X,X
JOZLITS,X,X,X,O,X,O,X,X,X
JOZLIST,X,X,X,O,X,O,X,X,X
JOZLSTI,X,X,X,X,X,O,X,X,X
JOZLSIT,X,X,X,O,X,O,X,X,X
JOZSTIL,O,X,O,X,X,X,X,X,X
JOZSTLI,O,X,O,X,X,X,X,X,X
JOZSITL,X,X,O,X,X,X,X,X,X
JOZSILT,O,X,O,O,X,X,X,X,X
JOZSLTI,O,X,O,X,X,O,X,X,X
JOZSLIT,O,X,O,O,X,O,X,X,X
STILJZO,X,O,X,X,X,X,O,O,X
STILJOZ,X,O,X,X,X,X,O,O,X
STILZJO,X,O,X,X,O,X,O,O,X
STILZOJ,X,O,X,X,O,X,O,O,X
STILOJZ,X,O,X,X,X,X,O,O,X
STILOZJ,X,O,X,X,O,X,O,O,X
STIJLZO,X,O,O,X,X,X,O,O,X
STIJLOZ,X,O,O,X,X,X,O,O,X
STIJZLO,X,X,O,X,X,X,O,O,X
STIJZOL,X,O,O,X,X,X,O,O,X
STIJOLZ,X,O,O,X,X,X,O,O,X
STIJOZL,X,O,O,X,X,X,O,O,X
STIZLJO,O,X,X,X,X,X,O,O,X
STIZLOJ,O,X,X,X,X,X,O,O,X
STIZJLO,O,X,X,X,X,X,O,O,X
STIZJOL,O,O,X,X,X,X,O,O,X
STIZOLJ,O,X,X,X,X,X,O,O,X
STIZOJL,O,O,X,X,X,X,O,O,X
STIOLJZ,X,O,X,X,X,X,O,O,X
STIOLZJ,X,O,X,X,O,X,O,O,X
STIOJLZ,X,O,O,X,X,X,O,O,X
STIOJZL,X,O,O,X,X,X,O,O,X
STIOZLJ,O,X,X,X,X,X,O,O,X
STIOZJL,O,O,X,X,X,X,O,O,X
STLIJZO,X,O,X,X,X,X,O,X,X
STLIJOZ,X,O,X,X,X,X,O,X,X
STLIZJO,X,O,X,X,O,X,O,X,X
STLIZOJ,X,O,X,X,O,X,O,X,X
STLIOJZ,X,O,X,X,X,X,O,X,X
STLIOZJ,X,O,X,X,O,X,O,X,X
STLJIZO,X,O,X,X,X,X,O,X,X
STLJIOZ,X,O,X,X,X,X,O,X,X
STLJZIO,X,O,X,X,X,O,O,X,O
STLJZOI,X,O,X,X,X,O,O,X,O
STLJOIZ,X,O,X,X,X,X,O,X,X
STLJOZI,X,O,X,X,X,O,O,X,O
STLZIJO,X,O,X,X,O,O,O,X,O
STLZIOJ,X,O,X,X,O,O,O,X,O
STLZJIO,X,O,X,X,O,O,O,X,O
STLZJOI,X,O,X,X,O,O,O,X,O
STLZOIJ,X,O,X,X,O,O,O,X,O
STLZOJI,X,O,X,X,O,O,O,X,O
STLOIJZ,X,O,X,X,X,X,O,X,X
STLOIZJ,X,O,X,X,O,X,O,X,X
STLOJIZ,X,O,X,X,X,X,O,X,X
STLOJZI,X,O,X,X,X,O,O,X,O
STLOZIJ,X,O,X,X,O,O,O,X,O
STLOZJI,X,O,X,X,O,O,O,X,O
STJILZO,X,O,O,X,X,X,O,O,X
STJILOZ,X,O,O,X,X,X,O,O,X
STJIZLO,X,X,O,X,X,X,O,O,X
STJIZOL,X,O,O,X,X,X,O,O,X
STJIOLZ,X,O,O,X,X,X,O,O,X
STJIOZL,X,O,O,X,X,X,O,O,X
STJLIZO,X,O,O,X,X,X,O,X,X
STJLIOZ,X,O,O,X,X,X,O,X,X
STJLZIO,X,O,O,X,X,O,O,X,O
STJLZOI,X,O,O,X,X,O,O,X,O
STJLOIZ,X,O,O,X,X,X,O,X,X
STJLOZI,X,O,O,X,X,O,O,X,O
STJZILO,X,X,O,X,X,X,O,X,X
STJZIOL,X,O,O,X,X,X,O,X,X
STJZLIO,X,O,O,X,X,X,O,X,X
STJZLOI,X,O,O,X,X,X,O,X,X
STJZOIL,X,O,O,X,X,X,O,X,X
STJZOLI,X,O,O,X,X,X,O,X,X
STJOILZ,X,O,O,X,X,X,O,O,X
STJOIZL,X,O,O,X,X,X,O,O,X
STJOLIZ,X,O,O,X,X,X,O,X,X
STJOLZI,X,O,O,X,X,O,O,X,O
STJOZIL,X,O,O,X,X,X,O,X,X
STJOZLI,X,O,O,X,X,X,O,X,X
STZILJO,O,X,X,X,X,X,O,X,X
STZILOJ,O,X,X,X,X,X,O,X,X
STZIJLO,O,X,X,X,X,X,O,X,X
STZIJOL,O,O,X,X,X,X,O,X,X
STZIOLJ,O,X,X,X,X,X,O,X,X
STZIOJL,O,O,X,X,X,X,O,X,X
STZLIJO,O,O,X,X,X,X,O,X,X
STZLIOJ,O,O,X,X,X,X,O,X,X
STZLJIO,O,O,X,X,X,X,O,X,X
STZLJOI,O,O,X,X,X,X,O,X,X
STZLOIJ,O,O,X,X,X,X,O,X,X
STZLOJI,O,O,X,X,X,X,O,X,X
STZJILO,O,X,X,X,X,X,O,X,X
STZJIOL,O,O,X,X,X,X,O,X,X
STZJLIO,O,O,X,X,X,X,O,X,X
STZJLOI,O,O,X,X,X,X,O,X,X
STZJOIL,O,O,X,X,X,X,O,X,X
STZJOLI,O,O,X,X,X,X,O,X,X
STZOILJ,O,X,X,X,X,X,O,X,X
STZOIJL,O,O,X,X,X,X,O,X,X
STZOLIJ,O,O,X,X,X,X,O,X,X
STZOLJI,O,O,X,X,X,X,O,X,X
STZOJIL,O,O,X,X,X,X,O,X,X
STZOJLI,O,O,X,X,X,X,O,X,X
STOILJZ,X,O,X,X,X,X,O,O,X
STOILZJ,X,O,X,X,O,X,O,O,X
STOIJLZ,X,O,O,X,X,X,O,O,X
STOIJZL,X,O,O,X,X,X,O,O,X
STOIZLJ,O,X,X,X,X,X,O,O,X
STOIZJL,O,O,X,X,X,X,O,O,X
STOLIJZ,X,O,X,X,X,X,O,X,X
STOLIZJ,X,O,X,X,O,X,O,X,X
STOLJIZ,X,O,X,X,X,X,O,X,X
STOLJZI,X,O,X,X,X,O,O,X,O
STOLZIJ,X,O,X,X,O,O,O,X,O
STOLZJI,X,O,X,X,O,O,O,X,O
STOJILZ,X,O,O,X,X,X,O,O,X
STOJIZL,X,O,O,X,X,X,O,O,X
STOJLIZ,X,O,O,X,X,X,O,X,X
STOJLZI,X,O,O,X,X,O,O,X,O
STOJZIL,X,O,O,X,X,X,O,X,X
STOJZLI,X,O,O,X,X,X,O,X,X
STOZILJ,O,X,X,X,X,X,O,X,X
STOZIJL,O,O,X,X,X,X,O,X,X
STOZLIJ,O,O,X,X,X,X,O,X,X
STOZLJI,O,O,X,X,X,X,O,X,X
STOZJIL,O,O,X,X,X,X,O,X,X
STOZJLI,O,O,X,X,X,X,O,X,X
SITLJZO,X,X,X,X,X,X,O,O,X
SITLJOZ,X,X,X,X,X,X,O,O,X
SITLZJO,X,X,X,X,O,X,O,O,X
SITLZOJ,X,X,X,X,O,X,O,O,X
SITLOJZ,X,X,X,X,X,X,O,O,X
SITLOZJ,X,X,X,X,O,X,O,O,X
SITJLZO,X,X,O,X,X,X,O,O,X
SITJLOZ,X,X,O,X,X,X,O,O,X
SITJZLO,X,X,O,X,X,X,O,O,X
SITJZOL,X,X,O,X,X,X,O,O,X
SITJOLZ,X,X,O,X,X,X,O,O,X
SITJOZL,X,X,O,X,X,X,O,O,X
SITZLJO,O,X,X,X,X,X,O,O,X
SITZLOJ,O,X,X,X,X,X,O,O,X
SITZJLO,O,X,X,X,X,X,O,O,X
SITZJOL,O,X,X,X,X,X,O,O,X
SITZOLJ,O,X,X,X,X,X,O,O,X
SITZOJL,O,X,X,X,X,X,O,O,X
SITOLJZ,X,X,X,X,X,X,O,O,X
SITOLZJ,X,X,X,X,O,X,O,O,X
SITOJLZ,X,X,O,X,X,X,O,O,X
SITOJZL,X,X,O,X,X,X,O,O,X
SITOZLJ,O,X,X,X,X,X,O,O,X
SITOZJL,O,X,X,X,X,X,O,O,X
SILTJZO,X,X,X,X,X,X,O,X,X
SILTJOZ,X,X,X,X,X,X,O,X,X
SILTZJO,X,X,X,X,O,X,O,X,X
SILTZOJ,X,X,X,X,O,X,O,X,X
SILTOJZ,X,X,X,X,X,X,O,X,X
SILTOZJ,X,X,X,X,O,X,O,X,X
SILJTZO,X,X,O,X,X,X,X,X,X
SILJTOZ,X,X,O,X,X,X,X,X,X
SILJZTO,X,X,O,X,O,O,X,X,X
SILJZOT,X,X,O,O,O,O,X,X,X
SILJOTZ,X,X,O,X,X,X,X,X,X
SILJOZT,X,X,O,O,O,O,X,X,X
SILZTJO,X,X,X,X,O,O,X,X,X
SILZTOJ,X,X,X,X,O,O,X,X,X
SILZJTO,X,X,X,X,O,O,X,X,X
SILZJOT,X,X,X,O,O,O,X,X,X
SILZOTJ,X,X,X,X,O,O,X,X,X
SILZOJT,X,X,X,O,O,O,X,X,X
SILOTJZ,X,X,X,X,X,X,O,X,X
SILOTZJ,X,X,X,X,O,X,O,X,X
SILOJTZ,X,X,O,X,X,X,X,X,X
SILOJZT,X,X,O,O,O,O,X,X,X
SILOZTJ,X,X,X,X,O,O,X,X,X
SILOZJT,X,X,X,O,O,O,X,X,X
SIJTLZO,X,X,O,X,X,X,O,O,X
SIJTLOZ,X,X,O,X,X,X,O,O,X
SIJTZLO,X,X,O,X,X,X,O,O,X
SIJTZOL,X,X,O,X,X,X,O,O,X
SIJTOLZ,X,X,O,X,X,X,O,O,X
SIJTOZL,X,X,O,X,X,X,O,O,X
SIJLTZO,X,X,O,X,X,X,X,X,X
SIJLTOZ,X,X,O,X,X,X,X,X,X
SIJLZTO,X,X,O,X,O,O,X,X,X
SIJLZOT,X,X,O,O,O,O,X,X,X
SIJLOTZ,X,X,O,X,X,X,X,X,X
SIJLOZT,X,X,O,O,O,O,X,X,X
SIJZTLO,X,X,O,X,X,X,X,X,X
SIJZTOL,X,X,O,X,X,X,X,X,X
SIJZLTO,X,X,O,X,X,X,X,X,X
SIJZLOT,X,X,O,O,X,X,X,X,X
SIJZOTL,X,X,O,X,X,X,X,X,X
SIJZOLT,X,X,O,O,X,X,X,X,X
SIJOTLZ,X,X,O,X,X,X,O,O,X
SIJOTZL,X,X,O,X,X,X,O,O,X
SIJOLTZ,X,X,O,X,X,X,X,X,X
SIJOLZT,X,X,O,O,O,O,X,X,X
SIJOZTL,X,X,O,X,X,X,X,X,X
SIJOZLT,X,X,O,O,X,X,X,X,X
SIZTLJO,O,X,X,X,X,X,O,X,X
SIZTLOJ,O,X,X,X,X,X,O,X,X
SIZTJLO,O,X,X,X,X,X,O,X,X
SIZTJOL,O,X,X,X,X,X,O,X,X
SIZTOLJ,O,X,X,X,X,X,O,X,X
SIZTOJL,O,X,X,X,X,X,O,X,X
SIZLTJO,X,X,X,X,O,X,X,X,X
SIZLTOJ,O,X,X,X,O,X,X,X,X
SIZLJTO,X,X,X,X,O,X,X,X,X
SIZLJOT,O,X,X,O,O,X,X,X,X
SIZLOTJ,O,X,X,X,O,X,X,X,X
SIZLOJT,O,X,X,O,O,X,X,X,X
SIZJTLO,X,X,O,X,X,X,X,X,X
SIZJTOL,X,X,O,X,X,X,X,X,X
SIZJLTO,X,X,O,X,X,X,X,X,X
SIZJLOT,O,X,O,O,X,X,X,X,X
SIZJOTL,X,X,O,X,X,X,X,X,X
SIZJOLT,O,X,O,O,X,X,X,X,X
SIZOTLJ,O,X,X,X,X,X,O,X,X
SIZOTJL,O,X,X,X,X,X,O,X,X
SIZOLTJ,O,X,X,X,O,X,X,X,X
SIZOLJT,O,X,X,O,O,X,X,X,X
SIZOJTL,X,X,O,X,X,X,X,X,X
SIZOJLT,O,X,O,O,X,X,X,X,X
SIOTLJZ,X,X,X,X,X,X,O,O,X
SIOTLZJ,X,X,X,X,O,X,O,O,X
SIOTJLZ,X,X,O,X,X,X,O,O,X
SIOTJZL,X,X,O,X,X,X,O,O,X
SIOTZLJ,O,X,X,X,X,X,O,O,X
SIOTZJL,O,X,X,X,X,X,O,O,X
SIOLTJZ,X,X,X,X,X,X,O,X,X
