sequence,v115@zgA8GeC8FeD8GeC8GeE8AeF8Je5/IvhFmbBCdBTgB/?nB0mBlqB,v115@zgA8GeC8FeD8GeC8GeE8AeF8Jez6IvhFWhBxcB/nBC?lB0mBlqB,v115@zgA8GeC8FeD8GeC8GeE8AeF8JeR7IvhFFdBzfBfmB0?hBSsBGqB,v115@zgA8GeC8FeD8GeC8GeE8AeF8Je5/IvhF/hBFdBOlB0?gBTnBCrB,v115@zgA8GeC8FeD8GeC8GeE8AeF8Jex8IvhFflBlgBumB8?qBTsBCqB,v115@zgA8GeC8FeD8GeC8GeE8AeF8JeC7IvhF8kBRhBXhBT?iBWsBlqB,v115@zgA8GeC8FeD8GeC8GeE8AeF8JeWAJvhFxbB/mBUiBC?lBTnBlqB,v115@zgA8GeC8FeD8GeC8GeE8AeF8Je5/IvhFOgB8gB3hBT?nBCnBlqB,v115@zgA8GeC8FeD8GeC8GeE8AeF8JeR7IvhFqkBTgBlhB8?qBXsBGsB,v115@zgA8GeC8FeD8GeC8GeE8AeF8JefAJvhFzgBUiBCiBW?qBxrBlqB
JIZOLTS,X,X,X,O,X,O,X,X,X,X
JIZOLST,X,X,X,O,X,O,X,X,X,O
JIZOSTL,X,X,X,X,X,X,X,X,X,O
JIZOSLT,O,X,X,X,X,X,X,X,X,O
JIOTLSZ,X,X,O,O,X,X,X,X,X,X
JIOTLZS,X,X,O,O,X,X,X,X,X,X
JIOTSLZ,X,X,O,O,X,X,X,X,X,X
JIOTSZL,X,X,O,X,O,X,X,O,X,O
JIOTZLS,X,X,O,O,X,O,X,X,X,X
JIOTZSL,X,X,O,X,O,X,X,X,X,O
JIOLTSZ,X,X,O,O,X,X,X,X,X,X
JIOLTZS,X,X,O,O,X,X,X,X,X,X
JIOLSTZ,X,X,O,O,X,X,X,X,X,X
JIOLSZT,X,X,O,O,O,X,X,X,X,O
JIOLZTS,X,X,O,O,X,X,X,X,X,X
JIOLZST,X,X,O,O,O,X,X,X,X,O
JIOSTLZ,X,X,O,O,X,X,X,X,X,X
JIOSTZL,X,X,O,X,O,X,X,O,X,O
JIOSLTZ,X,X,O,O,X,X,X,X,X,X
JIOSLZT,X,X,O,O,O,X,X,X,X,O
JIOSZTL,X,X,O,X,O,X,X,O,X,O
JIOSZLT,X,X,O,X,O,X,X,O,X,O
JIOZTLS,X,X,O,O,X,X,X,X,X,X
JIOZTSL,X,X,O,X,O,X,X,X,X,O
JIOZLTS,X,X,O,O,X,O,X,X,X,X
JIOZLST,X,X,O,O,O,O,X,X,X,O
JIOZSTL,X,X,O,X,O,X,X,X,X,O
JIOZSLT,X,X,O,X,O,X,X,X,X,O
JLTISZO,X,X,O,O,X,X,O,X,X,X
JLTISOZ,X,X,O,O,X,X,X,X,X,X
JLTIZSO,X,X,O,O,X,O,X,X,X,X
JLTIZOS,X,X,O,X,X,O,X,X,X,X
JLTIOSZ,X,X,O,O,X,X,X,X,X,X
JLTIOZS,X,X,O,X,X,X,X,X,X,X
JLTSIZO,X,X,O,O,X,X,O,X,X,X
JLTSIOZ,X,O,O,O,X,X,X,X,X,X
JLTSZIO,X,X,O,O,X,X,O,X,X,X
JLTSZOI,X,X,O,X,X,X,O,X,X,X
JLTSOIZ,X,O,O,O,X,X,X,X,X,X
JLTSOZI,X,O,O,X,X,X,X,X,X,X
JLTZISO,X,X,O,O,X,O,X,X,X,X
JLTZIOS,X,X,O,X,X,O,X,X,X,X
JLTZSIO,X,X,O,O,X,O,X,X,X,X
JLTZSOI,X,X,O,X,X,X,X,X,X,X
JLTZOIS,X,X,O,X,X,O,X,X,X,X
JLTZOSI,X,X,O,X,X,X,X,X,X,X
JLTOISZ,X,X,O,O,X,X,X,X,X,X
JLTOIZS,X,X,O,X,X,X,X,X,X,X
JLTOSIZ,X,O,O,O,X,X,X,X,X,X
JLTOSZI,X,O,O,X,X,X,X,X,X,X
JLTOZIS,X,X,O,X,X,X,X,X,X,X
JLTOZSI,X,X,O,X,X,X,X,X,X,X
JLITSZO,X,X,O,O,X,X,O,X,X,X
JLITSOZ,X,X,O,O,X,X,X,X,X,X
JLITZSO,X,X,O,O,X,O,X,X,X,X
JLITZOS,X,X,O,X,X,O,X,X,X,X
JLITOSZ,X,X,O,O,X,X,X,X,X,X
JLITOZS,X,X,O,X,X,X,X,X,X,X
JLISTZO,X,X,O,O,X,X,O,X,X,X
JLISTOZ,O,O,O,O,X,X,X,X,X,X
JLISZTO,O,X,O,O,X,X,O,X,X,X
JLISZOT,O,O,O,X,X,X,O,X,X,O
JLISOTZ,X,O,O,O,X,X,X,X,X,X
JLISOZT,X,O,O,X,X,X,O,X,X,O
JLIZTSO,X,X,O,O,X,O,X,X,X,X
JLIZTOS,X,X,O,X,X,O,X,X,X,X
JLIZSTO,X,X,X,O,X,O,O,X,X,X
JLIZSOT,X,X,X,X,X,O,O,X,X,O
JLIZOTS,X,X,O,X,X,O,X,X,X,X
JLIZOST,X,X,X,X,X,O,X,X,X,O
JLIOTSZ,X,X,O,O,X,X,X,X,X,X
JLIOTZS,X,X,O,O,X,X,X,X,X,X
JLIOSTZ,X,O,O,O,X,X,X,X,X,X
JLIOSZT,X,O,O,O,X,X,O,X,X,O
JLIOZTS,X,X,O,O,X,X,X,X,X,X
JLIOZST,X,X,O,O,X,X,X,X,X,O
JLSTIZO,X,O,O,O,X,X,O,X,X,X
JLSTIOZ,O,O,O,O,X,X,X,X,X,X
JLSTZIO,X,O,O,O,X,X,O,X,X,X
JLSTZOI,X,O,O,X,X,X,O,X,O,X
JLSTOIZ,O,O,O,O,X,X,X,X,X,X
JLSTOZI,O,O,O,X,X,X,X,X,X,X
JLSITZO,X,X,O,O,X,X,O,X,X,X
JLSITOZ,O,O,O,O,X,X,X,X,X,X
JLSIZTO,O,O,O,O,X,X,O,X,X,X
JLSIZOT,O,O,O,X,X,X,O,X,X,O
JLSIOTZ,X,O,O,O,X,X,X,X,X,X
JLSIOZT,X,O,O,X,X,X,O,X,X,O
JLSZTIO,O,O,O,O,X,X,O,X,X,X
JLSZTOI,O,O,O,X,O,X,O,X,O,X
JLSZITO,O,O,O,O,X,X,O,X,X,X
JLSZIOT,O,O,O,X,X,X,O,X,X,X
JLSZOTI,X,O,O,X,X,X,O,X,O,X
JLSZOIT,O,O,O,X,X,X,O,X,O,X
JLSOTIZ,X,O,O,O,X,X,X,X,X,X
JLSOTZI,X,O,O,X,X,X,X,X,X,X
JLSOITZ,X,O,O,O,X,X,X,X,X,X
JLSOIZT,X,O,O,X,X,X,O,X,X,X
JLSOZTI,X,O,O,X,X,X,O,X,X,X
JLSOZIT,X,O,O,X,X,X,O,X,X,X
JLZTISO,X,X,O,O,X,O,X,X,X,X
JLZTIOS,X,X,O,X,X,O,X,X,X,X
JLZTSIO,X,O,O,O,X,O,X,X,X,X
JLZTSOI,X,O,O,X,X,X,X,X,X,X
JLZTOIS,X,X,O,X,X,O,X,X,O,X
JLZTOSI,X,O,O,X,X,X,X,X,O,X
JLZITSO,X,X,O,O,X,O,X,X,X,X
JLZITOS,X,X,O,X,X,O,X,X,X,X
JLZISTO,X,O,X,O,X,O,O,X,X,X
JLZISOT,X,O,X,X,X,O,O,X,X,X
JLZIOTS,X,X,O,X,X,O,X,X,X,X
JLZIOST,X,O,X,X,X,O,X,X,X,X
JLZSTIO,X,O,O,O,X,O,O,X,X,X
JLZSTOI,X,O,O,X,O,X,O,X,O,X
JLZSITO,X,O,O,O,X,O,O,X,X,X
JLZSIOT,X,O,O,X,X,O,O,X,X,X
JLZSOTI,X,O,O,X,X,X,O,X,O,X
JLZSOIT,X,O,O,X,X,X,O,X,O,X
JLZOTIS,X,X,O,X,X,O,X,X,O,X
JLZOTSI,X,O,O,X,X,X,X,X,O,X
JLZOITS,X,X,O,X,X,O,X,X,O,X
JLZOIST,X,O,O,X,X,O,X,X,O,X
JLZOSTI,X,O,O,X,X,X,X,X,O,X
JLZOSIT,X,O,O,X,X,X,X,X,O,X
JLOTISZ,X,X,O,O,X,X,X,X,X,X
JLOTIZS,X,X,O,O,X,X,X,X,X,X
JLOTSIZ,X,O,O,O,X,X,X,X,X,X
JLOTSZI,X,O,O,O,X,X,X,X,X,X
JLOTZIS,X,X,O,O,X,X,X,X,X,X
JLOTZSI,X,X,O,O,X,X,X,X,X,X
JLOITSZ,X,X,O,O,X,X,X,X,X,X
JLOITZS,X,X,O,O,X,X,X,X,X,X
JLOISTZ,X,O,O,O,X,X,X,X,X,X
JLOISZT,X,O,O,O,X,X,O,X,X,X
JLOIZTS,X,X,O,O,X,X,X,X,X,X
JLOIZST,X,X,O,O,X,X,X,X,X,X
JLOSTIZ,X,O,O,O,X,X,X,X,X,X
JLOSTZI,X,O,O,O,X,X,X,X,X,X
JLOSITZ,X,O,O,O,X,X,X,X,X,X
JLOSIZT,X,O,O,O,X,X,O,X,X,X
JLOSZTI,X,O,O,O,X,X,O,X,X,X
JLOSZIT,X,O,O,O,X,X,O,X,X,X
JLOZTIS,X,X,O,O,X,X,X,X,X,X
JLOZTSI,X,O,O,O,X,X,X,X,X,X
JLOZITS,X,X,O,O,X,X,X,X,X,X
JLOZIST,X,O,O,O,X,X,X,X,X,X
JLOZSTI,X,O,O,O,X,X,X,X,X,X
JLOZSIT,X,O,O,O,X,X,X,X,X,X
JSTILZO,X,O,O,O,X,X,O,X,X,X
JSTILOZ,O,O,O,O,X,X,O,X,X,X
JSTIZLO,X,X,O,X,X,O,O,X,X,X
JSTIZOL,X,X,O,X,X,X,X,X,X,O
JSTIOLZ,O,X,O,X,X,X,X,X,X,X
JSTIOZL,O,X,O,X,X,X,X,X,X,O
JSTLIZO,X,O,O,O,X,X,O,X,X,X
JSTLIOZ,O,O,O,O,X,X,O,X,X,X
JSTLZIO,X,O,O,O,X,X,O,X,X,X
JSTLZOI,X,O,O,X,X,X,O,X,O,X
JSTLOIZ,O,O,O,O,X,X,O,X,X,X
JSTLOZI,O,O,O,X,X,X,O,X,X,X
JSTZILO,X,X,O,X,X,O,O,X,X,X
JSTZIOL,X,X,O,X,O,X,X,X,X,X
JSTZLIO,X,X,O,X,X,O,O,X,X,X
JSTZLOI,X,X,O,X,O,X,O,X,O,X
JSTZOIL,X,X,O,X,O,X,X,X,X,X
JSTZOLI,X,X,O,X,O,X,X,X,X,X
JSTOILZ,O,X,O,X,X,X,X,X,X,X
JSTOIZL,O,X,O,X,X,X,X,X,X,X
JSTOLIZ,O,X,O,X,X,X,X,X,X,X
JSTOLZI,O,X,O,X,X,X,X,X,X,X
JSTOZIL,O,X,O,X,X,X,X,X,X,X
JSTOZLI,O,X,O,X,X,X,X,X,X,X
JSITLZO,X,O,O,O,X,X,X,X,X,X
JSITLOZ,O,O,O,O,X,X,X,X,X,X
JSITZLO,X,X,O,X,X,O,X,X,X,X
JSITZOL,X,X,O,X,X,X,X,X,X,O
JSITOLZ,O,X,O,X,X,X,X,X,X,X
JSITOZL,O,X,O,X,X,X,X,X,X,O
JSILTZO,X,X,O,O,X,X,O,X,X,X
JSILTOZ,O,O,O,O,X,X,X,X,X,X
JSILZTO,O,O,O,O,X,X,O,X,X,X
JSILZOT,O,O,O,X,X,X,O,X,X,O
JSILOTZ,X,O,O,O,X,X,X,X,X,X
JSILOZT,X,O,O,X,X,X,O,X,X,O
JSIZTLO,O,O,O,X,X,X,X,X,X,X
JSIZTOL,O,O,O,X,O,X,X,X,X,O
JSIZLTO,O,O,O,X,X,O,O,X,X,X
JSIZLOT,O,O,O,X,X,O,O,X,X,O
JSIZOTL,X,O,O,X,X,X,X,X,X,O
JSIZOLT,O,O,O,X,X,X,X,X,X,O
JSIOTLZ,X,X,O,O,X,X,X,X,X,X
JSIOTZL,X,X,O,X,X,X,X,X,X,O
JSIOLTZ,X,X,O,O,X,X,X,X,X,X
JSIOLZT,X,X,O,O,X,X,X,X,X,O
JSIOZTL,X,X,O,X,X,X,X,X,X,O
JSIOZLT,X,X,O,X,X,X,X,X,X,O
JSLTIZO,X,O,O,O,X,X,O,X,X,X
JSLTIOZ,O,O,O,O,X,X,X,X,X,X
JSLTZIO,X,O,O,O,X,X,O,X,X,X
JSLTZOI,X,O,O,X,X,X,O,X,O,X
JSLTOIZ,O,O,O,O,X,X,X,X,X,X
JSLTOZI,O,O,O,X,X,X,X,X,X,X
JSLITZO,X,X,O,O,X,X,O,X,X,X
JSLITOZ,O,O,O,O,X,X,X,X,X,X
JSLIZTO,O,O,O,O,X,X,O,X,X,X
JSLIZOT,O,O,O,X,X,X,O,X,X,O
JSLIOTZ,X,O,O,O,X,X,X,X,X,X
JSLIOZT,X,O,O,X,X,X,O,X,X,O
JSLZTIO,O,O,O,O,X,X,O,X,X,X
JSLZTOI,O,O,O,X,O,X,O,X,O,X
JSLZITO,O,O,O,O,X,X,O,X,X,X
JSLZIOT,O,O,O,X,X,X,O,X,X,X
JSLZOTI,X,O,O,X,X,X,O,X,O,X
JSLZOIT,O,O,O,X,X,X,O,X,O,X
JSLOTIZ,X,O,O,O,X,X,X,X,X,X
JSLOTZI,X,O,O,X,X,X,X,X,X,X
JSLOITZ,X,O,O,O,X,X,X,X,X,X
JSLOIZT,X,O,O,X,X,X,O,X,X,X
JSLOZTI,X,O,O,X,X,X,O,X,X,X
JSLOZIT,X,O,O,X,X,X,O,X,X,X
JSZTILO,O,O,O,X,X,O,O,X,X,X
JSZTIOL,O,O,O,X,O,X,X,X,X,X
JSZTLIO,O,O,O,X,X,O,O,X,X,X
JSZTLOI,O,O,O,X,O,X,O,X,O,X
JSZTOIL,O,O,O,X,O,X,X,X,X,X
JSZTOLI,O,O,O,X,O,X,X,X,X,X
JSZITLO,O,O,O,X,X,X,X,X,X,X
JSZITOL,O,O,O,X,O,X,X,X,X,O
JSZILTO,O,O,O,X,X,O,O,X,X,X
JSZILOT,O,O,O,X,X,O,O,X,X,O
JSZIOTL,X,O,O,X,X,X,X,X,X,O
JSZIOLT,O,O,O,X,X,X,X,X,X,O
JSZLTIO,O,O,O,X,X,O,O,X,X,X
JSZLTOI,O,O,O,X,O,X,O,X,O,X
JSZLITO,O,O,O,X,X,O,O,X,X,X
JSZLIOT,O,O,O,X,X,O,O,X,X,X
JSZLOTI,X,O,O,X,X,X,O,X,O,X
JSZLOIT,O,O,O,X,X,X,O,X,O,X
JSZOTIL,X,O,O,X,O,X,X,X,X,X
JSZOTLI,X,O,O,X,O,X,X,X,X,X
JSZOITL,X,O,O,X,O,X,X,X,X,X
JSZOILT,O,O,O,X,O,X,X,X,X,X
JSZOLTI,X,O,O,X,O,X,X,X,X,X
JSZOLIT,O,O,O,X,O,X,X,X,X,X
JSOTILZ,X,X,O,O,X,X,X,X,X,X
JSOTIZL,X,X,O,X,O,X,X,X,X,X
JSOTLIZ,X,X,O,O,X,X,X,X,X,X
JSOTLZI,X,X,O,O,X,X,X,X,X,X
JSOTZIL,X,X,O,X,O,X,X,X,X,X
JSOTZLI,X,X,O,X,O,X,X,X,X,X
JSOITLZ,X,X,O,O,X,X,X,X,X,X
JSOITZL,X,X,O,X,O,X,X,X,X,O
JSOILTZ,X,X,O,O,X,X,X,X,X,X
JSOILZT,X,X,O,O,O,X,X,X,X,O
JSOIZTL,X,X,O,X,O,X,X,X,X,O
JSOIZLT,X,X,O,X,O,X,X,X,X,O
JSOLTIZ,X,X,O,O,X,X,X,X,X,X
JSOLTZI,X,X,O,O,X,X,X,X,X,X
JSOLITZ,X,X,O,O,X,X,X,X,X,X
JSOLIZT,X,X,O,O,O,X,X,X,X,X
JSOLZTI,X,X,O,O,O,X,X,X,X,X
JSOLZIT,X,X,O,O,O,X,X,X,X,X
JSOZTIL,X,X,O,X,O,X,X,X,X,X
JSOZTLI,X,X,O,X,O,X,X,X,X,X
JSOZITL,X,X,O,X,O,X,X,X,X,X
JSOZILT,X,X,O,X,O,X,X,X,X,X
JSOZLTI,X,X,O,X,O,X,X,X,X,X
JSOZLIT,X,X,O,X,O,X,X,X,X,X
JZTILSO,O,O,X,O,X,O,X,X,X,X
JZTILOS,X,O,X,X,X,O,X,X,X,X
JZTISLO,O,O,X,X,X,O,X,X,X,X
JZTISOL,O,O,X,X,X,X,X,X,X,X
JZTIOLS,O,X,X,X,X,O,X,X,X,X
JZTIOSL,O,X,X,X,X,X,X,X,X,X
JZTLISO,O,O,O,O,X,O,X,X,X,X
JZTLIOS,X,O,O,X,X,O,X,X,X,X
JZTLSIO,O,O,O,O,X,O,X,X,X,X
JZTLSOI,O,O,O,X,X,X,X,X,X,X
JZTLOIS,X,O,O,X,X,O,X,X,O,X
JZTLOSI,X,O,O,X,X,X,X,X,O,X
JZTSILO,O,O,O,X,X,O,X,X,X,X
JZTSIOL,O,O,O,X,O,X,X,X,X,X
JZTSLIO,O,O,X,X,X,O,X,X,X,X
JZTSLOI,O,O,X,X,O,X,X,X,X,X
JZTSOIL,O,O,O,X,O,X,X,X,X,X
JZTSOLI,O,O,X,X,O,X,X,X,X,X
JZTOILS,O,X,O,X,X,O,X,X,X,X
JZTOISL,O,X,O,X,X,X,X,X,X,X
JZTOLIS,O,O,O,X,X,O,X,X,X,X
JZTOLSI,O,O,O,X,X,X,X,X,X,X
JZTOSIL,O,O,O,X,X,X,X,X,X,X
JZTOSLI,O,O,X,X,X,X,X,X,X,X
JZITLSO,O,O,X,O,X,O,X,X,X,X
JZITLOS,X,O,X,X,X,O,X,X,X,X
JZITSLO,O,O,X,X,X,O,X,X,X,X
JZITSOL,O,O,X,X,X,X,X,X,X,O
JZITOLS,O,X,X,X,X,O,X,X,X,X
JZITOSL,O,X,X,X,X,X,X,X,X,O
JZILTSO,X,X,X,O,X,O,X,X,X,X
JZILTOS,X,X,X,X,X,O,X,X,X,X
JZILSTO,O,O,X,O,X,O,X,X,X,X
JZILSOT,O,O,X,X,X,O,X,X,X,O
JZILOTS,X,X,X,X,X,O,X,X,X,X
JZILOST,X,O,X,X,X,O,X,X,X,O
JZISTLO,O,O,X,X,X,X,X,X,X,X
JZISTOL,O,O,X,X,O,X,X,X,X,O
JZISLTO,O,O,X,X,X,O,X,X,X,X
JZISLOT,O,O,X,X,X,O,X,X,X,O
JZISOTL,X,O,X,X,X,X,X,X,X,O
JZISOLT,O,O,X,X,X,X,X,X,X,O
JZIOTLS,X,X,X,O,X,X,X,X,X,X
JZIOTSL,X,X,X,X,X,X,X,X,X,O
JZIOLTS,X,X,X,O,X,O,X,X,X,X
JZIOLST,X,X,X,O,X,O,X,X,X,O
JZIOSTL,X,X,X,X,X,X,X,X,X,O
JZIOSLT,O,X,X,X,X,X,X,X,X,O
JZLTISO,X,O,O,O,X,O,X,X,X,X
JZLTIOS,X,O,O,X,X,O,X,X,X,X
JZLTSIO,X,O,O,O,X,O,X,X,X,X
JZLTSOI,X,O,O,X,X,X,X,X,X,X
JZLTOIS,X,O,O,X,X,O,X,X,O,X
JZLTOSI,X,O,O,X,X,X,X,X,O,X
JZLITSO,X,X,O,O,X,O,X,X,X,X
JZLITOS,X,X,O,X,X,O,X,X,X,X
JZLISTO,O,O,X,O,X,O,X,X,X,X
JZLISOT,O,O,X,X,X,O,X,X,X,X
JZLIOTS,X,X,O,X,X,O,X,X,X,X
JZLIOST,X,O,X,X,X,O,X,X,X,X
JZLSTIO,O,O,O,O,X,O,X,X,X,X
JZLSTOI,X,O,O,X,O,X,X,X,O,X
JZLSITO,O,O,O,O,X,O,X,X,X,X
JZLSIOT,O,O,O,X,X,O,X,X,X,X
JZLSOTI,X,O,O,X,X,X,X,X,O,X
JZLSOIT,O,O,O,X,X,X,X,X,O,X
JZLOTIS,X,X,O,X,X,O,X,X,O,X
JZLOTSI,X,O,O,X,X,X,X,X,O,X
JZLOITS,X,X,O,X,X,O,X,X,O,X
JZLOIST,X,O,O,X,X,O,X,X,O,X
JZLOSTI,X,O,O,X,X,X,X,X,O,X
JZLOSIT,X,O,O,X,X,X,X,X,O,X
JZSTILO,O,O,O,X,X,O,X,X,X,X
JZSTIOL,O,O,O,X,O,X,X,X,X,X
JZSTLIO,O,O,O,X,X,O,X,X,X,X
JZSTLOI,O,O,O,X,O,X,X,X,O,X
JZSTOIL,O,O,O,X,O,X,X,X,X,X
JZSTOLI,O,O,O,X,O,X,X,X,X,X
JZSITLO,O,O,O,X,X,X,X,X,X,X
JZSITOL,O,O,O,X,O,X,X,X,X,O
JZSILTO,O,O,O,X,X,O,X,X,X,X
JZSILOT,O,O,O,X,X,O,X,X,X,O
JZSIOTL,X,O,O,X,X,X,X,X,X,O
JZSIOLT,O,O,O,X,X,X,X,X,X,O
JZSLTIO,O,O,O,X,X,O,X,X,X,X
JZSLTOI,O,O,O,X,O,X,X,X,O,X
JZSLITO,O,O,O,X,X,O,X,X,X,X
JZSLIOT,O,O,O,X,X,O,X,X,X,X
JZSLOTI,X,O,O,X,X,X,X,X,O,X
JZSLOIT,O,O,O,X,X,X,X,X,O,X
JZSOTIL,X,O,O,X,O,X,X,X,X,X
JZSOTLI,X,O,O,X,O,X,X,X,X,X
JZSOITL,X,O,O,X,O,X,X,X,X,X
JZSOILT,O,O,O,X,O,X,X,X,X,X
JZSOLTI,X,O,O,X,O,X,X,X,X,X
JZSOLIT,O,O,O,X,O,X,X,X,X,X
JZOTILS,X,X,O,O,X,O,X,X,X,X
JZOTISL,X,X,O,X,O,X,X,X,X,X
JZOTLIS,X,O,O,O,X,O,X,X,X,X
JZOTLSI,X,O,O,O,X,X,X,X,X,X
JZOTSIL,X,O,O,X,O,X,X,X,X,X
JZOTSLI,X,O,X,X,O,X,X,X,X,X
JZOITLS,X,X,O,O,X,X,X,X,X,X
JZOITSL,X,X,O,X,O,X,X,X,X,X
JZOILTS,X,X,O,O,X,O,X,X,X,X
JZOILST,X,X,O,O,O,O,X,X,X,X
JZOISTL,X,X,O,X,O,X,X,X,X,X
JZOISLT,O,X,O,X,O,X,X,X,X,X
JZOLTIS,X,X,O,O,X,O,X,X,X,X
JZOLTSI,X,O,O,O,X,X,X,X,X,X
JZOLITS,X,X,O,O,X,O,X,X,X,X
JZOLIST,X,O,O,O,O,O,X,X,X,X
JZOLSTI,X,O,O,O,O,X,X,X,X,X
JZOLSIT,X,O,O,O,O,X,X,X,X,X
JZOSTIL,X,O,O,X,O,X,X,X,X,X
JZOSTLI,X,O,O,X,O,X,X,X,X,X
JZOSITL,X,O,O,X,O,X,X,X,X,X
JZOSILT,O,O,O,X,O,X,X,X,X,X
JZOSLTI,X,O,O,X,O,X,X,X,X,X
JZOSLIT,O,O,O,X,O,X,X,X,X,X
JOTILSZ,X,X,O,O,X,X,X,X,X,X
JOTILZS,X,X,O,O,X,X,X,X,X,X
JOTISLZ,X,X,O,O,X,X,X,X,X,X
JOTISZL,X,X,O,X,O,X,X,O,X,X
JOTIZLS,X,X,O,O,X,O,X,X,X,X
JOTIZSL,X,X,O,X,O,X,X,X,X,X
JOTLISZ,X,X,O,O,X,X,X,X,X,X
JOTLIZS,X,X,O,O,X,X,X,X,X,X
JOTLSIZ,X,X,O,O,X,X,X,X,X,X
JOTLSZI,X,X,O,O,X,X,X,X,X,X
JOTLZIS,X,X,O,O,X,X,X,X,X,X
JOTLZSI,X,X,O,O,X,X,X,X,X,X
JOTSILZ,X,X,O,O,X,X,X,X,X,X
JOTSIZL,X,X,O,X,O,X,X,O,X,X
JOTSLIZ,X,X,O,O,X,X,X,X,X,X
JOTSLZI,X,X,O,O,X,X,X,X,X,X
JOTSZIL,X,X,O,X,O,X,X,O,X,X
JOTSZLI,X,X,O,X,O,X,X,O,X,X
JOTZILS,X,X,O,O,X,O,X,X,X,X
JOTZISL,X,X,O,X,O,X,X,X,X,X
JOTZLIS,X,X,O,O,X,O,X,X,X,X
JOTZLSI,X,X,O,O,X,X,X,X,X,X
JOTZSIL,X,X,O,X,O,X,X,X,X,X
JOTZSLI,X,X,X,X,O,X,X,X,X,X
JOITLSZ,X,X,O,O,X,X,X,X,X,X
JOITLZS,X,X,O,O,X,X,X,X,X,X
JOITSLZ,X,X,O,O,X,X,X,X,X,X
JOITSZL,X,X,O,X,O,X,X,O,X,O
JOITZLS,X,X,O,O,X,O,X,X,X,X
JOITZSL,X,X,O,X,O,X,X,X,X,O
JOILTSZ,X,X,O,O,X,X,X,X,X,X
JOILTZS,X,X,O,O,X,X,X,X,X,X
JOILSTZ,X,X,O,O,X,X,X,X,X,X
JOILSZT,X,X,O,O,O,X,X,X,X,O
JOILZTS,X,X,O,O,X,X,X,X,X,X
JOILZST,X,X,O,O,O,X,X,X,X,O
JOISTLZ,X,X,O,O,X,X,X,X,X,X
JOISTZL,X,X,O,X,O,X,X,O,X,O
JOISLTZ,X,X,O,O,X,X,X,X,X,X
JOISLZT,X,X,O,O,O,X,X,X,X,O
JOISZTL,X,X,O,X,O,X,X,O,X,O
JOISZLT,X,X,O,X,O,X,X,O,X,O
JOIZTLS,X,X,O,O,X,X,X,X,X,X
JOIZTSL,X,X,O,X,O,X,X,X,X,O
JOIZLTS,X,X,O,O,X,O,X,X,X,X
JOIZLST,X,X,O,O,O,O,X,X,X,O
JOIZSTL,X,X,O,X,O,X,X,X,X,O
JOIZSLT,X,X,O,X,O,X,X,X,X,O
JOLTISZ,X,X,O,O,X,X,X,X,X,X
JOLTIZS,X,X,O,O,X,X,X,X,X,X
JOLTSIZ,X,X,O,O,X,X,X,X,X,X
JOLTSZI,X,X,O,O,X,X,X,X,X,X
JOLTZIS,X,X,O,O,X,X,X,X,X,X
JOLTZSI,X,X,O,O,X,X,X,X,X,X
JOLITSZ,X,X,O,O,X,X,X,X,X,X
JOLITZS,X,X,O,O,X,X,X,X,X,X
JOLISTZ,X,X,O,O,X,X,X,X,X,X
JOLISZT,X,X,O,O,O,X,X,X,X,X
JOLIZTS,X,X,O,O,X,X,X,X,X,X
JOLIZST,X,X,O,O,O,X,X,X,X,X
JOLSTIZ,X,X,O,O,X,X,X,X,X,X
JOLSTZI,X,X,O,O,X,X,X,X,X,X
JOLSITZ,X,X,O,O,X,X,X,X,X,X
JOLSIZT,X,X,O,O,O,X,X,X,X,X
JOLSZTI,X,X,O,O,O,X,X,X,X,X
JOLSZIT,X,X,O,O,O,X,X,X,X,X
JOLZTIS,X,X,O,O,X,X,X,X,X,X
JOLZTSI,X,X,O,O,X,X,X,X,X,X
JOLZITS,X,X,O,O,X,X,X,X,X,X
JOLZIST,X,X,O,O,O,X,X,X,X,X
JOLZSTI,X,X,O,O,O,X,X,X,X,X
JOLZSIT,X,X,O,O,O,X,X,X,X,X
JOSTILZ,X,X,O,O,X,X,X,X,X,X
JOSTIZL,X,X,O,X,O,X,X,O,X,X
JOSTLIZ,X,X,O,O,X,X,X,X,X,X
JOSTLZI,X,X,O,O,X,X,X,X,X,X
JOSTZIL,X,X,O,X,O,X,X,O,X,X
JOSTZLI,X,X,O,X,O,X,X,O,X,X
JOSITLZ,X,X,O,O,X,X,X,X,X,X
JOSITZL,X,X,O,X,O,X,X,O,X,O
JOSILTZ,X,X,O,O,X,X,X,X,X,X
JOSILZT,X,X,O,O,O,X,X,X,X,O
JOSIZTL,X,X,O,X,O,X,X,O,X,O
JOSIZLT,X,X,O,X,O,X,X,O,X,O
JOSLTIZ,X,X,O,O,X,X,X,X,X,X
JOSLTZI,X,X,O,O,X,X,X,X,X,X
JOSLITZ,X,X,O,O,X,X,X,X,X,X
JOSLIZT,X,X,O,O,O,X,X,X,X,X
JOSLZTI,X,X,O,O,O,X,X,X,X,X
JOSLZIT,X,X,O,O,O,X,X,X,X,X
JOSZTIL,X,X,O,X,O,X,X,O,X,X
JOSZTLI,X,X,O,X,O,X,X,O,X,X
JOSZITL,X,X,O,X,O,X,X,O,X,X
JOSZILT,X,X,O,X,O,X,X,O,X,X
JOSZLTI,X,X,O,X,O,X,X,X,X,X
JOSZLIT,X,X,O,X,O,X,X,O,X,X
