sequence,v115@zgA8IeA8IeA8EeC8AeB8BeI8BeE8JeR7IvhF3cB1iB?6jBzfBWmB0qB,v115@zgA8IeA8IeA8EeC8AeB8BeI8BeE8JeF7IvhF0cBxdB?flBGjBCmBzqB,v115@zgA8IeA8IeA8EeC8AeB8BeI8BeE8Jez6IvhFRcB1iB?6jBWmBUlBXrB,v115@zgA8IeA8IeA8EeC8AeB8BeI8BeE8JeqAJvhFxdBzfB?lhBGjBUlBXrB,v115@zgA8IeA8IeA8EeC8AeB8BeI8BeE8Jez6IvhF0dB6jB?lhBRlB+lBXrB,v115@zgA8IeA8IeA8EeC8AeB8BeI8BeE8Jez6IvhFxdBlhB?GjBUlBfrBCrB,v115@zgA8IeA8IeA8EeC8AeB8BeI8BeE8JeWAJvhF0dB6jB?lhBRlBTlBXrB,v115@zgA8IeA8IeA8EeC8AeB8BeI8BeE8Jez6IvhFFcBxdB?3hBGjBUlBqqB,v115@zgA8IeA8IeA8EeC8AeB8BeI8BeE8Jez6IvhFqgBxdB?lhBGjBUlBXrB,v115@zgA8IeA8IeA8EeC8AeB8BeI8BeE8Jeq/IvhFxdB0gB?lhBGjBTlBXrB,v115@zgA8IeA8IeA8EeC8AeB8BeI8BeE8Jeq/IvhFTbBXhB?xiBlhBGjB0qB
JTISZLO,O,O,O,X,X,X,O,O,X,X,X
JTISZOL,X,O,O,X,X,X,X,X,X,X,X
JTISOLZ,O,O,X,O,X,X,X,X,X,X,X
JTISOZL,O,O,X,X,X,X,X,X,X,X,X
JTIZLSO,O,O,O,X,O,X,O,O,O,O,X
JTIZLOS,X,X,O,O,O,X,O,O,O,O,X
JTIZSLO,O,O,O,X,X,O,O,O,X,X,X
JTIZSOL,X,O,O,X,X,O,X,X,X,X,X
JTIZOLS,X,X,O,O,O,X,O,O,X,X,X
JTIZOSL,X,X,O,X,X,O,X,X,X,X,X
JTIOLSZ,O,X,X,O,O,X,X,X,X,X,X
JTIOLZS,O,X,O,O,O,X,O,X,O,O,X
JTIOSLZ,O,X,X,O,X,X,X,X,X,X,X
JTIOSZL,O,X,X,X,X,X,X,X,X,X,X
JTIOZLS,O,X,O,O,O,X,O,X,X,X,X
JTIOZSL,O,X,O,X,X,X,X,X,X,X,X
JTLISZO,O,O,O,X,O,X,O,X,O,O,X
JTLISOZ,O,O,X,O,O,X,X,X,X,X,X
JTLIZSO,O,O,O,X,O,X,O,X,O,O,X
JTLIZOS,X,X,O,O,O,X,O,X,O,O,X
JTLIOSZ,O,X,X,O,O,X,X,X,X,X,X
JTLIOZS,O,X,O,O,O,X,O,X,O,O,X
JTLSIZO,O,O,O,X,X,X,X,X,O,O,X
JTLSIOZ,O,O,X,O,X,X,X,X,X,X,X
JTLSZIO,O,O,O,X,X,X,X,X,O,O,X
JTLSZOI,O,O,O,X,X,X,X,X,O,O,X
JTLSOIZ,O,O,X,O,X,X,X,X,X,X,X
JTLSOZI,O,O,X,O,X,X,X,X,X,X,X
JTLZISO,O,O,O,X,O,X,O,X,O,O,X
JTLZIOS,O,X,O,O,O,X,O,X,O,O,X
JTLZSIO,O,O,O,X,X,X,X,X,O,O,X
JTLZSOI,O,O,O,X,X,X,X,X,O,O,X
JTLZOIS,O,X,O,O,X,X,X,X,O,O,X
JTLZOSI,O,X,O,O,X,X,X,X,O,O,X
JTLOISZ,O,X,X,O,X,X,X,X,X,X,X
JTLOIZS,O,X,O,O,X,X,X,X,O,O,X
JTLOSIZ,O,X,X,O,X,X,X,X,X,X,X
JTLOSZI,O,X,X,O,X,X,X,X,X,X,X
JTLOZIS,O,X,O,O,X,X,X,X,O,O,X
JTLOZSI,O,X,O,O,X,X,X,X,O,O,X
JTSILZO,O,O,O,X,X,X,X,X,O,O,X
JTSILOZ,O,O,X,O,X,X,X,X,X,X,X
JTSIZLO,O,O,O,X,X,X,X,O,X,X,X
JTSIZOL,X,O,O,X,X,X,X,X,X,X,X
JTSIOLZ,O,O,X,O,X,X,X,X,X,X,X
JTSIOZL,O,O,X,X,X,X,X,X,X,X,X
JTSLIZO,O,O,O,X,X,X,X,X,O,O,X
JTSLIOZ,O,O,X,O,X,X,X,X,X,X,X
JTSLZIO,O,O,O,X,X,X,X,X,O,O,X
JTSLZOI,O,O,O,X,X,X,X,X,O,O,X
JTSLOIZ,O,O,X,O,X,X,X,X,X,X,X
JTSLOZI,O,O,X,O,X,X,X,X,X,X,X
JTSZILO,O,O,O,X,X,X,X,O,X,X,X
JTSZIOL,X,O,O,X,X,X,X,X,X,X,X
JTSZLIO,O,O,O,X,X,X,X,O,X,X,X
JTSZLOI,O,O,O,X,X,X,X,O,X,X,X
JTSZOIL,O,O,O,X,X,X,X,X,X,X,X
JTSZOLI,O,X,O,X,X,X,X,X,X,X,X
JTSOILZ,O,O,X,O,X,X,X,X,X,X,X
JTSOIZL,O,O,X,X,X,X,X,X,X,X,X
JTSOLIZ,O,O,X,O,X,X,X,X,X,X,X
JTSOLZI,O,O,X,O,X,X,X,X,X,X,X
JTSOZIL,O,O,X,X,X,X,X,X,X,X,X
JTSOZLI,O,X,X,X,X,X,X,X,X,X,X
JTZILSO,O,O,O,X,O,X,O,O,O,O,X
JTZILOS,O,X,O,O,O,X,O,O,O,O,X
JTZISLO,O,O,O,X,X,O,O,O,X,X,X
JTZISOL,O,O,O,X,X,O,X,X,X,X,X
JTZIOLS,O,X,O,O,O,X,O,O,X,X,X
JTZIOSL,O,X,O,X,X,O,X,X,X,X,X
JTZLISO,O,O,O,X,O,X,O,O,O,O,X
JTZLIOS,O,X,O,O,O,X,O,O,O,O,X
JTZLSIO,O,O,O,X,X,X,X,O,O,O,X
JTZLSOI,O,O,O,X,X,X,X,O,O,O,X
JTZLOIS,O,X,O,O,X,X,X,O,O,O,X
JTZLOSI,O,X,O,O,X,X,X,O,O,O,X
JTZSILO,O,O,O,X,X,O,X,O,X,X,X
JTZSIOL,O,O,O,X,X,O,X,X,X,X,X
JTZSLIO,O,O,O,X,X,O,X,O,X,X,X
JTZSLOI,O,O,O,X,X,O,X,O,X,X,X
JTZSOIL,O,O,O,X,X,O,X,X,X,X,X
JTZSOLI,O,X,O,X,X,O,X,X,X,X,X
JTZOILS,O,X,O,O,X,X,X,O,X,X,X
JTZOISL,O,X,O,X,X,O,X,X,X,X,X
JTZOLIS,O,X,O,O,X,X,X,O,X,X,X
JTZOLSI,O,X,O,O,X,X,X,O,X,X,X
JTZOSIL,O,X,O,X,X,O,X,X,X,X,X
JTZOSLI,O,X,O,X,X,O,X,X,X,X,X
JTOILSZ,O,X,X,O,X,X,X,X,X,X,X
JTOILZS,O,X,O,O,X,X,X,X,O,O,X
JTOISLZ,O,X,X,O,X,X,X,X,X,X,X
JTOISZL,O,X,X,X,X,X,X,X,X,X,X
JTOIZLS,O,X,O,O,X,X,X,X,X,X,X
JTOIZSL,O,X,O,X,X,X,X,X,X,X,X
JTOLISZ,O,X,X,O,X,X,X,X,X,X,X
JTOLIZS,O,X,O,O,X,X,X,X,O,O,X
JTOLSIZ,O,X,X,O,X,X,X,X,X,X,X
JTOLSZI,O,X,X,O,X,X,X,X,X,X,X
JTOLZIS,O,X,O,O,X,X,X,X,O,O,X
JTOLZSI,O,X,O,O,X,X,X,X,O,O,X
JTOSILZ,O,X,X,O,X,X,X,X,X,X,X
JTOSIZL,O,X,X,X,X,X,X,X,X,X,X
JTOSLIZ,O,X,X,O,X,X,X,X,X,X,X
JTOSLZI,O,X,X,O,X,X,X,X,X,X,X
JTOSZIL,O,X,X,X,X,X,X,X,X,X,X
JTOSZLI,O,X,X,X,X,X,X,X,X,X,X
JTOZILS,O,X,O,O,X,X,X,X,X,X,X
JTOZISL,O,X,O,X,X,X,X,X,X,X,X
JTOZLIS,O,X,O,O,X,X,X,X,X,X,X
JTOZLSI,O,X,O,O,X,X,X,X,X,X,X
JTOZSIL,O,X,O,X,X,X,X,X,X,X,X
JTOZSLI,O,X,O,X,X,X,X,X,X,X,X
JITLSZO,O,O,O,X,O,X,O,X,O,O,X
JITLSOZ,O,O,X,O,O,X,X,X,X,X,X
JITLZSO,O,O,O,X,O,X,O,X,O,O,X
JITLZOS,X,X,O,O,O,X,O,X,O,O,X
JITLOSZ,O,X,X,O,O,X,X,X,X,X,X
JITLOZS,O,X,O,O,O,X,O,X,O,O,X
JITSLZO,O,O,O,X,X,X,O,X,O,O,X
JITSLOZ,O,O,X,O,X,X,X,X,X,X,X
JITSZLO,O,O,O,X,X,X,O,O,X,X,X
JITSZOL,X,O,O,X,X,X,X,X,X,X,X
JITSOLZ,O,O,X,O,X,X,X,X,X,X,X
JITSOZL,O,O,X,X,X,X,X,X,X,X,X
JITZLSO,O,O,O,X,O,X,O,O,O,O,X
JITZLOS,X,X,O,O,O,X,O,O,O,O,X
JITZSLO,O,O,O,X,X,O,O,O,X,X,X
JITZSOL,X,O,O,X,X,O,X,X,X,X,X
JITZOLS,X,X,O,O,O,X,O,O,X,X,X
JITZOSL,X,X,O,X,X,O,X,X,X,X,X
JITOLSZ,O,X,X,O,O,X,X,X,X,X,X
JITOLZS,O,X,O,O,O,X,O,X,O,O,X
JITOSLZ,O,X,X,O,X,X,X,X,X,X,X
JITOSZL,O,X,X,X,X,X,X,X,X,X,X
JITOZLS,O,X,O,O,O,X,O,X,X,X,X
JITOZSL,O,X,O,X,X,X,X,X,X,X,X
JILTSZO,O,O,O,X,O,X,O,X,O,O,X
JILTSOZ,O,O,X,O,O,X,X,X,X,X,X
JILTZSO,O,O,O,X,O,X,O,X,O,O,X
JILTZOS,X,X,O,O,O,X,O,X,O,O,X
JILTOSZ,O,X,X,O,O,X,X,X,X,X,X
JILTOZS,O,X,O,O,O,X,O,X,O,O,X
JILSTZO,O,O,X,X,X,X,O,X,O,O,X
JILSTOZ,O,O,X,O,X,X,X,X,X,X,X
JILSZTO,X,O,X,X,X,X,O,O,O,O,X
JILSZOT,X,O,X,X,X,X,X,O,O,X,X
JILSOTZ,X,O,X,O,X,X,X,X,X,X,O
JILSOZT,X,O,X,X,X,X,X,X,X,X,O
JILZTSO,O,O,O,X,O,X,O,O,O,O,X
JILZTOS,X,X,O,O,O,X,O,O,O,O,X
JILZSTO,X,O,X,X,X,O,O,O,O,O,X
JILZSOT,X,O,X,X,X,O,X,O,O,X,O
JILZOTS,X,X,O,O,O,X,O,O,O,O,X
JILZOST,X,O,X,X,X,O,X,O,O,X,O
JILOTSZ,O,X,X,O,O,X,X,X,X,X,X
JILOTZS,O,X,X,O,O,X,O,X,O,O,X
JILOSTZ,O,O,X,O,X,X,X,X,X,X,O
JILOSZT,X,O,X,X,X,X,X,X,X,X,O
JILOZTS,O,X,X,O,O,X,O,X,O,O,X
JILOZST,X,O,X,X,X,X,X,X,O,X,X
JISTLZO,O,O,O,X,X,X,O,X,O,O,X
JISTLOZ,O,O,X,O,X,X,X,X,X,X,X
JISTZLO,O,O,O,X,X,X,O,O,X,X,X
JISTZOL,X,O,O,X,X,X,X,X,X,X,X
JISTOLZ,O,O,X,O,X,X,X,X,X,X,X
JISTOZL,O,O,X,X,X,X,X,X,X,X,X
JISLTZO,O,O,X,X,X,X,O,X,O,O,X
JISLTOZ,O,O,X,O,X,X,X,X,X,X,X
JISLZTO,X,O,X,X,X,X,O,O,O,O,X
JISLZOT,X,O,X,X,X,X,X,O,O,X,X
JISLOTZ,X,O,X,O,X,X,X,X,X,X,O
JISLOZT,X,O,X,X,X,X,X,X,X,X,O
JISZTLO,O,O,O,X,X,O,O,O,X,X,X
JISZTOL,X,O,O,X,X,O,X,X,X,X,X
JISZLTO,X,O,X,X,X,O,O,O,X,X,X
JISZLOT,X,O,X,X,X,O,X,O,X,X,X
JISZOTL,X,O,O,X,X,O,X,X,X,X,X
JISZOLT,X,O,X,X,X,O,X,O,X,X,X
JISOTLZ,O,O,X,O,X,X,X,X,X,X,X
JISOTZL,O,O,X,X,X,X,X,X,X,X,X
JISOLTZ,O,O,X,O,X,X,X,X,X,X,X
JISOLZT,X,O,X,X,X,X,X,X,X,X,X
JISOZTL,O,O,X,X,X,X,X,X,X,X,X
JISOZLT,X,O,X,X,X,X,X,O,X,X,X
JIZTLSO,O,O,O,X,O,X,O,O,O,O,X
JIZTLOS,X,X,O,O,O,X,O,O,O,O,X
JIZTSLO,O,O,O,X,X,O,O,O,X,X,X
JIZTSOL,X,O,O,X,X,O,X,X,X,X,X
JIZTOLS,X,X,O,O,O,X,O,O,X,X,X
JIZTOSL,X,X,O,X,X,O,X,X,X,X,X
JIZLTSO,O,O,O,X,O,X,O,O,O,O,X
JIZLTOS,X,X,O,O,O,X,O,O,O,O,X
JIZLSTO,X,O,X,X,X,O,O,O,O,O,X
JIZLSOT,X,O,X,X,X,O,X,O,O,X,O
JIZLOTS,X,X,O,O,O,X,O,O,O,O,X
JIZLOST,X,O,X,X,X,O,X,O,O,X,O
JIZSTLO,O,O,O,X,X,O,O,O,X,X,X
JIZSTOL,X,O,O,X,X,O,X,X,X,X,X
JIZSLTO,X,O,X,X,X,O,O,O,X,X,X
JIZSLOT,X,O,X,X,X,O,X,O,X,X,O
JIZSOTL,X,O,O,X,X,O,X,X,X,X,X
JIZSOLT,X,O,X,X,X,O,X,O,X,X,X
JIZOTLS,X,X,O,O,O,X,O,O,X,X,X
JIZOTSL,X,X,O,X,X,O,X,X,X,X,X
JIZOLTS,X,X,O,O,O,X,O,O,X,X,X
JIZOLST,X,O,X,X,X,O,X,O,X,X,X
JIZOSTL,X,O,O,X,X,O,X,X,X,X,X
JIZOSLT,X,O,X,X,X,O,X,O,X,X,X
JIOTLSZ,O,X,X,O,O,X,X,X,X,X,X
JIOTLZS,O,X,O,O,O,X,O,X,O,O,X
JIOTSLZ,O,X,X,O,X,X,X,X,X,X,X
JIOTSZL,O,X,X,X,X,X,X,X,X,X,X
JIOTZLS,O,X,O,O,O,X,O,X,X,X,X
JIOTZSL,O,X,O,X,X,X,X,X,X,X,X
JIOLTSZ,O,X,X,O,O,X,X,X,X,X,X
JIOLTZS,O,X,X,O,O,X,O,X,O,O,X
JIOLSTZ,O,O,X,O,X,X,X,X,X,X,X
JIOLSZT,X,O,X,X,X,X,X,X,X,X,X
JIOLZTS,O,X,X,O,O,X,O,X,O,O,X
JIOLZST,X,O,X,X,X,X,X,X,O,X,X
JIOSTLZ,O,O,X,O,X,X,X,X,X,X,X
JIOSTZL,O,O,X,X,X,X,X,X,X,X,X
JIOSLTZ,O,O,X,O,X,X,X,X,X,X,X
JIOSLZT,X,O,X,X,X,X,X,X,X,X,X
JIOSZTL,O,O,X,X,X,X,X,X,X,X,X
JIOSZLT,X,O,X,X,X,X,X,O,X,X,X
JIOZTLS,O,X,O,O,O,X,O,O,X,X,X
JIOZTSL,O,X,O,X,X,O,X,X,X,X,X
JIOZLTS,O,X,O,O,O,X,O,O,X,X,X
JIOZLST,X,O,X,X,X,O,X,O,X,X,X
JIOZSTL,O,O,O,X,X,O,X,X,X,X,X
JIOZSLT,X,O,X,X,X,O,X,O,X,X,X
JLTISZO,O,O,O,X,O,X,O,X,O,O,X
JLTISOZ,O,O,X,O,O,X,X,X,X,X,X
JLTIZSO,O,O,O,X,O,X,O,X,O,O,X
JLTIZOS,X,X,O,O,O,X,O,X,O,O,X
JLTIOSZ,O,X,X,O,O,X,X,X,X,X,X
JLTIOZS,O,X,O,O,O,X,O,X,O,O,X
JLTSIZO,O,O,O,X,X,X,X,X,O,O,X
JLTSIOZ,O,O,X,O,X,X,X,X,X,X,X
JLTSZIO,O,O,O,X,X,X,X,X,O,O,X
JLTSZOI,O,O,O,X,X,X,X,X,O,O,X
JLTSOIZ,O,O,X,O,X,X,X,X,X,X,X
JLTSOZI,O,O,X,O,X,X,X,X,X,X,X
JLTZISO,O,O,O,X,O,X,O,X,O,O,X
JLTZIOS,O,X,O,O,O,X,O,X,O,O,X
JLTZSIO,O,O,O,X,X,X,X,X,O,O,X
JLTZSOI,O,O,O,X,X,X,X,X,O,O,X
JLTZOIS,O,X,O,O,X,X,X,X,O,O,X
JLTZOSI,O,X,O,O,X,X,X,X,O,O,X
JLTOISZ,O,X,X,O,X,X,X,X,X,X,X
JLTOIZS,O,X,O,O,X,X,X,X,O,O,X
JLTOSIZ,O,X,X,O,X,X,X,X,X,X,X
JLTOSZI,O,X,X,O,X,X,X,X,X,X,X
JLTOZIS,O,X,O,O,X,X,X,X,O,O,X
JLTOZSI,O,X,O,O,X,X,X,X,O,O,X
JLITSZO,O,O,O,X,O,X,O,X,O,O,X
JLITSOZ,O,O,X,O,O,X,X,X,X,X,X
JLITZSO,O,O,O,X,O,X,O,X,O,O,X
JLITZOS,X,X,O,O,O,X,O,X,O,O,X
JLITOSZ,O,X,X,O,O,X,X,X,X,X,X
JLITOZS,O,X,O,O,O,X,O,X,O,O,X
JLISTZO,O,O,X,X,X,X,O,X,O,O,X
JLISTOZ,O,O,X,O,X,X,X,X,X,X,X
JLISZTO,X,O,X,X,X,X,O,O,O,O,X
JLISZOT,X,O,X,X,X,X,X,O,O,X,X
JLISOTZ,X,O,X,O,X,X,X,X,X,X,O
JLISOZT,X,O,X,X,X,X,X,X,X,X,O
JLIZTSO,O,O,O,X,O,X,O,O,O,O,X
JLIZTOS,X,X,O,O,O,X,O,O,O,O,X
JLIZSTO,X,O,X,X,X,O,O,O,O,O,X
JLIZSOT,X,O,X,X,X,O,X,O,O,X,O
JLIZOTS,X,X,O,O,O,X,O,O,O,O,X
JLIZOST,X,O,X,X,X,O,X,O,O,X,O
JLIOTSZ,O,X,X,O,O,X,X,X,X,X,X
JLIOTZS,O,X,X,O,O,X,O,X,O,O,X
JLIOSTZ,O,O,X,O,X,X,X,X,X,X,O
JLIOSZT,X,O,X,X,X,X,X,X,X,X,O
JLIOZTS,O,X,X,O,O,X,O,X,O,O,X
JLIOZST,X,O,X,X,X,X,X,X,O,X,X
JLSTIZO,O,O,O,X,X,X,X,X,O,O,X
JLSTIOZ,O,O,X,O,X,X,X,X,X,X,X
JLSTZIO,O,O,O,X,X,X,X,X,O,O,X
JLSTZOI,O,O,O,X,X,X,X,X,O,O,X
JLSTOIZ,O,O,X,O,X,X,X,X,X,X,X
JLSTOZI,O,O,X,O,X,X,X,X,X,X,X
JLSITZO,O,O,X,X,X,X,X,X,O,O,X
JLSITOZ,O,O,X,O,X,X,X,X,X,X,X
JLSIZTO,X,O,X,X,X,X,X,O,O,O,X
JLSIZOT,X,O,X,X,X,X,X,O,O,X,X
JLSIOTZ,X,O,X,O,X,X,X,X,X,X,O
JLSIOZT,X,O,X,X,X,X,X,X,X,X,O
JLSZTIO,X,O,O,X,X,X,X,O,O,O,X
JLSZTOI,X,O,O,X,X,X,X,O,O,O,X
JLSZITO,X,O,X,X,X,X,X,O,O,O,X
JLSZIOT,X,O,X,X,X,X,X,O,O,X,X
JLSZOTI,X,O,O,X,X,X,X,O,O,X,X
JLSZOIT,X,O,X,X,X,X,X,O,O,X,X
JLSOTIZ,O,O,X,O,X,X,X,X,X,X,X
JLSOTZI,O,O,X,O,X,X,X,X,X,X,X
JLSOITZ,O,O,X,O,X,X,X,X,X,X,O
JLSOIZT,X,O,X,X,X,X,X,X,X,X,O
JLSOZTI,X,O,X,X,X,X,X,X,X,X,X
JLSOZIT,X,O,X,X,X,X,X,X,X,X,X
JLZTISO,O,O,O,X,O,X,O,O,O,O,X
JLZTIOS,O,X,O,O,O,X,O,O,O,O,X
JLZTSIO,O,O,O,X,X,X,X,O,O,O,X
JLZTSOI,O,O,O,X,X,X,X,O,O,O,X
JLZTOIS,O,X,O,O,X,X,X,O,O,O,X
JLZTOSI,O,X,O,O,X,X,X,O,O,O,X
JLZITSO,O,O,O,X,O,X,O,O,O,O,X
JLZITOS,O,X,O,O,O,X,O,O,O,O,X
JLZISTO,O,O,X,X,X,O,O,O,O,O,X
JLZISOT,X,O,X,X,X,O,X,O,O,X,O
JLZIOTS,O,X,O,O,O,X,O,O,O,O,X
JLZIOST,O,O,X,X,X,O,X,O,O,X,O
JLZSTIO,O,O,O,X,X,O,X,O,O,O,X
JLZSTOI,O,O,O,X,X,O,X,O,O,O,X
JLZSITO,O,O,X,X,X,O,X,O,O,O,X
JLZSIOT,X,O,X,X,X,O,X,O,O,X,O
JLZSOTI,O,O,O,X,X,O,X,O,O,X,X
JLZSOIT,O,O,X,X,X,O,X,O,O,X,O
JLZOTIS,O,X,O,O,X,X,X,O,O,O,X
JLZOTSI,O,X,O,O,X,X,X,O,O,O,X
JLZOITS,O,X,O,O,X,X,X,O,O,O,X
JLZOIST,O,O,X,X,X,O,X,O,O,X,O
JLZOSTI,O,O,O,X,X,O,X,O,O,X,X
JLZOSIT,O,O,X,X,X,O,X,O,O,X,O
JLOTISZ,O,X,X,O,X,X,X,X,X,X,X
JLOTIZS,O,X,O,O,X,X,X,X,O,O,X
JLOTSIZ,O,X,X,O,X,X,X,X,X,X,X
JLOTSZI,O,X,X,O,X,X,X,X,X,X,X
JLOTZIS,O,X,O,O,X,X,X,X,O,O,X
JLOTZSI,O,X,O,O,X,X,X,X,O,O,X
JLOITSZ,O,X,X,O,X,X,X,X,X,X,X
JLOITZS,O,X,X,O,X,X,X,X,O,O,X
JLOISTZ,O,O,X,O,X,X,X,X,X,X,O
JLOISZT,X,O,X,X,X,X,X,X,X,X,O
JLOIZTS,O,X,X,O,X,X,X,X,O,O,X
JLOIZST,O,O,X,X,X,X,X,X,O,X,X
JLOSTIZ,O,O,X,O,X,X,X,X,X,X,X
JLOSTZI,O,O,X,O,X,X,X,X,X,X,X
JLOSITZ,O,O,X,O,X,X,X,X,X,X,O
JLOSIZT,X,O,X,X,X,X,X,X,X,X,O
JLOSZTI,X,O,X,X,X,X,X,X,X,X,X
JLOSZIT,X,O,X,X,X,X,X,X,X,X,X
JLOZTIS,O,X,O,O,X,X,X,X,O,O,X
JLOZTSI,O,X,O,O,X,X,X,X,O,O,X
JLOZITS,O,X,O,O,X,X,X,X,O,O,X
JLOZIST,O,O,X,X,X,X,X,X,O,X,X
JLOZSTI,O,O,O,X,X,X,X,X,O,X,X
JLOZSIT,O,O,X,X,X,X,X,X,O,X,X
JSTILZO,O,O,O,X,X,X,X,X,O,O,X
JSTILOZ,O,O,X,O,X,X,X,X,X,X,X
JSTIZLO,O,O,O,X,X,X,X,O,X,X,X
JSTIZOL,X,O,O,X,X,X,X,X,X,X,X
JSTIOLZ,O,O,X,O,X,X,X,X,X,X,X
JSTIOZL,O,O,X,X,X,X,X,X,X,X,X
JSTLIZO,O,O,O,X,X,X,X,X,O,O,X
JSTLIOZ,O,O,X,O,X,X,X,X,X,X,X
JSTLZIO,O,O,O,X,X,X,X,X,O,O,X
JSTLZOI,O,O,O,X,X,X,X,X,O,O,X
JSTLOIZ,O,O,X,O,X,X,X,X,X,X,X
JSTLOZI,O,O,X,O,X,X,X,X,X,X,X
JSTZILO,O,O,O,X,X,X,X,O,X,X,X
JSTZIOL,X,O,O,X,X,X,X,X,X,X,X
JSTZLIO,O,O,O,X,X,X,X,O,X,X,X
JSTZLOI,O,O,O,X,X,X,X,O,X,X,X
JSTZOIL,O,O,O,X,X,X,X,X,X,X,X
JSTZOLI,O,X,O,X,X,X,X,X,X,X,X
JSTOILZ,O,O,X,O,X,X,X,X,X,X,X
JSTOIZL,O,O,X,X,X,X,X,X,X,X,X
JSTOLIZ,O,O,X,O,X,X,X,X,X,X,X
JSTOLZI,O,O,X,O,X,X,X,X,X,X,X
JSTOZIL,O,O,X,X,X,X,X,X,X,X,X
JSTOZLI,O,X,X,X,X,X,X,X,X,X,X
JSITLZO,O,O,O,X,X,X,X,X,O,O,X
JSITLOZ,O,O,X,O,X,X,X,X,X,X,X
JSITZLO,O,O,O,X,X,X,X,O,X,X,X
JSITZOL,X,O,O,X,X,X,X,X,X,X,X
JSITOLZ,O,O,X,O,X,X,X,X,X,X,X
JSITOZL,O,O,X,X,X,X,X,X,X,X,X
JSILTZO,O,O,X,X,X,X,X,X,O,O,X
JSILTOZ,O,O,X,O,X,X,X,X,X,X,X
JSILZTO,X,O,X,X,X,X,X,O,O,O,X
JSILZOT,X,O,X,X,X,X,X,O,O,X,X
JSILOTZ,X,O,X,O,X,X,X,X,X,X,O
JSILOZT,X,O,X,X,X,X,X,X,X,X,O
JSIZTLO,O,O,O,X,X,O,X,O,X,X,X
JSIZTOL,X,O,O,X,X,O,X,X,X,X,X
JSIZLTO,X,O,X,X,X,O,X,O,X,X,X
JSIZLOT,X,O,X,X,X,O,X,O,X,X,X
JSIZOTL,X,O,O,X,X,O,X,X,X,X,X
JSIZOLT,X,O,X,X,X,O,X,O,X,X,X
JSIOTLZ,O,O,X,O,X,X,X,X,X,X,X
JSIOTZL,O,O,X,X,X,X,X,X,X,X,X
JSIOLTZ,O,O,X,O,X,X,X,X,X,X,X
JSIOLZT,X,O,X,X,X,X,X,X,X,X,X
JSIOZTL,O,O,X,X,X,X,X,X,X,X,X
JSIOZLT,X,O,X,X,X,X,X,O,X,X,X
JSLTIZO,O,O,O,X,X,X,X,X,O,O,X
JSLTIOZ,O,O,X,O,X,X,X,X,X,X,X
JSLTZIO,O,O,O,X,X,X,X,X,O,O,X
JSLTZOI,O,O,O,X,X,X,X,X,O,O,X
JSLTOIZ,O,O,X,O,X,X,X,X,X,X,X
JSLTOZI,O,O,X,O,X,X,X,X,X,X,X
JSLITZO,O,O,X,X,X,X,X,X,O,O,X
JSLITOZ,O,O,X,O,X,X,X,X,X,X,X
JSLIZTO,X,O,X,X,X,X,X,O,O,O,X
JSLIZOT,X,O,X,X,X,X,X,O,O,X,X
JSLIOTZ,X,O,X,O,X,X,X,X,X,X,O
JSLIOZT,X,O,X,X,X,X,X,X,X,X,O
JSLZTIO,X,O,O,X,X,X,X,O,O,O,X
JSLZTOI,X,O,O,X,X,X,X,O,O,O,X
JSLZITO,X,O,X,X,X,X,X,O,O,O,X
JSLZIOT,X,O,X,X,X,X,X,O,O,X,X
JSLZOTI,X,O,O,X,X,X,X,O,O,X,X
JSLZOIT,X,O,X,X,X,X,X,O,O,X,X
JSLOTIZ,O,O,X,O,X,X,X,X,X,X,X
JSLOTZI,O,O,X,O,X,X,X,X,X,X,X
JSLOITZ,O,O,X,O,X,X,X,X,X,X,O
JSLOIZT,X,O,X,X,X,X,X,X,X,X,O
JSLOZTI,X,O,X,X,X,X,X,X,X,X,X
JSLOZIT,X,O,X,X,X,X,X,X,X,X,X
JSZTILO,O,O,O,X,X,O,X,O,X,X,X
JSZTIOL,X,O,O,X,X,O,X,X,X,X,X
JSZTLIO,O,O,O,X,X,O,X,O,X,X,X
JSZTLOI,O,O,O,X,X,O,X,O,X,X,X
JSZTOIL,O,O,O,X,X,O,X,X,X,X,X
JSZTOLI,O,X,O,X,X,O,X,X,X,X,X
JSZITLO,O,O,O,X,X,O,X,O,X,X,X
JSZITOL,X,O,O,X,X,O,X,X,X,X,X
JSZILTO,X,O,X,X,X,O,X,O,X,X,X
JSZILOT,X,O,X,X,X,O,X,O,X,X,X
JSZIOTL,X,O,O,X,X,O,X,X,X,X,X
JSZIOLT,X,O,X,X,X,O,X,O,X,X,X
JSZLTIO,X,O,O,X,X,O,X,O,X,X,X
JSZLTOI,X,O,O,X,X,O,X,O,X,X,X
JSZLITO,X,O,X,X,X,O,X,O,X,X,X
JSZLIOT,X,O,X,X,X,O,X,O,X,X,X
JSZLOTI,X,O,O,X,X,O,X,O,X,X,X
JSZLOIT,X,O,X,X,X,O,X,O,X,X,X
JSZOTIL,O,O,O,X,X,O,X,X,X,X,X
JSZOTLI,O,X,O,X,X,O,X,X,X,X,X
JSZOITL,O,O,O,X,X,O,X,X,X,X,X
JSZOILT,X,O,X,X,X,O,X,O,X,X,X
JSZOLTI,X,O,O,X,X,O,X,O,X,X,X
