sequence,v115@9gC8GeD8EeE8DeI8BeA8Jex6IvhFXcBTeBCiB2rBln?B0sB,v115@9gC8GeD8EeE8DeI8BeA8Jex6IvhFmcBqiBTeBFhB3m?B0sB,v115@9gC8GeD8EeE8DeI8BeA8Jex6IvhFXcB8hBSjB2rBln?BzsB,v115@9gC8GeD8EeE8DeI8BeA8Jex6IvhFXcBcjBTmB6sBFn?BmsB,v115@9gC8GeD8EeE8DeI8BeA8Jex6IvhFTeBFhB0iB3mBmm?BqsB,v115@9gC8GeD8EeE8DeI8BeA8Jex6IvhFeiBCeBFhBXjBTm?B0sB,v115@9gC8GeD8EeE8DeI8BeA8Jex6IvhFcjBFhB6nB3mBmm?BzsB
SITOJLZ,O,O,X,X,X,X,X
SITOJZL,O,O,X,X,X,X,X
SITOZLJ,X,O,X,O,O,X,O
SITOZJL,X,O,X,X,O,X,X
SILTJZO,X,O,O,X,X,X,O
SILTJOZ,X,O,X,X,X,X,X
SILTZJO,X,O,X,X,X,X,O
SILTZOJ,X,O,X,X,O,X,O
SILTOJZ,X,O,X,X,X,X,X
SILTOZJ,X,O,X,X,X,X,O
SILJTZO,O,O,O,X,X,X,O
SILJTOZ,O,O,X,X,X,X,X
SILJZTO,X,O,O,X,X,X,O
SILJZOT,O,O,O,X,X,X,X
SILJOTZ,O,O,X,X,X,X,X
SILJOZT,O,O,O,X,X,X,X
SILZTJO,X,O,X,X,X,X,O
SILZTOJ,X,O,X,X,O,X,O
SILZJTO,X,O,O,X,X,X,O
SILZJOT,X,O,O,X,X,X,X
SILZOTJ,X,O,X,O,O,X,O
SILZOJT,X,O,X,O,X,X,X
SILOTJZ,X,O,X,X,X,X,X
SILOTZJ,X,O,X,O,X,X,O
SILOJTZ,O,O,X,X,X,X,X
SILOJZT,O,O,O,O,X,X,X
SILOZTJ,X,O,X,O,X,X,O
SILOZJT,X,O,X,O,X,X,X
SIJTLZO,O,O,O,X,X,X,O
SIJTLOZ,O,O,X,X,X,X,X
SIJTZLO,O,O,O,X,X,X,O
SIJTZOL,O,O,O,X,O,X,X
SIJTOLZ,O,O,X,X,X,X,X
SIJTOZL,O,O,X,X,X,X,X
SIJLTZO,O,O,O,X,X,X,O
SIJLTOZ,O,O,X,X,X,X,X
SIJLZTO,X,O,O,X,X,X,O
SIJLZOT,O,O,O,X,X,X,X
SIJLOTZ,O,O,X,X,X,X,X
SIJLOZT,O,O,O,X,X,X,X
SIJZTLO,O,O,O,X,X,X,O
SIJZTOL,O,O,O,X,O,X,X
SIJZLTO,X,O,O,X,X,X,O
SIJZLOT,O,O,O,X,X,X,X
SIJZOTL,O,O,O,X,O,X,X
SIJZOLT,O,O,O,O,X,X,X
SIJOTLZ,O,O,X,X,X,X,X
SIJOTZL,O,X,X,X,X,X,X
SIJOLTZ,O,O,X,X,X,X,X
SIJOLZT,O,O,O,O,X,X,X
SIJOZTL,O,X,O,X,X,X,X
SIJOZLT,O,O,O,O,X,X,X
SIZTLJO,X,O,X,X,X,O,O
SIZTLOJ,X,O,X,X,O,X,O
SIZTJLO,X,O,X,X,X,O,O
SIZTJOL,X,O,X,X,O,O,X
SIZTOLJ,X,O,X,O,O,X,O
SIZTOJL,X,O,X,X,O,O,X
SIZLTJO,X,O,X,X,X,O,O
SIZLTOJ,X,O,X,X,O,X,O
SIZLJTO,X,O,O,X,X,O,O
SIZLJOT,X,O,O,X,X,O,X
SIZLOTJ,X,O,X,O,O,X,O
SIZLOJT,X,O,X,O,X,O,X
SIZJTLO,O,O,O,X,X,O,O
SIZJTOL,O,O,O,X,O,O,X
SIZJLTO,X,O,O,X,X,O,O
SIZJLOT,O,O,O,X,X,O,X
SIZJOTL,O,O,O,X,O,O,X
SIZJOLT,O,O,O,O,X,O,X
SIZOTLJ,X,O,X,O,O,X,O
SIZOTJL,X,O,X,X,O,O,X
SIZOLTJ,X,O,X,O,O,X,O
SIZOLJT,X,O,X,O,X,O,X
SIZOJTL,O,O,X,X,O,O,X
SIZOJLT,O,O,X,O,X,O,X
SIOTLJZ,X,O,X,X,X,X,X
SIOTLZJ,X,O,X,O,X,X,O
SIOTJLZ,O,O,X,X,X,X,X
SIOTJZL,O,O,X,X,X,X,X
SIOTZLJ,X,O,X,O,O,X,O
SIOTZJL,X,O,X,X,O,X,X
SIOLTJZ,X,O,X,X,X,X,X
SIOLTZJ,X,O,X,O,X,X,O
SIOLJTZ,O,O,X,X,X,X,X
SIOLJZT,O,O,O,O,X,X,X
SIOLZTJ,X,O,X,O,X,X,O
SIOLZJT,X,O,X,O,X,X,X
SIOJTLZ,O,O,X,X,X,X,X
SIOJTZL,O,X,X,X,X,X,X
SIOJLTZ,O,O,X,X,X,X,X
SIOJLZT,O,O,O,O,X,X,X
SIOJZTL,O,X,O,X,X,X,X
SIOJZLT,O,O,O,O,X,X,X
SIOZTLJ,X,O,X,O,O,X,O
SIOZTJL,X,O,X,X,O,X,X
SIOZLTJ,X,O,X,O,O,X,O
SIOZLJT,X,O,X,O,X,X,X
SIOZJTL,O,O,X,X,O,X,X
SIOZJLT,O,O,X,O,X,X,X
SLTIJZO,X,O,O,X,X,X,O
SLTIJOZ,X,O,X,X,X,X,X
SLTIZJO,X,O,X,X,X,X,O
SLTIZOJ,X,O,X,X,O,X,O
SLTIOJZ,X,O,X,X,X,X,X
SLTIOZJ,X,O,X,X,X,X,O
SLTJIZO,X,O,O,X,X,X,O
SLTJIOZ,X,O,X,X,X,X,X
SLTJZIO,X,O,O,X,X,X,O
SLTJZOI,X,O,O,X,X,X,O
SLTJOIZ,X,O,X,X,X,X,X
SLTJOZI,X,O,X,X,X,X,X
SLTZIJO,X,O,X,X,X,X,O
SLTZIOJ,X,O,X,X,O,X,O
SLTZJIO,X,O,X,X,X,X,O
SLTZJOI,X,O,X,X,X,X,O
SLTZOIJ,X,O,X,X,O,X,O
SLTZOJI,X,O,X,X,O,X,O
SLTOIJZ,X,O,X,X,X,X,X
SLTOIZJ,X,O,X,X,X,X,O
SLTOJIZ,X,O,X,X,X,X,X
SLTOJZI,X,O,X,X,X,X,X
SLTOZIJ,X,O,X,X,X,X,O
SLTOZJI,X,O,X,X,X,X,O
SLITJZO,X,O,O,X,X,X,O
SLITJOZ,X,O,X,X,X,X,X
SLITZJO,X,O,X,X,X,X,O
SLITZOJ,X,O,X,X,O,X,O
SLITOJZ,X,O,X,X,X,X,X
SLITOZJ,X,O,X,X,X,X,O
SLIJTZO,O,O,O,X,X,X,O
SLIJTOZ,O,O,X,X,X,X,X
SLIJZTO,X,O,O,X,X,X,O
SLIJZOT,O,O,O,X,X,X,X
SLIJOTZ,O,O,X,X,X,X,X
SLIJOZT,O,O,O,X,X,X,X
SLIZTJO,X,O,X,X,X,X,O
SLIZTOJ,X,O,X,X,O,X,O
SLIZJTO,X,O,O,X,X,X,O
SLIZJOT,X,O,O,X,X,X,X
SLIZOTJ,X,O,X,O,O,X,O
SLIZOJT,X,O,X,O,X,X,X
SLIOTJZ,X,O,X,X,X,X,X
SLIOTZJ,X,O,X,O,X,X,O
SLIOJTZ,O,O,X,X,X,X,X
SLIOJZT,O,O,O,O,X,X,X
SLIOZTJ,X,O,X,O,X,X,O
SLIOZJT,X,O,X,O,X,X,X
SLJTIZO,O,O,O,X,X,X,O
SLJTIOZ,O,O,X,X,X,X,X
SLJTZIO,O,O,O,X,X,X,O
SLJTZOI,O,O,O,X,X,X,O
SLJTOIZ,O,O,X,X,X,X,X
SLJTOZI,O,O,X,X,X,X,X
SLJITZO,O,O,O,X,X,X,O
SLJITOZ,O,O,X,X,X,X,X
SLJIZTO,X,O,O,X,X,X,O
SLJIZOT,O,O,O,X,X,X,X
SLJIOTZ,O,O,X,X,X,X,X
SLJIOZT,O,O,O,X,X,X,X
SLJZTIO,X,O,O,X,X,X,O
SLJZTOI,X,O,O,X,X,X,O
SLJZITO,X,O,O,X,X,X,O
SLJZIOT,O,O,O,X,X,X,X
SLJZOTI,O,O,O,X,X,X,X
SLJZOIT,O,O,O,X,X,X,X
SLJOTIZ,O,O,X,X,X,X,X
SLJOTZI,O,O,X,X,X,X,X
SLJOITZ,O,O,X,X,X,X,X
SLJOIZT,O,O,O,X,X,X,X
SLJOZTI,O,X,O,X,X,X,X
SLJOZIT,O,O,O,X,X,X,X
SLZTIJO,X,O,X,X,X,X,O
SLZTIOJ,X,O,X,X,O,X,O
SLZTJIO,X,O,X,X,X,X,O
SLZTJOI,X,O,X,X,X,X,O
SLZTOIJ,X,O,X,X,O,X,O
SLZTOJI,X,O,X,X,O,X,O
SLZITJO,X,O,X,X,X,X,O
SLZITOJ,X,O,X,X,O,X,O
SLZIJTO,X,O,O,X,X,X,O
SLZIJOT,X,O,O,X,X,X,X
SLZIOTJ,X,O,X,O,O,X,O
SLZIOJT,X,O,X,O,X,X,X
SLZJTIO,X,O,O,X,X,X,O
SLZJTOI,X,O,O,X,X,X,O
SLZJITO,X,O,O,X,X,X,O
SLZJIOT,X,O,O,X,X,X,X
SLZJOTI,X,O,O,X,X,X,X
SLZJOIT,X,O,O,X,X,X,X
SLZOTIJ,X,O,X,O,O,X,O
SLZOTJI,X,O,X,O,O,X,O
SLZOITJ,X,O,X,O,O,X,O
SLZOIJT,X,O,X,O,X,X,X
SLZOJTI,X,O,X,O,X,X,X
SLZOJIT,X,O,X,O,X,X,X
SLOTIJZ,X,O,X,X,X,X,X
SLOTIZJ,X,O,X,O,X,X,O
SLOTJIZ,X,O,X,X,X,X,X
SLOTJZI,X,O,X,X,X,X,X
SLOTZIJ,X,O,X,O,X,X,O
SLOTZJI,X,O,X,O,X,X,O
SLOITJZ,X,O,X,X,X,X,X
SLOITZJ,X,O,X,O,X,X,O
SLOIJTZ,O,O,X,X,X,X,X
SLOIJZT,O,O,O,O,X,X,X
SLOIZTJ,X,O,X,O,X,X,O
SLOIZJT,X,O,X,O,X,X,X
SLOJTIZ,O,O,X,X,X,X,X
SLOJTZI,O,O,X,X,X,X,X
SLOJITZ,O,O,X,X,X,X,X
SLOJIZT,O,O,O,O,X,X,X
SLOJZTI,O,X,O,O,X,X,X
SLOJZIT,O,O,O,O,X,X,X
SLOZTIJ,X,O,X,O,X,X,O
SLOZTJI,X,O,X,O,X,X,O
SLOZITJ,X,O,X,O,X,X,O
SLOZIJT,X,O,X,O,X,X,X
SLOZJTI,X,X,X,O,X,X,X
SLOZJIT,X,O,X,O,X,X,X
SJTILZO,O,O,O,X,X,X,O
SJTILOZ,O,O,X,X,X,X,X
SJTIZLO,O,O,O,X,X,X,O
SJTIZOL,O,O,O,X,O,X,X
SJTIOLZ,O,O,X,X,X,X,X
SJTIOZL,O,O,X,X,X,X,X
SJTLIZO,O,O,O,X,X,X,O
SJTLIOZ,O,O,X,X,X,X,X
SJTLZIO,O,O,O,X,X,X,O
SJTLZOI,O,O,O,X,X,X,O
SJTLOIZ,O,O,X,X,X,X,X
SJTLOZI,O,O,X,X,X,X,X
SJTZILO,O,O,O,X,X,X,O
SJTZIOL,O,O,O,X,O,X,X
SJTZLIO,O,O,O,X,X,X,O
SJTZLOI,O,O,O,X,X,X,O
SJTZOIL,O,O,O,X,O,X,X
SJTZOLI,O,O,O,X,O,X,X
SJTOILZ,O,O,X,X,X,X,X
SJTOIZL,O,O,X,X,X,X,X
SJTOLIZ,O,O,X,X,X,X,X
SJTOLZI,O,O,X,X,X,X,X
SJTOZIL,O,O,X,X,X,X,X
SJTOZLI,O,O,X,X,X,X,X
SJITLZO,O,O,O,X,X,X,O
SJITLOZ,O,O,X,X,X,X,X
SJITZLO,O,O,O,X,X,X,O
SJITZOL,O,O,O,X,O,X,X
SJITOLZ,O,O,X,X,X,X,X
SJITOZL,O,O,X,X,X,X,X
SJILTZO,O,O,O,X,X,X,O
SJILTOZ,O,O,X,X,X,X,X
SJILZTO,X,O,O,X,X,X,O
SJILZOT,O,O,O,X,X,X,X
SJILOTZ,O,O,X,X,X,X,X
SJILOZT,O,O,O,X,X,X,X
SJIZTLO,O,O,O,X,X,X,O
SJIZTOL,O,O,O,X,O,X,X
SJIZLTO,X,O,O,X,X,X,O
SJIZLOT,O,O,O,X,X,X,X
SJIZOTL,O,O,O,X,O,X,X
SJIZOLT,O,O,O,O,X,X,X
SJIOTLZ,O,O,X,X,X,X,X
SJIOTZL,O,X,X,X,X,X,X
SJIOLTZ,O,O,X,X,X,X,X
SJIOLZT,O,O,O,O,X,X,X
SJIOZTL,O,X,O,X,X,X,X
SJIOZLT,O,O,O,O,X,X,X
SJLTIZO,O,O,O,X,X,X,O
SJLTIOZ,O,O,X,X,X,X,X
SJLTZIO,O,O,O,X,X,X,O
SJLTZOI,O,O,O,X,X,X,O
SJLTOIZ,O,O,X,X,X,X,X
SJLTOZI,O,O,X,X,X,X,X
SJLITZO,O,O,O,X,X,X,O
SJLITOZ,O,O,X,X,X,X,X
SJLIZTO,X,O,O,X,X,X,O
SJLIZOT,O,O,O,X,X,X,X
SJLIOTZ,O,O,X,X,X,X,X
SJLIOZT,O,O,O,X,X,X,X
SJLZTIO,X,O,O,X,X,X,O
SJLZTOI,X,O,O,X,X,X,O
SJLZITO,X,O,O,X,X,X,O
SJLZIOT,O,O,O,X,X,X,X
SJLZOTI,O,O,O,X,X,X,X
SJLZOIT,O,O,O,X,X,X,X
SJLOTIZ,O,O,X,X,X,X,X
SJLOTZI,O,O,X,X,X,X,X
SJLOITZ,O,O,X,X,X,X,X
SJLOIZT,O,O,O,X,X,X,X
SJLOZTI,O,X,O,X,X,X,X
SJLOZIT,O,O,O,X,X,X,X
SJZTILO,O,O,O,X,X,X,O
SJZTIOL,O,O,O,X,O,X,X
SJZTLIO,O,O,O,X,X,X,O
SJZTLOI,O,O,O,X,X,X,O
SJZTOIL,O,O,O,X,O,X,X
SJZTOLI,O,O,O,X,O,X,X
SJZITLO,O,O,O,X,X,X,O
SJZITOL,O,O,O,X,O,X,X
SJZILTO,X,O,O,X,X,X,O
SJZILOT,O,O,O,X,X,X,X
SJZIOTL,O,O,O,X,O,X,X
SJZIOLT,O,O,O,O,X,X,X
SJZLTIO,X,O,O,X,X,X,O
SJZLTOI,X,O,O,X,X,X,O
SJZLITO,X,O,O,X,X,X,O
SJZLIOT,O,O,O,X,X,X,X
SJZLOTI,O,O,O,X,X,X,X
SJZLOIT,O,O,O,X,X,X,X
SJZOTIL,O,O,O,X,O,X,X
SJZOTLI,O,O,O,X,O,X,X
SJZOITL,O,O,O,X,O,X,X
SJZOILT,O,O,O,O,X,X,X
SJZOLTI,O,O,O,O,X,X,X
SJZOLIT,O,O,O,O,X,X,X
SJOTILZ,O,O,X,X,X,X,X
SJOTIZL,O,X,X,X,X,X,X
SJOTLIZ,O,O,X,X,X,X,X
SJOTLZI,O,O,X,X,X,X,X
SJOTZIL,O,X,X,X,X,X,X
SJOTZLI,O,X,X,X,X,X,X
SJOITLZ,O,O,X,X,X,X,X
SJOITZL,O,X,X,X,X,X,X
SJOILTZ,O,O,X,X,X,X,X
SJOILZT,O,O,O,O,X,X,X
SJOIZTL,O,X,O,X,X,X,X
SJOIZLT,O,O,O,O,X,X,X
SJOLTIZ,O,O,X,X,X,X,X
SJOLTZI,O,O,X,X,X,X,X
SJOLITZ,O,O,X,X,X,X,X
SJOLIZT,O,O,O,O,X,X,X
SJOLZTI,O,X,O,O,X,X,X
SJOLZIT,O,O,O,O,X,X,X
SJOZTIL,O,X,O,X,X,X,X
SJOZTLI,O,X,O,X,X,X,X
SJOZITL,O,X,O,X,X,X,X
SJOZILT,O,O,O,O,X,X,X
SJOZLTI,O,O,O,O,X,X,X
SJOZLIT,O,O,O,O,X,X,X
SZTILJO,X,O,X,X,X,O,O
SZTILOJ,X,O,X,X,O,X,O
SZTIJLO,X,O,X,X,X,O,O
SZTIJOL,X,O,X,X,O,O,X
SZTIOLJ,X,O,X,O,O,X,O
SZTIOJL,X,O,X,X,O,O,X
SZTLIJO,X,O,X,X,X,O,O
SZTLIOJ,X,O,X,X,O,X,O
SZTLJIO,X,O,X,X,X,O,O
SZTLJOI,X,O,X,X,X,O,O
SZTLOIJ,X,O,X,X,O,X,O
SZTLOJI,X,O,X,X,O,X,O
SZTJILO,X,O,X,X,X,O,O
SZTJIOL,X,O,X,X,O,O,X
SZTJLIO,X,O,X,X,X,O,O
SZTJLOI,X,O,X,X,X,O,O
SZTJOIL,X,O,X,X,O,O,X
SZTJOLI,X,O,X,X,O,O,X
SZTOILJ,X,O,X,O,O,X,O
SZTOIJL,X,O,X,X,O,O,X
SZTOLIJ,X,O,X,O,O,X,O
SZTOLJI,X,O,X,O,O,X,O
SZTOJIL,X,O,X,X,O,O,X
SZTOJLI,X,O,X,X,O,O,X
SZITLJO,X,O,X,X,X,O,O
SZITLOJ,X,O,X,X,O,X,O
SZITJLO,X,O,X,X,X,O,O
SZITJOL,X,O,X,X,O,O,X
SZITOLJ,X,O,X,O,O,X,O
SZITOJL,X,O,X,X,O,O,X
SZILTJO,X,O,X,X,X,O,O
SZILTOJ,X,O,X,X,O,X,O
SZILJTO,X,O,O,X,X,O,O
SZILJOT,X,O,O,X,X,O,X
SZILOTJ,X,O,X,O,O,X,O
SZILOJT,X,O,X,O,X,O,X
SZIJTLO,O,O,O,X,X,O,O
SZIJTOL,O,O,O,X,O,O,X
SZIJLTO,X,O,O,X,X,O,O
SZIJLOT,O,O,O,X,X,O,X
SZIJOTL,O,O,O,X,O,O,X
SZIJOLT,O,O,O,O,X,O,X
SZIOTLJ,X,O,X,O,O,X,O
SZIOTJL,X,O,X,X,O,O,X
SZIOLTJ,X,O,X,O,O,X,O
SZIOLJT,X,O,X,O,X,O,X
SZIOJTL,O,O,X,X,O,O,X
SZIOJLT,O,O,X,O,X,O,X
SZLTIJO,X,O,X,X,X,O,O
SZLTIOJ,X,O,X,X,O,X,O
SZLTJIO,X,O,X,X,X,O,O
SZLTJOI,X,O,X,X,X,O,O
SZLTOIJ,X,O,X,X,O,X,O
SZLTOJI,X,O,X,X,O,X,O
SZLITJO,X,O,X,X,X,O,O
SZLITOJ,X,O,X,X,O,X,O
SZLIJTO,X,O,O,X,X,O,O
SZLIJOT,X,O,O,X,X,O,X
SZLIOTJ,X,O,X,O,O,X,O
SZLIOJT,X,O,X,O,X,O,X
SZLJTIO,X,O,O,X,X,O,O
SZLJTOI,X,O,O,X,X,O,O
SZLJITO,X,O,O,X,X,O,O
SZLJIOT,X,O,O,X,X,O,X
SZLJOTI,X,O,O,X,X,O,X
SZLJOIT,X,O,O,X,X,O,X
SZLOTIJ,X,O,X,O,O,X,O
SZLOTJI,X,O,X,O,O,X,O
SZLOITJ,X,O,X,O,O,X,O
SZLOIJT,X,O,X,O,X,O,X
SZLOJTI,X,O,X,O,X,O,X
SZLOJIT,X,O,X,O,X,O,X
SZJTILO,O,O,O,X,X,O,O
SZJTIOL,O,O,O,X,O,O,X
SZJTLIO,O,O,O,X,X,O,O
SZJTLOI,O,O,O,X,X,O,O
SZJTOIL,O,O,O,X,O,O,X
SZJTOLI,O,O,O,X,O,O,X
SZJITLO,O,O,O,X,X,O,O
SZJITOL,O,O,O,X,O,O,X
SZJILTO,X,O,O,X,X,O,O
SZJILOT,O,O,O,X,X,O,X
SZJIOTL,O,O,O,X,O,O,X
SZJIOLT,O,O,O,O,X,O,X
SZJLTIO,X,O,O,X,X,O,O
SZJLTOI,X,O,O,X,X,O,O
SZJLITO,X,O,O,X,X,O,O
SZJLIOT,O,O,O,X,X,O,X
SZJLOTI,O,O,O,X,X,O,X
SZJLOIT,O,O,O,X,X,O,X
SZJOTIL,O,O,O,X,O,O,X
SZJOTLI,O,O,O,X,O,O,X
SZJOITL,O,O,O,X,O,O,X
SZJOILT,O,O,O,O,X,O,X
SZJOLTI,O,O,O,O,X,O,X
SZJOLIT,O,O,O,O,X,O,X
SZOTILJ,X,O,X,O,O,X,O
SZOTIJL,X,O,X,X,O,O,X
SZOTLIJ,X,O,X,O,O,X,O
SZOTLJI,X,O,X,O,O,X,O
SZOTJIL,X,O,X,X,O,O,X
SZOTJLI,X,O,X,X,O,O,X
SZOITLJ,X,O,X,O,O,X,O
SZOITJL,X,O,X,X,O,O,X
SZOILTJ,X,O,X,O,O,X,O
SZOILJT,X,O,X,O,X,O,X
SZOIJTL,O,O,X,X,O,O,X
SZOIJLT,O,O,X,O,X,O,X
SZOLTIJ,X,O,X,O,O,X,O
SZOLTJI,X,O,X,O,O,X,O
SZOLITJ,X,O,X,O,O,X,O
SZOLIJT,X,O,X,O,X,O,X
SZOLJTI,X,O,X,O,X,O,X
SZOLJIT,X,O,X,O,X,O,X
SZOJTIL,O,O,X,X,O,O,X
SZOJTLI,O,O,X,X,O,O,X
SZOJITL,O,O,X,X,O,O,X
SZOJILT,O,O,X,O,X,O,X
SZOJLTI,O,O,X,O,X,O,X
SZOJLIT,O,O,X,O,X,O,X
SOTILJZ,X,O,X,X,X,X,X
SOTILZJ,X,O,X,O,X,X,O
SOTIJLZ,O,O,X,X,X,X,X
SOTIJZL,O,O,X,X,X,X,X
SOTIZLJ,X,O,X,O,O,X,O
SOTIZJL,X,O,X,X,O,X,X
SOTLIJZ,X,O,X,X,X,X,X
SOTLIZJ,X,O,X,O,X,X,O
SOTLJIZ,X,O,X,X,X,X,X
SOTLJZI,X,O,X,X,X,X,X
SOTLZIJ,X,O,X,O,X,X,O
SOTLZJI,X,O,X,O,X,X,O
SOTJILZ,O,O,X,X,X,X,X
SOTJIZL,O,O,X,X,X,X,X
SOTJLIZ,O,O,X,X,X,X,X
SOTJLZI,O,O,X,X,X,X,X
SOTJZIL,O,O,X,X,X,X,X
SOTJZLI,O,O,X,X,X,X,X
SOTZILJ,X,O,X,O,O,X,O
SOTZIJL,X,O,X,X,O,X,X
SOTZLIJ,X,O,X,O,O,X,O
SOTZLJI,X,O,X,O,O,X,O
SOTZJIL,X,O,X,X,O,X,X
SOTZJLI,X,O,X,X,O,X,X
SOITLJZ,X,O,X,X,X,X,X
SOITLZJ,X,O,X,O,X,X,O
SOITJLZ,O,O,X,X,X,X,X
SOITJZL,O,O,X,X,X,X,X
SOITZLJ,X,O,X,O,O,X,O
SOITZJL,X,O,X,X,O,X,X
SOILTJZ,X,O,X,X,X,X,X
SOILTZJ,X,O,X,O,X,X,O
SOILJTZ,O,O,X,X,X,X,X
SOILJZT,O,O,O,O,X,X,X
SOILZTJ,X,O,X,O,X,X,O
SOILZJT,X,O,X,O,X,X,X
SOIJTLZ,O,O,X,X,X,X,X
SOIJTZL,O,X,X,X,X,X,X
SOIJLTZ,O,O,X,X,X,X,X
SOIJLZT,O,O,O,O,X,X,X
SOIJZTL,O,X,O,X,X,X,X
SOIJZLT,O,O,O,O,X,X,X
SOIZTLJ,X,O,X,O,O,X,O
SOIZTJL,X,O,X,X,O,X,X
SOIZLTJ,X,O,X,O,O,X,O
SOIZLJT,X,O,X,O,X,X,X
SOIZJTL,O,O,X,X,O,X,X
SOIZJLT,O,O,X,O,X,X,X
SOLTIJZ,X,O,X,X,X,X,X
SOLTIZJ,X,O,X,O,X,X,O
SOLTJIZ,X,O,X,X,X,X,X
SOLTJZI,X,O,X,X,X,X,X
SOLTZIJ,X,O,X,O,X,X,O
SOLTZJI,X,O,X,O,X,X,O
SOLITJZ,X,O,X,X,X,X,X
SOLITZJ,X,O,X,O,X,X,O
SOLIJTZ,O,O,X,X,X,X,X
SOLIJZT,O,O,O,O,X,X,X
SOLIZTJ,X,O,X,O,X,X,O
SOLIZJT,X,O,X,O,X,X,X
SOLJTIZ,O,O,X,X,X,X,X
SOLJTZI,O,O,X,X,X,X,X
SOLJITZ,O,O,X,X,X,X,X
SOLJIZT,O,O,O,O,X,X,X
SOLJZTI,O,X,O,O,X,X,X
SOLJZIT,O,O,O,O,X,X,X
SOLZTIJ,X,O,X,O,X,X,O
SOLZTJI,X,O,X,O,X,X,O
SOLZITJ,X,O,X,O,X,X,O
SOLZIJT,X,O,X,O,X,X,X
SOLZJTI,X,X,X,O,X,X,X
SOLZJIT,X,O,X,O,X,X,X
SOJTILZ,O,O,X,X,X,X,X
SOJTIZL,O,X,X,X,X,X,X
SOJTLIZ,O,O,X,X,X,X,X
SOJTLZI,O,O,X,X,X,X,X
SOJTZIL,O,X,X,X,X,X,X
SOJTZLI,O,X,X,X,X,X,X
SOJITLZ,O,O,X,X,X,X,X
SOJITZL,O,X,X,X,X,X,X
SOJILTZ,O,O,X,X,X,X,X
SOJILZT,O,O,O,O,X,X,X
SOJIZTL,O,X,O,X,X,X,X
SOJIZLT,O,O,O,O,X,X,X
SOJLTIZ,O,O,X,X,X,X,X
SOJLTZI,O,O,X,X,X,X,X
SOJLITZ,O,O,X,X,X,X,X
SOJLIZT,O,O,O,O,X,X,X
SOJLZTI,O,X,O,O,X,X,X
SOJLZIT,O,O,O,O,X,X,X
SOJZTIL,O,X,O,X,X,X,X
SOJZTLI,O,X,O,X,X,X,X
SOJZITL,O,X,O,X,X,X,X
SOJZILT,O,O,O,O,X,X,X
SOJZLTI,O,O,O,O,X,X,X
SOJZLIT,O,O,O,O,X,X,X
SOZTILJ,X,O,X,O,O,X,O
SOZTIJL,X,O,X,X,O,X,X
SOZTLIJ,X,O,X,O,O,X,O
SOZTLJI,X,O,X,O,O,X,O
SOZTJIL,X,O,X,X,O,X,X
SOZTJLI,X,O,X,X,O,X,X
SOZITLJ,X,O,X,O,O,X,O
SOZITJL,X,O,X,X,O,X,X
SOZILTJ,X,O,X,O,O,X,O
SOZILJT,X,O,X,O,X,X,X
SOZIJTL,O,O,X,X,O,X,X
SOZIJLT,O,O,X,O,X,X,X
SOZLTIJ,X,O,X,O,O,X,O
SOZLTJI,X,O,X,O,O,X,O
SOZLITJ,X,O,X,O,O,X,O
SOZLIJT,X,O,X,O,X,X,X
SOZLJTI,X,O,X,O,X,X,X
SOZLJIT,X,O,X,O,X,X,X
SOZJTIL,O,O,X,X,O,X,X
SOZJTLI,O,O,X,X,O,X,X
SOZJITL,O,O,X,X,O,X,X
SOZJILT,O,O,X,O,X,X,X
SOZJLTI,O,O,X,O,X,X,X
SOZJLIT,O,O,X,O,X,X,X
ZTILJSO,X,O,O,X,X,O,X
ZTILJOS,X,O,O,X,X,X,X
ZTILSJO,X,O,X,X,X,O,O
ZTILSOJ,X,O,X,X,X,X,O
ZTILOJS,X,O,X,O,X,X,X
ZTILOSJ,X,O,X,O,O,X,X
ZTIJLSO,O,O,O,X,X,O,X
ZTIJLOS,O,O,O,X,X,X,X
ZTIJSLO,O,O,O,X,X,O,O
ZTIJSOL,O,O,O,X,X,O,X
ZTIJOLS,O,O,O,X,X,X,X
ZTIJOSL,O,X,O,X,O,O,X
ZTISLJO,X,O,X,X,X,O,O
ZTISLOJ,X,O,X,X,O,X,O
ZTISJLO,X,O,X,X,X,O,O
ZTISJOL,X,O,X,X,O,O,X
ZTISOLJ,X,O,X,O,O,X,O
ZTISOJL,X,O,X,X,O,O,X
ZTIOLJS,X,O,X,O,X,X,X
ZTIOLSJ,X,O,X,O,O,X,X
ZTIOJLS,O,O,X,X,X,X,X
ZTIOJSL,O,X,X,X,O,O,X
ZTIOSLJ,X,O,X,O,O,X,O
ZTIOSJL,X,O,X,X,O,O,X
ZTLIJSO,X,O,O,X,X,O,X
ZTLIJOS,X,O,O,X,X,X,X
ZTLISJO,X,O,X,X,X,O,O
ZTLISOJ,X,O,X,X,X,X,O
ZTLIOJS,X,O,X,O,X,X,X
ZTLIOSJ,X,O,X,O,O,X,X
ZTLJISO,X,O,O,X,X,O,X
ZTLJIOS,X,O,O,X,X,X,X
ZTLJSIO,X,O,O,X,X,O,X
ZTLJSOI,X,O,O,X,X,O,X
ZTLJOIS,X,O,O,X,X,X,X
ZTLJOSI,X,O,O,X,X,X,X
ZTLSIJO,X,O,X,X,X,O,O
