sequence,v115@7gB8GeC8FeD8CeA8AeE8CeG8JeT6IvhFxbBXdBigB0?kBFmB2uB,v115@7gB8GeC8FeD8CeA8AeE8CeG8Je2/IvhFzbBFdBcmBx?kB3kByuB,v115@7gB8GeC8FeD8CeA8AeE8CeG8JeT6IvhFxbBXdBOpB8?pBFmBiqB,v115@7gB8GeC8FeD8CeA8AeE8CeG8JeT6IvhFygBFdBcmBx?kBXlB2uB,v115@7gB8GeC8FeD8CeA8AeE8CeG8Jei6IvhFzbBFdBcmBx?kBmpB3pB,v115@7gB8GeC8FeD8CeA8AeE8CeG8Jex7IvhFXdBckBigBF?mBzpBOpB,v115@7gB8GeC8FeD8CeA8AeE8CeG8Jei6IvhFFdBRgBcmB3?gBOpBzpB,v115@7gB8GeC8FeD8CeA8AeE8CeG8Jex7IvhFXdBTfBigBF?mB0kB2uB,v115@7gB8GeC8FeD8CeA8AeE8CeG8JeX9IvhFZkBUgBamBl?fBGhBzpB,v115@7gB8GeC8FeD8CeA8AeE8CeG8Jez6IvhFXdBamBFlB0?pBZkBGrB,v115@7gB8GeC8FeD8CeA8AeE8CeG8Je+/IvhFKgBXdBUhBZ?kBFmBzpB,v115@7gB8GeC8FeD8CeA8AeE8CeG8Je2AJvhFXdBTfBxlBF?mBipB0pB,v115@7gB8GeC8FeD8CeA8AeE8CeG8Je2/IvhFXdBUhBxkBa?qBFmBTpB,v115@7gB8GeC8FeD8CeA8AeE8CeG8JeX9IvhFTfBxlBclBO?mBikB1uB,v115@7gB8GeC8FeD8CeA8AeE8CeG8JeO/IvhFXdBRgBlgBc?mBaqBTpB,v115@7gB8GeC8FeD8CeA8AeE8CeG8JeX9IvhFTfBxlBOmBi?pBcqBlpB,v115@7gB8GeC8FeD8CeA8AeE8CeG8JeO/IvhFXdBRgBcmBF?lBTpBiqB
JOLITSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOLITZS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOLISTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOLISZT,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X
JOLIZTS,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
JOLIZST,X,X,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X
JOLSTIZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
JOLSTZI,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
JOLSITZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOLSIZT,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X
JOLSZTI,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
JOLSZIT,X,X,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X
JOLZTIS,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
JOLZTSI,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
JOLZITS,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
JOLZIST,X,X,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X
JOLZSTI,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
JOLZSIT,X,X,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X
JOSTILZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
JOSTIZL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOSTLIZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,O
JOSTLZI,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
JOSTZIL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
JOSTZLI,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
JOSITLZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
JOSITZL,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
JOSILTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOSILZT,X,X,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X
JOSIZTL,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOSIZLT,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
JOSLTIZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
JOSLTZI,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
JOSLITZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOSLIZT,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X
JOSLZTI,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
JOSLZIT,X,X,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X
JOSZTIL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
JOSZTLI,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
JOSZITL,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
JOSZILT,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X
JOSZLTI,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
JOSZLIT,O,X,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X
JOZTILS,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
JOZTISL,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O
JOZTLIS,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X
JOZTLSI,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
JOZTSIL,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O
JOZTSLI,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
JOZITLS,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
JOZITSL,O,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X
JOZILTS,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
JOZILST,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X,X,X
JOZISTL,O,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X
JOZISLT,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X,X,X
JOZLTIS,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X
JOZLTSI,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
JOZLITS,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X
JOZLIST,O,X,X,O,O,X,O,X,O,X,O,X,X,X,O,X,X
JOZLSTI,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
JOZLSIT,O,X,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X
JOZSTIL,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O
JOZSTLI,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
JOZSITL,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
JOZSILT,O,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X
JOZSLTI,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
JOZSLIT,O,X,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X
STILJZO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STILJOZ,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
STILZJO,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STILZOJ,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
STILOJZ,O,X,X,X,X,O,X,O,X,X,X,O,X,O,X,O,X
STILOZJ,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
STIJLZO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STIJLOZ,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
STIJZLO,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
STIJZOL,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
STIJOLZ,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
STIJOZL,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STIZLJO,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
STIZLOJ,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
STIZJLO,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
STIZJOL,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STIZOLJ,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
STIZOJL,X,X,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X
STIOLJZ,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
STIOLZJ,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
STIOJLZ,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
STIOJZL,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STIOZLJ,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X
STIOZJL,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
STLIJZO,O,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
STLIJOZ,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
STLIZJO,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STLIZOJ,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
STLIOJZ,O,X,X,X,X,O,X,O,X,X,X,O,X,O,X,O,X
STLIOZJ,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
STLJIZO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STLJIOZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STLJZIO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STLJZOI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STLJOIZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STLJOZI,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STLZIJO,O,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X
STLZIOJ,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
STLZJIO,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
STLZJOI,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
STLZOIJ,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
STLZOJI,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
STLOIJZ,O,X,X,X,X,O,X,O,X,X,X,O,X,O,X,O,X
STLOIZJ,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
STLOJIZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STLOJZI,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
STLOZIJ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
STLOZJI,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
STJILZO,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
STJILOZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STJIZLO,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
STJIZOL,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STJIOLZ,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
STJIOZL,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
STJLIZO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STJLIOZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STJLZIO,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
STJLZOI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STJLOIZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STJLOZI,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STJZILO,O,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
STJZIOL,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STJZLIO,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X
STJZLOI,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STJZOIL,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STJZOLI,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STJOILZ,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
STJOIZL,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STJOLIZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STJOLZI,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STJOZIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOZLI,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STZILJO,O,O,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X
STZILOJ,X,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X
STZIJLO,O,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
STZIJOL,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STZIOLJ,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X
STZIOJL,X,X,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X
STZLIJO,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X
STZLIOJ,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
STZLJIO,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X
STZLJOI,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
STZLOIJ,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
STZLOJI,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
STZJILO,O,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
STZJIOL,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STZJLIO,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X
STZJLOI,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
STZJOIL,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZJOLI,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
STZOILJ,X,O,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X
STZOIJL,X,X,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X
STZOLIJ,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
STZOLJI,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
STZOJIL,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STZOJLI,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X
STOILJZ,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,O
STOILZJ,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
STOIJLZ,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,O
STOIJZL,O,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O
STOIZLJ,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
STOIZJL,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O
STOLIJZ,O,X,X,X,X,O,X,O,X,X,X,X,X,O,O,X,O
STOLIZJ,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
STOLJIZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,O
STOLJZI,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
STOLZIJ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
STOLZJI,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
STOJILZ,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,O
STOJIZL,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
STOJLIZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,O
STOJLZI,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
STOJZIL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
STOJZLI,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
STOZILJ,X,X,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X
STOZIJL,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O
STOZLIJ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
STOZLJI,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
STOZJIL,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O
STOZJLI,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SITLJZO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SITLJOZ,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
SITLZJO,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SITLZOJ,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
SITLOJZ,O,X,X,X,X,O,X,O,X,X,X,O,X,O,X,O,X
SITLOZJ,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
SITJLZO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SITJLOZ,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
SITJZLO,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
SITJZOL,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SITJOLZ,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
SITJOZL,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SITZLJO,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SITZLOJ,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SITZJLO,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SITZJOL,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SITZOLJ,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
SITZOJL,X,X,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X
SITOLJZ,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
SITOLZJ,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
SITOJLZ,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
SITOJZL,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SITOZLJ,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X
SITOZJL,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SILTJZO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
SILTJOZ,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
SILTZJO,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SILTZOJ,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
SILTOJZ,O,X,X,X,X,O,X,O,X,X,X,O,X,O,X,O,X
SILTOZJ,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
SILJTZO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
SILJTOZ,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
SILJZTO,O,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X
SILJZOT,O,X,O,X,X,X,X,X,O,X,X,O,O,X,O,X,X
SILJOTZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
SILJOZT,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,X
SILZTJO,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SILZTOJ,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
SILZJTO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SILZJOT,X,X,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X
SILZOTJ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SILZOJT,X,X,X,X,X,X,X,X,O,X,O,O,O,X,X,O,X
SILOTJZ,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X
SILOTZJ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SILOJTZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
SILOJZT,X,X,X,X,X,X,X,X,O,X,O,O,X,X,O,O,X
SILOZTJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SILOZJT,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,O,X
SIJTLZO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJTLOZ,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
SIJTZLO,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
SIJTZOL,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJTOLZ,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
SIJTOZL,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIJLTZO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJLTOZ,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
SIJLZTO,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SIJLZOT,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X
SIJLOTZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
SIJLOZT,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
SIJZTLO,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
SIJZTOL,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJZLTO,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SIJZLOT,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X
SIJZOTL,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJZOLT,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJOTLZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SIJOTZL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOLTZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIJOLZT,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
SIJOZTL,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJOZLT,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SIZTLJO,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X
SIZTLOJ,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
SIZTJLO,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SIZTJOL,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZTOLJ,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X
SIZTOJL,X,X,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X
SIZLTJO,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
SIZLTOJ,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SIZLJTO,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZLJOT,X,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
SIZLOTJ,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZLOJT,X,O,X,X,X,X,X,X,O,X,O,O,O,X,X,O,X
SIZJTLO,O,X,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
SIZJTOL,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
SIZJLTO,O,X,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X
SIZJLOT,O,X,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X
SIZJOTL,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
SIZJOLT,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
SIZOTLJ,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SIZOTJL,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
SIZOLTJ,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZOLJT,X,O,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X
SIZOJTL,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
SIZOJLT,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X
SIOTLJZ,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,O
SIOTLZJ,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
SIOTJLZ,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,O
SIOTJZL,O,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O
SIOTZLJ,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X
SIOTZJL,X,X,O,O,X,X,X,X,X,X,X,X,O,O,X,X,O
SIOLTJZ,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,O,X
SIOLTZJ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SIOLJTZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X
SIOLJZT,X,X,X,X,X,X,X,X,O,X,O,O,O,X,O,O,X
SIOLZTJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIOLZJT,X,X,X,X,X,X,X,X,O,X,O,O,O,X,O,O,X
SIOJTLZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
SIOJTZL,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
SIOJLTZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
SIOJLZT,X,X,X,X,X,X,X,X,O,X,O,O,O,X,O,X,X
SIOJZTL,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIOJZLT,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SIOZTLJ,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
SIOZTJL,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SIOZLTJ,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SIOZLJT,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X
SIOZJTL,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SIOZJLT,X,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
SLTIJZO,O,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
SLTIJOZ,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
SLTIZJO,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SLTIZOJ,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SLTIOJZ,O,X,X,X,X,O,X,O,X,X,X,O,X,O,X,O,X
SLTIOZJ,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
SLTJIZO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
