sequence,v115@zgB8HeC8GeC8GeD8CeH8CeB8Je6AJvhFZhBfiB8iB+?jBtrBTsB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Jem7IvhFxdBfmBSnBT?jBUsBtrB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Jem7IvhFCeBfmB5mBN?nBToBUsB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Jex7IvhFyhBGeBfmBU?jBtrBTsB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Je6AJvhF0cBxdBTjBm?rB/rB9sB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Jex7IvhF8iB+jBChBd?nB/rBTsB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Jex7IvhF9jBzgBfnB0?rB6sBmsB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Je07IvhFxdBGiBTjBX?hB9rBKsB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Je07IvhFxdBTjBmrBt?rB6sBXrB,v115@zgB8HeC8GeC8GeD8CeH8CeB8JeU9IvhF9jBzgB5mBi?nBmlB3sB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Je07IvhFXdBTeBWoBd?mB5mBKsB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Je6AJvhFxdBNmBTjBX?nBGsB0rB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Jem7IvhFUdB9jBfmB5?mBziBKsB
LZTISJO,O,X,X,X,X,X,X,X,X,X,X,X,O
LZTISOJ,X,X,X,X,X,X,X,X,X,O,X,X,O
LZTIOJS,X,X,X,X,X,X,X,O,X,O,X,X,X
LZTIOSJ,X,X,X,X,X,X,O,O,X,O,X,X,O
LZTJISO,O,X,X,X,X,X,X,X,X,X,X,X,X
LZTJIOS,O,X,X,X,X,X,X,O,X,X,X,X,X
LZTJSIO,O,X,X,O,X,X,X,X,X,X,X,X,X
LZTJSOI,O,X,X,O,X,X,X,O,X,X,O,X,X
LZTJOIS,O,X,X,X,X,X,X,O,X,X,X,X,X
LZTJOSI,O,X,X,X,X,X,X,O,X,X,O,X,X
LZTSIJO,O,X,X,O,X,X,X,X,X,X,X,X,O
LZTSIOJ,X,X,X,O,X,X,O,X,X,X,X,X,O
LZTSJIO,O,X,X,O,X,X,X,X,X,X,X,X,O
LZTSJOI,O,O,X,O,X,X,O,O,X,X,O,X,X
LZTSOIJ,X,O,X,O,X,X,O,O,X,X,X,O,X
LZTSOJI,X,O,X,O,X,X,O,O,X,X,X,O,X
LZTOIJS,X,X,X,X,X,X,X,O,X,O,X,X,X
LZTOISJ,X,O,X,X,X,X,O,O,X,O,X,X,X
LZTOJIS,X,X,X,X,X,X,X,O,X,X,X,X,X
LZTOJSI,X,X,X,X,X,X,X,O,X,X,X,X,X
LZTOSIJ,X,O,X,X,X,X,O,O,X,X,X,O,X
LZTOSJI,X,O,X,X,X,X,O,O,X,X,X,O,X
LZITJSO,O,X,X,X,X,X,X,X,X,X,X,X,O
LZITJOS,O,X,X,X,X,X,X,X,X,O,X,X,X
LZITSJO,O,X,X,X,X,X,X,X,X,X,X,X,O
LZITSOJ,X,X,X,X,X,X,X,X,X,O,X,X,O
LZITOJS,X,X,X,X,X,X,X,X,X,O,X,X,X
LZITOSJ,X,X,X,X,X,X,O,X,X,O,X,X,O
LZIJTSO,O,X,X,X,X,X,X,X,X,X,X,X,O
LZIJTOS,O,X,X,X,X,X,X,X,X,O,X,X,X
LZIJSTO,O,X,X,X,X,O,X,X,X,X,X,X,O
LZIJSOT,X,X,X,X,X,X,X,X,X,X,O,X,O
LZIJOTS,O,X,X,X,X,X,X,O,X,O,X,X,X
LZIJOST,X,X,X,X,X,X,X,O,X,X,O,X,X
LZISTJO,X,X,X,O,X,O,X,X,X,X,X,X,O
LZISTOJ,X,X,X,X,X,X,X,X,X,O,X,X,O
LZISJTO,X,X,X,O,X,O,X,X,X,X,X,X,O
LZISJOT,X,O,X,O,X,X,X,X,X,X,O,X,O
LZISOTJ,X,O,X,X,X,X,X,X,X,O,X,X,O
LZISOJT,X,O,X,O,X,X,X,X,X,X,X,X,O
LZIOTJS,X,X,X,X,X,X,X,O,X,O,X,X,X
LZIOTSJ,X,O,X,X,X,X,O,X,X,O,X,X,O
LZIOJTS,X,X,X,X,X,X,X,O,X,O,X,X,X
LZIOJST,X,O,X,X,X,X,X,O,X,X,X,X,X
LZIOSTJ,X,O,X,X,X,X,O,X,X,O,X,X,O
LZIOSJT,X,O,X,X,X,X,O,O,X,X,X,X,O
LZJTISO,O,X,X,X,O,X,X,X,X,X,X,X,X
LZJTIOS,O,X,X,X,X,X,X,X,O,X,X,X,X
LZJTSIO,O,X,X,O,O,X,X,X,X,X,X,X,X
LZJTSOI,O,X,X,O,O,X,X,X,O,X,O,X,X
LZJTOIS,O,X,X,X,O,X,X,O,O,X,X,X,X
LZJTOSI,O,X,X,X,O,X,X,O,O,X,O,X,X
LZJITSO,O,X,X,X,X,X,X,X,X,X,X,X,X
LZJITOS,O,X,X,X,X,X,X,X,X,X,X,X,X
LZJISTO,O,X,X,X,X,O,X,X,X,X,X,X,X
LZJISOT,X,X,X,X,X,X,X,X,X,X,O,X,X
LZJIOTS,O,X,X,X,X,X,X,O,X,X,X,X,X
LZJIOST,X,X,X,X,X,X,X,O,X,X,O,X,X
LZJSTIO,O,X,X,O,O,O,X,X,X,X,X,X,X
LZJSTOI,O,O,X,O,O,O,X,X,X,X,O,X,X
LZJSITO,O,X,X,O,O,O,X,X,X,X,X,X,X
LZJSIOT,X,O,X,O,O,X,X,X,X,X,O,X,X
LZJSOTI,X,O,X,X,O,X,X,O,X,X,O,X,X
LZJSOIT,X,O,X,O,O,X,X,O,X,X,O,X,X
LZJOTIS,O,X,X,X,O,X,X,O,O,X,X,X,X
LZJOTSI,O,X,X,X,O,X,X,O,O,X,O,X,X
LZJOITS,O,X,X,X,O,X,X,O,X,X,X,X,X
LZJOIST,X,O,X,X,X,X,X,O,X,X,O,X,X
LZJOSTI,X,O,X,X,O,X,X,O,X,X,O,X,X
LZJOSIT,X,O,X,X,X,X,X,O,X,X,O,X,X
LZSTIJO,X,X,X,O,X,O,X,X,X,X,X,X,O
LZSTIOJ,X,X,X,O,X,X,O,X,X,X,X,X,O
LZSTJIO,X,X,X,O,X,O,X,X,X,X,X,X,O
LZSTJOI,X,O,X,O,X,O,O,X,X,X,O,X,X
LZSTOIJ,X,O,X,O,X,X,O,X,X,X,X,O,X
LZSTOJI,X,O,X,O,X,X,O,X,X,X,X,O,X
LZSITJO,X,X,X,O,X,O,X,X,X,X,X,X,O
LZSITOJ,X,X,X,X,X,X,O,X,X,X,X,X,O
LZSIJTO,X,X,X,O,X,O,X,X,X,X,X,X,O
LZSIJOT,X,O,X,O,X,X,X,X,X,X,O,X,O
LZSIOTJ,X,O,X,X,X,X,O,X,X,X,X,X,O
LZSIOJT,X,O,X,O,X,X,O,X,X,X,X,X,O
LZSJTIO,X,X,X,O,X,O,X,X,X,X,X,X,O
LZSJTOI,X,O,X,O,X,O,O,X,X,X,O,X,X
LZSJITO,X,X,X,O,X,O,X,X,X,X,X,X,O
LZSJIOT,X,O,X,O,X,X,X,X,X,X,O,X,O
LZSJOTI,X,O,X,X,X,X,O,O,X,X,O,X,X
LZSJOIT,X,O,X,O,X,X,O,O,X,X,O,X,X
LZSOTIJ,X,O,X,X,X,X,O,X,X,X,X,O,X
LZSOTJI,X,O,X,X,X,X,O,X,X,X,X,O,X
LZSOITJ,X,O,X,X,X,X,O,X,X,X,X,O,X
LZSOIJT,X,O,X,O,X,X,O,O,X,X,X,X,X
LZSOJTI,X,O,X,X,X,X,O,O,X,X,O,X,X
LZSOJIT,X,O,X,O,X,X,O,O,X,X,O,X,X
LZOTIJS,X,X,X,X,X,X,X,O,X,O,X,X,X
LZOTISJ,X,O,X,X,X,X,O,O,X,O,X,X,X
LZOTJIS,X,X,X,X,X,X,X,O,X,X,X,X,X
LZOTJSI,X,X,X,X,X,X,X,O,X,X,X,X,X
LZOTSIJ,X,O,X,X,X,X,O,O,X,X,X,O,X
LZOTSJI,X,O,X,X,X,X,O,O,X,X,X,O,X
LZOITJS,X,X,X,X,X,X,X,O,X,O,X,X,X
LZOITSJ,X,O,X,X,X,X,O,O,X,O,X,X,X
LZOIJTS,X,X,X,X,O,X,X,O,X,O,X,X,X
LZOIJST,X,O,X,X,X,X,X,O,X,X,X,X,X
LZOISTJ,X,O,X,X,X,X,O,X,X,O,X,O,X
LZOISJT,X,O,X,X,X,X,O,O,X,X,X,X,X
LZOJTIS,X,X,X,X,O,X,X,O,O,X,X,X,X
LZOJTSI,X,X,X,X,O,X,X,O,O,X,O,X,X
LZOJITS,X,X,X,X,O,X,X,O,X,X,X,X,X
LZOJIST,X,O,X,X,X,X,X,O,X,X,O,X,X
LZOJSTI,X,O,X,X,O,X,X,O,X,X,O,X,X
LZOJSIT,X,O,X,X,X,X,X,O,X,X,O,X,X
LZOSTIJ,X,O,X,X,X,X,O,X,X,X,X,O,X
LZOSTJI,X,O,X,X,X,X,O,X,X,X,X,O,X
LZOSITJ,X,O,X,X,X,X,O,X,X,X,X,O,X
LZOSIJT,X,O,X,X,X,X,O,O,X,X,X,X,X
LZOSJTI,X,O,X,X,X,X,O,O,X,X,O,X,X
LZOSJIT,X,O,X,X,X,X,O,O,X,X,O,X,X
LOTIJSZ,O,X,O,X,O,X,X,O,X,X,X,X,X
LOTIJZS,O,X,X,X,O,X,X,O,X,O,X,X,X
LOTISJZ,O,X,O,X,X,X,X,O,X,X,X,O,O
LOTISZJ,X,O,O,X,X,X,X,O,X,O,X,O,O
LOTIZJS,X,X,X,X,X,X,X,O,X,O,X,X,X
LOTIZSJ,X,X,O,X,X,X,O,O,X,O,X,X,O
LOTJISZ,O,X,O,X,O,X,X,O,X,X,X,X,X
LOTJIZS,O,X,X,X,O,X,X,O,X,O,X,X,X
LOTJSIZ,O,X,O,X,O,X,X,O,X,X,X,O,X
LOTJSZI,O,X,O,X,O,X,X,O,X,X,X,O,X
LOTJZIS,O,X,X,X,O,X,X,O,X,X,X,X,X
LOTJZSI,O,X,X,X,O,X,X,O,X,X,X,X,X
LOTSIJZ,O,X,O,X,X,X,X,O,X,X,X,O,O
LOTSIZJ,X,O,O,X,X,X,X,O,X,O,X,O,O
LOTSJIZ,O,X,O,X,X,X,X,O,X,X,X,O,O
LOTSJZI,O,O,O,X,X,X,X,O,X,X,X,O,X
LOTSZIJ,X,O,O,X,X,X,X,O,X,X,X,O,X
LOTSZJI,X,O,O,X,X,X,X,O,X,X,X,O,X
LOTZIJS,X,X,X,X,X,X,X,O,X,O,X,X,X
LOTZISJ,X,X,O,X,X,X,O,O,X,O,X,X,X
LOTZJIS,X,X,X,X,X,X,X,O,X,X,X,X,X
LOTZJSI,X,X,X,X,X,X,X,O,X,X,X,X,X
LOTZSIJ,X,X,O,X,X,X,O,O,X,X,X,O,X
LOTZSJI,X,X,O,X,X,X,O,O,X,X,X,O,X
LOITJSZ,O,X,O,X,O,X,X,O,X,X,X,X,X
LOITJZS,O,X,X,X,O,X,X,O,X,O,X,X,X
LOITSJZ,O,X,O,X,X,X,X,O,X,X,X,O,O
LOITSZJ,X,O,O,X,X,X,X,O,X,O,X,O,O
LOITZJS,X,X,X,X,X,X,X,O,X,O,X,X,X
LOITZSJ,X,X,O,X,X,X,O,O,X,O,X,X,O
LOIJTSZ,O,X,X,X,O,X,X,O,O,X,X,X,X
LOIJTZS,O,X,X,X,O,X,X,O,O,O,X,X,X
LOIJSTZ,X,X,X,X,O,O,X,X,O,X,X,O,X
LOIJSZT,X,O,X,X,X,X,X,O,X,X,X,X,X
LOIJZTS,O,X,X,X,O,X,X,O,O,O,X,X,X
LOIJZST,X,X,X,X,X,X,X,O,X,X,X,X,X
LOISTJZ,X,X,O,X,X,O,X,O,X,X,X,O,O
LOISTZJ,X,O,O,X,X,X,X,O,X,O,X,O,O
LOISJTZ,X,X,O,X,O,O,X,X,X,X,X,O,O
LOISJZT,X,O,X,X,X,X,X,O,X,X,X,X,O
LOISZTJ,X,O,X,X,X,X,X,X,X,O,X,O,O
LOISZJT,X,O,X,X,X,X,X,O,X,X,X,X,O
LOIZTJS,X,X,X,X,X,X,X,O,X,O,X,X,X
LOIZTSJ,X,O,X,X,X,X,O,O,X,O,X,X,O
LOIZJTS,X,X,X,X,O,X,X,O,X,O,X,X,X
LOIZJST,X,O,X,X,X,X,X,O,X,X,X,X,X
LOIZSTJ,X,O,X,X,X,X,O,X,X,O,X,O,O
LOIZSJT,X,O,X,X,X,X,O,O,X,X,X,X,O
LOJTISZ,O,X,O,X,O,X,X,O,O,X,X,X,X
LOJTIZS,O,X,X,X,O,X,X,O,O,O,X,X,X
LOJTSIZ,O,X,O,X,O,X,X,O,O,X,X,O,X
LOJTSZI,O,X,O,X,O,X,X,O,O,X,O,O,X
LOJTZIS,O,X,X,X,O,X,X,O,O,X,X,X,X
LOJTZSI,O,X,X,X,O,X,X,O,O,X,O,X,X
LOJITSZ,O,X,X,X,O,X,X,O,O,X,X,X,X
LOJITZS,O,X,X,X,O,X,X,O,O,O,X,X,X
LOJISTZ,X,X,X,X,O,O,X,X,O,X,X,O,X
LOJISZT,X,O,X,X,X,X,X,O,X,X,O,X,X
LOJIZTS,O,X,X,X,O,X,X,O,O,O,X,X,X
LOJIZST,X,X,X,X,X,X,X,O,X,X,O,X,X
LOJSTIZ,X,X,O,X,O,O,X,X,O,X,X,O,X
LOJSTZI,X,O,O,X,O,O,X,X,O,X,O,O,X
LOJSITZ,X,X,O,X,O,O,X,X,O,X,X,O,X
LOJSIZT,X,O,X,X,X,X,X,O,X,X,O,X,X
LOJSZTI,X,O,O,X,O,X,X,O,X,X,O,X,X
LOJSZIT,X,O,X,X,O,X,X,O,X,X,O,X,X
LOJZTIS,O,X,X,X,O,X,X,O,O,X,X,X,X
LOJZTSI,O,X,X,X,O,X,X,O,O,X,O,X,X
LOJZITS,O,X,X,X,O,X,X,O,O,X,X,X,X
LOJZIST,X,X,X,X,X,X,X,O,X,X,O,X,X
LOJZSTI,X,X,X,X,O,X,X,O,X,X,O,X,X
LOJZSIT,X,X,X,X,X,X,X,O,X,X,O,X,X
LOSTIJZ,X,X,O,X,X,O,X,O,X,X,X,O,O
LOSTIZJ,X,O,O,X,X,X,X,O,X,O,X,O,O
LOSTJIZ,X,X,O,X,X,O,X,O,X,X,X,O,O
LOSTJZI,X,O,O,X,X,O,X,O,X,X,X,O,X
LOSTZIJ,X,O,O,X,X,X,X,O,X,X,X,O,X
LOSTZJI,X,O,O,X,X,X,X,O,X,X,X,O,X
LOSITJZ,X,X,O,X,X,O,X,O,X,X,X,O,O
LOSITZJ,X,O,O,X,X,X,X,O,X,O,X,O,O
LOSIJTZ,X,X,O,X,O,O,X,X,X,X,X,O,O
LOSIJZT,X,O,X,X,X,X,X,O,X,X,X,X,O
LOSIZTJ,X,O,X,X,X,X,X,X,X,O,X,O,O
LOSIZJT,X,O,X,X,X,X,X,O,X,X,X,X,O
LOSJTIZ,X,X,O,X,O,O,X,X,X,X,X,O,O
LOSJTZI,X,O,O,X,O,O,X,X,X,X,O,O,X
LOSJITZ,X,X,O,X,O,O,X,X,X,X,X,O,O
LOSJIZT,X,O,X,X,X,X,X,O,X,X,O,X,O
LOSJZTI,X,O,O,X,O,X,X,O,X,X,O,X,X
LOSJZIT,X,O,X,X,X,X,X,O,X,X,O,X,X
LOSZTIJ,X,O,O,X,X,X,X,X,X,X,X,O,X
LOSZTJI,X,O,O,X,X,X,X,X,X,X,X,O,X
LOSZITJ,X,O,X,X,X,X,X,X,X,X,X,O,X
LOSZIJT,X,O,X,X,X,X,X,O,X,X,X,X,X
LOSZJTI,X,O,O,X,X,X,X,O,X,X,O,X,X
LOSZJIT,X,O,X,X,X,X,X,O,X,X,O,X,X
LOZTIJS,X,X,X,X,X,X,X,O,X,O,X,X,X
LOZTISJ,X,O,O,X,X,X,O,O,X,O,X,X,X
LOZTJIS,X,X,X,X,X,X,X,O,X,X,X,X,X
LOZTJSI,X,X,X,X,X,X,X,O,X,X,X,X,X
LOZTSIJ,X,O,O,X,X,X,O,O,X,X,X,O,X
LOZTSJI,X,O,O,X,X,X,O,O,X,X,X,O,X
LOZITJS,X,X,X,X,X,X,X,O,X,O,X,X,X
LOZITSJ,X,O,X,X,X,X,O,O,X,O,X,X,X
LOZIJTS,X,X,X,X,O,X,X,O,X,O,X,X,X
LOZIJST,X,O,X,X,X,X,X,O,X,X,X,X,X
LOZISTJ,X,O,X,X,X,X,O,X,X,O,X,O,X
LOZISJT,X,O,X,X,X,X,O,O,X,X,X,X,X
LOZJTIS,X,X,X,X,O,X,X,O,O,X,X,X,X
LOZJTSI,X,X,X,X,O,X,X,O,O,X,O,X,X
LOZJITS,X,X,X,X,O,X,X,O,X,X,X,X,X
LOZJIST,X,O,X,X,X,X,X,O,X,X,O,X,X
LOZJSTI,X,O,X,X,O,X,X,O,X,X,O,X,X
LOZJSIT,X,O,X,X,X,X,X,O,X,X,O,X,X
LOZSTIJ,X,O,O,X,X,X,O,X,X,X,X,O,X
LOZSTJI,X,O,O,X,X,X,O,X,X,X,X,O,X
LOZSITJ,X,O,X,X,X,X,O,X,X,X,X,O,X
LOZSIJT,X,O,X,X,X,X,O,O,X,X,X,X,X
LOZSJTI,X,O,O,X,X,X,O,O,X,X,O,X,X
LOZSJIT,X,O,X,X,X,X,O,O,X,X,O,X,X
JTILSZO,O,X,X,X,O,O,X,X,X,X,X,X,X
JTILSOZ,O,X,X,X,O,O,X,X,X,X,X,X,X
JTILZSO,O,X,X,X,O,X,X,X,X,X,X,X,X
JTILZOS,O,X,X,X,X,X,X,X,O,O,X,X,X
JTILOSZ,O,X,X,X,O,X,X,X,O,X,X,X,X
JTILOZS,O,X,X,X,O,X,X,X,O,O,X,X,X
JTISLZO,O,X,X,X,O,X,X,X,X,X,X,X,X
JTISLOZ,O,X,O,X,O,X,X,X,X,X,X,X,X
JTISZLO,O,X,X,X,O,X,X,X,X,X,X,X,X
JTISZOL,O,X,O,X,O,X,X,X,X,X,X,X,X
JTISOLZ,O,X,O,X,O,X,X,X,X,X,X,X,X
JTISOZL,O,X,O,X,O,X,X,X,X,X,X,X,X
JTIZLSO,O,X,X,X,O,X,X,X,X,X,X,X,X
JTIZLOS,O,X,X,X,X,X,X,X,O,X,X,X,X
JTIZSLO,O,X,X,X,O,X,X,X,X,X,X,X,X
JTIZSOL,O,X,X,X,O,X,X,X,X,X,X,X,X
JTIZOLS,O,X,X,X,X,X,X,X,O,O,X,X,X
JTIZOSL,O,X,X,X,X,X,O,X,X,X,X,X,X
JTIOLSZ,O,X,O,X,O,X,X,X,O,X,X,X,X
JTIOLZS,O,X,X,X,O,X,X,X,O,O,X,X,X
JTIOSLZ,O,X,O,X,O,X,X,X,X,X,X,X,X
JTIOSZL,O,X,O,X,O,X,X,X,X,X,X,X,X
JTIOZLS,O,X,X,X,O,X,X,X,O,O,X,X,X
JTIOZSL,O,X,X,X,O,X,O,X,X,X,X,X,X
JTLISZO,O,X,X,X,O,O,X,X,X,X,X,X,O
JTLISOZ,O,X,X,X,O,O,X,X,X,X,X,X,O
JTLIZSO,O,X,X,X,O,X,X,X,X,X,X,X,O
JTLIZOS,O,X,X,X,X,X,X,X,O,O,X,X,X
JTLIOSZ,O,X,X,X,O,X,X,X,O,X,X,X,X
JTLIOZS,O,X,X,X,O,X,X,X,O,O,X,X,X
JTLSIZO,O,X,X,X,O,O,X,X,X,X,X,X,O
JTLSIOZ,O,X,X,X,O,O,X,X,X,X,X,X,O
JTLSZIO,O,X,X,X,O,O,X,X,X,X,X,X,O
JTLSZOI,O,X,X,X,O,O,X,X,O,X,O,X,X
JTLSOIZ,O,X,X,X,O,O,X,X,O,X,X,O,O
JTLSOZI,O,X,X,X,O,O,X,X,O,X,O,O,X
JTLZISO,O,X,X,X,O,X,X,X,X,X,X,X,X
JTLZIOS,O,X,X,X,X,X,X,X,O,X,X,X,X
JTLZSIO,O,X,X,X,O,X,X,X,X,X,X,X,X
JTLZSOI,O,X,X,X,O,X,X,X,O,X,O,X,X
JTLZOIS,O,X,X,X,O,X,X,O,O,X,X,X,X
JTLZOSI,O,X,X,X,O,X,X,O,O,X,O,X,X
JTLOISZ,O,X,X,X,O,X,X,X,O,X,X,X,X
JTLOIZS,O,X,X,X,O,X,X,O,O,O,X,X,X
JTLOSIZ,O,X,X,X,O,X,X,X,O,X,X,O,X
JTLOSZI,O,X,X,X,O,X,X,X,O,X,O,O,X
JTLOZIS,O,X,X,X,O,X,X,O,O,X,X,X,X
JTLOZSI,O,X,X,X,O,X,X,O,O,X,O,X,X
JTSILZO,O,X,X,O,O,O,X,X,X,X,X,X,O
JTSILOZ,O,X,O,X,O,O,X,X,X,X,X,X,O
JTSIZLO,O,X,X,O,O,O,X,X,X,X,X,X,X
JTSIZOL,O,X,O,O,O,X,X,X,X,X,X,X,X
JTSIOLZ,O,X,O,O,O,X,X,X,X,X,X,X,X
JTSIOZL,O,X,O,O,O,X,X,X,X,X,X,X,X
JTSLIZO,O,X,X,O,O,O,X,X,X,X,X,X,O
JTSLIOZ,O,X,O,X,O,O,X,X,X,X,X,X,O
JTSLZIO,O,X,X,O,O,O,X,X,X,X,X,X,O
JTSLZOI,O,X,X,O,O,O,X,X,O,X,O,X,X
JTSLOIZ,O,X,O,X,O,O,X,X,O,X,X,O,O
JTSLOZI,O,X,O,X,O,O,X,X,O,X,O,O,X
JTSZILO,O,X,X,O,O,O,X,X,X,X,X,X,X
JTSZIOL,O,X,O,O,O,X,X,X,X,X,X,X,X
JTSZLIO,O,X,X,O,O,O,X,X,X,X,X,X,O
JTSZLOI,O,X,X,O,O,O,X,X,O,X,X,X,X
JTSZOIL,O,X,O,O,O,X,X,X,X,X,O,X,X
JTSZOLI,O,X,O,O,O,O,X,X,O,X,O,X,X
JTSOILZ,O,X,O,O,O,X,X,X,X,X,X,O,X
JTSOIZL,O,X,O,O,O,X,X,X,X,X,X,X,X
JTSOLIZ,O,X,O,O,O,O,X,X,O,X,X,O,O
JTSOLZI,O,X,O,O,O,O,X,X,O,X,O,O,X
JTSOZIL,O,X,O,O,O,X,X,X,X,X,O,X,X
JTSOZLI,O,X,O,O,O,O,X,X,O,X,O,X,X
JTZILSO,O,X,X,X,O,X,X,X,X,X,X,X,X
JTZILOS,O,X,X,X,X,X,X,X,O,X,X,X,X
JTZISLO,O,X,X,O,O,X,X,X,X,X,X,X,X
JTZISOL,O,X,X,O,O,X,X,X,X,X,X,X,X
JTZIOLS,O,X,X,X,X,X,X,X,O,X,X,X,X
JTZIOSL,O,X,X,X,X,X,O,X,X,X,X,X,X
JTZLISO,O,X,X,X,O,X,X,X,X,X,X,X,X
JTZLIOS,O,X,X,X,X,X,X,X,O,X,X,X,X
JTZLSIO,O,X,X,O,O,X,X,X,X,X,X,X,X
JTZLSOI,O,X,X,O,O,X,X,X,O,X,O,X,X
JTZLOIS,O,X,X,X,O,X,X,X,O,X,X,X,X
JTZLOSI,O,X,X,X,O,X,X,X,O,X,O,X,X
JTZSILO,O,X,X,O,O,O,X,X,X,X,X,X,X
JTZSIOL,O,X,X,O,O,X,X,X,X,X,X,X,X
JTZSLIO,O,X,X,O,O,O,X,X,X,X,X,X,X
JTZSLOI,O,X,X,O,O,O,O,X,O,X,X,X,X
JTZSOIL,O,X,X,O,O,X,O,X,X,X,O,X,X
JTZSOLI,O,X,X,O,O,O,O,X,O,X,O,X,X
JTZOILS,O,X,X,X,O,X,X,O,O,X,X,X,X
JTZOISL,O,X,X,X,O,X,O,X,X,X,X,X,X
JTZOLIS,O,X,X,X,O,X,X,O,O,X,X,X,X
JTZOLSI,O,X,X,X,O,X,X,O,O,X,O,X,X
JTZOSIL,O,X,X,O,O,X,O,X,X,X,O,X,X
JTZOSLI,O,X,X,O,O,X,O,X,O,X,O,X,X
JTOILSZ,O,X,O,X,O,X,X,X,O,X,X,X,X
JTOILZS,O,X,X,X,O,X,X,O,O,O,X,X,X
JTOISLZ,O,X,O,X,O,X,X,X,X,X,X,X,X
JTOISZL,O,X,O,X,O,X,X,X,X,X,X,X,X
JTOIZLS,O,X,X,X,O,X,X,O,O,O,X,X,X
JTOIZSL,O,X,X,X,O,X,O,X,X,X,X,X,X
JTOLISZ,O,X,O,X,O,X,X,X,O,X,X,X,X
JTOLIZS,O,X,X,X,O,X,X,O,O,O,X,X,X
JTOLSIZ,O,X,O,X,O,X,X,X,O,X,X,O,X
JTOLSZI,O,X,O,X,O,X,X,X,O,X,O,O,X
JTOLZIS,O,X,X,X,O,X,X,O,O,X,X,X,X
JTOLZSI,O,X,X,X,O,X,X,O,O,X,O,X,X
JTOSILZ,O,X,O,X,O,X,X,X,X,X,X,O,X
JTOSIZL,O,X,O,X,O,X,X,X,X,X,X,X,X
JTOSLIZ,O,X,O,X,O,X,X,X,O,X,X,O,X
JTOSLZI,O,X,O,X,O,X,X,X,O,X,O,O,X
JTOSZIL,O,X,O,X,O,X,X,X,X,X,O,X,X
JTOSZLI,O,X,O,X,O,X,X,X,O,X,O,X,X
JTOZILS,O,X,X,X,O,X,X,O,O,X,X,X,X
JTOZISL,O,X,X,X,O,X,O,X,X,X,X,X,X
JTOZLIS,O,X,X,X,O,X,X,O,O,X,X,X,X
JTOZLSI,O,X,X,X,O,X,X,O,O,X,O,X,X
JTOZSIL,O,X,X,X,O,X,O,X,X,X,O,X,X
JTOZSLI,O,X,X,X,O,X,O,X,O,X,O,X,X
JITLSZO,O,X,X,X,O,O,X,X,X,X,X,X,X
JITLSOZ,O,X,X,X,O,O,X,X,X,X,X,X,X
JITLZSO,O,X,X,X,O,X,X,X,X,X,X,X,X
JITLZOS,O,X,X,X,X,X,X,X,O,O,X,X,X
JITLOSZ,O,X,X,X,O,X,X,X,O,X,X,X,X
JITLOZS,O,X,X,X,O,X,X,X,O,O,X,X,X
JITSLZO,O,X,X,X,O,X,X,X,X,X,X,X,X
JITSLOZ,O,X,O,X,O,X,X,X,X,X,X,X,X
JITSZLO,O,X,X,X,O,X,X,X,X,X,X,X,X
JITSZOL,O,X,O,X,O,X,X,X,X,X,X,X,X
JITSOLZ,O,X,O,X,O,X,X,X,X,X,X,X,X
JITSOZL,O,X,O,X,O,X,X,X,X,X,X,X,X
JITZLSO,O,X,X,X,O,X,X,X,X,X,X,X,X
JITZLOS,O,X,X,X,X,X,X,X,O,X,X,X,X
JITZSLO,O,X,X,X,O,X,X,X,X,X,X,X,X
JITZSOL,O,X,X,X,O,X,X,X,X,X,X,X,X
JITZOLS,O,X,X,X,X,X,X,X,O,O,X,X,X
JITZOSL,O,X,X,X,X,X,O,X,X,X,X,X,X
JITOLSZ,O,X,O,X,O,X,X,X,O,X,X,X,X
JITOLZS,O,X,X,X,O,X,X,X,O,O,X,X,X
JITOSLZ,O,X,O,X,O,X,X,X,X,X,X,X,X
JITOSZL,O,X,O,X,O,X,X,X,X,X,X,X,X
JITOZLS,O,X,X,X,O,X,X,X,O,O,X,X,X
JITOZSL,O,X,X,X,O,X,O,X,X,X,X,X,X
JILTSZO,O,X,X,X,O,O,X,X,X,X,X,X,X
JILTSOZ,O,X,X,X,O,O,X,X,X,X,X,X,X
JILTZSO,O,X,X,X,O,X,X,X,X,X,X,X,X
JILTZOS,O,X,X,X,X,X,X,X,O,O,X,X,X
JILTOSZ,O,X,X,X,O,X,X,X,O,X,X,X,X
JILTOZS,O,X,X,X,O,X,X,X,O,O,X,X,X
JILSTZO,O,X,X,X,O,O,X,X,X,X,X,X,X
JILSTOZ,O,X,X,X,O,O,X,X,X,X,X,X,X
JILSZTO,O,X,X,X,O,O,X,X,X,X,X,X,X
JILSZOT,X,X,X,X,O,X,X,X,X,X,O,X,X
