sequence,v115@3gD8GeB8GeC8FeD8BeI8Lex6IvhFXeBOkBlgBSoBzk?BUtB,v115@3gD8GeB8GeC8FeD8BeI8LeZ/IvhFTeBflBlgBWoBCl?BUtB,v115@3gD8GeB8GeC8FeD8BeI8LeZ/IvhFCbBlgBGjBXjBzk?BUtB,v115@3gD8GeB8GeC8FeD8BeI8Lex6IvhFTeBKkBflBlgBWo?BUtB,v115@3gD8GeB8GeC8FeD8BeI8Lex6IvhFXeBlgBSoBmkBTk?BUtB,v115@3gD8GeB8GeC8FeD8BeI8LeZ/IvhFFbBTeBqkB3gBWo?BUtB,v115@3gD8GeB8GeC8FeD8BeI8Lex6IvhFTfBlgBGjBXjByp?BUtB,v115@3gD8GeB8GeC8FeD8BeI8Lex6IvhFOkBlgBUjBzkBft?B6tB,v115@3gD8GeB8GeC8FeD8BeI8LeZ/IvhFflBlgBunBcoBCl?BTtB,v115@3gD8GeB8GeC8FeD8BeI8LeZ/IvhF6jBukB3gBziBFl?BUtB,v115@3gD8GeB8GeC8FeD8BeI8LeT6IvhF1gBGjBXjBxkByp?BUtB,v115@3gD8GeB8GeC8FeD8BeI8LeZ/IvhFufB1gB6jBXlBzn?BUtB,v115@3gD8GeB8GeC8FeD8BeI8Lex6IvhF6jBlfB3gB2pBzn?BUtB,v115@3gD8GeB8GeC8FeD8BeI8Le1/IvhF0bBCjBxkBXoB2p?BTtB,v115@3gD8GeB8GeC8FeD8BeI8Lex6IvhFlgBWoBikB0kBXo?BTtB,v115@3gD8GeB8GeC8FeD8BeI8Lex6IvhFKkBflBlgBunBco?BTtB,v115@3gD8GeB8GeC8FeD8BeI8Lex6IvhF0fBlgBCjB2pBXo?BTtB,v115@3gD8GeB8GeC8FeD8BeI8Lex6IvhFlgBUjBmkBftBTk?B6tB
IOTLJZS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTLSJZ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOTLSZJ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOTLZJS,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOTLZSJ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOTJLSZ,O,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
IOTJLZS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTJSLZ,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
IOTJSZL,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
IOTJZLS,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOTJZSL,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
IOTSLJZ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOTSLZJ,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
IOTSJLZ,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
IOTSJZL,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
IOTSZLJ,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOTSZJL,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
IOTZLJS,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOTZLSJ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOTZJLS,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOTZJSL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOTZSLJ,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOTZSJL,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOLTJSZ,O,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
IOLTJZS,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOLTSJZ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOLTSZJ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOLTZJS,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
IOLTZSJ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOLJTSZ,O,X,O,X,X,O,X,X,X,X,O,O,O,X,X,X,X,X
IOLJTZS,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
IOLJSTZ,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X
IOLJSZT,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
IOLJZTS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOLJZST,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOLSTJZ,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X
IOLSTZJ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
IOLSJTZ,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X
IOLSJZT,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
IOLSZTJ,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
IOLSZJT,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
IOLZTJS,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
IOLZTSJ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOLZJTS,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
IOLZJST,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOLZSTJ,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
IOLZSJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOJTLSZ,O,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X
IOJTLZS,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOJTSLZ,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
IOJTSZL,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
IOJTZLS,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOJTZSL,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
IOJLTSZ,O,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
IOJLTZS,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOJLSTZ,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
IOJLSZT,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOJLZTS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOJLZST,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOJSTLZ,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
IOJSTZL,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X
IOJSLTZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOJSLZT,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOJSZTL,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
IOJSZLT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOJZTLS,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
IOJZTSL,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
IOJZLTS,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
IOJZLST,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
IOJZSTL,X,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
IOJZSLT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOSTLJZ,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
IOSTLZJ,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
IOSTJLZ,X,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
IOSTJZL,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X
IOSTZLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOSTZJL,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
IOSLTJZ,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
IOSLTZJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOSLJTZ,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
IOSLJZT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IOSLZTJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOSLZJT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IOSJTLZ,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
IOSJTZL,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X
IOSJLTZ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IOSJLZT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IOSJZTL,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
IOSJZLT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOSZTLJ,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
IOSZTJL,X,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X
IOSZLTJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOSZLJT,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
IOSZJTL,X,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X
IOSZJLT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOZTLJS,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
IOZTLSJ,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
IOZTJLS,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
IOZTJSL,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
IOZTSLJ,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
IOZTSJL,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
IOZLTJS,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
IOZLTSJ,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
IOZLJTS,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
IOZLJST,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
IOZLSTJ,O,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X
IOZLSJT,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
IOZJTLS,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
IOZJTSL,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
IOZJLTS,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
IOZJLST,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
IOZJSTL,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
IOZJSLT,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
IOZSTLJ,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
IOZSTJL,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
IOZSLTJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOZSLJT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOZSJTL,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
IOZSJLT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTIJSZO,O,X,O,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X
LTIJSOZ,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LTIJZSO,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
LTIJZOS,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LTIJOSZ,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
LTIJOZS,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LTISJZO,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LTISJOZ,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LTISZJO,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LTISZOJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTISOJZ,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LTISOZJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTIZJSO,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LTIZJOS,X,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LTIZSJO,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LTIZSOJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LTIZOJS,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LTIZOSJ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTIOJSZ,O,X,O,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X
LTIOJZS,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LTIOSJZ,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LTIOSZJ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LTIOZJS,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LTIOZSJ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LTJISZO,O,X,O,X,O,O,X,X,X,X,X,O,O,X,O,X,X,X
LTJISOZ,O,X,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X
LTJIZSO,O,X,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X
LTJIZOS,O,X,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X
LTJIOSZ,O,X,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X
LTJIOZS,X,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
LTJSIZO,O,O,O,O,O,O,X,X,O,X,X,O,O,X,O,O,O,X
LTJSIOZ,O,O,O,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X
LTJSZIO,O,X,X,O,O,O,X,X,O,X,X,O,O,X,O,O,O,X
LTJSZOI,O,X,X,O,O,O,X,X,X,X,X,X,X,X,O,O,O,O
LTJSOIZ,O,O,X,O,O,O,O,X,X,X,X,O,O,X,X,O,X,X
LTJSOZI,O,X,X,O,O,O,O,X,X,X,X,X,X,X,O,O,O,X
LTJZISO,O,X,O,X,O,O,X,X,X,X,X,X,O,X,O,X,O,X
LTJZIOS,O,X,O,X,O,O,O,X,X,X,X,X,O,X,O,X,X,X
LTJZSIO,O,X,O,X,O,O,X,X,O,X,X,X,O,X,O,O,O,X
LTJZSOI,O,X,X,X,O,O,O,X,X,X,X,X,X,X,O,O,O,X
LTJZOIS,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
LTJZOSI,O,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
LTJOISZ,O,X,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X
LTJOIZS,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
LTJOSIZ,O,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X
LTJOSZI,O,X,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X
LTJOZIS,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
LTJOZSI,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
LTSIJZO,O,O,O,O,O,O,X,X,O,X,X,O,O,X,X,O,O,X
LTSIJOZ,O,O,O,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X
LTSIZJO,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X
LTSIZOJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTSIOJZ,O,X,X,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X
LTSIOZJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTSJIZO,O,O,O,O,O,O,X,X,O,X,X,O,O,X,O,O,O,X
LTSJIOZ,O,O,O,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X
LTSJZIO,O,X,X,O,O,O,X,X,O,X,X,O,O,X,O,O,O,X
LTSJZOI,O,X,X,O,O,O,X,X,X,X,X,X,X,X,O,O,O,O
LTSJOIZ,O,O,X,O,O,O,O,X,X,X,X,O,O,X,X,O,X,X
LTSJOZI,O,X,X,O,O,O,O,X,X,X,X,O,X,X,O,O,O,X
LTSZIJO,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X
LTSZIOJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTSZJIO,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X,O,O,X
LTSZJOI,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,O,O,O
LTSZOIJ,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LTSZOJI,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LTSOIJZ,O,X,X,O,O,O,O,X,X,X,X,O,X,X,X,O,X,X
LTSOIZJ,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LTSOJIZ,O,X,X,O,O,O,O,O,X,X,X,O,X,X,X,O,X,X
LTSOJZI,O,X,X,O,O,O,O,O,X,X,X,O,X,X,X,O,O,X
LTSOZIJ,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LTSOZJI,O,X,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X
LTZIJSO,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LTZIJOS,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
LTZISJO,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LTZISOJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LTZIOJS,O,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LTZIOSJ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZJISO,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
LTZJIOS,O,X,O,O,O,O,O,X,X,X,O,X,X,X,O,X,X,X
LTZJSIO,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X
LTZJSOI,O,O,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X
LTZJOIS,O,X,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X
LTZJOSI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X
LTZSIJO,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LTZSIOJ,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LTZSJIO,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LTZSJOI,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LTZSOIJ,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LTZSOJI,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LTZOIJS,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LTZOISJ,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZOJIS,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LTZOJSI,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LTZOSIJ,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZOSJI,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOIJSZ,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LTOIJZS,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LTOISJZ,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LTOISZJ,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LTOIZJS,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LTOIZSJ,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LTOJISZ,O,X,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X
LTOJIZS,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LTOJSIZ,O,X,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X
LTOJSZI,O,X,X,X,O,X,O,O,X,X,X,O,X,X,O,X,X,X
LTOJZIS,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
LTOJZSI,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
LTOSIJZ,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LTOSIZJ,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LTOSJIZ,O,X,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X
LTOSJZI,O,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X
LTOSZIJ,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LTOSZJI,O,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LTOZIJS,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LTOZISJ,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LTOZJIS,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LTOZJSI,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LTOZSIJ,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LTOZSJI,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LITJSZO,O,X,O,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X
LITJSOZ,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LITJZSO,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
LITJZOS,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LITJOSZ,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
LITJOZS,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LITSJZO,O,X,O,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X
LITSJOZ,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LITSZJO,O,X,O,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X
LITSZOJ,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LITSOJZ,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LITSOZJ,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LITZJSO,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LITZJOS,X,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LITZSJO,O,X,O,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X
LITZSOJ,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LITZOJS,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LITZOSJ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LITOJSZ,O,X,O,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X
LITOJZS,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LITOSJZ,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LITOSZJ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LITOZJS,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LITOZSJ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LIJTSZO,O,X,O,X,O,O,X,X,X,X,X,O,O,X,O,X,X,X
LIJTSOZ,O,X,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X
LIJTZSO,O,X,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X
LIJTZOS,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X
LIJTOSZ,O,X,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X
LIJTOZS,X,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
LIJSTZO,O,O,X,O,O,O,X,X,O,X,X,O,O,X,X,O,X,X
LIJSTOZ,O,O,X,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X
LIJSZTO,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X
LIJSZOT,X,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X
LIJSOTZ,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LIJSOZT,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LIJZTSO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJZTOS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJZSTO,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X
LIJZSOT,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LIJZOTS,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LIJZOST,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LIJOTSZ,X,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LIJOTZS,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LIJOSTZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJOSZT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJOZTS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJOZST,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LISTJZO,O,O,X,O,O,O,X,X,O,X,X,O,O,O,X,O,X,X
LISTJOZ,O,O,X,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X
LISTZJO,O,O,X,O,O,O,X,X,X,X,X,O,X,O,X,O,X,X
LISTZOJ,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LISTOJZ,O,X,X,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X
LISTOZJ,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LISJTZO,O,O,X,O,O,O,X,X,O,X,X,O,O,X,X,O,X,X
LISJTOZ,O,O,X,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X
LISJZTO,O,X,X,O,X,O,X,X,O,X,X,X,O,X,X,O,X,X
