sequence,v115@7gB8GeC8FeD8FeE8AeH8JeZ/IvhFUbBFcBXdBWlBTm?BCqB,v115@7gB8GeC8FeD8FeE8AeH8JeT6IvhF0bBxcBykB3hBWr?BlpB,v115@7gB8GeC8FeD8FeE8AeH8Jex7IvhFXdBOkBlgB0fBTm?BCqB,v115@7gB8GeC8FeD8FeE8AeH8JeZ/IvhFufB3bBFdB6mB8p?BzqB,v115@7gB8GeC8FeD8FeE8AeH8JeZ/IvhFufBXdBlgB8pBTr?BCrB,v115@7gB8GeC8FeD8FeE8AeH8JeO/IvhF0bBxcBzfBCmB3m?BlpB,v115@7gB8GeC8FeD8FeE8AeH8JeK/IvhFzaBfhBxcBumB0l?BlpB,v115@7gB8GeC8FeD8FeE8AeH8Jey/IvhFfhBxcBumBTfB0l?BlpB,v115@7gB8GeC8FeD8FeE8AeH8Jex6IvhFXdBTfBmgB6mB0l?BlpB,v115@7gB8GeC8FeD8FeE8AeH8Jex8IvhFTfBlgB3hB8pBip?BWwB,v115@7gB8GeC8FeD8FeE8AeH8Jem7IvhFxfB3hBTfB0lBCn?BlpB,v115@7gB8GeC8FeD8FeE8AeH8JeZ/IvhFufBlgB3hB8pBzq?BCsB
JLZISOT,O,X,X,O,X,X,X,O,X,X,X,X
JLZIOTS,O,X,X,O,X,X,X,X,X,X,X,X
JLZIOST,O,X,X,O,X,X,X,X,X,X,X,X
JLZSTIO,O,O,O,O,X,X,O,O,X,X,X,X
JLZSTOI,O,O,O,O,X,X,O,O,X,X,X,X
JLZSITO,O,O,X,O,X,X,O,O,X,X,X,X
JLZSIOT,O,X,X,O,X,X,X,O,X,X,X,X
JLZSOTI,O,X,X,O,X,X,X,O,X,X,X,X
JLZSOIT,O,X,X,O,X,X,X,O,X,X,X,X
JLZOTIS,O,X,O,O,X,X,X,X,X,X,X,X
JLZOTSI,O,X,O,O,X,X,X,X,X,X,X,X
JLZOITS,O,X,X,O,X,X,X,X,X,X,X,X
JLZOIST,O,X,X,O,X,X,X,X,X,X,X,X
JLZOSTI,O,X,O,O,X,X,X,O,X,X,X,X
JLZOSIT,O,X,X,O,X,X,X,O,X,X,X,X
JLOTISZ,O,X,O,X,X,X,X,X,X,X,X,X
JLOTIZS,O,X,O,O,X,X,X,X,X,X,X,X
JLOTSIZ,O,X,O,X,X,X,X,X,X,X,X,X
JLOTSZI,O,X,O,O,X,X,X,X,X,X,X,X
JLOTZIS,O,X,O,O,X,X,X,X,X,X,X,X
JLOTZSI,O,X,O,O,X,X,X,X,X,X,X,X
JLOITSZ,O,X,O,X,X,X,X,X,X,X,X,X
JLOITZS,O,X,O,O,X,X,X,X,X,X,X,X
JLOISTZ,O,X,O,X,X,X,X,X,X,X,X,X
JLOISZT,O,X,X,X,X,X,X,X,X,X,X,X
JLOIZTS,O,X,X,O,X,X,X,X,X,X,X,X
JLOIZST,O,X,X,O,X,X,X,X,X,X,X,X
JLOSTIZ,O,X,O,X,X,X,X,X,X,X,X,X
JLOSTZI,O,X,O,O,X,X,X,X,X,X,X,X
JLOSITZ,O,X,O,X,X,X,X,X,X,X,X,X
JLOSIZT,O,X,X,X,X,X,X,X,X,X,X,X
JLOSZTI,O,X,O,O,X,X,X,X,X,X,X,X
JLOSZIT,O,X,X,O,X,X,X,X,X,X,X,X
JLOZTIS,O,X,O,O,X,X,X,X,X,X,X,X
JLOZTSI,O,X,O,O,X,X,X,X,X,X,X,X
JLOZITS,O,X,X,O,X,X,X,X,X,X,X,X
JLOZIST,O,X,X,O,X,X,X,X,X,X,X,X
JLOZSTI,O,X,O,O,X,X,X,X,X,X,X,X
JLOZSIT,O,X,X,O,X,X,X,X,X,X,X,X
JSTILZO,O,O,X,X,X,X,X,X,X,X,X,X
JSTILOZ,O,O,X,X,X,X,X,X,X,X,X,X
JSTIZLO,X,O,X,X,X,X,X,X,X,X,X,X
JSTIZOL,X,O,X,X,X,X,X,X,X,O,X,X
JSTIOLZ,O,O,X,X,X,X,X,X,X,X,X,X
JSTIOZL,X,O,X,X,X,X,X,X,X,X,X,X
JSTLIZO,O,O,O,X,X,X,X,X,X,X,X,X
JSTLIOZ,O,O,O,X,X,X,X,X,X,X,X,X
JSTLZIO,O,O,O,X,X,X,O,X,X,X,X,X
JSTLZOI,O,O,O,X,X,X,O,X,X,X,X,X
JSTLOIZ,O,O,O,X,X,X,X,X,X,X,X,X
JSTLOZI,O,O,O,X,X,X,O,X,X,X,X,X
JSTZILO,X,O,X,X,X,X,O,O,X,X,O,O
JSTZIOL,X,O,X,X,X,X,O,O,O,O,O,O
JSTZLIO,X,O,X,X,X,X,O,O,X,X,O,O
JSTZLOI,X,O,X,X,X,X,O,O,O,X,X,X
JSTZOIL,X,O,X,X,X,X,O,O,O,O,O,O
JSTZOLI,X,O,X,X,X,X,O,O,O,O,X,X
JSTOILZ,O,O,O,X,X,X,X,X,X,X,X,X
JSTOIZL,X,O,O,X,X,X,X,X,O,X,X,X
JSTOLIZ,O,O,O,X,X,X,X,X,X,X,X,X
JSTOLZI,O,O,O,X,X,X,X,X,X,X,X,X
JSTOZIL,X,O,O,X,X,X,X,X,O,X,X,X
JSTOZLI,X,O,O,X,X,X,X,X,O,X,X,X
JSITLZO,O,O,X,X,X,X,X,X,X,X,X,X
JSITLOZ,O,O,X,X,X,X,X,X,X,X,X,X
JSITZLO,X,O,X,X,X,X,X,X,X,X,X,X
JSITZOL,X,O,X,X,X,X,X,X,X,O,X,X
JSITOLZ,O,O,X,X,X,X,X,X,X,X,X,X
JSITOZL,X,O,X,X,X,X,X,X,X,X,X,X
JSILTZO,O,O,O,X,X,X,X,X,X,X,X,X
JSILTOZ,O,O,O,X,X,X,X,X,X,X,X,X
JSILZTO,O,O,X,X,X,X,X,X,X,X,X,X
JSILZOT,O,X,X,X,X,X,X,X,X,X,X,X
JSILOTZ,O,X,X,X,X,X,X,X,X,X,X,X
JSILOZT,O,X,X,X,X,X,X,X,X,X,X,X
JSIZTLO,X,O,X,X,O,X,X,X,X,X,O,O
JSIZTOL,X,O,X,X,O,X,X,X,X,O,O,O
JSIZLTO,X,O,X,X,O,X,X,X,X,X,O,O
JSIZLOT,X,X,X,X,O,X,X,X,X,X,X,X
JSIZOTL,X,O,X,X,O,X,X,X,X,O,O,O
JSIZOLT,X,X,X,X,O,X,X,X,X,X,X,X
JSIOTLZ,O,O,O,X,X,X,X,X,X,X,X,X
JSIOTZL,X,O,O,X,X,X,X,X,X,X,X,X
JSIOLTZ,O,X,O,X,X,X,X,X,X,X,X,X
JSIOLZT,O,X,X,X,X,X,X,X,X,X,X,X
JSIOZTL,X,O,X,X,O,X,X,X,X,X,X,X
JSIOZLT,X,X,X,X,O,X,X,X,X,X,X,X
JSLTIZO,O,O,O,X,X,X,X,X,X,X,X,X
JSLTIOZ,O,O,O,X,X,X,X,X,X,X,X,X
JSLTZIO,O,O,O,X,X,X,X,X,X,X,X,X
JSLTZOI,O,O,O,X,X,X,X,X,X,X,X,X
JSLTOIZ,O,O,O,X,X,X,X,X,X,X,X,X
JSLTOZI,O,O,O,X,X,X,X,X,X,X,X,X
JSLITZO,O,O,O,X,X,X,X,X,X,X,X,X
JSLITOZ,O,O,O,X,X,X,X,X,X,X,X,X
JSLIZTO,O,O,X,X,X,X,X,X,X,X,X,X
JSLIZOT,O,X,X,X,X,X,X,X,X,X,X,X
JSLIOTZ,O,X,X,X,X,X,X,X,X,X,X,X
JSLIOZT,O,X,X,X,X,X,X,X,X,X,X,X
JSLZTIO,O,O,O,X,X,X,X,X,X,X,O,X
JSLZTOI,O,O,O,X,X,X,X,X,X,X,X,X
JSLZITO,O,O,X,X,X,X,X,X,X,X,O,X
JSLZIOT,O,X,X,X,X,X,X,X,X,X,X,X
JSLZOTI,O,X,X,X,X,X,X,X,X,X,X,X
JSLZOIT,O,X,X,X,X,X,X,X,X,X,X,X
JSLOTIZ,O,X,O,X,X,X,X,X,X,X,X,X
JSLOTZI,O,X,O,X,X,X,X,X,X,X,X,X
JSLOITZ,O,X,O,X,X,X,X,X,X,X,X,X
JSLOIZT,O,X,X,X,X,X,X,X,X,X,X,X
JSLOZTI,O,X,O,X,X,X,X,X,X,X,X,X
JSLOZIT,O,X,X,X,X,X,X,X,X,X,X,X
JSZTILO,X,O,X,X,O,X,O,O,X,X,O,O
JSZTIOL,X,O,X,X,O,X,O,O,O,O,O,O
JSZTLIO,X,O,X,X,O,X,O,O,X,X,O,O
JSZTLOI,X,O,X,X,X,X,O,O,O,X,X,X
JSZTOIL,X,O,X,X,O,X,O,O,O,O,O,O
JSZTOLI,X,O,X,X,O,X,O,O,O,O,X,X
JSZITLO,X,O,X,X,O,X,O,O,X,X,O,O
JSZITOL,X,O,X,X,O,X,O,O,O,O,O,O
JSZILTO,X,O,X,X,O,X,O,O,X,X,O,O
JSZILOT,X,X,X,X,O,X,X,O,X,X,X,X
JSZIOTL,X,O,X,X,O,X,O,O,X,O,O,O
JSZIOLT,X,X,X,X,O,X,X,O,X,X,X,X
JSZLTIO,X,O,O,X,O,X,O,O,X,X,O,O
JSZLTOI,X,O,O,X,X,X,O,O,O,X,X,X
JSZLITO,X,O,X,X,O,X,O,O,X,X,O,O
JSZLIOT,X,X,X,X,O,X,X,O,X,X,X,X
JSZLOTI,X,X,X,X,O,X,X,O,X,X,X,X
JSZLOIT,X,X,X,X,O,X,X,O,X,X,X,X
JSZOTIL,X,O,O,X,O,X,O,O,O,O,O,O
JSZOTLI,X,O,O,X,O,X,O,O,O,O,X,X
JSZOITL,X,O,X,X,O,X,O,O,X,O,O,O
JSZOILT,X,X,X,X,O,X,X,O,X,X,X,X
JSZOLTI,X,X,O,X,O,X,X,O,X,X,X,X
JSZOLIT,X,X,X,X,O,X,X,O,X,X,X,X
JSOTILZ,O,O,O,X,X,X,X,X,X,X,X,X
JSOTIZL,X,O,O,X,X,X,X,X,X,X,X,X
JSOTLIZ,O,O,O,X,X,X,X,X,X,X,X,X
JSOTLZI,O,O,O,X,X,X,X,X,X,X,X,X
JSOTZIL,X,O,O,X,O,X,X,X,X,X,X,X
JSOTZLI,X,O,O,X,O,X,X,X,X,X,X,X
JSOITLZ,O,O,O,X,X,X,X,X,X,X,X,X
JSOITZL,X,O,O,X,X,X,X,X,X,X,X,X
JSOILTZ,O,X,O,X,X,X,X,X,X,X,X,X
JSOILZT,O,X,X,X,X,X,X,X,X,X,X,X
JSOIZTL,X,O,X,X,O,X,X,X,X,X,X,X
JSOIZLT,X,X,X,X,O,X,X,X,X,X,X,X
JSOLTIZ,O,X,O,X,X,X,X,X,X,X,X,X
JSOLTZI,O,X,O,X,X,X,X,X,X,X,X,X
JSOLITZ,O,X,O,X,X,X,X,X,X,X,X,X
JSOLIZT,O,X,X,X,X,X,X,X,X,X,X,X
JSOLZTI,O,X,O,X,X,X,X,X,X,X,X,X
JSOLZIT,O,X,X,X,X,X,X,X,X,X,X,X
JSOZTIL,X,O,O,X,O,X,X,X,X,X,O,X
JSOZTLI,X,O,O,X,O,X,X,X,X,X,X,X
JSOZITL,X,O,X,X,O,X,X,X,X,X,O,X
JSOZILT,X,X,X,X,O,X,X,X,X,X,X,X
JSOZLTI,X,X,O,X,O,X,X,X,X,X,X,X
JSOZLIT,X,X,X,X,O,X,X,X,X,X,X,X
JZTILSO,X,O,X,O,O,X,O,O,X,X,X,O
JZTILOS,X,O,X,O,X,X,O,X,X,X,X,X
JZTISLO,X,O,X,O,O,X,O,O,X,X,O,O
JZTISOL,X,O,X,O,O,X,O,O,O,X,O,O
JZTIOLS,X,O,X,O,O,X,X,X,O,X,X,X
JZTIOSL,X,X,X,O,O,X,X,X,O,X,X,O
JZTLISO,X,O,X,O,O,X,O,O,X,X,X,O
JZTLIOS,X,O,X,O,X,X,O,X,X,X,X,X
JZTLSIO,X,O,X,O,O,X,O,O,X,X,X,O
JZTLSOI,X,O,X,O,X,X,O,O,O,X,X,X
JZTLOIS,X,O,X,O,X,X,O,X,O,X,X,X
JZTLOSI,X,O,X,O,X,X,O,O,O,X,X,X
JZTSILO,X,O,X,O,O,X,O,O,X,X,O,O
JZTSIOL,X,O,X,O,O,X,O,O,O,O,O,O
JZTSLIO,X,O,X,O,O,X,O,O,X,X,O,O
JZTSLOI,X,O,X,O,X,X,O,O,O,X,X,X
JZTSOIL,X,O,X,O,O,X,O,O,O,O,O,O
JZTSOLI,X,O,X,O,O,X,O,O,O,O,X,X
JZTOILS,X,O,X,O,O,X,X,X,O,X,X,X
JZTOISL,X,X,X,O,O,X,X,X,O,X,X,O
JZTOLIS,X,O,X,O,O,X,O,X,O,X,X,X
JZTOLSI,X,O,X,O,O,X,O,O,O,X,X,X
JZTOSIL,X,O,X,O,O,X,O,O,O,O,X,O
JZTOSLI,X,O,X,O,O,X,O,O,O,O,X,X
JZITLSO,X,O,X,O,O,X,O,O,X,X,X,O
JZITLOS,X,O,X,O,X,X,O,X,X,X,X,X
JZITSLO,X,O,X,O,O,X,O,O,X,X,X,O
JZITSOL,X,O,X,O,O,X,O,O,O,X,X,O
JZITOLS,X,O,X,O,O,X,X,X,O,X,X,X
JZITOSL,X,X,X,O,O,X,X,X,O,X,X,O
JZILTSO,X,O,X,O,O,X,X,X,X,X,X,O
JZILTOS,X,O,X,O,X,X,X,X,X,X,X,X
JZILSTO,X,X,X,O,O,X,X,O,X,X,X,O
JZILSOT,X,X,X,O,O,X,X,O,X,X,X,X
JZILOTS,X,X,X,O,O,X,X,X,X,X,X,X
JZILOST,X,X,X,O,O,X,X,X,X,X,X,X
JZISTLO,X,O,X,O,O,X,O,O,X,X,O,O
JZISTOL,X,O,X,O,O,X,O,O,O,O,O,O
JZISLTO,X,O,X,O,O,X,O,O,X,X,O,O
JZISLOT,X,X,X,O,O,X,X,O,X,X,X,X
JZISOTL,X,O,X,O,O,X,O,O,X,O,O,O
JZISOLT,X,X,X,O,O,X,X,O,X,X,X,X
JZIOTLS,X,O,X,O,O,X,X,X,X,X,X,X
JZIOTSL,X,X,X,O,O,X,X,X,X,X,X,O
JZIOLTS,X,X,X,O,O,X,X,X,X,X,X,X
JZIOLST,X,X,X,O,O,X,X,X,X,X,X,X
JZIOSTL,X,X,X,O,O,X,X,X,X,O,X,O
JZIOSLT,X,X,X,O,O,X,X,X,X,X,X,X
JZLTISO,X,O,O,O,O,X,O,O,X,X,X,O
JZLTIOS,X,O,X,O,X,X,O,X,X,X,X,X
JZLTSIO,X,O,O,O,O,X,O,O,X,X,X,O
JZLTSOI,X,O,O,O,X,X,O,O,O,X,X,X
JZLTOIS,X,O,X,O,X,X,O,X,O,X,X,X
JZLTOSI,X,O,X,O,X,X,O,O,O,X,X,X
JZLITSO,X,O,X,O,O,X,X,X,X,X,X,O
JZLITOS,X,O,X,O,X,X,X,X,X,X,X,X
JZLISTO,X,X,X,O,O,X,X,O,X,X,X,O
JZLISOT,X,X,X,O,O,X,X,O,X,X,X,X
JZLIOTS,X,X,X,O,O,X,X,X,X,X,X,X
JZLIOST,X,X,X,O,O,X,X,X,X,X,X,X
JZLSTIO,X,O,O,O,O,X,O,O,X,X,X,O
JZLSTOI,X,O,O,O,X,X,O,O,O,X,X,X
JZLSITO,X,O,X,O,O,X,O,O,X,X,X,O
JZLSIOT,X,X,X,O,O,X,X,O,X,X,X,X
JZLSOTI,X,X,X,O,O,X,X,O,X,X,X,X
JZLSOIT,X,X,X,O,O,X,X,O,X,X,X,X
JZLOTIS,X,X,O,O,O,X,X,X,X,X,X,X
JZLOTSI,X,X,O,O,O,X,X,X,X,X,X,X
JZLOITS,X,X,X,O,O,X,X,X,X,X,X,X
JZLOIST,X,X,X,O,O,X,X,X,X,X,X,X
JZLOSTI,X,X,O,O,O,X,X,O,X,X,X,X
JZLOSIT,X,X,X,O,O,X,X,O,X,X,X,X
JZSTILO,X,O,X,O,O,X,O,O,X,X,O,O
JZSTIOL,X,O,X,O,O,X,O,O,O,O,O,O
JZSTLIO,X,O,X,O,O,X,O,O,X,X,O,O
JZSTLOI,X,O,X,O,X,X,O,O,O,X,X,X
JZSTOIL,X,O,X,O,O,X,O,O,O,O,O,O
JZSTOLI,X,O,X,O,O,X,O,O,O,O,X,X
JZSITLO,X,O,X,O,O,X,O,O,X,X,O,O
JZSITOL,X,O,X,O,O,X,O,O,O,O,O,O
JZSILTO,X,O,X,O,O,X,O,O,X,X,O,O
JZSILOT,X,X,X,O,O,X,X,O,X,X,X,X
JZSIOTL,X,O,X,O,O,X,O,O,X,O,O,O
JZSIOLT,X,X,X,O,O,X,X,O,X,X,X,X
JZSLTIO,X,O,O,O,O,X,O,O,X,X,O,O
JZSLTOI,X,O,O,O,X,X,O,O,O,X,X,X
JZSLITO,X,O,X,O,O,X,O,O,X,X,O,O
JZSLIOT,X,X,X,O,O,X,X,O,X,X,X,X
JZSLOTI,X,X,X,O,O,X,X,O,X,X,X,X
JZSLOIT,X,X,X,O,O,X,X,O,X,X,X,X
JZSOTIL,X,O,O,O,O,X,O,O,O,O,O,O
JZSOTLI,X,O,O,O,O,X,O,O,O,O,X,X
JZSOITL,X,O,X,O,O,X,O,O,X,O,O,O
JZSOILT,X,X,X,O,O,X,X,O,X,X,X,X
JZSOLTI,X,X,O,O,O,X,X,O,X,X,X,X
JZSOLIT,X,X,X,O,O,X,X,O,X,X,X,X
JZOTILS,X,O,X,O,O,X,X,X,O,X,X,X
JZOTISL,X,X,O,O,O,X,X,X,O,X,X,O
JZOTLIS,X,O,X,O,O,X,O,X,O,X,X,X
JZOTLSI,X,O,X,O,O,X,O,O,O,X,X,X
JZOTSIL,X,O,O,O,O,X,O,O,O,O,X,O
JZOTSLI,X,O,O,O,O,X,O,O,O,O,X,X
JZOITLS,X,O,X,O,O,X,X,X,X,X,X,X
JZOITSL,X,X,X,O,O,X,X,X,X,X,X,O
JZOILTS,X,X,X,O,O,X,X,X,X,X,X,X
JZOILST,X,X,X,O,O,X,X,X,X,X,X,X
JZOISTL,X,X,X,O,O,X,X,X,X,O,X,O
JZOISLT,X,X,X,O,O,X,X,X,X,X,X,X
JZOLTIS,X,X,O,O,O,X,X,X,X,X,X,X
JZOLTSI,X,X,O,O,O,X,X,X,X,X,X,X
JZOLITS,X,X,X,O,O,X,X,X,X,X,X,X
JZOLIST,X,X,X,O,O,X,X,X,X,X,X,X
JZOLSTI,X,X,O,O,O,X,X,O,X,X,X,X
JZOLSIT,X,X,X,O,O,X,X,O,X,X,X,X
JZOSTIL,X,O,O,O,O,X,O,O,O,O,X,O
JZOSTLI,X,O,O,O,O,X,O,O,O,O,X,X
JZOSITL,X,O,X,O,O,X,O,O,X,O,X,O
JZOSILT,X,X,X,O,O,X,X,O,X,X,X,X
JZOSLTI,X,X,O,O,O,X,X,O,X,X,X,X
JZOSLIT,X,X,X,O,O,X,X,O,X,X,X,X
JOTILSZ,O,O,O,X,X,X,X,X,X,X,X,X
JOTILZS,O,O,X,X,X,X,X,X,X,X,X,X
JOTISLZ,O,X,O,X,X,X,X,X,X,X,X,X
JOTISZL,X,X,O,X,X,X,X,X,X,X,X,X
JOTIZLS,X,O,X,O,X,X,X,X,X,X,X,X
JOTIZSL,X,X,O,O,X,X,X,X,X,X,X,X
JOTLISZ,O,O,O,X,X,X,X,X,X,X,X,X
JOTLIZS,O,O,O,X,X,X,O,X,X,X,X,X
JOTLSIZ,O,O,O,X,X,X,X,X,X,X,X,X
JOTLSZI,O,O,O,X,X,X,O,X,X,X,X,X
JOTLZIS,O,O,O,X,X,X,O,X,X,X,X,X
JOTLZSI,O,O,O,X,X,X,O,X,X,X,X,X
JOTSILZ,O,O,O,X,X,X,X,X,X,X,X,X
JOTSIZL,X,O,O,X,X,X,X,X,X,X,X,X
JOTSLIZ,O,O,O,X,X,X,X,X,X,X,X,X
JOTSLZI,O,O,O,X,X,X,X,X,X,X,X,X
JOTSZIL,X,O,O,O,O,X,X,X,X,X,X,X
JOTSZLI,X,O,O,O,O,X,X,X,X,X,X,X
JOTZILS,X,O,X,O,O,X,X,X,X,X,X,X
JOTZISL,X,X,O,O,O,X,X,X,X,X,X,X
JOTZLIS,X,O,X,O,O,X,O,X,X,X,X,X
JOTZLSI,X,O,X,O,O,X,O,O,X,X,X,X
JOTZSIL,X,O,O,O,O,X,O,O,X,X,X,X
JOTZSLI,X,O,O,O,O,X,O,O,X,X,X,X
JOITLSZ,O,O,O,X,X,X,X,X,X,X,X,X
JOITLZS,O,O,X,X,X,X,X,X,X,X,X,X
JOITSLZ,O,X,O,X,X,X,X,X,X,X,X,X
JOITSZL,X,X,O,X,X,X,X,X,X,X,X,X
JOITZLS,X,O,X,O,X,X,X,X,X,X,X,X
JOITZSL,X,X,O,O,X,X,X,X,X,X,X,X
JOILTSZ,O,X,O,X,X,X,X,X,X,X,X,X
JOILTZS,O,X,O,O,X,X,X,X,X,X,X,X
JOILSTZ,O,X,O,X,X,X,X,X,X,X,X,X
JOILSZT,O,X,X,X,X,X,X,X,X,X,X,X
JOILZTS,O,X,X,O,X,X,X,X,X,X,X,X
JOILZST,O,X,X,O,X,X,X,X,X,X,X,X
JOISTLZ,O,X,O,X,X,X,X,X,X,X,X,X
JOISTZL,X,X,O,X,X,X,X,X,X,X,X,X
JOISLTZ,O,X,O,X,X,X,X,X,X,X,X,X
JOISLZT,O,X,X,X,X,X,X,X,X,X,X,X
JOISZTL,X,X,X,X,O,X,X,X,X,X,X,X
JOISZLT,X,X,X,X,O,X,X,X,X,X,X,X
JOIZTLS,X,O,X,O,O,X,X,X,X,X,X,X
JOIZTSL,X,X,X,O,O,X,X,X,X,X,X,X
JOIZLTS,X,X,X,O,O,X,X,X,X,X,X,X
JOIZLST,X,X,X,O,O,X,X,X,X,X,X,X
JOIZSTL,X,X,X,O,O,X,X,X,X,X,X,X
JOIZSLT,X,X,X,O,O,X,X,X,X,X,X,X
JOLTISZ,O,X,O,X,X,X,X,X,X,X,X,X
JOLTIZS,O,X,O,O,X,X,X,X,X,X,X,X
JOLTSIZ,O,X,O,X,X,X,X,X,X,X,X,X
JOLTSZI,O,X,O,O,X,X,X,X,X,X,X,X
JOLTZIS,O,X,O,O,X,X,X,X,X,X,X,X
JOLTZSI,O,X,O,O,X,X,X,X,X,X,X,X
JOLITSZ,O,X,O,X,X,X,X,X,X,X,X,X
JOLITZS,O,X,O,O,X,X,X,X,X,X,X,X
JOLISTZ,O,X,O,X,X,X,X,X,X,X,X,X
JOLISZT,O,X,X,X,X,X,X,X,X,X,X,X
JOLIZTS,O,X,X,O,X,X,X,X,X,X,X,X
JOLIZST,O,X,X,O,X,X,X,X,X,X,X,X
JOLSTIZ,O,X,O,X,X,X,X,X,X,X,X,X
JOLSTZI,O,X,O,O,X,X,X,X,X,X,X,X
JOLSITZ,O,X,O,X,X,X,X,X,X,X,X,X
JOLSIZT,O,X,X,X,X,X,X,X,X,X,X,X
JOLSZTI,O,X,O,O,X,X,X,X,X,X,X,X
JOLSZIT,O,X,X,O,X,X,X,X,X,X,X,X
JOLZTIS,O,X,O,O,X,X,X,X,X,X,X,X
JOLZTSI,O,X,O,O,X,X,X,X,X,X,X,X
JOLZITS,O,X,X,O,X,X,X,X,X,X,X,X
JOLZIST,O,X,X,O,X,X,X,X,X,X,X,X
JOLZSTI,O,X,O,O,X,X,X,X,X,X,X,X
JOLZSIT,O,X,X,O,X,X,X,X,X,X,X,X
JOSTILZ,O,O,O,X,X,X,X,X,X,X,X,X
JOSTIZL,X,O,O,X,X,X,X,X,X,X,X,X
JOSTLIZ,O,O,O,X,X,X,X,X,X,X,X,X
JOSTLZI,O,O,O,X,X,X,X,X,X,X,X,X
JOSTZIL,X,O,O,O,O,X,X,X,X,X,X,X
JOSTZLI,X,O,O,O,O,X,X,X,X,X,X,X
JOSITLZ,O,O,O,X,X,X,X,X,X,X,X,X
JOSITZL,X,O,O,X,X,X,X,X,X,X,X,X
JOSILTZ,O,X,O,X,X,X,X,X,X,X,X,X
JOSILZT,O,X,X,X,X,X,X,X,X,X,X,X
JOSIZTL,X,O,X,X,O,X,X,X,X,X,X,X
JOSIZLT,X,X,X,X,O,X,X,X,X,X,X,X
JOSLTIZ,O,X,O,X,X,X,X,X,X,X,X,X
JOSLTZI,O,X,O,X,X,X,X,X,X,X,X,X
JOSLITZ,O,X,O,X,X,X,X,X,X,X,X,X
JOSLIZT,O,X,X,X,X,X,X,X,X,X,X,X
JOSLZTI,O,X,O,X,X,X,X,X,X,X,X,X
JOSLZIT,O,X,X,X,X,X,X,X,X,X,X,X
JOSZTIL,X,O,O,O,O,X,X,X,X,X,X,X
JOSZTLI,X,O,O,O,O,X,X,X,X,X,X,X
JOSZITL,X,O,X,O,O,X,X,X,X,X,X,X
JOSZILT,X,X,X,O,O,X,X,X,X,X,X,X
JOSZLTI,X,X,O,O,O,X,X,X,X,X,X,X
JOSZLIT,X,X,X,O,O,X,X,X,X,X,X,X
JOZTILS,X,O,X,O,O,X,X,X,X,X,X,X
JOZTISL,X,X,O,O,O,X,X,X,X,X,X,X
JOZTLIS,X,O,X,O,O,X,O,X,X,X,X,X
JOZTLSI,X,O,X,O,O,X,O,O,X,X,X,X
JOZTSIL,X,O,O,O,O,X,O,O,X,X,X,X
JOZTSLI,X,O,O,O,O,X,O,O,X,X,X,X
JOZITLS,X,O,X,O,O,X,X,X,X,X,X,X
JOZITSL,X,X,X,O,O,X,X,X,X,X,X,X
JOZILTS,X,X,X,O,O,X,X,X,X,X,X,X
JOZILST,X,X,X,O,O,X,X,X,X,X,X,X
JOZISTL,X,X,X,O,O,X,X,X,X,X,X,X
JOZISLT,X,X,X,O,O,X,X,X,X,X,X,X
JOZLTIS,X,X,O,O,O,X,X,X,X,X,X,X
JOZLTSI,X,X,O,O,O,X,X,X,X,X,X,X
JOZLITS,X,X,X,O,O,X,X,X,X,X,X,X
JOZLIST,X,X,X,O,O,X,X,X,X,X,X,X
JOZLSTI,X,X,O,O,O,X,X,O,X,X,X,X
JOZLSIT,X,X,X,O,O,X,X,O,X,X,X,X
JOZSTIL,X,O,O,O,O,X,O,O,X,X,X,X
JOZSTLI,X,O,O,O,O,X,O,O,X,X,X,X
JOZSITL,X,O,X,O,O,X,O,O,X,X,X,X
JOZSILT,X,X,X,O,O,X,X,O,X,X,X,X
JOZSLTI,X,X,O,O,O,X,X,O,X,X,X,X
JOZSLIT,X,X,X,O,O,X,X,O,X,X,X,X
STILJZO,O,O,O,X,X,O,X,X,X,X,X,X
STILJOZ,O,O,O,X,X,X,X,X,X,X,X,X
STILZJO,O,O,O,O,X,O,X,X,X,X,X,X
STILZOJ,X,O,X,O,X,O,X,X,X,O,X,X
STILOJZ,O,O,O,X,X,O,X,X,X,X,X,X
STILOZJ,O,O,X,O,X,O,X,X,X,X,X,X
STIJLZO,O,O,X,X,X,O,X,X,X,X,X,X
STIJLOZ,O,O,X,X,X,X,X,X,X,X,X,X
STIJZLO,X,O,X,X,X,X,X,X,X,X,X,X
STIJZOL,X,O,X,X,X,X,X,X,X,O,X,X
STIJOLZ,O,O,X,X,X,O,X,X,X,X,X,X
STIJOZL,X,O,X,X,X,O,X,X,X,X,X,X
STIZLJO,O,O,X,O,O,X,X,X,X,X,O,O
STIZLOJ,X,O,X,O,X,X,X,X,X,O,X,X
STIZJLO,X,O,X,O,O,X,X,X,X,X,O,O
STIZJOL,X,O,X,O,O,X,X,X,O,O,O,O
STIZOLJ,O,O,X,O,O,X,X,X,O,O,X,X
STIZOJL,X,X,X,O,O,X,X,X,O,O,O,O
STIOLJZ,O,O,O,X,X,O,X,X,X,X,X,X
STIOLZJ,O,O,O,X,X,O,X,X,O,X,X,X
STIOJLZ,O,X,O,X,X,O,X,X,X,X,X,X
STIOJZL,X,X,O,X,X,O,X,X,O,X,X,X
STIOZLJ,O,O,X,O,O,X,X,X,O,O,X,X
