sequence,v115@7gB8GeE8FeE8DeF8AeA8BeC8JeT6IvhFxbBXdBigBu?qBFnB0rB,v115@7gB8GeE8FeE8DeF8AeA8BeC8JeT6IvhFxbBXdBmgB6?qBFnB0rB,v115@7gB8GeE8FeE8DeF8AeA8BeC8JeT6IvhFOgB0cB5lBK?mBFnBXsB,v115@7gB8GeE8FeE8DeF8AeA8BeC8JeT6IvhFOgBXdB5lBK?mBFnB0rB,v115@7gB8GeE8FeE8DeF8AeA8BeC8JeT6IvhFibBFdB3gB5?mB8qBOsB,v115@7gB8GeE8FeE8DeF8AeA8BeC8Je2/IvhFRbBCdB3gBV?nB8qBzrB,v115@7gB8GeE8FeE8DeF8AeA8BeC8Jex6IvhFXdBmfBzgBF?nBCrB0rB,v115@7gB8GeE8FeE8DeF8AeA8BeC8Jex6IvhF0cBmfBzgBF?nBCrBXsB,v115@7gB8GeE8FeE8DeF8AeA8BeC8Jei6IvhFTcBUgB/rBF?nB5lBOsB,v115@7gB8GeE8FeE8DeF8AeA8BeC8Jei6IvhFFdBRgBWnB3?gB8qBzrB,v115@7gB8GeE8FeE8DeF8AeA8BeC8JeT6IvhFZhB/lBWnB8?rB6qBFsB,v115@7gB8GeE8FeE8DeF8AeA8BeC8Jei6IvhFFdBUgBxmBX?mBzrBuqB
LZJTIOS,O,O,X,X,O,O,X,X,X,O,X,X
LZJTSIO,O,O,X,X,O,O,X,X,X,O,X,X
LZJTSOI,O,O,X,X,O,O,O,X,X,X,X,X
LZJTOIS,O,O,X,X,O,O,O,O,X,O,X,X
LZJTOSI,O,O,X,X,O,O,O,O,X,X,X,X
LZJITSO,O,O,X,X,O,O,X,X,X,O,X,X
LZJITOS,O,O,O,X,O,O,X,X,X,O,X,X
LZJISTO,O,O,X,X,O,X,X,X,X,O,X,X
LZJISOT,O,O,O,X,O,X,X,X,X,X,X,X
LZJIOTS,O,O,O,X,O,X,O,O,X,O,X,O
LZJIOST,O,O,O,X,O,X,X,O,X,O,X,O
LZJSTIO,O,O,X,X,O,O,X,X,O,O,X,X
LZJSTOI,O,O,X,X,O,O,X,X,O,X,X,X
LZJSITO,O,O,X,X,O,O,X,X,X,O,X,X
LZJSIOT,O,O,X,X,O,O,X,X,X,X,X,X
LZJSOTI,O,O,X,X,O,O,X,X,X,X,X,X
LZJSOIT,O,O,X,X,O,O,X,X,X,X,X,X
LZJOTIS,O,O,X,X,O,X,O,O,X,O,X,O
LZJOTSI,O,O,X,X,O,X,O,O,X,X,X,X
LZJOITS,O,O,O,X,O,X,O,O,X,O,X,O
LZJOIST,O,O,O,X,O,X,X,O,X,O,X,O
LZJOSTI,O,O,X,X,O,O,X,O,X,X,X,X
LZJOSIT,O,O,X,X,O,O,X,O,X,X,X,X
LZSTIJO,O,O,X,X,O,O,X,X,O,X,X,X
LZSTIOJ,O,O,X,X,O,O,X,X,O,X,X,X
LZSTJIO,O,O,X,X,O,O,X,X,O,X,X,X
LZSTJOI,O,O,X,X,O,O,X,X,O,X,X,X
LZSTOIJ,O,O,X,X,O,O,X,X,O,X,X,X
LZSTOJI,O,O,X,X,O,O,X,X,O,X,X,X
LZSITJO,X,O,X,X,O,O,X,X,O,X,X,X
LZSITOJ,O,O,X,X,O,O,X,X,O,X,X,X
LZSIJTO,X,O,X,X,O,O,X,X,X,O,X,X
LZSIJOT,O,O,O,X,O,O,X,X,X,X,X,X
LZSIOTJ,O,O,X,X,O,O,X,X,X,X,X,O
LZSIOJT,O,O,O,X,O,O,X,X,X,O,X,O
LZSJTIO,O,O,X,X,O,O,X,X,O,O,X,X
LZSJTOI,O,O,X,X,O,O,X,X,O,X,X,X
LZSJITO,O,O,X,X,O,O,X,X,X,O,X,X
LZSJIOT,O,O,X,X,O,O,X,X,X,X,X,X
LZSJOTI,O,O,X,X,O,O,X,X,X,X,X,X
LZSJOIT,O,O,X,X,O,O,X,X,X,X,X,X
LZSOTIJ,O,O,X,X,O,O,X,X,O,X,X,O
LZSOTJI,O,O,X,X,O,O,X,X,O,X,X,X
LZSOITJ,O,O,X,X,O,O,X,X,X,X,X,O
LZSOIJT,O,O,O,X,O,O,X,X,X,O,X,O
LZSOJTI,O,O,X,X,O,O,X,X,X,X,X,X
LZSOJIT,O,O,X,X,O,O,X,X,X,X,X,X
LZOTIJS,O,O,O,O,X,X,X,O,X,O,X,O
LZOTISJ,O,O,O,O,O,X,X,X,X,X,X,O
LZOTJIS,O,O,O,X,X,X,O,O,X,O,X,O
LZOTJSI,O,O,X,X,X,X,O,O,X,O,X,X
LZOTSIJ,O,O,O,O,O,X,X,X,X,X,X,O
LZOTSJI,O,O,X,X,O,X,O,O,X,X,X,X
LZOITJS,O,O,O,O,X,X,X,X,X,O,X,O
LZOITSJ,O,O,O,O,O,X,X,X,X,X,X,O
LZOIJTS,O,O,O,O,X,X,X,O,X,O,X,O
LZOIJST,O,O,O,X,X,X,X,O,X,O,X,O
LZOISTJ,O,O,X,X,O,X,X,X,X,X,X,O
LZOISJT,O,O,O,X,O,X,X,X,X,O,X,O
LZOJTIS,O,O,X,X,O,X,O,O,X,O,X,O
LZOJTSI,O,O,X,X,O,X,O,O,X,O,X,X
LZOJITS,O,O,O,X,O,X,O,O,X,O,X,O
LZOJIST,O,O,O,X,O,X,X,O,X,O,X,O
LZOJSTI,O,O,X,X,O,O,X,O,X,O,X,X
LZOJSIT,O,O,X,X,O,O,X,O,X,O,X,X
LZOSTIJ,O,O,X,X,O,O,X,X,O,X,X,O
LZOSTJI,O,O,X,X,O,O,X,X,O,X,X,X
LZOSITJ,O,O,X,X,O,O,X,X,X,X,X,O
LZOSIJT,O,O,O,X,O,O,X,X,X,O,X,O
LZOSJTI,O,O,X,X,O,O,X,O,X,X,X,X
LZOSJIT,O,O,X,X,O,O,X,O,X,X,X,X
LOTIJSZ,O,O,O,O,X,O,O,O,X,O,X,X
LOTIJZS,O,O,O,O,X,O,O,O,X,O,X,O
LOTISJZ,O,O,O,O,X,X,O,X,X,X,X,X
LOTISZJ,O,O,O,O,X,X,X,X,X,X,X,O
LOTIZJS,X,X,O,O,X,O,X,O,X,X,X,O
LOTIZSJ,O,X,O,O,O,O,X,X,X,X,X,O
LOTJISZ,O,O,O,O,X,O,O,O,X,O,X,X
LOTJIZS,O,O,O,O,O,O,O,O,X,O,X,O
LOTJSIZ,O,O,X,O,X,O,O,O,X,O,X,X
LOTJSZI,O,O,X,X,X,O,O,O,X,O,X,X
LOTJZIS,O,O,O,X,O,O,O,O,X,O,X,O
LOTJZSI,O,O,X,X,O,O,O,O,X,O,X,X
LOTSIJZ,O,O,O,O,X,X,O,X,X,X,X,X
LOTSIZJ,O,O,O,O,X,X,X,X,X,X,X,O
LOTSJIZ,O,O,X,O,X,O,O,O,X,O,X,X
LOTSJZI,O,O,X,X,X,O,O,O,X,O,X,X
LOTSZIJ,O,O,O,O,X,O,X,X,X,X,X,O
LOTSZJI,O,O,X,X,X,O,O,O,X,X,X,X
LOTZIJS,O,O,O,O,X,O,X,O,X,O,X,O
LOTZISJ,O,O,O,O,O,O,X,X,X,X,X,O
LOTZJIS,O,O,O,X,X,O,O,O,X,O,X,O
LOTZJSI,O,O,X,X,X,O,O,O,X,O,X,X
LOTZSIJ,O,O,O,O,O,O,X,X,X,X,X,O
LOTZSJI,O,O,X,X,O,O,O,O,X,X,X,X
LOITJSZ,O,O,O,O,X,X,O,O,X,O,X,X
LOITJZS,O,O,O,O,X,X,O,O,X,O,X,O
LOITSJZ,O,O,O,O,X,X,O,X,X,X,X,X
LOITSZJ,O,O,O,O,X,X,X,X,X,X,X,O
LOITZJS,X,X,O,O,X,X,X,O,X,X,X,O
LOITZSJ,O,X,O,O,O,X,X,X,X,X,X,O
LOIJTSZ,O,O,O,O,X,X,O,O,X,O,X,X
LOIJTZS,O,O,O,O,X,X,O,O,X,O,X,O
LOIJSTZ,O,O,O,O,X,X,O,O,X,O,X,X
LOIJSZT,O,O,O,X,X,X,X,O,X,X,O,X
LOIJZTS,O,O,O,O,X,X,O,O,X,O,X,O
LOIJZST,O,O,O,X,X,X,X,O,X,O,X,O
LOISTJZ,O,O,O,O,X,X,X,X,X,X,X,X
LOISTZJ,O,X,O,O,X,X,X,X,X,X,X,O
LOISJTZ,O,O,O,O,X,X,X,X,X,O,X,X
LOISJZT,O,O,O,X,X,X,X,X,X,X,O,X
LOISZTJ,O,X,X,X,X,X,X,X,X,X,X,O
LOISZJT,O,O,O,X,X,X,X,X,X,X,X,O
LOIZTJS,O,O,O,O,X,X,X,X,X,O,X,O
LOIZTSJ,O,O,O,O,O,X,X,X,X,X,X,O
LOIZJTS,O,O,O,O,X,X,X,O,X,O,X,O
LOIZJST,O,O,O,X,X,X,X,O,X,O,X,O
LOIZSTJ,O,O,X,X,O,X,X,X,X,X,X,O
LOIZSJT,O,O,O,X,O,X,X,X,X,O,X,O
LOJTISZ,O,O,O,O,X,O,O,O,X,O,X,X
LOJTIZS,O,O,O,O,O,O,O,O,X,O,X,O
LOJTSIZ,O,O,X,O,X,O,O,O,X,O,X,X
LOJTSZI,O,O,X,X,X,O,O,O,X,O,X,X
LOJTZIS,O,O,O,X,O,O,O,O,X,O,X,O
LOJTZSI,O,O,X,X,O,O,O,O,X,O,X,X
LOJITSZ,O,O,O,O,X,O,O,O,X,O,X,X
LOJITZS,O,O,O,O,O,O,O,O,X,O,X,O
LOJISTZ,O,O,O,O,X,X,O,O,X,O,X,X
LOJISZT,O,O,O,X,X,X,X,O,X,X,O,X
LOJIZTS,O,O,O,O,O,X,O,O,X,O,X,O
LOJIZST,O,O,O,X,O,X,X,O,X,O,X,O
LOJSTIZ,O,O,X,X,X,X,O,O,X,O,X,X
LOJSTZI,O,O,X,X,X,X,O,O,X,O,X,X
LOJSITZ,O,O,X,X,X,X,O,O,X,O,X,X
LOJSIZT,O,O,X,X,X,X,X,O,X,X,O,X
LOJSZTI,O,O,X,X,X,X,X,O,X,O,X,X
LOJSZIT,O,O,X,X,X,X,X,O,X,O,X,X
LOJZTIS,O,O,X,X,O,X,O,O,X,O,X,O
LOJZTSI,O,O,X,X,O,X,O,O,X,O,X,X
LOJZITS,O,O,O,X,O,X,O,O,X,O,X,O
LOJZIST,O,O,O,X,O,X,X,O,X,O,X,O
LOJZSTI,O,O,X,X,O,O,X,O,X,O,X,X
LOJZSIT,O,O,X,X,O,O,X,O,X,O,X,X
LOSTIJZ,O,O,O,O,X,X,O,X,X,X,X,X
LOSTIZJ,O,O,O,O,X,X,X,X,X,X,X,O
LOSTJIZ,O,O,X,O,X,X,O,O,X,O,X,X
LOSTJZI,O,O,X,X,X,X,O,O,X,O,X,X
LOSTZIJ,O,O,O,O,X,X,X,X,O,X,X,O
LOSTZJI,O,O,X,X,X,X,O,O,O,X,X,X
LOSITJZ,O,O,O,O,X,X,X,X,X,X,X,X
LOSITZJ,O,O,O,O,X,X,X,X,X,X,X,O
LOSIJTZ,O,O,O,O,X,X,X,X,X,O,X,X
LOSIJZT,O,O,O,X,X,X,X,X,X,X,O,X
LOSIZTJ,O,O,X,X,X,X,X,X,X,X,X,O
LOSIZJT,O,O,O,X,X,X,X,X,X,X,X,O
LOSJTIZ,O,O,X,X,X,X,O,O,X,O,X,X
LOSJTZI,O,O,X,X,X,X,O,O,X,O,X,X
LOSJITZ,O,O,X,X,X,X,O,O,X,O,X,X
LOSJIZT,O,O,X,X,X,X,X,O,X,X,O,X
LOSJZTI,O,O,X,X,X,X,X,O,X,O,X,X
LOSJZIT,O,O,X,X,X,X,X,O,X,O,X,X
LOSZTIJ,O,O,X,X,X,X,X,X,O,X,X,O
LOSZTJI,O,O,X,X,X,X,X,X,O,X,X,X
LOSZITJ,O,O,X,X,X,X,X,X,X,X,X,O
LOSZIJT,O,O,O,X,X,X,X,X,X,O,X,O
LOSZJTI,O,O,X,X,X,X,X,O,X,X,X,X
LOSZJIT,O,O,X,X,X,X,X,O,X,X,X,X
LOZTIJS,O,O,O,O,X,X,X,O,X,O,X,O
LOZTISJ,O,O,O,O,O,X,X,X,X,X,X,O
LOZTJIS,O,O,O,X,X,X,O,O,X,O,X,O
LOZTJSI,O,O,X,X,X,X,O,O,X,O,X,X
LOZTSIJ,O,O,O,O,O,X,X,X,X,X,X,O
LOZTSJI,O,O,X,X,O,X,O,O,X,X,X,X
LOZITJS,O,O,O,O,X,X,X,X,X,O,X,O
LOZITSJ,O,O,O,O,O,X,X,X,X,X,X,O
LOZIJTS,O,O,O,O,X,X,X,O,X,O,X,O
LOZIJST,O,O,O,X,X,X,X,O,X,O,X,O
LOZISTJ,O,O,X,X,O,X,X,X,X,X,X,O
LOZISJT,O,O,O,X,O,X,X,X,X,O,X,O
LOZJTIS,O,O,X,X,O,X,O,O,X,O,X,O
LOZJTSI,O,O,X,X,O,X,O,O,X,O,X,X
LOZJITS,O,O,O,X,O,X,O,O,X,O,X,O
LOZJIST,O,O,O,X,O,X,X,O,X,O,X,O
LOZJSTI,O,O,X,X,O,O,X,O,X,O,X,X
LOZJSIT,O,O,X,X,O,O,X,O,X,O,X,X
LOZSTIJ,O,O,X,X,O,O,X,X,O,X,X,O
LOZSTJI,O,O,X,X,O,O,X,X,O,X,X,X
LOZSITJ,O,O,X,X,O,O,X,X,X,X,X,O
LOZSIJT,O,O,O,X,O,O,X,X,X,O,X,O
LOZSJTI,O,O,X,X,O,O,X,O,X,X,X,X
LOZSJIT,O,O,X,X,O,O,X,O,X,X,X,X
JTILSZO,O,X,O,O,X,O,X,X,X,O,X,X
JTILSOZ,O,X,O,O,X,X,O,X,X,X,X,X
JTILZSO,O,X,O,O,O,O,X,X,X,O,X,X
JTILZOS,O,X,O,O,O,O,X,X,X,O,X,X
JTILOSZ,O,X,O,O,X,X,O,O,X,X,X,X
JTILOZS,O,X,O,O,O,O,O,O,X,O,X,X
JTISLZO,O,X,X,X,X,O,X,X,X,O,X,X
JTISLOZ,O,X,X,X,X,X,O,X,X,X,X,X
JTISZLO,X,X,X,X,O,X,X,X,X,X,O,X
JTISZOL,O,X,X,X,O,X,X,X,X,X,O,X
JTISOLZ,O,X,X,X,X,X,X,X,X,X,X,X
JTISOZL,O,X,X,X,O,X,X,X,X,X,O,X
JTIZLSO,X,X,X,X,O,O,X,X,X,O,X,X
JTIZLOS,X,X,X,X,O,O,X,X,X,O,X,X
JTIZSLO,X,X,X,X,O,O,X,X,X,O,X,X
JTIZSOL,X,X,X,X,O,O,X,X,X,X,X,X
JTIZOLS,X,X,X,X,O,O,X,X,X,O,X,X
JTIZOSL,X,X,X,X,O,X,X,X,X,X,X,X
JTIOLSZ,O,X,O,O,X,O,X,X,X,X,X,X
JTIOLZS,O,X,O,O,O,O,X,X,X,O,X,X
JTIOSLZ,O,X,X,X,X,O,X,X,X,X,X,X
JTIOSZL,O,X,X,X,O,X,X,X,X,X,O,X
JTIOZLS,X,X,X,X,O,O,X,X,X,X,X,X
JTIOZSL,X,X,X,X,O,X,X,X,X,X,X,X
JTLISZO,O,O,O,O,X,O,X,X,X,O,X,X
JTLISOZ,O,O,O,O,X,X,O,X,X,X,X,X
JTLIZSO,O,O,O,O,O,O,X,X,X,O,X,X
JTLIZOS,O,O,O,O,O,O,X,X,X,O,X,X
JTLIOSZ,O,O,O,O,X,X,O,O,X,X,X,X
JTLIOZS,O,O,O,O,O,O,O,O,X,O,X,X
JTLSIZO,O,O,X,O,X,O,X,X,X,O,X,X
JTLSIOZ,O,O,X,O,X,X,O,X,X,X,X,X
JTLSZIO,O,O,X,X,X,O,X,X,X,O,X,X
JTLSZOI,O,O,X,X,X,O,O,X,X,X,X,X
JTLSOIZ,O,O,X,O,X,X,O,O,X,X,X,X
JTLSOZI,O,O,X,X,X,X,O,O,X,X,X,X
JTLZISO,O,O,O,X,O,O,X,X,X,O,X,X
JTLZIOS,O,O,O,X,O,O,X,X,X,O,X,X
JTLZSIO,O,O,X,X,O,O,X,X,X,O,X,X
JTLZSOI,O,O,X,X,O,O,O,X,X,X,X,X
JTLZOIS,O,O,O,X,O,O,O,O,X,O,X,X
JTLZOSI,O,O,X,X,O,O,O,O,X,X,X,X
JTLOISZ,O,O,O,O,X,X,O,O,X,O,X,X
JTLOIZS,O,O,O,O,O,O,O,O,X,O,X,O
JTLOSIZ,O,O,X,O,X,X,O,O,X,O,X,X
JTLOSZI,O,O,X,X,X,X,O,O,X,O,X,X
JTLOZIS,O,O,O,X,O,O,O,O,X,O,X,O
JTLOZSI,O,O,X,X,O,O,O,O,X,O,X,X
JTSILZO,O,X,X,X,X,O,X,X,X,O,X,X
JTSILOZ,O,X,X,X,X,X,O,X,X,X,X,X
JTSIZLO,X,X,X,X,O,X,X,X,X,X,O,X
JTSIZOL,O,X,X,X,O,X,X,X,X,X,O,X
JTSIOLZ,O,O,X,X,X,X,X,X,X,X,X,X
JTSIOZL,O,X,X,X,O,X,X,X,X,X,O,X
JTSLIZO,O,O,X,O,X,O,X,X,X,O,X,X
JTSLIOZ,O,O,X,O,X,X,O,X,X,X,X,X
JTSLZIO,O,O,X,X,X,O,X,X,X,O,X,X
JTSLZOI,O,O,X,X,X,O,O,X,X,X,X,X
JTSLOIZ,O,O,X,O,X,X,O,O,X,X,X,X
JTSLOZI,O,O,X,X,X,X,O,O,X,X,X,X
JTSZILO,X,X,X,X,O,O,X,X,X,O,X,X
JTSZIOL,O,X,X,X,O,O,X,X,X,X,X,X
JTSZLIO,O,X,X,X,O,O,X,X,X,O,X,X
JTSZLOI,O,X,X,X,O,O,O,X,X,X,X,X
JTSZOIL,O,X,X,X,O,O,X,X,X,X,X,X
JTSZOLI,O,X,X,X,O,O,X,X,X,X,X,X
JTSOILZ,O,O,X,X,X,X,X,X,X,X,X,X
JTSOIZL,O,X,X,X,O,X,X,X,X,X,O,X
JTSOLIZ,O,O,X,O,X,X,O,X,X,X,X,X
JTSOLZI,O,O,X,X,X,X,O,X,X,X,X,X
JTSOZIL,O,X,X,X,O,X,X,X,X,X,X,X
JTSOZLI,O,X,X,X,O,X,X,X,X,X,X,X
JTZILSO,O,X,X,X,O,O,X,X,X,O,X,X
JTZILOS,O,X,X,X,O,O,X,X,X,O,X,X
JTZISLO,O,X,X,X,O,O,X,X,X,O,X,X
JTZISOL,O,X,X,X,O,O,X,X,X,X,X,X
JTZIOLS,O,X,X,X,O,O,X,X,X,O,X,X
JTZIOSL,O,X,X,X,O,X,X,X,X,X,X,X
JTZLISO,O,X,O,X,O,O,X,X,X,O,X,X
JTZLIOS,O,X,O,X,O,O,X,X,X,O,X,X
JTZLSIO,O,X,X,X,O,O,X,X,X,O,X,X
JTZLSOI,O,X,X,X,O,O,O,X,X,X,X,X
JTZLOIS,O,X,O,X,O,O,O,O,X,O,X,X
JTZLOSI,O,X,X,X,O,O,O,O,X,X,X,X
JTZSILO,O,X,X,X,O,O,X,X,X,O,X,X
JTZSIOL,O,X,X,X,O,O,X,X,X,X,X,X
JTZSLIO,O,X,X,X,O,O,X,X,X,O,X,X
JTZSLOI,O,X,X,X,O,O,O,X,X,X,X,X
JTZSOIL,O,X,X,X,O,O,X,X,X,X,X,X
JTZSOLI,O,X,X,X,O,O,X,X,X,X,X,X
JTZOILS,O,X,X,X,O,O,X,X,X,O,X,X
JTZOISL,O,X,X,X,O,X,X,X,X,X,X,X
JTZOLIS,O,X,O,X,O,O,X,X,X,O,X,X
JTZOLSI,O,X,X,X,O,O,X,X,X,X,X,X
JTZOSIL,O,X,X,X,O,O,X,X,X,X,X,X
JTZOSLI,O,X,X,X,O,O,X,X,X,X,X,X
JTOILSZ,O,X,O,O,X,O,X,X,X,O,X,X
JTOILZS,O,X,O,O,O,O,X,X,X,O,X,O
JTOISLZ,O,X,X,X,X,O,X,X,X,O,X,X
JTOISZL,O,X,X,X,O,X,X,X,X,X,O,X
JTOIZLS,X,X,X,X,O,O,X,X,X,O,X,O
JTOIZSL,X,X,X,X,O,O,X,X,X,O,X,O
JTOLISZ,O,O,O,O,X,O,O,O,X,O,X,X
JTOLIZS,O,O,O,O,O,O,O,O,X,O,X,O
JTOLSIZ,O,O,X,O,X,O,O,O,X,O,X,X
JTOLSZI,O,O,X,X,X,O,O,O,X,O,X,X
JTOLZIS,O,O,O,X,O,O,O,O,X,O,X,O
JTOLZSI,O,O,X,X,O,O,O,O,X,O,X,X
JTOSILZ,O,O,X,X,X,O,X,X,X,O,X,X
JTOSIZL,O,X,X,X,O,X,X,X,X,X,O,X
JTOSLIZ,O,O,X,O,X,O,O,X,X,O,X,X
JTOSLZI,O,O,X,X,X,O,O,X,X,O,X,X
JTOSZIL,O,X,X,X,O,O,X,X,X,O,X,X
JTOSZLI,O,X,X,X,O,O,X,X,X,O,X,X
JTOZILS,O,X,X,X,O,O,X,X,X,O,X,O
JTOZISL,O,X,X,X,O,O,X,X,X,O,X,O
JTOZLIS,O,X,O,X,O,O,X,X,X,O,X,O
JTOZLSI,O,X,X,X,O,O,X,X,X,O,X,X
JTOZSIL,O,X,X,X,O,O,X,X,X,O,X,X
JTOZSLI,O,X,X,X,O,O,X,X,X,O,X,X
JITLSZO,O,X,O,O,X,O,X,X,X,O,X,X
JITLSOZ,O,X,O,O,X,X,O,X,X,X,X,X
JITLZSO,O,X,O,O,O,O,X,X,X,O,X,X
JITLZOS,O,X,O,O,O,O,X,X,X,O,X,X
JITLOSZ,O,X,O,O,X,X,O,O,X,X,X,X
JITLOZS,O,X,O,O,O,O,O,O,X,O,X,X
JITSLZO,O,X,X,X,X,O,X,X,X,O,X,X
JITSLOZ,O,X,X,X,X,X,O,X,X,X,X,X
JITSZLO,X,X,X,X,O,X,X,X,X,X,O,X
JITSZOL,O,X,X,X,O,X,X,X,X,X,O,X
JITSOLZ,O,X,X,X,X,X,X,X,X,X,X,X
JITSOZL,O,X,X,X,O,X,X,X,X,X,O,X
JITZLSO,X,X,X,X,O,O,X,X,X,O,X,X
JITZLOS,X,X,X,X,O,O,X,X,X,O,X,X
JITZSLO,X,X,X,X,O,O,X,X,X,O,X,X
JITZSOL,X,X,X,X,O,O,X,X,X,X,X,X
JITZOLS,X,X,X,X,O,O,X,X,X,O,X,X
JITZOSL,X,X,X,X,O,X,X,X,X,X,X,X
JITOLSZ,O,X,O,O,X,O,X,X,X,X,X,X
JITOLZS,O,X,O,O,O,O,X,X,X,O,X,X
JITOSLZ,O,X,X,X,X,O,X,X,X,X,X,X
JITOSZL,O,X,X,X,O,X,X,X,X,X,O,X
JITOZLS,X,X,X,X,O,O,X,X,X,X,X,X
JITOZSL,X,X,X,X,O,X,X,X,X,X,X,X
JILTSZO,O,X,O,O,X,O,X,X,X,O,X,X
JILTSOZ,O,X,O,O,X,X,O,X,X,X,X,X
JILTZSO,O,X,O,O,O,O,X,X,X,O,X,X
JILTZOS,O,X,O,O,O,O,X,X,X,O,X,X
JILTOSZ,O,X,O,O,X,X,O,O,X,X,X,X
JILTOZS,O,X,O,O,O,O,O,O,X,O,X,X
JILSTZO,X,X,O,O,X,O,X,X,X,O,X,X
JILSTOZ,O,X,O,O,X,X,X,X,X,X,X,X
JILSZTO,O,X,X,X,X,X,X,X,X,X,O,X
JILSZOT,O,X,O,X,X,X,X,X,X,X,O,X
JILSOTZ,O,X,O,O,X,X,O,O,X,X,X,X
JILSOZT,O,X,O,X,X,X,X,O,X,X,O,X
JILZTSO,O,X,O,O,O,O,X,X,X,O,X,X
JILZTOS,O,X,O,O,O,O,X,X,X,O,X,X
JILZSTO,O,X,X,X,O,X,X,X,X,O,X,X
JILZSOT,O,X,O,X,O,X,X,X,X,X,X,X
JILZOTS,O,X,O,O,O,X,O,O,X,O,X,O
JILZOST,O,X,O,X,O,X,X,O,X,O,X,O
JILOTSZ,O,X,O,O,X,O,O,O,X,O,X,X
JILOTZS,O,X,O,O,O,O,O,O,X,O,X,X
JILOSTZ,O,X,O,O,X,X,O,O,X,O,X,X
JILOSZT,O,X,O,X,X,X,X,O,X,X,O,X
JILOZTS,O,X,O,O,O,X,O,O,X,O,X,X
JILOZST,O,X,O,X,O,X,X,O,X,X,X,X
JISTLZO,X,X,X,X,X,O,X,X,X,O,X,X
JISTLOZ,X,X,X,X,X,X,O,X,X,X,X,X
JISTZLO,X,X,X,X,O,X,X,X,X,X,O,X
JISTZOL,X,X,X,X,O,X,X,X,X,X,O,X
JISTOLZ,O,X,X,X,X,X,X,X,X,X,X,X
JISTOZL,X,X,X,X,O,X,X,X,X,X,O,X
JISLTZO,X,X,O,O,X,O,X,X,X,O,X,X
JISLTOZ,O,X,O,O,X,X,X,X,X,X,X,X
JISLZTO,X,X,X,X,X,X,X,X,X,X,O,X
JISLZOT,O,X,O,X,X,X,X,X,X,X,O,X
JISLOTZ,O,X,O,O,X,X,O,O,X,X,X,X
JISLOZT,O,X,O,X,X,X,X,O,X,X,O,X
JISZTLO,X,X,X,X,O,O,X,X,X,X,O,X
JISZTOL,X,X,X,X,O,X,X,X,X,X,O,X
JISZLTO,X,X,X,X,O,X,X,X,X,X,O,X
JISZLOT,X,X,X,X,O,X,X,X,X,X,O,X
JISZOTL,X,X,X,X,O,X,X,X,X,X,O,X
JISZOLT,O,X,X,X,O,X,X,X,X,X,O,X
JISOTLZ,O,X,X,X,X,O,X,X,X,X,X,X
JISOTZL,X,X,X,X,O,X,X,X,X,X,O,X
JISOLTZ,O,X,O,O,X,X,X,X,X,X,X,X
JISOLZT,O,X,O,X,X,X,X,X,X,X,O,X
JISOZTL,X,X,X,X,O,X,X,X,X,X,O,X
JISOZLT,O,X,X,X,O,X,X,X,X,X,O,X
JIZTLSO,O,X,X,X,O,O,X,X,X,O,X,X
JIZTLOS,O,X,X,X,O,O,X,X,X,O,X,X
JIZTSLO,O,X,X,X,O,O,X,X,X,O,X,X
JIZTSOL,O,X,X,X,O,O,X,X,X,X,X,X
JIZTOLS,O,X,X,X,O,O,X,X,X,O,X,X
JIZTOSL,O,X,X,X,O,X,X,X,X,X,X,X
JIZLTSO,O,X,O,O,O,O,X,X,X,O,X,X
JIZLTOS,O,X,O,O,O,O,X,X,X,O,X,X
JIZLSTO,O,X,X,X,O,X,X,X,X,O,X,X
JIZLSOT,O,X,O,X,O,X,X,X,X,X,X,X
JIZLOTS,O,X,O,O,O,X,O,O,X,O,X,O
JIZLOST,O,X,O,X,O,X,X,O,X,O,X,O
JIZSTLO,X,X,X,X,O,O,X,X,X,O,O,X
JIZSTOL,O,X,X,X,O,O,X,X,X,X,O,X
JIZSLTO,O,X,X,X,O,O,X,X,X,O,O,X
JIZSLOT,O,X,X,X,O,O,X,X,X,X,O,X
JIZSOTL,O,X,X,X,O,O,X,X,X,X,O,X
JIZSOLT,O,X,X,X,O,O,X,X,X,X,O,X
JIZOTLS,O,X,X,X,O,O,X,X,X,O,X,O
JIZOTSL,O,X,X,X,O,X,X,X,X,O,X,O
JIZOLTS,O,X,O,O,O,X,X,X,X,O,X,O
JIZOLST,O,X,O,X,O,X,X,X,X,O,X,O
JIZOSTL,O,X,X,X,O,O,X,X,X,O,O,O
JIZOSLT,O,X,X,X,O,O,X,X,X,O,O,O
JIOTLSZ,O,X,O,O,X,O,X,X,X,O,X,X
JIOTLZS,O,X,O,O,O,O,X,X,X,O,X,X
JIOTSLZ,O,X,X,X,X,O,X,X,X,O,X,X
JIOTSZL,O,X,X,X,O,X,X,X,X,X,O,X
JIOTZLS,X,X,X,X,O,O,X,X,X,O,X,X
JIOTZSL,X,X,X,X,O,O,X,X,X,X,X,X
JIOLTSZ,O,X,O,O,X,O,O,O,X,O,X,X
JIOLTZS,O,X,O,O,O,O,O,O,X,O,X,X
JIOLSTZ,O,X,O,O,X,X,O,O,X,O,X,X
JIOLSZT,O,X,O,X,X,X,X,O,X,X,O,X
JIOLZTS,O,X,O,O,O,X,O,O,X,O,X,X
