sequence,v115@EhD8EeF8DeI8BeC8JeT6IvhFegBCcBxdBlhB3lB0rB,v115@EhD8EeF8DeI8BeC8Jei6IvhFFcBxdBzfB+lB3hB0rB,v115@EhD8EeF8DeI8BeC8JeT6IvhF0cBxdBmgBXgB1qBqrB,v115@EhD8EeF8DeI8BeC8JeT6IvhFxdBSlBXmBOlBlmB0rB,v115@EhD8EeF8DeI8BeC8JeT6IvhFibBxdBUhBFlBGrBfsB,v115@EhD8EeF8DeI8BeC8JeT6IvhF2gBxdB3hBFlBCmB0rB,v115@EhD8EeF8DeI8BeC8Je//IvhFFbBOhBxdBclBSrBzrB,v115@EhD8EeF8DeI8BeC8Jei6IvhFfhBxdBzfBumB1qB0rB
JTZSILO,X,O,X,X,O,O,X,X
JTZSIOL,X,O,X,X,O,O,X,O
JTZSLIO,X,O,X,X,O,O,X,X
JTZSLOI,X,O,X,X,O,O,X,X
JTZSOIL,X,O,X,X,O,O,X,O
JTZSOLI,X,O,X,X,O,O,X,O
JTZOILS,O,O,X,X,O,O,X,O
JTZOISL,X,O,X,X,O,O,X,O
JTZOLIS,O,O,X,X,O,O,X,O
JTZOLSI,X,O,X,X,O,O,X,O
JTZOSIL,X,O,X,X,O,O,X,O
JTZOSLI,X,O,X,X,O,O,X,O
JTOILSZ,O,O,O,X,X,O,X,O
JTOILZS,O,O,O,X,O,X,X,O
JTOISLZ,O,O,X,X,X,O,X,O
JTOISZL,O,O,X,X,X,O,X,O
JTOIZLS,O,O,X,X,O,O,X,O
JTOIZSL,X,O,X,X,O,O,X,O
JTOLISZ,O,O,O,X,X,O,X,O
JTOLIZS,O,O,O,X,O,X,X,O
JTOLSIZ,O,O,O,X,X,O,X,O
JTOLSZI,X,O,O,X,O,O,X,O
JTOLZIS,O,O,O,X,O,X,X,O
JTOLZSI,X,O,O,X,O,X,X,O
JTOSILZ,O,O,X,X,X,O,X,O
JTOSIZL,O,O,X,X,X,O,X,O
JTOSLIZ,O,O,X,X,X,O,X,O
JTOSLZI,O,O,X,X,O,O,X,O
JTOSZIL,O,O,X,X,O,O,X,O
JTOSZLI,O,O,X,X,O,O,X,O
JTOZILS,O,O,X,X,O,O,X,O
JTOZISL,X,O,X,X,O,O,X,O
JTOZLIS,O,O,X,X,O,O,X,O
JTOZLSI,X,O,X,X,O,O,X,O
JTOZSIL,X,O,X,X,O,O,X,O
JTOZSLI,X,O,X,X,O,O,X,O
JITLSZO,O,O,O,X,X,X,X,X
JITLSOZ,O,O,O,X,X,O,X,O
JITLZSO,X,O,O,X,O,X,X,X
JITLZOS,O,O,O,X,O,X,X,X
JITLOSZ,O,O,O,X,X,O,X,O
JITLOZS,O,O,O,X,O,X,X,O
JITSLZO,O,O,X,X,X,X,X,X
JITSLOZ,O,O,X,X,X,O,X,O
JITSZLO,O,O,X,X,X,X,X,X
JITSZOL,O,O,X,X,X,O,X,O
JITSOLZ,O,O,X,X,X,O,X,O
JITSOZL,O,O,X,X,X,O,X,O
JITZLSO,X,O,X,X,O,O,X,X
JITZLOS,O,O,X,X,O,O,X,X
JITZSLO,X,O,X,X,O,O,X,X
JITZSOL,X,O,X,X,O,O,X,O
JITZOLS,O,O,X,X,O,O,X,O
JITZOSL,X,O,X,X,O,O,X,O
JITOLSZ,O,O,O,X,X,O,X,O
JITOLZS,O,O,O,X,O,X,X,O
JITOSLZ,O,O,X,X,X,O,X,O
JITOSZL,O,O,X,X,X,O,X,O
JITOZLS,O,O,X,X,O,O,X,O
JITOZSL,X,O,X,X,O,O,X,O
JILTSZO,X,O,O,X,X,X,O,X
JILTSOZ,O,O,O,X,X,X,X,O
JILTZSO,X,O,O,X,X,X,O,X
JILTZOS,O,O,O,X,X,X,X,X
JILTOSZ,O,O,O,X,X,X,X,O
JILTOZS,O,O,O,X,X,X,X,O
JILSTZO,O,O,X,O,X,X,O,X
JILSTOZ,O,O,X,O,X,X,X,X
JILSZTO,X,O,X,O,X,X,O,X
JILSZOT,O,O,X,O,X,X,O,X
JILSOTZ,O,O,X,O,X,X,X,O
JILSOZT,O,O,X,O,X,X,O,X
JILZTSO,X,O,O,X,X,X,O,X
JILZTOS,X,O,O,X,X,X,X,X
JILZSTO,X,O,X,X,X,X,O,X
JILZSOT,X,O,X,X,X,X,O,X
JILZOTS,X,O,O,X,X,X,X,O
JILZOST,X,O,X,X,X,X,O,X
JILOTSZ,O,O,O,X,X,X,X,O
JILOTZS,O,O,O,X,X,X,X,O
JILOSTZ,O,O,X,O,X,X,X,O
JILOSZT,O,O,X,O,X,X,O,X
JILOZTS,X,O,O,X,X,X,X,O
JILOZST,X,O,X,X,X,X,O,X
JISTLZO,O,O,X,X,X,X,X,X
JISTLOZ,O,O,X,X,X,O,X,O
JISTZLO,O,O,X,X,X,X,O,X
JISTZOL,O,O,X,X,X,O,X,O
JISTOLZ,O,O,X,X,X,O,X,O
JISTOZL,O,O,X,X,X,O,X,O
JISLTZO,O,O,X,O,X,X,O,X
JISLTOZ,O,O,X,O,X,X,X,X
JISLZTO,X,O,X,O,X,X,O,X
JISLZOT,O,O,X,O,X,X,O,X
JISLOTZ,O,O,X,O,X,X,X,O
JISLOZT,O,O,X,O,X,X,O,X
JISZTLO,O,O,X,X,X,X,O,X
JISZTOL,O,O,X,X,X,X,X,X
JISZLTO,X,O,X,X,X,X,O,X
JISZLOT,O,O,X,X,X,X,O,X
JISZOTL,O,O,X,X,X,X,X,X
JISZOLT,O,O,X,X,X,X,X,X
JISOTLZ,O,O,X,X,X,O,X,O
JISOTZL,O,O,X,X,X,O,X,O
JISOLTZ,O,O,X,X,X,X,X,O
JISOLZT,O,O,X,X,X,X,X,X
JISOZTL,O,O,X,X,X,X,X,X
JISOZLT,O,O,X,X,X,X,X,X
JIZTLSO,X,O,X,X,O,X,X,X
JIZTLOS,O,O,X,X,O,X,X,X
JIZTSLO,X,O,X,X,O,X,X,X
JIZTSOL,X,O,X,X,O,X,X,O
JIZTOLS,O,O,X,X,O,X,X,O
JIZTOSL,X,O,X,X,O,X,X,O
JIZLTSO,X,O,O,X,X,X,O,X
JIZLTOS,X,O,O,X,X,X,X,X
JIZLSTO,X,O,X,X,X,X,O,X
JIZLSOT,X,O,X,X,X,X,O,X
JIZLOTS,X,O,O,X,X,X,X,O
JIZLOST,X,O,X,X,X,X,O,X
JIZSTLO,O,O,X,X,X,X,O,X
JIZSTOL,O,O,X,X,X,X,X,X
JIZSLTO,X,O,X,X,X,X,O,X
JIZSLOT,O,O,X,X,X,X,O,X
JIZSOTL,O,O,X,X,X,X,X,X
JIZSOLT,O,O,X,X,X,X,X,X
JIZOTLS,O,O,X,X,X,X,X,O
JIZOTSL,X,O,X,X,X,X,X,O
JIZOLTS,X,O,O,X,X,X,X,O
JIZOLST,X,O,X,X,X,X,X,X
JIZOSTL,O,O,X,X,X,X,X,X
JIZOSLT,O,O,X,X,X,X,X,X
JIOTLSZ,O,O,O,X,X,O,X,O
JIOTLZS,O,O,O,X,O,X,X,O
JIOTSLZ,O,O,X,X,X,O,X,O
JIOTSZL,O,O,X,X,X,O,X,O
JIOTZLS,O,O,X,X,O,O,X,O
JIOTZSL,X,O,X,X,O,O,X,O
JIOLTSZ,O,O,O,X,X,X,X,O
JIOLTZS,O,O,O,X,X,X,X,O
JIOLSTZ,O,O,X,O,X,X,X,O
JIOLSZT,O,O,X,O,X,X,X,X
JIOLZTS,X,O,O,X,X,X,X,O
JIOLZST,X,O,X,X,X,X,X,X
JIOSTLZ,O,O,X,X,X,O,X,O
JIOSTZL,O,O,X,X,X,O,X,O
JIOSLTZ,O,O,X,X,X,X,X,O
JIOSLZT,O,O,X,X,X,X,X,X
JIOSZTL,O,O,X,X,X,X,X,X
JIOSZLT,O,O,X,X,X,X,X,X
JIOZTLS,O,O,X,X,X,X,X,O
JIOZTSL,X,O,X,X,X,X,X,O
JIOZLTS,X,O,O,X,X,X,X,O
JIOZLST,X,O,X,X,X,X,X,X
JIOZSTL,O,O,X,X,X,X,X,X
JIOZSLT,O,O,X,X,X,X,X,X
JLTISZO,X,O,O,X,X,X,O,X
JLTISOZ,O,O,O,X,X,X,X,O
JLTIZSO,X,O,O,X,O,X,O,X
JLTIZOS,O,O,O,X,O,X,X,X
JLTIOSZ,O,O,O,X,X,X,X,O
JLTIOZS,O,O,O,X,O,X,X,O
JLTSIZO,X,O,O,X,X,X,O,X
JLTSIOZ,O,O,O,X,X,X,X,O
JLTSZIO,X,O,O,X,O,X,O,X
JLTSZOI,X,X,O,X,O,X,O,X
JLTSOIZ,O,O,O,X,X,X,X,O
JLTSOZI,X,X,O,X,O,X,X,O
JLTZISO,X,O,O,X,O,X,O,X
JLTZIOS,O,O,O,X,O,X,X,X
JLTZSIO,X,O,O,X,O,X,O,X
JLTZSOI,X,O,O,X,O,X,O,X
JLTZOIS,O,O,O,X,O,X,X,X
JLTZOSI,X,X,O,X,O,X,X,X
JLTOISZ,O,O,O,X,X,X,X,O
JLTOIZS,O,O,O,X,O,X,X,O
JLTOSIZ,O,O,O,X,X,X,X,O
JLTOSZI,X,X,O,X,O,X,X,O
JLTOZIS,O,O,O,X,O,X,X,O
JLTOZSI,X,X,O,X,O,X,X,O
JLITSZO,X,O,O,X,X,X,O,X
JLITSOZ,O,O,O,X,X,X,X,O
JLITZSO,X,O,O,X,X,X,O,X
JLITZOS,O,O,O,X,X,X,X,X
JLITOSZ,O,O,O,X,X,X,X,O
JLITOZS,O,O,O,X,X,X,X,O
JLISTZO,O,O,X,O,X,X,O,X
JLISTOZ,O,O,X,O,X,X,X,X
JLISZTO,X,O,X,O,X,X,O,X
JLISZOT,O,O,X,O,X,X,O,X
JLISOTZ,O,O,X,O,X,X,X,O
JLISOZT,O,O,X,O,X,X,O,X
JLIZTSO,X,O,O,X,X,X,O,X
JLIZTOS,X,O,O,X,X,X,X,X
JLIZSTO,X,O,X,X,X,X,O,X
JLIZSOT,X,O,X,X,X,X,O,X
JLIZOTS,X,O,O,X,X,X,X,O
JLIZOST,X,O,X,X,X,X,O,X
JLIOTSZ,O,O,O,X,X,X,X,O
JLIOTZS,O,O,O,X,X,X,X,O
JLIOSTZ,O,O,X,O,X,X,X,O
JLIOSZT,O,O,X,O,X,X,O,X
JLIOZTS,X,O,O,X,X,X,X,O
JLIOZST,X,O,X,X,X,X,O,X
JLSTIZO,O,O,X,O,X,X,O,X
JLSTIOZ,O,O,X,O,X,X,X,X
JLSTZIO,O,O,X,O,X,X,O,X
JLSTZOI,O,X,X,O,X,X,O,X
JLSTOIZ,O,O,X,O,X,X,X,X
JLSTOZI,O,O,X,O,X,X,X,X
JLSITZO,O,O,X,O,X,X,O,X
JLSITOZ,O,O,X,O,X,X,X,X
JLSIZTO,X,O,X,O,X,X,O,X
JLSIZOT,O,O,X,O,X,X,O,X
JLSIOTZ,O,O,X,O,X,X,X,O
JLSIOZT,O,O,X,O,X,X,O,X
JLSZTIO,X,O,X,O,X,X,O,X
JLSZTOI,X,O,X,O,X,X,O,X
JLSZITO,X,O,X,O,X,X,O,X
JLSZIOT,O,O,X,O,X,X,O,X
JLSZOTI,X,O,X,O,X,X,O,X
JLSZOIT,O,O,X,O,X,X,O,X
JLSOTIZ,O,O,X,O,X,X,X,O
JLSOTZI,O,O,X,O,X,X,X,O
JLSOITZ,O,O,X,O,X,X,X,O
JLSOIZT,O,O,X,O,X,X,O,X
JLSOZTI,X,O,X,O,X,X,O,X
JLSOZIT,O,O,X,O,X,X,O,X
JLZTISO,X,O,O,X,O,X,O,X
JLZTIOS,X,O,O,X,O,X,X,X
JLZTSIO,X,O,O,X,O,X,O,X
JLZTSOI,X,O,O,X,O,X,O,X
JLZTOIS,X,O,O,X,O,X,X,X
JLZTOSI,X,O,O,X,O,X,X,X
JLZITSO,X,O,O,X,X,X,O,X
JLZITOS,X,O,O,X,X,X,X,X
JLZISTO,X,O,X,X,X,X,O,X
JLZISOT,X,O,X,X,X,X,O,X
JLZIOTS,X,O,O,X,X,X,X,O
JLZIOST,X,O,X,X,X,X,O,X
JLZSTIO,X,O,X,X,X,X,O,X
JLZSTOI,X,O,X,X,X,X,O,X
JLZSITO,X,O,X,X,X,X,O,X
JLZSIOT,X,O,X,X,X,X,O,X
JLZSOTI,X,O,X,X,X,X,O,X
JLZSOIT,X,O,X,X,X,X,O,X
JLZOTIS,X,O,O,X,X,X,X,O
JLZOTSI,X,O,O,X,X,X,X,O
JLZOITS,X,O,O,X,X,X,X,O
JLZOIST,X,O,X,X,X,X,O,X
JLZOSTI,X,O,X,X,X,X,O,X
JLZOSIT,X,O,X,X,X,X,O,X
JLOTISZ,O,O,O,X,X,X,X,O
JLOTIZS,O,O,O,X,O,X,X,O
JLOTSIZ,O,O,O,X,X,X,X,O
JLOTSZI,X,O,O,X,O,X,X,O
JLOTZIS,O,O,O,X,O,X,X,O
JLOTZSI,X,O,O,X,O,X,X,O
JLOITSZ,O,O,O,X,X,X,X,O
JLOITZS,O,O,O,X,X,X,X,O
JLOISTZ,O,O,X,O,X,X,X,O
JLOISZT,O,O,X,O,X,X,O,X
JLOIZTS,X,O,O,X,X,X,X,O
JLOIZST,X,O,X,X,X,X,O,X
JLOSTIZ,O,O,X,O,X,X,X,O
JLOSTZI,O,O,X,O,X,X,X,O
JLOSITZ,O,O,X,O,X,X,X,O
JLOSIZT,O,O,X,O,X,X,O,X
JLOSZTI,X,O,X,O,X,X,O,X
JLOSZIT,O,O,X,O,X,X,O,X
JLOZTIS,X,O,O,X,X,X,X,O
JLOZTSI,X,O,O,X,X,X,X,O
JLOZITS,X,O,O,X,X,X,X,O
JLOZIST,X,O,X,X,X,X,O,X
JLOZSTI,X,O,X,X,X,X,O,X
JLOZSIT,X,O,X,X,X,X,O,X
JSTILZO,O,O,X,X,X,X,X,X
JSTILOZ,O,O,X,X,X,O,X,O
JSTIZLO,O,O,X,X,X,X,O,X
JSTIZOL,O,O,X,X,X,O,X,O
JSTIOLZ,O,O,X,X,X,O,X,O
JSTIOZL,O,O,X,X,X,O,X,O
JSTLIZO,O,O,X,X,X,X,X,X
JSTLIOZ,O,O,X,X,X,O,X,O
JSTLZIO,O,O,X,X,O,X,X,X
JSTLZOI,O,X,X,X,O,X,X,X
JSTLOIZ,O,O,X,X,X,O,X,O
JSTLOZI,O,O,X,X,O,O,X,O
JSTZILO,O,O,X,X,O,X,O,X
JSTZIOL,O,O,X,X,O,O,X,O
JSTZLIO,O,O,X,X,O,X,O,X
JSTZLOI,O,X,X,X,O,X,O,X
JSTZOIL,O,O,X,X,O,O,X,O
JSTZOLI,O,O,X,X,O,O,X,O
JSTOILZ,O,O,X,X,X,O,X,O
JSTOIZL,O,O,X,X,X,O,X,O
JSTOLIZ,O,O,X,X,X,O,X,O
JSTOLZI,O,O,X,X,O,O,X,O
JSTOZIL,O,O,X,X,O,O,X,O
JSTOZLI,O,O,X,X,O,O,X,O
JSITLZO,O,O,X,X,X,X,X,X
JSITLOZ,O,O,X,X,X,O,X,O
JSITZLO,O,O,X,X,X,X,O,X
JSITZOL,O,O,X,X,X,O,X,O
JSITOLZ,O,O,X,X,X,O,X,O
JSITOZL,O,O,X,X,X,O,X,O
JSILTZO,O,O,X,O,X,X,O,X
JSILTOZ,O,O,X,O,X,X,X,X
JSILZTO,X,O,X,O,X,X,O,X
JSILZOT,O,O,X,O,X,X,O,X
JSILOTZ,O,O,X,O,X,X,X,O
JSILOZT,O,O,X,O,X,X,O,X
JSIZTLO,O,O,X,X,X,X,O,X
JSIZTOL,O,O,X,X,X,X,X,X
JSIZLTO,X,O,X,X,X,X,O,X
JSIZLOT,O,O,X,X,X,X,O,X
JSIZOTL,O,O,X,X,X,X,X,X
JSIZOLT,O,O,X,X,X,X,X,X
JSIOTLZ,O,O,X,X,X,O,X,O
JSIOTZL,O,O,X,X,X,O,X,O
JSIOLTZ,O,O,X,X,X,X,X,O
JSIOLZT,O,O,X,X,X,X,X,X
JSIOZTL,O,O,X,X,X,X,X,X
JSIOZLT,O,O,X,X,X,X,X,X
JSLTIZO,O,O,X,O,X,X,O,X
JSLTIOZ,O,O,X,O,X,X,X,X
JSLTZIO,O,O,X,O,X,X,O,X
JSLTZOI,O,X,X,O,X,X,O,X
JSLTOIZ,O,O,X,O,X,X,X,X
JSLTOZI,O,O,X,O,X,X,X,X
JSLITZO,O,O,X,O,X,X,O,X
JSLITOZ,O,O,X,O,X,X,X,X
JSLIZTO,X,O,X,O,X,X,O,X
JSLIZOT,O,O,X,O,X,X,O,X
JSLIOTZ,O,O,X,O,X,X,X,O
JSLIOZT,O,O,X,O,X,X,O,X
JSLZTIO,X,O,X,O,X,X,O,X
JSLZTOI,X,O,X,O,X,X,O,X
JSLZITO,X,O,X,O,X,X,O,X
JSLZIOT,O,O,X,O,X,X,O,X
JSLZOTI,X,O,X,O,X,X,O,X
JSLZOIT,O,O,X,O,X,X,O,X
JSLOTIZ,O,O,X,O,X,X,X,O
JSLOTZI,O,O,X,O,X,X,X,O
JSLOITZ,O,O,X,O,X,X,X,O
JSLOIZT,O,O,X,O,X,X,O,X
JSLOZTI,X,O,X,O,X,X,O,X
JSLOZIT,O,O,X,O,X,X,O,X
JSZTILO,O,O,X,X,O,X,O,X
JSZTIOL,O,O,X,X,O,X,X,X
JSZTLIO,O,O,X,X,O,X,O,X
JSZTLOI,O,O,X,X,O,X,O,X
JSZTOIL,O,O,X,X,O,X,X,X
JSZTOLI,O,O,X,X,O,X,X,X
JSZITLO,O,O,X,X,X,X,O,X
JSZITOL,O,O,X,X,X,X,X,X
JSZILTO,X,O,X,X,X,X,O,X
JSZILOT,O,O,X,X,X,X,O,X
JSZIOTL,O,O,X,X,X,X,X,X
JSZIOLT,O,O,X,X,X,X,X,X
JSZLTIO,X,O,X,X,X,X,O,X
JSZLTOI,X,O,X,X,X,X,O,X
JSZLITO,X,O,X,X,X,X,O,X
JSZLIOT,O,O,X,X,X,X,O,X
JSZLOTI,X,O,X,X,X,X,O,X
JSZLOIT,O,O,X,X,X,X,O,X
JSZOTIL,O,O,X,X,X,X,X,X
JSZOTLI,O,O,X,X,X,X,X,X
JSZOITL,O,O,X,X,X,X,X,X
JSZOILT,O,O,X,X,X,X,X,X
JSZOLTI,X,O,X,X,X,X,X,X
JSZOLIT,O,O,X,X,X,X,X,X
JSOTILZ,O,O,X,X,X,O,X,O
JSOTIZL,O,O,X,X,X,O,X,O
JSOTLIZ,O,O,X,X,X,O,X,O
JSOTLZI,O,O,X,X,O,O,X,O
JSOTZIL,O,O,X,X,O,O,X,O
JSOTZLI,O,O,X,X,O,O,X,O
JSOITLZ,O,O,X,X,X,O,X,O
JSOITZL,O,O,X,X,X,O,X,O
JSOILTZ,O,O,X,X,X,X,X,O
JSOILZT,O,O,X,X,X,X,X,X
JSOIZTL,O,O,X,X,X,X,X,X
JSOIZLT,O,O,X,X,X,X,X,X
JSOLTIZ,O,O,X,X,X,X,X,O
JSOLTZI,O,O,X,X,X,X,X,O
JSOLITZ,O,O,X,X,X,X,X,O
JSOLIZT,O,O,X,X,X,X,X,X
JSOLZTI,X,O,X,X,X,X,X,X
JSOLZIT,O,O,X,X,X,X,X,X
JSOZTIL,O,O,X,X,X,X,X,X
JSOZTLI,O,O,X,X,X,X,X,X
JSOZITL,O,O,X,X,X,X,X,X
JSOZILT,O,O,X,X,X,X,X,X
JSOZLTI,X,O,X,X,X,X,X,X
JSOZLIT,O,O,X,X,X,X,X,X
JZTILSO,X,O,X,X,O,X,X,X
JZTILOS,O,O,X,X,O,X,X,X
JZTISLO,X,O,X,X,O,X,X,X
JZTISOL,X,O,X,X,O,X,X,O
JZTIOLS,O,O,X,X,O,X,X,O
JZTIOSL,X,O,X,X,O,X,X,O
JZTLISO,X,O,X,X,O,X,X,X
JZTLIOS,O,O,X,X,O,X,X,X
JZTLSIO,X,O,X,X,O,X,X,X
JZTLSOI,X,O,X,X,O,X,X,X
JZTLOIS,O,O,X,X,O,X,X,X
JZTLOSI,X,O,X,X,O,X,X,X
JZTSILO,X,O,X,X,O,X,X,X
JZTSIOL,X,O,X,X,O,X,X,O
JZTSLIO,X,O,X,X,O,X,X,X
JZTSLOI,X,O,X,X,O,X,X,X
JZTSOIL,X,O,X,X,O,X,X,O
JZTSOLI,X,O,X,X,O,X,X,O
JZTOILS,O,O,X,X,O,X,X,O
JZTOISL,X,O,X,X,O,X,X,O
JZTOLIS,O,O,X,X,O,X,X,O
JZTOLSI,X,O,X,X,O,X,X,O
JZTOSIL,X,O,X,X,O,X,X,O
JZTOSLI,X,O,X,X,O,X,X,O
JZITLSO,X,O,X,X,O,X,X,X
JZITLOS,O,O,X,X,O,X,X,X
JZITSLO,X,O,X,X,O,X,X,X
JZITSOL,X,O,X,X,O,X,X,O
JZITOLS,O,O,X,X,O,X,X,O
JZITOSL,X,O,X,X,O,X,X,O
JZILTSO,X,O,O,X,X,X,O,X
JZILTOS,X,O,O,X,X,X,X,X
JZILSTO,X,O,X,X,X,X,O,X
JZILSOT,X,O,X,X,X,X,O,X
JZILOTS,X,O,O,X,X,X,X,O
JZILOST,X,O,X,X,X,X,O,X
JZISTLO,O,O,X,X,X,X,O,X
JZISTOL,O,O,X,X,X,X,X,X
JZISLTO,X,O,X,X,X,X,O,X
JZISLOT,O,O,X,X,X,X,O,X
JZISOTL,O,O,X,X,X,X,X,X
JZISOLT,O,O,X,X,X,X,X,X
JZIOTLS,O,O,X,X,X,X,X,O
JZIOTSL,X,O,X,X,X,X,X,O
JZIOLTS,X,O,O,X,X,X,X,O
JZIOLST,X,O,X,X,X,X,X,X
JZIOSTL,O,O,X,X,X,X,X,X
JZIOSLT,O,O,X,X,X,X,X,X
JZLTISO,X,O,O,X,O,X,O,X
JZLTIOS,X,O,O,X,O,X,X,X
JZLTSIO,X,O,O,X,O,X,O,X
JZLTSOI,X,O,O,X,O,X,O,X
JZLTOIS,X,O,O,X,O,X,X,X
JZLTOSI,X,O,O,X,O,X,X,X
JZLITSO,X,O,O,X,X,X,O,X
JZLITOS,X,O,O,X,X,X,X,X
JZLISTO,X,O,X,X,X,X,O,X
JZLISOT,X,O,X,X,X,X,O,X
JZLIOTS,X,O,O,X,X,X,X,O
JZLIOST,X,O,X,X,X,X,O,X
JZLSTIO,X,O,X,X,X,X,O,X
JZLSTOI,X,O,X,X,X,X,O,X
JZLSITO,X,O,X,X,X,X,O,X
JZLSIOT,X,O,X,X,X,X,O,X
JZLSOTI,X,O,X,X,X,X,O,X
JZLSOIT,X,O,X,X,X,X,O,X
JZLOTIS,X,O,O,X,X,X,X,O
JZLOTSI,X,O,O,X,X,X,X,O
JZLOITS,X,O,O,X,X,X,X,O
JZLOIST,X,O,X,X,X,X,O,X
JZLOSTI,X,O,X,X,X,X,O,X
JZLOSIT,X,O,X,X,X,X,O,X
JZSTILO,O,O,X,X,O,X,O,X
JZSTIOL,O,O,X,X,O,X,X,X
JZSTLIO,O,O,X,X,O,X,O,X
JZSTLOI,O,O,X,X,O,X,O,X
JZSTOIL,O,O,X,X,O,X,X,X
JZSTOLI,O,O,X,X,O,X,X,X
JZSITLO,O,O,X,X,X,X,O,X
JZSITOL,O,O,X,X,X,X,X,X
JZSILTO,X,O,X,X,X,X,O,X
JZSILOT,O,O,X,X,X,X,O,X
JZSIOTL,O,O,X,X,X,X,X,X
JZSIOLT,O,O,X,X,X,X,X,X
JZSLTIO,X,O,X,X,X,X,O,X
JZSLTOI,X,O,X,X,X,X,O,X
JZSLITO,X,O,X,X,X,X,O,X
JZSLIOT,O,O,X,X,X,X,O,X
JZSLOTI,X,O,X,X,X,X,O,X
JZSLOIT,O,O,X,X,X,X,O,X
JZSOTIL,O,O,X,X,X,X,X,X
JZSOTLI,O,O,X,X,X,X,X,X
JZSOITL,O,O,X,X,X,X,X,X
JZSOILT,O,O,X,X,X,X,X,X
JZSOLTI,X,O,X,X,X,X,X,X
JZSOLIT,O,O,X,X,X,X,X,X
JZOTILS,O,O,X,X,O,X,X,O
JZOTISL,X,O,X,X,O,X,X,O
JZOTLIS,O,O,X,X,O,X,X,O
JZOTLSI,X,O,X,X,O,X,X,O
JZOTSIL,X,O,X,X,O,X,X,O
JZOTSLI,X,O,X,X,O,X,X,O
JZOITLS,O,O,X,X,X,X,X,O
JZOITSL,X,O,X,X,X,X,X,O
JZOILTS,X,O,O,X,X,X,X,O
JZOILST,X,O,X,X,X,X,X,X
JZOISTL,O,O,X,X,X,X,X,X
JZOISLT,O,O,X,X,X,X,X,X
JZOLTIS,X,O,O,X,X,X,X,O
JZOLTSI,X,O,O,X,X,X,X,O
JZOLITS,X,O,O,X,X,X,X,O
JZOLIST,X,O,X,X,X,X,X,X
JZOLSTI,X,O,X,X,X,X,X,X
JZOLSIT,X,O,X,X,X,X,X,X
JZOSTIL,O,O,X,X,X,X,X,X
JZOSTLI,O,O,X,X,X,X,X,X
JZOSITL,O,O,X,X,X,X,X,X
JZOSILT,O,O,X,X,X,X,X,X
JZOSLTI,X,O,X,X,X,X,X,X
JZOSLIT,O,O,X,X,X,X,X,X
JOTILSZ,O,O,O,X,X,O,X,O
JOTILZS,O,O,O,X,O,X,X,O
JOTISLZ,O,O,X,X,X,O,X,O
JOTISZL,O,O,X,X,X,O,X,O
JOTIZLS,O,O,X,X,O,O,X,O
JOTIZSL,X,O,X,X,O,O,X,O
JOTLISZ,O,O,O,X,X,O,X,O
JOTLIZS,O,O,O,X,O,X,X,O
JOTLSIZ,O,O,O,X,X,O,X,O
JOTLSZI,X,O,O,X,O,O,X,O
JOTLZIS,O,O,O,X,O,X,X,O
JOTLZSI,X,O,O,X,O,X,X,O
JOTSILZ,O,O,X,X,X,O,X,O
JOTSIZL,O,O,X,X,X,O,X,O
JOTSLIZ,O,O,X,X,X,O,X,O
JOTSLZI,O,O,X,X,O,O,X,O
JOTSZIL,O,O,X,X,O,O,X,O
JOTSZLI,O,O,X,X,O,O,X,O
JOTZILS,O,O,X,X,O,O,X,O
JOTZISL,X,O,X,X,O,O,X,O
JOTZLIS,O,O,X,X,O,O,X,O
JOTZLSI,X,O,X,X,O,O,X,O
JOTZSIL,X,O,X,X,O,O,X,O
JOTZSLI,X,O,X,X,O,O,X,O
JOITLSZ,O,O,O,X,X,O,X,O
JOITLZS,O,O,O,X,O,X,X,O
JOITSLZ,O,O,X,X,X,O,X,O
JOITSZL,O,O,X,X,X,O,X,O
JOITZLS,O,O,X,X,O,O,X,O
JOITZSL,X,O,X,X,O,O,X,O
JOILTSZ,O,O,O,X,X,X,X,O
JOILTZS,O,O,O,X,X,X,X,O
JOILSTZ,O,O,X,O,X,X,X,O
JOILSZT,O,O,X,O,X,X,X,X
JOILZTS,X,O,O,X,X,X,X,O
JOILZST,X,O,X,X,X,X,X,X
JOISTLZ,O,O,X,X,X,O,X,O
JOISTZL,O,O,X,X,X,O,X,O
JOISLTZ,O,O,X,X,X,X,X,O
JOISLZT,O,O,X,X,X,X,X,X
JOISZTL,O,O,X,X,X,X,X,X
JOISZLT,O,O,X,X,X,X,X,X
JOIZTLS,O,O,X,X,X,X,X,O
JOIZTSL,X,O,X,X,X,X,X,O
JOIZLTS,X,O,O,X,X,X,X,O
JOIZLST,X,O,X,X,X,X,X,X
JOIZSTL,O,O,X,X,X,X,X,X
JOIZSLT,O,O,X,X,X,X,X,X
JOLTISZ,O,O,O,X,X,X,X,O
JOLTIZS,O,O,O,X,O,X,X,O
JOLTSIZ,O,O,O,X,X,X,X,O
JOLTSZI,X,O,O,X,O,X,X,O
JOLTZIS,O,O,O,X,O,X,X,O
JOLTZSI,X,O,O,X,O,X,X,O
JOLITSZ,O,O,O,X,X,X,X,O
JOLITZS,O,O,O,X,X,X,X,O
JOLISTZ,O,O,X,O,X,X,X,O
JOLISZT,O,O,X,O,X,X,X,X
