sequence,v115@zgA8IeA8EeA8BeB8EeE8FeH8AeD8JeC7IvhFxcBXeB?8kB+lBThBlrB,v115@zgA8IeA8EeA8BeB8EeE8FeH8AeD8JeR7IvhFCdBXeB?ukBUhBTlBlrB,v115@zgA8IeA8EeA8BeB8EeE8FeH8AeD8Jeu/IvhFcgBxcB?XeBThBSqBlrB,v115@zgA8IeA8EeA8BeB8EeE8FeH8AeD8Je5/IvhF2gBCdB?XeBUhBTlBlrB,v115@zgA8IeA8EeA8BeB8EeE8FeH8AeD8JeSAJvhFxcBXeB?ThBUgBWqBlrB,v115@zgA8IeA8EeA8BeB8EeE8FeH8AeD8JeG7IvhFxcBXeB?ThBClBUlBlrB,v115@zgA8IeA8EeA8BeB8EeE8FeH8AeD8Je5/IvhFibBXeB?clBThBFnBGrB,v115@zgA8IeA8EeA8BeB8EeE8FeH8AeD8Jeu/IvhFUcBXeB?TgB6rBFsBRvB,v115@zgA8IeA8EeA8BeB8EeE8FeH8AeD8JeC7IvhFXeB0gB?5mBzpBerBFsB
JSTILZO,O,O,O,X,X,O,X,X,X
JSTILOZ,X,O,X,O,O,O,X,X,X
JSTIZLO,O,O,X,X,X,X,X,X,X
JSTIZOL,O,O,X,X,O,X,O,X,X
JSTIOLZ,O,O,O,O,O,O,X,X,X
JSTIOZL,O,X,X,O,O,X,O,X,X
JSTLIZO,O,O,O,X,X,O,X,X,X
JSTLIOZ,X,O,X,O,O,O,X,X,X
JSTLZIO,O,O,O,X,X,O,X,X,X
JSTLZOI,O,O,O,X,O,O,X,X,X
JSTLOIZ,O,O,O,O,O,O,X,X,X
JSTLOZI,O,O,O,O,O,O,X,X,X
JSTZILO,O,O,X,X,X,X,X,X,X
JSTZIOL,O,O,X,X,O,X,O,X,X
JSTZLIO,O,O,X,X,X,X,X,X,X
JSTZLOI,O,O,X,X,O,X,X,X,X
JSTZOIL,O,O,X,X,O,X,O,X,X
JSTZOLI,O,O,X,X,O,X,O,X,X
JSTOILZ,O,O,O,O,O,O,X,X,X
JSTOIZL,O,O,X,O,O,X,O,X,X
JSTOLIZ,O,O,O,O,O,O,X,X,X
JSTOLZI,O,O,O,O,O,O,X,X,X
JSTOZIL,O,O,X,O,O,X,O,X,X
JSTOZLI,O,O,X,O,O,X,O,X,X
JSITLZO,O,O,O,X,X,O,X,X,X
JSITLOZ,X,O,X,O,O,O,X,X,X
JSITZLO,O,O,X,X,X,X,X,X,X
JSITZOL,O,O,X,X,O,X,O,X,X
JSITOLZ,O,O,O,O,O,O,X,O,X
JSITOZL,O,X,X,O,O,X,O,X,X
JSILTZO,X,O,X,X,X,O,X,X,X
JSILTOZ,X,O,X,O,O,O,X,X,X
JSILZTO,O,O,O,X,X,O,X,X,X
JSILZOT,O,O,O,X,X,X,O,O,X
JSILOTZ,X,O,X,O,X,O,X,O,X
JSILOZT,X,O,X,O,X,X,O,O,X
JSIZTLO,O,X,X,X,X,X,X,X,X
JSIZTOL,O,X,X,X,O,X,O,X,X
JSIZLTO,O,O,X,X,X,X,X,X,X
JSIZLOT,O,O,X,X,X,X,O,X,X
JSIZOTL,X,X,X,X,X,X,O,X,X
JSIZOLT,O,X,X,X,X,X,O,O,X
JSIOTLZ,X,O,X,O,O,X,X,O,X
JSIOTZL,X,O,X,O,O,X,O,X,X
JSIOLTZ,X,O,X,O,X,X,X,O,X
JSIOLZT,X,O,X,O,X,X,O,O,X
JSIOZTL,X,O,X,X,X,X,O,X,O
JSIOZLT,O,O,X,O,X,X,O,O,O
JSLTIZO,O,O,O,X,X,O,X,X,X
JSLTIOZ,X,O,X,O,O,O,X,X,X
JSLTZIO,O,O,O,X,X,O,X,X,X
JSLTZOI,O,O,O,X,O,O,X,X,X
JSLTOIZ,O,O,O,O,O,O,X,X,X
JSLTOZI,O,O,O,O,O,O,X,X,X
JSLITZO,X,O,X,X,X,O,X,X,X
JSLITOZ,X,O,X,O,O,O,X,X,X
JSLIZTO,O,O,O,X,X,O,X,X,X
JSLIZOT,O,O,O,X,X,X,O,O,X
JSLIOTZ,X,O,X,O,X,O,X,O,X
JSLIOZT,X,O,X,O,X,X,O,O,X
JSLZTIO,O,O,O,X,X,O,X,X,X
JSLZTOI,O,O,O,X,O,O,X,X,X
JSLZITO,O,O,O,X,X,O,X,X,X
JSLZIOT,O,O,O,X,X,X,O,O,X
JSLZOTI,O,X,O,X,X,X,O,X,X
JSLZOIT,O,O,O,X,X,X,O,X,X
JSLOTIZ,X,O,X,O,O,O,X,X,X
JSLOTZI,X,O,X,X,O,O,X,X,X
JSLOITZ,X,O,X,O,X,O,X,X,X
JSLOIZT,X,O,X,O,X,X,O,X,X
JSLOZTI,X,O,X,X,X,X,O,X,X
JSLOZIT,X,O,X,O,X,X,O,X,X
JSZTILO,O,O,X,X,X,X,X,X,X
JSZTIOL,O,O,X,X,O,X,O,X,X
JSZTLIO,O,O,X,X,X,X,X,X,X
JSZTLOI,O,O,X,X,O,X,X,X,X
JSZTOIL,O,O,X,X,O,X,O,X,X
JSZTOLI,O,O,X,X,O,X,O,X,X
JSZITLO,O,X,X,X,X,X,X,X,X
JSZITOL,O,X,X,X,O,X,O,X,X
JSZILTO,O,O,X,X,X,X,X,X,X
JSZILOT,O,O,X,X,X,X,O,X,X
JSZIOTL,X,X,X,X,X,X,O,X,X
JSZIOLT,O,X,X,X,X,X,O,X,X
JSZLTIO,O,O,X,X,X,X,X,X,X
JSZLTOI,O,O,X,X,O,X,X,X,X
JSZLITO,O,O,X,X,X,X,X,X,X
JSZLIOT,O,O,X,X,X,X,O,X,X
JSZLOTI,O,X,X,X,X,X,O,X,X
JSZLOIT,O,O,X,X,X,X,O,X,X
JSZOTIL,O,O,X,X,X,X,O,X,X
JSZOTLI,O,O,X,X,X,X,O,X,X
JSZOITL,X,O,X,X,X,X,O,X,X
JSZOILT,O,O,X,X,X,X,O,X,X
JSZOLTI,O,O,X,X,X,X,O,X,X
JSZOLIT,O,O,X,X,X,X,O,X,X
JSOTILZ,O,O,X,O,O,X,X,X,X
JSOTIZL,O,O,X,O,O,X,O,X,X
JSOTLIZ,O,O,X,O,O,X,X,X,X
JSOTLZI,O,O,X,O,O,X,X,X,X
JSOTZIL,O,O,X,O,O,X,O,X,X
JSOTZLI,O,O,X,O,O,X,O,X,X
JSOITLZ,X,O,X,O,O,X,X,X,X
JSOITZL,X,O,X,O,O,X,O,X,X
JSOILTZ,X,O,X,O,X,X,X,X,X
JSOILZT,X,O,X,O,X,X,O,X,X
JSOIZTL,X,O,X,X,X,X,O,X,O
JSOIZLT,O,O,X,O,X,X,O,X,O
JSOLTIZ,X,O,X,O,O,X,X,X,X
JSOLTZI,X,O,X,X,O,X,X,X,X
JSOLITZ,X,O,X,O,X,X,X,X,X
JSOLIZT,X,O,X,O,X,X,O,X,X
JSOLZTI,X,O,X,X,X,X,O,X,X
JSOLZIT,X,O,X,O,X,X,O,X,O
JSOZTIL,O,O,X,X,X,X,O,X,X
JSOZTLI,O,O,X,X,X,X,O,X,X
JSOZITL,X,O,X,X,X,X,O,X,O
JSOZILT,O,O,X,O,X,X,O,X,O
JSOZLTI,O,O,X,X,X,X,O,X,X
JSOZLIT,O,O,X,O,X,X,O,X,O
JZTILSO,O,O,X,X,X,X,X,X,X
JZTILOS,O,O,X,X,X,X,X,X,X
JZTISLO,O,O,X,X,X,X,X,X,X
JZTISOL,O,O,X,X,O,X,O,X,X
JZTIOLS,O,O,X,X,O,X,O,X,X
JZTIOSL,O,O,X,X,O,X,O,X,X
JZTLISO,O,O,X,X,X,X,X,X,X
JZTLIOS,O,O,X,X,X,X,X,X,X
JZTLSIO,O,O,X,X,X,X,X,X,X
JZTLSOI,O,O,X,X,O,X,X,X,X
JZTLOIS,O,O,X,X,O,X,X,X,X
JZTLOSI,O,O,X,X,O,X,X,X,X
JZTSILO,O,O,X,X,X,X,X,X,X
JZTSIOL,O,O,X,X,O,X,O,X,X
JZTSLIO,O,O,X,X,X,X,X,X,X
JZTSLOI,O,O,X,X,O,X,X,X,X
JZTSOIL,O,O,X,X,O,X,O,X,X
JZTSOLI,O,O,X,X,O,X,O,X,X
JZTOILS,O,O,X,X,O,X,O,X,X
JZTOISL,O,O,X,X,O,X,O,X,X
JZTOLIS,O,O,X,X,O,X,O,X,X
JZTOLSI,O,O,X,X,O,X,O,X,X
JZTOSIL,O,O,X,X,O,X,O,X,X
JZTOSLI,O,O,X,X,O,X,O,X,X
JZITLSO,O,X,X,X,X,X,X,X,X
JZITLOS,O,X,X,X,X,X,X,X,X
JZITSLO,O,X,X,X,X,X,X,X,X
JZITSOL,O,X,X,X,O,X,O,X,X
JZITOLS,O,X,X,X,O,X,O,X,X
JZITOSL,O,X,X,X,O,X,O,X,X
JZILTSO,O,X,X,X,X,X,X,X,X
JZILTOS,O,X,X,X,X,X,X,X,X
JZILSTO,O,O,X,X,X,X,X,X,X
JZILSOT,O,O,X,X,X,X,O,X,X
JZILOTS,X,X,X,X,X,X,O,X,X
JZILOST,O,X,X,X,X,X,O,X,X
JZISTLO,O,X,X,X,X,X,X,X,X
JZISTOL,O,X,X,X,O,X,O,X,X
JZISLTO,O,O,X,X,X,X,X,X,X
JZISLOT,O,O,X,X,X,X,O,X,X
JZISOTL,X,X,X,X,X,X,O,X,X
JZISOLT,O,X,X,X,X,X,O,X,X
JZIOTLS,X,X,X,X,X,X,O,X,X
JZIOTSL,X,X,X,X,X,X,O,X,X
JZIOLTS,X,X,X,X,X,X,O,X,X
JZIOLST,O,X,X,X,X,X,O,X,X
JZIOSTL,X,X,X,X,X,X,O,X,X
JZIOSLT,O,X,X,X,X,X,O,X,X
JZLTISO,O,O,X,X,X,X,X,X,X
JZLTIOS,O,O,X,X,X,X,X,X,X
JZLTSIO,O,O,X,X,X,X,X,X,X
JZLTSOI,O,O,X,X,O,X,X,X,X
JZLTOIS,O,O,X,X,O,X,X,X,X
JZLTOSI,O,O,X,X,O,X,X,X,X
JZLITSO,O,X,X,X,X,X,X,X,X
JZLITOS,O,X,X,X,X,X,X,X,X
JZLISTO,O,O,X,X,X,X,X,X,X
JZLISOT,O,O,X,X,X,X,O,X,X
JZLIOTS,X,X,X,X,X,X,O,X,X
JZLIOST,O,X,X,X,X,X,O,X,X
JZLSTIO,O,O,X,X,X,X,X,X,X
JZLSTOI,O,O,X,X,O,X,X,X,X
JZLSITO,O,O,X,X,X,X,X,X,X
JZLSIOT,O,O,X,X,X,X,O,X,X
JZLSOTI,O,X,X,X,X,X,O,X,X
JZLSOIT,O,O,X,X,X,X,O,X,X
JZLOTIS,O,X,X,X,X,X,O,X,X
JZLOTSI,O,X,X,X,X,X,O,X,X
JZLOITS,X,X,X,X,X,X,O,X,X
JZLOIST,O,O,X,X,X,X,O,X,X
JZLOSTI,O,X,X,X,X,X,O,X,X
JZLOSIT,O,O,X,X,X,X,O,X,X
JZSTILO,O,O,X,X,X,X,X,X,X
JZSTIOL,O,O,X,X,O,X,O,X,X
JZSTLIO,O,O,X,X,X,X,X,X,X
JZSTLOI,O,O,X,X,O,X,X,X,X
JZSTOIL,O,O,X,X,O,X,O,X,X
JZSTOLI,O,O,X,X,O,X,O,X,X
JZSITLO,O,X,X,X,X,X,X,X,X
JZSITOL,O,X,X,X,O,X,O,X,X
JZSILTO,O,O,X,X,X,X,X,X,X
JZSILOT,O,O,X,X,X,X,O,X,X
JZSIOTL,X,X,X,X,X,X,O,X,X
JZSIOLT,O,X,X,X,X,X,O,X,X
JZSLTIO,O,O,X,X,X,X,X,X,X
JZSLTOI,O,O,X,X,O,X,X,X,X
JZSLITO,O,O,X,X,X,X,X,X,X
JZSLIOT,O,O,X,X,X,X,O,X,X
JZSLOTI,O,X,X,X,X,X,O,X,X
JZSLOIT,O,O,X,X,X,X,O,X,X
JZSOTIL,O,O,X,X,X,X,O,X,X
JZSOTLI,O,O,X,X,X,X,O,X,X
JZSOITL,X,O,X,X,X,X,O,X,X
JZSOILT,O,O,X,X,X,X,O,X,X
JZSOLTI,O,O,X,X,X,X,O,X,X
JZSOLIT,O,O,X,X,X,X,O,X,X
JZOTILS,O,O,X,X,X,X,O,X,X
JZOTISL,O,O,X,X,X,X,O,X,X
JZOTLIS,O,O,X,X,X,X,O,X,X
JZOTLSI,O,O,X,X,X,X,O,X,X
JZOTSIL,O,O,X,X,X,X,O,X,X
JZOTSLI,O,O,X,X,X,X,O,X,X
JZOITLS,X,O,X,X,X,X,O,X,X
JZOITSL,X,O,X,X,X,X,O,X,X
JZOILTS,X,O,X,X,X,X,O,X,X
JZOILST,O,O,X,X,X,X,O,X,X
JZOISTL,X,O,X,X,X,X,O,X,X
JZOISLT,O,O,X,X,X,X,O,X,X
JZOLTIS,O,O,X,X,X,X,O,X,X
JZOLTSI,O,O,X,X,X,X,O,X,X
JZOLITS,X,O,X,X,X,X,O,X,X
JZOLIST,O,O,X,X,X,X,O,X,X
JZOLSTI,O,O,X,X,X,X,O,X,X
JZOLSIT,O,O,X,X,X,X,O,X,X
JZOSTIL,O,O,X,X,X,X,O,X,X
JZOSTLI,O,O,X,X,X,X,O,X,X
JZOSITL,X,O,X,X,X,X,O,X,X
JZOSILT,O,O,X,X,X,X,O,X,X
JZOSLTI,O,O,X,X,X,X,O,X,X
JZOSLIT,O,O,X,X,X,X,O,X,X
JOTILSZ,O,O,X,O,O,X,X,X,X
JOTILZS,O,O,X,O,O,X,X,X,X
JOTISLZ,O,O,X,O,O,X,X,X,X
JOTISZL,O,O,X,O,O,X,O,X,X
JOTIZLS,O,O,X,O,O,X,O,X,X
JOTIZSL,O,O,X,O,O,X,O,X,X
JOTLISZ,O,O,X,O,O,X,X,X,X
JOTLIZS,O,O,X,O,O,X,X,X,X
JOTLSIZ,O,O,X,O,O,X,X,X,X
JOTLSZI,O,O,X,O,O,X,X,X,X
JOTLZIS,O,O,X,O,O,X,X,X,X
JOTLZSI,O,O,X,O,O,X,X,X,X
JOTSILZ,O,O,X,O,O,X,X,X,X
JOTSIZL,O,O,X,O,O,X,O,X,X
JOTSLIZ,O,O,X,O,O,X,X,X,X
JOTSLZI,O,O,X,O,O,X,X,X,X
JOTSZIL,O,O,X,O,O,X,O,X,X
JOTSZLI,O,O,X,O,O,X,O,X,X
JOTZILS,O,O,X,O,O,X,O,X,X
JOTZISL,O,O,X,O,O,X,O,X,X
JOTZLIS,O,O,X,O,O,X,O,X,X
JOTZLSI,O,O,X,O,O,X,O,X,X
JOTZSIL,O,O,X,O,O,X,O,X,X
JOTZSLI,O,O,X,O,O,X,O,X,X
JOITLSZ,X,O,X,O,O,X,X,X,X
JOITLZS,X,O,X,O,O,X,X,X,X
JOITSLZ,X,O,X,O,O,X,X,X,X
JOITSZL,X,O,X,O,O,X,O,X,X
JOITZLS,X,O,X,O,O,X,O,X,X
JOITZSL,X,O,X,O,O,X,O,X,X
JOILTSZ,X,O,X,O,X,X,X,X,X
JOILTZS,X,X,X,X,X,X,X,X,X
JOILSTZ,X,O,X,O,X,X,X,X,X
JOILSZT,X,O,X,O,X,X,O,X,X
JOILZTS,X,X,X,X,X,X,O,X,X
JOILZST,X,O,X,O,X,X,O,X,X
JOISTLZ,X,O,X,O,O,X,X,X,X
JOISTZL,X,O,X,O,O,X,O,X,X
JOISLTZ,X,O,X,O,X,X,X,X,X
JOISLZT,X,O,X,O,X,X,O,X,X
JOISZTL,X,O,X,X,X,X,O,X,O
JOISZLT,O,O,X,O,X,X,O,X,O
JOIZTLS,X,O,X,X,X,X,O,X,O
JOIZTSL,X,O,X,X,X,X,O,X,O
JOIZLTS,X,O,X,X,X,X,O,X,O
JOIZLST,O,O,X,O,X,X,O,X,O
JOIZSTL,X,O,X,X,X,X,O,X,O
JOIZSLT,O,O,X,O,X,X,O,X,O
JOLTISZ,X,O,X,O,O,X,X,X,X
JOLTIZS,X,O,X,X,O,X,X,X,X
JOLTSIZ,X,O,X,O,O,X,X,X,X
JOLTSZI,X,O,X,X,O,X,X,X,X
JOLTZIS,X,O,X,X,O,X,X,X,X
JOLTZSI,X,O,X,X,O,X,X,X,X
JOLITSZ,X,O,X,O,X,X,X,X,X
JOLITZS,X,X,X,X,X,X,X,X,X
JOLISTZ,X,O,X,O,X,X,X,X,X
JOLISZT,X,O,X,O,X,X,O,X,X
JOLIZTS,X,X,X,X,X,X,O,X,X
JOLIZST,X,O,X,O,X,X,O,X,X
JOLSTIZ,X,O,X,O,O,X,X,X,X
JOLSTZI,X,O,X,X,O,X,X,X,X
JOLSITZ,X,O,X,O,X,X,X,X,X
JOLSIZT,X,O,X,O,X,X,O,X,X
JOLSZTI,X,O,X,X,X,X,O,X,X
JOLSZIT,X,O,X,O,X,X,O,X,O
JOLZTIS,X,O,X,X,X,X,O,X,X
JOLZTSI,X,O,X,X,X,X,O,X,X
JOLZITS,X,O,X,X,X,X,O,X,O
JOLZIST,X,O,X,O,X,X,O,X,O
JOLZSTI,X,O,X,X,X,X,O,X,X
JOLZSIT,X,O,X,O,X,X,O,X,O
JOSTILZ,O,O,X,O,O,X,X,X,X
JOSTIZL,O,O,X,O,O,X,O,X,X
JOSTLIZ,O,O,X,O,O,X,X,X,X
JOSTLZI,O,O,X,O,O,X,X,X,X
JOSTZIL,O,O,X,O,O,X,O,X,X
JOSTZLI,O,O,X,O,O,X,O,X,X
JOSITLZ,X,O,X,O,O,X,X,X,X
JOSITZL,X,O,X,O,O,X,O,X,X
JOSILTZ,X,O,X,O,X,X,X,X,X
JOSILZT,X,O,X,O,X,X,O,X,X
JOSIZTL,X,O,X,X,X,X,O,X,O
JOSIZLT,O,O,X,O,X,X,O,X,O
JOSLTIZ,X,O,X,O,O,X,X,X,X
JOSLTZI,X,O,X,X,O,X,X,X,X
JOSLITZ,X,O,X,O,X,X,X,X,X
JOSLIZT,X,O,X,O,X,X,O,X,X
JOSLZTI,X,O,X,X,X,X,O,X,X
JOSLZIT,X,O,X,O,X,X,O,X,O
JOSZTIL,O,O,X,X,X,X,O,X,X
JOSZTLI,O,O,X,X,X,X,O,X,X
JOSZITL,X,O,X,X,X,X,O,X,O
JOSZILT,O,O,X,O,X,X,O,X,O
JOSZLTI,O,O,X,X,X,X,O,X,X
JOSZLIT,O,O,X,O,X,X,O,X,O
JOZTILS,O,O,X,X,X,X,O,X,X
JOZTISL,O,O,X,X,X,X,O,X,X
JOZTLIS,O,O,X,X,X,X,O,X,X
JOZTLSI,O,O,X,X,X,X,O,X,X
JOZTSIL,O,O,X,X,X,X,O,X,X
JOZTSLI,O,O,X,X,X,X,O,X,X
JOZITLS,X,O,X,X,X,X,O,X,O
JOZITSL,X,O,X,X,X,X,O,X,O
JOZILTS,X,O,X,X,X,X,O,X,O
JOZILST,O,O,X,O,X,X,O,X,O
JOZISTL,X,O,X,X,X,X,O,X,O
JOZISLT,O,O,X,O,X,X,O,X,O
JOZLTIS,O,O,X,X,X,X,O,X,X
JOZLTSI,O,O,X,X,X,X,O,X,X
JOZLITS,X,O,X,X,X,X,O,X,O
JOZLIST,O,O,X,O,X,X,O,X,O
JOZLSTI,O,O,X,X,X,X,O,X,X
JOZLSIT,O,O,X,O,X,X,O,X,O
JOZSTIL,O,O,X,X,X,X,O,X,X
JOZSTLI,O,O,X,X,X,X,O,X,X
JOZSITL,X,O,X,X,X,X,O,X,O
JOZSILT,O,O,X,O,X,X,O,X,O
JOZSLTI,O,O,X,X,X,X,O,X,X
JOZSLIT,O,O,X,O,X,X,O,X,O
STILJZO,O,O,O,X,X,O,X,X,X
STILJOZ,X,O,X,O,O,O,X,X,X
STILZJO,O,O,O,X,X,O,X,X,X
STILZOJ,O,O,O,O,X,X,X,O,X
STILOJZ,O,O,O,O,O,O,X,O,X
STILOZJ,X,X,O,O,X,O,X,O,X
STIJLZO,O,O,O,X,X,O,X,X,X
STIJLOZ,X,O,X,O,O,O,X,X,X
STIJZLO,O,O,X,X,X,X,X,X,X
STIJZOL,O,O,X,X,O,X,O,X,X
STIJOLZ,O,O,O,O,O,O,X,O,X
STIJOZL,O,X,X,O,O,X,O,X,X
STIZLJO,O,O,O,X,X,O,X,X,X
STIZLOJ,O,O,O,O,X,X,X,X,X
STIZJLO,O,O,X,X,X,X,X,X,X
STIZJOL,O,O,X,X,O,X,O,X,X
STIZOLJ,O,O,O,O,X,O,X,X,X
STIZOJL,O,O,X,O,O,X,X,X,X
STIOLJZ,O,O,O,O,O,O,X,O,X
STIOLZJ,X,X,O,O,X,O,X,O,X
STIOJLZ,O,O,O,O,O,O,X,O,X
STIOJZL,O,O,X,O,O,X,X,X,X
STIOZLJ,O,O,O,O,X,O,X,X,O
STIOZJL,O,O,X,O,O,X,X,X,O
STLIJZO,O,O,O,X,X,O,X,X,X
STLIJOZ,X,O,X,O,O,O,X,X,X
STLIZJO,O,O,O,X,X,O,X,X,X
STLIZOJ,O,O,O,O,X,X,X,O,X
STLIOJZ,O,O,O,O,O,O,X,O,X
STLIOZJ,X,X,O,O,X,O,X,O,X
STLJIZO,O,O,O,X,X,O,X,X,X
STLJIOZ,X,O,X,O,O,O,X,X,X
STLJZIO,O,O,O,X,X,O,X,X,X
STLJZOI,O,O,O,X,O,O,X,X,X
STLJOIZ,O,O,O,O,O,O,X,X,X
STLJOZI,O,O,O,O,O,O,X,X,X
STLZIJO,O,O,O,X,X,O,X,X,X
STLZIOJ,O,O,O,O,X,X,X,O,X
STLZJIO,O,O,O,X,X,O,X,X,X
STLZJOI,O,O,O,X,X,O,X,X,X
STLZOIJ,O,O,O,O,X,O,X,X,X
STLZOJI,O,O,O,O,X,O,X,X,X
STLOIJZ,O,O,O,O,O,O,X,X,X
STLOIZJ,X,X,O,O,X,O,X,X,X
STLOJIZ,O,O,O,O,O,O,X,X,X
STLOJZI,O,O,O,O,O,O,X,X,X
STLOZIJ,X,O,O,O,X,O,X,X,X
STLOZJI,X,O,O,O,X,O,X,X,X
STJILZO,O,O,O,X,X,O,X,X,X
STJILOZ,X,O,X,O,O,O,X,X,X
STJIZLO,O,O,X,X,X,X,X,X,X
STJIZOL,O,O,X,X,O,X,O,X,X
STJIOLZ,O,O,O,O,O,O,X,X,X
STJIOZL,O,X,X,O,O,X,O,X,X
STJLIZO,O,O,O,X,X,O,X,X,X
STJLIOZ,X,O,X,O,O,O,X,X,X
STJLZIO,O,O,O,X,X,O,X,X,X
STJLZOI,O,O,O,X,O,O,X,X,X
STJLOIZ,O,O,O,O,O,O,X,X,X
STJLOZI,O,O,O,O,O,O,X,X,X
STJZILO,O,O,X,X,X,X,X,X,X
STJZIOL,O,O,X,X,O,X,O,X,X
STJZLIO,O,O,X,X,X,X,X,X,X
STJZLOI,O,O,X,X,O,X,X,X,X
STJZOIL,O,O,X,X,O,X,O,X,X
STJZOLI,O,O,X,X,O,X,O,X,X
STJOILZ,O,O,O,O,O,O,X,X,X
STJOIZL,O,O,X,O,O,X,O,X,X
STJOLIZ,O,O,O,O,O,O,X,X,X
STJOLZI,O,O,O,O,O,O,X,X,X
STJOZIL,O,O,X,O,O,X,O,X,X
STJOZLI,O,O,X,O,O,X,O,X,X
STZILJO,O,O,O,X,X,O,X,X,X
STZILOJ,O,O,O,O,X,X,X,X,X
STZIJLO,O,O,X,X,X,X,X,X,X
STZIJOL,O,O,X,X,O,X,O,X,X
STZIOLJ,O,O,O,O,X,O,X,X,X
STZIOJL,O,O,X,O,O,X,X,X,X
STZLIJO,O,O,O,X,X,O,X,X,X
STZLIOJ,O,O,O,O,X,X,X,X,X
STZLJIO,O,O,O,X,X,O,X,X,X
STZLJOI,O,O,O,X,X,O,X,X,X
STZLOIJ,O,O,O,O,X,O,X,X,X
STZLOJI,O,O,O,O,X,O,X,X,X
STZJILO,O,O,X,X,X,X,X,X,X
STZJIOL,O,O,X,X,O,X,O,X,X
STZJLIO,O,O,X,X,X,X,X,X,X
STZJLOI,O,O,X,X,O,X,X,X,X
STZJOIL,O,O,X,X,O,X,O,X,X
STZJOLI,O,O,X,X,O,X,O,X,X
STZOILJ,O,O,O,O,X,O,X,X,X
STZOIJL,O,O,X,O,O,X,X,X,X
STZOLIJ,O,O,O,O,X,O,X,X,X
STZOLJI,O,O,O,O,X,O,X,X,X
STZOJIL,O,O,X,O,O,X,X,X,X
STZOJLI,O,O,X,O,O,X,X,X,X
STOILJZ,O,O,O,O,O,O,X,X,X
STOILZJ,X,X,O,O,X,O,X,X,X
STOIJLZ,O,O,O,O,O,O,X,X,X
STOIJZL,O,O,X,O,O,X,X,X,X
STOIZLJ,O,O,O,O,X,O,X,X,O
STOIZJL,O,O,X,O,O,X,X,X,O
STOLIJZ,O,O,O,O,O,O,X,X,X
STOLIZJ,X,X,O,O,X,O,X,X,X
STOLJIZ,O,O,O,O,O,O,X,X,X
STOLJZI,O,O,O,O,O,O,X,X,X
STOLZIJ,X,O,O,O,X,O,X,X,O
STOLZJI,X,O,O,O,X,O,X,X,X
STOJILZ,O,O,O,O,O,O,X,X,X
STOJIZL,O,O,X,O,O,X,X,X,X
STOJLIZ,O,O,O,O,O,O,X,X,X
STOJLZI,O,O,O,O,O,O,X,X,X
STOJZIL,O,O,X,O,O,X,X,X,X
STOJZLI,O,O,X,O,O,X,X,X,X
STOZILJ,O,O,O,O,X,O,X,X,O
STOZIJL,O,O,X,O,O,X,X,X,O
STOZLIJ,O,O,O,O,X,O,X,X,O
STOZLJI,O,O,O,O,X,O,X,X,X
STOZJIL,O,O,X,O,O,X,X,X,X
STOZJLI,O,O,X,O,O,X,X,X,X
SITLJZO,O,O,O,X,X,O,X,X,X
SITLJOZ,X,O,X,O,O,O,X,X,X
SITLZJO,O,O,O,X,X,O,X,X,X
SITLZOJ,O,O,O,O,X,X,X,O,X
SITLOJZ,O,O,O,O,O,O,X,O,X
SITLOZJ,X,X,O,O,X,O,X,O,X
SITJLZO,O,O,O,X,X,O,X,X,X
SITJLOZ,X,O,X,O,O,O,X,X,X
SITJZLO,O,O,X,X,X,X,X,X,X
SITJZOL,O,O,X,X,O,X,O,X,X
SITJOLZ,O,O,O,O,O,O,X,O,X
SITJOZL,O,X,X,O,O,X,O,X,X
SITZLJO,O,O,O,X,X,O,X,X,X
SITZLOJ,O,O,O,O,X,X,X,X,X
SITZJLO,O,O,X,X,X,X,X,X,X
SITZJOL,O,O,X,X,O,X,O,X,X
SITZOLJ,O,O,O,O,X,O,X,X,X
SITZOJL,O,O,X,O,O,X,X,X,X
SITOLJZ,O,O,O,O,O,O,X,O,X
SITOLZJ,X,X,O,O,X,O,X,O,X
SITOJLZ,O,O,O,O,O,O,X,O,X
SITOJZL,O,O,X,O,O,X,X,X,X
SITOZLJ,O,O,O,O,X,O,X,X,O
SITOZJL,O,O,X,O,O,X,X,X,O
SILTJZO,O,O,O,X,X,O,X,X,X
SILTJOZ,X,O,X,O,O,O,X,X,X
SILTZJO,O,O,O,X,X,O,X,X,X
SILTZOJ,O,O,O,O,X,X,X,O,X
SILTOJZ,O,O,O,O,O,O,X,O,X
SILTOZJ,X,X,O,O,X,O,X,O,X
SILJTZO,X,O,X,X,X,O,X,X,X
SILJTOZ,X,O,X,O,O,O,X,X,X
SILJZTO,O,O,O,X,X,O,X,X,X
SILJZOT,O,O,O,X,X,X,O,O,X
SILJOTZ,X,O,X,O,X,O,X,O,X
SILJOZT,X,O,X,O,X,X,O,O,X
SILZTJO,O,X,O,X,X,X,X,X,X
SILZTOJ,O,X,O,O,X,X,X,O,X
SILZJTO,O,X,O,X,X,O,X,X,X
SILZJOT,O,X,O,X,X,X,O,O,X
SILZOTJ,O,X,X,X,X,X,X,O,X
SILZOJT,O,X,O,O,X,X,X,O,X
SILOTJZ,X,X,X,O,X,X,X,O,X
SILOTZJ,X,X,X,O,X,X,X,O,X
SILOJTZ,X,O,X,O,X,O,X,O,X
SILOJZT,X,O,X,O,X,X,X,O,X
