sequence,v115@zgB8HeC8GeD8FeE8CeA8AeE8CeB8Je07IvhFlcBGeB?ymB5nB/oBzrB,v115@zgB8HeC8GeD8FeE8CeA8AeE8CeB8Jex7IvhFTeBUhB?FiBGoBXnBSxB,v115@zgB8HeC8GeD8FeE8CeA8AeE8CeB8Je07IvhFmcB5jB?1mBziBCsB3sB,v115@zgB8HeC8GeD8FeE8CeA8AeE8CeB8Jel7IvhFUdBajB?5jBThBGsBXsB,v115@zgB8HeC8GeD8FeE8CeA8AeE8CeB8Je07IvhFmdB5jB?lmB3nB6rBTsB,v115@zgB8HeC8GeD8FeE8CeA8AeE8CeB8Jex7IvhFUhBFiB?XjB6oBTnBWxB,v115@zgB8HeC8GeD8FeE8CeA8AeE8CeB8Je07IvhFzdB5jB?umBihBXsBlsB
JLIZOST,X,O,X,O,X,X,X
JLIOTSZ,X,X,O,O,X,X,X
JLIOTZS,X,O,O,O,X,X,X
JLIOSTZ,X,X,X,O,X,X,X
JLIOSZT,X,O,X,O,X,X,X
JLIOZTS,X,O,O,O,X,X,X
JLIOZST,X,O,X,O,X,X,X
JLSTIZO,O,X,X,O,X,X,X
JLSTIOZ,O,X,X,O,X,X,X
JLSTZIO,O,O,X,X,X,O,X
JLSTZOI,O,O,X,X,X,O,X
JLSTOIZ,X,X,X,O,X,X,X
JLSTOZI,O,O,X,O,X,X,X
JLSITZO,O,X,X,O,X,X,X
JLSITOZ,O,X,X,O,X,X,X
JLSIZTO,O,O,X,O,X,O,X
JLSIZOT,O,O,X,O,X,X,X
JLSIOTZ,O,X,X,O,X,X,X
JLSIOZT,O,O,X,O,X,X,X
JLSZTIO,O,O,X,X,X,O,X
JLSZTOI,O,O,X,X,X,O,X
JLSZITO,O,O,X,X,X,O,X
JLSZIOT,O,O,X,X,X,X,X
JLSZOTI,O,O,X,X,X,X,X
JLSZOIT,X,O,X,X,X,X,X
JLSOTIZ,X,X,X,O,X,X,X
JLSOTZI,O,O,X,O,X,X,X
JLSOITZ,X,X,X,O,X,X,X
JLSOIZT,X,O,X,O,X,X,X
JLSOZTI,O,O,X,O,X,X,X
JLSOZIT,X,O,X,O,X,X,X
JLZTISO,O,O,O,O,X,O,X
JLZTIOS,X,O,O,O,X,X,X
JLZTSIO,O,O,O,X,X,O,X
JLZTSOI,O,O,O,X,X,O,X
JLZTOIS,X,O,O,O,X,X,X
JLZTOSI,X,O,O,O,X,X,X
JLZITSO,O,O,O,O,X,O,X
JLZITOS,X,O,O,O,X,X,X
JLZISTO,O,O,O,O,X,O,X
JLZISOT,O,O,X,O,X,X,X
JLZIOTS,X,O,O,O,X,X,X
JLZIOST,X,O,X,O,X,X,X
JLZSTIO,O,O,X,X,X,O,X
JLZSTOI,O,O,X,X,X,O,X
JLZSITO,O,O,O,X,X,O,X
JLZSIOT,O,O,X,X,X,X,X
JLZSOTI,O,O,X,X,X,X,X
JLZSOIT,X,O,X,X,X,X,X
JLZOTIS,X,O,O,O,X,X,X
JLZOTSI,X,O,O,O,X,X,X
JLZOITS,X,O,O,O,X,X,X
JLZOIST,X,O,X,O,X,X,X
JLZOSTI,X,O,X,O,X,X,X
JLZOSIT,X,O,X,O,X,X,X
JLOTISZ,X,X,O,O,X,X,X
JLOTIZS,X,O,O,O,X,X,X
JLOTSIZ,X,X,O,O,X,X,X
JLOTSZI,X,O,O,O,X,X,X
JLOTZIS,X,O,O,O,X,X,X
JLOTZSI,X,O,O,O,X,X,X
JLOITSZ,X,X,O,O,X,X,X
JLOITZS,X,O,O,O,X,X,X
JLOISTZ,X,X,X,O,X,X,X
JLOISZT,X,O,X,O,X,X,X
JLOIZTS,X,O,O,O,X,X,X
JLOIZST,X,O,X,O,X,X,X
JLOSTIZ,X,X,X,O,X,X,X
JLOSTZI,X,O,X,O,X,X,X
JLOSITZ,X,X,X,O,X,X,X
JLOSIZT,X,O,X,O,X,X,X
JLOSZTI,X,O,X,O,X,X,X
JLOSZIT,X,O,X,O,X,X,X
JLOZTIS,X,O,O,O,X,X,X
JLOZTSI,X,O,O,O,X,X,X
JLOZITS,X,O,O,O,X,X,X
JLOZIST,X,O,X,O,X,X,X
JLOZSTI,X,O,X,O,X,X,X
JLOZSIT,X,O,X,O,X,X,X
JSTILZO,O,X,X,O,O,X,O
JSTILOZ,O,X,X,O,O,X,O
JSTIZLO,O,X,X,O,O,O,O
JSTIZOL,O,X,X,O,O,O,O
JSTIOLZ,O,X,X,O,O,X,O
JSTIOZL,O,X,X,O,O,X,O
JSTLIZO,O,X,X,O,O,X,X
JSTLIOZ,X,X,X,O,O,X,X
JSTLZIO,O,X,X,X,O,O,X
JSTLZOI,O,X,X,X,X,O,X
JSTLOIZ,X,X,X,O,X,X,X
JSTLOZI,O,X,X,O,X,X,X
JSTZILO,O,X,X,X,O,O,O
JSTZIOL,O,O,X,X,O,O,O
JSTZLIO,O,X,X,X,O,O,X
JSTZLOI,O,X,X,X,X,O,X
JSTZOIL,O,O,X,X,O,O,X
JSTZOLI,O,O,X,X,X,O,X
JSTOILZ,O,X,X,O,O,X,X
JSTOIZL,O,X,X,O,O,X,X
JSTOLIZ,O,X,X,O,X,X,X
JSTOLZI,O,X,X,O,X,X,X
JSTOZIL,O,O,X,O,O,O,X
JSTOZLI,O,O,X,O,X,O,X
JSITLZO,O,X,X,O,O,X,O
JSITLOZ,O,X,X,O,O,X,O
JSITZLO,O,X,X,O,O,O,O
JSITZOL,O,X,X,O,O,O,O
JSITOLZ,O,X,X,O,O,X,O
JSITOZL,O,X,X,O,O,X,O
JSILTZO,O,X,X,O,O,X,O
JSILTOZ,O,X,X,O,O,X,O
JSILZTO,O,O,X,O,X,O,O
JSILZOT,O,O,X,O,X,X,X
JSILOTZ,O,X,X,O,X,X,X
JSILOZT,O,O,X,O,X,X,X
JSIZTLO,O,X,X,O,O,O,O
JSIZTOL,O,O,X,O,O,O,O
JSIZLTO,O,O,X,O,X,O,O
JSIZLOT,O,O,X,O,X,X,X
JSIZOTL,O,O,X,O,X,O,O
JSIZOLT,O,O,X,O,X,X,X
JSIOTLZ,O,X,X,O,O,X,O
JSIOTZL,O,X,X,O,O,X,O
JSIOLTZ,O,X,X,O,X,X,X
JSIOLZT,O,O,X,O,X,X,X
JSIOZTL,O,O,X,O,X,O,O
JSIOZLT,O,O,X,O,X,X,X
JSLTIZO,O,X,X,O,O,X,X
JSLTIOZ,O,X,X,O,O,X,X
JSLTZIO,O,O,X,X,O,O,X
JSLTZOI,O,O,X,X,X,O,X
JSLTOIZ,X,X,X,O,X,X,X
JSLTOZI,O,O,X,O,X,X,X
JSLITZO,O,X,X,O,O,X,O
JSLITOZ,O,X,X,O,O,X,O
JSLIZTO,O,O,X,O,X,O,O
JSLIZOT,O,O,X,O,X,X,X
JSLIOTZ,O,X,X,O,X,X,X
JSLIOZT,O,O,X,O,X,X,X
JSLZTIO,O,O,X,X,X,O,X
JSLZTOI,O,O,X,X,X,O,X
JSLZITO,O,O,X,X,X,O,O
JSLZIOT,O,O,X,X,X,X,X
JSLZOTI,O,O,X,X,X,X,X
JSLZOIT,O,O,X,X,X,X,X
JSLOTIZ,O,X,X,O,X,X,X
JSLOTZI,O,O,X,O,X,X,X
JSLOITZ,O,X,X,O,X,X,X
JSLOIZT,O,O,X,O,X,X,X
JSLOZTI,O,O,X,O,X,X,X
JSLOZIT,O,O,X,O,X,X,X
JSZTILO,O,X,X,X,O,O,O
JSZTIOL,O,O,X,X,O,O,O
JSZTLIO,O,X,X,X,O,O,X
JSZTLOI,O,X,X,X,X,O,X
JSZTOIL,O,O,X,X,O,O,X
JSZTOLI,O,O,X,X,X,O,X
JSZITLO,O,X,X,X,O,O,O
JSZITOL,O,O,X,X,O,O,O
JSZILTO,O,O,X,X,X,O,O
JSZILOT,O,O,X,X,X,X,X
JSZIOTL,O,O,X,X,X,O,O
JSZIOLT,O,O,X,X,X,X,X
JSZLTIO,O,O,X,X,X,O,X
JSZLTOI,O,O,X,X,X,O,X
JSZLITO,O,O,X,X,X,O,O
JSZLIOT,O,O,X,X,X,X,X
JSZLOTI,O,O,X,X,X,X,X
JSZLOIT,O,O,X,X,X,X,X
JSZOTIL,O,O,X,X,X,O,X
JSZOTLI,O,O,X,X,X,O,X
JSZOITL,O,O,X,X,X,O,O
JSZOILT,O,O,X,X,X,X,X
JSZOLTI,O,O,X,X,X,X,X
JSZOLIT,O,O,X,X,X,X,X
JSOTILZ,O,X,X,O,O,X,X
JSOTIZL,O,X,X,O,O,X,X
JSOTLIZ,O,X,X,O,X,X,X
JSOTLZI,O,X,X,O,X,X,X
JSOTZIL,O,O,X,O,O,O,X
JSOTZLI,O,O,X,O,X,O,X
JSOITLZ,O,X,X,O,O,X,O
JSOITZL,O,X,X,O,O,X,O
JSOILTZ,O,X,X,O,X,X,X
JSOILZT,O,O,X,O,X,X,X
JSOIZTL,O,O,X,O,X,O,O
JSOIZLT,O,O,X,O,X,X,X
JSOLTIZ,O,X,X,O,X,X,X
JSOLTZI,O,O,X,O,X,X,X
JSOLITZ,O,X,X,O,X,X,X
JSOLIZT,O,O,X,O,X,X,X
JSOLZTI,O,O,X,O,X,X,X
JSOLZIT,O,O,X,O,X,X,X
JSOZTIL,O,O,X,O,X,O,X
JSOZTLI,O,O,X,O,X,O,X
JSOZITL,O,O,X,O,X,O,O
JSOZILT,O,O,X,O,X,X,X
JSOZLTI,O,O,X,O,X,X,X
JSOZLIT,O,O,X,O,X,X,X
JZTILSO,X,O,O,O,X,O,X
JZTILOS,X,O,O,O,X,X,X
JZTISLO,O,X,X,O,O,O,X
JZTISOL,O,O,O,O,O,O,X
JZTIOLS,X,O,O,O,X,X,X
JZTIOSL,X,O,O,O,X,O,X
JZTLISO,O,O,O,O,X,O,X
JZTLIOS,X,O,O,O,X,X,X
JZTLSIO,O,O,O,X,X,O,X
JZTLSOI,O,O,O,X,X,O,X
JZTLOIS,X,O,O,O,X,X,X
JZTLOSI,X,O,O,O,X,X,X
JZTSILO,O,X,X,X,O,O,X
JZTSIOL,O,O,O,X,O,O,X
JZTSLIO,O,X,X,X,O,O,X
JZTSLOI,O,X,X,X,X,O,X
JZTSOIL,O,O,O,X,O,O,X
JZTSOLI,O,O,X,X,X,O,X
JZTOILS,X,O,O,O,X,X,X
JZTOISL,O,O,O,O,X,O,X
JZTOLIS,O,O,O,O,X,X,X
JZTOLSI,O,O,X,O,X,X,X
JZTOSIL,O,O,O,O,X,O,X
JZTOSLI,O,O,X,O,X,O,X
JZITLSO,X,O,O,O,X,O,X
JZITLOS,X,O,O,O,X,X,X
JZITSLO,O,X,X,O,O,O,X
JZITSOL,O,O,O,O,O,O,X
JZITOLS,X,O,O,O,X,X,X
JZITOSL,X,O,O,O,X,O,X
JZILTSO,O,O,O,O,X,O,X
JZILTOS,X,O,O,O,X,X,X
JZILSTO,O,O,O,O,X,O,X
JZILSOT,O,O,X,O,X,X,X
JZILOTS,X,O,O,O,X,X,X
JZILOST,X,O,X,O,X,X,X
JZISTLO,O,X,X,O,O,O,O
JZISTOL,O,O,O,O,O,O,O
JZISLTO,O,O,O,O,X,O,O
JZISLOT,O,O,X,O,X,X,X
JZISOTL,O,O,X,O,X,O,O
JZISOLT,O,O,X,O,X,X,X
JZIOTLS,X,O,O,O,X,X,X
JZIOTSL,O,O,O,O,X,O,X
JZIOLTS,O,O,O,O,X,X,X
JZIOLST,O,O,X,O,X,X,X
JZIOSTL,O,O,X,O,X,O,X
JZIOSLT,O,O,X,O,X,X,X
JZLTISO,O,O,O,O,X,O,X
JZLTIOS,X,O,O,O,X,X,X
JZLTSIO,O,O,O,X,X,O,X
JZLTSOI,O,O,O,X,X,O,X
JZLTOIS,X,O,O,O,X,X,X
JZLTOSI,X,O,O,O,X,X,X
JZLITSO,O,O,O,O,X,O,X
JZLITOS,X,O,O,O,X,X,X
JZLISTO,O,O,O,O,X,O,X
JZLISOT,O,O,X,O,X,X,X
JZLIOTS,X,O,O,O,X,X,X
JZLIOST,X,O,X,O,X,X,X
JZLSTIO,O,O,X,X,X,O,X
JZLSTOI,O,O,X,X,X,O,X
JZLSITO,O,O,O,X,X,O,X
JZLSIOT,O,O,X,X,X,X,X
JZLSOTI,O,O,X,X,X,X,X
JZLSOIT,X,O,X,X,X,X,X
JZLOTIS,X,O,O,O,X,X,X
JZLOTSI,X,O,O,O,X,X,X
JZLOITS,X,O,O,O,X,X,X
JZLOIST,X,O,X,O,X,X,X
JZLOSTI,X,O,X,O,X,X,X
JZLOSIT,X,O,X,O,X,X,X
JZSTILO,O,X,X,X,O,O,O
JZSTIOL,O,O,O,X,O,O,O
JZSTLIO,O,X,X,X,O,O,X
JZSTLOI,O,X,X,X,X,O,X
JZSTOIL,O,O,O,X,O,O,X
JZSTOLI,O,O,X,X,X,O,X
JZSITLO,O,X,X,X,O,O,O
JZSITOL,O,O,O,X,O,O,O
JZSILTO,O,O,O,X,X,O,O
JZSILOT,O,O,X,X,X,X,X
JZSIOTL,O,O,X,X,X,O,O
JZSIOLT,O,O,X,X,X,X,X
JZSLTIO,O,O,X,X,X,O,X
JZSLTOI,O,O,X,X,X,O,X
JZSLITO,O,O,O,X,X,O,O
JZSLIOT,O,O,X,X,X,X,X
JZSLOTI,O,O,X,X,X,X,X
JZSLOIT,O,O,X,X,X,X,X
JZSOTIL,O,O,X,X,X,O,X
JZSOTLI,O,O,X,X,X,O,X
JZSOITL,O,O,X,X,X,O,O
JZSOILT,O,O,X,X,X,X,X
JZSOLTI,O,O,X,X,X,X,X
JZSOLIT,O,O,X,X,X,X,X
JZOTILS,X,O,O,O,X,X,X
JZOTISL,O,O,O,O,X,O,X
JZOTLIS,O,O,O,O,X,X,X
JZOTLSI,O,O,X,O,X,X,X
JZOTSIL,O,O,O,O,X,O,X
JZOTSLI,O,O,X,O,X,O,X
JZOITLS,X,O,O,O,X,X,X
JZOITSL,O,O,O,O,X,O,X
JZOILTS,O,O,O,O,X,X,X
JZOILST,O,O,X,O,X,X,X
JZOISTL,O,O,X,O,X,O,X
JZOISLT,O,O,X,O,X,X,X
JZOLTIS,O,O,O,O,X,X,X
JZOLTSI,O,O,O,O,X,X,X
JZOLITS,O,O,O,O,X,X,X
JZOLIST,O,O,X,O,X,X,X
JZOLSTI,O,O,X,O,X,X,X
JZOLSIT,O,O,X,O,X,X,X
JZOSTIL,O,O,X,O,X,O,X
JZOSTLI,O,O,X,O,X,O,X
JZOSITL,O,O,X,O,X,O,X
JZOSILT,O,O,X,O,X,X,X
JZOSLTI,O,O,X,O,X,X,X
JZOSLIT,O,O,X,O,X,X,X
JOTILSZ,X,X,O,O,X,X,X
JOTILZS,X,O,O,O,X,X,X
JOTISLZ,X,X,X,O,X,X,X
JOTISZL,X,X,O,O,X,X,X
JOTIZLS,X,O,O,O,X,X,X
JOTIZSL,X,O,O,O,X,X,X
JOTLISZ,X,X,X,O,X,X,X
JOTLIZS,X,O,O,O,X,X,X
JOTLSIZ,X,X,X,O,X,X,X
JOTLSZI,X,O,X,O,X,X,X
JOTLZIS,X,O,O,O,X,X,X
JOTLZSI,X,O,X,O,X,X,X
JOTSILZ,X,X,X,O,X,X,X
JOTSIZL,X,X,O,O,X,X,X
JOTSLIZ,X,X,X,O,X,X,X
JOTSLZI,X,X,X,O,X,X,X
JOTSZIL,X,O,O,O,X,X,X
JOTSZLI,X,O,X,O,X,X,X
JOTZILS,X,O,O,O,X,X,X
JOTZISL,X,O,O,O,X,X,X
JOTZLIS,X,O,O,O,X,X,X
JOTZLSI,X,O,X,O,X,X,X
JOTZSIL,X,O,O,O,X,X,X
JOTZSLI,X,O,X,O,X,X,X
JOITLSZ,X,X,O,O,X,X,X
JOITLZS,X,O,O,O,X,X,X
JOITSLZ,X,X,X,O,X,X,X
JOITSZL,X,X,O,O,X,X,X
JOITZLS,X,O,O,O,X,X,X
JOITZSL,X,O,O,O,X,X,X
JOILTSZ,O,X,O,O,X,X,X
JOILTZS,O,O,O,O,X,X,X
JOILSTZ,O,X,X,O,X,X,X
JOILSZT,O,O,X,O,X,X,X
JOILZTS,O,O,O,O,X,X,X
JOILZST,O,O,X,O,X,X,X
JOISTLZ,O,X,X,O,X,X,X
JOISTZL,O,X,X,O,X,X,X
JOISLTZ,O,X,X,O,X,X,X
JOISLZT,O,O,X,O,X,X,X
JOISZTL,O,O,X,O,X,O,X
JOISZLT,O,O,X,O,X,X,X
JOIZTLS,X,O,O,O,X,X,X
JOIZTSL,O,O,O,O,X,O,X
JOIZLTS,O,O,O,O,X,X,X
JOIZLST,O,O,X,O,X,X,X
JOIZSTL,O,O,X,O,X,O,X
JOIZSLT,O,O,X,O,X,X,X
JOLTISZ,O,X,O,O,X,X,X
JOLTIZS,O,O,O,O,X,X,X
JOLTSIZ,O,X,O,O,X,X,X
JOLTSZI,O,O,O,O,X,X,X
JOLTZIS,O,O,O,O,X,X,X
JOLTZSI,O,O,O,O,X,X,X
JOLITSZ,O,X,O,O,X,X,X
JOLITZS,O,O,O,O,X,X,X
JOLISTZ,O,X,X,O,X,X,X
JOLISZT,O,O,X,O,X,X,X
JOLIZTS,O,O,O,O,X,X,X
JOLIZST,O,O,X,O,X,X,X
JOLSTIZ,O,X,X,O,X,X,X
JOLSTZI,O,O,X,O,X,X,X
JOLSITZ,O,X,X,O,X,X,X
JOLSIZT,O,O,X,O,X,X,X
JOLSZTI,O,O,X,O,X,X,X
JOLSZIT,O,O,X,O,X,X,X
JOLZTIS,O,O,O,O,X,X,X
JOLZTSI,O,O,O,O,X,X,X
JOLZITS,O,O,O,O,X,X,X
JOLZIST,O,O,X,O,X,X,X
JOLZSTI,O,O,X,O,X,X,X
JOLZSIT,O,O,X,O,X,X,X
JOSTILZ,O,X,X,O,X,X,X
JOSTIZL,O,X,X,O,X,X,X
JOSTLIZ,O,X,X,O,X,X,X
JOSTLZI,O,X,X,O,X,X,X
JOSTZIL,O,O,X,O,X,O,X
JOSTZLI,O,O,X,O,X,O,X
JOSITLZ,O,X,X,O,X,X,X
JOSITZL,O,X,X,O,X,X,X
JOSILTZ,O,X,X,O,X,X,X
JOSILZT,O,O,X,O,X,X,X
JOSIZTL,O,O,X,O,X,O,X
JOSIZLT,O,O,X,O,X,X,X
JOSLTIZ,O,X,X,O,X,X,X
JOSLTZI,O,O,X,O,X,X,X
JOSLITZ,O,X,X,O,X,X,X
JOSLIZT,O,O,X,O,X,X,X
JOSLZTI,O,O,X,O,X,X,X
JOSLZIT,O,O,X,O,X,X,X
JOSZTIL,O,O,X,O,X,O,X
JOSZTLI,O,O,X,O,X,O,X
JOSZITL,O,O,X,O,X,O,X
JOSZILT,O,O,X,O,X,X,X
JOSZLTI,O,O,X,O,X,X,X
JOSZLIT,O,O,X,O,X,X,X
JOZTILS,X,O,O,O,X,X,X
JOZTISL,O,O,O,O,X,O,X
JOZTLIS,O,O,O,O,X,X,X
JOZTLSI,O,O,X,O,X,X,X
JOZTSIL,O,O,O,O,X,O,X
JOZTSLI,O,O,X,O,X,O,X
JOZITLS,X,O,O,O,X,X,X
JOZITSL,O,O,O,O,X,O,X
JOZILTS,O,O,O,O,X,X,X
JOZILST,O,O,X,O,X,X,X
JOZISTL,O,O,X,O,X,O,X
JOZISLT,O,O,X,O,X,X,X
JOZLTIS,O,O,O,O,X,X,X
JOZLTSI,O,O,O,O,X,X,X
JOZLITS,O,O,O,O,X,X,X
JOZLIST,O,O,X,O,X,X,X
JOZLSTI,O,O,X,O,X,X,X
JOZLSIT,O,O,X,O,X,X,X
JOZSTIL,O,O,X,O,X,O,X
JOZSTLI,O,O,X,O,X,O,X
JOZSITL,O,O,X,O,X,O,X
JOZSILT,O,O,X,O,X,X,X
JOZSLTI,O,O,X,O,X,X,X
JOZSLIT,O,O,X,O,X,X,X
STILJZO,O,X,O,O,O,X,X
STILJOZ,O,X,O,O,O,X,X
STILZJO,O,X,O,X,O,X,X
STILZOJ,O,X,O,X,O,X,X
STILOJZ,O,X,O,X,O,X,X
STILOZJ,O,X,O,O,O,X,X
STIJLZO,O,X,X,O,O,X,O
STIJLOZ,O,X,X,O,O,X,O
STIJZLO,O,X,X,O,O,O,O
STIJZOL,O,X,O,O,O,O,O
STIJOLZ,O,X,X,O,O,X,O
STIJOZL,O,X,O,O,O,X,O
STIZLJO,O,X,O,X,O,O,X
STIZLOJ,O,X,O,X,O,O,X
STIZJLO,O,X,X,X,O,O,O
STIZJOL,O,X,O,X,O,O,O
STIZOLJ,O,X,O,X,O,O,X
STIZOJL,O,X,O,X,O,X,X
STIOLJZ,O,X,O,X,O,X,X
STIOLZJ,O,X,O,O,O,X,X
STIOJLZ,O,X,X,O,O,X,X
STIOJZL,O,X,O,O,O,X,X
STIOZLJ,O,X,O,O,O,X,X
STIOZJL,O,X,O,X,O,X,X
STLIJZO,O,X,O,O,O,X,X
STLIJOZ,O,X,O,O,O,X,X
STLIZJO,O,X,O,X,O,X,X
STLIZOJ,O,X,O,X,O,X,X
STLIOJZ,O,X,O,X,O,X,X
STLIOZJ,O,X,O,O,O,X,X
STLJIZO,O,X,O,O,O,X,X
STLJIOZ,O,X,O,O,O,X,X
STLJZIO,O,X,O,X,O,X,X
STLJZOI,O,X,O,X,X,X,X
STLJOIZ,X,X,O,O,X,X,X
STLJOZI,O,X,O,O,X,X,X
STLZIJO,O,X,O,X,O,O,X
STLZIOJ,O,X,O,X,O,O,X
STLZJIO,O,X,O,X,O,O,X
STLZJOI,O,X,O,X,X,O,X
STLZOIJ,O,X,O,X,X,O,X
STLZOJI,O,X,O,X,X,O,X
STLOIJZ,O,X,O,X,X,X,X
STLOIZJ,O,X,O,O,X,X,X
STLOJIZ,X,X,O,X,X,X,X
STLOJZI,O,X,O,X,X,X,X
STLOZIJ,O,X,O,O,X,X,X
STLOZJI,O,X,O,X,X,X,X
STJILZO,O,X,X,O,O,X,O
STJILOZ,O,X,X,O,O,X,O
STJIZLO,O,X,X,O,O,O,O
STJIZOL,O,X,O,O,O,O,O
STJIOLZ,O,X,X,O,O,X,O
STJIOZL,O,X,O,O,O,X,O
STJLIZO,O,X,X,O,O,X,X
STJLIOZ,X,X,X,O,O,X,X
STJLZIO,O,X,X,X,O,O,X
STJLZOI,O,X,X,X,X,O,X
STJLOIZ,X,X,X,O,X,X,X
STJLOZI,O,X,X,O,X,X,X
STJZILO,O,X,X,X,O,O,O
STJZIOL,O,X,O,X,O,O,O
STJZLIO,O,X,X,X,O,O,X
STJZLOI,O,X,X,X,X,O,X
STJZOIL,O,X,O,X,O,O,X
STJZOLI,O,X,X,X,X,O,X
STJOILZ,O,X,X,O,O,X,X
STJOIZL,O,X,O,O,O,X,X
STJOLIZ,O,X,X,O,X,X,X
STJOLZI,O,X,X,O,X,X,X
STJOZIL,O,X,O,O,O,O,X
STJOZLI,O,X,X,O,X,O,X
STZILJO,O,X,O,X,O,O,X
STZILOJ,O,X,O,X,O,O,X
STZIJLO,O,X,X,X,O,O,O
STZIJOL,O,X,O,X,O,O,O
STZIOLJ,O,X,O,X,O,O,X
STZIOJL,O,X,O,X,O,X,X
STZLIJO,O,X,O,X,O,O,X
STZLIOJ,O,X,O,X,O,O,X
STZLJIO,O,X,O,X,O,O,X
STZLJOI,O,X,O,X,X,O,X
STZLOIJ,O,X,O,X,X,O,X
STZLOJI,O,X,O,X,X,O,X
STZJILO,O,X,X,X,O,O,O
STZJIOL,O,X,O,X,O,O,O
STZJLIO,O,X,X,X,O,O,X
STZJLOI,O,X,X,X,X,O,X
STZJOIL,O,X,O,X,O,O,X
STZJOLI,O,X,X,X,X,O,X
STZOILJ,O,X,O,X,O,O,X
STZOIJL,O,X,O,X,O,X,X
STZOLIJ,O,X,X,X,X,O,X
STZOLJI,O,X,X,X,X,O,X
STZOJIL,O,X,O,X,O,X,X
STZOJLI,O,X,X,X,X,X,X
STOILJZ,O,X,O,X,O,X,X
STOILZJ,O,X,O,O,O,X,X
STOIJLZ,O,X,X,O,O,X,X
STOIJZL,O,X,O,O,O,X,X
STOIZLJ,O,X,O,O,O,X,X
STOIZJL,O,X,O,X,O,X,X
STOLIJZ,O,X,X,X,X,X,X
STOLIZJ,O,X,X,O,X,X,X
STOLJIZ,O,X,X,X,X,X,X
STOLJZI,O,X,X,X,X,X,X
STOLZIJ,O,X,X,O,X,X,X
STOLZJI,O,X,X,X,X,X,X
STOJILZ,O,X,X,O,O,X,X
STOJIZL,O,X,O,O,O,X,X
STOJLIZ,O,X,X,O,X,X,X
STOJLZI,O,X,X,O,X,X,X
STOJZIL,O,X,O,O,O,X,X
STOJZLI,O,X,X,O,X,X,X
STOZILJ,O,X,O,O,O,O,X
STOZIJL,O,X,O,X,O,X,X
STOZLIJ,O,X,X,O,X,O,X
STOZLJI,O,X,X,X,X,O,X
STOZJIL,O,X,O,X,O,X,X
STOZJLI,O,X,X,X,X,X,X
SITLJZO,O,X,O,O,O,X,X
SITLJOZ,O,X,O,O,O,X,X
SITLZJO,O,X,O,X,O,X,X
SITLZOJ,O,X,O,X,O,X,X
SITLOJZ,O,X,O,X,O,X,X
SITLOZJ,O,X,O,O,O,X,X
SITJLZO,O,X,X,O,O,X,O
SITJLOZ,O,X,X,O,O,X,O
SITJZLO,O,X,X,O,O,O,O
SITJZOL,O,X,O,O,O,O,O
SITJOLZ,O,X,X,O,O,X,O
SITJOZL,O,X,O,O,O,X,O
SITZLJO,O,X,O,X,O,O,X
SITZLOJ,O,X,O,X,O,O,X
SITZJLO,O,X,X,X,O,O,O
SITZJOL,O,X,O,X,O,O,O
SITZOLJ,O,X,O,X,O,O,X
SITZOJL,O,X,O,X,O,X,X
SITOLJZ,O,X,O,X,O,X,X
SITOLZJ,O,X,O,O,O,X,X
SITOJLZ,O,X,X,O,O,X,X
SITOJZL,O,X,O,O,O,X,X
SITOZLJ,O,X,O,O,O,X,X
SITOZJL,O,X,O,X,O,X,X
SILTJZO,O,X,O,O,O,X,X
SILTJOZ,O,X,O,O,O,X,X
SILTZJO,O,X,O,X,O,X,X
SILTZOJ,O,X,O,X,O,X,X
SILTOJZ,O,X,O,X,O,X,X
SILTOZJ,O,X,O,O,O,X,X
SILJTZO,O,X,X,O,O,X,O
SILJTOZ,O,X,X,O,O,X,O
SILJZTO,O,O,X,O,X,O,O
SILJZOT,O,O,X,O,X,X,X
SILJOTZ,O,X,X,O,X,X,X
SILJOZT,O,O,X,O,X,X,X
SILZTJO,O,O,O,X,O,O,X
SILZTOJ,O,X,O,X,O,O,X
SILZJTO,O,O,O,X,X,O,O
SILZJOT,O,O,X,X,X,X,X
SILZOTJ,O,X,O,X,X,X,X
SILZOJT,O,X,X,X,X,X,X
SILOTJZ,O,X,O,X,X,X,X
SILOTZJ,O,X,O,O,X,X,X
SILOJTZ,O,X,X,X,X,X,X
SILOJZT,O,X,X,X,X,X,X
SILOZTJ,O,X,O,O,X,X,X
SILOZJT,O,X,X,X,X,X,X
SIJTLZO,O,X,X,O,O,X,O
SIJTLOZ,O,X,X,O,O,X,O
SIJTZLO,O,X,X,O,O,O,O
SIJTZOL,O,X,X,O,O,O,O
SIJTOLZ,O,X,X,O,O,X,O
SIJTOZL,O,X,X,O,O,X,O
SIJLTZO,O,X,X,O,O,X,O
SIJLTOZ,O,X,X,O,O,X,O
SIJLZTO,O,O,X,O,X,O,O
SIJLZOT,O,O,X,O,X,X,X
SIJLOTZ,O,X,X,O,X,X,X
SIJLOZT,O,O,X,O,X,X,X
SIJZTLO,O,X,X,O,O,O,O
SIJZTOL,O,O,X,O,O,O,O
SIJZLTO,O,O,X,O,X,O,O
SIJZLOT,O,O,X,O,X,X,X
SIJZOTL,O,O,X,O,X,O,O
SIJZOLT,O,O,X,O,X,X,X
SIJOTLZ,O,X,X,O,O,X,O
SIJOTZL,O,X,X,O,O,X,O
