sequence,v115@zgB8FeE8EeD8GeC8FeF8DeB8Je07IvhFxcBSmB2qBl?nB3rBTsB,v115@zgB8FeE8EeD8GeC8FeF8DeB8Jex7IvhFclBemBCiBl?nB3rBTsB,v115@zgB8FeE8EeD8GeC8FeF8DeB8Jex7IvhFclBThB2nBF?rBXsB6sB,v115@zgB8FeE8EeD8GeC8FeF8DeB8Jex7IvhFUhBFiBTlBu?sBirBXsB,v115@zgB8FeE8EeD8GeC8FeF8DeB8Je07IvhFTdBqmBXhB2?qBlnBxwB,v115@zgB8FeE8EeD8GeC8FeF8DeB8Jel7IvhFWiBZmB0iBT?lBqrB/sB,v115@zgB8FeE8EeD8GeC8FeF8DeB8Jex7IvhFqiB3gBlmBm?qBTsB8rB,v115@zgB8FeE8EeD8GeC8FeF8DeB8JeX8IvhFTdBqmB0gB2?qBlnBxwB,v115@zgB8FeE8EeD8GeC8FeF8DeB8Jex7IvhFUhBTlBlnBi?rBGsBXsB,v115@zgB8FeE8EeD8GeC8FeF8DeB8Jel7IvhFSiBZmBTlBu?rB3nBUsB,v115@zgB8FeE8EeD8GeC8FeF8DeB8Jex7IvhFUhBTlBlnBm?rB6sB3rB,v115@zgB8FeE8EeD8GeC8FeF8DeB8Jem7IvhFqhBTdBclBV?rB3nBxwB,v115@zgB8FeE8EeD8GeC8FeF8DeB8JeT9IvhF3gByqBlnBU?sB5mBmqB,v115@zgB8FeE8EeD8GeC8FeF8DeB8Je07IvhFxcBTlBKrBf?sBlnBGsB,v115@zgB8FeE8EeD8GeC8FeF8DeB8Jex7IvhF3gB0mBlnBm?qBCsBTsB,v115@zgB8FeE8EeD8GeC8FeF8DeB8Jel7IvhFuhBciBZmBT?lBCsB3sB,v115@zgB8FeE8EeD8GeC8FeF8DeB8Jex7IvhFTdB2qBlnBU?sBfrB6rB,v115@zgB8FeE8EeD8GeC8FeF8DeB8JeqBJvhFTdBclBZmB3?nBllBWxB,v115@zgB8FeE8EeD8GeC8FeF8DeB8Je07IvhFWiBxlBlnBy?qB3rBTsB,v115@zgB8FeE8EeD8GeC8FeF8DeB8Jex7IvhFzgBCiB0iB2?qB/sB1wB,v115@zgB8FeE8EeD8GeC8FeF8DeB8Jex7IvhFTdBGhBilBV?sBUrB3sB,v115@zgB8FeE8EeD8GeC8FeF8DeB8Jex7IvhFTdBclBSrBX?sBOrBlsB,v115@zgB8FeE8EeD8GeC8FeF8DeB8Jem7IvhFclBlnBRrBT?rBfsB6sB,v115@zgB8FeE8EeD8GeC8FeF8DeB8JeC9IvhFclBlnBRrB/?rBTsBmqB,v115@zgB8FeE8EeD8GeC8FeF8DeB8Jex7IvhF3hBTlBlnBm?rB6sBUrB,v115@zgB8FeE8EeD8GeC8FeF8DeB8JeRBJvhF1nB0gB2qBf?sB6sBTrB,v115@zgB8FeE8EeD8GeC8FeF8DeB8Jez7IvhFSiBxlBlnB2?qB3rBUsB,v115@zgB8FeE8EeD8GeC8FeF8DeB8Je07IvhF5hBTdBylBm?qBXsBlsB,v115@zgB8FeE8EeD8GeC8FeF8DeB8Jez7IvhFSiBxlBlnB2?qBUsB3rB
JTSOZIL,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
JTSOZLI,O,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JTZILSO,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JTZILOS,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JTZISLO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X
JTZISOL,O,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X,O,X,X,X
JTZIOLS,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
JTZIOSL,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
JTZLISO,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JTZLIOS,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JTZLSIO,O,O,X,X,X,X,X,X,X,X,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JTZLSOI,O,O,X,O,X,X,X,X,X,X,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JTZLOIS,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JTZLOSI,X,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JTZSILO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,O,O,X,X,X,X,X,X,O,X,O,X
JTZSIOL,O,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,O,O,X,X,X,X,X,X,O,X,O,X
JTZSLIO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
JTZSLOI,O,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
JTZSOIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
JTZSOLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
JTZOILS,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JTZOISL,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JTZOLIS,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JTZOLSI,X,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JTZOSIL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JTZOSLI,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JTOILSZ,X,X,X,X,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
JTOILZS,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JTOISLZ,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
JTOISZL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X
JTOIZLS,X,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JTOIZSL,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JTOLISZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
JTOLIZS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JTOLSIZ,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
JTOLSZI,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
JTOLZIS,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
JTOLZSI,X,O,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
JTOSILZ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
JTOSIZL,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X
JTOSLIZ,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
JTOSLZI,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
JTOSZIL,O,X,O,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X
JTOSZLI,O,X,O,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
JTOZILS,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JTOZISL,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JTOZLIS,X,X,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JTOZLSI,X,O,X,O,X,X,O,X,O,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JTOZSIL,X,X,O,O,X,X,X,X,X,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
JTOZSLI,X,X,O,O,X,X,O,X,X,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
JITLSZO,X,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
JITLSOZ,X,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JITLZSO,X,O,X,X,O,O,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JITLZOS,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JITLOSZ,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JITLOZS,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JITSLZO,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
JITSLOZ,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JITSZLO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
JITSZOL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
JITSOLZ,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JITSOZL,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
JITZLSO,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JITZLOS,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JITZSLO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
JITZSOL,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X,O,X,X,X
JITZOLS,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
JITZOSL,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
JITOLSZ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JITOLZS,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JITOSLZ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JITOSZL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
JITOZLS,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JITOZSL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JILTSZO,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JILTSOZ,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JILTZSO,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
JILTZOS,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
JILTOSZ,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JILTOZS,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JILSTZO,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JILSTOZ,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JILSZTO,O,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JILSZOT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JILSOTZ,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JILSOZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JILZTSO,O,X,X,X,O,O,X,O,X,X,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
JILZTOS,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
JILZSTO,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
JILZSOT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JILZOTS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
JILZOST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JILOTSZ,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JILOTZS,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JILOSTZ,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JILOSZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JILOZTS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JILOZST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JISTLZO,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X
JISTLOZ,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
JISTZLO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X
JISTZOL,O,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X
JISTOLZ,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X
JISTOZL,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,O,X
JISLTZO,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
JISLTOZ,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
JISLZTO,O,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
JISLZOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JISLOTZ,X,X,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JISLOZT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JISZTLO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
JISZTOL,O,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X
JISZLTO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
JISZLOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JISZOTL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
JISZOLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JISOTLZ,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X
JISOTZL,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X
JISOLTZ,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JISOLZT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JISOZTL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
JISOZLT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JIZTLSO,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JIZTLOS,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JIZTSLO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JIZTSOL,O,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
JIZTOLS,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X
JIZTOSL,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X
JIZLTSO,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JIZLTOS,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JIZLSTO,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
JIZLSOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JIZLOTS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JIZLOST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JIZSTLO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
JIZSTOL,O,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X
JIZSLTO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
JIZSLOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JIZSOTL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
JIZSOLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JIZOTLS,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JIZOTSL,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JIZOLTS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JIZOLST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JIZOSTL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JIZOSLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JIOTLSZ,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JIOTLZS,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JIOTSLZ,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JIOTSZL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JIOTZLS,X,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JIOTZSL,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JIOLTSZ,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JIOLTZS,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JIOLSTZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JIOLSZT,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JIOLZTS,X,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOLZST,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JIOSTLZ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JIOSTZL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JIOSLTZ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JIOSLZT,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JIOSZTL,X,X,X,O,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JIOSZLT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JIOZTLS,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JIOZTSL,X,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JIOZLTS,X,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOZLST,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JIOZSTL,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JIOZSLT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JLTISZO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
JLTISOZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JLTIZSO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
JLTIZOS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
JLTIOSZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JLTIOZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JLTSIZO,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
JLTSIOZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JLTSZIO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JLTSZOI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JLTSOIZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JLTSOZI,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JLTZISO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
JLTZIOS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
JLTZSIO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
JLTZSOI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JLTZOIS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
JLTZOSI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JLTOISZ,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
