sequence,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8Jem6Iv?hF/iBajB5jB0fBFqBzsB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8Je//Iv?hFagBmdB5jB0iBFqBzsB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8Jem6Iv?hFxdB0fB6nBTjBFqBXtB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8Je2/Iv?hFxiBzfB0iBStBFqBXtB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8JeT6Iv?hFegB/iB5jB8sBFqBatB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8JeT6Iv?hFegBxdB0iBStBFqBXtB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8JeT6Iv?hF/iB6oBWqB8sBZlBFtB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8Je2/Iv?hFxiBzfBXjBStBFqB0sB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8Jem6Iv?hF0fBxiB6nBTjBFqBXtB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8JeT6Iv?hF/iBFeBWqBCtBZlBctB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8Jem6Iv?hFxdB0fB6nBToBFqBXtB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8Je2/Iv?hFxiBzfBXjBctB6sBFqB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8JeT6Iv?hFegBxdBXjBStBFqB0sB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8Je//Iv?hFagBxdBTjBWtBFqB0sB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8Je//Iv?hFagBxiBTjBWtBFqB0sB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8Jei6Iv?hFzfBxiBGoBXoBFqB0sB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8Jex9Iv?hF6nBUlBToBlkBXtBmpB
IOLZTSJ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
IOLZJTS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLZJST,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLZSTJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLZSJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJTLSZ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
IOJTLZS,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
IOJTSLZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
IOJTSZL,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
IOJTZLS,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
IOJTZSL,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
IOJLTSZ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
IOJLTZS,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
IOJLSTZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IOJLSZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJLZTS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJLZST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJSTLZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJSTZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJSLTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJSLZT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJSZTL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJSZLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJZTLS,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
IOJZTSL,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
IOJZLTS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJZLST,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJZSTL,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IOJZSLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSTLJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSTLZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSTJLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSTJZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSTZLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSTZJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSLTJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSLTZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSLJTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSLJZT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSLZTJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSLZJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSJTLZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSJTZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSJLTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSJLZT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSJZTL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSJZLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSZTLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSZTJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSZLTJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSZLJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSZJTL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSZJLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZTLJS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZTLSJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZTJLS,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOZTJSL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOZTSLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZTSJL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOZLTJS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZLTSJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOZLJTS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZLJST,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZLSTJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZLSJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZJTLS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZJTSL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZJLTS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZJLST,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOZJSTL,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOZJSLT,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOZSTLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZSTJL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOZSLTJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZSLJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZSJTL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZSJLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIJSZO,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X
LTIJSOZ,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X
LTIJZSO,X,X,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X
LTIJZOS,X,X,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X
LTIJOSZ,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X
LTIJOZS,X,X,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X
LTISJZO,O,O,O,O,X,X,X,O,X,X,X,X,O,X,O,X,X
LTISJOZ,X,O,X,O,X,X,X,O,X,X,X,X,O,X,O,X,X
LTISZJO,O,O,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X
LTISZOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTISOJZ,X,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LTISOZJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIZJSO,O,O,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X
LTIZJOS,O,X,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X
LTIZSJO,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LTIZSOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIZOJS,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LTIZOSJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTIOJSZ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
LTIOJZS,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X
LTIOSJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LTIOSZJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTIOZJS,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LTIOZSJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTJISZO,X,X,X,O,X,X,X,O,X,O,X,X,O,X,O,X,X
LTJISOZ,X,X,X,O,X,X,X,O,X,O,X,X,O,X,O,X,X
LTJIZSO,X,X,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X
LTJIZOS,X,X,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X
LTJIOSZ,X,X,X,O,X,X,X,O,X,O,X,X,O,X,X,O,X
LTJIOZS,X,X,X,O,O,O,X,O,X,O,X,O,X,X,X,O,X
LTJSIZO,X,X,O,O,X,X,X,O,X,O,X,X,O,X,O,X,X
LTJSIOZ,X,X,X,O,X,X,X,O,X,O,X,X,O,O,O,X,X
LTJSZIO,X,X,O,X,O,O,X,X,X,O,X,X,O,X,O,X,X
LTJSZOI,X,X,O,X,O,O,X,X,X,O,X,X,O,O,X,X,X
LTJSOIZ,X,X,O,X,X,X,X,X,X,O,X,X,O,O,O,X,X
LTJSOZI,X,X,O,X,O,O,X,X,X,O,X,X,O,O,X,X,X
LTJZISO,X,X,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X
LTJZIOS,X,X,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X
LTJZSIO,X,X,O,X,O,O,X,X,X,O,O,X,O,X,X,X,X
LTJZSOI,X,X,O,X,O,O,X,X,X,O,O,X,O,X,X,X,X
LTJZOIS,X,X,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X
LTJZOSI,X,X,O,X,O,O,X,X,X,O,O,X,O,X,X,X,X
LTJOISZ,X,X,X,O,X,X,X,O,X,O,X,X,O,O,X,O,X
LTJOIZS,X,X,X,O,O,O,X,O,X,O,O,X,X,X,X,O,X
LTJOSIZ,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,O,X
LTJOSZI,X,X,X,X,O,O,X,X,X,O,X,X,O,O,X,X,X
LTJOZIS,X,X,X,X,O,O,X,X,X,O,O,X,X,X,X,O,X
LTJOZSI,X,X,X,X,O,O,X,X,X,O,O,X,O,X,X,X,X
LTSIJZO,O,O,O,O,X,X,X,O,X,X,X,X,O,X,O,X,X
LTSIJOZ,X,O,X,O,X,X,X,O,X,X,X,X,O,O,O,X,X
LTSIZJO,O,O,O,X,X,X,X,X,O,X,O,X,O,X,O,X,X
LTSIZOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSIOJZ,X,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LTSIOZJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSJIZO,O,O,O,O,X,X,X,O,X,O,X,X,O,X,O,X,X
LTSJIOZ,X,O,X,O,X,X,X,O,X,O,X,X,O,O,O,X,X
LTSJZIO,O,O,O,X,O,O,X,X,X,O,X,X,O,X,O,X,X
LTSJZOI,O,O,O,X,O,O,X,X,X,O,X,X,O,O,X,X,X
LTSJOIZ,X,O,O,X,X,X,X,X,X,O,X,X,O,O,O,X,X
LTSJOZI,X,O,O,X,O,O,X,X,X,O,X,X,O,O,X,X,X
LTSZIJO,O,O,O,X,O,O,X,X,O,X,O,X,O,X,O,X,X
LTSZIOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSZJIO,O,O,O,X,O,O,X,X,O,X,O,X,O,X,O,X,X
LTSZJOI,O,O,O,X,O,O,X,X,X,X,O,X,O,O,X,X,X
LTSZOIJ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTSZOJI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTSOIJZ,X,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LTSOIZJ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTSOJIZ,X,O,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X
LTSOJZI,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
LTSOZIJ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTSOZJI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTZIJSO,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X,X,X
LTZIJOS,O,X,O,O,O,O,X,O,O,X,O,O,X,X,X,X,X
LTZISJO,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LTZISOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZIOJS,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LTZIOSJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTZJISO,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X,X,X
LTZJIOS,O,X,O,O,O,O,X,O,O,X,O,O,X,X,X,X,X
LTZJSIO,O,O,O,X,O,O,X,X,O,X,O,X,O,X,X,X,X
LTZJSOI,O,O,O,X,O,O,X,X,X,X,O,X,O,X,X,X,X
LTZJOIS,O,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LTZJOSI,O,X,O,X,O,O,X,X,X,X,O,X,O,X,X,X,X
LTZSIJO,O,O,O,X,O,O,X,X,O,X,O,X,O,X,X,X,X
LTZSIOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSJIO,O,O,O,X,O,O,X,X,O,X,O,X,O,X,X,X,X
LTZSJOI,O,O,O,X,O,O,X,X,X,X,O,X,O,X,X,X,X
LTZSOIJ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTZSOJI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTZOIJS,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LTZOISJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LTZOJIS,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LTZOJSI,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
LTZOSIJ,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LTZOSJI,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LTOIJSZ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
LTOIJZS,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X
LTOISJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LTOISZJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTOIZJS,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LTOIZSJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTOJISZ,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O,X
LTOJIZS,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X,O,X
LTOJSIZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LTOJSZI,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTOJZIS,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X
LTOJZSI,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
LTOSIJZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LTOSIZJ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTOSJIZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LTOSJZI,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTOSZIJ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTOSZJI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTOZIJS,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X
LTOZISJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LTOZJIS,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X
LTOZJSI,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
LTOZSIJ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LTOZSJI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LITJSZO,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X
LITJSOZ,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X
LITJZSO,X,X,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X
LITJZOS,X,X,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X
LITJOSZ,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X
LITJOZS,X,X,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X
LITSJZO,O,O,O,O,X,X,X,O,X,X,X,X,O,X,O,X,X
LITSJOZ,X,O,X,O,X,X,X,O,X,X,X,X,O,X,O,X,X
LITSZJO,O,O,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X
LITSZOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITSOJZ,X,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LITSOZJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITZJSO,O,O,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X
LITZJOS,O,X,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X
LITZSJO,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LITZSOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITZOJS,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LITZOSJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LITOJSZ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
LITOJZS,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X
LITOSJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LITOSZJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LITOZJS,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LITOZSJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJTSZO,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
LIJTSOZ,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
LIJTZSO,X,X,O,O,X,X,X,O,X,O,O,O,X,X,X,X,X
LIJTZOS,X,X,O,O,X,X,X,O,X,O,O,O,X,X,X,X,X
LIJTOSZ,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
LIJTOZS,X,X,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X
LIJSTZO,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
LIJSTOZ,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
LIJSZTO,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
LIJSZOT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJSOTZ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LIJSOZT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJZTSO,X,X,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X
LIJZTOS,X,X,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X
LIJZSTO,X,X,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X
LIJZSOT,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJZOTS,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJZOST,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJOTSZ,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
LIJOTZS,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
LIJOSTZ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LIJOSZT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJOZTS,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJOZST,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LISTJZO,O,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
LISTJOZ,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X
LISTZJO,O,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X
LISTZOJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTOJZ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LISTOZJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJTZO,O,X,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X
LISJTOZ,X,X,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X
LISJZTO,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X
LISJZOT,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LISJOTZ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LISJOZT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LISZTJO,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LISZTOJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZJTO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZJOT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZOTJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZOJT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOTJZ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LISOTZJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOJTZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOJZT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOZTJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOZJT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZTJSO,X,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X
LIZTJOS,X,X,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X
LIZTSJO,X,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LIZTSOJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZTOJS,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LIZTOSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJTSO,X,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X
LIZJTOS,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LIZJSTO,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LIZJSOT,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZJOTS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJOST,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZSTJO,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LIZSTOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSJTO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSJOT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSOTJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSOJT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOTJS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZOTSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LIZOJTS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOJST,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOSTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOSJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOTJSZ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOTJZS,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
LIOTSJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOTSZJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOTZJS,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOTZSJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOJTSZ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOJTZS,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
LIOJSTZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOJSZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOJZTS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOJZST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
