sequence,v115@3gC8GeB8GeD8DeF8CeG8MeZ/IvhFufBcgB9iBTeBXo?BSyB,v115@3gC8GeB8GeD8DeF8CeG8MeZ/IvhFCbB9jBXgB0iBus?BTtB,v115@3gC8GeB8GeD8DeF8CeG8MeZ/IvhFCbB9iBTeBXgB8s?B+tB,v115@3gC8GeB8GeD8DeF8CeG8MeZ/IvhFufBcgB9iB/oBzs?B6tB,v115@3gC8GeB8GeD8DeF8CeG8MeZ/IvhFGbB3dBcjBzfBqs?B9tB,v115@3gC8GeB8GeD8DeF8CeG8MeZ/IvhFqfBTbB3dBcjBts?B+tB,v115@3gC8GeB8GeD8DeF8CeG8Mex6IvhF9iBOkBXgB6oB8s?BTtB,v115@3gC8GeB8GeD8DeF8CeG8MeZ/IvhFqfBTbB3dB9jBUo?BWyB,v115@3gC8GeB8GeD8DeF8CeG8MeZ/IvhFCbB9jBXgB0iBGt?BzsB,v115@3gC8GeB8GeD8DeF8CeG8MeZ/IvhFCbBTeBXgBGoBUt?B9sB,v115@3gC8GeB8GeD8DeF8CeG8MeZ/IvhFWgB9iB6oBXgB8s?BTtB
LJZISTO,O,X,O,X,X,X,X,O,O,X,X
LJZISOT,O,X,O,X,X,X,X,O,O,X,X
LJZIOTS,O,X,X,X,X,O,X,O,X,X,X
LJZIOST,O,X,X,X,X,X,X,O,X,X,X
LJZSTIO,O,X,O,X,X,X,O,O,O,X,X
LJZSTOI,O,X,O,X,X,X,O,O,O,X,X
LJZSITO,O,X,O,X,X,X,O,O,O,X,X
LJZSIOT,O,X,O,X,X,X,X,O,O,X,X
LJZSOTI,O,X,O,X,X,X,X,O,O,X,X
LJZSOIT,O,X,O,X,X,X,X,O,O,X,X
LJZOTIS,O,X,X,X,X,O,X,O,X,X,X
LJZOTSI,O,X,X,X,X,O,X,O,X,X,X
LJZOITS,O,X,X,X,X,O,X,O,X,X,X
LJZOIST,O,X,X,X,X,X,X,O,X,X,X
LJZOSTI,O,X,X,X,X,X,X,O,X,X,X
LJZOSIT,O,X,X,X,X,X,X,O,X,X,X
LJOTISZ,X,X,X,X,O,O,X,X,X,X,X
LJOTIZS,X,X,X,X,O,O,X,O,X,X,X
LJOTSIZ,X,X,X,X,O,O,X,X,X,X,X
LJOTSZI,X,X,X,X,O,O,X,X,X,X,X
LJOTZIS,X,X,X,X,O,O,X,O,X,X,X
LJOTZSI,X,X,X,X,O,O,X,O,X,X,X
LJOITSZ,X,X,X,X,O,O,X,X,X,X,X
LJOITZS,X,X,X,X,O,O,X,O,X,X,X
LJOISTZ,X,X,X,X,O,O,X,X,X,X,X
LJOISZT,X,X,X,X,X,X,X,O,X,X,X
LJOIZTS,X,X,X,X,O,O,X,O,X,X,X
LJOIZST,X,X,X,X,X,X,X,O,X,X,X
LJOSTIZ,X,X,X,X,O,O,X,X,X,X,X
LJOSTZI,X,X,X,X,O,O,X,X,X,X,X
LJOSITZ,X,X,X,X,O,O,X,X,X,X,X
LJOSIZT,X,X,X,X,X,X,X,O,X,X,X
LJOSZTI,X,X,X,X,X,X,X,O,X,X,X
LJOSZIT,X,X,X,X,X,X,X,O,X,X,X
LJOZTIS,X,X,X,X,O,O,X,O,X,X,X
LJOZTSI,X,X,X,X,O,O,X,O,X,X,X
LJOZITS,X,X,X,X,O,O,X,O,X,X,X
LJOZIST,X,X,X,X,X,X,X,O,X,X,X
LJOZSTI,X,X,X,X,X,X,X,O,X,X,X
LJOZSIT,X,X,X,X,X,X,X,O,X,X,X
LSTIJZO,O,X,O,X,O,X,X,X,O,X,X
LSTIJOZ,O,X,X,X,X,X,X,X,O,X,X
LSTIZJO,O,O,X,X,O,X,X,X,O,O,X
LSTIZOJ,O,O,X,X,O,X,X,X,O,X,X
LSTIOJZ,O,O,X,X,O,X,X,X,X,X,X
LSTIOZJ,O,O,X,X,O,X,X,X,X,X,X
LSTJIZO,O,X,O,X,O,X,O,X,O,X,X
LSTJIOZ,O,X,X,X,X,X,X,X,O,X,X
LSTJZIO,O,X,O,X,O,X,O,X,O,X,X
LSTJZOI,O,X,O,X,O,X,O,X,O,X,X
LSTJOIZ,O,X,X,X,X,X,X,X,O,X,X
LSTJOZI,O,X,X,X,X,X,X,X,O,X,X
LSTZIJO,O,O,X,X,O,X,O,X,O,O,X
LSTZIOJ,O,O,X,X,O,X,X,X,O,X,X
LSTZJIO,O,O,X,X,O,X,O,X,O,O,X
LSTZJOI,O,X,X,X,O,X,O,X,X,X,X
LSTZOIJ,O,O,X,X,O,X,X,X,O,X,X
LSTZOJI,O,X,X,X,O,X,O,X,X,X,X
LSTOIJZ,O,O,X,X,O,X,X,X,X,X,X
LSTOIZJ,O,O,X,X,O,X,X,X,X,X,X
LSTOJIZ,O,O,X,X,O,X,X,X,X,X,X
LSTOJZI,O,O,X,X,O,X,X,X,X,X,X
LSTOZIJ,O,O,X,X,O,X,X,X,X,X,X
LSTOZJI,O,O,X,X,O,X,X,X,X,X,X
LSITJZO,O,X,O,X,O,X,X,X,O,X,X
LSITJOZ,O,X,X,X,X,X,X,X,O,X,X
LSITZJO,O,O,X,X,O,X,X,X,O,O,X
LSITZOJ,O,O,X,X,O,X,X,X,O,X,X
LSITOJZ,O,O,X,X,O,X,X,X,X,X,X
LSITOZJ,O,O,X,X,O,X,X,X,X,X,X
LSIJTZO,O,X,O,X,O,O,X,X,O,X,X
LSIJTOZ,O,X,X,X,X,O,X,X,O,X,X
LSIJZTO,O,O,O,X,X,X,X,O,O,O,X
LSIJZOT,O,X,O,X,X,X,X,O,O,O,X
LSIJOTZ,X,O,X,X,X,O,X,X,O,X,X
LSIJOZT,X,O,O,X,X,X,X,O,O,X,X
LSIZTJO,O,O,X,X,X,X,X,X,O,O,X
LSIZTOJ,O,O,X,X,X,X,X,X,O,X,X
LSIZJTO,O,O,O,X,X,X,X,X,O,O,X
LSIZJOT,O,X,O,X,X,X,X,X,O,O,X
LSIZOTJ,O,O,X,X,X,X,X,X,O,X,X
LSIZOJT,O,O,X,X,X,X,X,X,X,O,X
LSIOTJZ,O,O,X,X,O,X,X,X,X,X,X
LSIOTZJ,O,O,X,X,O,X,X,X,X,X,X
LSIOJTZ,X,O,X,X,O,O,X,X,O,X,X
LSIOJZT,X,O,O,X,X,X,X,O,O,X,X
LSIOZTJ,O,O,X,X,X,X,X,X,O,X,X
LSIOZJT,O,O,X,X,X,X,X,X,X,O,X
LSJTIZO,O,X,O,X,O,O,O,X,O,X,X
LSJTIOZ,O,X,X,X,X,O,X,X,O,X,X
LSJTZIO,O,X,O,X,O,O,O,X,O,X,X
LSJTZOI,O,X,O,X,O,O,O,X,O,X,X
LSJTOIZ,O,X,X,X,X,O,X,X,O,X,X
LSJTOZI,O,X,X,X,X,O,X,X,O,X,X
LSJITZO,O,X,O,X,O,O,O,X,O,X,X
LSJITOZ,O,X,X,X,X,O,X,X,O,X,X
LSJIZTO,O,O,O,X,X,X,O,O,O,O,X
LSJIZOT,O,X,O,X,X,X,X,O,O,O,X
LSJIOTZ,X,O,X,X,X,O,X,X,O,X,X
LSJIOZT,X,O,O,X,X,X,X,O,O,X,X
LSJZTIO,O,O,O,X,X,X,O,O,O,O,X
LSJZTOI,O,X,O,X,X,X,O,O,O,X,X
LSJZITO,O,O,O,X,X,X,O,O,O,O,X
LSJZIOT,O,X,O,X,X,X,X,O,O,O,X
LSJZOTI,O,X,O,X,X,X,X,O,O,X,X
LSJZOIT,O,X,O,X,X,X,X,O,O,O,X
LSJOTIZ,X,O,X,X,X,O,X,X,O,X,X
LSJOTZI,X,O,X,X,X,O,X,X,O,X,X
LSJOITZ,X,O,X,X,X,O,X,X,O,X,X
LSJOIZT,X,O,O,X,X,X,X,O,O,X,X
LSJOZTI,X,O,O,X,X,X,X,O,O,X,X
LSJOZIT,X,O,O,X,X,X,X,O,O,X,X
LSZTIJO,O,O,X,X,X,X,O,X,O,O,X
LSZTIOJ,O,O,X,X,X,X,X,X,O,X,X
LSZTJIO,O,O,X,X,X,X,O,X,O,O,X
LSZTJOI,O,X,X,X,X,X,O,X,X,X,X
LSZTOIJ,O,O,X,X,X,X,X,X,O,X,X
LSZTOJI,O,X,X,X,X,X,O,X,X,X,X
LSZITJO,O,O,X,X,X,X,X,X,O,O,X
LSZITOJ,O,O,X,X,X,X,X,X,O,X,X
LSZIJTO,O,O,O,X,X,X,X,X,O,O,X
LSZIJOT,O,X,O,X,X,X,X,X,O,O,X
LSZIOTJ,O,O,X,X,X,X,X,X,O,X,X
LSZIOJT,O,O,X,X,X,X,X,X,X,O,X
LSZJTIO,O,O,O,X,X,X,O,X,O,O,X
LSZJTOI,O,X,O,X,X,X,O,X,O,X,X
LSZJITO,O,O,O,X,X,X,O,X,O,O,X
LSZJIOT,O,X,O,X,X,X,X,X,O,O,X
LSZJOTI,O,X,O,X,X,X,X,X,O,X,X
LSZJOIT,O,X,O,X,X,X,X,X,O,O,X
LSZOTIJ,O,O,X,X,X,X,X,X,O,X,X
LSZOTJI,O,O,X,X,X,X,X,X,X,X,X
LSZOITJ,O,O,X,X,X,X,X,X,O,X,X
LSZOIJT,O,O,X,X,X,X,X,X,X,O,X
LSZOJTI,O,O,X,X,X,X,X,X,X,X,X
LSZOJIT,O,O,X,X,X,X,X,X,X,O,X
LSOTIJZ,O,O,X,X,O,X,X,X,X,X,X
LSOTIZJ,O,O,X,X,O,X,X,X,X,X,X
LSOTJIZ,O,O,X,X,O,X,X,X,X,X,X
LSOTJZI,O,O,X,X,O,X,X,X,X,X,X
LSOTZIJ,O,O,X,X,O,X,X,X,X,X,X
LSOTZJI,O,O,X,X,O,X,X,X,X,X,X
LSOITJZ,O,O,X,X,O,X,X,X,X,X,X
LSOITZJ,O,O,X,X,O,X,X,X,X,X,X
LSOIJTZ,X,O,X,X,O,O,X,X,O,X,X
LSOIJZT,X,O,O,X,X,X,X,O,O,X,X
LSOIZTJ,O,O,X,X,X,X,X,X,O,X,X
LSOIZJT,O,O,X,X,X,X,X,X,X,O,X
LSOJTIZ,X,O,X,X,O,O,X,X,O,X,X
LSOJTZI,X,O,X,X,O,O,X,X,O,X,X
LSOJITZ,X,O,X,X,O,O,X,X,O,X,X
LSOJIZT,X,O,O,X,X,X,X,O,O,X,X
LSOJZTI,X,O,O,X,X,X,X,O,O,X,X
LSOJZIT,X,O,O,X,X,X,X,O,O,X,X
LSOZTIJ,O,O,X,X,X,X,X,X,O,X,X
LSOZTJI,O,O,X,X,X,X,X,X,X,X,X
LSOZITJ,O,O,X,X,X,X,X,X,O,X,X
LSOZIJT,O,O,X,X,X,X,X,X,X,O,X
LSOZJTI,O,O,X,X,X,X,X,X,X,X,X
LSOZJIT,O,O,X,X,X,X,X,X,X,O,X
LZTIJSO,O,X,X,X,O,X,O,X,X,X,O
LZTIJOS,O,X,X,O,O,X,X,X,X,X,O
LZTISJO,O,O,X,X,O,X,O,X,O,X,O
LZTISOJ,O,O,X,X,O,X,X,X,O,X,X
LZTIOJS,O,X,X,O,O,X,X,X,X,X,O
LZTIOSJ,O,X,X,O,O,X,X,X,X,X,X
LZTJISO,O,X,X,X,O,X,O,X,X,X,O
LZTJIOS,O,X,X,O,O,X,X,X,X,X,O
LZTJSIO,O,X,X,X,O,X,O,X,X,X,O
LZTJSOI,O,X,X,X,O,X,O,X,X,X,X
LZTJOIS,O,X,X,O,O,X,X,X,X,X,O
LZTJOSI,O,X,X,O,O,X,O,X,X,X,X
LZTSIJO,O,O,X,X,O,X,O,X,O,X,O
LZTSIOJ,O,O,X,X,O,X,X,X,O,X,X
LZTSJIO,O,O,X,X,O,X,O,X,O,X,O
LZTSJOI,O,X,X,X,O,X,O,X,X,X,X
LZTSOIJ,O,O,X,X,O,X,X,X,O,X,X
LZTSOJI,O,X,X,X,O,X,O,X,X,X,X
LZTOIJS,O,X,X,O,O,X,X,X,X,X,O
LZTOISJ,O,X,X,O,O,X,X,X,X,X,X
LZTOJIS,O,X,X,O,O,X,X,X,X,X,O
LZTOJSI,O,X,X,O,O,X,O,X,X,X,X
LZTOSIJ,O,X,X,O,O,X,X,X,X,X,X
LZTOSJI,O,X,X,O,O,X,O,X,X,X,X
LZITJSO,O,X,X,X,O,X,X,X,X,X,O
LZITJOS,O,X,X,O,O,X,X,X,X,X,O
LZITSJO,O,O,X,X,O,X,X,X,O,X,O
LZITSOJ,O,O,X,X,O,X,X,X,O,X,X
LZITOJS,O,X,X,O,O,X,X,X,X,X,O
LZITOSJ,O,X,X,O,O,X,X,X,X,X,X
LZIJTSO,O,X,X,X,O,O,X,O,X,X,O
LZIJTOS,O,X,X,O,O,O,X,O,X,X,O
LZIJSTO,O,X,X,X,X,X,X,O,X,O,X
LZIJSOT,O,X,X,X,X,X,X,O,X,O,X
LZIJOTS,O,X,X,O,X,O,X,O,X,X,X
LZIJOST,O,X,X,X,X,X,X,O,X,X,X
LZISTJO,O,O,X,X,X,X,X,X,O,O,X
LZISTOJ,O,O,X,X,X,X,X,X,O,X,X
LZISJTO,O,O,X,X,X,X,X,X,O,O,X
LZISJOT,O,X,X,X,X,X,X,X,X,O,X
LZISOTJ,O,O,X,X,X,X,X,X,O,X,X
LZISOJT,O,X,X,X,X,X,X,X,X,O,X
LZIOTJS,O,X,X,O,O,X,X,X,X,X,X
LZIOTSJ,O,X,X,O,O,X,X,X,X,X,X
LZIOJTS,O,X,X,O,O,O,X,O,X,X,X
LZIOJST,O,X,X,X,X,X,X,O,X,X,X
LZIOSTJ,O,X,X,X,X,X,X,X,X,X,X
LZIOSJT,O,X,X,X,X,X,X,X,X,X,X
LZJTISO,O,X,X,X,O,O,O,O,X,X,O
LZJTIOS,O,X,X,O,O,O,X,O,X,X,O
LZJTSIO,O,X,X,X,O,O,O,O,X,X,O
LZJTSOI,O,X,X,X,O,O,O,O,X,X,X
LZJTOIS,O,X,X,O,O,O,X,O,X,X,O
LZJTOSI,O,X,X,O,O,O,O,O,X,X,X
LZJITSO,O,X,X,X,O,O,X,O,X,X,O
LZJITOS,O,X,X,O,O,O,X,O,X,X,O
LZJISTO,O,X,X,X,X,X,X,O,X,O,X
LZJISOT,O,X,X,X,X,X,X,O,X,O,X
LZJIOTS,O,X,X,O,X,O,X,O,X,X,X
LZJIOST,O,X,X,X,X,X,X,O,X,X,X
LZJSTIO,O,X,X,X,X,X,O,O,X,O,X
LZJSTOI,O,X,X,X,X,X,O,O,X,X,X
LZJSITO,O,X,X,X,X,X,O,O,X,O,X
LZJSIOT,O,X,X,X,X,X,X,O,X,O,X
LZJSOTI,O,X,X,X,X,X,X,O,X,X,X
LZJSOIT,O,X,X,X,X,X,X,O,X,O,X
LZJOTIS,O,X,X,O,X,O,X,O,X,X,X
LZJOTSI,O,X,X,O,X,O,X,O,X,X,X
LZJOITS,O,X,X,O,X,O,X,O,X,X,X
LZJOIST,O,X,X,X,X,X,X,O,X,X,X
LZJOSTI,O,X,X,X,X,X,X,O,X,X,X
LZJOSIT,O,X,X,X,X,X,X,O,X,X,X
LZSTIJO,O,O,X,X,X,X,O,X,O,O,X
LZSTIOJ,O,O,X,X,X,X,X,X,O,X,X
LZSTJIO,O,O,X,X,X,X,O,X,O,O,X
LZSTJOI,O,X,X,X,X,X,O,X,X,X,X
LZSTOIJ,O,O,X,X,X,X,X,X,O,X,X
LZSTOJI,O,X,X,X,X,X,O,X,X,X,X
LZSITJO,O,O,X,X,X,X,X,X,O,O,X
LZSITOJ,O,O,X,X,X,X,X,X,O,X,X
LZSIJTO,O,O,X,X,X,X,X,X,O,O,X
LZSIJOT,O,X,X,X,X,X,X,X,X,O,X
LZSIOTJ,O,O,X,X,X,X,X,X,O,X,X
LZSIOJT,O,X,X,X,X,X,X,X,X,O,X
LZSJTIO,O,O,X,X,X,X,O,X,O,O,X
LZSJTOI,O,X,X,X,X,X,O,X,X,X,X
LZSJITO,O,O,X,X,X,X,O,X,O,O,X
LZSJIOT,O,X,X,X,X,X,X,X,X,O,X
LZSJOTI,O,X,X,X,X,X,X,X,X,X,X
LZSJOIT,O,X,X,X,X,X,X,X,X,O,X
LZSOTIJ,O,O,X,X,X,X,X,X,O,X,X
LZSOTJI,O,X,X,X,X,X,X,X,X,X,X
LZSOITJ,O,O,X,X,X,X,X,X,O,X,X
LZSOIJT,O,X,X,X,X,X,X,X,X,O,X
LZSOJTI,O,X,X,X,X,X,X,X,X,X,X
LZSOJIT,O,X,X,X,X,X,X,X,X,O,X
LZOTIJS,O,X,X,O,O,X,X,X,X,X,X
LZOTISJ,O,X,X,O,O,X,X,X,X,X,X
LZOTJIS,O,X,X,O,O,X,X,X,X,X,X
LZOTJSI,O,X,X,O,O,X,X,X,X,X,X
LZOTSIJ,O,X,X,O,O,X,X,X,X,X,X
LZOTSJI,O,X,X,O,O,X,X,X,X,X,X
LZOITJS,O,X,X,O,O,X,X,X,X,X,X
LZOITSJ,O,X,X,O,O,X,X,X,X,X,X
LZOIJTS,O,X,X,O,O,O,X,O,X,X,X
LZOIJST,O,X,X,X,X,X,X,O,X,X,X
LZOISTJ,O,X,X,X,X,X,X,X,X,X,X
LZOISJT,O,X,X,X,X,X,X,X,X,X,X
LZOJTIS,O,X,X,O,O,O,X,O,X,X,X
LZOJTSI,O,X,X,O,O,O,X,O,X,X,X
LZOJITS,O,X,X,O,O,O,X,O,X,X,X
LZOJIST,O,X,X,X,X,X,X,O,X,X,X
LZOJSTI,O,X,X,X,X,X,X,O,X,X,X
LZOJSIT,O,X,X,X,X,X,X,O,X,X,X
LZOSTIJ,O,X,X,X,X,X,X,X,X,X,X
LZOSTJI,O,X,X,X,X,X,X,X,X,X,X
LZOSITJ,O,X,X,X,X,X,X,X,X,X,X
LZOSIJT,O,X,X,X,X,X,X,X,X,X,X
LZOSJTI,O,X,X,X,X,X,X,X,X,X,X
LZOSJIT,O,X,X,X,X,X,X,X,X,X,X
LOTIJSZ,X,X,X,X,O,O,X,X,X,X,X
LOTIJZS,X,X,X,X,O,O,X,O,X,X,X
LOTISJZ,O,O,X,X,O,X,X,X,X,X,X
LOTISZJ,O,O,X,O,O,X,X,X,X,X,X
LOTIZJS,O,X,X,O,O,X,X,X,X,X,X
LOTIZSJ,O,O,X,O,O,X,X,X,X,X,X
LOTJISZ,X,X,X,X,O,O,X,X,X,X,X
LOTJIZS,X,X,X,X,O,O,X,O,X,X,X
LOTJSIZ,X,X,X,X,O,O,X,X,X,X,X
LOTJSZI,X,X,X,X,O,O,X,X,X,X,X
LOTJZIS,X,X,X,X,O,O,X,O,X,X,X
LOTJZSI,X,X,X,X,O,O,X,O,X,X,X
LOTSIJZ,O,O,X,X,O,X,X,X,X,X,X
LOTSIZJ,O,O,X,O,O,X,X,X,X,X,X
LOTSJIZ,O,O,X,X,O,X,X,X,X,X,X
LOTSJZI,O,O,X,X,O,X,X,X,X,X,X
LOTSZIJ,O,O,X,O,O,X,X,X,X,X,X
LOTSZJI,O,O,X,O,O,X,X,X,X,X,X
LOTZIJS,O,X,X,O,O,X,X,X,X,X,X
LOTZISJ,O,O,X,O,O,X,X,X,X,X,X
LOTZJIS,O,X,X,O,O,X,X,X,X,X,X
LOTZJSI,O,X,X,O,O,X,X,X,X,X,X
LOTZSIJ,O,O,X,O,O,X,X,X,X,X,X
LOTZSJI,O,O,X,O,O,X,X,X,X,X,X
LOITJSZ,X,X,X,X,O,O,X,X,X,X,X
LOITJZS,X,X,X,X,O,O,X,O,X,X,X
LOITSJZ,O,O,X,X,O,X,X,X,X,X,X
LOITSZJ,O,O,X,O,O,X,X,X,X,X,X
LOITZJS,O,X,X,O,O,X,X,X,X,X,X
LOITZSJ,O,O,X,O,O,X,X,X,X,X,X
LOIJTSZ,X,X,X,X,O,O,X,X,X,X,X
LOIJTZS,X,X,X,X,O,O,X,O,X,X,X
LOIJSTZ,X,X,X,X,O,O,X,X,X,X,X
LOIJSZT,X,X,X,X,X,X,X,O,X,X,X
LOIJZTS,X,X,X,X,O,O,X,O,X,X,X
LOIJZST,X,X,X,X,X,X,X,O,X,X,X
LOISTJZ,O,O,X,X,O,X,X,X,X,X,X
LOISTZJ,O,O,X,X,O,X,X,X,X,X,X
LOISJTZ,X,O,X,X,O,O,X,X,X,X,X
LOISJZT,X,O,X,X,X,X,X,O,X,X,X
LOISZTJ,O,O,X,X,X,X,X,X,X,X,X
LOISZJT,O,O,X,X,X,X,X,X,X,X,X
LOIZTJS,O,X,X,O,O,X,X,X,X,X,X
LOIZTSJ,O,O,X,O,O,X,X,X,X,X,X
LOIZJTS,O,X,X,O,O,O,X,O,X,X,X
LOIZJST,O,X,X,X,X,X,X,O,X,X,X
LOIZSTJ,O,O,X,X,X,X,X,X,X,X,X
LOIZSJT,O,O,X,X,X,X,X,X,X,X,X
LOJTISZ,X,X,X,X,O,O,X,X,X,X,X
LOJTIZS,X,X,X,X,O,O,X,O,X,X,X
LOJTSIZ,X,X,X,X,O,O,X,X,X,X,X
LOJTSZI,X,X,X,X,O,O,X,X,X,X,X
LOJTZIS,X,X,X,X,O,O,X,O,X,X,X
LOJTZSI,X,X,X,X,O,O,X,O,X,X,X
LOJITSZ,X,X,X,X,O,O,X,X,X,X,X
LOJITZS,X,X,X,X,O,O,X,O,X,X,X
LOJISTZ,X,X,X,X,O,O,X,X,X,X,X
LOJISZT,X,X,X,X,X,X,X,O,X,X,X
LOJIZTS,X,X,X,X,O,O,X,O,X,X,X
LOJIZST,X,X,X,X,X,X,X,O,X,X,X
LOJSTIZ,X,X,X,X,O,O,X,X,X,X,X
LOJSTZI,X,X,X,X,O,O,X,X,X,X,X
LOJSITZ,X,X,X,X,O,O,X,X,X,X,X
LOJSIZT,X,X,X,X,X,X,X,O,X,X,X
LOJSZTI,X,X,X,X,X,X,X,O,X,X,X
LOJSZIT,X,X,X,X,X,X,X,O,X,X,X
LOJZTIS,X,X,X,X,O,O,X,O,X,X,X
LOJZTSI,X,X,X,X,O,O,X,O,X,X,X
LOJZITS,X,X,X,X,O,O,X,O,X,X,X
LOJZIST,X,X,X,X,X,X,X,O,X,X,X
LOJZSTI,X,X,X,X,X,X,X,O,X,X,X
LOJZSIT,X,X,X,X,X,X,X,O,X,X,X
LOSTIJZ,O,O,X,X,O,X,X,X,X,X,X
LOSTIZJ,O,O,X,X,O,X,X,X,X,X,X
LOSTJIZ,O,O,X,X,O,X,X,X,X,X,X
LOSTJZI,O,O,X,X,O,X,X,X,X,X,X
LOSTZIJ,O,O,X,X,O,X,X,X,X,X,X
LOSTZJI,O,O,X,X,O,X,X,X,X,X,X
LOSITJZ,O,O,X,X,O,X,X,X,X,X,X
LOSITZJ,O,O,X,X,O,X,X,X,X,X,X
LOSIJTZ,X,O,X,X,O,O,X,X,X,X,X
LOSIJZT,X,O,X,X,X,X,X,O,X,X,X
LOSIZTJ,O,O,X,X,X,X,X,X,X,X,X
LOSIZJT,O,O,X,X,X,X,X,X,X,X,X
LOSJTIZ,X,O,X,X,O,O,X,X,X,X,X
LOSJTZI,X,O,X,X,O,O,X,X,X,X,X
LOSJITZ,X,O,X,X,O,O,X,X,X,X,X
LOSJIZT,X,O,X,X,X,X,X,O,X,X,X
LOSJZTI,X,O,X,X,X,X,X,O,X,X,X
LOSJZIT,X,O,X,X,X,X,X,O,X,X,X
LOSZTIJ,O,O,X,X,X,X,X,X,X,X,X
LOSZTJI,O,O,X,X,X,X,X,X,X,X,X
LOSZITJ,O,O,X,X,X,X,X,X,X,X,X
LOSZIJT,O,O,X,X,X,X,X,X,X,X,X
LOSZJTI,O,O,X,X,X,X,X,X,X,X,X
LOSZJIT,O,O,X,X,X,X,X,X,X,X,X
LOZTIJS,O,X,X,O,O,X,X,X,X,X,X
LOZTISJ,O,O,X,O,O,X,X,X,X,X,X
LOZTJIS,O,X,X,O,O,X,X,X,X,X,X
LOZTJSI,O,X,X,O,O,X,X,X,X,X,X
LOZTSIJ,O,O,X,O,O,X,X,X,X,X,X
LOZTSJI,O,O,X,O,O,X,X,X,X,X,X
LOZITJS,O,X,X,O,O,X,X,X,X,X,X
LOZITSJ,O,O,X,O,O,X,X,X,X,X,X
LOZIJTS,O,X,X,O,O,O,X,O,X,X,X
LOZIJST,O,X,X,X,X,X,X,O,X,X,X
LOZISTJ,O,O,X,X,X,X,X,X,X,X,X
LOZISJT,O,O,X,X,X,X,X,X,X,X,X
LOZJTIS,O,X,X,O,O,O,X,O,X,X,X
LOZJTSI,O,X,X,O,O,O,X,O,X,X,X
LOZJITS,O,X,X,O,O,O,X,O,X,X,X
LOZJIST,O,X,X,X,X,X,X,O,X,X,X
LOZJSTI,O,X,X,X,X,X,X,O,X,X,X
LOZJSIT,O,X,X,X,X,X,X,O,X,X,X
LOZSTIJ,O,O,X,X,X,X,X,X,X,X,X
LOZSTJI,O,O,X,X,X,X,X,X,X,X,X
LOZSITJ,O,O,X,X,X,X,X,X,X,X,X
LOZSIJT,O,O,X,X,X,X,X,X,X,X,X
LOZSJTI,O,O,X,X,X,X,X,X,X,X,X
LOZSJIT,O,O,X,X,X,X,X,X,X,X,X
JTILSZO,O,X,X,X,O,O,X,X,O,X,X
JTILSOZ,O,X,X,X,X,O,X,X,O,X,X
JTILZSO,O,X,X,X,O,O,X,O,O,X,O
JTILZOS,O,X,X,X,O,O,X,O,X,X,O
JTILOSZ,X,X,X,X,X,O,X,X,X,X,X
JTILOZS,X,X,X,X,O,O,X,O,X,X,X
JTISLZO,X,X,O,X,X,O,O,X,O,X,X
JTISLOZ,X,X,X,X,X,O,X,X,O,X,X
JTISZLO,X,X,O,X,X,O,O,X,O,X,O
JTISZOL,X,X,O,X,X,O,O,X,O,X,X
JTISOLZ,X,X,X,X,X,X,X,X,O,X,X
JTISOZL,X,X,X,X,X,X,O,X,O,X,X
JTIZLSO,O,X,O,X,X,O,O,O,O,X,O
JTIZLOS,O,X,O,O,X,O,X,O,X,X,O
JTIZSLO,O,X,O,X,X,O,O,O,O,X,O
JTIZSOL,X,X,O,O,X,O,O,O,O,X,X
JTIZOLS,O,X,O,O,X,O,X,O,X,X,O
JTIZOSL,X,X,O,O,X,O,X,O,O,X,X
JTIOLSZ,X,X,X,X,X,O,X,X,X,X,X
JTIOLZS,X,X,X,X,X,O,X,X,X,X,X
JTIOSLZ,X,X,X,X,X,X,X,X,O,X,X
JTIOSZL,X,X,X,O,X,X,X,X,O,X,X
JTIOZLS,X,X,X,O,X,O,X,X,X,X,O
JTIOZSL,X,X,X,O,X,O,X,X,O,X,X
JTLISZO,O,X,X,X,O,O,X,X,O,X,X
JTLISOZ,O,X,X,X,X,O,X,X,O,X,X
JTLIZSO,O,X,X,X,O,O,X,O,O,X,O
JTLIZOS,O,X,X,X,O,O,X,O,X,X,O
JTLIOSZ,X,X,X,X,X,O,X,X,X,X,X
JTLIOZS,X,X,X,X,O,O,X,O,X,X,X
JTLSIZO,O,X,X,X,O,O,O,X,O,X,X
JTLSIOZ,O,X,X,X,X,O,X,X,O,X,X
JTLSZIO,O,X,X,X,O,O,O,X,O,X,X
JTLSZOI,O,X,X,X,O,O,O,X,O,X,X
JTLSOIZ,O,X,X,X,X,O,X,X,O,X,X
JTLSOZI,O,X,X,X,X,O,X,X,O,X,X
JTLZISO,O,X,X,X,O,O,O,O,O,X,O
JTLZIOS,O,X,X,X,O,O,X,O,X,X,O
JTLZSIO,O,X,X,X,O,O,O,O,O,X,O
JTLZSOI,O,X,X,X,O,O,O,O,O,X,X
JTLZOIS,O,X,X,X,O,O,X,O,X,X,O
JTLZOSI,O,X,X,X,O,O,O,O,X,X,X
JTLOISZ,X,X,X,X,X,O,X,X,X,X,X
JTLOIZS,X,X,X,X,O,O,X,O,X,X,X
JTLOSIZ,X,X,X,X,X,O,X,X,X,X,X
JTLOSZI,X,X,X,X,X,O,X,X,X,X,X
JTLOZIS,X,X,X,X,O,O,X,O,X,X,X
