sequence,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8Jex6IvhF0d?B6jBzfB2nBFsBXtB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8Jex6IvhFKi?BGeBzfBUjBFsBXtB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8Jex6IvhFOi?BXeBzfBSoBUsBFtB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8Je6/IvhFOg?BxdB/nBToBUsBFtB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8Je06IvhFyi?B5jBXgBTiBetBFsB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8JeX7IvhFyi?B5jB0fBTiBetBFsB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8Je06IvhFxd?BTiB6oBXgBetBFsB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8Jex6IvhF0d?B6jBzfBenBFtB3sB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8Jex6IvhFld?BcjBzfBXnBStB2xB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8JeX7IvhFxd?BTiB6oB0fBetBFsB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8Jex6IvhFOi?BzfBFjB6oBftBUsB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8Je6/IvhFOg?BxiB/nBToBUsBFtB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8Jex6IvhFGe?BzfBynBctBFsB/sB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8Jex6IvhFzf?B0iB6oBenB3sBFtB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8Je06IvhFxi?BXgBCjBVsBToB2xB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8Je06IvhFxi?BXgBTiB6oBetBFsB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8JeX7IvhFxi?B0fBTiB6oBetBFsB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8Jex6IvhFzf?B1nBStBenBctB3sB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8JeX7IvhF5j?BenBziB0fBlnByxB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8Jex6IvhF0d?B6jBzfBXnBVtB2xB
ISOLZTJ,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ISOLZJT,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ISOJTLZ,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ISOJTZL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ISOJLTZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ISOJLZT,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X
ISOJZTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISOJZLT,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ISOZTLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
ISOZTJL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ISOZLTJ,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ISOZLJT,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ISOZJTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ISOZJLT,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IZTLJSO,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IZTLJOS,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IZTLSJO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZTLSOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IZTLOJS,X,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
IZTLOSJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
IZTJLSO,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
IZTJLOS,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
IZTJSLO,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
IZTJSOL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
IZTJOLS,O,X,O,X,O,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X
IZTJOSL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
IZTSLJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZTSLOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IZTSJLO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZTSJOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IZTSOLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IZTSOJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IZTOLJS,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
IZTOLSJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
IZTOJLS,X,X,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X
IZTOJSL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IZTOSLJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
IZTOSJL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IZLTJSO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZLTJOS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZLTSJO,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IZLTSOJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IZLTOJS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZLTOSJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZLJTSO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZLJTOS,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IZLJSTO,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IZLJSOT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IZLJOTS,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IZLJOST,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
IZLSTJO,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IZLSTOJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IZLSJTO,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IZLSJOT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IZLSOTJ,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IZLSOJT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZLOTJS,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
IZLOTSJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZLOJTS,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
IZLOJST,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IZLOSTJ,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
IZLOSJT,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IZJTLSO,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
IZJTLOS,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
IZJTSLO,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
IZJTSOL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IZJTOLS,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
IZJTOSL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IZJLTSO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IZJLTOS,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
IZJLSTO,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IZJLSOT,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X
IZJLOTS,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X
IZJLOST,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X,O,X,X,O,X
IZJSTLO,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IZJSTOL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
IZJSLTO,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IZJSLOT,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X
IZJSOTL,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
IZJSOLT,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
IZJOTLS,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
IZJOTSL,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
IZJOLTS,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X
IZJOLST,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X
IZJOSTL,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
IZJOSLT,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X
IZSTLJO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IZSTLOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IZSTJLO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IZSTJOL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IZSTOLJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
IZSTOJL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IZSLTJO,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IZSLTOJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IZSLJTO,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IZSLJOT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IZSLOTJ,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
IZSLOJT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZSJTLO,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZSJTOL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IZSJLTO,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZSJLOT,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IZSJOTL,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IZSJOLT,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IZSOTLJ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IZSOTJL,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IZSOLTJ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IZSOLJT,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IZSOJTL,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IZSOJLT,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IZOTLJS,X,X,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X
IZOTLSJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
IZOTJLS,X,X,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X
IZOTJSL,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
IZOTSLJ,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
IZOTSJL,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
IZOLTJS,X,X,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X
IZOLTSJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
IZOLJTS,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
IZOLJST,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
IZOLSTJ,X,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
IZOLSJT,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
IZOJTLS,X,X,O,X,O,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X
IZOJTSL,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
IZOJLTS,X,X,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
IZOJLST,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
IZOJSTL,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
IZOJSLT,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
IZOSTLJ,X,X,O,O,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
IZOSTJL,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
IZOSLTJ,X,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
IZOSLJT,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
IZOSJTL,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
IZOSJLT,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
IOTLJSZ,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
IOTLJZS,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X
IOTLSJZ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
IOTLSZJ,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOTLZJS,X,O,O,X,X,X,X,O,X,X,X,X,O,X,O,X,X,O,X,X
IOTLZSJ,X,O,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
IOTJLSZ,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOTJLZS,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
IOTJSLZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOTJSZL,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOTJZLS,O,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
IOTJZSL,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
IOTSLJZ,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
IOTSLZJ,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
IOTSJLZ,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
IOTSJZL,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
IOTSZLJ,O,O,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,O
IOTSZJL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O
IOTZLJS,X,O,O,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
IOTZLSJ,X,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
IOTZJLS,O,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
IOTZJSL,O,X,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
IOTZSLJ,O,O,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
IOTZSJL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
IOLTJSZ,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
IOLTJZS,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X
IOLTSJZ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
IOLTSZJ,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOLTZJS,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X
IOLTZSJ,X,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
IOLJTSZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X
IOLJTZS,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X
IOLJSTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOLJSZT,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X
IOLJZTS,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
IOLJZST,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X
IOLSTJZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
IOLSTZJ,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
IOLSJTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOLSJZT,O,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X
IOLSZTJ,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
IOLSZJT,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
IOLZTJS,X,X,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,O,X,X
IOLZTSJ,X,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
IOLZJTS,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
IOLZJST,X,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
IOLZSTJ,X,X,X,O,X,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X
IOLZSJT,X,X,X,O,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X
IOJTLSZ,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOJTLZS,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
IOJTSLZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOJTSZL,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOJTZLS,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
IOJTZSL,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOJLTSZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X
IOJLTZS,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X
IOJLSTZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOJLSZT,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,O,X
IOJLZTS,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
IOJLZST,X,X,X,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X
IOJSTLZ,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O
IOJSTZL,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
IOJSLTZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOJSLZT,O,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,O,X
IOJSZTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJSZLT,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
IOJZTLS,X,X,O,X,O,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X
IOJZTSL,X,X,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
IOJZLTS,X,X,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
IOJZLST,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
IOJZSTL,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
IOJZSLT,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
IOSTLJZ,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
IOSTLZJ,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
IOSTJLZ,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
IOSTJZL,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
IOSTZLJ,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O
IOSTZJL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
IOSLTJZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
IOSLTZJ,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
IOSLJTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOSLJZT,O,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X
IOSLZTJ,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
IOSLZJT,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
IOSJTLZ,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O
IOSJTZL,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
IOSJLTZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOSJLZT,O,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,O,X
IOSJZTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSJZLT,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
IOSZTLJ,O,O,O,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X,O
IOSZTJL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O
IOSZLTJ,O,X,X,X,X,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X
IOSZLJT,O,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
IOSZJTL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
IOSZJLT,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
IOZTLJS,X,O,O,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X
IOZTLSJ,X,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
IOZTJLS,O,X,O,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X
IOZTJSL,O,X,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
IOZTSLJ,O,O,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
IOZTSJL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
IOZLTJS,X,X,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,O,X,X
IOZLTSJ,X,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
IOZLJTS,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
IOZLJST,X,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
IOZLSTJ,X,X,X,O,X,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X
IOZLSJT,X,X,X,O,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X
IOZJTLS,X,X,O,X,O,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X
IOZJTSL,X,X,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
IOZJLTS,X,X,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
IOZJLST,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
IOZJSTL,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
IOZJSLT,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
IOZSTLJ,O,O,O,O,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X,O
IOZSTJL,O,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O
IOZSLTJ,O,X,X,O,X,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X
IOZSLJT,O,X,X,O,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X
IOZSJTL,O,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
IOZSJLT,O,X,X,O,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LTIJSZO,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTIJSOZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LTIJZSO,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTIJZOS,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTIJOSZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LTIJOZS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTISJZO,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTISJOZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LTISZJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTISZOJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
