sequence,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je37IvhFchB6iBTeBd?nBWrBxwB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFSiBTeBxmBe?mBUsB3rB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFSiBTeBxmBe?mB3rBUsB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFyhB+iBTeBX?mB0mBxwB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFxcBTeBcnBX?mBWxBirB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFOhBXdBTeBc?nBSrBxwB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFTcBSjBxmBe?nBUrB3sB,v115@zgC8GeB8HeC8EeE8DeG8DeB8JeR8IvhF9iBTeB0gB+?rBKsBXrB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFicBGeBxmBz?mBUrB3sB,v115@zgC8GeB8HeC8EeE8DeG8DeB8JeR8IvhF9iBTeBXhB+?rBKsB0qB,v115@zgC8GeB8HeC8EeE8DeG8DeB8JeR8IvhF9iBTeB6lBO?mB3rBUsB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFTeB3hBcnBe?mBCnBxwB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhF6iBTeBmhBX?mB0mBxwB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je37IvhF5hBTeB8lBN?nB2wB6sB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je38IvhF9iBTeB6lBm?mBUmBxwB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFxdBmhBCjBX?mBUsBTrB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFyhB+iBTeB0?mBXmBxwB,v115@zgC8GeB8HeC8EeE8DeG8DeB8JeR8IvhFTeB6lBOrBX?nB9sB0rB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je37IvhFuhB9iBTeB8?lByrBxwB,v115@zgC8GeB8HeC8EeE8DeG8DeB8JeR8IvhFTeB6lBcmBX?nB9sB2wB,v115@zgC8GeB8HeC8EeE8DeG8DeB8JeuBJvhFTeB0gBRrBX?sBarB9sB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFTeBXmB8rB5?nBmrBirB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFicBGeBUiBR?rBTrB3sB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFTeBxhBcnBX?mBWxBirB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFxcBTeBXmB8?rB+sBirB
STLOZJI,X,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
STJILZO,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
STJILOZ,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
STJIZLO,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
STJIZOL,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
STJIOLZ,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,O,X,X
STJIOZL,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,O,X
STJLIZO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STJLIOZ,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STJLZIO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STJLZOI,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
STJLOIZ,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STJLOZI,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
STJZILO,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O
STJZIOL,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
STJZLIO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
STJZLOI,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
STJZOIL,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
STJZOLI,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
STJOILZ,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
STJOIZL,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,O,X
STJOLIZ,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STJOLZI,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
STJOZIL,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STJOZLI,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZILJO,X,O,O,X,X,O,O,X,O,X,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X
STZILOJ,X,O,O,X,O,O,O,X,X,X,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X
STZIJLO,X,O,O,X,O,O,O,X,O,X,X,O,X,X,X,O,X,X,O,X,X,O,X,X,O
STZIJOL,X,O,O,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,O
STZIOLJ,X,O,O,X,O,O,O,X,O,X,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X
STZIOJL,X,O,O,X,O,O,O,X,O,X,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X
STZLIJO,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
STZLIOJ,X,X,X,X,O,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
STZLJIO,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
STZLJOI,X,X,X,O,O,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O
STZLOIJ,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
STZLOJI,X,X,X,X,O,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
STZJILO,X,X,X,X,O,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X,O
STZJIOL,X,X,X,X,O,O,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,O
STZJLIO,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
STZJLOI,X,X,X,O,O,O,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,O
STZJOIL,X,X,X,X,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,O
STZJOLI,X,X,X,O,O,O,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,O
STZOILJ,X,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X
STZOIJL,X,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X
STZOLIJ,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
STZOLJI,X,X,X,X,O,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
STZOJIL,X,X,X,X,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,O
STZOJLI,X,X,X,O,O,O,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,O
STOILJZ,X,O,O,O,X,O,X,O,X,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
STOILZJ,X,X,O,X,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,O,X
STOIJLZ,X,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
STOIJZL,O,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,O,X
STOIZLJ,X,O,O,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X,O,X,X,O,X,O,X
STOIZJL,X,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X,O,X,O,X,X,O,X,O,X
STOLIJZ,X,X,O,X,X,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STOLIZJ,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,O,X
STOLJIZ,X,X,X,O,X,X,X,O,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
STOLJZI,X,X,X,O,X,O,X,O,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
STOLZIJ,X,X,X,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X
STOLZJI,X,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
STOJILZ,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
STOJIZL,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,O,X
STOJLIZ,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STOJLZI,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
STOJZIL,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STOJZLI,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STOZILJ,X,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X
STOZIJL,X,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X
STOZLIJ,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
STOZLJI,X,X,X,X,O,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
STOZJIL,X,X,X,X,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,O
STOZJLI,X,X,X,O,O,O,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,O
SITLJZO,O,X,O,O,X,O,X,X,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X
SITLJOZ,O,O,O,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
SITLZJO,O,X,O,O,X,O,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
SITLZOJ,O,X,O,X,X,O,O,X,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X
SITLOJZ,O,O,O,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
SITLOZJ,O,X,O,X,X,O,X,X,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,O,X
SITJLZO,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
SITJLOZ,O,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
SITJZLO,O,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,O,X,O,X,O,X,X,X,X
SITJZOL,O,O,O,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,O,X,O,X,X,X,X
SITJOLZ,O,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,O,X,X
SITJOZL,O,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,O,O,X
SITZLJO,O,O,O,O,X,O,O,X,O,X,X,O,O,X,X,O,O,X,O,X,X,O,X,X,X
SITZLOJ,O,O,O,X,O,O,O,X,X,X,X,O,O,X,X,O,X,X,O,X,X,O,X,X,X
SITZJLO,O,O,O,O,O,O,O,X,O,X,X,O,O,X,X,O,O,X,O,X,O,O,X,X,O
SITZJOL,O,O,O,O,O,O,O,X,O,X,X,O,O,X,X,X,O,X,O,X,O,O,X,X,O
SITZOLJ,O,O,O,X,O,O,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,O,X,O,X
SITZOJL,O,O,O,O,O,O,O,X,O,X,O,O,O,X,X,X,O,X,O,X,X,O,X,O,X
SITOLJZ,O,O,O,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X
SITOLZJ,O,X,O,X,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X
SITOJLZ,O,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,O,X,X
SITOJZL,O,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,O,O,X
SITOZLJ,O,O,O,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X,O,X,X,O,O,O,X
SITOZJL,O,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X,O,X,O,X,X,O,O,O,X
SILTJZO,O,X,O,O,X,O,X,X,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X
SILTJOZ,O,O,O,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
SILTZJO,O,X,O,O,X,O,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
SILTZOJ,O,X,O,X,X,O,O,X,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X
SILTOJZ,O,O,O,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
SILTOZJ,O,X,O,X,X,O,X,X,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X
SILJTZO,O,X,O,O,X,X,X,X,X,X,O,X,O,X,O,O,X,O,O,X,X,X,X,X,X
SILJTOZ,O,X,O,O,X,X,X,X,X,X,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X
SILJZTO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,O,O,X,O,X,X,X,X
SILJZOT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,O,X,X,X,X
SILJOTZ,O,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
SILJOZT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SILZTJO,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X
SILZTOJ,X,X,O,X,X,O,X,X,X,X,O,X,O,X,X,O,X,X,O,O,X,X,X,X,X
SILZJTO,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X
SILZJOT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X
SILZOTJ,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X
SILZOJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
SILOTJZ,O,O,O,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
SILOTZJ,O,X,O,X,X,O,X,X,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X
SILOJTZ,O,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
SILOJZT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SILOZTJ,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X
SILOZJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
SIJTLZO,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJTLOZ,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SIJTZLO,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,O,X,O,X,O,X,X,X,X
SIJTZOL,O,X,O,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,O,X,O,X,X,X,X
SIJTOLZ,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X
SIJTOZL,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,O,X,X
SIJLTZO,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJLTOZ,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJLZTO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJLZOT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJLOTZ,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJLOZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZTLO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X
SIJZTOL,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X
SIJZLTO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJZLOT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJZOTL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X
SIJZOLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJOTLZ,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X
SIJOTZL,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,O,X,X
SIJOLTZ,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJOLZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOZTL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X
SIJOZLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIZTLJO,X,X,O,O,X,O,X,X,X,X,X,O,O,X,X,O,O,X,O,X,X,O,X,X,X
SIZTLOJ,X,X,O,X,O,O,X,X,X,X,X,O,O,X,X,O,X,X,O,X,X,O,X,X,X
SIZTJLO,X,X,O,O,O,O,X,X,X,X,X,O,O,X,X,O,O,X,O,X,O,O,X,X,O
SIZTJOL,X,X,O,O,O,O,X,X,X,X,X,O,O,X,X,X,O,X,O,X,O,O,X,X,O
SIZTOLJ,X,X,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X
SIZTOJL,X,X,O,O,O,O,X,X,X,X,X,O,O,X,X,X,O,X,O,X,X,O,X,X,X
SIZLTJO,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,O,X,X,O,X,X,X
SIZLTOJ,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,O,X,X,O,X,X,X
SIZLJTO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
SIZLJOT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIZLOTJ,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,O,X,X,O,X,X,X
SIZLOJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJTLO,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X,X,O,X,O,X,O,O,X,X,O
SIZJTOL,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X,X,O,X,O,X,O,O,X,X,O
SIZJLTO,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SIZJLOT,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SIZJOTL,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X,X,O,X,O,X,O,O,X,X,O
SIZJOLT,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SIZOTLJ,X,X,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X
SIZOTJL,X,X,O,O,O,O,X,X,X,X,X,O,O,X,X,X,O,X,O,X,X,O,X,X,X
SIZOLTJ,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X
SIZOLJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOJTL,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X,X,O,X,O,X,O,O,X,X,X
SIZOJLT,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SIOTLJZ,O,O,O,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X
SIOTLZJ,O,X,O,X,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X
SIOTJLZ,O,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,O,X,X
SIOTJZL,O,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,O,O,X
SIOTZLJ,O,O,O,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X,O,X,X,O,O,O,X
SIOTZJL,O,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X,O,X,O,X,X,O,O,O,X
SIOLTJZ,O,O,O,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
SIOLTZJ,O,X,O,X,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
SIOLJTZ,O,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
SIOLJZT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIOLZTJ,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X
SIOLZJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
SIOJTLZ,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X
SIOJTZL,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,O,X,X
SIOJLTZ,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOJLZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJZTL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X
SIOJZLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIOZTLJ,X,X,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O,O,X,X
SIOZTJL,X,X,O,O,O,O,X,X,X,X,X,O,O,X,X,X,O,X,O,X,X,O,O,X,X
SIOZLTJ,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X
SIOZLJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZJTL,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X,X,O,X,O,X,O,O,O,X,X
SIOZJLT,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SLTIJZO,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SLTIJOZ,X,X,O,O,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLTIZJO,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
SLTIZOJ,X,X,O,X,X,X,O,X,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X
SLTIOJZ,X,X,O,X,X,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLTIOZJ,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,O,X
SLTJIZO,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
SLTJIOZ,X,X,X,O,X,X,X,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SLTJZIO,X,X,X,X,X,O,X,O,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
SLTJZOI,X,X,X,O,X,O,X,O,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
SLTJOIZ,X,X,X,O,X,X,X,O,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
SLTJOZI,X,X,X,O,X,O,X,O,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
SLTZIJO,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X
SLTZIOJ,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X,O,X,X,X
SLTZJIO,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O
SLTZJOI,X,X,X,O,O,O,X,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,O
SLTZOIJ,X,X,X,X,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,O,X,O,X,X,X
SLTZOJI,X,X,X,X,O,O,X,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X
SLTOIJZ,X,X,O,X,X,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLTOIZJ,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,O,X
SLTOJIZ,X,X,X,O,X,X,X,O,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
SLTOJZI,X,X,X,O,X,O,X,O,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
SLTOZIJ,X,X,X,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X
SLTOZJI,X,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
SLITJZO,O,X,O,X,X,X,X,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
