sequence,v115@zgA8IeA8IeB8CeB8CeC8AeE8AeD8BeD8Jez6IvhFGc?B/iBajB5jBllBUrB,v115@zgA8IeA8IeB8CeB8CeC8AeE8AeD8BeD8JeC7IvhFmd?B5jB/lBFmB0nBTrB,v115@zgA8IeA8IeB8CeB8CeC8AeE8AeD8BeD8Jez6IvhFmd?B5jB0iBllBfrB6rB,v115@zgA8IeA8IeB8CeB8CeC8AeE8AeD8BeD8Jez6IvhFGd?BRhB6oBXjBllBUrB,v115@zgA8IeA8IeB8CeB8CeC8AeE8AeD8BeD8JeR7IvhFSi?BTeBFgB8lBGoB3rB,v115@zgA8IeA8IeB8CeB8CeC8AeE8AeD8BeD8Jez6IvhFGd?BRhBXjB6oBllBUrB,v115@zgA8IeA8IeB8CeB8CeC8AeE8AeD8BeD8Jex9IvhFFg?BXhB0iB6oBGlBTrB,v115@zgA8IeA8IeB8CeB8CeC8AeE8AeD8BeD8JefAJvhFlb?BidB5jB8lBznB+rB,v115@zgA8IeA8IeB8CeB8CeC8AeE8AeD8BeD8JeSCJvhFTe?BRgBFgB8lBGoB3rB
LZOJSTI,X,O,X,X,O,X,X,X,X
LZOJSIT,X,O,X,X,X,X,X,X,X
LZOSTIJ,X,O,X,X,X,X,O,O,X
LZOSTJI,X,O,X,X,X,X,O,X,X
LZOSITJ,X,O,X,X,X,X,O,O,X
LZOSIJT,X,O,X,X,X,X,X,O,X
LZOSJTI,X,O,X,X,X,X,X,X,X
LZOSJIT,X,O,X,X,X,X,X,X,X
LOTIJSZ,O,X,X,O,X,O,X,X,X
LOTIJZS,X,X,X,O,X,X,X,X,X
LOTISJZ,O,X,X,O,X,O,X,X,X
LOTISZJ,O,X,X,X,X,X,X,X,X
LOTIZJS,X,X,O,O,X,X,X,X,X
LOTIZSJ,X,X,O,X,X,X,X,X,X
LOTJISZ,O,X,X,O,X,X,X,X,X
LOTJIZS,X,X,X,O,X,X,X,X,X
LOTJSIZ,O,X,X,X,X,X,X,X,X
LOTJSZI,O,X,X,X,X,X,X,X,X
LOTJZIS,X,X,X,X,X,X,X,X,X
LOTJZSI,X,X,X,X,X,X,X,X,X
LOTSIJZ,O,X,X,O,X,O,X,X,X
LOTSIZJ,O,X,X,X,X,X,X,X,X
LOTSJIZ,O,X,X,X,X,X,X,X,X
LOTSJZI,O,X,X,X,X,X,X,X,X
LOTSZIJ,O,X,X,X,X,X,O,X,X
LOTSZJI,O,X,X,X,X,X,O,X,X
LOTZIJS,X,X,O,O,X,X,X,X,X
LOTZISJ,X,X,O,X,X,X,O,X,X
LOTZJIS,X,X,O,X,X,X,X,X,X
LOTZJSI,X,X,X,X,X,X,X,X,X
LOTZSIJ,X,X,X,X,X,X,O,X,X
LOTZSJI,X,X,X,X,X,X,O,X,X
LOITJSZ,O,X,X,O,X,X,X,X,X
LOITJZS,X,X,X,O,X,X,X,X,X
LOITSJZ,O,X,X,O,X,X,X,X,X
LOITSZJ,O,X,X,X,X,X,X,X,X
LOITZJS,X,X,O,O,X,X,X,X,X
LOITZSJ,X,X,O,X,X,X,X,X,X
LOIJTSZ,X,X,X,O,X,X,X,X,X
LOIJTZS,X,X,X,O,X,X,X,X,O
LOIJSTZ,O,X,X,O,X,O,X,X,X
LOIJSZT,O,X,X,O,X,O,X,X,O
LOIJZTS,X,X,X,O,X,X,X,X,O
LOIJZST,X,X,X,O,X,X,X,X,O
LOISTJZ,O,X,X,X,X,X,X,X,X
LOISTZJ,O,O,X,X,X,X,X,X,X
LOISJTZ,O,X,X,O,X,O,X,X,X
LOISJZT,O,X,X,O,X,O,X,X,X
LOISZTJ,O,O,X,X,X,X,X,O,X
LOISZJT,O,O,X,X,X,X,X,O,X
LOIZTJS,X,X,O,X,X,X,X,X,X
LOIZTSJ,X,X,O,X,X,X,X,X,X
LOIZJTS,X,X,O,O,X,X,X,X,X
LOIZJST,X,O,X,O,X,X,X,X,X
LOIZSTJ,X,O,X,X,X,X,X,O,X
LOIZSJT,X,O,X,X,X,X,X,O,X
LOJTISZ,X,X,X,O,X,X,X,X,X
LOJTIZS,X,X,X,O,X,X,X,X,O
LOJTSIZ,X,X,X,X,X,X,X,X,X
LOJTSZI,X,X,X,X,X,X,X,X,X
LOJTZIS,X,X,X,X,O,X,X,X,X
LOJTZSI,X,X,X,X,O,X,X,X,X
LOJITSZ,X,X,X,O,X,X,X,X,X
LOJITZS,X,X,X,O,X,X,X,X,O
LOJISTZ,O,X,X,O,X,X,X,X,X
LOJISZT,O,X,X,O,X,X,X,X,O
LOJIZTS,X,X,X,O,O,X,X,X,O
LOJIZST,X,X,X,O,X,X,X,X,O
LOJSTIZ,O,X,X,X,X,X,X,X,X
LOJSTZI,X,X,X,X,X,X,X,X,X
LOJSITZ,O,X,X,X,X,X,X,X,X
LOJSIZT,O,X,X,X,X,X,X,X,O
LOJSZTI,X,X,X,X,O,X,X,X,X
LOJSZIT,O,X,X,X,X,X,X,X,X
LOJZTIS,X,X,X,X,O,X,X,X,X
LOJZTSI,X,X,X,X,O,X,X,X,X
LOJZITS,X,X,X,X,O,X,X,X,O
LOJZIST,X,X,X,X,X,X,X,X,O
LOJZSTI,X,X,X,X,O,X,X,X,X
LOJZSIT,X,X,X,X,X,X,X,X,X
LOSTIJZ,O,X,X,O,X,O,X,X,X
LOSTIZJ,O,O,X,X,X,X,X,X,X
LOSTJIZ,O,X,X,X,X,X,X,X,X
LOSTJZI,O,X,X,X,X,X,X,X,X
LOSTZIJ,O,O,X,X,X,X,O,X,X
LOSTZJI,O,O,X,X,X,X,O,X,X
LOSITJZ,O,X,X,X,X,X,X,X,X
LOSITZJ,O,O,X,X,X,X,X,X,X
LOSIJTZ,O,X,X,O,X,O,X,X,X
LOSIJZT,O,X,X,O,X,O,X,X,X
LOSIZTJ,O,O,X,X,X,X,X,O,X
LOSIZJT,O,O,X,X,X,X,X,O,X
LOSJTIZ,O,X,X,X,X,X,X,X,X
LOSJTZI,O,X,X,X,X,X,X,X,X
LOSJITZ,O,X,X,X,X,O,X,X,X
LOSJIZT,O,X,X,X,X,O,X,X,X
LOSJZTI,X,X,X,X,X,X,X,X,X
LOSJZIT,O,X,X,X,X,X,X,X,X
LOSZTIJ,O,O,X,X,X,X,O,O,X
LOSZTJI,O,O,X,X,X,X,O,X,X
LOSZITJ,O,O,X,X,X,X,O,O,X
LOSZIJT,O,O,X,X,X,X,X,O,X
LOSZJTI,X,O,X,X,X,X,X,X,X
LOSZJIT,O,O,X,X,X,X,X,X,X
LOZTIJS,X,X,O,O,O,X,X,X,X
LOZTISJ,X,X,O,X,X,X,O,X,X
LOZTJIS,X,X,O,X,O,X,X,X,X
LOZTJSI,X,X,X,X,O,X,X,X,X
LOZTSIJ,X,X,X,X,X,X,O,X,X
LOZTSJI,X,X,X,X,X,X,O,X,X
LOZITJS,X,X,O,X,X,X,X,X,X
LOZITSJ,X,X,O,X,X,X,O,X,X
LOZIJTS,X,X,O,O,X,X,X,X,X
LOZIJST,X,O,X,O,X,X,X,X,X
LOZISTJ,X,O,X,X,X,X,O,O,X
LOZISJT,X,O,X,X,X,X,X,O,X
LOZJTIS,X,X,O,X,O,X,X,X,X
LOZJTSI,X,X,X,X,O,X,X,X,X
LOZJITS,X,X,O,X,O,X,X,X,X
LOZJIST,X,O,X,X,X,X,X,X,X
LOZJSTI,X,O,X,X,O,X,X,X,X
LOZJSIT,X,O,X,X,X,X,X,X,X
LOZSTIJ,X,O,X,X,X,X,O,O,X
LOZSTJI,X,O,X,X,X,X,O,X,X
LOZSITJ,X,O,X,X,X,X,O,O,X
LOZSIJT,X,O,X,X,X,X,X,O,X
LOZSJTI,X,O,X,X,X,X,X,X,X
LOZSJIT,X,O,X,X,X,X,X,X,X
JTILSZO,O,X,X,X,X,X,X,X,X
JTILSOZ,O,X,X,O,X,O,X,X,X
JTILZSO,X,X,X,X,X,X,X,X,X
JTILZOS,X,X,X,O,X,X,X,X,X
JTILOSZ,O,X,X,O,X,O,X,X,X
JTILOZS,X,X,X,O,X,X,X,X,O
JTISLZO,O,X,X,X,X,X,X,X,X
JTISLOZ,O,X,X,O,X,O,X,X,X
JTISZLO,O,X,X,X,X,X,X,X,X
JTISZOL,O,X,X,X,X,O,X,X,X
JTISOLZ,O,X,X,O,X,O,X,X,X
JTISOZL,O,X,X,X,X,O,X,X,X
JTIZLSO,X,X,O,X,X,X,X,X,X
JTIZLOS,X,X,O,O,X,X,X,X,X
JTIZSLO,O,X,O,X,X,X,X,X,X
JTIZSOL,O,X,O,X,X,O,X,X,X
JTIZOLS,X,X,O,O,X,X,X,X,X
JTIZOSL,O,X,O,X,X,O,X,X,X
JTIOLSZ,O,X,X,O,X,O,X,X,X
JTIOLZS,X,X,X,O,X,X,X,X,O
JTIOSLZ,O,X,X,O,X,O,X,X,X
JTIOSZL,O,X,X,X,X,O,X,X,X
JTIOZLS,X,X,O,O,X,X,X,X,X
JTIOZSL,O,X,O,X,X,O,X,X,X
JTLISZO,O,X,X,X,X,X,X,X,X
JTLISOZ,O,X,X,O,X,X,X,X,X
JTLIZSO,X,X,X,X,X,X,X,X,X
JTLIZOS,X,X,X,O,X,X,X,X,X
JTLIOSZ,O,X,X,O,X,X,X,X,X
JTLIOZS,X,X,X,O,X,X,X,X,O
JTLSIZO,O,X,X,X,X,X,X,X,X
JTLSIOZ,O,X,X,X,X,X,X,X,X
JTLSZIO,O,X,X,X,X,X,O,X,X
JTLSZOI,O,X,X,X,X,X,O,X,X
JTLSOIZ,O,X,X,X,X,X,X,X,X
JTLSOZI,O,X,X,X,X,X,X,X,X
JTLZISO,X,X,X,X,O,X,O,X,X
JTLZIOS,X,X,X,X,O,X,X,X,X
JTLZSIO,X,X,X,X,O,X,O,X,X
JTLZSOI,X,X,X,X,O,X,O,X,X
JTLZOIS,X,X,X,X,O,X,X,X,X
JTLZOSI,X,X,X,X,O,X,X,X,X
JTLOISZ,O,X,X,O,X,X,X,X,X
JTLOIZS,X,X,X,O,X,X,X,X,O
JTLOSIZ,O,X,X,X,X,X,X,X,X
JTLOSZI,O,X,X,X,X,X,X,X,X
JTLOZIS,X,X,X,X,O,X,X,X,X
JTLOZSI,X,X,X,X,O,X,X,X,X
JTSILZO,O,X,X,X,X,X,X,X,X
JTSILOZ,O,X,X,X,X,O,X,X,X
JTSIZLO,O,X,X,X,X,X,X,X,X
JTSIZOL,O,X,X,X,X,O,X,X,X
JTSIOLZ,O,X,X,X,X,O,X,X,X
JTSIOZL,O,X,X,X,X,O,X,X,X
JTSLIZO,O,X,X,X,X,X,X,X,X
JTSLIOZ,O,X,X,X,X,O,X,X,X
JTSLZIO,O,X,X,X,X,X,O,X,X
JTSLZOI,O,X,X,X,X,X,O,X,X
JTSLOIZ,O,X,X,X,X,X,X,X,X
JTSLOZI,O,X,X,X,X,X,X,X,X
JTSZILO,O,X,X,X,X,X,X,X,X
JTSZIOL,O,X,X,X,X,O,X,X,X
JTSZLIO,O,X,X,X,X,X,O,X,X
JTSZLOI,O,X,X,X,X,X,O,X,X
JTSZOIL,O,X,X,X,X,X,X,X,X
JTSZOLI,O,X,X,X,X,X,X,X,X
JTSOILZ,O,X,X,X,X,O,X,X,X
JTSOIZL,O,X,X,X,X,O,X,X,X
JTSOLIZ,O,X,X,X,X,X,X,X,X
JTSOLZI,O,X,X,X,X,X,X,X,X
JTSOZIL,O,X,X,X,X,X,X,X,X
JTSOZLI,O,X,X,X,X,X,X,X,X
JTZILSO,X,X,O,X,O,X,X,X,X
JTZILOS,X,X,O,X,O,X,X,X,X
JTZISLO,O,X,O,X,O,X,X,X,X
JTZISOL,O,X,O,X,O,X,X,X,X
JTZIOLS,X,X,O,X,O,X,X,X,X
JTZIOSL,O,X,O,X,O,X,X,X,X
JTZLISO,X,X,O,X,O,X,O,X,X
JTZLIOS,X,X,O,X,O,X,X,X,X
JTZLSIO,X,X,X,X,O,X,O,X,X
JTZLSOI,X,X,X,X,O,X,O,X,X
JTZLOIS,X,X,O,X,O,X,X,X,X
JTZLOSI,X,X,X,X,O,X,X,X,X
JTZSILO,O,X,O,X,O,X,X,X,X
JTZSIOL,O,X,O,X,O,X,X,X,X
JTZSLIO,O,X,X,X,O,X,O,X,X
JTZSLOI,O,X,X,X,O,X,O,X,X
JTZSOIL,O,X,O,X,O,X,X,X,X
JTZSOLI,O,X,X,X,O,X,X,X,X
JTZOILS,X,X,O,X,O,X,X,X,X
JTZOISL,O,X,O,X,O,X,X,X,X
JTZOLIS,X,X,O,X,O,X,X,X,X
JTZOLSI,X,X,X,X,O,X,X,X,X
JTZOSIL,O,X,O,X,O,X,X,X,X
JTZOSLI,O,X,X,X,O,X,X,X,X
JTOILSZ,O,X,X,O,X,O,X,X,X
JTOILZS,X,X,X,O,X,X,X,X,O
JTOISLZ,O,X,X,O,X,O,X,X,X
JTOISZL,O,X,X,X,X,O,X,X,X
JTOIZLS,X,X,O,O,X,X,X,X,X
JTOIZSL,O,X,O,X,X,O,X,X,X
JTOLISZ,O,X,X,O,X,X,X,X,X
JTOLIZS,X,X,X,O,X,X,X,X,O
JTOLSIZ,O,X,X,X,X,X,X,X,X
JTOLSZI,O,X,X,X,X,X,X,X,X
JTOLZIS,X,X,X,X,O,X,X,X,X
JTOLZSI,X,X,X,X,O,X,X,X,X
JTOSILZ,O,X,X,X,X,O,X,X,X
JTOSIZL,O,X,X,X,X,O,X,X,X
JTOSLIZ,O,X,X,X,X,X,X,X,X
JTOSLZI,O,X,X,X,X,X,X,X,X
JTOSZIL,O,X,X,X,X,X,X,X,X
JTOSZLI,O,X,X,X,X,X,X,X,X
JTOZILS,X,X,O,X,O,X,X,X,X
JTOZISL,O,X,O,X,O,X,X,X,X
JTOZLIS,X,X,O,X,O,X,X,X,X
JTOZLSI,X,X,X,X,O,X,X,X,X
JTOZSIL,O,X,O,X,O,X,X,X,X
JTOZSLI,O,X,X,X,O,X,X,X,X
JITLSZO,O,X,X,X,X,X,X,X,X
JITLSOZ,O,X,X,X,X,X,X,X,X
JITLZSO,X,X,X,X,X,X,X,X,X
JITLZOS,X,X,X,X,X,X,X,X,X
JITLOSZ,O,X,X,O,X,X,X,X,X
JITLOZS,X,X,X,O,X,X,X,X,O
JITSLZO,O,X,X,X,X,X,X,X,X
JITSLOZ,O,X,X,X,X,X,X,X,X
JITSZLO,O,X,X,X,X,X,X,X,X
JITSZOL,O,X,X,X,X,X,X,X,X
JITSOLZ,O,X,X,X,X,O,X,X,X
JITSOZL,O,X,X,X,X,O,X,X,X
JITZLSO,X,X,O,X,X,X,X,X,X
JITZLOS,X,X,O,X,X,X,X,X,X
JITZSLO,O,X,O,X,X,X,X,X,X
JITZSOL,O,X,O,X,X,X,X,X,X
JITZOLS,X,X,O,X,X,X,X,X,X
JITZOSL,O,X,O,X,X,X,X,X,X
JITOLSZ,O,X,X,O,X,X,X,X,X
JITOLZS,X,X,X,O,X,X,X,X,O
JITOSLZ,O,X,X,X,X,O,X,X,X
JITOSZL,O,X,X,X,X,O,X,X,X
JITOZLS,X,X,O,X,X,X,X,X,X
JITOZSL,O,X,O,X,X,X,X,X,X
JILTSZO,O,X,X,X,X,X,X,X,X
JILTSOZ,O,X,X,X,X,X,X,X,X
JILTZSO,X,X,X,X,X,X,X,X,X
JILTZOS,X,X,X,X,X,X,X,X,X
JILTOSZ,O,X,X,O,X,X,X,X,X
JILTOZS,X,X,X,O,X,X,X,X,O
JILSTZO,O,O,X,X,X,X,X,X,X
JILSTOZ,O,X,X,X,X,X,X,X,X
JILSZTO,O,O,X,X,X,X,X,X,X
JILSZOT,O,O,X,X,X,X,X,X,X
JILSOTZ,O,X,X,O,X,O,X,X,X
JILSOZT,O,X,X,O,X,O,X,X,O
JILZTSO,X,O,X,X,O,X,X,X,X
JILZTOS,X,X,X,X,O,X,X,X,X
JILZSTO,X,O,X,X,X,X,X,X,X
JILZSOT,X,O,X,X,X,X,X,X,X
JILZOTS,X,X,X,O,O,X,X,X,O
JILZOST,X,O,X,O,X,X,X,X,O
JILOTSZ,X,X,X,O,X,X,X,X,X
JILOTZS,X,X,X,O,X,X,X,X,O
JILOSTZ,O,X,X,O,X,O,X,X,X
JILOSZT,O,X,X,O,X,O,X,X,O
JILOZTS,X,X,X,O,O,X,X,X,O
JILOZST,X,X,X,O,X,X,X,X,O
JISTLZO,O,O,X,X,X,X,X,X,X
JISTLOZ,O,X,X,X,X,X,X,X,X
JISTZLO,O,O,X,X,X,X,X,X,X
JISTZOL,O,O,X,X,X,X,X,X,X
JISTOLZ,O,X,X,X,X,O,X,X,X
JISTOZL,O,X,X,X,X,O,X,X,X
JISLTZO,O,O,X,X,X,X,X,X,X
JISLTOZ,O,X,X,X,X,X,X,X,X
JISLZTO,O,O,X,X,X,X,X,X,X
JISLZOT,O,O,X,X,X,X,X,X,X
JISLOTZ,O,X,X,O,X,O,X,X,X
JISLOZT,O,X,X,O,X,O,X,X,O
JISZTLO,O,O,X,X,X,X,X,X,X
JISZTOL,O,O,X,X,X,X,X,O,X
JISZLTO,O,O,X,X,X,X,X,X,X
JISZLOT,O,O,X,X,X,X,X,X,X
JISZOTL,X,O,X,X,X,O,X,O,X
JISZOLT,O,O,X,X,X,O,X,O,X
JISOTLZ,O,X,X,X,X,O,X,X,X
JISOTZL,O,X,X,X,X,O,X,X,X
JISOLTZ,O,X,X,O,X,O,X,X,X
JISOLZT,O,X,X,O,X,O,X,X,O
JISOZTL,X,X,X,X,X,O,X,O,X
JISOZLT,O,X,X,X,X,O,X,O,X
JIZTLSO,X,O,O,X,O,X,X,X,X
JIZTLOS,X,X,O,X,O,X,X,X,X
JIZTSLO,O,O,O,X,O,X,X,X,X
JIZTSOL,O,O,O,X,O,X,X,X,X
JIZTOLS,X,X,O,X,O,X,X,X,X
JIZTOSL,O,X,O,X,O,X,X,X,X
JIZLTSO,X,O,O,X,O,X,X,X,X
JIZLTOS,X,X,O,X,O,X,X,X,X
JIZLSTO,X,O,X,X,X,X,X,X,X
JIZLSOT,X,O,X,X,X,X,X,X,X
JIZLOTS,X,X,O,O,O,X,X,X,O
JIZLOST,X,O,X,O,X,X,X,X,O
JIZSTLO,O,O,O,X,X,X,X,X,X
JIZSTOL,O,O,O,X,X,X,X,O,X
JIZSLTO,O,O,X,X,X,X,X,X,X
JIZSLOT,O,O,X,X,X,X,X,X,X
JIZSOTL,X,O,O,X,X,O,X,O,X
JIZSOLT,O,O,X,X,X,O,X,O,X
JIZOTLS,X,X,O,X,O,X,X,X,X
JIZOTSL,X,X,O,X,O,X,X,X,X
JIZOLTS,X,X,O,O,O,X,X,X,O
JIZOLST,X,O,X,O,X,X,X,X,O
JIZOSTL,X,O,O,X,X,O,X,O,X
JIZOSLT,O,O,X,X,X,O,X,O,X
JIOTLSZ,O,X,X,O,X,X,X,X,X
JIOTLZS,X,X,X,O,X,X,X,X,O
JIOTSLZ,O,X,X,X,X,O,X,X,X
JIOTSZL,O,X,X,X,X,O,X,X,X
JIOTZLS,X,X,O,X,X,X,X,X,X
JIOTZSL,O,X,O,X,X,X,X,X,X
JIOLTSZ,X,X,X,O,X,X,X,X,X
JIOLTZS,X,X,X,O,X,X,X,X,O
JIOLSTZ,O,X,X,O,X,O,X,X,X
JIOLSZT,O,X,X,O,X,O,X,X,O
JIOLZTS,X,X,X,O,O,X,X,X,O
JIOLZST,X,X,X,O,X,X,X,X,O
JIOSTLZ,O,X,X,X,X,O,X,X,X
JIOSTZL,O,X,X,X,X,O,X,X,X
JIOSLTZ,O,X,X,O,X,O,X,X,X
JIOSLZT,O,X,X,O,X,O,X,X,O
JIOSZTL,X,X,X,X,X,O,X,O,X
JIOSZLT,O,X,X,X,X,O,X,O,X
JIOZTLS,X,X,O,X,O,X,X,X,X
JIOZTSL,X,X,O,X,O,X,X,X,X
JIOZLTS,X,X,O,O,O,X,X,X,O
JIOZLST,X,X,X,O,X,X,X,X,O
JIOZSTL,X,X,O,X,X,O,X,O,X
JIOZSLT,O,X,X,X,X,O,X,O,X
JLTISZO,O,X,X,X,X,X,X,X,X
JLTISOZ,O,X,X,O,X,X,X,X,X
JLTIZSO,X,X,X,X,X,X,X,X,X
JLTIZOS,X,X,X,O,X,X,X,X,X
JLTIOSZ,O,X,X,O,X,X,X,X,X
JLTIOZS,X,X,X,O,X,X,X,X,O
JLTSIZO,O,X,X,X,X,X,X,X,X
JLTSIOZ,O,X,X,X,X,X,X,X,X
JLTSZIO,O,X,X,X,X,X,O,X,X
JLTSZOI,O,X,X,X,X,X,O,X,X
JLTSOIZ,O,X,X,X,X,X,X,X,X
JLTSOZI,O,X,X,X,X,X,X,X,X
JLTZISO,X,X,X,X,O,X,O,X,X
JLTZIOS,X,X,X,X,O,X,X,X,X
JLTZSIO,X,X,X,X,O,X,O,X,X
JLTZSOI,X,X,X,X,O,X,O,X,X
JLTZOIS,X,X,X,X,O,X,X,X,X
JLTZOSI,X,X,X,X,O,X,X,X,X
JLTOISZ,O,X,X,O,X,X,X,X,X
JLTOIZS,X,X,X,O,X,X,X,X,O
JLTOSIZ,O,X,X,X,X,X,X,X,X
JLTOSZI,O,X,X,X,X,X,X,X,X
JLTOZIS,X,X,X,X,O,X,X,X,X
JLTOZSI,X,X,X,X,O,X,X,X,X
JLITSZO,O,X,X,X,X,X,X,X,X
JLITSOZ,O,X,X,X,X,X,X,X,X
JLITZSO,X,X,X,X,X,X,X,X,X
JLITZOS,X,X,X,X,X,X,X,X,X
JLITOSZ,O,X,X,O,X,X,X,X,X
JLITOZS,X,X,X,O,X,X,X,X,O
JLISTZO,O,O,X,X,X,X,X,X,X
JLISTOZ,O,X,X,X,X,X,X,X,X
JLISZTO,O,O,X,X,X,X,X,X,X
JLISZOT,O,O,X,X,X,X,X,X,X
JLISOTZ,O,X,X,O,X,X,X,X,X
JLISOZT,O,X,X,O,X,X,X,X,O
JLIZTSO,X,O,X,X,O,X,X,X,X
JLIZTOS,X,X,X,X,O,X,X,X,X
JLIZSTO,X,O,X,X,X,X,X,X,X
JLIZSOT,X,O,X,X,X,X,X,X,X
JLIZOTS,X,X,X,O,O,X,X,X,O
JLIZOST,X,O,X,O,X,X,X,X,O
JLIOTSZ,X,X,X,O,X,X,X,X,X
JLIOTZS,X,X,X,O,X,X,X,X,O
JLIOSTZ,O,X,X,O,X,X,X,X,X
JLIOSZT,O,X,X,O,X,X,X,X,O
JLIOZTS,X,X,X,O,O,X,X,X,O
JLIOZST,X,X,X,O,X,X,X,X,O
JLSTIZO,O,O,X,X,X,X,X,X,X
JLSTIOZ,O,X,X,X,X,X,X,X,X
JLSTZIO,O,O,X,X,X,X,O,X,X
JLSTZOI,O,O,X,X,X,X,O,X,X
JLSTOIZ,O,X,X,X,X,X,X,X,X
JLSTOZI,O,X,X,X,X,X,X,X,X
JLSITZO,O,O,X,X,X,X,X,X,X
JLSITOZ,O,X,X,X,X,X,X,X,X
JLSIZTO,O,O,X,X,X,X,X,X,X
JLSIZOT,O,O,X,X,X,X,X,X,X
JLSIOTZ,O,X,X,X,X,X,X,X,X
JLSIOZT,O,X,X,X,X,X,X,X,O
JLSZTIO,O,O,X,X,O,X,O,X,X
JLSZTOI,O,O,X,X,O,X,O,X,X
JLSZITO,O,O,X,X,X,X,O,X,X
JLSZIOT,O,O,X,X,X,X,X,X,X
JLSZOTI,X,O,X,X,O,X,X,X,X
JLSZOIT,O,O,X,X,X,X,X,X,X
JLSOTIZ,O,X,X,X,X,X,X,X,X
JLSOTZI,O,X,X,X,X,X,X,X,X
JLSOITZ,O,X,X,X,X,X,X,X,X
JLSOIZT,O,X,X,X,X,X,X,X,O
JLSOZTI,X,X,X,X,O,X,X,X,X
JLSOZIT,O,X,X,X,X,X,X,X,X
JLZTISO,X,O,X,X,O,X,O,X,X
JLZTIOS,X,X,X,X,O,X,X,X,X
JLZTSIO,X,O,X,X,O,X,O,X,X
JLZTSOI,X,O,X,X,O,X,O,X,X
JLZTOIS,X,X,X,X,O,X,X,X,X
JLZTOSI,X,X,X,X,O,X,X,X,X
JLZITSO,X,O,X,X,O,X,O,X,X
JLZITOS,X,X,X,X,O,X,X,X,X
JLZISTO,X,O,X,X,X,X,O,X,X
JLZISOT,X,O,X,X,X,X,X,X,X
JLZIOTS,X,X,X,X,O,X,X,X,O
JLZIOST,X,O,X,X,X,X,X,X,O
JLZSTIO,X,O,X,X,O,X,O,X,X
JLZSTOI,X,O,X,X,O,X,O,X,X
JLZSITO,X,O,X,X,X,X,O,X,X
JLZSIOT,X,O,X,X,X,X,X,X,X
JLZSOTI,X,O,X,X,O,X,X,X,X
JLZSOIT,X,O,X,X,X,X,X,X,X
JLZOTIS,X,X,X,X,O,X,X,X,X
JLZOTSI,X,X,X,X,O,X,X,X,X
JLZOITS,X,X,X,X,O,X,X,X,O
JLZOIST,X,O,X,X,X,X,X,X,O
JLZOSTI,X,O,X,X,O,X,X,X,X
JLZOSIT,X,O,X,X,X,X,X,X,X
JLOTISZ,X,X,X,O,X,X,X,X,X
JLOTIZS,X,X,X,O,X,X,X,X,O
JLOTSIZ,X,X,X,X,X,X,X,X,X
JLOTSZI,X,X,X,X,X,X,X,X,X
JLOTZIS,X,X,X,X,O,X,X,X,X
JLOTZSI,X,X,X,X,O,X,X,X,X
JLOITSZ,X,X,X,O,X,X,X,X,X
JLOITZS,X,X,X,O,X,X,X,X,O
JLOISTZ,O,X,X,O,X,X,X,X,X
JLOISZT,O,X,X,O,X,X,X,X,O
JLOIZTS,X,X,X,O,O,X,X,X,O
JLOIZST,X,X,X,O,X,X,X,X,O
JLOSTIZ,O,X,X,X,X,X,X,X,X
JLOSTZI,X,X,X,X,X,X,X,X,X
JLOSITZ,O,X,X,X,X,X,X,X,X
JLOSIZT,O,X,X,X,X,X,X,X,O
JLOSZTI,X,X,X,X,O,X,X,X,X
JLOSZIT,O,X,X,X,X,X,X,X,X
JLOZTIS,X,X,X,X,O,X,X,X,X
JLOZTSI,X,X,X,X,O,X,X,X,X
JLOZITS,X,X,X,X,O,X,X,X,O
JLOZIST,X,X,X,X,X,X,X,X,O
JLOZSTI,X,X,X,X,O,X,X,X,X
JLOZSIT,X,X,X,X,X,X,X,X,X
JSTILZO,O,O,X,X,X,X,X,X,X
JSTILOZ,O,X,X,X,X,O,X,X,X
JSTIZLO,O,O,X,X,X,X,X,X,X
JSTIZOL,O,O,X,X,X,O,X,X,X
JSTIOLZ,O,X,X,X,X,O,X,X,X
JSTIOZL,O,X,X,X,X,O,X,X,X
JSTLIZO,O,O,X,X,X,X,X,X,X
JSTLIOZ,O,X,X,X,X,O,X,X,X
JSTLZIO,O,O,X,X,X,X,O,X,X
JSTLZOI,O,O,X,X,X,X,O,X,X
JSTLOIZ,O,X,X,X,X,X,X,X,X
JSTLOZI,O,X,X,X,X,X,X,X,X
JSTZILO,O,O,X,X,X,X,X,X,X
JSTZIOL,O,O,X,X,X,O,X,X,X
JSTZLIO,O,O,X,X,X,X,O,X,X
JSTZLOI,O,O,X,X,X,X,O,X,X
JSTZOIL,O,O,X,X,X,X,X,X,X
JSTZOLI,O,O,X,X,X,X,X,X,X
JSTOILZ,O,X,X,X,X,O,X,X,X
JSTOIZL,O,X,X,X,X,O,X,X,X
JSTOLIZ,O,X,X,X,X,X,X,X,X
JSTOLZI,O,X,X,X,X,X,X,X,X
JSTOZIL,O,X,X,X,X,X,X,X,X
JSTOZLI,O,X,X,X,X,X,X,X,X
JSITLZO,O,O,X,X,X,X,X,X,X
JSITLOZ,O,X,X,X,X,O,X,X,X
JSITZLO,O,O,X,X,X,X,X,X,X
JSITZOL,O,O,X,X,X,O,X,X,X
JSITOLZ,O,X,X,X,X,O,X,X,X
JSITOZL,O,X,X,X,X,O,X,X,X
JSILTZO,O,O,X,X,X,X,X,X,X
