sequence,v115@6gC8GeC8AeA8EeC8AeB8CeF8DeD8JeZ/IvhFzaBaiB?FhB0lB+rB3qB,v115@6gC8GeC8AeA8EeC8AeB8CeF8DeD8JeZ/IvhFahBzcB?FgBfrBurBUqB,v115@6gC8GeC8AeA8EeC8AeB8CeF8DeD8JeZ/IvhFzaBUcB?aiB1lB+rB3qB,v115@6gC8GeC8AeA8EeC8AeB8CeF8DeD8JeZ/IvhFzaBaiB?llBcrBGrB3qB,v115@6gC8GeC8AeA8EeC8AeB8CeF8DeD8JeZ/IvhFGbByhB?UgBlmB3qBTrB,v115@6gC8GeC8AeA8EeC8AeB8CeF8DeD8JeZ/IvhFCbBmcB?TgB0hB/rB1vB,v115@6gC8GeC8AeA8EeC8AeB8CeF8DeD8JeZ/IvhFGbB/hB?aiBllBTrBUqB,v115@6gC8GeC8AeA8EeC8AeB8CeF8DeD8JeZ/IvhFahBFgB?zhBfrBurBUqB,v115@6gC8GeC8AeA8EeC8AeB8CeF8DeD8JeZ/IvhFGbByhB?llB3mBUqBTrB,v115@6gC8GeC8AeA8EeC8AeB8CeF8DeD8JeZ/IvhFmcB0hB?llBTrBfqB6qB,v115@6gC8GeC8AeA8EeC8AeB8CeF8DeD8JeZ/IvhFfgBlbB?8lBzhBurByvB
LOITZJS,O,X,O,O,X,X,X,X,X,O,X
LOITZSJ,X,X,O,O,X,O,X,X,X,O,O
LOIJTSZ,O,X,O,X,X,O,X,X,X,X,X
LOIJTZS,O,X,O,O,X,X,X,X,X,X,X
LOIJSTZ,O,X,O,X,X,X,O,X,X,X,X
LOIJSZT,O,X,X,X,X,X,X,X,X,X,O
LOIJZTS,O,X,O,O,X,X,X,X,X,X,X
LOIJZST,O,X,X,X,X,X,X,X,X,X,O
LOISTJZ,X,X,O,X,X,O,O,O,X,X,X
LOISTZJ,X,X,O,O,X,O,O,O,X,X,O
LOISJTZ,O,X,O,X,X,X,O,O,X,X,X
LOISJZT,O,X,X,X,X,X,X,X,X,X,O
LOISZTJ,X,X,X,O,X,X,O,O,X,X,O
LOISZJT,O,X,X,X,X,X,X,X,X,X,O
LOIZTJS,O,X,O,O,X,X,X,X,X,O,X
LOIZTSJ,X,X,O,O,X,O,X,X,X,O,O
LOIZJTS,O,X,O,O,X,X,X,X,X,O,X
LOIZJST,O,X,X,X,X,X,X,X,X,X,O
LOIZSTJ,X,X,X,O,X,X,O,X,X,X,O
LOIZSJT,O,X,X,X,X,X,X,X,X,X,O
LOJTISZ,O,X,O,X,X,O,X,X,X,X,X
LOJTIZS,O,X,O,O,X,X,X,X,X,X,X
LOJTSIZ,O,X,O,X,X,O,X,X,X,X,X
LOJTSZI,X,X,O,X,X,O,X,X,X,X,X
LOJTZIS,O,X,O,O,X,X,X,X,X,X,X
LOJTZSI,O,X,O,X,X,X,X,X,X,X,X
LOJITSZ,O,X,O,X,X,O,X,X,X,X,X
LOJITZS,O,X,O,O,X,X,X,X,X,X,X
LOJISTZ,O,X,O,X,X,X,O,X,X,X,X
LOJISZT,O,X,X,X,X,X,X,X,X,X,O
LOJIZTS,O,X,O,O,X,X,X,X,X,X,X
LOJIZST,O,X,X,X,X,X,X,X,X,X,O
LOJSTIZ,O,X,O,X,X,X,O,X,X,X,X
LOJSTZI,X,X,O,X,X,X,O,X,X,X,X
LOJSITZ,O,X,O,X,X,X,O,X,X,X,X
LOJSIZT,O,X,X,X,X,X,X,X,X,X,O
LOJSZTI,O,X,X,X,X,X,X,X,X,X,O
LOJSZIT,O,X,X,X,X,X,X,X,X,X,O
LOJZTIS,O,X,O,O,X,X,X,X,X,X,X
LOJZTSI,O,X,O,X,X,X,X,X,X,X,X
LOJZITS,O,X,O,O,X,X,X,X,X,X,X
LOJZIST,O,X,X,X,X,X,X,X,X,X,O
LOJZSTI,O,X,X,X,X,X,X,X,X,X,O
LOJZSIT,O,X,X,X,X,X,X,X,X,X,O
LOSTIJZ,X,X,O,X,X,O,O,O,X,X,X
LOSTIZJ,X,X,O,O,X,O,O,O,X,X,O
LOSTJIZ,X,X,O,X,X,O,O,O,X,X,X
LOSTJZI,X,X,O,X,X,O,O,X,X,X,X
LOSTZIJ,X,X,O,O,X,O,O,O,X,X,O
LOSTZJI,X,X,X,X,X,O,O,X,X,X,O
LOSITJZ,X,X,O,X,X,O,O,O,X,X,X
LOSITZJ,X,X,O,O,X,O,O,O,X,X,O
LOSIJTZ,O,X,O,X,X,X,O,O,X,X,X
LOSIJZT,O,X,X,X,X,X,X,X,X,X,O
LOSIZTJ,X,X,X,O,X,X,O,O,X,X,O
LOSIZJT,O,X,X,X,X,X,X,X,X,X,O
LOSJTIZ,O,X,O,X,X,X,O,O,X,X,X
LOSJTZI,X,X,O,X,X,X,O,X,X,X,X
LOSJITZ,O,X,O,X,X,X,O,O,X,X,X
LOSJIZT,O,X,X,X,X,X,X,X,X,X,O
LOSJZTI,O,X,X,X,X,X,X,X,X,X,O
LOSJZIT,O,X,X,X,X,X,X,X,X,X,O
LOSZTIJ,X,X,X,O,X,X,O,O,X,X,O
LOSZTJI,X,X,X,X,X,X,O,X,X,X,O
LOSZITJ,X,X,X,O,X,X,O,O,X,X,O
LOSZIJT,O,X,X,X,X,X,X,X,X,X,O
LOSZJTI,O,X,X,X,X,X,X,X,X,X,O
LOSZJIT,O,X,X,X,X,X,X,X,X,X,O
LOZTIJS,O,X,O,O,X,X,X,X,X,O,X
LOZTISJ,X,X,O,O,X,O,X,X,X,O,O
LOZTJIS,O,X,O,O,X,X,X,X,X,O,X
LOZTJSI,O,X,X,X,X,X,X,X,X,X,X
LOZTSIJ,X,X,O,O,X,O,X,X,X,X,O
LOZTSJI,X,X,X,X,X,O,X,X,X,X,O
LOZITJS,O,X,O,O,X,X,X,X,X,O,X
LOZITSJ,X,X,O,O,X,O,X,X,X,O,O
LOZIJTS,O,X,O,O,X,X,X,X,X,O,X
LOZIJST,O,X,X,X,X,X,X,X,X,X,O
LOZISTJ,X,X,X,O,X,X,O,X,X,X,O
LOZISJT,O,X,X,X,X,X,X,X,X,X,O
LOZJTIS,O,X,O,O,X,X,X,X,X,O,X
LOZJTSI,O,X,O,X,X,X,X,X,X,X,X
LOZJITS,O,X,O,O,X,X,X,X,X,O,X
LOZJIST,O,X,X,X,X,X,X,X,X,X,O
LOZJSTI,O,X,X,X,X,X,X,X,X,X,O
LOZJSIT,O,X,X,X,X,X,X,X,X,X,O
LOZSTIJ,X,X,X,O,X,X,O,X,X,X,O
LOZSTJI,X,X,X,X,X,X,O,X,X,X,O
LOZSITJ,X,X,X,O,X,X,O,X,X,X,O
LOZSIJT,O,X,X,X,X,X,X,X,X,X,O
LOZSJTI,O,X,X,X,X,X,X,X,X,X,O
LOZSJIT,O,X,X,X,X,X,X,X,X,X,O
JTILSZO,X,X,O,X,O,O,X,X,X,X,X
JTILSOZ,O,X,O,X,X,X,X,X,X,X,X
JTILZSO,O,X,O,O,X,X,X,X,X,X,X
JTILZOS,O,X,O,O,X,X,X,X,X,X,X
JTILOSZ,O,X,O,X,X,O,X,X,X,X,X
JTILOZS,O,X,O,O,X,X,X,X,X,X,X
JTISLZO,X,O,O,X,O,O,X,X,O,X,X
JTISLOZ,O,O,O,X,X,X,X,O,X,X,X
JTISZLO,X,O,O,X,O,O,X,X,O,X,X
JTISZOL,X,O,O,X,O,O,X,X,O,X,X
JTISOLZ,O,O,O,X,X,O,X,O,X,X,X
JTISOZL,X,O,O,X,X,O,X,X,X,X,X
JTIZLSO,O,X,O,X,X,X,X,X,X,X,X
JTIZLOS,O,X,O,X,X,X,X,X,X,X,X
JTIZSLO,O,X,O,X,O,X,X,X,X,X,X
JTIZSOL,O,X,O,X,O,X,X,X,X,X,X
JTIZOLS,O,X,O,X,X,X,X,X,X,X,X
JTIZOSL,O,X,O,X,X,X,X,X,X,X,X
JTIOLSZ,O,X,O,X,X,O,X,X,X,X,X
JTIOLZS,O,X,O,O,X,X,X,X,X,X,X
JTIOSLZ,O,O,O,X,X,O,X,X,X,X,X
JTIOSZL,X,O,O,X,X,O,X,X,X,X,X
JTIOZLS,O,X,O,X,X,X,X,X,X,X,X
JTIOZSL,O,X,O,X,X,X,X,X,X,X,X
JTLISZO,X,X,O,X,O,O,X,X,X,X,X
JTLISOZ,O,X,O,X,X,X,X,X,X,X,X
JTLIZSO,O,X,O,O,X,X,X,X,X,X,X
JTLIZOS,O,X,O,O,X,X,X,X,X,X,X
JTLIOSZ,O,X,O,X,X,O,X,X,X,X,X
JTLIOZS,O,X,O,O,X,X,X,X,X,X,X
JTLSIZO,X,X,O,X,O,O,X,X,X,X,X
JTLSIOZ,O,X,O,X,X,X,X,X,X,X,X
JTLSZIO,X,X,O,X,O,O,X,X,X,X,X
JTLSZOI,X,X,O,X,O,O,X,X,X,X,X
JTLSOIZ,O,X,O,X,X,X,X,X,X,X,X
JTLSOZI,X,X,O,X,X,X,X,X,X,X,X
JTLZISO,O,X,O,O,X,X,X,X,X,X,X
JTLZIOS,O,X,O,O,X,X,X,X,X,X,X
JTLZSIO,O,X,O,X,X,X,X,X,X,X,X
JTLZSOI,O,X,O,X,X,X,X,X,X,X,X
JTLZOIS,O,X,O,O,X,X,X,X,X,X,X
JTLZOSI,O,X,O,X,X,X,X,X,X,X,X
JTLOISZ,O,X,O,X,X,O,X,X,X,X,X
JTLOIZS,O,X,O,O,X,X,X,X,X,X,X
JTLOSIZ,O,X,O,X,X,O,X,X,X,X,X
JTLOSZI,X,X,O,X,X,O,X,X,X,X,X
JTLOZIS,O,X,O,O,X,X,X,X,X,X,X
JTLOZSI,O,X,O,X,X,X,X,X,X,X,X
JTSILZO,X,O,O,X,O,O,X,X,O,X,X
JTSILOZ,O,O,O,X,X,X,X,O,X,X,X
JTSIZLO,X,O,O,X,O,O,X,X,O,X,X
JTSIZOL,X,O,O,X,O,O,X,X,O,X,X
JTSIOLZ,O,O,O,X,X,O,X,O,X,X,X
JTSIOZL,X,O,O,X,X,O,X,X,X,X,X
JTSLIZO,X,O,O,X,O,O,X,X,O,X,X
JTSLIOZ,O,O,O,X,X,X,X,O,X,X,X
JTSLZIO,X,O,O,X,O,O,X,X,X,X,X
JTSLZOI,X,O,O,X,O,O,X,X,X,X,X
JTSLOIZ,O,O,O,X,X,X,X,O,X,X,X
JTSLOZI,X,O,O,X,X,X,X,X,X,X,X
JTSZILO,X,O,O,X,O,O,X,X,X,X,X
JTSZIOL,X,O,O,X,O,O,X,X,X,X,X
JTSZLIO,X,O,O,X,O,O,X,X,X,X,X
JTSZLOI,X,O,O,X,O,O,X,X,X,X,X
JTSZOIL,X,O,O,X,O,O,X,X,X,X,X
JTSZOLI,X,O,O,X,O,O,X,X,X,X,X
JTSOILZ,O,O,O,X,X,O,X,O,X,X,X
JTSOIZL,X,O,O,X,X,O,X,X,X,X,X
JTSOLIZ,O,O,O,X,X,O,X,O,X,X,X
JTSOLZI,X,O,O,X,X,O,X,X,X,X,X
JTSOZIL,X,O,O,X,X,O,X,X,X,X,X
JTSOZLI,X,O,O,X,X,O,X,X,X,X,X
JTZILSO,O,X,O,X,X,X,X,X,X,X,X
JTZILOS,O,X,O,X,X,X,X,X,X,X,X
JTZISLO,O,X,O,X,O,X,X,X,X,X,X
JTZISOL,O,X,O,X,O,X,X,X,X,X,X
JTZIOLS,O,X,O,X,X,X,X,X,X,X,X
JTZIOSL,O,X,O,X,X,X,X,X,X,X,X
JTZLISO,O,X,O,X,X,X,X,X,X,X,X
JTZLIOS,O,X,O,X,X,X,X,X,X,X,X
JTZLSIO,O,X,O,X,X,X,X,X,X,X,X
JTZLSOI,O,X,O,X,X,X,X,X,X,X,X
JTZLOIS,O,X,O,X,X,X,X,X,X,X,X
JTZLOSI,O,X,O,X,X,X,X,X,X,X,X
JTZSILO,O,X,O,X,X,X,X,X,X,X,X
JTZSIOL,O,X,O,X,X,X,X,X,X,X,X
JTZSLIO,O,X,O,X,X,X,X,X,X,X,X
JTZSLOI,O,X,O,X,X,X,X,X,X,X,X
JTZSOIL,O,X,O,X,X,X,X,X,X,X,X
JTZSOLI,O,X,O,X,X,X,X,X,X,X,X
JTZOILS,O,X,O,X,X,X,X,X,X,X,X
JTZOISL,O,X,O,X,X,X,X,X,X,X,X
JTZOLIS,O,X,O,X,X,X,X,X,X,X,X
JTZOLSI,O,X,O,X,X,X,X,X,X,X,X
JTZOSIL,O,X,O,X,X,X,X,X,X,X,X
JTZOSLI,O,X,O,X,X,X,X,X,X,X,X
JTOILSZ,O,X,O,X,X,O,X,X,X,X,X
JTOILZS,O,X,O,O,X,X,X,X,X,X,X
JTOISLZ,O,O,O,X,X,O,X,X,X,X,X
JTOISZL,X,O,O,X,X,O,X,X,X,X,X
JTOIZLS,O,X,O,X,X,X,X,X,X,X,X
JTOIZSL,O,X,O,X,X,X,X,X,X,X,X
JTOLISZ,O,X,O,X,X,O,X,X,X,X,X
JTOLIZS,O,X,O,O,X,X,X,X,X,X,X
JTOLSIZ,O,X,O,X,X,O,X,X,X,X,X
JTOLSZI,X,X,O,X,X,O,X,X,X,X,X
JTOLZIS,O,X,O,O,X,X,X,X,X,X,X
JTOLZSI,O,X,O,X,X,X,X,X,X,X,X
JTOSILZ,O,O,O,X,X,O,X,X,X,X,X
JTOSIZL,X,O,O,X,X,O,X,X,X,X,X
JTOSLIZ,O,O,O,X,X,O,X,X,X,X,X
JTOSLZI,X,O,O,X,X,O,X,X,X,X,X
JTOSZIL,X,O,O,X,X,O,X,X,X,X,X
JTOSZLI,X,O,O,X,X,O,X,X,X,X,X
JTOZILS,O,X,O,X,X,X,X,X,X,X,X
JTOZISL,O,X,O,X,X,X,X,X,X,X,X
JTOZLIS,O,X,O,X,X,X,X,X,X,X,X
JTOZLSI,O,X,O,X,X,X,X,X,X,X,X
JTOZSIL,O,X,O,X,X,X,X,X,X,X,X
JTOZSLI,O,X,O,X,X,X,X,X,X,X,X
JITLSZO,X,X,O,X,O,O,X,X,X,X,X
JITLSOZ,O,X,O,X,X,X,X,X,X,X,X
JITLZSO,O,X,O,O,X,X,X,X,X,X,X
JITLZOS,O,X,O,O,X,X,X,X,X,X,X
JITLOSZ,O,X,O,X,X,O,X,X,X,X,X
JITLOZS,O,X,O,O,X,X,X,X,X,X,X
JITSLZO,X,O,O,X,O,O,X,X,O,X,X
JITSLOZ,O,O,O,X,X,X,X,O,X,X,X
JITSZLO,X,O,O,X,O,O,X,X,O,X,X
JITSZOL,X,O,O,X,O,O,X,X,O,X,X
JITSOLZ,O,O,O,X,X,O,X,O,X,X,X
JITSOZL,X,O,O,X,X,O,X,X,X,X,X
JITZLSO,O,X,O,X,X,X,X,X,X,X,X
JITZLOS,O,X,O,X,X,X,X,X,X,X,X
JITZSLO,O,X,O,X,O,X,X,X,X,X,X
JITZSOL,O,X,O,X,O,X,X,X,X,X,X
JITZOLS,O,X,O,X,X,X,X,X,X,X,X
JITZOSL,O,X,O,X,X,X,X,X,X,X,X
JITOLSZ,O,X,O,X,X,O,X,X,X,X,X
JITOLZS,O,X,O,O,X,X,X,X,X,X,X
JITOSLZ,O,O,O,X,X,O,X,X,X,X,X
JITOSZL,X,O,O,X,X,O,X,X,X,X,X
JITOZLS,O,X,O,X,X,X,X,X,X,X,X
JITOZSL,O,X,O,X,X,X,X,X,X,X,X
JILTSZO,X,X,O,X,X,O,X,X,X,X,X
JILTSOZ,O,X,O,X,X,X,X,X,X,X,X
JILTZSO,O,X,O,O,X,X,X,X,X,X,X
JILTZOS,O,X,O,O,X,X,X,X,X,X,X
JILTOSZ,O,X,O,X,X,O,X,X,X,X,X
JILTOZS,O,X,O,O,X,X,X,X,X,X,X
JILSTZO,X,O,O,X,X,X,X,X,X,X,X
JILSTOZ,O,O,O,X,X,X,X,X,X,X,X
JILSZTO,O,O,O,X,X,X,X,X,X,X,O
JILSZOT,O,O,X,X,X,X,X,X,X,X,O
JILSOTZ,O,O,O,X,X,X,X,X,X,X,X
JILSOZT,O,O,X,X,X,X,X,X,X,X,O
JILZTSO,O,X,O,O,X,X,X,X,X,X,X
JILZTOS,O,X,O,O,X,X,X,X,X,X,X
JILZSTO,O,X,O,X,X,X,X,X,X,X,O
JILZSOT,O,X,X,X,X,X,X,X,X,X,O
JILZOTS,O,X,O,O,X,X,X,X,X,X,X
JILZOST,O,X,X,X,X,X,X,X,X,X,O
JILOTSZ,O,X,O,X,X,O,X,X,X,X,X
JILOTZS,O,X,O,O,X,X,X,X,X,X,X
JILOSTZ,O,O,O,X,X,X,O,X,X,X,X
JILOSZT,O,O,X,X,X,X,X,X,X,X,O
JILOZTS,O,X,O,O,X,X,X,X,X,X,X
JILOZST,O,X,X,X,X,X,X,X,X,X,O
JISTLZO,X,O,O,X,O,X,X,X,O,X,X
JISTLOZ,O,O,O,X,X,X,X,O,X,X,X
JISTZLO,X,O,O,X,O,X,X,X,O,X,X
JISTZOL,X,O,O,X,O,X,X,X,O,X,X
JISTOLZ,O,O,O,X,X,X,X,O,X,X,X
JISTOZL,X,O,O,X,X,X,X,X,X,X,X
JISLTZO,X,O,O,X,X,X,X,X,O,X,X
JISLTOZ,O,O,O,X,X,X,X,O,X,X,X
JISLZTO,O,O,O,X,X,X,X,X,X,X,O
JISLZOT,O,O,X,X,X,X,X,X,X,X,O
JISLOTZ,O,O,O,X,X,X,X,O,X,X,X
JISLOZT,O,O,X,X,X,X,X,X,X,X,O
JISZTLO,O,O,O,X,O,X,X,X,X,X,X
JISZTOL,O,O,O,X,O,X,X,X,X,X,X
JISZLTO,O,O,O,X,O,X,X,X,X,X,X
JISZLOT,O,O,X,X,X,X,X,X,X,X,X
JISZOTL,O,O,X,X,O,X,X,X,X,X,X
JISZOLT,O,O,X,X,X,X,X,X,X,X,X
JISOTLZ,O,O,O,X,X,X,X,O,X,X,X
JISOTZL,X,O,O,X,X,X,X,X,X,X,X
JISOLTZ,O,O,O,X,X,X,X,O,X,X,X
JISOLZT,O,O,X,X,X,X,X,X,X,X,O
JISOZTL,O,O,X,X,X,X,X,X,X,X,X
JISOZLT,O,O,X,X,X,X,X,X,X,X,X
JIZTLSO,O,X,O,O,X,X,X,X,X,X,X
JIZTLOS,O,X,O,O,X,X,X,X,X,X,X
JIZTSLO,O,X,O,X,O,X,X,X,X,X,X
JIZTSOL,O,X,O,X,O,X,X,X,X,X,X
JIZTOLS,O,X,O,O,X,X,X,X,X,X,X
JIZTOSL,O,X,O,X,X,X,X,X,X,X,X
JIZLTSO,O,X,O,O,X,X,X,X,X,X,X
JIZLTOS,O,X,O,O,X,X,X,X,X,X,X
JIZLSTO,O,X,O,X,O,X,X,X,X,X,X
JIZLSOT,O,X,X,X,X,X,X,X,X,X,X
JIZLOTS,O,X,O,O,X,X,X,X,X,X,X
JIZLOST,O,X,X,X,X,X,X,X,X,X,X
JIZSTLO,O,O,O,X,O,X,X,X,X,X,X
JIZSTOL,O,O,O,X,O,X,X,X,X,X,X
JIZSLTO,O,O,O,X,O,X,X,X,X,X,X
JIZSLOT,O,O,X,X,X,X,X,X,X,X,X
JIZSOTL,O,O,X,X,O,X,X,X,X,X,X
JIZSOLT,O,O,X,X,X,X,X,X,X,X,X
JIZOTLS,O,X,O,O,X,X,X,X,X,X,X
JIZOTSL,O,X,O,X,X,X,X,X,X,X,X
JIZOLTS,O,X,O,O,X,X,X,X,X,X,X
JIZOLST,O,X,X,X,X,X,X,X,X,X,X
JIZOSTL,O,O,X,X,O,X,X,X,X,X,X
JIZOSLT,O,O,X,X,X,X,X,X,X,X,X
JIOTLSZ,O,X,O,X,X,O,O,X,X,X,X
JIOTLZS,O,X,O,O,X,X,X,X,X,X,X
JIOTSLZ,O,O,O,X,X,O,O,X,X,X,X
JIOTSZL,X,O,O,X,X,O,O,X,X,X,X
JIOTZLS,O,X,O,X,X,X,X,X,X,O,X
JIOTZSL,O,X,O,X,X,X,O,X,X,O,X
JIOLTSZ,O,X,O,X,X,O,X,X,X,X,X
JIOLTZS,O,X,O,O,X,X,X,X,X,X,X
JIOLSTZ,O,O,O,X,X,X,O,X,X,X,X
JIOLSZT,O,O,X,X,X,X,X,X,X,X,O
JIOLZTS,O,X,O,O,X,X,X,X,X,X,X
JIOLZST,O,X,X,X,X,X,X,X,X,X,O
JIOSTLZ,O,O,O,X,X,X,O,O,X,X,X
JIOSTZL,X,O,O,X,X,X,O,X,X,X,X
JIOSLTZ,O,O,O,X,X,X,O,O,X,X,X
JIOSLZT,O,O,X,X,X,X,X,X,X,X,O
JIOSZTL,O,O,X,X,X,X,X,X,X,X,X
JIOSZLT,O,O,X,X,X,X,X,X,X,X,X
JIOZTLS,O,X,O,O,X,X,X,X,X,O,X
JIOZTSL,O,X,O,X,X,X,X,X,X,O,X
JIOZLTS,O,X,O,O,X,X,X,X,X,O,X
JIOZLST,O,X,X,X,X,X,X,X,X,X,X
JIOZSTL,O,O,X,X,X,X,X,X,X,O,X
JIOZSLT,O,O,X,X,X,X,X,X,X,X,X
JLTISZO,X,X,O,X,X,O,X,X,X,X,X
JLTISOZ,O,X,O,X,X,X,X,X,X,X,X
JLTIZSO,O,X,O,O,X,X,X,X,X,X,X
JLTIZOS,O,X,O,O,X,X,X,X,X,X,X
JLTIOSZ,O,X,O,X,X,O,X,X,X,X,X
JLTIOZS,O,X,O,O,X,X,X,X,X,X,X
JLTSIZO,X,X,O,X,X,O,X,X,X,X,X
JLTSIOZ,O,X,O,X,X,X,X,X,X,X,X
JLTSZIO,X,X,O,X,X,O,X,X,X,X,X
JLTSZOI,X,X,O,X,X,O,X,X,X,X,X
JLTSOIZ,O,X,O,X,X,X,X,X,X,X,X
JLTSOZI,X,X,O,X,X,X,X,X,X,X,X
JLTZISO,O,X,O,O,X,X,X,X,X,X,X
JLTZIOS,O,X,O,O,X,X,X,X,X,X,X
JLTZSIO,O,X,O,X,X,X,X,X,X,X,X
JLTZSOI,O,X,O,X,X,X,X,X,X,X,X
JLTZOIS,O,X,O,O,X,X,X,X,X,X,X
JLTZOSI,O,X,O,X,X,X,X,X,X,X,X
JLTOISZ,O,X,O,X,X,O,X,X,X,X,X
JLTOIZS,O,X,O,O,X,X,X,X,X,X,X
JLTOSIZ,O,X,O,X,X,O,X,X,X,X,X
JLTOSZI,X,X,O,X,X,O,X,X,X,X,X
JLTOZIS,O,X,O,O,X,X,X,X,X,X,X
JLTOZSI,O,X,O,X,X,X,X,X,X,X,X
JLITSZO,X,X,O,X,X,O,X,X,X,X,X
JLITSOZ,O,X,O,X,X,X,X,X,X,X,X
JLITZSO,O,X,O,O,X,X,X,X,X,X,X
JLITZOS,O,X,O,O,X,X,X,X,X,X,X
JLITOSZ,O,X,O,X,X,O,X,X,X,X,X
JLITOZS,O,X,O,O,X,X,X,X,X,X,X
JLISTZO,X,O,O,X,X,X,X,X,X,X,X
JLISTOZ,O,O,O,X,X,X,X,X,X,X,X
JLISZTO,O,O,O,X,X,X,X,X,X,X,O
JLISZOT,O,O,X,X,X,X,X,X,X,X,O
JLISOTZ,O,O,O,X,X,X,X,X,X,X,X
JLISOZT,O,O,X,X,X,X,X,X,X,X,O
JLIZTSO,O,X,O,O,X,X,X,X,X,X,X
JLIZTOS,O,X,O,O,X,X,X,X,X,X,X
JLIZSTO,O,X,O,X,X,X,X,X,X,X,O
JLIZSOT,O,X,X,X,X,X,X,X,X,X,O
JLIZOTS,O,X,O,O,X,X,X,X,X,X,X
JLIZOST,O,X,X,X,X,X,X,X,X,X,O
JLIOTSZ,O,X,O,X,X,O,X,X,X,X,X
JLIOTZS,O,X,O,O,X,X,X,X,X,X,X
JLIOSTZ,O,O,O,X,X,X,O,X,X,X,X
JLIOSZT,O,O,X,X,X,X,X,X,X,X,O
JLIOZTS,O,X,O,O,X,X,X,X,X,X,X
JLIOZST,O,X,X,X,X,X,X,X,X,X,O
JLSTIZO,X,O,O,X,X,X,X,X,X,X,X
JLSTIOZ,O,O,O,X,X,X,X,X,X,X,X
JLSTZIO,X,O,O,X,X,X,X,X,X,X,X
JLSTZOI,X,O,O,X,X,X,X,X,X,X,X
JLSTOIZ,O,O,O,X,X,X,X,X,X,X,X
JLSTOZI,X,O,O,X,X,X,X,X,X,X,X
JLSITZO,X,O,O,X,X,X,X,X,X,X,X
JLSITOZ,O,O,O,X,X,X,X,X,X,X,X
JLSIZTO,O,O,O,X,X,X,X,X,X,X,O
JLSIZOT,O,O,X,X,X,X,X,X,X,X,O
JLSIOTZ,O,O,O,X,X,X,X,X,X,X,X
JLSIOZT,O,O,X,X,X,X,X,X,X,X,O
JLSZTIO,O,O,O,X,X,X,X,X,X,X,O
JLSZTOI,O,O,O,X,X,X,X,X,X,X,O
JLSZITO,O,O,O,X,X,X,X,X,X,X,O
JLSZIOT,O,O,X,X,X,X,X,X,X,X,O
JLSZOTI,O,O,X,X,X,X,X,X,X,X,O
JLSZOIT,O,O,X,X,X,X,X,X,X,X,O
JLSOTIZ,O,O,O,X,X,X,X,X,X,X,X
JLSOTZI,X,O,O,X,X,X,X,X,X,X,X
JLSOITZ,O,O,O,X,X,X,X,X,X,X,X
JLSOIZT,O,O,X,X,X,X,X,X,X,X,O
JLSOZTI,O,O,X,X,X,X,X,X,X,X,O
JLSOZIT,O,O,X,X,X,X,X,X,X,X,O
JLZTISO,O,X,O,O,X,X,X,X,X,X,X
JLZTIOS,O,X,O,O,X,X,X,X,X,X,X
JLZTSIO,O,X,O,X,X,X,X,X,X,X,X
JLZTSOI,O,X,O,X,X,X,X,X,X,X,X
JLZTOIS,O,X,O,O,X,X,X,X,X,X,X
JLZTOSI,O,X,O,X,X,X,X,X,X,X,X
JLZITSO,O,X,O,O,X,X,X,X,X,X,X
JLZITOS,O,X,O,O,X,X,X,X,X,X,X
JLZISTO,O,X,O,X,X,X,X,X,X,X,O
JLZISOT,O,X,X,X,X,X,X,X,X,X,O
JLZIOTS,O,X,O,O,X,X,X,X,X,X,X
JLZIOST,O,X,X,X,X,X,X,X,X,X,O
JLZSTIO,O,X,O,X,X,X,X,X,X,X,O
JLZSTOI,O,X,O,X,X,X,X,X,X,X,O
JLZSITO,O,X,O,X,X,X,X,X,X,X,O
JLZSIOT,O,X,X,X,X,X,X,X,X,X,O
JLZSOTI,O,X,X,X,X,X,X,X,X,X,O
JLZSOIT,O,X,X,X,X,X,X,X,X,X,O
JLZOTIS,O,X,O,O,X,X,X,X,X,X,X
JLZOTSI,O,X,O,X,X,X,X,X,X,X,X
JLZOITS,O,X,O,O,X,X,X,X,X,X,X
JLZOIST,O,X,X,X,X,X,X,X,X,X,O
JLZOSTI,O,X,X,X,X,X,X,X,X,X,O
JLZOSIT,O,X,X,X,X,X,X,X,X,X,O
JLOTISZ,O,X,O,X,X,O,X,X,X,X,X
JLOTIZS,O,X,O,O,X,X,X,X,X,X,X
JLOTSIZ,O,X,O,X,X,O,X,X,X,X,X
JLOTSZI,X,X,O,X,X,O,X,X,X,X,X
JLOTZIS,O,X,O,O,X,X,X,X,X,X,X
JLOTZSI,O,X,O,X,X,X,X,X,X,X,X
JLOITSZ,O,X,O,X,X,O,X,X,X,X,X
JLOITZS,O,X,O,O,X,X,X,X,X,X,X
JLOISTZ,O,O,O,X,X,X,O,X,X,X,X
JLOISZT,O,O,X,X,X,X,X,X,X,X,O
JLOIZTS,O,X,O,O,X,X,X,X,X,X,X
JLOIZST,O,X,X,X,X,X,X,X,X,X,O
JLOSTIZ,O,O,O,X,X,X,O,X,X,X,X
JLOSTZI,X,O,O,X,X,X,O,X,X,X,X
JLOSITZ,O,O,O,X,X,X,O,X,X,X,X
JLOSIZT,O,O,X,X,X,X,X,X,X,X,O
JLOSZTI,O,O,X,X,X,X,X,X,X,X,O
JLOSZIT,O,O,X,X,X,X,X,X,X,X,O
JLOZTIS,O,X,O,O,X,X,X,X,X,X,X
