sequence,v115@1gD8GeA8GeC8GeD8CeB8AeE8AeC8Je06IvhFidB+jB?ZkBThB3iBFsB,v115@1gD8GeA8GeC8GeD8CeB8AeE8AeC8Je06IvhFOiBXeB?ZkBThBSoBFsB,v115@1gD8GeA8GeC8GeD8CeB8AeE8AeC8Je06IvhFXdB6jB?ZkB2mBziBFsB,v115@1gD8GeA8GeC8GeD8CeB8AeE8AeC8Je06IvhFTeBZkB?/mBFiBCoBOsB,v115@1gD8GeA8GeC8GeD8CeB8AeE8AeC8Jex9IvhFifB/mB?FiBTjBcsBOpB,v115@1gD8GeA8GeC8GeD8CeB8AeE8AeC8Je06IvhFTeBZkB?ihBWoBXiBFsB,v115@1gD8GeA8GeC8GeD8CeB8AeE8AeC8Je06IvhFViBZkB?/mBTjBOsBCtB
STZOLJI,X,O,O,X,O,X,X
STZOJIL,O,X,O,X,O,X,X
STZOJLI,O,O,O,X,O,X,X
STOILJZ,X,O,O,O,X,X,X
STOILZJ,X,O,O,O,O,X,X
STOIJLZ,O,O,O,X,X,X,O
STOIJZL,O,O,O,X,X,X,O
STOIZLJ,X,O,O,O,X,X,X
STOIZJL,O,O,O,X,X,X,O
STOLIJZ,X,O,O,O,X,X,X
STOLIZJ,X,O,O,O,O,X,X
STOLJIZ,X,O,O,O,X,X,X
STOLJZI,X,O,O,X,O,X,X
STOLZIJ,X,O,O,O,O,X,X
STOLZJI,X,O,O,X,O,X,X
STOJILZ,O,O,O,X,X,X,O
STOJIZL,O,O,O,X,X,X,O
STOJLIZ,O,O,O,X,X,X,X
STOJLZI,O,O,O,X,O,X,X
STOJZIL,O,X,O,X,X,X,X
STOJZLI,O,O,O,X,X,X,X
STOZILJ,X,X,O,X,O,X,X
STOZIJL,X,X,O,X,O,X,X
STOZLIJ,X,O,O,X,O,X,X
STOZLJI,X,O,O,X,O,X,X
STOZJIL,O,X,O,X,O,X,X
STOZJLI,O,O,O,X,O,X,X
SITLJZO,X,O,O,O,X,O,X
SITLJOZ,X,O,O,O,X,O,X
SITLZJO,X,O,O,O,X,O,X
SITLZOJ,X,O,O,O,X,X,X
SITLOJZ,X,O,O,O,X,X,X
SITLOZJ,X,O,O,O,O,X,X
SITJLZO,O,O,O,O,X,O,O
SITJLOZ,O,O,O,O,X,O,O
SITJZLO,O,O,O,O,X,O,O
SITJZOL,O,X,O,X,X,O,O
SITJOLZ,O,X,O,X,X,O,O
SITJOZL,O,X,O,X,X,O,O
SITZLJO,X,O,O,O,X,O,X
SITZLOJ,X,O,O,O,X,X,X
SITZJLO,O,O,O,O,X,O,O
SITZJOL,O,X,O,X,X,O,O
SITZOLJ,X,O,O,O,X,X,X
SITZOJL,O,O,O,X,X,X,O
SITOLJZ,X,O,O,O,X,X,X
SITOLZJ,X,O,O,O,O,X,X
SITOJLZ,O,O,O,X,X,X,O
SITOJZL,O,O,O,X,X,X,O
SITOZLJ,X,O,O,O,X,X,X
SITOZJL,O,O,O,X,X,X,O
SILTJZO,X,O,O,O,X,O,X
SILTJOZ,X,O,O,O,X,O,X
SILTZJO,X,O,O,O,X,O,X
SILTZOJ,X,O,O,O,X,X,X
SILTOJZ,X,O,O,O,X,X,X
SILTOZJ,X,O,O,O,O,X,X
SILJTZO,X,O,O,O,X,X,O
SILJTOZ,X,X,X,O,X,X,O
SILJZTO,X,O,O,O,X,X,O
SILJZOT,X,O,O,O,X,O,O
SILJOTZ,X,X,X,O,X,X,O
SILJOZT,X,O,O,O,X,O,O
SILZTJO,X,O,O,O,X,O,X
SILZTOJ,X,O,O,O,O,X,X
SILZJTO,X,O,O,O,X,X,O
SILZJOT,X,O,O,O,X,O,O
SILZOTJ,X,X,O,O,O,X,X
SILZOJT,X,O,O,O,X,X,O
SILOTJZ,X,X,X,O,X,X,X
SILOTZJ,X,X,O,O,O,X,X
SILOJTZ,X,X,O,O,X,X,O
SILOJZT,X,O,O,O,X,X,O
SILOZTJ,X,X,O,O,O,X,X
SILOZJT,X,O,O,O,X,X,O
SIJTLZO,O,X,O,O,X,X,O
SIJTLOZ,O,X,X,O,X,X,O
SIJTZLO,O,X,O,O,X,X,O
SIJTZOL,O,X,O,X,X,X,O
SIJTOLZ,O,X,O,X,X,X,O
SIJTOZL,O,X,O,X,X,X,O
SIJLTZO,O,X,O,O,X,X,O
SIJLTOZ,X,X,X,O,X,X,O
SIJLZTO,O,X,O,O,X,X,O
SIJLZOT,O,X,O,O,X,O,O
SIJLOTZ,X,X,O,O,X,X,O
SIJLOZT,O,X,O,O,X,O,O
SIJZTLO,O,X,O,O,X,X,O
SIJZTOL,O,X,O,X,X,X,O
SIJZLTO,O,X,O,O,X,X,O
SIJZLOT,O,X,O,O,X,O,O
SIJZOTL,O,X,O,X,X,X,O
SIJZOLT,O,X,O,X,X,O,O
SIJOTLZ,O,X,O,X,X,X,O
SIJOTZL,O,X,O,X,X,X,O
SIJOLTZ,O,X,O,X,X,X,O
SIJOLZT,O,X,O,X,X,O,O
SIJOZTL,O,X,O,X,X,X,O
SIJOZLT,O,X,O,X,X,O,O
SIZTLJO,X,O,O,O,X,O,X
SIZTLOJ,X,O,O,O,O,X,X
SIZTJLO,O,O,O,O,X,O,O
SIZTJOL,O,X,O,X,X,O,O
SIZTOLJ,X,O,O,O,O,X,X
SIZTOJL,O,O,O,X,O,X,O
SIZLTJO,X,O,O,O,X,O,X
SIZLTOJ,X,O,O,O,O,X,X
SIZLJTO,X,O,O,O,X,X,O
SIZLJOT,X,O,O,O,X,O,O
SIZLOTJ,X,X,O,O,O,X,X
SIZLOJT,X,O,O,O,X,X,O
SIZJTLO,O,X,O,O,X,X,O
SIZJTOL,O,X,O,X,X,X,O
SIZJLTO,O,X,O,O,X,X,O
SIZJLOT,O,X,O,O,X,O,O
SIZJOTL,O,X,O,X,X,X,O
SIZJOLT,O,X,O,X,X,O,O
SIZOTLJ,X,O,O,O,O,X,X
SIZOTJL,O,O,X,X,O,X,O
SIZOLTJ,X,O,O,O,O,X,X
SIZOLJT,X,O,O,O,X,X,O
SIZOJTL,O,X,O,X,X,X,O
SIZOJLT,O,X,O,X,X,X,O
SIOTLJZ,X,O,X,O,X,X,X
SIOTLZJ,X,O,O,O,O,X,X
SIOTJLZ,O,O,X,X,X,X,O
SIOTJZL,O,O,X,X,X,X,O
SIOTZLJ,X,O,O,O,X,X,X
SIOTZJL,O,O,X,X,X,X,O
SIOLTJZ,X,O,X,O,X,X,X
SIOLTZJ,X,O,O,O,O,X,X
SIOLJTZ,X,O,O,O,X,X,O
SIOLJZT,X,O,O,O,X,X,O
SIOLZTJ,X,O,O,O,O,X,X
SIOLZJT,X,O,O,O,X,X,O
SIOJTLZ,O,X,O,X,X,X,O
SIOJTZL,O,X,O,X,X,X,O
SIOJLTZ,O,X,O,X,X,X,O
SIOJLZT,O,X,O,X,X,X,O
SIOJZTL,O,X,O,X,X,X,O
SIOJZLT,O,X,O,X,X,X,O
SIOZTLJ,X,O,O,O,O,X,X
SIOZTJL,O,O,X,X,O,X,O
SIOZLTJ,X,O,O,O,O,X,X
SIOZLJT,X,O,O,O,X,X,O
SIOZJTL,O,X,O,X,X,X,O
SIOZJLT,O,X,O,X,X,X,O
SLTIJZO,X,O,O,O,X,O,X
SLTIJOZ,X,O,O,O,X,O,X
SLTIZJO,X,O,O,O,X,O,X
SLTIZOJ,X,O,O,O,X,X,X
SLTIOJZ,X,O,O,O,X,X,X
SLTIOZJ,X,O,O,O,O,X,X
SLTJIZO,X,O,O,O,X,O,X
SLTJIOZ,X,O,O,O,X,O,X
SLTJZIO,X,O,O,X,X,X,X
SLTJZOI,X,O,O,X,X,X,X
SLTJOIZ,X,O,O,O,X,O,X
SLTJOZI,X,O,O,X,O,X,X
SLTZIJO,X,O,X,O,X,X,X
SLTZIOJ,X,O,X,O,O,X,X
SLTZJIO,X,O,O,X,X,X,X
SLTZJOI,X,O,O,X,O,X,X
SLTZOIJ,X,X,O,O,O,X,X
SLTZOJI,X,O,O,X,O,X,X
SLTOIJZ,X,O,O,O,X,X,X
SLTOIZJ,X,O,O,O,O,X,X
SLTOJIZ,X,O,O,O,X,X,X
SLTOJZI,X,O,O,X,O,X,X
SLTOZIJ,X,X,O,O,O,X,X
SLTOZJI,X,O,O,X,O,X,X
SLITJZO,X,O,O,O,X,O,X
SLITJOZ,X,O,O,O,X,O,X
SLITZJO,X,O,O,O,X,O,X
SLITZOJ,X,O,O,O,X,X,X
SLITOJZ,X,O,O,O,X,X,X
SLITOZJ,X,O,O,O,O,X,X
SLIJTZO,X,O,O,O,X,X,O
SLIJTOZ,X,X,X,O,X,X,O
SLIJZTO,X,O,O,O,X,X,O
SLIJZOT,X,O,O,O,X,O,O
SLIJOTZ,X,X,X,O,X,X,O
SLIJOZT,X,O,O,O,X,O,O
SLIZTJO,X,O,O,O,X,O,X
SLIZTOJ,X,O,O,O,O,X,X
SLIZJTO,X,O,O,O,X,X,O
SLIZJOT,X,O,O,O,X,O,O
SLIZOTJ,X,X,O,O,O,X,X
SLIZOJT,X,O,O,O,X,X,O
SLIOTJZ,X,X,X,O,X,X,X
SLIOTZJ,X,X,O,O,O,X,X
SLIOJTZ,X,X,O,O,X,X,O
SLIOJZT,X,O,O,O,X,X,O
SLIOZTJ,X,X,O,O,O,X,X
SLIOZJT,X,O,O,O,X,X,O
SLJTIZO,X,O,O,O,X,X,O
SLJTIOZ,X,X,X,O,X,X,O
SLJTZIO,X,O,O,X,X,X,X
SLJTZOI,X,O,O,X,X,X,X
SLJTOIZ,X,X,X,O,X,X,O
SLJTOZI,X,X,X,X,O,X,X
SLJITZO,X,O,O,O,X,X,O
SLJITOZ,X,X,X,O,X,X,O
SLJIZTO,X,O,O,O,X,X,O
SLJIZOT,X,O,O,O,X,O,O
SLJIOTZ,X,X,X,O,X,X,O
SLJIOZT,X,O,O,O,X,O,O
SLJZTIO,X,O,O,X,X,X,X
SLJZTOI,X,O,O,X,O,X,X
SLJZITO,X,O,O,X,X,X,X
SLJZIOT,X,O,O,X,X,X,X
SLJZOTI,X,O,O,X,O,X,X
SLJZOIT,X,O,O,X,X,X,X
SLJOTIZ,X,X,X,O,X,X,X
SLJOTZI,X,X,X,X,O,X,X
SLJOITZ,X,X,X,O,X,X,O
SLJOIZT,X,O,O,O,X,O,O
SLJOZTI,X,O,O,X,O,X,X
SLJOZIT,X,O,O,X,X,X,X
SLZTIJO,X,O,X,O,X,X,X
SLZTIOJ,X,X,X,O,O,X,X
SLZTJIO,X,O,O,X,X,X,X
SLZTJOI,X,O,O,X,O,X,X
SLZTOIJ,X,X,O,O,O,X,X
SLZTOJI,X,O,O,X,O,X,X
SLZITJO,X,O,X,O,X,X,X
SLZITOJ,X,X,X,O,O,X,X
SLZIJTO,X,O,X,O,X,X,X
SLZIJOT,X,O,X,O,X,X,X
SLZIOTJ,X,X,X,O,O,X,X
SLZIOJT,X,O,X,O,X,X,X
SLZJTIO,X,O,O,X,X,X,X
SLZJTOI,X,O,O,X,O,X,X
SLZJITO,X,O,O,X,X,X,X
SLZJIOT,X,O,O,X,X,X,X
SLZJOTI,X,O,O,X,O,X,X
SLZJOIT,X,O,O,X,X,X,X
SLZOTIJ,X,X,O,O,O,X,X
SLZOTJI,X,X,O,X,O,X,X
SLZOITJ,X,X,O,O,O,X,X
SLZOIJT,X,X,O,O,X,X,X
SLZOJTI,X,O,O,X,O,X,X
SLZOJIT,X,O,O,X,X,X,X
SLOTIJZ,X,X,X,O,X,X,X
SLOTIZJ,X,X,O,O,O,X,X
SLOTJIZ,X,X,X,O,X,X,X
SLOTJZI,X,X,X,X,O,X,X
SLOTZIJ,X,X,O,O,O,X,X
SLOTZJI,X,X,O,X,O,X,X
SLOITJZ,X,X,X,O,X,X,X
SLOITZJ,X,X,O,O,O,X,X
SLOIJTZ,X,X,O,O,X,X,O
SLOIJZT,X,O,O,O,X,X,O
SLOIZTJ,X,X,O,O,O,X,X
SLOIZJT,X,O,O,O,X,X,O
SLOJTIZ,X,X,O,O,X,X,X
SLOJTZI,X,X,O,X,O,X,X
SLOJITZ,X,X,O,O,X,X,O
SLOJIZT,X,O,O,O,X,X,O
SLOJZTI,X,O,O,X,O,X,X
SLOJZIT,X,O,O,X,X,X,X
SLOZTIJ,X,X,O,O,O,X,X
SLOZTJI,X,X,O,X,O,X,X
SLOZITJ,X,X,O,O,O,X,X
SLOZIJT,X,X,O,O,X,X,X
SLOZJTI,X,O,O,X,O,X,X
SLOZJIT,X,O,O,X,X,X,X
SJTILZO,O,X,O,O,X,X,O
SJTILOZ,O,X,X,O,X,X,O
SJTIZLO,O,X,O,O,X,X,O
SJTIZOL,O,X,O,X,X,X,O
SJTIOLZ,O,X,O,X,X,X,O
SJTIOZL,O,X,O,X,X,X,O
SJTLIZO,O,X,O,O,X,X,O
SJTLIOZ,O,X,X,O,X,X,O
SJTLZIO,O,X,O,X,X,X,X
SJTLZOI,O,X,O,X,X,X,X
SJTLOIZ,O,X,X,O,X,X,O
SJTLOZI,O,X,X,X,O,X,X
SJTZILO,O,X,X,X,X,X,O
SJTZIOL,O,X,X,X,X,X,O
SJTZLIO,O,X,O,X,X,X,X
SJTZLOI,O,X,O,X,X,X,X
SJTZOIL,O,X,X,X,X,X,O
SJTZOLI,O,X,O,X,X,X,X
SJTOILZ,O,X,O,X,X,X,O
SJTOIZL,O,X,O,X,X,X,O
SJTOLIZ,O,X,O,X,X,X,O
SJTOLZI,O,X,O,X,O,X,X
SJTOZIL,O,X,X,X,X,X,O
SJTOZLI,O,X,O,X,X,X,X
SJITLZO,O,X,O,O,X,X,O
SJITLOZ,O,X,X,O,X,X,O
SJITZLO,O,X,O,O,X,X,O
SJITZOL,O,X,O,X,X,X,O
SJITOLZ,O,X,O,X,X,X,O
SJITOZL,O,X,O,X,X,X,O
SJILTZO,O,X,O,O,X,X,O
SJILTOZ,X,X,X,O,X,X,O
SJILZTO,O,X,O,O,X,X,O
SJILZOT,O,X,O,O,X,O,O
SJILOTZ,X,X,O,O,X,X,O
SJILOZT,O,X,O,O,X,O,O
SJIZTLO,O,X,O,O,X,X,O
SJIZTOL,O,X,O,X,X,X,O
SJIZLTO,O,X,O,O,X,X,O
SJIZLOT,O,X,O,O,X,O,O
SJIZOTL,O,X,O,X,X,X,O
SJIZOLT,O,X,O,X,X,O,O
SJIOTLZ,O,X,O,X,X,X,O
SJIOTZL,O,X,O,X,X,X,O
SJIOLTZ,O,X,O,X,X,X,O
SJIOLZT,O,X,O,X,X,O,O
SJIOZTL,O,X,O,X,X,X,O
SJIOZLT,O,X,O,X,X,O,O
SJLTIZO,O,X,O,O,X,X,O
SJLTIOZ,X,X,X,O,X,X,O
SJLTZIO,O,X,O,X,X,X,X
SJLTZOI,O,X,O,X,X,X,X
SJLTOIZ,X,X,X,O,X,X,O
SJLTOZI,X,X,X,X,O,X,X
SJLITZO,O,X,O,O,X,X,O
SJLITOZ,X,X,X,O,X,X,O
SJLIZTO,O,X,O,O,X,X,O
SJLIZOT,O,X,O,O,X,O,O
SJLIOTZ,X,X,O,O,X,X,O
SJLIOZT,O,X,O,O,X,O,O
SJLZTIO,O,X,O,X,X,X,X
SJLZTOI,O,X,O,X,O,X,X
SJLZITO,O,X,O,X,X,X,X
SJLZIOT,O,X,O,X,X,X,X
SJLZOTI,O,X,O,X,O,X,X
SJLZOIT,O,X,O,X,X,X,X
SJLOTIZ,X,X,O,O,X,X,X
SJLOTZI,X,X,O,X,O,X,X
SJLOITZ,X,X,O,O,X,X,O
SJLOIZT,O,X,O,O,X,O,O
SJLOZTI,O,X,O,X,O,X,X
SJLOZIT,O,X,O,X,X,X,X
SJZTILO,O,X,X,X,X,X,O
SJZTIOL,X,X,X,X,X,X,O
SJZTLIO,O,X,O,X,X,X,X
SJZTLOI,O,X,O,X,O,X,X
SJZTOIL,O,X,X,X,O,X,O
SJZTOLI,O,X,O,X,O,X,X
SJZITLO,O,X,O,X,X,X,O
SJZITOL,X,X,O,X,X,X,O
SJZILTO,O,X,O,X,X,X,O
SJZILOT,O,X,O,X,X,X,O
SJZIOTL,X,X,O,X,X,X,O
SJZIOLT,O,X,O,X,X,X,O
SJZLTIO,O,X,O,X,X,X,X
SJZLTOI,O,X,O,X,O,X,X
SJZLITO,O,X,O,X,X,X,X
SJZLIOT,O,X,O,X,X,X,X
SJZLOTI,O,X,O,X,O,X,X
SJZLOIT,O,X,O,X,X,X,X
SJZOTIL,O,X,X,X,O,X,X
SJZOTLI,O,X,O,X,O,X,X
SJZOITL,X,X,O,X,X,X,O
SJZOILT,O,X,O,X,X,X,O
SJZOLTI,O,X,O,X,O,X,X
SJZOLIT,O,X,O,X,X,X,X
SJOTILZ,O,X,O,X,X,X,O
SJOTIZL,O,X,O,X,X,X,O
SJOTLIZ,O,X,O,X,X,X,O
SJOTLZI,O,X,O,X,O,X,X
SJOTZIL,O,X,X,X,X,X,O
SJOTZLI,O,X,O,X,X,X,X
SJOITLZ,O,X,O,X,X,X,O
SJOITZL,O,X,O,X,X,X,O
SJOILTZ,O,X,O,X,X,X,O
SJOILZT,O,X,O,X,X,O,O
SJOIZTL,O,X,O,X,X,X,O
SJOIZLT,O,X,O,X,X,O,O
SJOLTIZ,O,X,O,X,X,X,X
SJOLTZI,O,X,O,X,O,X,X
SJOLITZ,O,X,O,X,X,X,O
SJOLIZT,O,X,O,X,X,O,O
SJOLZTI,O,X,O,X,O,X,X
SJOLZIT,O,X,O,X,X,X,X
SJOZTIL,O,X,X,X,O,X,X
SJOZTLI,O,X,O,X,O,X,X
SJOZITL,O,X,O,X,X,X,O
SJOZILT,O,X,O,X,X,X,O
SJOZLTI,O,X,O,X,O,X,X
SJOZLIT,O,X,O,X,X,X,X
SZTILJO,X,X,X,O,X,X,X
SZTILOJ,X,X,X,O,O,X,X
SZTIJLO,X,X,X,O,X,X,X
SZTIJOL,X,X,X,X,X,X,X
SZTIOLJ,X,X,X,O,O,X,X
SZTIOJL,X,X,X,X,O,X,X
SZTLIJO,X,O,X,O,X,X,X
SZTLIOJ,X,X,X,O,O,X,X
SZTLJIO,X,O,O,X,X,X,X
SZTLJOI,X,O,O,X,O,X,X
SZTLOIJ,X,X,O,O,O,X,X
SZTLOJI,X,O,O,X,O,X,X
SZTJILO,O,X,O,X,X,X,X
SZTJIOL,X,X,O,X,X,X,X
SZTJLIO,O,O,O,X,X,X,X
SZTJLOI,O,O,O,X,O,X,X
SZTJOIL,O,X,O,X,O,X,X
SZTJOLI,O,X,O,X,O,X,X
SZTOILJ,X,X,O,X,O,X,X
SZTOIJL,X,X,X,X,O,X,X
SZTOLIJ,X,O,O,X,O,X,X
SZTOLJI,X,O,O,X,O,X,X
SZTOJIL,O,X,O,X,O,X,X
SZTOJLI,O,O,O,X,O,X,X
SZITLJO,X,X,X,O,X,X,X
SZITLOJ,X,X,X,O,O,X,X
SZITJLO,X,X,X,O,X,X,O
SZITJOL,X,X,X,X,X,X,O
SZITOLJ,X,X,X,O,O,X,X
SZITOJL,X,X,X,X,O,X,O
SZILTJO,X,X,X,O,X,X,X
SZILTOJ,X,X,X,O,O,X,X
SZILJTO,X,X,X,O,X,X,O
SZILJOT,X,X,X,O,X,X,O
SZILOTJ,X,X,X,O,O,X,X
SZILOJT,X,X,X,O,X,X,O
SZIJTLO,X,X,X,O,X,X,O
SZIJTOL,X,X,X,X,X,X,O
SZIJLTO,X,X,X,O,X,X,O
SZIJLOT,X,X,X,O,X,X,O
SZIJOTL,X,X,X,X,X,X,O
SZIJOLT,X,X,X,X,X,X,O
SZIOTLJ,X,X,X,O,O,X,X
SZIOTJL,X,X,X,X,O,X,O
SZIOLTJ,X,X,X,O,O,X,X
SZIOLJT,X,X,X,O,X,X,O
SZIOJTL,X,X,X,X,X,X,O
SZIOJLT,X,X,X,X,X,X,O
SZLTIJO,X,O,X,O,X,X,X
SZLTIOJ,X,X,X,O,O,X,X
SZLTJIO,X,O,O,X,X,X,X
SZLTJOI,X,O,O,X,O,X,X
SZLTOIJ,X,X,O,O,O,X,X
SZLTOJI,X,O,O,X,O,X,X
SZLITJO,X,X,X,O,X,X,X
SZLITOJ,X,X,X,O,O,X,X
SZLIJTO,X,O,X,O,X,X,X
SZLIJOT,X,O,X,O,X,X,X
SZLIOTJ,X,X,X,O,O,X,X
SZLIOJT,X,X,X,O,X,X,X
SZLJTIO,X,O,O,X,X,X,X
SZLJTOI,X,O,O,X,O,X,X
SZLJITO,X,O,O,X,X,X,X
SZLJIOT,X,O,O,X,X,X,X
SZLJOTI,X,O,O,X,O,X,X
SZLJOIT,X,O,O,X,X,X,X
SZLOTIJ,X,X,O,O,O,X,X
SZLOTJI,X,X,O,X,O,X,X
SZLOITJ,X,X,O,O,O,X,X
SZLOIJT,X,X,O,O,X,X,X
SZLOJTI,X,O,O,X,O,X,X
SZLOJIT,X,O,O,X,X,X,X
SZJTILO,O,X,X,X,X,X,O
SZJTIOL,X,X,X,X,X,X,O
SZJTLIO,O,X,O,X,X,X,X
SZJTLOI,O,X,O,X,O,X,X
SZJTOIL,O,X,X,X,O,X,O
SZJTOLI,O,X,O,X,O,X,X
SZJITLO,X,X,X,X,X,X,O
SZJITOL,X,X,X,X,X,X,O
SZJILTO,O,X,O,X,X,X,O
SZJILOT,O,X,O,X,X,X,O
SZJIOTL,X,X,X,X,X,X,O
SZJIOLT,X,X,O,X,X,X,O
SZJLTIO,O,X,O,X,X,X,X
SZJLTOI,O,X,O,X,O,X,X
SZJLITO,O,X,O,X,X,X,X
SZJLIOT,O,X,O,X,X,X,X
SZJLOTI,O,X,O,X,O,X,X
SZJLOIT,O,X,O,X,X,X,X
SZJOTIL,O,X,X,X,O,X,X
SZJOTLI,O,X,O,X,O,X,X
SZJOITL,X,X,X,X,X,X,O
SZJOILT,O,X,O,X,X,X,O
SZJOLTI,O,X,O,X,O,X,X
SZJOLIT,O,X,O,X,X,X,X
SZOTILJ,X,X,X,X,O,X,X
SZOTIJL,X,X,X,X,O,X,X
SZOTLIJ,X,O,O,X,O,X,X
SZOTLJI,X,O,O,X,O,X,X
SZOTJIL,O,X,X,X,O,X,X
SZOTJLI,O,O,X,X,O,X,X
SZOITLJ,X,X,X,X,O,X,X
SZOITJL,X,X,X,X,O,X,O
SZOILTJ,X,X,O,X,O,X,X
SZOILJT,X,X,O,X,X,X,O
SZOIJTL,X,X,X,X,X,X,O
SZOIJLT,X,X,X,X,X,X,O
SZOLTIJ,X,X,O,X,O,X,X
SZOLTJI,X,O,O,X,O,X,X
SZOLITJ,X,X,O,X,O,X,X
SZOLIJT,X,O,O,X,X,X,X
SZOLJTI,X,O,O,X,O,X,X
SZOLJIT,X,O,O,X,X,X,X
SZOJTIL,O,X,X,X,O,X,X
SZOJTLI,O,X,O,X,O,X,X
SZOJITL,X,X,X,X,X,X,O
SZOJILT,O,X,O,X,X,X,O
SZOJLTI,O,X,O,X,O,X,X
SZOJLIT,O,X,O,X,X,X,X
SOTILJZ,X,O,X,O,X,X,X
SOTILZJ,X,O,O,O,O,X,X
SOTIJLZ,O,O,X,X,X,X,O
SOTIJZL,O,O,X,X,X,X,O
SOTIZLJ,X,O,O,O,X,X,X
SOTIZJL,O,O,X,X,X,X,O
SOTLIJZ,X,O,X,O,X,X,X
SOTLIZJ,X,O,O,O,O,X,X
SOTLJIZ,X,O,X,O,X,X,X
SOTLJZI,X,O,X,X,O,X,X
SOTLZIJ,X,O,O,O,O,X,X
SOTLZJI,X,O,O,X,O,X,X
SOTJILZ,O,O,X,X,X,X,O
SOTJIZL,O,O,X,X,X,X,O
SOTJLIZ,O,O,X,X,X,X,X
SOTJLZI,O,O,X,X,O,X,X
SOTJZIL,O,X,X,X,X,X,X
SOTJZLI,O,O,X,X,X,X,X
SOTZILJ,X,X,X,X,O,X,X
SOTZIJL,X,X,X,X,O,X,X
SOTZLIJ,X,O,O,X,O,X,X
SOTZLJI,X,O,O,X,O,X,X
SOTZJIL,O,X,X,X,O,X,X
SOTZJLI,O,O,X,X,O,X,X
SOITLJZ,X,O,X,O,X,X,X
SOITLZJ,X,O,O,O,O,X,X
SOITJLZ,O,O,X,X,X,X,O
SOITJZL,O,O,X,X,X,X,O
SOITZLJ,X,O,O,O,X,X,X
SOITZJL,O,O,X,X,X,X,O
SOILTJZ,X,O,X,O,X,X,X
SOILTZJ,X,O,O,O,O,X,X
SOILJTZ,X,O,O,O,X,X,O
SOILJZT,X,O,O,O,X,X,O
SOILZTJ,X,O,O,O,O,X,X
SOILZJT,X,O,O,O,X,X,O
SOIJTLZ,O,X,O,X,X,X,O
SOIJTZL,O,X,O,X,X,X,O
SOIJLTZ,O,X,O,X,X,X,O
SOIJLZT,O,X,O,X,X,X,O
SOIJZTL,O,X,O,X,X,X,O
SOIJZLT,O,X,O,X,X,X,O
SOIZTLJ,X,O,O,O,O,X,X
SOIZTJL,O,O,X,X,O,X,O
SOIZLTJ,X,O,O,O,O,X,X
SOIZLJT,X,O,O,O,X,X,O
SOIZJTL,O,X,O,X,X,X,O
SOIZJLT,O,X,O,X,X,X,O
SOLTIJZ,X,O,X,O,X,X,X
SOLTIZJ,X,O,O,O,O,X,X
SOLTJIZ,X,O,X,O,X,X,X
SOLTJZI,X,O,X,X,O,X,X
SOLTZIJ,X,X,O,O,O,X,X
SOLTZJI,X,O,O,X,O,X,X
SOLITJZ,X,O,X,O,X,X,X
SOLITZJ,X,O,O,O,O,X,X
SOLIJTZ,X,O,O,O,X,X,O
SOLIJZT,X,O,O,O,X,X,O
SOLIZTJ,X,O,O,O,O,X,X
SOLIZJT,X,O,O,O,X,X,O
SOLJTIZ,X,O,O,O,X,X,X
SOLJTZI,X,O,O,X,O,X,X
SOLJITZ,X,O,O,O,X,X,O
SOLJIZT,X,O,O,O,X,X,O
SOLJZTI,X,O,O,X,O,X,X
SOLJZIT,X,O,O,X,X,X,X
SOLZTIJ,X,X,O,O,O,X,X
SOLZTJI,X,O,O,X,O,X,X
SOLZITJ,X,O,O,O,O,X,X
SOLZIJT,X,O,O,O,X,X,X
SOLZJTI,X,O,O,X,O,X,X
SOLZJIT,X,O,O,X,X,X,X
SOJTILZ,O,X,O,X,X,X,O
SOJTIZL,O,X,O,X,X,X,O
SOJTLIZ,O,X,O,X,X,X,O
SOJTLZI,O,X,O,X,O,X,X
SOJTZIL,O,X,X,X,X,X,O
SOJTZLI,O,X,O,X,X,X,X
SOJITLZ,O,X,O,X,X,X,O
SOJITZL,O,X,O,X,X,X,O
SOJILTZ,O,X,O,X,X,X,O
SOJILZT,O,X,O,X,X,X,O
SOJIZTL,O,X,O,X,X,X,O
SOJIZLT,O,X,O,X,X,X,O
SOJLTIZ,O,X,O,X,X,X,X
SOJLTZI,O,X,O,X,O,X,X
SOJLITZ,O,X,O,X,X,X,O
SOJLIZT,O,X,O,X,X,X,O
SOJLZTI,O,X,O,X,O,X,X
SOJLZIT,O,X,O,X,X,X,X
SOJZTIL,O,X,X,X,O,X,X
SOJZTLI,O,X,O,X,O,X,X
SOJZITL,O,X,O,X,X,X,O
SOJZILT,O,X,O,X,X,X,O
SOJZLTI,O,X,O,X,O,X,X
SOJZLIT,O,X,O,X,X,X,X
SOZTILJ,X,X,X,X,O,X,X
SOZTIJL,X,X,X,X,O,X,X
SOZTLIJ,X,O,O,X,O,X,X
SOZTLJI,X,O,O,X,O,X,X
SOZTJIL,O,X,X,X,O,X,X
SOZTJLI,O,O,X,X,O,X,X
SOZITLJ,X,X,O,X,O,X,X
SOZITJL,X,X,X,X,O,X,O
SOZILTJ,X,X,O,X,O,X,X
SOZILJT,X,X,O,X,X,X,O
SOZIJTL,X,X,X,X,X,X,O
SOZIJLT,X,X,O,X,X,X,O
SOZLTIJ,X,X,O,X,O,X,X
SOZLTJI,X,O,O,X,O,X,X
