sequence,v115@2gA8IeA8EeB8BeB8CeF8CeG8CeC8Jem6IvhFxdB0fB?lhB3iBTmBywB,v115@2gA8IeA8EeB8BeB8CeF8CeG8CeC8Jei6IvhFxdBzfB?lhB3iB0mB2wB,v115@2gA8IeA8EeB8BeB8CeF8CeG8CeC8JeT6IvhFegBxdB?lhB3iBirB0rB,v115@2gA8IeA8EeB8BeB8CeF8CeG8CeC8JeT6IvhFegBxcB?XeBFnB0rBirB,v115@2gA8IeA8EeB8BeB8CeF8CeG8CeC8Jem6IvhFTcBxdB?0fBliB3mBywB,v115@2gA8IeA8EeB8BeB8CeF8CeG8CeC8Jey/IvhFTcBxdB?liB0fBmrB3rB,v115@2gA8IeA8EeB8BeB8CeF8CeG8CeC8Jem6IvhFCdBXeB?0fBVnBZmBzrB,v115@2gA8IeA8EeB8BeB8CeF8CeG8CeC8Jei6IvhFxcBXeB?zfBVnB0mB2wB,v115@2gA8IeA8EeB8BeB8CeF8CeG8CeC8Jey/IvhFxdBlhB?3iB0fBmrBTrB,v115@2gA8IeA8EeB8BeB8CeF8CeG8CeC8Jey/IvhFxdBlhB?3iB0fBOrBzrB,v115@2gA8IeA8EeB8BeB8CeF8CeG8CeC8Jei6IvhFXeBzfB?WnBZmB8rBFsB
JSZTOIL,O,O,O,O,X,O,O,O,X,X,X
JSZTOLI,O,O,O,O,X,O,O,O,X,X,X
JSZITLO,O,X,X,O,X,X,O,X,O,X,X
JSZITOL,O,O,O,O,X,X,O,X,X,X,X
JSZILTO,O,X,O,X,X,X,X,O,O,X,X
JSZILOT,O,X,O,O,X,X,X,O,X,X,X
JSZIOTL,O,O,O,O,X,X,X,X,X,X,X
JSZIOLT,O,O,O,O,X,X,X,O,X,X,X
JSZLTIO,O,X,O,O,X,O,O,O,O,X,X
JSZLTOI,O,X,O,O,X,O,O,X,O,X,X
JSZLITO,O,X,O,X,X,X,X,O,O,X,X
JSZLIOT,O,X,O,O,X,X,X,O,X,X,X
JSZLOTI,O,X,O,O,X,O,X,X,X,X,X
JSZLOIT,O,X,O,O,X,X,X,X,X,X,X
JSZOTIL,O,O,O,O,X,O,O,O,X,X,X
JSZOTLI,O,O,O,O,X,O,O,O,X,X,X
JSZOITL,O,O,O,O,X,X,X,X,X,X,O
JSZOILT,O,O,O,O,X,X,X,O,X,X,O
JSZOLTI,O,O,O,O,X,O,X,O,X,X,X
JSZOLIT,O,O,O,O,X,X,X,O,X,X,O
JSOTILZ,X,O,O,O,X,O,X,O,O,X,O
JSOTIZL,X,O,O,O,X,O,X,O,X,X,O
JSOTLIZ,X,O,O,O,X,O,X,O,O,X,O
JSOTLZI,X,O,O,O,X,O,X,O,O,X,X
JSOTZIL,X,O,O,O,X,O,X,O,X,X,X
JSOTZLI,X,O,O,O,X,O,X,O,X,X,X
JSOITLZ,X,O,O,O,X,O,X,O,O,X,O
JSOITZL,X,O,O,O,X,O,X,O,X,X,O
JSOILTZ,X,O,O,O,X,O,X,O,O,X,O
JSOILZT,X,O,O,O,X,X,X,O,X,X,O
JSOIZTL,X,O,O,O,X,X,X,X,X,X,O
JSOIZLT,X,O,O,O,X,X,X,O,X,X,O
JSOLTIZ,X,O,O,O,X,O,X,O,O,X,O
JSOLTZI,X,O,O,O,X,O,X,O,O,X,X
JSOLITZ,X,O,O,O,X,O,X,O,O,X,O
JSOLIZT,X,O,O,O,X,X,X,O,X,X,O
JSOLZTI,X,O,O,O,X,O,X,O,X,X,X
JSOLZIT,X,O,O,O,X,X,X,O,X,X,O
JSOZTIL,X,O,O,O,X,O,X,O,X,X,X
JSOZTLI,X,O,O,O,X,O,X,O,X,X,X
JSOZITL,X,O,O,O,X,X,X,X,X,X,O
JSOZILT,X,O,O,O,X,X,X,O,X,X,O
JSOZLTI,X,O,O,O,X,O,X,O,X,X,X
JSOZLIT,X,O,O,O,X,X,X,O,X,X,O
JZTILSO,O,X,X,O,O,O,O,O,X,X,X
JZTILOS,X,X,X,O,O,O,O,X,X,X,X
JZTISLO,O,X,X,O,O,O,O,O,X,X,X
JZTISOL,O,X,X,O,O,O,O,O,X,X,X
JZTIOLS,X,X,X,O,O,O,O,O,X,X,X
JZTIOSL,X,X,X,O,O,X,O,O,X,X,X
JZTLISO,O,X,X,O,O,O,O,O,X,X,X
JZTLIOS,X,X,X,O,O,O,O,X,X,X,X
JZTLSIO,O,X,X,O,O,O,O,O,O,X,X
JZTLSOI,O,X,X,O,O,O,O,X,O,X,X
JZTLOIS,X,X,X,O,O,O,O,X,X,X,X
JZTLOSI,O,X,X,O,O,O,O,X,X,X,X
JZTSILO,O,X,X,O,O,O,O,O,O,X,X
JZTSIOL,O,O,O,O,O,O,O,O,X,X,X
JZTSLIO,O,X,X,O,O,O,O,O,O,X,X
JZTSLOI,O,X,X,O,O,O,O,X,O,X,X
JZTSOIL,O,O,O,O,O,O,O,O,X,X,X
JZTSOLI,O,O,O,O,X,O,O,O,X,X,X
JZTOILS,X,X,X,O,O,O,O,O,X,X,X
JZTOISL,X,X,X,O,O,X,O,O,X,X,X
JZTOLIS,X,X,X,O,O,O,O,O,X,X,X
JZTOLSI,X,O,X,O,O,O,O,O,X,X,X
JZTOSIL,O,O,O,O,O,X,O,O,X,X,X
JZTOSLI,O,O,O,O,X,X,O,O,X,X,X
JZITLSO,O,X,X,O,O,O,O,X,X,X,X
JZITLOS,X,X,X,O,O,O,O,X,X,X,X
JZITSLO,O,X,X,O,O,O,O,X,X,X,X
JZITSOL,O,X,X,O,O,O,O,X,X,X,X
JZITOLS,X,X,X,O,O,O,O,X,X,X,X
JZITOSL,X,X,X,O,O,X,O,X,X,X,X
JZILTSO,O,X,X,X,O,O,X,X,X,X,X
JZILTOS,X,X,X,X,O,O,X,X,X,X,X
JZILSTO,O,X,O,X,O,X,X,X,O,X,X
JZILSOT,O,X,O,X,O,X,X,X,X,X,X
JZILOTS,X,X,X,X,O,X,X,X,X,X,X
JZILOST,O,X,O,X,O,X,X,X,X,X,X
JZISTLO,O,X,X,O,O,X,O,X,O,X,X
JZISTOL,O,O,O,O,O,X,O,X,X,X,X
JZISLTO,O,X,O,X,O,X,X,X,O,X,X
JZISLOT,O,X,O,O,O,X,X,X,X,X,X
JZISOTL,O,O,O,O,O,X,X,X,X,X,X
JZISOLT,O,O,O,O,X,X,X,X,X,X,X
JZIOTLS,X,X,X,O,O,X,O,X,X,X,X
JZIOTSL,X,X,X,O,O,X,O,X,X,X,X
JZIOLTS,X,X,X,X,O,X,X,X,X,X,X
JZIOLST,O,O,O,X,O,X,X,X,X,X,X
JZIOSTL,O,O,O,O,O,X,X,X,X,X,X
JZIOSLT,O,O,O,O,X,X,X,X,X,X,X
JZLTISO,O,X,X,O,O,O,O,O,X,X,X
JZLTIOS,X,X,X,O,O,O,O,X,X,X,X
JZLTSIO,O,X,O,O,O,O,O,O,O,X,X
JZLTSOI,O,X,O,O,O,O,O,X,O,X,X
JZLTOIS,X,X,X,O,O,O,O,X,X,X,X
JZLTOSI,O,X,O,O,O,O,O,X,X,X,X
JZLITSO,O,X,X,X,O,O,X,X,X,X,X
JZLITOS,X,X,X,X,O,O,X,X,X,X,X
JZLISTO,O,X,O,X,O,X,X,X,O,X,X
JZLISOT,O,X,O,X,O,X,X,X,X,X,X
JZLIOTS,X,X,X,X,O,X,X,X,X,X,X
JZLIOST,O,X,O,X,O,X,X,X,X,X,X
JZLSTIO,O,X,O,O,O,O,O,O,O,X,X
JZLSTOI,O,X,O,O,O,O,O,X,O,X,X
JZLSITO,O,X,O,X,O,X,X,O,O,X,X
JZLSIOT,O,X,O,O,O,X,X,O,X,X,X
JZLSOTI,O,X,O,O,O,O,X,X,X,X,X
JZLSOIT,O,X,O,O,O,X,X,X,X,X,X
JZLOTIS,X,X,X,O,O,O,O,X,X,X,X
JZLOTSI,O,X,O,O,O,O,O,X,X,X,X
JZLOITS,X,X,X,X,O,X,X,X,X,X,X
JZLOIST,O,X,O,X,O,X,X,X,X,X,X
JZLOSTI,O,X,O,O,O,X,X,X,X,X,X
JZLOSIT,O,X,O,O,O,X,X,X,X,X,X
JZSTILO,O,X,X,O,O,O,O,O,O,X,X
JZSTIOL,O,O,O,O,O,O,O,O,X,X,X
JZSTLIO,O,X,X,O,O,O,O,O,O,X,X
JZSTLOI,O,X,X,O,O,O,O,X,O,X,X
JZSTOIL,O,O,O,O,O,O,O,O,X,X,X
JZSTOLI,O,O,O,O,X,O,O,O,X,X,X
JZSITLO,O,X,X,O,O,X,O,X,O,X,X
JZSITOL,O,O,O,O,O,X,O,X,X,X,X
JZSILTO,O,X,O,X,O,X,X,O,O,X,X
JZSILOT,O,X,O,O,O,X,X,O,X,X,X
JZSIOTL,O,O,O,O,O,X,X,X,X,X,X
JZSIOLT,O,O,O,O,X,X,X,O,X,X,X
JZSLTIO,O,X,O,O,O,O,O,O,O,X,X
JZSLTOI,O,X,O,O,O,O,O,X,O,X,X
JZSLITO,O,X,O,X,O,X,X,O,O,X,X
JZSLIOT,O,X,O,O,O,X,X,O,X,X,X
JZSLOTI,O,X,O,O,O,O,X,X,X,X,X
JZSLOIT,O,X,O,O,O,X,X,X,X,X,X
JZSOTIL,O,O,O,O,O,O,O,O,X,X,X
JZSOTLI,O,O,O,O,X,O,O,O,X,X,X
JZSOITL,O,O,O,O,O,X,X,X,X,X,O
JZSOILT,O,O,O,O,X,X,X,O,X,X,O
JZSOLTI,O,O,O,O,X,O,X,O,X,X,X
JZSOLIT,O,O,O,O,X,X,X,O,X,X,O
JZOTILS,X,X,X,O,O,O,O,O,X,X,X
JZOTISL,X,X,X,O,O,X,O,O,X,X,X
JZOTLIS,X,X,X,O,O,O,O,O,X,X,X
JZOTLSI,X,O,X,O,O,O,O,O,X,X,X
JZOTSIL,O,O,O,O,O,X,O,O,X,X,X
JZOTSLI,O,O,O,O,X,X,O,O,X,X,X
JZOITLS,X,X,X,O,O,X,O,X,X,X,O
JZOITSL,X,X,X,O,O,X,O,X,X,X,O
JZOILTS,X,X,X,X,O,X,X,X,X,X,O
JZOILST,O,O,O,X,O,X,X,X,X,X,O
JZOISTL,O,O,O,O,O,X,X,X,X,X,O
JZOISLT,O,O,O,O,X,X,X,X,X,X,O
JZOLTIS,X,X,X,O,O,O,O,O,X,X,X
JZOLTSI,O,O,O,O,O,O,O,O,X,X,X
JZOLITS,X,X,X,X,O,X,X,X,X,X,O
JZOLIST,O,O,O,X,O,X,X,X,X,X,O
JZOLSTI,O,O,O,O,O,X,X,O,X,X,X
JZOLSIT,O,O,O,O,O,X,X,O,X,X,O
JZOSTIL,O,O,O,O,O,X,O,O,X,X,X
JZOSTLI,O,O,O,O,X,X,O,O,X,X,X
JZOSITL,O,O,O,O,O,X,X,X,X,X,O
JZOSILT,O,O,O,O,X,X,X,O,X,X,O
JZOSLTI,O,O,O,O,X,X,X,O,X,X,X
JZOSLIT,O,O,O,O,X,X,X,O,X,X,O
JOTILSZ,X,O,O,X,X,O,X,O,X,X,O
JOTILZS,X,X,X,X,X,O,X,O,X,X,O
JOTISLZ,X,O,O,O,X,O,X,O,X,X,O
JOTISZL,X,O,O,O,X,O,X,O,X,X,O
JOTIZLS,X,X,X,O,O,O,X,O,X,X,O
JOTIZSL,X,X,X,O,O,X,X,O,X,X,O
JOTLISZ,X,O,O,X,X,O,X,O,X,X,O
JOTLIZS,X,X,X,X,X,O,X,O,X,X,O
JOTLSIZ,X,O,O,O,X,O,X,O,O,O,O
JOTLSZI,X,O,O,O,X,O,O,O,O,O,X
JOTLZIS,X,X,X,O,X,O,O,O,X,X,X
JOTLZSI,X,O,O,O,X,O,O,O,X,X,X
JOTSILZ,X,O,O,O,X,O,X,O,O,O,O
JOTSIZL,X,O,O,O,X,O,X,O,X,X,O
JOTSLIZ,X,O,O,O,X,O,X,O,O,O,O
JOTSLZI,X,O,O,O,X,O,O,O,O,O,X
JOTSZIL,X,O,O,O,X,O,O,O,X,X,X
JOTSZLI,X,O,O,O,X,O,O,O,X,X,X
JOTZILS,X,X,X,O,O,O,O,O,X,X,X
JOTZISL,X,X,X,O,O,X,O,O,X,X,X
JOTZLIS,X,X,X,O,O,O,O,O,X,X,X
JOTZLSI,X,O,X,O,X,O,O,O,X,X,X
JOTZSIL,X,O,O,O,O,X,O,O,X,X,X
JOTZSLI,X,O,O,O,X,X,O,O,X,X,X
JOITLSZ,X,O,O,X,X,O,X,O,X,X,O
JOITLZS,X,X,X,X,X,O,X,O,X,X,O
JOITSLZ,X,O,O,O,X,O,X,O,X,X,O
JOITSZL,X,O,O,O,X,O,X,O,X,X,O
JOITZLS,X,X,X,O,X,O,X,O,X,X,O
JOITZSL,X,X,X,O,X,X,X,O,X,X,O
JOILTSZ,X,O,O,X,X,O,X,O,X,X,O
JOILTZS,X,X,X,X,X,O,X,O,X,X,O
JOILSTZ,X,O,O,X,X,X,X,O,O,O,O
JOILSZT,X,O,O,X,X,X,X,O,X,X,O
JOILZTS,X,X,X,X,X,X,X,X,X,X,O
JOILZST,X,O,O,X,X,X,X,X,X,X,O
JOISTLZ,X,O,O,O,X,X,X,O,O,O,O
JOISTZL,X,O,O,O,X,X,X,O,X,X,O
JOISLTZ,X,O,O,O,X,X,X,O,O,O,O
JOISLZT,X,O,O,O,X,X,X,O,X,X,O
JOISZTL,X,O,O,O,X,X,X,X,X,X,O
JOISZLT,X,O,O,O,X,X,X,O,X,X,O
JOIZTLS,X,X,X,O,O,X,X,X,X,X,O
JOIZTSL,X,X,X,O,O,X,X,X,X,X,O
JOIZLTS,X,X,X,X,O,X,X,X,X,X,O
JOIZLST,X,O,O,X,X,X,X,X,X,X,O
JOIZSTL,X,O,O,O,O,X,X,X,X,X,O
JOIZSLT,X,O,O,O,X,X,X,X,X,X,O
JOLTISZ,X,O,O,X,X,O,X,O,X,X,O
JOLTIZS,X,X,X,X,X,O,X,O,X,X,O
JOLTSIZ,X,O,O,O,X,O,X,O,O,O,O
JOLTSZI,X,O,O,O,X,O,X,O,O,O,X
JOLTZIS,X,X,X,O,X,O,X,O,X,X,X
JOLTZSI,X,O,O,O,X,O,X,O,X,X,X
JOLITSZ,X,O,O,X,X,O,X,O,X,X,O
JOLITZS,X,X,X,X,X,O,X,O,X,X,O
JOLISTZ,X,O,O,X,X,X,X,O,O,O,O
JOLISZT,X,O,O,X,X,X,X,O,X,X,O
JOLIZTS,X,X,X,X,X,X,X,X,X,X,O
JOLIZST,X,O,O,X,X,X,X,X,X,X,O
JOLSTIZ,X,O,O,O,X,O,X,O,O,O,O
JOLSTZI,X,O,O,O,X,O,X,O,O,O,X
JOLSITZ,X,O,O,O,X,O,X,O,O,O,O
JOLSIZT,X,O,O,O,X,X,X,O,X,X,O
JOLSZTI,X,O,O,O,X,O,X,O,X,X,X
JOLSZIT,X,O,O,O,X,X,X,O,X,X,O
JOLZTIS,X,X,X,O,X,O,X,O,X,X,X
JOLZTSI,X,O,O,O,X,O,X,O,X,X,X
JOLZITS,X,X,X,X,X,X,X,X,X,X,O
JOLZIST,X,O,O,X,X,X,X,X,X,X,O
JOLZSTI,X,O,O,O,X,X,X,O,X,X,X
JOLZSIT,X,O,O,O,X,X,X,O,X,X,O
JOSTILZ,X,O,O,O,X,O,X,O,O,O,O
JOSTIZL,X,O,O,O,X,O,X,O,X,X,O
JOSTLIZ,X,O,O,O,X,O,X,O,O,O,O
JOSTLZI,X,O,O,O,X,O,X,O,O,O,X
JOSTZIL,X,O,O,O,X,O,X,O,X,X,X
JOSTZLI,X,O,O,O,X,O,X,O,X,X,X
JOSITLZ,X,O,O,O,X,O,X,O,O,O,O
JOSITZL,X,O,O,O,X,O,X,O,X,X,O
JOSILTZ,X,O,O,O,X,O,X,O,O,O,O
JOSILZT,X,O,O,O,X,X,X,O,X,X,O
JOSIZTL,X,O,O,O,X,X,X,X,X,X,O
JOSIZLT,X,O,O,O,X,X,X,O,X,X,O
JOSLTIZ,X,O,O,O,X,O,X,O,O,O,O
JOSLTZI,X,O,O,O,X,O,X,O,O,O,X
JOSLITZ,X,O,O,O,X,O,X,O,O,O,O
JOSLIZT,X,O,O,O,X,X,X,O,X,X,O
JOSLZTI,X,O,O,O,X,O,X,O,X,X,X
JOSLZIT,X,O,O,O,X,X,X,O,X,X,O
JOSZTIL,X,O,O,O,X,O,X,O,X,X,X
JOSZTLI,X,O,O,O,X,O,X,O,X,X,X
JOSZITL,X,O,O,O,X,X,X,X,X,X,O
JOSZILT,X,O,O,O,X,X,X,O,X,X,O
JOSZLTI,X,O,O,O,X,O,X,O,X,X,X
JOSZLIT,X,O,O,O,X,X,X,O,X,X,O
JOZTILS,X,X,X,O,O,O,O,O,X,X,X
JOZTISL,X,X,X,O,O,X,O,O,X,X,X
JOZTLIS,X,X,X,O,O,O,O,O,X,X,X
JOZTLSI,X,O,X,O,X,O,O,O,X,X,X
JOZTSIL,X,O,O,O,O,X,O,O,X,X,X
JOZTSLI,X,O,O,O,X,X,O,O,X,X,X
JOZITLS,X,X,X,O,O,X,O,X,X,X,O
JOZITSL,X,X,X,O,O,X,O,X,X,X,O
JOZILTS,X,X,X,X,O,X,X,X,X,X,O
JOZILST,X,O,O,X,X,X,X,X,X,X,O
JOZISTL,X,O,O,O,O,X,X,X,X,X,O
JOZISLT,X,O,O,O,X,X,X,X,X,X,O
JOZLTIS,X,X,X,O,O,O,O,O,X,X,X
JOZLTSI,X,O,O,O,X,O,O,O,X,X,X
JOZLITS,X,X,X,X,O,X,X,X,X,X,O
JOZLIST,X,O,O,X,X,X,X,X,X,X,O
JOZLSTI,X,O,O,O,X,X,X,O,X,X,X
JOZLSIT,X,O,O,O,X,X,X,O,X,X,O
JOZSTIL,X,O,O,O,O,X,O,O,X,X,X
JOZSTLI,X,O,O,O,X,X,O,O,X,X,X
JOZSITL,X,O,O,O,O,X,X,X,X,X,O
JOZSILT,X,O,O,O,X,X,X,O,X,X,O
JOZSLTI,X,O,O,O,X,X,X,O,X,X,X
JOZSLIT,X,O,O,O,X,X,X,O,X,X,O
STILJZO,O,X,O,X,O,X,X,O,O,O,X
STILJOZ,X,X,O,O,O,X,X,O,O,X,X
STILZJO,O,X,O,X,O,X,O,X,O,O,X
STILZOJ,O,X,X,X,O,X,O,O,O,O,X
STILOJZ,X,O,O,X,O,X,X,O,X,X,X
STILOZJ,O,O,X,X,O,O,X,O,O,O,X
STIJLZO,X,X,O,X,X,X,X,X,O,O,X
STIJLOZ,X,O,O,O,X,X,X,O,O,X,X
STIJZLO,O,X,X,O,X,X,X,X,O,X,X
STIJZOL,O,O,O,O,X,X,X,X,X,X,X
STIJOLZ,X,O,O,O,X,X,X,O,O,X,X
STIJOZL,X,O,O,O,X,X,X,X,X,X,X
STIZLJO,O,X,X,X,O,X,O,X,O,O,X
STIZLOJ,O,X,X,X,O,X,O,O,O,O,X
STIZJLO,O,X,X,X,O,X,O,X,X,X,X
STIZJOL,O,X,O,O,O,X,O,X,X,X,X
STIZOLJ,X,O,X,X,X,X,O,O,X,X,X
STIZOJL,O,X,X,X,O,X,O,X,X,X,X
STIOLJZ,X,O,X,X,X,X,X,O,X,X,X
STIOLZJ,X,O,X,X,X,O,X,O,O,O,X
STIOJLZ,X,O,O,O,X,X,X,O,X,X,X
STIOJZL,X,O,O,O,X,X,X,O,X,X,X
STIOZLJ,X,O,X,X,X,X,X,O,X,X,X
STIOZJL,O,X,X,X,O,X,X,X,X,X,X
STLIJZO,O,X,O,X,O,X,X,O,O,O,X
STLIJOZ,X,X,O,O,O,X,X,O,O,X,X
STLIZJO,O,X,O,X,O,X,O,X,O,O,X
STLIZOJ,O,X,X,X,O,X,O,O,O,O,X
STLIOJZ,X,O,O,X,O,X,X,O,X,X,X
STLIOZJ,O,O,X,X,O,O,X,O,O,O,X
STLJIZO,O,X,O,X,O,X,X,O,O,O,X
STLJIOZ,X,X,O,O,O,X,X,O,O,X,X
STLJZIO,O,X,O,O,O,X,O,O,O,O,X
STLJZOI,O,X,O,O,O,X,O,X,O,O,X
STLJOIZ,X,X,O,O,O,X,X,O,O,X,X
STLJOZI,X,X,O,O,O,X,X,X,O,X,X
STLZIJO,O,X,O,X,O,X,O,X,O,O,X
STLZIOJ,O,X,X,X,O,X,O,O,O,O,X
STLZJIO,O,X,O,X,O,X,O,X,O,O,X
STLZJOI,O,X,O,X,O,X,O,X,O,O,X
STLZOIJ,O,X,X,X,O,X,O,X,O,O,X
STLZOJI,O,X,X,X,O,X,O,X,O,O,X
STLOIJZ,X,O,O,X,O,X,X,O,X,X,X
STLOIZJ,O,O,X,X,O,O,X,O,O,O,X
STLOJIZ,X,O,O,X,O,O,X,O,X,X,X
STLOJZI,X,O,O,X,O,O,X,O,X,X,X
STLOZIJ,O,O,X,X,O,O,O,O,O,O,X
STLOZJI,O,O,X,X,O,O,O,O,O,O,X
STJILZO,X,X,O,X,X,X,X,O,O,O,X
STJILOZ,X,O,O,O,X,X,X,O,O,X,X
STJIZLO,O,X,X,O,X,X,X,O,O,X,X
STJIZOL,O,O,O,O,X,X,X,O,X,X,X
STJIOLZ,X,O,O,O,X,X,X,O,O,X,X
STJIOZL,X,O,O,O,X,X,X,O,X,X,X
STJLIZO,X,X,O,X,X,X,X,O,O,O,X
STJLIOZ,X,O,O,O,X,X,X,O,O,X,X
STJLZIO,X,X,O,O,X,X,O,O,O,O,X
STJLZOI,X,X,O,O,X,X,O,X,O,O,X
STJLOIZ,X,O,O,O,X,X,X,O,O,X,X
STJLOZI,X,O,O,O,X,X,X,O,O,X,X
STJZILO,O,X,X,O,X,X,O,O,O,X,X
STJZIOL,O,O,O,O,X,X,O,O,X,X,X
STJZLIO,O,X,X,O,X,X,O,O,O,X,X
STJZLOI,O,X,X,O,X,X,O,X,O,X,X
STJZOIL,O,O,O,O,X,X,O,O,X,X,X
STJZOLI,O,O,O,O,X,X,O,O,X,X,X
STJOILZ,X,O,O,O,X,X,X,O,O,X,O
STJOIZL,X,O,O,O,X,X,X,O,X,X,O
STJOLIZ,X,O,O,O,X,X,X,O,O,X,O
STJOLZI,X,O,O,O,X,X,X,O,O,X,X
STJOZIL,X,O,O,O,X,X,X,O,X,X,X
STJOZLI,X,O,O,O,X,X,X,O,X,X,X
STZILJO,O,X,X,O,O,X,O,X,O,O,X
STZILOJ,O,X,X,X,O,X,O,O,O,O,X
STZIJLO,O,X,X,O,O,X,O,X,X,X,X
STZIJOL,O,X,O,O,O,X,O,X,X,X,X
STZIOLJ,X,O,X,X,X,X,O,O,X,X,X
STZIOJL,O,X,X,O,O,X,O,X,X,X,X
STZLIJO,O,X,X,O,O,X,O,X,O,O,X
STZLIOJ,O,X,X,X,O,X,O,O,O,O,X
STZLJIO,O,X,X,O,O,X,O,X,O,O,X
STZLJOI,O,X,X,O,O,X,O,X,O,O,X
STZLOIJ,O,X,X,X,O,X,O,X,O,O,X
STZLOJI,O,X,X,X,O,X,O,X,O,O,X
STZJILO,O,X,X,O,O,X,O,X,X,X,X
STZJIOL,O,X,O,O,O,X,O,X,X,X,X
STZJLIO,O,X,X,O,O,X,O,X,X,X,X
STZJLOI,O,X,X,O,O,X,O,X,X,X,X
STZJOIL,O,X,O,O,O,X,O,X,X,X,X
STZJOLI,O,X,O,O,X,X,O,X,X,X,X
STZOILJ,X,O,X,X,X,X,O,O,X,X,X
STZOIJL,O,X,X,O,O,X,O,X,X,X,X
STZOLIJ,X,O,X,X,X,X,O,O,X,X,X
STZOLJI,X,O,X,X,X,X,O,O,X,X,X
STZOJIL,O,X,X,O,O,X,O,O,X,X,X
STZOJLI,O,X,X,O,X,X,O,O,X,X,X
STOILJZ,X,O,X,X,X,X,X,O,X,X,X
STOILZJ,X,O,X,X,X,O,X,O,O,O,X
STOIJLZ,X,O,O,O,X,X,X,O,X,X,X
STOIJZL,X,O,O,O,X,X,X,O,X,X,X
STOIZLJ,X,O,X,X,X,X,X,O,X,X,X
STOIZJL,O,X,X,X,O,X,X,X,X,X,X
STOLIJZ,X,O,X,X,X,X,X,O,X,X,X
STOLIZJ,X,O,X,X,X,O,X,O,O,O,X
STOLJIZ,X,O,X,X,X,O,X,O,X,X,O
STOLJZI,X,O,X,X,X,O,X,O,X,X,X
STOLZIJ,X,O,X,X,X,O,O,O,O,O,X
STOLZJI,X,O,X,X,X,O,O,O,O,O,X
STOJILZ,X,O,O,O,X,X,X,O,X,X,O
STOJIZL,X,O,O,O,X,X,X,O,X,X,O
STOJLIZ,X,O,O,O,X,X,X,O,X,X,O
STOJLZI,X,O,O,O,X,X,X,O,X,X,X
STOJZIL,X,O,O,O,X,X,X,O,X,X,X
STOJZLI,X,O,O,O,X,X,X,O,X,X,X
STOZILJ,X,O,X,X,X,X,O,O,X,X,X
STOZIJL,O,X,X,X,O,X,O,X,X,X,X
STOZLIJ,X,O,X,X,X,X,O,O,X,X,X
STOZLJI,X,O,X,X,X,X,O,O,X,X,X
STOZJIL,O,X,X,X,O,X,O,O,X,X,X
STOZJLI,O,X,X,X,X,X,O,O,X,X,X
SITLJZO,O,X,O,X,O,X,X,O,O,O,X
SITLJOZ,X,X,O,O,O,X,X,O,O,X,X
SITLZJO,O,X,O,X,O,X,O,X,O,O,X
SITLZOJ,O,X,X,X,O,X,O,O,O,O,X
SITLOJZ,X,O,O,X,O,X,X,O,X,X,X
SITLOZJ,O,O,X,X,O,O,X,O,O,O,X
SITJLZO,X,X,O,X,X,X,X,X,O,O,X
SITJLOZ,X,O,O,O,X,X,X,O,O,X,X
SITJZLO,O,X,X,O,X,X,X,X,O,X,X
SITJZOL,O,O,O,O,X,X,X,X,X,X,X
SITJOLZ,X,O,O,O,X,X,X,O,O,X,X
SITJOZL,X,O,O,O,X,X,X,X,X,X,X
SITZLJO,O,X,X,X,O,X,O,X,O,O,X
SITZLOJ,O,X,X,X,O,X,O,O,O,O,X
SITZJLO,O,X,X,X,O,X,O,X,X,X,X
SITZJOL,O,X,O,O,O,X,O,X,X,X,X
SITZOLJ,X,O,X,X,X,X,O,O,X,X,X
SITZOJL,O,X,X,X,O,X,O,X,X,X,X
SITOLJZ,X,O,X,X,X,X,X,O,X,X,X
SITOLZJ,X,O,X,X,X,O,X,O,O,O,X
SITOJLZ,X,O,O,O,X,X,X,O,X,X,X
SITOJZL,X,O,O,O,X,X,X,O,X,X,X
SITOZLJ,X,O,X,X,X,X,X,O,X,X,X
SITOZJL,O,X,X,X,O,X,X,X,X,X,X
SILTJZO,O,X,O,X,O,X,X,O,O,O,X
SILTJOZ,X,X,O,X,O,X,X,O,O,X,X
SILTZJO,O,X,O,X,O,X,X,X,O,O,X
SILTZOJ,O,X,X,X,O,X,X,O,O,O,X
SILTOJZ,X,O,O,X,O,X,X,O,X,X,X
SILTOZJ,O,O,X,X,O,O,X,O,O,O,X
SILJTZO,O,X,O,X,X,O,X,O,O,O,X
SILJTOZ,X,O,O,X,X,O,X,O,O,X,X
SILJZTO,O,X,O,X,O,X,X,O,O,X,X
SILJZOT,O,X,O,X,O,X,X,O,X,X,X
SILJOTZ,X,O,O,O,X,X,X,O,O,X,X
SILJOZT,X,O,O,O,O,X,X,O,X,X,X
SILZTJO,O,X,O,X,O,X,X,X,O,O,X
SILZTOJ,O,X,X,X,O,X,X,O,O,O,X
SILZJTO,O,X,O,X,O,X,X,O,O,X,X
SILZJOT,O,X,O,X,O,X,X,O,X,X,X
SILZOTJ,O,X,X,X,O,X,X,O,X,X,X
SILZOJT,O,X,X,X,O,X,X,O,X,X,X
SILOTJZ,X,O,O,X,X,X,X,O,X,X,X
SILOTZJ,O,O,X,X,O,X,X,O,O,O,X
SILOJTZ,X,O,O,X,X,X,X,O,O,X,X
SILOJZT,X,O,O,X,O,X,X,O,X,X,X
SILOZTJ,O,O,X,X,O,X,X,O,X,X,X
SILOZJT,O,O,X,X,O,X,X,O,X,X,X
