sequence,v115@DhD8FeF8EeF8AeF8JeO/IvhFXbBTcBxdBSlB0mBlqB,v115@DhD8FeF8EeF8AeF8JeK/IvhFzaBGcBxdB3gB0mBlqB,v115@DhD8FeF8EeF8AeF8JeO/IvhFXcBxdBzfBqmB0gBlqB,v115@DhD8FeF8EeF8AeF8JeO/IvhF0bBxdBzfBqmBXhBlqB,v115@DhD8FeF8EeF8AeF8Jem6IvhFShBxdBTfB3gB0mBlqB,v115@DhD8FeF8EeF8AeF8JeO/IvhF8fBxdBzgBqmB/qBFrB,v115@DhD8FeF8EeF8AeF8JeT6IvhF/gBFcBxdBqmBmkB8qB,v115@DhD8FeF8EeF8AeF8JeO/IvhFXbBxdBSlBThB0mBlqB,v115@DhD8FeF8EeF8AeF8JeO/IvhFTcBxdBCgB0gB/qB1wB,v115@DhD8FeF8EeF8AeF8Jei6IvhFchBxdB3fBTlB1rBuqB,v115@DhD8FeF8EeF8AeF8Jem6IvhFCcBxdBTfB/qBFrB0rB
JZILOTS,O,O,O,O,O,X,O,X,X,X,X
JZILOST,O,O,O,O,O,O,O,X,X,X,X
JZISTLO,O,O,X,X,X,O,O,X,X,X,X
JZISTOL,O,O,X,X,X,X,O,X,X,X,X
JZISLTO,O,O,X,X,X,O,O,X,X,X,X
JZISLOT,O,O,X,X,X,O,O,X,X,X,X
JZISOTL,O,X,X,X,X,X,O,X,X,X,X
JZISOLT,O,O,X,X,X,O,O,X,X,X,X
JZIOTLS,O,O,O,O,O,X,O,X,X,X,X
JZIOTSL,O,O,X,X,O,X,O,X,X,X,X
JZIOLTS,O,O,O,O,O,X,O,X,X,X,X
JZIOLST,O,O,O,O,O,O,O,X,X,X,X
JZIOSTL,O,X,X,X,X,X,O,X,X,X,X
JZIOSLT,O,O,X,X,O,O,O,X,X,X,X
JZLTISO,O,O,X,X,X,O,O,O,X,X,X
JZLTIOS,O,O,O,O,X,X,O,O,O,X,X
JZLTSIO,O,O,X,X,X,O,O,O,X,X,X
JZLTSOI,O,O,X,X,X,O,O,O,X,X,X
JZLTOIS,O,O,O,O,X,X,O,O,O,X,X
JZLTOSI,O,O,O,O,X,X,O,O,O,X,X
JZLITSO,O,O,X,X,X,O,O,O,X,X,X
JZLITOS,O,O,O,O,X,X,O,O,O,X,X
JZLISTO,O,O,X,X,X,O,O,O,X,X,X
JZLISOT,O,O,X,X,X,O,O,X,X,X,X
JZLIOTS,O,O,O,O,O,X,O,X,X,X,X
JZLIOST,O,O,O,O,O,O,O,X,X,X,X
JZLSTIO,O,O,X,X,X,O,O,O,X,X,X
JZLSTOI,O,O,X,X,X,O,O,O,X,X,X
JZLSITO,O,O,X,X,X,O,O,O,X,X,X
JZLSIOT,O,O,X,X,X,O,O,X,X,X,X
JZLSOTI,O,O,X,X,X,O,O,X,X,X,X
JZLSOIT,O,O,X,X,X,O,O,X,X,X,X
JZLOTIS,O,O,O,O,O,X,O,X,X,X,X
JZLOTSI,O,O,O,O,O,X,O,X,X,X,X
JZLOITS,O,O,O,O,O,X,O,X,X,X,X
JZLOIST,O,O,O,O,O,O,O,X,X,X,X
JZLOSTI,O,O,O,O,O,O,O,X,X,X,X
JZLOSIT,O,O,O,O,O,O,O,X,X,X,X
JZSTILO,O,O,X,X,X,O,O,X,X,X,X
JZSTIOL,O,O,X,X,X,X,O,X,X,X,X
JZSTLIO,O,O,X,X,X,O,O,X,X,X,X
JZSTLOI,O,O,X,X,X,O,O,X,X,X,X
JZSTOIL,O,O,X,X,X,X,O,X,X,X,X
JZSTOLI,O,O,X,X,X,X,O,X,X,X,X
JZSITLO,O,O,X,X,X,O,O,X,X,X,X
JZSITOL,O,O,X,X,X,X,O,X,X,X,X
JZSILTO,O,O,X,X,X,O,O,X,X,X,X
JZSILOT,O,O,X,X,X,O,O,X,X,X,X
JZSIOTL,O,X,X,X,X,X,O,X,X,X,X
JZSIOLT,O,O,X,X,X,O,O,X,X,X,X
JZSLTIO,O,O,X,X,X,O,O,X,X,X,X
JZSLTOI,O,O,X,X,X,O,O,X,X,X,X
JZSLITO,O,O,X,X,X,O,O,X,X,X,X
JZSLIOT,O,O,X,X,X,O,O,X,X,X,X
JZSLOTI,O,O,X,X,X,O,O,X,X,X,X
JZSLOIT,O,O,X,X,X,O,O,X,X,X,X
JZSOTIL,O,X,X,X,X,X,O,X,X,X,X
JZSOTLI,O,X,X,X,X,X,O,X,X,X,X
JZSOITL,O,X,X,X,X,X,O,X,X,X,X
JZSOILT,O,O,X,X,X,O,O,X,X,X,X
JZSOLTI,O,O,X,X,X,O,O,X,X,X,X
JZSOLIT,O,O,X,X,X,O,O,X,X,X,X
JZOTILS,O,O,O,O,O,X,O,X,X,X,X
JZOTISL,O,O,X,X,O,X,O,X,X,X,X
JZOTLIS,O,O,O,O,O,X,O,X,X,X,X
JZOTLSI,O,O,O,O,O,X,O,X,X,X,X
JZOTSIL,O,O,X,X,O,X,O,X,X,X,X
JZOTSLI,O,O,X,X,O,X,O,X,X,X,X
JZOITLS,O,O,O,O,O,X,O,X,X,X,X
JZOITSL,O,O,X,X,O,X,O,X,X,X,X
JZOILTS,O,O,O,O,O,X,O,X,X,X,X
JZOILST,O,O,O,O,O,O,O,X,X,X,X
JZOISTL,O,X,X,X,X,X,O,X,X,X,X
JZOISLT,O,O,X,X,O,O,O,X,X,X,X
JZOLTIS,O,O,O,O,O,X,O,X,X,X,X
JZOLTSI,O,O,O,O,O,X,O,X,X,X,X
JZOLITS,O,O,O,O,O,X,O,X,X,X,X
JZOLIST,O,O,O,O,O,O,O,X,X,X,X
JZOLSTI,O,O,O,O,O,O,O,X,X,X,X
JZOLSIT,O,O,O,O,O,O,O,X,X,X,X
JZOSTIL,O,X,X,X,X,X,O,X,X,X,X
JZOSTLI,O,X,X,X,X,X,O,X,X,X,X
JZOSITL,O,X,X,X,X,X,O,X,X,X,X
JZOSILT,O,O,X,X,O,O,O,X,X,X,X
JZOSLTI,O,O,X,X,O,O,O,X,X,X,X
JZOSLIT,O,O,X,X,O,O,O,X,X,X,X
JOTILSZ,O,X,O,O,X,X,X,O,O,X,X
JOTILZS,O,X,O,O,X,X,O,O,O,X,X
JOTISLZ,X,X,O,O,X,X,X,O,O,O,O
JOTISZL,X,X,X,X,X,X,X,X,O,O,O
JOTIZLS,X,X,O,O,O,X,O,O,O,X,X
JOTIZSL,X,X,X,X,X,X,O,X,O,O,X
JOTLISZ,O,X,O,O,X,X,X,O,O,X,X
JOTLIZS,O,X,O,O,X,X,O,O,O,X,X
JOTLSIZ,O,X,O,O,X,X,X,O,O,X,X
JOTLSZI,O,X,O,O,X,X,X,O,O,X,X
JOTLZIS,O,X,O,O,X,X,O,O,O,X,X
JOTLZSI,O,X,O,O,X,X,O,O,O,X,X
JOTSILZ,X,X,O,O,X,X,X,O,O,O,O
JOTSIZL,X,X,X,X,X,X,X,X,O,O,O
JOTSLIZ,X,X,O,O,X,X,X,O,O,O,O
JOTSLZI,X,X,O,O,X,X,X,O,O,O,O
JOTSZIL,X,X,X,X,X,X,X,X,O,O,O
JOTSZLI,X,X,X,X,X,X,X,X,O,O,O
JOTZILS,X,X,O,O,O,X,O,O,O,X,X
JOTZISL,X,X,X,X,X,X,O,X,O,O,X
JOTZLIS,X,X,O,O,O,X,O,O,O,X,X
JOTZLSI,X,X,O,O,O,X,O,O,O,X,X
JOTZSIL,X,X,X,X,X,X,O,X,O,O,X
JOTZSLI,X,X,X,X,X,X,O,X,O,O,X
JOITLSZ,O,X,O,O,X,X,X,O,O,X,X
JOITLZS,O,X,O,O,X,X,O,O,O,X,X
JOITSLZ,X,X,O,O,X,X,X,O,O,O,O
JOITSZL,X,X,X,X,X,X,X,X,O,O,O
JOITZLS,X,X,O,O,O,X,O,O,O,X,X
JOITZSL,X,X,X,X,X,X,O,X,O,O,X
JOILTSZ,O,X,O,O,X,X,X,O,O,X,X
JOILTZS,O,X,O,O,X,X,O,O,O,X,X
JOILSTZ,O,X,O,O,X,X,X,O,X,X,O
JOILSZT,O,X,O,O,X,X,O,X,X,X,X
JOILZTS,O,X,O,O,O,X,O,X,X,X,X
JOILZST,O,X,O,O,O,O,O,X,X,X,X
JOISTLZ,X,X,O,O,X,X,X,X,X,O,O
JOISTZL,X,X,X,X,X,X,X,X,X,O,O
JOISLTZ,X,X,O,O,X,X,X,X,X,O,O
JOISLZT,X,X,O,O,X,X,O,X,X,X,X
JOISZTL,X,X,X,X,X,X,O,X,X,X,O
JOISZLT,X,X,X,X,O,X,O,X,X,X,X
JOIZTLS,O,X,O,O,O,X,O,X,X,X,X
JOIZTSL,O,X,X,X,O,X,O,X,X,X,X
JOIZLTS,O,X,O,O,O,X,O,X,X,X,X
JOIZLST,O,X,O,O,O,O,O,X,X,X,X
JOIZSTL,O,X,X,X,X,X,O,X,X,X,O
JOIZSLT,O,X,X,X,O,O,O,X,X,X,X
JOLTISZ,O,X,O,O,X,X,X,O,O,X,X
JOLTIZS,O,X,O,O,X,X,O,O,O,X,X
JOLTSIZ,O,X,O,O,X,X,X,O,O,X,X
JOLTSZI,O,X,O,O,X,X,X,O,O,X,X
JOLTZIS,O,X,O,O,X,X,O,O,O,X,X
JOLTZSI,O,X,O,O,X,X,O,O,O,X,X
JOLITSZ,O,X,O,O,X,X,X,O,O,X,X
JOLITZS,O,X,O,O,X,X,O,O,O,X,X
JOLISTZ,O,X,O,O,X,X,X,O,X,X,O
JOLISZT,O,X,O,O,X,X,O,X,X,X,X
JOLIZTS,O,X,O,O,O,X,O,X,X,X,X
JOLIZST,O,X,O,O,O,O,O,X,X,X,X
JOLSTIZ,O,X,O,O,X,X,X,O,X,X,O
JOLSTZI,O,X,O,O,X,X,X,O,X,X,O
JOLSITZ,O,X,O,O,X,X,X,O,X,X,O
JOLSIZT,O,X,O,O,X,X,O,X,X,X,X
JOLSZTI,O,X,O,O,X,X,O,X,X,X,X
JOLSZIT,O,X,O,O,X,X,O,X,X,X,X
JOLZTIS,O,X,O,O,O,X,O,X,X,X,X
JOLZTSI,O,X,O,O,O,X,O,X,X,X,X
JOLZITS,O,X,O,O,O,X,O,X,X,X,X
JOLZIST,O,X,O,O,O,O,O,X,X,X,X
JOLZSTI,O,X,O,O,O,O,O,X,X,X,X
JOLZSIT,O,X,O,O,O,O,O,X,X,X,X
JOSTILZ,X,X,O,O,X,X,X,X,X,O,O
JOSTIZL,X,X,X,X,X,X,X,X,X,O,O
JOSTLIZ,X,X,O,O,X,X,X,X,X,O,O
JOSTLZI,X,X,O,O,X,X,X,X,X,O,O
JOSTZIL,X,X,X,X,X,X,X,X,X,O,O
JOSTZLI,X,X,X,X,X,X,X,X,X,O,O
JOSITLZ,X,X,O,O,X,X,X,X,X,O,O
JOSITZL,X,X,X,X,X,X,X,X,X,O,O
JOSILTZ,X,X,O,O,X,X,X,X,X,O,O
JOSILZT,X,X,O,O,X,X,O,X,X,X,X
JOSIZTL,X,X,X,X,X,X,O,X,X,X,O
JOSIZLT,X,X,X,X,O,X,O,X,X,X,X
JOSLTIZ,X,X,O,O,X,X,X,X,X,O,O
JOSLTZI,X,X,O,O,X,X,X,X,X,O,O
JOSLITZ,X,X,O,O,X,X,X,X,X,O,O
JOSLIZT,X,X,O,O,X,X,O,X,X,X,X
JOSLZTI,X,X,O,O,X,X,O,X,X,X,X
JOSLZIT,X,X,O,O,X,X,O,X,X,X,X
JOSZTIL,X,X,X,X,X,X,O,X,X,X,O
JOSZTLI,X,X,X,X,X,X,O,X,X,X,O
JOSZITL,X,X,X,X,X,X,O,X,X,X,O
JOSZILT,X,X,X,X,O,X,O,X,X,X,X
JOSZLTI,X,X,X,X,O,X,O,X,X,X,X
JOSZLIT,X,X,X,X,O,X,O,X,X,X,X
JOZTILS,O,X,O,O,O,X,O,X,X,X,X
JOZTISL,O,X,X,X,O,X,O,X,X,X,X
JOZTLIS,O,X,O,O,O,X,O,X,X,X,X
JOZTLSI,O,X,O,O,O,X,O,X,X,X,X
JOZTSIL,O,X,X,X,O,X,O,X,X,X,X
JOZTSLI,O,X,X,X,O,X,O,X,X,X,X
JOZITLS,O,X,O,O,O,X,O,X,X,X,X
JOZITSL,O,X,X,X,O,X,O,X,X,X,X
JOZILTS,O,X,O,O,O,X,O,X,X,X,X
JOZILST,O,X,O,O,O,O,O,X,X,X,X
JOZISTL,O,X,X,X,X,X,O,X,X,X,O
JOZISLT,O,X,X,X,O,O,O,X,X,X,X
JOZLTIS,O,X,O,O,O,X,O,X,X,X,X
JOZLTSI,O,X,O,O,O,X,O,X,X,X,X
JOZLITS,O,X,O,O,O,X,O,X,X,X,X
JOZLIST,O,X,O,O,O,O,O,X,X,X,X
JOZLSTI,O,X,O,O,O,O,O,X,X,X,X
JOZLSIT,O,X,O,O,O,O,O,X,X,X,X
JOZSTIL,O,X,X,X,X,X,O,X,X,X,O
JOZSTLI,O,X,X,X,X,X,O,X,X,X,O
JOZSITL,O,X,X,X,X,X,O,X,X,X,O
JOZSILT,O,X,X,X,O,O,O,X,X,X,X
JOZSLTI,O,X,X,X,O,O,O,X,X,X,X
JOZSLIT,O,X,X,X,O,O,O,X,X,X,X
STILJZO,O,O,X,X,X,X,X,O,O,X,O
STILJOZ,O,O,O,O,X,X,X,O,O,X,O
STILZJO,O,O,X,X,X,O,X,O,O,X,O
STILZOJ,O,O,O,X,X,O,X,O,O,X,O
STILOJZ,O,O,O,O,X,X,X,O,O,O,O
STILOZJ,O,O,O,O,X,O,X,O,O,O,O
STIJLZO,O,O,X,X,X,X,X,O,O,X,O
STIJLOZ,O,O,O,O,X,X,X,O,O,X,O
STIJZLO,X,O,X,X,X,X,X,X,O,X,O
STIJZOL,X,X,X,X,X,X,X,X,O,X,X
STIJOLZ,X,O,O,O,X,X,X,O,O,X,O
STIJOZL,X,X,X,X,X,X,X,X,O,X,O
STIZLJO,X,O,X,X,X,O,X,X,O,X,O
STIZLOJ,X,O,X,X,X,O,X,X,O,X,O
STIZJLO,X,O,X,X,X,O,X,X,O,X,O
STIZJOL,X,X,X,X,X,X,X,X,O,X,X
STIZOLJ,X,X,X,X,X,X,X,X,O,O,O
STIZOJL,X,X,X,X,X,X,X,X,O,O,O
STIOLJZ,X,O,O,O,X,X,X,O,O,O,O
STIOLZJ,X,O,O,O,X,X,X,O,O,O,O
STIOJLZ,X,O,O,O,X,X,X,O,O,O,O
STIOJZL,X,X,X,X,X,X,X,X,O,O,O
STIOZLJ,X,X,X,X,X,X,X,X,O,O,O
STIOZJL,X,X,X,X,X,X,X,X,O,O,O
STLIJZO,O,O,X,X,X,X,X,O,O,X,O
STLIJOZ,O,O,O,O,X,X,X,O,O,X,O
STLIZJO,O,O,X,X,X,O,X,O,O,X,O
STLIZOJ,O,O,O,X,X,O,X,O,O,X,O
STLIOJZ,O,O,O,O,X,X,X,O,O,O,O
STLIOZJ,O,O,O,O,X,O,X,O,O,O,O
STLJIZO,O,O,X,X,X,X,X,O,O,X,O
STLJIOZ,O,O,O,O,X,X,X,O,O,X,O
STLJZIO,O,O,X,X,X,X,X,O,O,X,O
STLJZOI,O,O,X,X,X,X,X,O,O,X,X
STLJOIZ,O,O,O,O,X,X,X,O,O,X,O
STLJOZI,O,O,O,O,X,X,X,O,O,X,O
STLZIJO,O,O,X,X,X,O,X,O,O,X,O
STLZIOJ,O,O,O,X,X,O,X,O,O,X,O
STLZJIO,O,O,X,X,X,O,X,O,O,X,O
STLZJOI,O,O,X,X,X,O,X,O,O,X,X
STLZOIJ,O,O,O,X,X,O,X,O,O,X,O
STLZOJI,O,O,O,X,X,O,X,O,O,X,O
STLOIJZ,O,O,O,O,X,X,X,O,O,O,O
STLOIZJ,O,O,O,O,X,O,X,O,O,O,O
STLOJIZ,O,O,O,O,X,X,X,O,O,O,O
STLOJZI,O,O,O,O,X,X,X,O,O,O,O
STLOZIJ,O,O,O,O,X,O,X,O,O,O,O
STLOZJI,O,O,O,O,X,O,X,O,O,O,O
STJILZO,O,O,X,X,X,X,X,O,O,X,O
STJILOZ,O,O,O,O,X,X,X,O,O,X,O
STJIZLO,X,O,X,X,X,X,X,X,O,X,O
STJIZOL,X,X,X,X,X,X,X,X,O,X,X
STJIOLZ,X,O,O,O,X,X,X,O,O,X,O
STJIOZL,X,X,X,X,X,X,X,X,O,X,O
STJLIZO,O,O,X,X,X,X,X,O,O,X,O
STJLIOZ,O,O,O,O,X,X,X,O,O,X,O
STJLZIO,O,O,X,X,X,X,X,O,O,X,O
STJLZOI,O,O,X,X,X,X,X,O,O,X,X
STJLOIZ,O,O,O,O,X,X,X,O,O,X,O
STJLOZI,O,O,O,O,X,X,X,O,O,X,O
STJZILO,X,O,X,X,X,X,X,X,O,X,O
STJZIOL,X,X,X,X,X,X,X,X,O,X,X
STJZLIO,X,O,X,X,X,X,X,X,O,X,O
STJZLOI,X,O,X,X,X,X,X,X,O,X,X
STJZOIL,X,X,X,X,X,X,X,X,O,X,X
STJZOLI,X,X,X,X,X,X,X,X,O,X,X
STJOILZ,X,O,O,O,X,X,X,O,O,X,O
STJOIZL,X,X,X,X,X,X,X,X,O,X,O
STJOLIZ,X,O,O,O,X,X,X,O,O,X,O
STJOLZI,X,O,O,O,X,X,X,O,O,X,O
STJOZIL,X,X,X,X,X,X,X,X,O,X,O
STJOZLI,X,X,X,X,X,X,X,X,O,X,O
STZILJO,X,O,X,X,X,O,X,X,O,X,O
STZILOJ,X,O,X,X,X,O,X,X,O,X,O
STZIJLO,X,O,X,X,X,O,X,X,O,X,O
STZIJOL,X,X,X,X,X,X,X,X,O,X,X
STZIOLJ,X,X,X,X,X,X,X,X,O,O,O
STZIOJL,X,X,X,X,X,X,X,X,O,O,O
STZLIJO,X,O,X,X,X,O,X,X,O,X,O
STZLIOJ,X,O,X,X,X,O,X,X,O,X,O
STZLJIO,X,O,X,X,X,O,X,X,O,X,O
STZLJOI,X,O,X,X,X,O,X,X,O,X,X
STZLOIJ,X,O,X,X,X,O,X,X,O,X,O
STZLOJI,X,O,X,X,X,O,X,X,O,X,O
STZJILO,X,O,X,X,X,O,X,X,O,X,O
STZJIOL,X,X,X,X,X,X,X,X,O,X,X
STZJLIO,X,O,X,X,X,O,X,X,O,X,O
STZJLOI,X,O,X,X,X,O,X,X,O,X,X
STZJOIL,X,X,X,X,X,X,X,X,O,X,X
STZJOLI,X,X,X,X,X,X,X,X,O,X,X
STZOILJ,X,X,X,X,X,X,X,X,O,O,O
STZOIJL,X,X,X,X,X,X,X,X,O,O,O
STZOLIJ,X,X,X,X,X,X,X,X,O,O,O
STZOLJI,X,X,X,X,X,X,X,X,O,O,O
STZOJIL,X,X,X,X,X,X,X,X,O,O,O
STZOJLI,X,X,X,X,X,X,X,X,O,O,O
STOILJZ,X,O,O,O,X,X,X,O,O,O,O
STOILZJ,X,O,O,O,X,X,X,O,O,O,O
STOIJLZ,X,O,O,O,X,X,X,O,O,O,O
STOIJZL,X,X,X,X,X,X,X,X,O,O,O
STOIZLJ,X,X,X,X,X,X,X,X,O,O,O
STOIZJL,X,X,X,X,X,X,X,X,O,O,O
STOLIJZ,X,O,O,O,X,X,X,O,O,O,O
STOLIZJ,X,O,O,O,X,X,X,O,O,O,O
STOLJIZ,X,O,O,O,X,X,X,O,O,O,O
STOLJZI,X,O,O,O,X,X,X,O,O,O,O
STOLZIJ,X,O,O,O,X,X,X,O,O,O,O
STOLZJI,X,O,O,O,X,X,X,O,O,O,O
STOJILZ,X,O,O,O,X,X,X,O,O,O,O
STOJIZL,X,X,X,X,X,X,X,X,O,O,O
STOJLIZ,X,O,O,O,X,X,X,O,O,O,O
STOJLZI,X,O,O,O,X,X,X,O,O,O,O
STOJZIL,X,X,X,X,X,X,X,X,O,O,O
STOJZLI,X,X,X,X,X,X,X,X,O,O,O
STOZILJ,X,X,X,X,X,X,X,X,O,O,O
STOZIJL,X,X,X,X,X,X,X,X,O,O,O
STOZLIJ,X,X,X,X,X,X,X,X,O,O,O
STOZLJI,X,X,X,X,X,X,X,X,O,O,O
STOZJIL,X,X,X,X,X,X,X,X,O,O,O
STOZJLI,X,X,X,X,X,X,X,X,O,O,O
SITLJZO,O,O,X,X,X,X,X,O,O,X,O
SITLJOZ,O,O,O,O,X,X,X,O,O,X,O
SITLZJO,O,O,X,X,X,O,X,O,O,X,O
SITLZOJ,O,O,O,X,X,O,X,O,O,X,O
SITLOJZ,O,O,O,O,X,X,X,O,O,O,O
SITLOZJ,O,O,O,O,X,O,X,O,O,O,O
SITJLZO,O,O,X,X,X,X,X,O,O,X,O
SITJLOZ,O,O,O,O,X,X,X,O,O,X,O
SITJZLO,X,O,X,X,X,X,X,X,O,X,O
SITJZOL,X,X,X,X,X,X,X,X,O,X,X
SITJOLZ,X,O,O,O,X,X,X,O,O,X,O
SITJOZL,X,X,X,X,X,X,X,X,O,X,O
SITZLJO,X,O,X,X,X,O,X,X,O,X,O
SITZLOJ,X,O,X,X,X,O,X,X,O,X,O
SITZJLO,X,O,X,X,X,O,X,X,O,X,O
SITZJOL,X,X,X,X,X,X,X,X,O,X,X
SITZOLJ,X,X,X,X,X,X,X,X,O,O,O
SITZOJL,X,X,X,X,X,X,X,X,O,O,O
SITOLJZ,X,O,O,O,X,X,X,O,O,O,O
SITOLZJ,X,O,O,O,X,X,X,O,O,O,O
SITOJLZ,X,O,O,O,X,X,X,O,O,O,O
SITOJZL,X,X,X,X,X,X,X,X,O,O,O
SITOZLJ,X,X,X,X,X,X,X,X,O,O,O
SITOZJL,X,X,X,X,X,X,X,X,O,O,O
SILTJZO,O,O,X,X,X,X,X,O,X,X,O
SILTJOZ,O,O,O,O,X,X,X,O,O,X,O
SILTZJO,O,O,X,X,X,O,O,O,X,X,O
SILTZOJ,O,O,O,X,X,O,O,O,X,X,O
SILTOJZ,O,O,O,O,X,X,X,O,O,O,O
SILTOZJ,O,O,O,O,X,O,X,O,X,O,O
SILJTZO,O,X,X,X,X,X,X,O,X,X,O
SILJTOZ,O,X,O,O,X,X,X,O,O,X,O
SILJZTO,O,X,X,X,X,O,O,O,X,X,X
SILJZOT,O,X,X,X,X,O,O,X,X,X,X
SILJOTZ,O,X,O,O,X,X,X,O,X,O,X
SILJOZT,O,X,O,O,X,O,O,X,X,X,X
SILZTJO,O,O,X,X,X,O,O,O,X,X,X
SILZTOJ,O,O,O,X,X,O,O,O,X,X,X
SILZJTO,O,O,X,X,X,O,O,O,X,X,X
SILZJOT,O,O,X,X,X,O,O,X,X,X,X
SILZOTJ,O,O,X,X,X,O,O,X,X,O,X
SILZOJT,O,O,O,X,X,O,O,X,X,X,X
SILOTJZ,O,O,O,O,X,X,X,O,X,O,O
SILOTZJ,O,O,O,O,X,O,X,O,X,O,O
SILOJTZ,O,X,O,O,X,X,X,O,X,O,O
SILOJZT,O,X,O,O,X,O,X,X,X,X,X
SILOZTJ,O,X,X,X,X,O,X,X,X,O,X
SILOZJT,O,O,O,O,X,O,X,X,X,X,X
SIJTLZO,O,X,X,X,X,X,X,O,O,X,O
SIJTLOZ,O,X,O,O,X,X,X,O,O,X,O
SIJTZLO,X,X,X,X,X,X,X,X,O,X,O
SIJTZOL,X,X,X,X,X,X,X,X,O,X,X
SIJTOLZ,X,X,O,O,X,X,X,O,O,X,O
SIJTOZL,X,X,X,X,X,X,X,X,O,X,O
SIJLTZO,O,X,X,X,X,X,X,O,X,X,O
SIJLTOZ,O,X,O,O,X,X,X,O,O,X,O
SIJLZTO,O,X,X,X,X,O,O,O,X,X,X
SIJLZOT,O,X,X,X,X,O,O,X,X,X,X
SIJLOTZ,O,X,O,O,X,X,X,O,X,O,X
SIJLOZT,O,X,O,O,X,O,O,X,X,X,X
SIJZTLO,O,X,X,X,X,O,O,X,X,X,O
SIJZTOL,O,X,X,X,X,X,O,X,X,X,X
SIJZLTO,O,X,X,X,X,O,O,X,X,X,X
SIJZLOT,O,X,X,X,X,O,O,X,X,X,X
SIJZOTL,O,X,X,X,X,X,O,X,X,X,X
SIJZOLT,O,X,X,X,X,O,O,X,X,X,X
SIJOTLZ,X,X,O,O,X,X,X,X,X,O,O
SIJOTZL,X,X,X,X,X,X,X,X,X,O,O
SIJOLTZ,X,X,O,O,X,X,X,X,X,O,O
SIJOLZT,X,X,O,O,X,X,O,X,X,X,X
SIJOZTL,X,X,X,X,X,X,O,X,X,X,O
SIJOZLT,X,X,X,X,X,X,O,X,X,X,X
SIZTLJO,O,O,X,X,X,O,O,X,X,X,O
SIZTLOJ,O,O,X,X,O,O,O,X,X,X,O
SIZTJLO,O,O,X,X,X,O,O,X,X,X,O
SIZTJOL,O,O,X,X,X,X,O,X,X,X,X
SIZTOLJ,O,O,X,X,O,X,X,X,X,X,O
SIZTOJL,O,O,X,X,O,X,X,X,X,X,O
SIZLTJO,O,O,X,X,X,O,O,X,X,X,X
SIZLTOJ,O,O,X,X,X,O,O,X,X,X,X
SIZLJTO,O,O,X,X,X,O,O,X,X,X,X
SIZLJOT,O,O,X,X,X,O,O,X,X,X,X
SIZLOTJ,O,O,X,X,X,O,O,X,X,O,X
SIZLOJT,O,O,X,X,O,O,O,X,X,X,X
SIZJTLO,O,O,X,X,X,O,O,X,X,X,O
SIZJTOL,O,O,X,X,X,X,O,X,X,X,X
SIZJLTO,O,O,X,X,X,O,O,X,X,X,X
SIZJLOT,O,O,X,X,X,O,O,X,X,X,X
SIZJOTL,O,X,X,X,X,X,O,X,X,X,X
SIZJOLT,O,O,X,X,X,O,O,X,X,X,X
SIZOTLJ,O,X,X,X,O,X,X,X,X,O,O
SIZOTJL,O,X,X,X,O,X,X,X,X,O,O
SIZOLTJ,O,O,X,X,X,O,O,X,X,O,X
SIZOLJT,O,O,X,X,O,O,O,X,X,X,X
SIZOJTL,O,X,X,X,X,X,O,X,X,X,O
SIZOJLT,O,O,X,X,O,O,O,X,X,X,X
SIOTLJZ,X,X,O,O,X,X,X,X,X,O,O
SIOTLZJ,X,X,O,O,X,X,X,X,X,O,O
SIOTJLZ,X,X,O,O,X,X,X,X,X,O,O
SIOTJZL,X,X,X,X,X,X,X,X,X,O,O
SIOTZLJ,X,X,X,X,X,X,X,X,X,O,O
SIOTZJL,X,X,X,X,X,X,X,X,X,O,O
SIOLTJZ,X,X,O,O,X,X,X,X,X,O,O
SIOLTZJ,X,X,O,O,X,O,X,X,X,O,O
SIOLJTZ,X,X,O,O,X,X,X,X,X,O,O
SIOLJZT,X,X,O,O,X,O,X,X,X,X,X
SIOLZTJ,X,X,X,X,X,O,X,X,X,O,X
SIOLZJT,X,X,O,O,X,O,X,X,X,X,X
SIOJTLZ,X,X,O,O,X,X,X,X,X,O,O
SIOJTZL,X,X,X,X,X,X,X,X,X,O,O
SIOJLTZ,X,X,O,O,X,X,X,X,X,O,O
SIOJLZT,X,X,O,O,X,X,X,X,X,X,X
SIOJZTL,X,X,X,X,X,X,X,X,X,X,O
SIOJZLT,X,X,X,X,O,X,X,X,X,X,X
SIOZTLJ,X,X,X,X,O,X,X,X,X,O,O
SIOZTJL,X,X,X,X,O,X,X,X,X,O,O
SIOZLTJ,X,X,X,X,X,O,X,X,X,O,X
SIOZLJT,X,X,X,X,O,O,X,X,X,X,X
SIOZJTL,X,X,X,X,X,X,X,X,X,X,O
SIOZJLT,X,X,X,X,O,O,X,X,X,X,X
SLTIJZO,O,O,X,X,X,X,X,O,X,X,O
SLTIJOZ,O,O,O,O,X,X,X,O,O,X,O
SLTIZJO,O,O,X,X,X,O,O,O,X,X,O
SLTIZOJ,O,O,O,X,X,O,O,O,X,X,O
SLTIOJZ,O,O,O,O,X,X,X,O,O,O,O
SLTIOZJ,O,O,O,O,X,O,X,O,X,O,O
SLTJIZO,O,O,X,X,X,X,X,O,X,X,O
SLTJIOZ,O,O,O,O,X,X,X,O,O,X,O
SLTJZIO,O,O,X,X,X,X,X,O,X,X,O
