sequence,v115@1gB8HeB8FeE8EeF8DeG8MeT6IvhFicB9iBfnB5oB8s?BOtB,v115@1gB8HeB8FeE8EeF8DeG8MeT6IvhF/hBRdBcjBOnBqs?B9tB,v115@1gB8HeB8FeE8EeF8DeG8MeT6IvhF/hBRdBSjBNnB8s?B+tB,v115@1gB8HeB8FeE8EeF8DeG8MeT6IvhF/hBRdBOnBtsB6t?BctB,v115@1gB8HeB8FeE8EeF8DeG8MeT6IvhF2hBXeBxsB9tBCn?B0sB,v115@1gB8HeB8FeE8EeF8DeG8MeT6IvhFxcB6jB0hB9sB/t?BmsB,v115@1gB8HeB8FeE8EeF8DeG8MeT6IvhFmcBtiB0hB5oBys?BXtB
ZTOILJS,X,O,X,X,X,X,O
ZTOILSJ,O,O,X,X,X,O,O
ZTOIJLS,X,X,X,X,X,X,O
ZTOIJSL,O,X,X,X,X,O,X
ZTOISLJ,O,O,X,X,X,O,X
ZTOISJL,O,O,X,X,X,O,X
ZTOLIJS,X,O,X,X,X,X,O
ZTOLISJ,O,O,X,X,X,O,O
ZTOLJIS,X,O,X,X,X,X,O
ZTOLJSI,X,O,X,O,X,X,O
ZTOLSIJ,O,O,X,X,X,O,O
ZTOLSJI,O,O,X,O,X,O,O
ZTOJILS,X,X,O,X,X,X,O
ZTOJISL,O,X,O,X,X,O,X
ZTOJLIS,X,O,O,X,X,X,O
ZTOJLSI,X,O,O,O,X,X,O
ZTOJSIL,O,O,O,X,X,O,X
ZTOJSLI,O,O,O,O,X,O,X
ZTOSILJ,O,O,X,X,X,O,X
ZTOSIJL,O,O,X,X,X,O,X
ZTOSLIJ,O,O,X,X,X,O,X
ZTOSLJI,O,O,X,O,X,O,X
ZTOSJIL,O,O,O,X,X,O,X
ZTOSJLI,O,O,O,O,X,O,X
ZITLJSO,X,X,X,X,O,X,O
ZITLJOS,X,X,X,X,O,X,O
ZITLSJO,O,X,X,X,O,O,O
ZITLSOJ,O,X,X,X,O,O,O
ZITLOJS,X,X,X,X,O,X,O
ZITLOSJ,O,X,X,X,O,O,O
ZITJLSO,X,X,X,X,O,X,O
ZITJLOS,X,X,X,X,O,X,O
ZITJSLO,O,X,X,X,O,O,X
ZITJSOL,O,X,X,X,O,O,X
ZITJOLS,X,X,X,X,O,X,O
ZITJOSL,O,X,X,X,O,O,X
ZITSLJO,O,X,X,X,O,O,X
ZITSLOJ,O,X,X,X,O,O,X
ZITSJLO,O,X,X,X,O,O,X
ZITSJOL,O,X,X,X,O,O,X
ZITSOLJ,O,X,X,X,O,O,X
ZITSOJL,O,X,X,X,O,O,X
ZITOLJS,X,X,X,X,O,X,O
ZITOLSJ,O,X,X,X,O,O,O
ZITOJLS,X,X,X,X,O,X,O
ZITOJSL,O,X,X,X,O,O,X
ZITOSLJ,O,X,X,X,O,O,X
ZITOSJL,O,X,X,X,O,O,X
ZILTJSO,X,X,X,X,O,X,O
ZILTJOS,X,X,X,X,O,X,O
ZILTSJO,O,X,X,X,O,O,O
ZILTSOJ,O,X,X,X,O,O,O
ZILTOJS,X,X,X,X,O,X,O
ZILTOSJ,O,X,X,X,O,O,O
ZILJTSO,X,X,X,X,O,X,O
ZILJTOS,X,X,X,X,O,X,O
ZILJSTO,O,X,X,X,X,X,O
ZILJSOT,O,X,X,X,X,X,O
ZILJOTS,X,X,X,X,O,X,O
ZILJOST,O,X,X,X,X,X,O
ZILSTJO,O,X,X,X,X,O,O
ZILSTOJ,O,X,X,X,X,O,O
ZILSJTO,O,X,X,X,X,X,O
ZILSJOT,O,X,X,X,X,X,O
ZILSOTJ,O,X,X,X,X,O,O
ZILSOJT,O,X,X,X,X,X,O
ZILOTJS,X,X,X,X,O,X,O
ZILOTSJ,O,X,X,X,O,O,O
ZILOJTS,X,X,X,X,O,X,O
ZILOJST,O,X,X,X,X,X,O
ZILOSTJ,O,X,X,X,X,O,O
ZILOSJT,O,X,X,X,X,X,O
ZIJTLSO,X,X,X,X,O,X,O
ZIJTLOS,X,X,X,X,O,X,O
ZIJTSLO,O,X,X,X,O,O,X
ZIJTSOL,O,X,X,X,O,O,X
ZIJTOLS,X,X,X,X,O,X,O
ZIJTOSL,O,X,X,X,O,O,X
ZIJLTSO,X,X,X,X,O,X,O
ZIJLTOS,X,X,X,X,O,X,O
ZIJLSTO,O,X,X,X,X,X,O
ZIJLSOT,O,X,X,X,X,X,O
ZIJLOTS,X,X,X,X,O,X,O
ZIJLOST,O,X,X,X,X,X,O
ZIJSTLO,O,X,X,X,O,O,X
ZIJSTOL,O,X,X,X,O,O,X
ZIJSLTO,O,X,X,X,X,X,O
ZIJSLOT,O,X,X,X,X,X,O
ZIJSOTL,O,X,X,X,O,O,X
ZIJSOLT,O,X,X,X,X,X,O
ZIJOTLS,X,X,X,X,O,X,O
ZIJOTSL,O,X,X,X,O,O,X
ZIJOLTS,X,X,X,X,O,X,O
ZIJOLST,O,X,X,X,X,X,O
ZIJOSTL,O,X,X,X,O,O,X
ZIJOSLT,O,X,X,X,X,X,O
ZISTLJO,O,X,X,X,O,O,X
ZISTLOJ,O,X,X,X,O,O,X
ZISTJLO,O,X,X,X,O,O,X
ZISTJOL,O,X,X,X,O,O,X
ZISTOLJ,O,X,X,X,O,O,X
ZISTOJL,O,X,X,X,O,O,X
ZISLTJO,O,X,X,X,X,O,O
ZISLTOJ,O,X,X,X,X,O,O
ZISLJTO,O,X,X,X,X,X,O
ZISLJOT,O,X,X,X,X,X,O
ZISLOTJ,O,X,X,X,X,O,O
ZISLOJT,O,X,X,X,X,X,O
ZISJTLO,O,X,X,X,O,O,X
ZISJTOL,O,X,X,X,O,O,X
ZISJLTO,O,X,X,X,X,X,O
ZISJLOT,O,X,X,X,X,X,O
ZISJOTL,O,X,X,X,O,O,X
ZISJOLT,O,X,X,X,X,X,O
ZISOTLJ,O,X,X,X,O,O,X
ZISOTJL,O,X,X,X,O,O,X
ZISOLTJ,O,X,X,X,X,O,O
ZISOLJT,O,X,X,X,X,X,O
ZISOJTL,O,X,X,X,O,O,X
ZISOJLT,O,X,X,X,X,X,O
ZIOTLJS,X,X,X,X,O,X,O
ZIOTLSJ,O,X,X,X,O,O,O
ZIOTJLS,X,X,X,X,O,X,O
ZIOTJSL,O,X,X,X,O,O,X
ZIOTSLJ,O,X,X,X,O,O,X
ZIOTSJL,O,X,X,X,O,O,X
ZIOLTJS,X,X,X,X,O,X,O
ZIOLTSJ,O,X,X,X,O,O,O
ZIOLJTS,X,X,X,X,O,X,O
ZIOLJST,O,X,X,X,X,X,O
ZIOLSTJ,O,X,X,X,X,O,O
ZIOLSJT,O,X,X,X,X,X,O
ZIOJTLS,X,X,X,X,O,X,O
ZIOJTSL,O,X,X,X,O,O,X
ZIOJLTS,X,X,X,X,O,X,O
ZIOJLST,O,X,X,X,X,X,O
ZIOJSTL,O,X,X,X,O,O,X
ZIOJSLT,O,X,X,X,X,X,O
ZIOSTLJ,O,X,X,X,O,O,X
ZIOSTJL,O,X,X,X,O,O,X
ZIOSLTJ,O,X,X,X,X,O,O
ZIOSLJT,O,X,X,X,X,X,O
ZIOSJTL,O,X,X,X,O,O,X
ZIOSJLT,O,X,X,X,X,X,O
ZLTIJSO,X,O,X,X,X,X,O
ZLTIJOS,X,O,X,X,X,X,O
ZLTISJO,O,O,X,X,X,O,O
ZLTISOJ,O,O,X,X,X,O,O
ZLTIOJS,X,O,X,X,X,X,O
ZLTIOSJ,O,O,X,X,X,O,O
ZLTJISO,X,O,X,X,X,X,O
ZLTJIOS,X,O,X,X,X,X,O
ZLTJSIO,X,O,X,O,X,X,O
ZLTJSOI,X,O,X,O,X,X,O
ZLTJOIS,X,O,X,X,X,X,O
ZLTJOSI,X,O,X,O,X,X,O
ZLTSIJO,O,O,X,X,X,O,O
ZLTSIOJ,O,O,X,X,X,O,O
ZLTSJIO,O,O,X,O,X,O,O
ZLTSJOI,O,O,X,O,X,O,O
ZLTSOIJ,O,O,X,X,X,O,O
ZLTSOJI,O,O,X,O,X,O,O
ZLTOIJS,X,O,X,X,X,X,O
ZLTOISJ,O,O,X,X,X,O,O
ZLTOJIS,X,O,X,X,X,X,O
ZLTOJSI,X,O,X,O,X,X,O
ZLTOSIJ,O,O,X,X,X,O,O
ZLTOSJI,O,O,X,O,X,O,O
ZLITJSO,X,X,X,X,X,X,O
ZLITJOS,X,X,X,X,X,X,O
ZLITSJO,O,X,X,X,X,O,O
ZLITSOJ,O,X,X,X,X,O,O
ZLITOJS,X,X,X,X,X,X,O
ZLITOSJ,O,X,X,X,X,O,O
ZLIJTSO,X,X,X,X,X,X,O
ZLIJTOS,X,X,X,X,X,X,O
ZLIJSTO,O,X,X,X,X,X,O
ZLIJSOT,O,X,X,X,X,X,O
ZLIJOTS,X,X,X,X,X,X,O
ZLIJOST,O,X,X,X,X,X,O
ZLISTJO,O,X,X,X,X,O,O
ZLISTOJ,O,X,X,X,X,O,O
ZLISJTO,O,X,X,X,X,X,O
ZLISJOT,O,X,X,X,X,X,O
ZLISOTJ,O,X,X,X,X,O,O
ZLISOJT,O,X,X,X,X,X,O
ZLIOTJS,X,X,X,X,X,X,O
ZLIOTSJ,O,X,X,X,X,O,O
ZLIOJTS,X,X,X,X,X,X,O
ZLIOJST,O,X,X,X,X,X,O
ZLIOSTJ,O,X,X,X,X,O,O
ZLIOSJT,O,X,X,X,X,X,O
ZLJTISO,X,O,X,X,X,X,O
ZLJTIOS,X,O,X,X,X,X,O
ZLJTSIO,X,O,X,X,X,X,O
ZLJTSOI,X,O,X,X,X,X,O
ZLJTOIS,X,O,X,X,X,X,O
ZLJTOSI,X,O,X,X,X,X,O
ZLJITSO,X,X,X,X,X,X,O
ZLJITOS,X,X,X,X,X,X,O
ZLJISTO,O,X,X,X,X,X,O
ZLJISOT,O,X,X,X,X,X,O
ZLJIOTS,X,X,X,X,X,X,O
ZLJIOST,O,X,X,X,X,X,O
ZLJSTIO,O,O,X,X,X,X,O
ZLJSTOI,O,O,X,X,X,X,O
ZLJSITO,O,X,X,X,X,X,O
ZLJSIOT,O,X,X,X,X,X,O
ZLJSOTI,O,O,X,X,X,X,O
ZLJSOIT,O,X,X,X,X,X,O
ZLJOTIS,X,O,X,X,X,X,O
ZLJOTSI,X,O,X,X,X,X,O
ZLJOITS,X,X,X,X,X,X,O
ZLJOIST,O,X,X,X,X,X,O
ZLJOSTI,O,O,X,X,X,X,O
ZLJOSIT,O,X,X,X,X,X,O
ZLSTIJO,O,O,X,X,X,X,O
ZLSTIOJ,O,O,X,X,X,X,O
ZLSTJIO,O,O,X,O,X,X,O
ZLSTJOI,O,O,X,O,X,X,O
ZLSTOIJ,O,O,X,X,X,X,O
ZLSTOJI,O,O,X,O,X,X,O
ZLSITJO,O,X,X,X,X,O,O
ZLSITOJ,O,X,X,X,X,O,O
ZLSIJTO,O,X,X,X,X,X,O
ZLSIJOT,O,X,X,X,X,X,O
ZLSIOTJ,O,X,X,X,X,O,O
ZLSIOJT,O,X,X,X,X,X,O
ZLSJTIO,O,O,X,X,X,X,O
ZLSJTOI,O,O,X,X,X,X,O
ZLSJITO,O,X,X,X,X,X,O
ZLSJIOT,O,X,X,X,X,X,O
ZLSJOTI,O,O,X,X,X,X,O
ZLSJOIT,O,X,X,X,X,X,O
ZLSOTIJ,O,O,X,X,X,X,O
ZLSOTJI,O,O,X,O,X,X,O
ZLSOITJ,O,X,X,X,X,O,O
ZLSOIJT,O,X,X,X,X,X,O
ZLSOJTI,O,O,X,X,X,X,O
ZLSOJIT,O,X,X,X,X,X,O
ZLOTIJS,X,O,X,X,X,X,O
ZLOTISJ,O,O,X,X,X,O,O
ZLOTJIS,X,O,X,X,X,X,O
ZLOTJSI,X,O,X,O,X,X,O
ZLOTSIJ,O,O,X,X,X,O,O
ZLOTSJI,O,O,X,O,X,O,O
ZLOITJS,X,X,X,X,X,X,O
ZLOITSJ,O,X,X,X,X,O,O
ZLOIJTS,X,X,X,X,X,X,O
ZLOIJST,O,X,X,X,X,X,O
ZLOISTJ,O,X,X,X,X,O,O
ZLOISJT,O,X,X,X,X,X,O
ZLOJTIS,X,O,X,X,X,X,O
ZLOJTSI,X,O,X,X,X,X,O
ZLOJITS,X,X,X,X,X,X,O
ZLOJIST,O,X,X,X,X,X,O
ZLOJSTI,O,O,X,X,X,X,O
ZLOJSIT,O,X,X,X,X,X,O
ZLOSTIJ,O,O,X,X,X,X,O
ZLOSTJI,O,O,X,O,X,X,O
ZLOSITJ,O,X,X,X,X,O,O
ZLOSIJT,O,X,X,X,X,X,O
ZLOSJTI,O,O,X,X,X,X,O
ZLOSJIT,O,X,X,X,X,X,O
ZJTILSO,X,X,O,X,X,X,O
ZJTILOS,X,X,O,X,X,X,O
ZJTISLO,O,X,O,X,X,O,X
ZJTISOL,O,X,O,X,X,O,X
ZJTIOLS,X,X,O,X,X,X,O
ZJTIOSL,O,X,O,X,X,O,X
ZJTLISO,X,X,O,X,X,X,O
ZJTLIOS,X,X,O,X,X,X,O
ZJTLSIO,X,X,O,O,X,X,O
ZJTLSOI,X,X,O,O,X,X,O
ZJTLOIS,X,X,O,X,X,X,O
ZJTLOSI,X,X,O,O,X,X,O
ZJTSILO,O,X,O,X,X,O,X
ZJTSIOL,O,X,O,X,X,O,X
ZJTSLIO,O,X,O,O,X,O,X
ZJTSLOI,O,X,O,O,X,O,X
ZJTSOIL,O,X,O,X,X,O,X
ZJTSOLI,O,X,O,O,X,O,X
ZJTOILS,X,X,O,X,X,X,O
ZJTOISL,O,X,O,X,X,O,X
ZJTOLIS,X,X,O,X,X,X,O
ZJTOLSI,X,X,O,O,X,X,O
ZJTOSIL,O,X,O,X,X,O,X
ZJTOSLI,O,X,O,O,X,O,X
ZJITLSO,X,X,O,X,O,X,O
ZJITLOS,X,X,O,X,O,X,O
ZJITSLO,O,X,O,X,O,O,X
ZJITSOL,O,X,O,X,O,O,X
ZJITOLS,X,X,O,X,O,X,O
ZJITOSL,O,X,O,X,O,O,X
ZJILTSO,X,X,O,X,O,X,O
ZJILTOS,X,X,O,X,O,X,O
ZJILSTO,O,X,X,X,X,X,O
ZJILSOT,O,X,X,X,X,X,O
ZJILOTS,X,X,O,X,O,X,O
ZJILOST,O,X,X,X,X,X,O
ZJISTLO,O,X,O,X,O,O,X
ZJISTOL,O,X,O,X,O,O,X
ZJISLTO,O,X,X,X,X,X,O
ZJISLOT,O,X,X,X,X,X,O
ZJISOTL,O,X,O,X,O,O,X
ZJISOLT,O,X,X,X,X,X,O
ZJIOTLS,X,X,O,X,O,X,O
ZJIOTSL,O,X,O,X,O,O,X
ZJIOLTS,X,X,O,X,O,X,O
ZJIOLST,O,X,X,X,X,X,O
ZJIOSTL,O,X,O,X,O,O,X
ZJIOSLT,O,X,X,X,X,X,O
ZJLTISO,X,O,O,X,X,X,O
ZJLTIOS,X,O,O,X,X,X,O
ZJLTSIO,X,O,O,X,X,X,O
ZJLTSOI,X,O,O,X,X,X,O
ZJLTOIS,X,O,O,X,X,X,O
ZJLTOSI,X,O,O,X,X,X,O
ZJLITSO,X,X,O,X,X,X,O
ZJLITOS,X,X,O,X,X,X,O
ZJLISTO,O,X,X,X,X,X,O
ZJLISOT,O,X,X,X,X,X,O
ZJLIOTS,X,X,O,X,X,X,O
ZJLIOST,O,X,X,X,X,X,O
ZJLSTIO,O,O,O,X,X,X,O
ZJLSTOI,O,O,O,X,X,X,O
ZJLSITO,O,X,X,X,X,X,O
ZJLSIOT,O,X,X,X,X,X,O
ZJLSOTI,O,O,O,X,X,X,O
ZJLSOIT,O,X,X,X,X,X,O
ZJLOTIS,X,O,O,X,X,X,O
ZJLOTSI,X,O,O,X,X,X,O
ZJLOITS,X,X,O,X,X,X,O
ZJLOIST,O,X,X,X,X,X,O
ZJLOSTI,O,O,O,X,X,X,O
ZJLOSIT,O,X,X,X,X,X,O
ZJSTILO,O,X,O,X,X,X,X
ZJSTIOL,O,X,O,X,X,X,X
ZJSTLIO,O,X,O,O,X,X,X
ZJSTLOI,O,X,O,O,X,X,X
ZJSTOIL,O,X,O,X,X,X,X
ZJSTOLI,O,X,O,O,X,X,X
ZJSITLO,O,X,O,X,X,O,X
ZJSITOL,O,X,O,X,X,O,X
ZJSILTO,O,X,X,X,X,X,O
ZJSILOT,O,X,X,X,X,X,O
ZJSIOTL,O,X,O,X,X,O,X
ZJSIOLT,O,X,X,X,X,X,O
ZJSLTIO,O,O,O,X,X,X,O
ZJSLTOI,O,O,O,X,X,X,O
ZJSLITO,O,X,X,X,X,X,O
ZJSLIOT,O,X,X,X,X,X,O
ZJSLOTI,O,O,O,X,X,X,O
ZJSLOIT,O,X,X,X,X,X,O
ZJSOTIL,O,X,O,X,X,X,X
ZJSOTLI,O,X,O,O,X,X,X
ZJSOITL,O,X,O,X,X,O,X
ZJSOILT,O,X,X,X,X,X,O
ZJSOLTI,O,O,O,X,X,X,O
ZJSOLIT,O,X,X,X,X,X,O
ZJOTILS,X,X,O,X,X,X,O
ZJOTISL,O,X,O,X,X,O,X
ZJOTLIS,X,X,O,X,X,X,O
ZJOTLSI,X,X,O,O,X,X,O
ZJOTSIL,O,X,O,X,X,O,X
ZJOTSLI,O,X,O,O,X,O,X
ZJOITLS,X,X,O,X,O,X,O
ZJOITSL,O,X,O,X,O,O,X
ZJOILTS,X,X,O,X,O,X,O
ZJOILST,O,X,X,X,X,X,O
ZJOISTL,O,X,O,X,O,O,X
ZJOISLT,O,X,X,X,X,X,O
ZJOLTIS,X,O,O,X,X,X,O
ZJOLTSI,X,O,O,X,X,X,O
ZJOLITS,X,X,O,X,X,X,O
ZJOLIST,O,X,X,X,X,X,O
ZJOLSTI,O,O,O,X,X,X,O
ZJOLSIT,O,X,X,X,X,X,O
ZJOSTIL,O,X,O,X,X,X,X
ZJOSTLI,O,X,O,O,X,X,X
ZJOSITL,O,X,O,X,X,O,X
ZJOSILT,O,X,X,X,X,X,O
ZJOSLTI,O,O,O,X,X,X,O
ZJOSLIT,O,X,X,X,X,X,O
ZSTILJO,O,O,X,X,X,O,X
ZSTILOJ,O,O,X,X,X,O,X
ZSTIJLO,O,X,X,X,X,O,X
ZSTIJOL,O,O,X,X,X,O,X
ZSTIOLJ,O,O,X,X,X,O,X
ZSTIOJL,O,O,X,X,X,O,X
ZSTLIJO,O,O,X,X,X,O,X
ZSTLIOJ,O,O,X,X,X,O,X
ZSTLJIO,O,O,X,O,X,O,X
ZSTLJOI,O,O,X,O,X,O,X
ZSTLOIJ,O,O,X,X,X,O,X
ZSTLOJI,O,O,X,O,X,O,X
ZSTJILO,O,X,O,X,X,O,X
ZSTJIOL,O,O,O,X,X,O,X
ZSTJLIO,O,O,O,O,X,O,X
ZSTJLOI,O,O,O,O,X,O,X
ZSTJOIL,O,O,O,X,X,O,X
ZSTJOLI,O,O,O,O,X,O,X
ZSTOILJ,O,O,X,X,X,O,X
ZSTOIJL,O,O,X,X,X,O,X
ZSTOLIJ,O,O,X,X,X,O,X
ZSTOLJI,O,O,X,O,X,O,X
ZSTOJIL,O,O,O,X,X,O,X
ZSTOJLI,O,O,O,O,X,O,X
ZSITLJO,O,X,X,X,X,O,X
ZSITLOJ,O,X,X,X,X,O,X
ZSITJLO,O,X,X,X,X,O,X
ZSITJOL,O,X,X,X,X,O,X
ZSITOLJ,O,X,X,X,X,O,X
ZSITOJL,O,X,X,X,X,O,X
ZSILTJO,O,X,X,X,X,O,O
ZSILTOJ,O,X,X,X,X,O,O
ZSILJTO,O,X,X,X,X,X,O
ZSILJOT,O,X,X,X,X,X,O
ZSILOTJ,O,X,X,X,X,O,O
ZSILOJT,O,X,X,X,X,X,O
ZSIJTLO,O,X,X,X,X,O,X
ZSIJTOL,O,X,X,X,X,O,X
ZSIJLTO,O,X,X,X,X,X,O
ZSIJLOT,O,X,X,X,X,X,O
ZSIJOTL,O,X,X,X,X,O,X
ZSIJOLT,O,X,X,X,X,X,O
ZSIOTLJ,O,X,X,X,X,O,X
ZSIOTJL,O,X,X,X,X,O,X
ZSIOLTJ,O,X,X,X,X,O,O
ZSIOLJT,O,X,X,X,X,X,O
ZSIOJTL,O,X,X,X,X,O,X
ZSIOJLT,O,X,X,X,X,X,O
ZSLTIJO,O,O,X,X,X,O,O
ZSLTIOJ,O,O,X,X,X,O,O
ZSLTJIO,O,O,X,O,X,O,O
ZSLTJOI,O,O,X,O,X,O,O
ZSLTOIJ,O,O,X,X,X,O,O
ZSLTOJI,O,O,X,O,X,O,O
ZSLITJO,O,X,X,X,X,O,O
ZSLITOJ,O,X,X,X,X,O,O
ZSLIJTO,O,X,X,X,X,X,O
ZSLIJOT,O,X,X,X,X,X,O
ZSLIOTJ,O,X,X,X,X,O,O
ZSLIOJT,O,X,X,X,X,X,O
ZSLJTIO,O,O,X,X,X,X,O
ZSLJTOI,O,O,X,X,X,X,O
ZSLJITO,O,X,X,X,X,X,O
ZSLJIOT,O,X,X,X,X,X,O
ZSLJOTI,O,O,X,X,X,X,O
ZSLJOIT,O,X,X,X,X,X,O
ZSLOTIJ,O,O,X,X,X,O,O
ZSLOTJI,O,O,X,O,X,O,O
ZSLOITJ,O,X,X,X,X,O,O
ZSLOIJT,O,X,X,X,X,X,O
ZSLOJTI,O,O,X,X,X,X,O
ZSLOJIT,O,X,X,X,X,X,O
ZSJTILO,O,X,O,X,X,X,X
ZSJTIOL,O,X,O,X,X,X,X
ZSJTLIO,O,X,O,O,X,X,X
ZSJTLOI,O,X,O,O,X,X,X
ZSJTOIL,O,X,O,X,X,X,X
ZSJTOLI,O,X,O,O,X,X,X
ZSJITLO,O,X,O,X,X,O,X
ZSJITOL,O,X,O,X,X,O,X
ZSJILTO,O,X,X,X,X,X,O
ZSJILOT,O,X,X,X,X,X,O
ZSJIOTL,O,X,O,X,X,O,X
ZSJIOLT,O,X,X,X,X,X,O
ZSJLTIO,O,O,O,X,X,X,O
ZSJLTOI,O,O,O,X,X,X,O
ZSJLITO,O,X,X,X,X,X,O
ZSJLIOT,O,X,X,X,X,X,O
ZSJLOTI,O,O,O,X,X,X,O
ZSJLOIT,O,X,X,X,X,X,O
ZSJOTIL,O,X,O,X,X,X,X
ZSJOTLI,O,X,O,O,X,X,X
ZSJOITL,O,X,O,X,X,O,X
ZSJOILT,O,X,X,X,X,X,O
ZSJOLTI,O,O,O,X,X,X,O
ZSJOLIT,O,X,X,X,X,X,O
ZSOTILJ,O,O,X,X,X,O,X
ZSOTIJL,O,O,X,X,X,O,X
ZSOTLIJ,O,O,X,X,X,O,X
ZSOTLJI,O,O,X,O,X,O,X
ZSOTJIL,O,O,O,X,X,O,X
ZSOTJLI,O,O,O,O,X,O,X
ZSOITLJ,O,X,X,X,X,O,X
ZSOITJL,O,X,X,X,X,O,X
ZSOILTJ,O,X,X,X,X,O,O
ZSOILJT,O,X,X,X,X,X,O
ZSOIJTL,O,X,X,X,X,O,X
ZSOIJLT,O,X,X,X,X,X,O
ZSOLTIJ,O,O,X,X,X,O,O
ZSOLTJI,O,O,X,O,X,O,O
ZSOLITJ,O,X,X,X,X,O,O
ZSOLIJT,O,X,X,X,X,X,O
ZSOLJTI,O,O,X,X,X,X,O
ZSOLJIT,O,X,X,X,X,X,O
ZSOJTIL,O,X,O,X,X,X,X
ZSOJTLI,O,X,O,O,X,X,X
ZSOJITL,O,X,O,X,X,O,X
ZSOJILT,O,X,X,X,X,X,O
ZSOJLTI,O,O,O,X,X,X,O
ZSOJLIT,O,X,X,X,X,X,O
ZOTILJS,X,O,X,X,X,X,O
ZOTILSJ,O,O,X,X,X,O,O
ZOTIJLS,X,X,X,X,X,X,O
ZOTIJSL,O,X,X,X,X,O,X
ZOTISLJ,O,O,X,X,X,O,X
ZOTISJL,O,O,X,X,X,O,X
ZOTLIJS,X,O,X,X,X,X,O
ZOTLISJ,O,O,X,X,X,O,O
ZOTLJIS,X,O,X,X,X,X,O
ZOTLJSI,X,O,X,O,X,X,O
ZOTLSIJ,O,O,X,X,X,O,O
ZOTLSJI,O,O,X,O,X,O,O
ZOTJILS,X,X,O,X,X,X,O
ZOTJISL,O,X,O,X,X,O,X
ZOTJLIS,X,O,O,X,X,X,O
ZOTJLSI,X,O,O,O,X,X,O
ZOTJSIL,O,O,O,X,X,O,X
ZOTJSLI,O,O,O,O,X,O,X
ZOTSILJ,O,O,X,X,X,O,X
ZOTSIJL,O,O,X,X,X,O,X
ZOTSLIJ,O,O,X,X,X,O,X
ZOTSLJI,O,O,X,O,X,O,X
ZOTSJIL,O,O,O,X,X,O,X
ZOTSJLI,O,O,O,O,X,O,X
ZOITLJS,X,X,X,X,O,X,O
ZOITLSJ,O,X,X,X,O,O,O
ZOITJLS,X,X,X,X,O,X,O
ZOITJSL,O,X,X,X,O,O,X
ZOITSLJ,O,X,X,X,O,O,X
ZOITSJL,O,X,X,X,O,O,X
ZOILTJS,X,X,X,X,O,X,O
ZOILTSJ,O,X,X,X,O,O,O
ZOILJTS,X,X,X,X,O,X,O
ZOILJST,O,X,X,X,X,X,O
ZOILSTJ,O,X,X,X,X,O,O
ZOILSJT,O,X,X,X,X,X,O
ZOIJTLS,X,X,X,X,O,X,O
ZOIJTSL,O,X,X,X,O,O,X
ZOIJLTS,X,X,X,X,O,X,O
ZOIJLST,O,X,X,X,X,X,O
ZOIJSTL,O,X,X,X,O,O,X
ZOIJSLT,O,X,X,X,X,X,O
ZOISTLJ,O,X,X,X,O,O,X
ZOISTJL,O,X,X,X,O,O,X
ZOISLTJ,O,X,X,X,X,O,O
ZOISLJT,O,X,X,X,X,X,O
ZOISJTL,O,X,X,X,O,O,X
ZOISJLT,O,X,X,X,X,X,O
ZOLTIJS,X,O,X,X,X,X,O
ZOLTISJ,O,O,X,X,X,O,O
ZOLTJIS,X,O,X,X,X,X,O
ZOLTJSI,X,O,X,O,X,X,O
ZOLTSIJ,O,O,X,X,X,O,O
ZOLTSJI,O,O,X,O,X,O,O
ZOLITJS,X,X,X,X,X,X,O
ZOLITSJ,O,X,X,X,X,O,O
ZOLIJTS,X,X,X,X,X,X,O
ZOLIJST,O,X,X,X,X,X,O
ZOLISTJ,O,X,X,X,X,O,O
ZOLISJT,O,X,X,X,X,X,O
ZOLJTIS,X,O,X,X,X,X,O
ZOLJTSI,X,O,X,X,X,X,O
ZOLJITS,X,X,X,X,X,X,O
ZOLJIST,O,X,X,X,X,X,O
ZOLJSTI,O,O,X,X,X,X,O
ZOLJSIT,O,X,X,X,X,X,O
ZOLSTIJ,O,O,X,X,X,X,O
ZOLSTJI,O,O,X,O,X,X,O
ZOLSITJ,O,X,X,X,X,O,O
ZOLSIJT,O,X,X,X,X,X,O
ZOLSJTI,O,O,X,X,X,X,O
ZOLSJIT,O,X,X,X,X,X,O
ZOJTILS,X,X,O,X,X,X,O
ZOJTISL,O,X,O,X,X,O,X
ZOJTLIS,X,X,O,X,X,X,O
ZOJTLSI,X,X,O,O,X,X,O
ZOJTSIL,O,X,O,X,X,O,X
ZOJTSLI,O,X,O,O,X,O,X
ZOJITLS,X,X,O,X,O,X,O
ZOJITSL,O,X,O,X,O,O,X
ZOJILTS,X,X,O,X,O,X,O
ZOJILST,O,X,X,X,X,X,O
ZOJISTL,O,X,O,X,O,O,X
ZOJISLT,O,X,X,X,X,X,O
ZOJLTIS,X,O,O,X,X,X,O
ZOJLTSI,X,O,O,X,X,X,O
ZOJLITS,X,X,O,X,X,X,O
ZOJLIST,O,X,X,X,X,X,O
ZOJLSTI,O,O,O,X,X,X,O
ZOJLSIT,O,X,X,X,X,X,O
ZOJSTIL,O,X,O,X,X,X,X
ZOJSTLI,O,X,O,O,X,X,X
ZOJSITL,O,X,O,X,X,O,X
ZOJSILT,O,X,X,X,X,X,O
ZOJSLTI,O,O,O,X,X,X,O
ZOJSLIT,O,X,X,X,X,X,O
