sequence,v115@7gB8GeF8EeE8DeF8DeC8JeT6IvhFxbBXdB0gBFnBCr?B2wB,v115@7gB8GeF8EeE8DeF8DeC8JeT6IvhFxbBXdBmgBqqBFn?B0rB,v115@7gB8GeF8EeE8DeF8DeC8JeT6IvhFibBFdBulBcmBXn?BRwB,v115@7gB8GeF8EeE8DeF8DeC8JeT6IvhFxcBlgB3hBOsB0l?BSwB,v115@7gB8GeF8EeE8DeF8DeC8JeT6IvhF0cBlgBxmB6qBXn?B2wB,v115@7gB8GeF8EeE8DeF8DeC8JeT6IvhFibB5lB/rBFnBcr?BOsB,v115@7gB8GeF8EeE8DeF8DeC8JeT6IvhFxcB0gBlhBXnB6q?B2wB,v115@7gB8GeF8EeE8DeF8DeC8JeT6IvhF2gBXdBUmBFnBCm?BRwB,v115@7gB8GeF8EeE8DeF8DeC8JeT6IvhFxcB6lB/rBFnBmr?B0qB,v115@7gB8GeF8EeE8DeF8DeC8Jei6IvhFchBGgBVnBzlBXn?BRwB,v115@7gB8GeF8EeE8DeF8DeC8JeT6IvhFxbBXdB6lBFnB0r?BerB
JZTOLSI,O,X,X,X,X,X,O,X,X,O,O
JZTOSIL,O,O,X,O,O,X,O,O,X,X,X
JZTOSLI,O,O,X,O,X,X,O,X,X,X,X
JZITLSO,X,X,X,X,X,X,X,O,X,O,X
JZITLOS,X,X,X,X,O,X,X,O,X,O,X
JZITSLO,X,X,X,X,X,X,X,O,X,O,X
JZITSOL,X,X,X,X,O,X,X,O,X,X,X
JZITOLS,X,X,X,X,O,X,X,O,X,O,X
JZITOSL,X,X,X,X,O,X,O,O,X,X,X
JZILTSO,X,X,X,X,X,X,X,O,X,O,X
JZILTOS,X,X,X,X,O,X,X,O,X,O,X
JZILSTO,X,X,X,O,X,X,X,X,X,X,X
JZILSOT,X,X,X,O,X,X,X,X,X,X,X
JZILOTS,X,X,X,X,O,X,X,O,X,X,X
JZILOST,X,X,X,O,X,X,X,X,X,X,X
JZISTLO,X,X,X,X,X,X,O,O,X,X,X
JZISTOL,X,X,X,O,O,X,O,O,X,X,X
JZISLTO,X,X,X,O,X,X,X,X,X,X,X
JZISLOT,X,X,X,O,X,X,X,X,X,X,X
JZISOTL,X,O,X,O,O,X,O,O,X,X,X
JZISOLT,X,O,X,O,X,X,X,X,X,X,X
JZIOTLS,X,X,X,X,O,X,X,O,X,X,X
JZIOTSL,X,X,X,X,O,X,O,O,X,X,X
JZIOLTS,X,X,X,X,O,X,X,O,X,X,X
JZIOLST,X,X,X,O,X,X,X,X,X,X,X
JZIOSTL,X,O,X,O,O,X,O,O,X,X,X
JZIOSLT,X,O,X,O,X,X,X,X,X,X,X
JZLTISO,O,O,X,X,X,X,X,X,X,O,O
JZLTIOS,O,O,X,X,X,X,X,X,X,O,O
JZLTSIO,O,O,X,O,X,X,X,X,X,O,O
JZLTSOI,O,O,X,O,X,X,X,X,X,O,O
JZLTOIS,O,O,X,X,X,X,X,X,X,O,O
JZLTOSI,O,O,X,O,X,X,O,X,X,O,O
JZLITSO,X,O,X,X,X,X,X,X,X,O,X
JZLITOS,X,O,X,X,X,X,X,X,X,O,X
JZLISTO,X,O,X,O,X,X,X,X,X,X,X
JZLISOT,X,O,X,O,X,X,X,X,X,X,X
JZLIOTS,X,O,X,X,X,X,X,X,X,X,X
JZLIOST,X,O,X,O,X,X,X,X,X,X,X
JZLSTIO,X,O,X,O,X,X,O,X,X,X,X
JZLSTOI,X,O,X,O,X,X,O,X,X,X,X
JZLSITO,X,O,X,O,X,X,X,X,X,X,X
JZLSIOT,X,O,X,O,X,X,X,X,X,X,X
JZLSOTI,X,O,X,O,X,X,O,X,X,X,X
JZLSOIT,X,O,X,O,X,X,X,X,X,X,X
JZLOTIS,O,O,X,X,X,X,X,X,X,X,O
JZLOTSI,O,O,X,O,X,X,O,X,X,X,O
JZLOITS,X,O,X,X,X,X,X,X,X,X,X
JZLOIST,X,O,X,O,X,X,X,X,X,X,X
JZLOSTI,X,O,X,O,X,X,O,X,X,X,X
JZLOSIT,X,O,X,O,X,X,X,X,X,X,X
JZSTILO,X,X,X,X,X,X,O,X,X,X,X
JZSTIOL,X,X,X,O,X,X,O,X,X,X,X
JZSTLIO,X,X,X,X,X,X,O,X,X,X,X
JZSTLOI,X,X,X,X,X,X,O,X,X,X,X
JZSTOIL,X,X,X,O,X,X,O,X,X,X,X
JZSTOLI,X,X,X,O,X,X,O,X,X,X,X
JZSITLO,X,X,X,X,X,X,O,X,X,X,X
JZSITOL,X,X,X,O,X,X,O,X,X,X,X
JZSILTO,X,X,X,O,X,X,X,X,X,X,X
JZSILOT,X,X,X,O,X,X,X,X,X,X,X
JZSIOTL,X,O,X,O,X,X,O,X,X,X,X
JZSIOLT,X,O,X,O,X,X,X,X,X,X,X
JZSLTIO,X,X,X,O,X,X,O,X,X,X,X
JZSLTOI,X,X,X,O,X,X,O,X,X,X,X
JZSLITO,X,X,X,O,X,X,X,X,X,X,X
JZSLIOT,X,X,X,O,X,X,X,X,X,X,X
JZSLOTI,X,X,X,O,X,X,O,X,X,X,X
JZSLOIT,X,X,X,O,X,X,X,X,X,X,X
JZSOTIL,X,X,X,O,X,X,O,O,X,X,X
JZSOTLI,X,X,X,O,X,X,O,X,X,X,X
JZSOITL,X,O,X,O,X,X,O,O,X,X,X
JZSOILT,X,O,X,O,X,X,X,X,X,X,X
JZSOLTI,X,X,X,O,X,X,O,X,X,X,X
JZSOLIT,X,O,X,O,X,X,X,X,X,X,X
JZOTILS,X,X,X,X,O,X,X,X,X,X,X
JZOTISL,O,O,X,X,O,X,O,X,X,X,X
JZOTLIS,O,X,X,X,O,X,X,X,X,X,O
JZOTLSI,O,X,X,X,X,X,O,X,X,X,O
JZOTSIL,O,O,X,O,O,X,O,O,X,X,X
JZOTSLI,O,O,X,O,X,X,O,X,X,X,X
JZOITLS,X,X,X,X,O,X,X,O,X,X,X
JZOITSL,X,X,X,X,O,X,O,O,X,X,X
JZOILTS,X,X,X,X,O,X,X,O,X,X,X
JZOILST,X,X,X,O,X,X,X,X,X,X,X
JZOISTL,X,O,X,O,O,X,O,O,X,X,X
JZOISLT,X,O,X,O,X,X,X,X,X,X,X
JZOLTIS,O,O,X,X,X,X,X,X,X,X,O
JZOLTSI,O,O,X,O,X,X,O,X,X,X,O
JZOLITS,X,O,X,X,X,X,X,X,X,X,X
JZOLIST,X,O,X,O,X,X,X,X,X,X,X
JZOLSTI,X,O,X,O,X,X,O,X,X,X,X
JZOLSIT,X,O,X,O,X,X,X,X,X,X,X
JZOSTIL,X,X,X,O,X,X,O,O,X,X,X
JZOSTLI,X,X,X,O,X,X,O,X,X,X,X
JZOSITL,X,O,X,O,X,X,O,O,X,X,X
JZOSILT,X,O,X,O,X,X,X,X,X,X,X
JZOSLTI,X,X,X,O,X,X,O,X,X,X,X
JZOSLIT,X,O,X,O,X,X,X,X,X,X,X
JOTILSZ,X,O,O,O,X,X,X,O,X,X,X
JOTILZS,X,X,O,X,O,X,X,X,X,O,X
JOTISLZ,X,O,O,O,X,X,O,O,X,X,X
JOTISZL,X,O,O,O,O,X,O,O,X,X,X
JOTIZLS,X,X,O,X,O,X,X,O,X,O,X
JOTIZSL,X,O,O,X,O,X,X,O,X,X,X
JOTLISZ,X,O,O,O,X,X,X,X,X,X,X
JOTLIZS,X,O,O,X,O,X,X,X,X,O,X
JOTLSIZ,O,O,O,O,X,X,X,O,X,X,X
JOTLSZI,O,O,O,O,X,X,X,X,X,X,X
JOTLZIS,O,O,X,X,O,X,X,X,X,O,X
JOTLZSI,O,O,X,O,X,X,X,X,X,O,X
JOTSILZ,O,O,O,O,X,O,O,O,X,X,X
JOTSIZL,O,O,O,O,O,O,O,O,X,X,X
JOTSLIZ,O,O,O,O,X,X,O,O,O,X,X
JOTSLZI,O,O,O,O,X,X,O,X,O,X,X
JOTSZIL,O,O,O,O,O,X,O,O,X,X,X
JOTSZLI,O,O,O,O,X,X,O,X,X,X,X
JOTZILS,X,X,X,X,O,X,X,X,X,X,X
JOTZISL,O,O,X,X,O,X,O,X,X,X,X
JOTZLIS,O,X,X,X,O,X,X,X,X,O,O
JOTZLSI,O,X,X,X,X,X,O,X,X,O,O
JOTZSIL,O,O,X,O,O,X,O,O,X,X,X
JOTZSLI,O,O,X,O,X,X,O,X,X,X,X
JOITLSZ,X,O,O,O,X,X,X,O,X,X,X
JOITLZS,X,X,O,X,O,X,X,X,X,O,X
JOITSLZ,X,O,O,O,X,X,O,O,X,X,X
JOITSZL,X,O,O,O,O,X,O,O,X,X,X
JOITZLS,X,X,O,X,O,X,X,O,X,O,X
JOITZSL,X,O,O,X,O,X,X,O,X,X,X
JOILTSZ,X,O,O,O,X,X,X,O,X,X,X
JOILTZS,X,O,O,X,O,X,X,X,X,O,X
JOILSTZ,X,O,O,O,X,X,O,O,X,X,X
JOILSZT,X,O,O,O,X,X,X,X,X,X,X
JOILZTS,X,O,O,X,O,X,X,O,X,X,X
JOILZST,X,O,O,O,X,X,X,X,X,X,X
JOISTLZ,X,O,O,O,X,O,O,O,X,X,X
JOISTZL,X,O,O,O,O,O,O,O,X,X,X
JOISLTZ,X,O,O,O,X,X,O,O,X,X,X
JOISLZT,X,O,O,O,X,X,X,X,X,X,X
JOISZTL,X,O,O,O,O,X,O,O,X,X,X
JOISZLT,X,O,O,O,X,X,X,X,X,X,X
JOIZTLS,X,X,O,X,O,X,X,O,X,X,X
JOIZTSL,X,X,O,X,O,X,O,O,X,X,X
JOIZLTS,X,X,O,X,O,X,X,O,X,X,X
JOIZLST,X,X,O,O,X,X,X,X,X,X,X
JOIZSTL,X,O,O,O,O,X,O,O,X,X,X
JOIZSLT,X,O,O,O,X,X,X,X,X,X,X
JOLTISZ,X,O,O,O,X,X,X,X,X,X,X
JOLTIZS,X,O,O,X,O,X,X,X,X,O,X
JOLTSIZ,O,O,O,O,X,X,X,O,X,X,X
JOLTSZI,O,O,O,O,X,X,X,X,X,X,X
JOLTZIS,O,O,X,X,O,X,X,X,X,O,X
JOLTZSI,O,O,X,O,X,X,X,X,X,O,X
JOLITSZ,X,O,O,O,X,X,X,O,X,X,X
JOLITZS,X,O,O,X,O,X,X,X,X,O,X
JOLISTZ,X,O,O,O,X,X,O,O,X,X,X
JOLISZT,X,O,O,O,X,X,X,X,X,X,X
JOLIZTS,X,O,O,X,O,X,X,O,X,X,X
JOLIZST,X,O,O,O,X,X,X,X,X,X,X
JOLSTIZ,X,O,O,O,X,X,O,O,O,X,X
JOLSTZI,X,O,O,O,X,X,O,X,O,X,X
JOLSITZ,X,O,O,O,X,X,O,O,X,X,X
JOLSIZT,X,O,O,O,X,X,X,X,X,X,X
JOLSZTI,X,O,O,O,X,X,O,X,X,X,X
JOLSZIT,X,O,X,O,X,X,X,X,X,X,X
JOLZTIS,O,O,X,X,X,X,X,X,X,X,O
JOLZTSI,O,O,X,O,X,X,O,X,X,X,O
JOLZITS,X,O,X,X,X,X,X,X,X,X,X
JOLZIST,X,O,X,O,X,X,X,X,X,X,X
JOLZSTI,X,O,X,O,X,X,O,X,X,X,X
JOLZSIT,X,O,X,O,X,X,X,X,X,X,X
JOSTILZ,O,O,O,O,X,O,O,O,X,X,X
JOSTIZL,O,O,O,O,O,O,O,O,X,X,X
JOSTLIZ,O,O,O,O,X,X,O,O,O,X,X
JOSTLZI,O,O,O,O,X,X,O,X,O,X,X
JOSTZIL,O,O,O,O,O,X,O,O,X,X,X
JOSTZLI,O,O,O,O,X,X,O,X,X,X,X
JOSITLZ,O,O,O,O,X,O,O,O,X,X,X
JOSITZL,O,O,O,O,O,O,O,O,X,X,X
JOSILTZ,X,O,O,O,X,X,O,O,X,X,X
JOSILZT,X,O,O,O,X,X,X,X,X,X,X
JOSIZTL,X,O,O,O,O,X,O,O,X,X,X
JOSIZLT,X,O,O,O,X,X,X,X,X,X,X
JOSLTIZ,X,O,O,O,X,X,O,O,O,X,X
JOSLTZI,X,O,O,O,X,X,O,X,O,X,X
JOSLITZ,X,O,O,O,X,X,O,O,X,X,X
JOSLIZT,X,O,O,O,X,X,X,X,X,X,X
JOSLZTI,X,O,O,O,X,X,O,X,X,X,X
JOSLZIT,X,O,X,O,X,X,X,X,X,X,X
JOSZTIL,X,X,O,O,X,X,O,O,X,X,X
JOSZTLI,X,X,O,O,X,X,O,X,X,X,X
JOSZITL,X,O,O,O,X,X,O,O,X,X,X
JOSZILT,X,O,O,O,X,X,X,X,X,X,X
JOSZLTI,X,X,O,O,X,X,O,X,X,X,X
JOSZLIT,X,O,O,O,X,X,X,X,X,X,X
JOZTILS,X,X,X,X,O,X,X,X,X,X,X
JOZTISL,O,O,X,X,O,X,O,X,X,X,X
JOZTLIS,O,X,X,X,O,X,X,X,X,X,O
JOZTLSI,O,X,X,X,X,X,O,X,X,X,O
JOZTSIL,O,O,X,O,O,X,O,O,X,X,X
JOZTSLI,O,O,X,O,X,X,O,X,X,X,X
JOZITLS,X,X,X,X,O,X,X,O,X,X,X
JOZITSL,X,X,X,X,O,X,O,O,X,X,X
JOZILTS,X,X,X,X,O,X,X,O,X,X,X
JOZILST,X,X,X,O,X,X,X,X,X,X,X
JOZISTL,X,O,X,O,O,X,O,O,X,X,X
JOZISLT,X,O,X,O,X,X,X,X,X,X,X
JOZLTIS,O,O,X,X,X,X,X,X,X,X,O
JOZLTSI,O,O,X,O,X,X,O,X,X,X,O
JOZLITS,X,O,X,X,X,X,X,X,X,X,X
JOZLIST,X,O,X,O,X,X,X,X,X,X,X
JOZLSTI,X,O,X,O,X,X,O,X,X,X,X
JOZLSIT,X,O,X,O,X,X,X,X,X,X,X
JOZSTIL,X,X,X,O,X,X,O,O,X,X,X
JOZSTLI,X,X,X,O,X,X,O,X,X,X,X
JOZSITL,X,O,X,O,X,X,O,O,X,X,X
JOZSILT,X,O,X,O,X,X,X,X,X,X,X
JOZSLTI,X,X,X,O,X,X,O,X,X,X,X
JOZSLIT,X,O,X,O,X,X,X,X,X,X,X
STILJZO,X,O,X,X,X,O,X,X,O,O,X
STILJOZ,O,O,O,X,X,O,X,O,O,X,X
STILZJO,O,O,O,X,X,O,X,O,X,O,X
STILZOJ,O,O,O,X,X,O,X,O,X,X,X
STILOJZ,O,O,O,X,X,O,X,O,O,X,X
STILOZJ,O,O,O,X,X,O,O,O,X,X,X
STIJLZO,X,X,X,X,X,O,X,X,X,O,X
STIJLOZ,X,O,O,X,X,O,O,O,X,X,X
STIJZLO,X,X,O,X,X,O,X,O,X,O,X
STIJZOL,X,O,O,X,O,O,O,O,X,X,X
STIJOLZ,O,O,O,X,X,O,O,O,X,X,X
STIJOZL,O,O,O,X,O,O,O,O,X,X,X
STIZLJO,O,X,O,X,X,O,X,O,X,O,X
STIZLOJ,O,X,O,X,X,O,O,O,X,X,X
STIZJLO,X,X,O,X,X,O,X,O,X,O,X
STIZJOL,O,O,O,X,X,O,O,O,X,X,X
STIZOLJ,O,O,O,X,O,O,O,O,X,X,X
STIZOJL,O,O,O,X,O,O,O,O,X,X,X
STIOLJZ,O,O,O,X,X,O,X,O,O,X,X
STIOLZJ,O,O,O,X,X,O,O,O,X,X,X
STIOJLZ,O,O,O,X,X,O,O,O,X,X,X
STIOJZL,O,O,O,X,O,O,O,O,X,X,X
STIOZLJ,O,O,O,X,O,O,O,O,X,X,X
STIOZJL,O,O,O,X,O,O,O,O,X,X,X
STLIJZO,X,O,X,X,X,O,X,X,O,O,X
STLIJOZ,O,O,O,X,X,O,X,O,O,X,X
STLIZJO,O,O,O,X,X,O,X,O,X,O,X
STLIZOJ,O,O,O,X,X,O,X,O,X,X,X
STLIOJZ,O,O,O,O,X,O,X,O,O,X,X
STLIOZJ,O,O,O,X,X,O,O,O,X,X,X
STLJIZO,X,O,X,X,X,X,X,X,O,O,X
STLJIOZ,O,O,X,X,X,X,X,X,O,X,X
STLJZIO,O,O,X,X,X,X,X,X,O,O,X
STLJZOI,O,O,X,X,X,X,X,X,O,O,X
STLJOIZ,O,O,O,O,X,X,X,O,O,X,X
STLJOZI,O,O,O,O,X,X,X,X,O,X,X
STLZIJO,O,O,O,X,X,X,X,X,X,O,X
STLZIOJ,O,O,O,X,X,X,O,X,X,X,X
STLZJIO,O,O,O,X,X,X,X,X,O,O,X
STLZJOI,O,O,O,X,X,X,X,X,O,O,X
STLZOIJ,O,O,O,X,X,X,O,X,X,X,X
STLZOJI,O,O,O,O,X,X,O,X,O,X,X
STLOIJZ,O,O,O,O,X,O,X,O,O,X,X
STLOIZJ,O,O,O,X,X,O,O,O,X,X,X
STLOJIZ,O,O,O,O,X,X,X,O,O,X,X
STLOJZI,O,O,O,O,X,X,X,X,O,X,X
STLOZIJ,O,O,O,X,X,X,O,X,X,X,X
STLOZJI,O,O,O,O,X,X,O,X,O,X,X
STJILZO,X,X,X,X,X,O,X,X,X,O,X
STJILOZ,X,O,O,O,X,O,O,O,X,X,X
STJIZLO,X,X,O,X,X,O,O,O,X,O,X
STJIZOL,X,O,O,O,O,O,O,O,X,X,X
STJIOLZ,O,O,O,O,X,O,O,O,X,X,X
STJIOZL,O,O,O,O,O,O,O,O,X,X,X
STJLIZO,X,O,X,X,X,X,X,X,O,O,X
STJLIOZ,O,O,X,O,X,X,O,X,O,X,X
STJLZIO,O,O,X,X,X,X,O,X,O,O,X
STJLZOI,O,O,X,X,X,X,O,X,O,O,X
STJLOIZ,O,O,O,O,X,X,O,O,O,X,X
STJLOZI,O,O,O,O,X,X,O,X,O,X,X
STJZILO,X,X,O,X,X,X,O,X,X,X,X
STJZIOL,O,O,O,O,X,X,O,X,X,X,X
STJZLIO,O,X,O,X,X,X,O,X,X,O,X
STJZLOI,O,X,O,X,X,X,O,X,X,O,X
STJZOIL,O,O,O,O,O,X,O,O,X,X,X
STJZOLI,O,O,O,O,X,X,O,X,X,X,X
STJOILZ,O,O,O,O,X,O,O,O,X,X,X
STJOIZL,O,O,O,O,O,O,O,O,X,X,X
STJOLIZ,O,O,O,O,X,X,O,O,O,X,X
STJOLZI,O,O,O,O,X,X,O,X,O,X,X
STJOZIL,O,O,O,O,O,X,O,O,X,X,X
STJOZLI,O,O,O,O,X,X,O,X,X,X,X
STZILJO,O,X,O,X,X,O,X,O,X,O,X
STZILOJ,O,X,O,X,X,O,O,O,X,X,X
STZIJLO,X,X,O,X,X,O,X,O,X,O,X
STZIJOL,O,O,O,X,X,O,O,O,X,X,X
STZIOLJ,O,O,O,X,X,O,O,O,X,X,X
STZIOJL,O,O,O,X,X,O,O,O,X,X,X
STZLIJO,O,O,O,X,X,X,X,X,X,O,X
STZLIOJ,O,O,O,X,X,X,O,X,X,X,X
STZLJIO,O,O,O,X,X,X,X,X,O,O,O
STZLJOI,O,O,O,X,X,X,X,X,O,O,O
STZLOIJ,O,O,O,X,X,X,O,X,X,X,X
STZLOJI,O,O,O,X,X,X,O,X,O,X,O
STZJILO,X,X,O,X,X,X,X,X,X,X,X
STZJIOL,O,O,O,X,X,X,O,X,X,X,X
STZJLIO,O,X,O,X,X,X,X,X,X,O,X
STZJLOI,O,X,O,X,X,X,X,X,X,O,X
STZJOIL,O,O,O,X,X,X,O,O,X,X,X
STZJOLI,O,O,O,X,X,X,O,X,X,X,X
STZOILJ,O,O,O,X,O,O,O,O,X,X,X
STZOIJL,O,O,O,X,O,O,O,O,X,X,X
STZOLIJ,O,O,O,X,X,X,O,X,X,X,X
STZOLJI,O,O,O,X,X,X,O,X,O,X,O
STZOJIL,O,O,O,X,O,X,O,O,X,X,X
STZOJLI,O,O,O,X,X,X,O,X,X,X,X
STOILJZ,O,O,O,X,X,O,X,O,O,X,X
STOILZJ,O,O,O,X,X,O,O,O,X,X,X
STOIJLZ,O,O,O,X,X,O,O,O,X,X,X
STOIJZL,O,O,O,X,O,O,O,O,X,X,X
STOIZLJ,O,O,O,X,O,O,O,O,X,X,X
STOIZJL,O,O,O,X,O,O,O,O,X,X,X
STOLIJZ,O,O,O,O,X,O,X,O,O,X,X
STOLIZJ,O,O,O,X,X,O,O,O,X,X,X
STOLJIZ,O,O,O,O,X,X,X,O,O,X,X
STOLJZI,O,O,O,O,X,X,X,X,O,X,X
STOLZIJ,O,O,O,X,X,X,O,X,X,X,X
STOLZJI,O,O,O,O,X,X,O,X,O,X,X
STOJILZ,O,O,O,O,X,O,O,O,X,X,X
STOJIZL,O,O,O,O,O,O,O,O,X,X,X
STOJLIZ,O,O,O,O,X,X,O,O,O,X,X
STOJLZI,O,O,O,O,X,X,O,X,O,X,X
STOJZIL,O,O,O,O,O,X,O,O,X,X,X
STOJZLI,O,O,O,O,X,X,O,X,X,X,X
STOZILJ,O,O,O,X,O,O,O,O,X,X,X
STOZIJL,O,O,O,X,O,O,O,O,X,X,X
STOZLIJ,O,O,O,X,X,X,O,X,X,X,X
STOZLJI,O,O,O,X,X,X,O,X,O,X,O
STOZJIL,O,O,O,X,O,X,O,O,X,X,X
STOZJLI,O,O,O,X,X,X,O,X,X,X,X
SITLJZO,X,O,X,X,X,O,X,X,O,O,X
SITLJOZ,O,O,O,X,X,O,X,O,O,X,X
SITLZJO,O,O,O,X,X,O,X,O,X,O,X
SITLZOJ,O,O,O,X,X,O,X,O,X,X,X
SITLOJZ,O,O,O,X,X,O,X,O,O,X,X
SITLOZJ,O,O,O,X,X,O,O,O,X,X,X
SITJLZO,X,X,X,X,X,O,X,X,X,O,X
SITJLOZ,X,O,O,X,X,O,O,O,X,X,X
SITJZLO,X,X,O,X,X,O,X,O,X,O,X
SITJZOL,X,O,O,X,O,O,O,O,X,X,X
SITJOLZ,O,O,O,X,X,O,O,O,X,X,X
SITJOZL,O,O,O,X,O,O,O,O,X,X,X
SITZLJO,O,X,O,X,X,O,X,O,X,O,X
SITZLOJ,O,X,O,X,X,O,O,O,X,X,X
SITZJLO,X,X,O,X,X,O,X,O,X,O,X
SITZJOL,O,O,O,X,X,O,O,O,X,X,X
SITZOLJ,O,O,O,X,O,O,O,O,X,X,X
SITZOJL,O,O,O,X,O,O,O,O,X,X,X
SITOLJZ,O,O,O,X,X,O,X,O,O,X,X
SITOLZJ,O,O,O,X,X,O,O,O,X,X,X
SITOJLZ,O,O,O,X,X,O,O,O,X,X,X
SITOJZL,O,O,O,X,O,O,O,O,X,X,X
SITOZLJ,O,O,O,X,O,O,O,O,X,X,X
SITOZJL,O,O,O,X,O,O,O,O,X,X,X
SILTJZO,X,X,X,X,X,O,X,X,O,O,X
SILTJOZ,X,O,O,X,X,O,X,O,O,X,X
SILTZJO,X,X,O,X,X,O,X,O,X,O,X
SILTZOJ,X,X,O,X,X,O,X,O,X,X,X
SILTOJZ,X,O,O,X,X,O,X,O,O,X,X
SILTOZJ,X,X,O,X,X,O,O,O,X,X,X
SILJTZO,X,X,X,X,X,X,X,X,X,O,X
SILJTOZ,X,O,O,X,X,X,O,X,X,X,X
SILJZTO,X,X,O,X,X,X,X,X,X,X,X
SILJZOT,X,O,O,X,X,X,X,X,X,X,X
SILJOTZ,X,O,O,X,X,X,O,O,X,X,X
SILJOZT,X,O,O,X,X,X,X,X,X,X,X
SILZTJO,X,X,O,X,X,X,X,X,X,X,X
SILZTOJ,X,X,O,X,X,X,X,X,X,X,X
SILZJTO,X,X,O,X,X,X,X,X,X,X,X
SILZJOT,X,O,O,X,X,X,X,X,X,X,X
SILZOTJ,X,X,O,X,X,X,X,X,X,X,X
SILZOJT,X,O,O,X,X,X,X,X,X,X,X
SILOTJZ,O,O,O,X,X,O,X,O,O,X,X
SILOTZJ,O,O,O,X,X,O,O,O,X,X,X
SILOJTZ,X,O,O,X,X,X,O,O,X,X,X
SILOJZT,X,O,O,X,X,X,X,X,X,X,X
SILOZTJ,X,X,O,X,X,X,X,X,X,X,X
SILOZJT,X,O,O,X,X,X,X,X,X,X,X
SIJTLZO,X,X,X,O,X,O,X,X,X,O,X
SIJTLOZ,X,X,O,O,X,O,O,O,X,X,X
SIJTZLO,X,X,O,X,X,O,O,O,X,O,X
SIJTZOL,X,X,O,O,O,O,O,O,X,X,X
SIJTOLZ,X,O,O,O,X,O,O,O,X,X,X
SIJTOZL,X,O,O,O,O,O,O,O,X,X,X
SIJLTZO,X,X,X,O,X,X,X,X,X,O,X
SIJLTOZ,X,X,O,O,X,X,O,X,X,X,X
SIJLZTO,X,X,O,O,X,X,X,X,X,X,X
SIJLZOT,X,X,O,O,X,X,X,X,X,X,X
SIJLOTZ,X,O,O,O,X,X,O,O,X,X,X
SIJLOZT,X,O,O,O,X,X,X,X,X,X,X
SIJZTLO,X,X,O,X,X,X,O,O,X,X,X
SIJZTOL,X,X,O,O,O,X,O,O,X,X,X
SIJZLTO,X,X,O,O,X,X,X,X,X,X,X
SIJZLOT,X,X,O,O,X,X,X,X,X,X,X
SIJZOTL,X,O,O,O,O,X,O,O,X,X,X
SIJZOLT,X,O,O,O,X,X,X,X,X,X,X
SIJOTLZ,O,O,O,O,X,O,O,O,X,X,X
SIJOTZL,O,O,O,O,O,O,O,O,X,X,X
SIJOLTZ,X,O,O,O,X,X,O,O,X,X,X
SIJOLZT,X,O,O,O,X,X,X,X,X,X,X
SIJOZTL,X,O,O,O,O,X,O,O,X,X,X
SIJOZLT,X,O,O,O,X,X,X,X,X,X,X
SIZTLJO,X,X,O,X,X,O,X,O,X,X,X
SIZTLOJ,X,X,O,X,X,O,O,O,X,X,X
SIZTJLO,X,X,O,X,X,O,X,O,X,X,X
SIZTJOL,X,X,O,X,X,O,O,O,X,X,X
SIZTOLJ,X,X,O,X,O,O,O,O,X,X,X
SIZTOJL,X,X,O,X,O,O,O,O,X,X,X
SIZLTJO,X,X,O,X,X,X,X,X,X,X,X
SIZLTOJ,X,X,O,X,X,X,X,X,X,X,X
SIZLJTO,X,X,O,X,X,X,X,X,X,X,X
SIZLJOT,X,X,O,X,X,X,X,X,X,X,X
SIZLOTJ,X,X,O,X,X,X,X,X,X,X,X
SIZLOJT,X,X,O,X,X,X,X,X,X,X,X
SIZJTLO,X,X,O,X,X,X,X,O,X,X,X
SIZJTOL,X,X,O,X,X,X,O,O,X,X,X
SIZJLTO,X,X,O,X,X,X,X,X,X,X,X
SIZJLOT,X,X,O,X,X,X,X,X,X,X,X
SIZJOTL,X,O,O,X,X,X,O,O,X,X,X
SIZJOLT,X,O,O,X,X,X,X,X,X,X,X
SIZOTLJ,O,O,O,X,O,O,O,O,X,X,X
SIZOTJL,O,O,O,X,O,O,O,O,X,X,X
SIZOLTJ,X,X,O,X,X,X,X,X,X,X,X
SIZOLJT,X,O,O,X,X,X,X,X,X,X,X
SIZOJTL,X,O,O,X,X,X,O,O,X,X,X
SIZOJLT,X,O,O,X,X,X,X,X,X,X,X
SIOTLJZ,O,O,O,X,X,O,X,O,O,X,X
SIOTLZJ,O,O,O,X,X,O,O,O,X,X,X
SIOTJLZ,O,O,O,X,X,O,O,O,X,X,X
SIOTJZL,O,O,O,X,O,O,O,O,X,X,X
SIOTZLJ,O,O,O,X,O,O,O,O,X,X,X
SIOTZJL,O,O,O,X,O,O,O,O,X,X,X
SIOLTJZ,O,O,O,X,X,O,X,O,O,X,X
SIOLTZJ,O,O,O,X,X,O,O,O,X,X,X
SIOLJTZ,X,O,O,X,X,X,O,O,X,X,X
SIOLJZT,X,O,O,X,X,X,X,X,X,X,X
SIOLZTJ,X,X,O,X,X,X,X,X,X,X,X
SIOLZJT,X,O,O,X,X,X,X,X,X,X,X
SIOJTLZ,O,O,O,O,X,O,O,O,X,X,X
SIOJTZL,O,O,O,O,O,O,O,O,X,X,X
SIOJLTZ,X,O,O,O,X,X,O,O,X,X,X
SIOJLZT,X,O,O,O,X,X,X,X,X,X,X
SIOJZTL,X,O,O,O,O,X,O,O,X,X,X
SIOJZLT,X,O,O,O,X,X,X,X,X,X,X
