sequence,v115@vhH39IcjBOpByrBtsB+tBzpBRwB,v115@vhH//IUbBKpBdqBWrBToBWyBRwB,v115@vhH/BJcjBOpByrBtsB+tBzpBRwB,v115@vhH//IchBKpBdqBWrBToBWyBRwB,v115@vhH6+IZjBXiB9sB+tBTpB2vB0rB,v115@vhHK6IcjB/lBOpBtsB+tBzpBRwB,v115@vhH++I/fBcnBKpBdqBToBWyBRwB,v115@vhHO6I3dBcjBTkBtsB+tByuBRwB,v115@vhHX5IcjBOpByrBtsB+tBzpBRwB,v115@vhH01I/fBKpBdqBWrBToBWyBRwB,v115@vhHT1IcjB/kBalBtsB+tB2uBRwB,v115@vhHT5I/fBGjBKpBdqBUoBWyBRwB,v115@vhHO6IfgBcjBTkBtsB+tByuBRwB,v115@vhHO6IXZBcjBTkBtsB+tByuBRwB,v115@vhHi1I+eBcfBdlB+tBTpB3qBRsB,v115@vhHK6IXZBcjBOpBtsB+tBzpBRwB,v115@vhH01I+eB/fBKpBdqBToBWyBRwB,v115@vhH+7IXhBKoB9rBTnB2uB0qBxxB,v115@vhHK6I3dBcjBOpBtsB+tBzpBRwB,v115@vhH++I/fBUbBKpBdqBToBWyBRwB,v115@vhHT1I3dBcjBifBtsB+tB2uBRwB,v115@vhHT1IXZBcjBifBtsB+tB2uBRwB,v115@vhHK6IOpBTlBNrBUnB/tBWvBRxB,v115@vhHT1I/kBalBtqB0mB+tB2uBxwB,v115@vhHq6IUhB+oBzkBtqB2uB3rBxxB,v115@vhHe+IZkB3hBdsBznBWvBUrBSyB,v115@vhH01ITZB/fB+oBKpBdqBWyBRwB,v115@vhHO/IUhB5oBzkBtqB2uB3rByxB,v115@vhH38I0fBtlB2pBasBTrBGtBxuB,v115@vhHU8IymBTjBtqBWtB2uB3rBxxB,v115@vhHi1IcfBdlB5oB+rBTpB3qBmsB,v115@vhHG5I/jBZkBtnBKrBGqBUsBTtB,v115@vhHX5IcjBifBzkBtsB+tB2uBRwB,v115@vhH01I/fBziB+oBKpBdqBWyBRwB,v115@vhHX5IcjBmfBTkBtsB+tByuBRwB,v115@vhH37IWlBTjBKpBdrBUqBGtBRxB,v115@vhHX5IKfBcjBOqBtsB+tBTpBRwB,v115@vhHu6IzkBtqB0mBftB6tB2uBxwB,v115@vhHT1IdgB/kBRmB+sB6tB2uB0qB,v115@vhHq7IcjB/lBOpBtsB+tBzpBRwB,v115@vhHe9I/fBcnBKpBdqBToBWyBRwB,v115@vhHeAJaoBcqB3mB9sB+tBTpBRwB,v115@vhHq7IcjB/kBTlBtsB+tB2uBRwB,v115@vhHi3IzcBUhB+oBtqB2uB3rBxxB,v115@vhHT3IedBUhB5oBtqB2uB3rByxB,v115@vhHG3IzbBZkB3hBdsBWvBUrBSyB,v115@vhH01I/fB+jBKpBdqBGsBTtBRwB,v115@vhH+DJanBcpB3lB9rB+sBTtBRvB,v115@vhHi1IcfBGeBdlB+tBTpB3qBRsB,v115@vhHKDJThBmkBtqB0nB2uB3rBxxB,v115@vhHKDJThBmkBtqBXnB2uBUtBxwB,v115@vhH+/IaoBcqB3mB9sB+tBTpBRwB,v115@vhHK/IOoBcqB3mB9sB+tBTpBRwB,v115@vhH/DJZkBCgBtnB2qBWvBUsBTtB,v115@vhHe+IOpB8pBXmBdsBznBSyBxvB,v115@vhHK6IXZBcjBTkBtsB+tB2wBxuB,v115@vhHX5IcjBZkBzkBtsB+tBSvB2wB,v115@vhHX5IcjB2kBtsB+tBTpBiqBRwB,v115@vhHT5I2mB8nB5oBtqB2uB3rByxB,v115@vhHT2I/kBalBtqB0mB+tB2uBxwB,v115@vhHX5IcjBTfBypBtsB+tB2wBxuB,v115@vhHG+I/kBNnBUjB2uBxqBSxBTtB,v115@vhHx3I3cBdnBcqBerBStBTpBWxB,v115@vhH/6I2kB8lB5oB9rBTpB2vByxB,v115@vhH++I8fBZkB9lB+tBzpBXrBisB,v115@vhHi3IUhB+oBzkBtqB2uB3rBxxB,v115@vhHG3IZkB3hBdsBznBWvBUrBSyB
SIOTZJL,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,O,X,X
SIOLTJZ,X,O,X,O,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,O,X,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,O,X,X
SIOLTZJ,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,O,O,X,O,X,X,O,X,X
SIOLJTZ,X,O,X,O,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,O,O,O,X,X
SIOLJZT,X,O,X,X,X,O,O,X,X,O,O,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,O,O,O,O,O,X,X,X,O,X,O,O,O,X,O,X,X,X,O,O,O,X,X,O,O,O,X,O,X,O,O,O,X,O,O,O,O,X,X
SIOLZTJ,X,O,X,O,X,X,O,X,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X,O,O,O,O,O,O,X,X,O,X,O,O,O,O,O,O,O,O,X,O,X,O,O,O,X,O,X,O,O,X,X
SIOLZJT,X,O,X,X,X,O,O,X,X,O,O,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,O,O,O,O,X,X,X,O,O,X,O,O,O,O,O,X,O,X,O,O,O,O,O,O,O,O,X,O,X,O,O,O,X,O,O,O,O,X,X
SIOJTLZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O,O,O,X,X
SIOJTZL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,O,O,O,X,X
SIOJLTZ,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,O,O,O,X,X
SIOJLZT,X,X,X,X,X,O,O,X,X,X,O,X,X,X,O,O,O,X,O,O,X,X,O,X,X,X,X,X,O,O,O,O,O,X,X,X,O,X,O,O,X,X,O,X,X,X,O,O,O,X,X,O,O,O,X,O,X,O,O,O,X,O,O,O,O,X,X
SIOJZTL,O,X,O,X,X,O,X,X,O,X,O,X,X,X,O,O,X,X,O,X,X,X,O,O,O,X,X,X,X,X,O,O,O,X,X,X,O,X,O,O,X,O,O,O,X,X,X,O,O,O,O,O,O,O,X,O,X,O,X,O,X,O,O,O,O,O,X
SIOJZLT,O,X,X,X,X,O,O,X,O,X,O,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,O,O,O,X,X,X,O,X,O,O,X,O,O,O,X,X,X,O,O,O,O,O,O,O,X,O,X,O,O,O,X,O,O,O,O,O,X
SIOZTLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,O,X,O,O,X,O,X,O,O,X,X,O,O,O,O,O,O,O,X,O,X,O,X,X,X,O,X,X,O,O,X
SIOZTJL,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,O,X,O,O,X,O,X,O,O,X,X,O,O,O,O,O,O,O,X,O,X,O,X,X,X,O,O,X,O,O,X
SIOZLTJ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X,O,O,O,O,O,O,X,O,O,X,X,O,O,O,O,O,O,O,X,O,X,O,O,O,X,O,X,O,O,O,X
SIOZLJT,O,X,X,X,X,O,O,X,O,X,O,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X,O,O,O,O,O,O,O,X,X,O,O,O,O,O,O,O,X,O,X,O,O,O,X,O,O,O,O,O,X
SIOZJTL,O,X,O,X,X,O,X,X,O,X,O,X,X,X,O,O,X,X,O,X,X,X,O,O,O,X,X,X,X,X,O,O,X,X,X,X,O,X,O,O,X,O,O,O,O,X,X,O,O,O,O,O,O,O,X,O,X,O,X,O,X,O,O,O,O,O,X
SIOZJLT,O,X,X,X,X,O,O,X,O,X,O,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X,O,O,O,O,O,O,O,X,X,O,O,O,O,O,O,O,X,O,X,O,O,O,X,O,O,O,O,O,X
SLTIJZO,X,O,X,O,X,X,O,X,X,O,O,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SLTIJOZ,X,O,X,O,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X
SLTIZJO,X,O,X,O,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,O,O,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SLTIZOJ,X,O,X,O,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,O,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SLTIOJZ,X,O,X,O,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X
SLTIOZJ,X,O,X,O,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,O,X,X
SLTJIZO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SLTJIOZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X
SLTJZIO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SLTJZOI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTJOIZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
SLTJOZI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SLTZIJO,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SLTZIOJ,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SLTZJIO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SLTZJOI,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTZOIJ,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTZOJI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTOIJZ,X,O,X,O,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
SLTOIZJ,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X
SLTOJIZ,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
SLTOJZI,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SLTOZIJ,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
SLTOZJI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
SLITJZO,X,O,X,O,X,X,O,X,X,O,O,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SLITJOZ,X,O,X,O,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X
SLITZJO,X,O,X,O,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,O,O,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SLITZOJ,X,O,X,O,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,O,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SLITOJZ,X,O,X,O,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X
SLITOZJ,X,O,X,O,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,O,X,X
SLIJTZO,X,O,X,O,X,X,O,X,X,O,O,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X
SLIJTOZ,X,O,X,O,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,O,X,X
SLIJZTO,X,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,O,X,X,O,O,O,O,O,O,X,O,O,X,O,X,X,O,O,X,X,X,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,O,X,X,O,X
SLIJZOT,X,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,O,X,X,O,O,O,O,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X,O,O,X,X,O,X,O,O,X
SLIJOTZ,X,O,X,O,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,O,X,O,X,X
SLIJOZT,X,O,X,X,X,X,O,X,X,O,O,X,X,X,O,X,O,X,X,O,O,O,O,X,X,X,O,X,X,O,O,X,O,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,O,X,O,O,X,O,O,X,O,X,X
SLIZTJO,X,O,X,O,X,X,O,O,X,O,X,O,X,O,X,X,O,X,X,O,X,X,O,X,O,O,O,O,X,O,X,X,X,O,O,X,X,O,O,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,O,O
SLIZTOJ,X,O,X,O,X,X,O,O,X,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X,O,O,O,O,X,O,X,X,X,O,O,X,X,O,O,X,O,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,O,O
SLIZJTO,X,O,X,X,X,X,O,O,X,O,O,O,X,O,X,X,O,X,X,O,X,X,O,O,O,O,O,O,X,O,X,X,X,O,O,O,X,O,O,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,O,X,X,O,O
SLIZJOT,X,O,X,X,X,X,O,O,X,O,O,O,X,O,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,O,O,O,X,X,O,X,O,X,X,O,O,O,O,X,X,O,X,X,X,O,X,X,O,O,O,O,X,X,O,X,O,O,O
SLIZOTJ,X,O,X,O,X,X,O,O,X,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X,O,O,O,X,O,X,O,X,O,O,X,X,O,O,X,O,X,X,O,O,O,O,X,X,O,X,X,X,O,X,X,O,O,O,O,X,O,X,O,O,O,O
SLIZOJT,X,O,X,X,X,X,O,O,X,O,O,O,O,O,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,O,X,O,O,O,X,X,O,X,O,X,X,O,O,O,O,X,X,O,X,X,X,O,X,X,O,O,O,O,X,O,O,O,O,O,O
SLIOTJZ,X,O,X,O,X,X,O,X,X,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,O,X,X
SLIOTZJ,X,O,X,O,X,X,O,X,X,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,O,O,X,O,X,X,O,X,X
SLIOJTZ,X,O,X,O,X,X,O,X,X,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,O,O,O,X,X
SLIOJZT,X,O,X,X,X,X,O,O,X,O,O,X,O,O,O,X,O,X,X,O,O,O,O,X,X,X,O,X,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,O,O,O,O,X,O,O,O,O,X,X
SLIOZTJ,X,O,X,O,X,X,O,O,X,O,X,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O,O,X,O,O,O,X,O,O,X,X,O,O,X,O,X,X,X,O,X,O,X,O,O,X,X,X,O,X,X,O,O,O,O,X,O,X,O,O,X,X
SLIOZJT,X,O,X,X,X,X,O,O,X,O,O,O,O,O,O,X,O,X,X,O,X,X,O,X,X,X,O,X,O,O,O,O,X,O,O,O,X,X,O,X,O,X,O,X,O,X,O,X,O,O,X,X,X,O,X,X,O,O,O,O,X,O,O,O,O,X,X
SLJTIZO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X
SLJTIOZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,O,X,X
SLJTZIO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SLJTZOI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLJTOIZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X
SLJTOZI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
SLJITZO,X,O,X,O,X,X,O,X,X,O,O,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X
SLJITOZ,X,O,X,O,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,O,X,X
SLJIZTO,X,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,O,X,X,O,O,O,O,O,X,X,O,O,X,O,X,X,O,O,X,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X
SLJIZOT,X,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,O,X,X,O,O,O,O,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,O,O,X,X,O,X,O,X,X
SLJIOTZ,X,O,X,O,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,O,X,O,X,X
SLJIOZT,X,O,X,X,X,X,O,X,X,O,O,X,X,X,O,X,O,X,X,O,O,O,O,X,X,X,O,X,X,O,O,X,O,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,O,X,O,O,X,O,O,X,O,X,X
SLJZTIO,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X
SLJZTOI,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SLJZITO,X,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,O,X,X,O,O,O,O,X,X,X,O,O,X,O,X,X,O,O,X,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X
SLJZIOT,X,O,X,X,O,X,O,X,X,O,O,O,X,X,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,O,O,X,X,O,X,O,X,X
SLJZOTI,X,X,X,X,O,O,O,X,X,X,O,O,X,X,X,O,O,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
