sequence,v115@zgB8GeD8FeC8GeC8GeG8AeC8Jem7IvhFCdBZjBclBT?iBXmBFsB,v115@zgB8GeD8FeC8GeC8GeG8AeC8Jex7IvhFyhBzdBclBX?mBmnBFsB,v115@zgB8GeD8FeC8GeC8GeG8AeC8Jel7IvhFRdBXhB8mBz?iB2qBisB,v115@zgB8GeD8FeC8GeC8GeG8AeC8Jel7IvhFchBZjB6nBX?iBTlBmrB,v115@zgB8GeD8FeC8GeC8GeG8AeC8Jex7IvhFamBFiB8nBT?lBfsBmsB,v115@zgB8GeD8FeC8GeC8GeG8AeC8Jem9IvhFRhBfoBTgB0?hByqBFsB,v115@zgB8GeD8FeC8GeC8GeG8AeC8Jex8IvhFyiB3gBcmBm?nBTlBFsB,v115@zgB8GeD8FeC8GeC8GeG8AeC8JefCJvhF6iBZjBUhBT?lBmlBFsB,v115@zgB8GeD8FeC8GeC8GeG8AeC8JeR9IvhFFhBTiBeoB0?lBfsBiqB,v115@zgB8GeD8FeC8GeC8GeG8AeC8Je8CJvhF3gBzhBmgBy?sBxqBFsB
JIZOLTS,X,O,X,O,X,X,X,X,X,X
JIZOLST,X,O,X,X,X,X,O,X,X,X
JIZOSTL,O,O,O,X,X,X,X,X,X,X
JIZOSLT,O,O,X,X,X,X,O,X,X,X
JIOTLSZ,X,X,X,O,X,X,X,X,X,X
JIOTLZS,X,X,X,O,X,X,X,X,X,X
JIOTSLZ,X,X,X,O,X,X,X,X,X,X
JIOTSZL,X,X,X,O,X,X,X,X,X,X
JIOTZLS,X,X,X,O,X,X,X,X,X,X
JIOTZSL,X,X,X,O,X,X,X,O,X,X
JIOLTSZ,X,X,X,O,X,X,X,X,X,X
JIOLTZS,X,X,X,O,X,X,X,X,X,X
JIOLSTZ,X,X,X,O,X,X,X,X,X,X
JIOLSZT,X,X,X,O,O,X,X,X,X,O
JIOLZTS,X,O,X,O,X,X,X,X,X,X
JIOLZST,X,O,X,O,O,X,X,X,X,O
JIOSTLZ,X,X,X,O,X,X,X,X,X,X
JIOSTZL,X,X,X,O,X,X,X,X,X,X
JIOSLTZ,X,X,X,O,X,X,X,X,X,X
JIOSLZT,X,O,X,O,X,X,X,X,X,O
JIOSZTL,X,O,X,O,X,X,X,X,X,X
JIOSZLT,X,O,X,O,X,X,X,X,X,X
JIOZTLS,O,O,X,O,X,X,X,X,X,X
JIOZTSL,O,O,X,O,X,X,X,O,X,X
JIOZLTS,X,O,X,O,X,X,X,X,X,X
JIOZLST,X,O,X,O,O,X,X,X,X,X
JIOZSTL,O,O,X,O,X,X,X,X,X,X
JIOZSLT,O,O,X,O,X,X,X,O,X,X
JLTISZO,X,X,O,O,X,O,X,X,X,X
JLTISOZ,X,X,O,X,X,O,X,X,X,X
JLTIZSO,X,X,O,O,X,X,O,X,X,X
JLTIZOS,X,X,O,O,X,X,X,X,X,X
JLTIOSZ,X,X,O,X,X,X,X,X,X,X
JLTIOZS,X,X,O,O,X,X,X,X,X,X
JLTSIZO,X,X,O,O,X,O,X,X,X,X
JLTSIOZ,X,X,O,X,X,O,X,X,X,X
JLTSZIO,X,X,O,O,X,O,X,X,X,X
JLTSZOI,X,X,O,X,X,X,X,X,X,X
JLTSOIZ,X,X,O,X,X,O,X,X,X,X
JLTSOZI,X,X,O,X,X,X,X,X,X,X
JLTZISO,X,X,O,O,X,X,O,X,X,X
JLTZIOS,X,O,O,O,X,X,X,X,X,X
JLTZSIO,X,X,O,O,X,X,O,X,X,X
JLTZSOI,X,X,O,X,X,X,O,X,X,X
JLTZOIS,X,O,O,O,X,X,X,X,X,X
JLTZOSI,X,O,O,X,X,X,X,X,X,X
JLTOISZ,X,X,O,X,X,X,X,X,X,X
JLTOIZS,X,X,O,O,X,X,X,X,X,X
JLTOSIZ,X,X,O,X,X,X,X,X,X,X
JLTOSZI,X,X,O,X,X,X,X,X,X,X
JLTOZIS,X,O,O,O,X,X,X,X,X,X
JLTOZSI,X,O,O,X,X,X,X,X,X,X
JLITSZO,X,X,O,O,X,O,X,X,X,X
JLITSOZ,X,X,O,X,X,O,X,X,X,X
JLITZSO,X,X,O,O,X,X,O,X,X,X
JLITZOS,X,X,O,O,X,X,X,X,X,X
JLITOSZ,X,X,O,X,X,X,X,X,X,X
JLITOZS,X,X,O,O,X,X,X,X,X,X
JLISTZO,X,X,O,O,X,O,X,X,X,X
JLISTOZ,X,X,O,X,X,O,X,X,X,X
JLISZTO,X,X,X,O,X,O,O,X,X,X
JLISZOT,X,X,X,X,X,O,O,X,X,O
JLISOTZ,X,X,O,X,X,O,X,X,X,X
JLISOZT,X,X,X,X,X,O,X,X,X,O
JLIZTSO,X,X,O,O,X,X,O,X,X,X
JLIZTOS,O,O,O,O,X,X,X,X,X,X
JLIZSTO,O,X,O,O,X,X,O,X,X,X
JLIZSOT,O,O,O,X,X,X,O,X,X,O
JLIZOTS,X,O,O,O,X,X,X,X,X,X
JLIZOST,X,O,O,X,X,X,O,X,X,O
JLIOTSZ,X,X,O,O,X,X,X,X,X,X
JLIOTZS,X,X,O,O,X,X,X,X,X,X
JLIOSTZ,X,X,O,O,X,X,X,X,X,X
JLIOSZT,X,X,O,O,X,X,X,X,X,O
JLIOZTS,X,O,O,O,X,X,X,X,X,X
JLIOZST,X,O,O,O,X,X,O,X,X,O
JLSTIZO,X,X,O,O,X,O,X,X,X,X
JLSTIOZ,X,X,O,X,X,O,X,X,X,X
JLSTZIO,X,O,O,O,X,O,X,X,X,X
JLSTZOI,X,O,O,X,X,X,X,X,X,X
JLSTOIZ,X,X,O,X,X,O,X,X,O,X
JLSTOZI,X,O,O,X,X,X,X,X,O,X
JLSITZO,X,X,O,O,X,O,X,X,X,X
JLSITOZ,X,X,O,X,X,O,X,X,X,X
JLSIZTO,X,O,X,O,X,O,O,X,X,X
JLSIZOT,X,O,X,X,X,O,O,X,X,X
JLSIOTZ,X,X,O,X,X,O,X,X,X,X
JLSIOZT,X,O,X,X,X,O,X,X,X,X
JLSZTIO,X,O,O,O,X,O,O,X,X,X
JLSZTOI,X,O,O,X,O,X,O,X,O,X
JLSZITO,X,O,O,O,X,O,O,X,X,X
JLSZIOT,X,O,O,X,X,O,O,X,X,X
JLSZOTI,X,O,O,X,X,X,O,X,O,X
JLSZOIT,X,O,O,X,X,X,O,X,O,X
JLSOTIZ,X,X,O,X,X,O,X,X,O,X
JLSOTZI,X,O,O,X,X,X,X,X,O,X
JLSOITZ,X,X,O,X,X,O,X,X,O,X
JLSOIZT,X,O,O,X,X,O,X,X,O,X
JLSOZTI,X,O,O,X,X,X,X,X,O,X
JLSOZIT,X,O,O,X,X,X,X,X,O,X
JLZTISO,X,O,O,O,X,X,O,X,X,X
JLZTIOS,O,O,O,O,X,X,X,X,X,X
JLZTSIO,X,O,O,O,X,X,O,X,X,X
JLZTSOI,X,O,O,X,X,X,O,X,O,X
JLZTOIS,O,O,O,O,X,X,X,X,X,X
JLZTOSI,O,O,O,X,X,X,X,X,X,X
JLZITSO,X,X,O,O,X,X,O,X,X,X
JLZITOS,O,O,O,O,X,X,X,X,X,X
JLZISTO,O,O,O,O,X,X,O,X,X,X
JLZISOT,O,O,O,X,X,X,O,X,X,O
JLZIOTS,X,O,O,O,X,X,X,X,X,X
JLZIOST,X,O,O,X,X,X,O,X,X,O
JLZSTIO,O,O,O,O,X,X,O,X,X,X
JLZSTOI,O,O,O,X,O,X,O,X,O,X
JLZSITO,O,O,O,O,X,X,O,X,X,X
JLZSIOT,O,O,O,X,X,X,O,X,X,X
JLZSOTI,X,O,O,X,X,X,O,X,O,X
JLZSOIT,O,O,O,X,X,X,O,X,O,X
JLZOTIS,X,O,O,O,X,X,X,X,X,X
JLZOTSI,X,O,O,X,X,X,X,X,X,X
JLZOITS,X,O,O,O,X,X,X,X,X,X
JLZOIST,X,O,O,X,X,X,O,X,X,X
JLZOSTI,X,O,O,X,X,X,O,X,X,X
JLZOSIT,X,O,O,X,X,X,O,X,X,X
JLOTISZ,X,X,O,O,X,X,X,X,X,X
JLOTIZS,X,X,O,O,X,X,X,X,X,X
JLOTSIZ,X,X,O,O,X,X,X,X,X,X
JLOTSZI,X,X,O,O,X,X,X,X,X,X
JLOTZIS,X,O,O,O,X,X,X,X,X,X
JLOTZSI,X,O,O,O,X,X,X,X,X,X
JLOITSZ,X,X,O,O,X,X,X,X,X,X
JLOITZS,X,X,O,O,X,X,X,X,X,X
JLOISTZ,X,X,O,O,X,X,X,X,X,X
JLOISZT,X,X,O,O,X,X,X,X,X,X
JLOIZTS,X,O,O,O,X,X,X,X,X,X
JLOIZST,X,O,O,O,X,X,O,X,X,X
JLOSTIZ,X,X,O,O,X,X,X,X,X,X
JLOSTZI,X,O,O,O,X,X,X,X,X,X
JLOSITZ,X,X,O,O,X,X,X,X,X,X
JLOSIZT,X,O,O,O,X,X,X,X,X,X
JLOSZTI,X,O,O,O,X,X,X,X,X,X
JLOSZIT,X,O,O,O,X,X,X,X,X,X
JLOZTIS,X,O,O,O,X,X,X,X,X,X
JLOZTSI,X,O,O,O,X,X,X,X,X,X
JLOZITS,X,O,O,O,X,X,X,X,X,X
JLOZIST,X,O,O,O,X,X,O,X,X,X
JLOZSTI,X,O,O,O,X,X,O,X,X,X
JLOZSIT,X,O,O,O,X,X,O,X,X,X
JSTILZO,O,O,O,O,X,O,X,X,X,X
JSTILOZ,X,O,O,X,X,O,X,X,X,X
JSTIZLO,O,O,O,O,X,X,X,X,X,X
JSTIZOL,O,O,O,X,X,X,X,X,X,X
JSTIOLZ,O,O,X,X,X,X,X,X,O,X
JSTIOZL,O,O,O,X,X,X,X,X,O,X
JSTLIZO,O,O,O,O,X,O,X,X,X,X
JSTLIOZ,X,O,O,X,X,O,X,X,X,X
JSTLZIO,O,O,O,O,X,O,X,X,X,X
JSTLZOI,O,O,O,X,X,X,X,X,X,X
JSTLOIZ,X,O,O,X,X,O,X,X,O,X
JSTLOZI,X,O,O,X,X,X,X,X,O,X
JSTZILO,O,O,O,O,X,X,X,X,X,X
JSTZIOL,O,O,O,X,X,X,X,X,O,X
JSTZLIO,O,O,O,O,X,O,X,X,X,X
JSTZLOI,O,O,O,X,X,X,X,X,O,X
JSTZOIL,O,O,O,X,X,X,X,X,O,X
JSTZOLI,O,O,O,X,X,X,X,X,O,X
JSTOILZ,O,O,X,X,X,X,X,X,O,X
JSTOIZL,O,O,O,X,X,X,X,X,O,X
JSTOLIZ,O,O,O,X,X,O,X,X,O,X
JSTOLZI,O,O,O,X,X,X,X,X,O,X
JSTOZIL,O,O,O,X,X,X,X,X,O,X
JSTOZLI,O,O,O,X,X,X,X,X,O,X
JSITLZO,O,X,O,O,X,O,X,X,X,X
JSITLOZ,X,X,O,X,X,O,X,X,X,X
JSITZLO,O,X,O,O,X,X,X,X,X,X
JSITZOL,O,X,O,X,X,X,X,X,X,X
JSITOLZ,O,X,X,X,X,X,X,X,O,X
JSITOZL,O,X,O,X,X,X,X,X,O,X
JSILTZO,X,X,O,O,X,O,X,X,X,X
JSILTOZ,X,X,O,X,X,O,X,X,X,X
JSILZTO,O,O,X,O,X,O,X,X,X,X
JSILZOT,O,O,X,X,X,O,X,X,X,X
JSILOTZ,X,X,O,X,X,O,X,X,X,X
JSILOZT,X,O,X,X,X,O,X,X,X,X
JSIZTLO,O,O,O,O,X,X,X,X,X,X
JSIZTOL,O,O,O,X,X,X,X,X,O,X
JSIZLTO,O,O,O,O,X,X,X,X,X,X
JSIZLOT,O,O,O,X,X,X,X,X,X,X
JSIZOTL,O,O,O,X,X,X,X,X,O,X
JSIZOLT,O,O,X,X,X,X,X,X,O,X
JSIOTLZ,X,X,X,X,X,X,X,X,O,X
JSIOTZL,X,X,O,X,X,X,X,X,O,X
JSIOLTZ,X,X,X,X,X,X,X,X,O,X
JSIOLZT,X,O,X,X,X,X,X,X,O,X
JSIOZTL,X,O,X,X,X,X,X,X,O,X
JSIOZLT,X,O,X,X,X,X,X,X,O,X
JSLTIZO,X,O,O,O,X,O,X,X,X,X
JSLTIOZ,X,O,O,X,X,O,X,X,X,X
JSLTZIO,X,O,O,O,X,O,X,X,X,X
JSLTZOI,X,O,O,X,X,X,X,X,X,X
JSLTOIZ,X,O,O,X,X,O,X,X,O,X
JSLTOZI,X,O,O,X,X,X,X,X,O,X
JSLITZO,X,X,O,O,X,O,X,X,X,X
JSLITOZ,X,X,O,X,X,O,X,X,X,X
JSLIZTO,O,O,X,O,X,O,O,X,X,X
JSLIZOT,O,O,X,X,X,O,O,X,X,X
JSLIOTZ,X,X,O,X,X,O,X,X,X,X
JSLIOZT,X,O,X,X,X,O,X,X,X,X
JSLZTIO,O,O,O,O,X,O,O,X,X,X
JSLZTOI,X,O,O,X,O,X,O,X,O,X
JSLZITO,O,O,O,O,X,O,O,X,X,X
JSLZIOT,O,O,O,X,X,O,O,X,X,X
JSLZOTI,X,O,O,X,X,X,O,X,O,X
JSLZOIT,O,O,O,X,X,X,O,X,O,X
JSLOTIZ,X,X,O,X,X,O,X,X,O,X
JSLOTZI,X,O,O,X,X,X,X,X,O,X
JSLOITZ,X,X,O,X,X,O,X,X,O,X
JSLOIZT,X,O,O,X,X,O,X,X,O,X
JSLOZTI,X,O,O,X,X,X,X,X,O,X
JSLOZIT,X,O,O,X,X,X,X,X,O,X
JSZTILO,O,O,O,O,X,X,O,X,X,X
JSZTIOL,O,O,O,X,X,X,O,X,O,X
JSZTLIO,O,O,O,O,X,O,O,X,X,X
JSZTLOI,O,O,O,X,O,X,O,X,O,X
JSZTOIL,O,O,O,X,X,X,O,X,O,X
JSZTOLI,O,O,O,X,O,X,O,X,O,X
JSZITLO,O,O,O,O,X,X,O,X,X,X
JSZITOL,O,O,O,X,X,X,O,X,O,X
JSZILTO,O,O,O,O,X,X,O,X,X,X
JSZILOT,O,O,O,X,X,X,O,X,X,X
JSZIOTL,O,O,O,X,X,X,X,X,O,X
JSZIOLT,O,O,X,X,X,X,O,X,O,X
JSZLTIO,O,O,O,O,X,O,O,X,X,X
JSZLTOI,O,O,O,X,O,X,O,X,O,X
JSZLITO,O,O,O,O,X,O,O,X,X,X
JSZLIOT,O,O,O,X,X,O,O,X,X,X
JSZLOTI,X,O,O,X,X,X,O,X,O,X
JSZLOIT,O,O,O,X,X,X,O,X,O,X
JSZOTIL,O,O,O,X,X,X,O,X,O,X
JSZOTLI,O,O,O,X,O,X,O,X,O,X
JSZOITL,O,O,O,X,X,X,X,X,O,X
JSZOILT,O,O,X,X,X,X,O,X,O,X
JSZOLTI,X,O,O,X,O,X,O,X,O,X
JSZOLIT,O,O,O,X,O,X,O,X,O,X
JSOTILZ,X,X,X,X,X,X,X,X,O,X
JSOTIZL,X,X,O,X,X,X,X,X,O,X
JSOTLIZ,X,X,O,X,X,O,X,X,O,X
JSOTLZI,X,O,O,X,X,X,X,X,O,X
JSOTZIL,X,O,O,X,X,X,X,X,O,X
JSOTZLI,X,O,O,X,X,X,X,X,O,X
JSOITLZ,X,X,X,X,X,X,X,X,O,X
JSOITZL,X,X,O,X,X,X,X,X,O,X
JSOILTZ,X,X,X,X,X,X,X,X,O,X
JSOILZT,X,O,X,X,X,X,X,X,O,X
JSOIZTL,X,O,X,X,X,X,X,X,O,X
JSOIZLT,X,O,X,X,X,X,X,X,O,X
JSOLTIZ,X,X,O,X,X,O,X,X,O,X
JSOLTZI,X,O,O,X,X,X,X,X,O,X
JSOLITZ,X,X,O,X,X,O,X,X,O,X
JSOLIZT,X,O,X,X,O,O,X,X,O,X
JSOLZTI,X,O,O,X,O,X,X,X,O,X
JSOLZIT,X,O,X,X,O,X,X,X,O,X
JSOZTIL,X,O,O,X,X,X,X,X,O,X
JSOZTLI,X,O,O,X,O,X,X,X,O,X
JSOZITL,X,O,O,X,X,X,X,X,O,X
JSOZILT,X,O,X,X,X,X,X,X,O,X
JSOZLTI,X,O,O,X,O,X,X,X,O,X
JSOZLIT,X,O,O,X,O,X,X,X,O,X
JZTILSO,X,O,O,O,X,X,O,X,X,X
JZTILOS,O,O,O,O,X,X,O,X,X,X
JZTISLO,O,O,O,O,X,X,O,X,X,X
JZTISOL,O,O,O,X,X,X,O,X,O,X
JZTIOLS,O,O,O,O,X,X,O,X,X,X
JZTIOSL,O,O,O,X,X,X,O,X,X,X
JZTLISO,X,O,O,O,X,X,O,X,X,X
JZTLIOS,O,O,O,O,X,X,O,X,X,X
JZTLSIO,X,O,O,O,X,X,O,X,X,X
JZTLSOI,X,O,O,X,X,X,O,X,O,X
JZTLOIS,O,O,O,O,X,X,O,X,X,X
JZTLOSI,O,O,O,X,X,X,O,X,X,X
JZTSILO,O,O,O,O,X,X,O,X,X,X
JZTSIOL,O,O,O,X,X,X,O,X,O,X
JZTSLIO,O,O,O,O,X,X,O,X,X,X
JZTSLOI,O,O,O,X,X,X,O,X,O,X
JZTSOIL,O,O,O,X,X,X,O,X,O,X
JZTSOLI,O,O,O,X,X,X,O,X,O,X
JZTOILS,O,O,O,O,X,X,O,X,X,X
JZTOISL,O,O,O,X,X,X,O,X,X,X
JZTOLIS,O,O,O,O,X,X,O,X,X,X
JZTOLSI,O,O,O,X,X,X,O,X,X,X
JZTOSIL,O,O,X,X,X,X,O,X,O,X
JZTOSLI,O,O,X,X,X,X,O,X,O,X
JZITLSO,X,O,O,O,X,X,O,X,X,X
JZITLOS,O,O,O,O,X,X,X,X,X,X
JZITSLO,O,O,O,O,X,X,O,X,X,X
JZITSOL,O,O,O,X,X,X,X,X,O,X
JZITOLS,O,O,O,O,X,X,X,X,X,X
JZITOSL,O,O,O,X,X,X,X,X,X,X
JZILTSO,X,X,O,O,X,X,O,X,X,X
JZILTOS,O,O,O,O,X,X,X,X,X,X
JZILSTO,O,O,O,O,X,X,O,X,X,X
JZILSOT,O,O,O,X,X,X,O,X,X,X
JZILOTS,X,O,O,O,X,X,X,X,X,X
JZILOST,X,O,O,X,X,X,O,X,X,X
JZISTLO,O,O,O,O,X,X,O,X,X,X
JZISTOL,O,O,O,X,X,X,O,X,O,X
JZISLTO,O,O,O,O,X,X,O,X,X,X
JZISLOT,O,O,O,X,X,X,O,X,X,X
JZISOTL,O,O,O,X,X,X,X,X,O,X
JZISOLT,O,O,X,X,X,X,O,X,O,X
JZIOTLS,O,O,O,O,X,X,X,X,X,X
JZIOTSL,O,O,O,X,X,X,X,X,X,X
JZIOLTS,X,O,X,O,X,X,X,X,X,X
JZIOLST,X,O,X,X,X,X,O,X,X,X
JZIOSTL,O,O,O,X,X,X,X,X,X,X
JZIOSLT,O,O,X,X,X,X,O,X,X,X
JZLTISO,X,O,O,O,X,X,O,X,X,X
JZLTIOS,O,O,O,O,X,X,X,X,X,X
JZLTSIO,X,O,O,O,X,X,O,X,X,X
JZLTSOI,X,O,O,X,X,X,O,X,O,X
JZLTOIS,O,O,O,O,X,X,X,X,X,X
JZLTOSI,O,O,O,X,X,X,X,X,X,X
JZLITSO,X,X,O,O,X,X,O,X,X,X
JZLITOS,O,O,O,O,X,X,X,X,X,X
JZLISTO,O,O,O,O,X,X,O,X,X,X
JZLISOT,O,O,O,X,X,X,O,X,X,X
JZLIOTS,X,O,O,O,X,X,X,X,X,X
JZLIOST,X,O,O,X,X,X,O,X,X,X
JZLSTIO,O,O,O,O,X,X,O,X,X,X
JZLSTOI,O,O,O,X,O,X,O,X,O,X
JZLSITO,O,O,O,O,X,X,O,X,X,X
JZLSIOT,O,O,O,X,X,X,O,X,X,X
JZLSOTI,X,O,O,X,X,X,O,X,O,X
JZLSOIT,O,O,O,X,X,X,O,X,O,X
JZLOTIS,X,O,O,O,X,X,X,X,X,X
JZLOTSI,X,O,O,X,X,X,X,X,X,X
JZLOITS,X,O,O,O,X,X,X,X,X,X
JZLOIST,X,O,O,X,X,X,O,X,X,X
JZLOSTI,X,O,O,X,X,X,O,X,X,X
JZLOSIT,X,O,O,X,X,X,O,X,X,X
JZSTILO,O,O,O,O,X,X,O,X,X,X
JZSTIOL,O,O,O,X,X,X,O,X,O,X
JZSTLIO,O,O,O,O,X,X,O,X,X,X
JZSTLOI,O,O,O,X,O,X,O,X,O,X
JZSTOIL,O,O,O,X,X,X,O,X,O,X
JZSTOLI,O,O,O,X,O,X,O,X,O,X
JZSITLO,O,O,O,O,X,X,O,X,X,X
JZSITOL,O,O,O,X,X,X,O,X,O,X
JZSILTO,O,O,O,O,X,X,O,X,X,X
JZSILOT,O,O,O,X,X,X,O,X,X,X
JZSIOTL,O,O,O,X,X,X,X,X,O,X
JZSIOLT,O,O,X,X,X,X,O,X,O,X
JZSLTIO,O,O,O,O,X,X,O,X,X,X
JZSLTOI,O,O,O,X,O,X,O,X,O,X
JZSLITO,O,O,O,O,X,X,O,X,X,X
JZSLIOT,O,O,O,X,X,X,O,X,X,X
JZSLOTI,X,O,O,X,X,X,O,X,O,X
JZSLOIT,O,O,O,X,X,X,O,X,O,X
JZSOTIL,O,O,O,X,X,X,O,X,O,X
JZSOTLI,O,O,O,X,O,X,O,X,O,X
JZSOITL,O,O,O,X,X,X,X,X,O,X
JZSOILT,O,O,X,X,X,X,O,X,O,X
JZSOLTI,X,O,O,X,O,X,O,X,O,X
JZSOLIT,O,O,O,X,O,X,O,X,O,X
JZOTILS,O,O,O,O,X,X,X,X,X,X
JZOTISL,O,O,O,X,X,X,X,X,X,X
JZOTLIS,O,O,O,O,X,X,X,X,X,X
JZOTLSI,O,O,O,X,X,X,X,X,X,X
JZOTSIL,O,O,X,X,X,X,X,X,O,X
JZOTSLI,O,O,X,X,X,X,X,X,O,X
JZOITLS,O,O,O,O,X,X,X,X,X,X
JZOITSL,O,O,O,X,X,X,X,X,X,X
JZOILTS,X,O,X,O,X,X,X,X,X,X
JZOILST,X,O,X,X,O,X,O,X,X,X
JZOISTL,O,O,O,X,X,X,X,X,X,X
JZOISLT,O,O,X,X,X,X,O,X,X,X
JZOLTIS,X,O,O,O,X,X,X,X,X,X
JZOLTSI,X,O,O,X,X,X,X,X,X,X
JZOLITS,X,O,O,O,X,X,X,X,X,X
JZOLIST,X,O,O,X,O,X,O,X,X,X
JZOLSTI,X,O,O,X,O,X,O,X,X,X
JZOLSIT,X,O,O,X,O,X,O,X,X,X
JZOSTIL,O,O,O,X,X,X,O,X,O,X
JZOSTLI,O,O,O,X,O,X,O,X,O,X
JZOSITL,O,O,O,X,X,X,X,X,O,X
JZOSILT,O,O,X,X,X,X,O,X,O,X
JZOSLTI,X,O,O,X,O,X,O,X,O,X
JZOSLIT,O,O,O,X,O,X,O,X,O,X
JOTILSZ,X,X,X,O,X,X,X,X,X,X
JOTILZS,X,X,X,O,X,X,X,X,X,X
JOTISLZ,X,X,X,O,X,X,X,X,X,X
JOTISZL,X,X,X,O,X,X,X,X,X,X
JOTIZLS,X,X,X,O,X,X,X,X,X,X
JOTIZSL,X,X,X,O,X,X,X,O,X,X
JOTLISZ,X,X,O,O,X,X,X,X,X,X
JOTLIZS,X,X,O,O,X,X,X,X,X,X
JOTLSIZ,X,X,O,O,X,X,X,X,X,X
JOTLSZI,X,X,O,O,X,X,X,X,X,X
JOTLZIS,X,O,O,O,X,X,X,X,X,X
JOTLZSI,X,O,O,O,X,X,X,X,X,X
JOTSILZ,X,X,X,O,X,X,X,X,X,X
JOTSIZL,X,X,O,O,X,X,X,X,X,X
JOTSLIZ,X,X,O,O,X,X,X,X,X,X
JOTSLZI,X,O,O,O,X,X,X,X,X,X
JOTSZIL,X,O,O,O,X,X,X,X,X,X
JOTSZLI,X,O,O,O,X,X,X,X,X,X
JOTZILS,X,O,O,O,X,X,X,X,X,X
JOTZISL,X,O,O,O,X,X,X,O,X,X
JOTZLIS,X,O,O,O,X,X,X,X,X,X
JOTZLSI,X,O,O,O,X,X,X,X,X,X
JOTZSIL,X,O,X,O,X,X,X,O,X,X
JOTZSLI,X,O,X,O,X,X,X,O,X,X
JOITLSZ,X,X,X,O,X,X,X,X,X,X
JOITLZS,X,X,X,O,X,X,X,X,X,X
JOITSLZ,X,X,X,O,X,X,X,X,X,X
JOITSZL,X,X,X,O,X,X,X,X,X,X
JOITZLS,X,X,X,O,X,X,X,X,X,X
JOITZSL,X,X,X,O,X,X,X,O,X,X
JOILTSZ,X,X,X,O,X,X,X,X,X,X
JOILTZS,X,X,X,O,X,X,X,X,X,X
JOILSTZ,X,X,X,O,X,X,X,X,X,X
JOILSZT,X,X,X,O,O,X,X,X,X,X
JOILZTS,X,O,X,O,X,X,X,X,X,X
JOILZST,X,O,X,O,O,X,X,X,X,X
JOISTLZ,X,X,X,O,X,X,X,X,X,X
JOISTZL,X,X,X,O,X,X,X,X,X,X
JOISLTZ,X,X,X,O,X,X,X,X,X,X
JOISLZT,X,O,X,O,X,X,X,X,X,X
JOISZTL,X,O,X,O,X,X,X,X,X,X
JOISZLT,X,O,X,O,X,X,X,X,X,X
JOIZTLS,O,O,X,O,X,X,X,X,X,X
JOIZTSL,O,O,X,O,X,X,X,O,X,X
JOIZLTS,X,O,X,O,X,X,X,X,X,X
JOIZLST,X,O,X,O,O,X,X,X,X,X
JOIZSTL,O,O,X,O,X,X,X,X,X,X
JOIZSLT,O,O,X,O,X,X,X,O,X,X
JOLTISZ,X,X,O,O,X,X,X,X,X,X
JOLTIZS,X,X,O,O,X,X,X,X,X,X
JOLTSIZ,X,X,O,O,X,X,X,X,X,X
JOLTSZI,X,X,O,O,X,X,X,X,X,X
JOLTZIS,X,O,O,O,X,X,X,X,X,X
JOLTZSI,X,O,O,O,X,X,X,X,X,X
JOLITSZ,X,X,O,O,X,X,X,X,X,X
JOLITZS,X,X,O,O,X,X,X,X,X,X
JOLISTZ,X,X,O,O,X,X,X,X,X,X
JOLISZT,X,X,O,O,O,X,X,X,X,X
JOLIZTS,X,O,O,O,X,X,X,X,X,X
JOLIZST,X,O,O,O,O,X,O,X,X,X
JOLSTIZ,X,X,O,O,X,X,X,X,X,X
JOLSTZI,X,O,O,O,X,X,X,X,X,X
JOLSITZ,X,X,O,O,X,X,X,X,X,X
JOLSIZT,X,O,O,O,O,X,X,X,X,X
JOLSZTI,X,O,O,O,O,X,X,X,X,X
JOLSZIT,X,O,O,O,O,X,X,X,X,X
JOLZTIS,X,O,O,O,X,X,X,X,X,X
JOLZTSI,X,O,O,O,X,X,X,X,X,X
JOLZITS,X,O,O,O,X,X,X,X,X,X
JOLZIST,X,O,O,O,O,X,O,X,X,X
JOLZSTI,X,O,O,O,O,X,O,X,X,X
JOLZSIT,X,O,O,O,O,X,O,X,X,X
JOSTILZ,X,X,X,O,X,X,X,X,O,X
JOSTIZL,X,X,O,O,X,X,X,X,O,X
JOSTLIZ,X,X,O,O,X,X,X,X,O,X
JOSTLZI,X,O,O,O,X,X,X,X,O,X
JOSTZIL,X,O,O,O,X,X,X,X,O,X
JOSTZLI,X,O,O,O,X,X,X,X,O,X
JOSITLZ,X,X,X,O,X,X,X,X,O,X
JOSITZL,X,X,O,O,X,X,X,X,O,X
JOSILTZ,X,X,X,O,X,X,X,X,O,X
JOSILZT,X,O,X,O,X,X,X,X,O,X
JOSIZTL,X,O,X,O,X,X,X,X,O,X
JOSIZLT,X,O,X,O,X,X,X,X,O,X
JOSLTIZ,X,X,O,O,X,X,X,X,O,X
JOSLTZI,X,O,O,O,X,X,X,X,O,X
JOSLITZ,X,X,O,O,X,X,X,X,O,X
JOSLIZT,X,O,X,O,O,X,X,X,O,X
JOSLZTI,X,O,O,O,O,X,X,X,O,X
JOSLZIT,X,O,X,O,O,X,X,X,O,X
JOSZTIL,X,O,O,O,X,X,X,X,O,X
JOSZTLI,X,O,O,O,O,X,X,X,O,X
JOSZITL,X,O,O,O,X,X,X,X,O,X
JOSZILT,X,O,X,O,X,X,X,X,O,X
JOSZLTI,X,O,O,O,O,X,X,X,O,X
JOSZLIT,X,O,O,O,O,X,X,X,O,X
