sequence,v115@zgB8HeC8GeB8EeF8DeF8DeC8Je07IvhFxcBTeBXiBl?lBmrBSwB,v115@zgB8HeC8GeB8EeF8DeF8DeC8Je07IvhFxcBTeBCiBl?lBesBXrB,v115@zgB8HeC8GeB8EeF8DeF8DeC8Jel7IvhFGdBTeB/mBa?nB0lBRwB,v115@zgB8HeC8GeB8EeF8DeF8DeC8Jex7IvhFTeBUhBFiB6?qBXnB2wB,v115@zgB8HeC8GeB8EeF8DeF8DeC8JeX8IvhFTeBFiBxlB0?lBOsBSwB,v115@zgB8HeC8GeB8EeF8DeF8DeC8JeG9IvhFTeBZnBllBc?rB6qB/rB,v115@zgB8HeC8GeB8EeF8DeF8DeC8Jex7IvhFTeBFhBXiB0?lBOsBSwB,v115@zgB8HeC8GeB8EeF8DeF8DeC8Je07IvhFSiBTeBllB3?mBmmBRwB,v115@zgB8HeC8GeB8EeF8DeF8DeC8Jex7IvhFTeBOnBllBc?rBCrBXsB,v115@zgB8HeC8GeB8EeF8DeF8DeC8Je/BJvhFGeB1lBiiB0?lBzmBRwB,v115@zgB8HeC8GeB8EeF8DeF8DeC8Je07IvhFxcBTeBOnBl?lBXrBqrB
LJZTSOI,X,O,X,O,X,X,O,X,O,O,X
LJZTOIS,X,O,O,O,X,X,O,X,O,X,X
LJZTOSI,X,O,O,O,X,X,O,X,O,X,X
LJZITSO,X,X,X,O,X,X,X,X,X,O,X
LJZITOS,X,O,O,O,X,X,O,X,X,X,X
LJZISTO,X,O,O,O,X,X,X,X,X,X,X
LJZISOT,X,O,O,O,X,X,X,X,X,X,X
LJZIOTS,X,O,O,O,X,X,O,X,X,X,X
LJZIOST,X,O,O,O,X,X,X,X,X,X,X
LJZSTIO,X,O,X,O,X,X,O,X,X,X,X
LJZSTOI,X,O,O,O,X,X,O,X,X,X,X
LJZSITO,X,O,X,O,X,X,X,X,X,X,X
LJZSIOT,X,O,X,O,X,X,X,X,X,X,X
LJZSOTI,X,O,O,O,X,X,O,X,X,X,X
LJZSOIT,X,O,X,O,X,X,X,X,X,X,X
LJZOTIS,X,O,O,O,X,X,O,O,O,X,X
LJZOTSI,X,O,O,O,X,X,O,X,O,X,X
LJZOITS,X,O,O,O,X,X,O,O,X,X,X
LJZOIST,X,O,O,O,X,X,X,X,X,X,X
LJZOSTI,X,O,O,O,X,X,O,X,X,X,X
LJZOSIT,X,O,X,O,X,X,X,X,X,X,X
LJOTISZ,X,O,O,X,O,X,X,X,X,O,X
LJOTIZS,X,O,O,O,X,X,X,X,X,X,X
LJOTSIZ,O,O,X,X,O,X,X,X,X,O,X
LJOTSZI,O,O,X,O,X,X,X,X,X,O,X
LJOTZIS,O,O,O,O,X,X,X,O,X,X,X
LJOTZSI,O,O,O,O,X,X,X,X,X,X,X
LJOITSZ,X,O,O,X,O,X,X,X,X,O,X
LJOITZS,X,O,O,O,X,X,X,O,X,X,X
LJOISTZ,X,O,O,X,O,X,X,O,X,X,X
LJOISZT,X,O,O,O,X,X,X,X,X,X,X
LJOIZTS,X,O,O,O,X,X,O,O,X,X,X
LJOIZST,X,O,O,O,X,X,X,X,X,X,X
LJOSTIZ,O,O,X,X,X,X,X,X,X,X,O
LJOSTZI,O,O,X,O,X,X,O,X,X,X,O
LJOSITZ,X,O,X,X,X,X,X,X,X,X,X
LJOSIZT,X,O,X,O,X,X,X,X,X,X,X
LJOSZTI,X,O,X,O,X,X,O,X,X,X,X
LJOSZIT,X,O,X,O,X,X,X,X,X,X,X
LJOZTIS,X,O,O,O,X,X,O,O,O,X,X
LJOZTSI,X,O,O,O,X,X,O,X,O,X,X
LJOZITS,X,O,O,O,X,X,O,O,X,X,X
LJOZIST,X,O,O,O,X,X,X,X,X,X,X
LJOZSTI,X,O,O,O,X,X,O,X,X,X,X
LJOZSIT,X,O,X,O,X,X,X,X,X,X,X
LSTIJZO,X,X,X,X,X,X,X,X,X,O,X
LSTIJOZ,X,X,X,X,O,X,X,X,X,O,X
LSTIZJO,X,X,X,X,X,X,X,X,X,O,X
LSTIZOJ,O,O,X,X,O,X,X,X,X,X,X
LSTIOJZ,X,X,X,X,O,X,X,X,X,O,X
LSTIOZJ,O,O,X,X,O,X,O,X,X,X,X
LSTJIZO,O,X,X,X,X,X,X,X,X,O,O
LSTJIOZ,O,X,X,X,X,X,X,X,X,O,O
LSTJZIO,O,X,X,X,X,X,X,X,X,O,O
LSTJZOI,O,X,X,X,X,X,X,X,X,O,O
LSTJOIZ,O,X,X,X,O,X,X,X,X,O,O
LSTJOZI,O,X,X,X,X,X,O,X,X,O,O
LSTZIJO,X,X,X,X,X,X,O,X,X,X,X
LSTZIOJ,O,O,X,O,X,X,O,X,X,X,X
LSTZJIO,O,X,X,X,X,X,O,X,X,O,X
LSTZJOI,O,X,X,X,X,X,O,X,X,O,X
LSTZOIJ,O,O,X,O,O,X,O,O,X,X,X
LSTZOJI,O,O,X,O,X,X,O,X,X,X,X
LSTOIJZ,X,X,X,X,O,X,X,X,X,X,X
LSTOIZJ,O,O,X,X,O,X,O,X,X,X,X
LSTOJIZ,O,X,X,X,O,X,X,X,X,O,O
LSTOJZI,O,X,X,X,X,X,O,X,X,O,O
LSTOZIJ,O,O,X,O,O,X,O,O,X,X,X
LSTOZJI,O,O,X,O,X,X,O,X,X,X,X
LSITJZO,X,X,X,X,X,X,X,O,X,O,X
LSITJOZ,X,X,X,X,O,X,X,O,X,O,X
LSITZJO,X,X,X,X,X,X,X,O,X,O,X
LSITZOJ,X,X,X,X,O,X,X,O,X,X,X
LSITOJZ,X,X,X,X,O,X,X,O,X,O,X
LSITOZJ,X,X,X,X,O,X,O,O,X,X,X
LSIJTZO,X,X,X,X,X,X,X,O,X,O,X
LSIJTOZ,X,X,X,X,O,X,X,O,X,O,X
LSIJZTO,X,X,X,O,X,X,X,X,X,X,X
LSIJZOT,X,X,X,O,X,X,X,X,X,X,X
LSIJOTZ,X,X,X,X,O,X,X,O,X,X,X
LSIJOZT,X,X,X,O,X,X,X,X,X,X,X
LSIZTJO,X,X,X,X,X,X,O,O,X,X,X
LSIZTOJ,X,X,X,O,O,X,O,O,X,X,X
LSIZJTO,X,X,X,O,X,X,X,X,X,X,X
LSIZJOT,X,X,X,O,X,X,X,X,X,X,X
LSIZOTJ,X,O,X,O,O,X,O,O,X,X,X
LSIZOJT,X,O,X,O,X,X,X,X,X,X,X
LSIOTJZ,X,X,X,X,O,X,X,O,X,X,X
LSIOTZJ,X,X,X,X,O,X,O,O,X,X,X
LSIOJTZ,X,X,X,X,O,X,X,O,X,X,X
LSIOJZT,X,X,X,O,X,X,X,X,X,X,X
LSIOZTJ,X,O,X,O,O,X,O,O,X,X,X
LSIOZJT,X,O,X,O,X,X,X,X,X,X,X
LSJTIZO,O,O,X,X,X,X,X,X,X,O,O
LSJTIOZ,O,O,X,X,X,X,X,X,X,O,O
LSJTZIO,O,O,X,O,X,X,X,X,X,O,O
LSJTZOI,O,O,X,O,X,X,X,X,X,O,O
LSJTOIZ,O,O,X,X,X,X,X,X,X,O,O
LSJTOZI,O,O,X,O,X,X,O,X,X,O,O
LSJITZO,X,O,X,X,X,X,X,X,X,O,X
LSJITOZ,X,O,X,X,X,X,X,X,X,O,X
LSJIZTO,X,O,X,O,X,X,X,X,X,X,X
LSJIZOT,X,O,X,O,X,X,X,X,X,X,X
LSJIOTZ,X,O,X,X,X,X,X,X,X,X,X
LSJIOZT,X,O,X,O,X,X,X,X,X,X,X
LSJZTIO,X,O,X,O,X,X,O,X,X,X,X
LSJZTOI,X,O,X,O,X,X,O,X,X,X,X
LSJZITO,X,O,X,O,X,X,X,X,X,X,X
LSJZIOT,X,O,X,O,X,X,X,X,X,X,X
LSJZOTI,X,O,X,O,X,X,O,X,X,X,X
LSJZOIT,X,O,X,O,X,X,X,X,X,X,X
LSJOTIZ,O,O,X,X,X,X,X,X,X,X,O
LSJOTZI,O,O,X,O,X,X,O,X,X,X,O
LSJOITZ,X,O,X,X,X,X,X,X,X,X,X
LSJOIZT,X,O,X,O,X,X,X,X,X,X,X
LSJOZTI,X,O,X,O,X,X,O,X,X,X,X
LSJOZIT,X,O,X,O,X,X,X,X,X,X,X
LSZTIJO,X,X,X,X,X,X,O,X,X,X,X
LSZTIOJ,X,X,X,O,X,X,O,X,X,X,X
LSZTJIO,X,X,X,X,X,X,O,X,X,X,X
LSZTJOI,X,X,X,X,X,X,O,X,X,X,X
LSZTOIJ,X,X,X,O,X,X,O,X,X,X,X
LSZTOJI,X,X,X,O,X,X,O,X,X,X,X
LSZITJO,X,X,X,X,X,X,O,X,X,X,X
LSZITOJ,X,X,X,O,X,X,O,X,X,X,X
LSZIJTO,X,X,X,O,X,X,X,X,X,X,X
LSZIJOT,X,X,X,O,X,X,X,X,X,X,X
LSZIOTJ,X,O,X,O,X,X,O,X,X,X,X
LSZIOJT,X,O,X,O,X,X,X,X,X,X,X
LSZJTIO,X,X,X,O,X,X,O,X,X,X,X
LSZJTOI,X,X,X,O,X,X,O,X,X,X,X
LSZJITO,X,X,X,O,X,X,X,X,X,X,X
LSZJIOT,X,X,X,O,X,X,X,X,X,X,X
LSZJOTI,X,X,X,O,X,X,O,X,X,X,X
LSZJOIT,X,X,X,O,X,X,X,X,X,X,X
LSZOTIJ,X,X,X,O,X,X,O,O,X,X,X
LSZOTJI,X,X,X,O,X,X,O,X,X,X,X
LSZOITJ,X,O,X,O,X,X,O,O,X,X,X
LSZOIJT,X,O,X,O,X,X,X,X,X,X,X
LSZOJTI,X,X,X,O,X,X,O,X,X,X,X
LSZOJIT,X,O,X,O,X,X,X,X,X,X,X
LSOTIJZ,X,X,X,X,O,X,X,X,X,X,X
LSOTIZJ,O,O,X,X,O,X,O,X,X,X,X
LSOTJIZ,O,X,X,X,O,X,X,X,X,X,O
LSOTJZI,O,X,X,X,X,X,O,X,X,X,O
LSOTZIJ,O,O,X,O,O,X,O,O,X,X,X
LSOTZJI,O,O,X,O,X,X,O,X,X,X,X
LSOITJZ,X,X,X,X,O,X,X,O,X,X,X
LSOITZJ,X,X,X,X,O,X,O,O,X,X,X
LSOIJTZ,X,X,X,X,O,X,X,O,X,X,X
LSOIJZT,X,X,X,O,X,X,X,X,X,X,X
LSOIZTJ,X,O,X,O,O,X,O,O,X,X,X
LSOIZJT,X,O,X,O,X,X,X,X,X,X,X
LSOJTIZ,O,O,X,X,X,X,X,X,X,X,O
LSOJTZI,O,O,X,O,X,X,O,X,X,X,O
LSOJITZ,X,O,X,X,X,X,X,X,X,X,X
LSOJIZT,X,O,X,O,X,X,X,X,X,X,X
LSOJZTI,X,O,X,O,X,X,O,X,X,X,X
LSOJZIT,X,O,X,O,X,X,X,X,X,X,X
LSOZTIJ,X,X,X,O,X,X,O,O,X,X,X
LSOZTJI,X,X,X,O,X,X,O,X,X,X,X
LSOZITJ,X,O,X,O,X,X,O,O,X,X,X
LSOZIJT,X,O,X,O,X,X,X,X,X,X,X
LSOZJTI,X,X,X,O,X,X,O,X,X,X,X
LSOZJIT,X,O,X,O,X,X,X,X,X,X,X
LZTIJSO,X,X,X,O,X,O,X,X,X,O,X
LZTIJOS,X,O,O,O,X,O,O,O,X,X,X
LZTISJO,X,X,O,X,X,O,O,O,X,O,X
LZTISOJ,X,O,O,O,O,O,O,O,X,X,X
LZTIOJS,O,O,O,O,X,O,O,O,X,X,X
LZTIOSJ,O,O,O,O,O,O,O,O,X,X,X
LZTJISO,X,O,X,O,X,X,X,X,O,O,X
LZTJIOS,O,O,X,O,X,X,O,X,O,X,X
LZTJSIO,O,O,X,O,X,X,O,X,O,O,X
LZTJSOI,O,O,X,O,X,X,O,X,O,O,X
LZTJOIS,O,O,O,O,X,X,O,O,O,X,X
LZTJOSI,O,O,O,O,X,X,O,X,O,X,X
LZTSIJO,X,X,O,X,X,X,O,X,X,X,X
LZTSIOJ,O,O,O,O,X,X,O,X,X,X,X
LZTSJIO,O,X,O,X,X,X,O,X,X,O,X
LZTSJOI,O,X,O,X,X,X,O,X,X,O,X
LZTSOIJ,O,O,O,O,O,X,O,O,X,X,X
LZTSOJI,O,O,O,O,X,X,O,X,X,X,X
LZTOIJS,O,O,O,O,X,O,O,O,X,X,X
LZTOISJ,O,O,O,O,O,O,O,O,X,X,X
LZTOJIS,O,O,O,O,X,X,O,O,O,X,X
LZTOJSI,O,O,O,O,X,X,O,X,O,X,X
LZTOSIJ,O,O,O,O,O,X,O,O,X,X,X
LZTOSJI,O,O,O,O,X,X,O,X,X,X,X
LZITJSO,X,X,X,O,X,O,X,X,X,O,X
LZITJOS,X,X,O,O,X,O,O,O,X,X,X
LZITSJO,X,X,O,X,X,O,O,O,X,O,X
LZITSOJ,X,X,O,O,O,O,O,O,X,X,X
LZITOJS,X,O,O,O,X,O,O,O,X,X,X
LZITOSJ,X,O,O,O,O,O,O,O,X,X,X
LZIJTSO,X,X,X,O,X,X,X,X,X,O,X
LZIJTOS,X,X,O,O,X,X,O,X,X,X,X
LZIJSTO,X,X,O,O,X,X,X,X,X,X,X
LZIJSOT,X,X,O,O,X,X,X,X,X,X,X
LZIJOTS,X,O,O,O,X,X,O,O,X,X,X
LZIJOST,X,O,O,O,X,X,X,X,X,X,X
LZISTJO,X,X,O,X,X,X,O,O,X,X,X
LZISTOJ,X,X,O,O,O,X,O,O,X,X,X
LZISJTO,X,X,O,O,X,X,X,X,X,X,X
LZISJOT,X,X,O,O,X,X,X,X,X,X,X
LZISOTJ,X,O,O,O,O,X,O,O,X,X,X
LZISOJT,X,O,O,O,X,X,X,X,X,X,X
LZIOTJS,O,O,O,O,X,O,O,O,X,X,X
LZIOTSJ,O,O,O,O,O,O,O,O,X,X,X
LZIOJTS,X,O,O,O,X,X,O,O,X,X,X
LZIOJST,X,O,O,O,X,X,X,X,X,X,X
LZIOSTJ,X,O,O,O,O,X,O,O,X,X,X
LZIOSJT,X,O,O,O,X,X,X,X,X,X,X
LZJTISO,X,O,X,O,X,X,X,X,O,O,X
LZJTIOS,X,O,X,O,X,X,O,X,O,X,X
LZJTSIO,X,O,X,O,X,X,O,X,O,O,X
LZJTSOI,X,O,X,O,X,X,O,X,O,O,X
LZJTOIS,X,O,O,O,X,X,O,X,O,X,X
LZJTOSI,X,O,O,O,X,X,O,X,O,X,X
LZJITSO,X,X,X,O,X,X,X,X,X,O,X
LZJITOS,X,O,O,O,X,X,O,X,X,X,X
LZJISTO,X,O,O,O,X,X,X,X,X,X,X
LZJISOT,X,O,O,O,X,X,X,X,X,X,X
LZJIOTS,X,O,O,O,X,X,O,X,X,X,X
LZJIOST,X,O,O,O,X,X,X,X,X,X,X
LZJSTIO,X,O,X,O,X,X,O,X,X,X,X
LZJSTOI,X,O,O,O,X,X,O,X,X,X,X
LZJSITO,X,O,X,O,X,X,X,X,X,X,X
LZJSIOT,X,O,X,O,X,X,X,X,X,X,X
LZJSOTI,X,O,O,O,X,X,O,X,X,X,X
LZJSOIT,X,O,X,O,X,X,X,X,X,X,X
LZJOTIS,X,O,O,O,X,X,O,O,O,X,X
LZJOTSI,X,O,O,O,X,X,O,X,O,X,X
LZJOITS,X,O,O,O,X,X,O,O,X,X,X
LZJOIST,X,O,O,O,X,X,X,X,X,X,X
LZJOSTI,X,O,O,O,X,X,O,X,X,X,X
LZJOSIT,X,O,X,O,X,X,X,X,X,X,X
LZSTIJO,X,X,O,X,X,X,O,X,X,X,X
LZSTIOJ,X,X,O,O,X,X,O,X,X,X,X
LZSTJIO,X,X,O,X,X,X,O,X,X,X,X
LZSTJOI,X,X,O,X,X,X,O,X,X,X,X
LZSTOIJ,X,X,O,O,X,X,O,X,X,X,X
LZSTOJI,X,X,O,O,X,X,O,X,X,X,X
LZSITJO,X,X,O,X,X,X,O,X,X,X,X
LZSITOJ,X,X,O,O,X,X,O,X,X,X,X
LZSIJTO,X,X,O,O,X,X,X,X,X,X,X
LZSIJOT,X,X,O,O,X,X,X,X,X,X,X
LZSIOTJ,X,O,O,O,X,X,O,X,X,X,X
LZSIOJT,X,O,O,O,X,X,X,X,X,X,X
LZSJTIO,X,X,O,O,X,X,O,X,X,X,X
LZSJTOI,X,X,O,O,X,X,O,X,X,X,X
LZSJITO,X,X,O,O,X,X,X,X,X,X,X
LZSJIOT,X,X,O,O,X,X,X,X,X,X,X
LZSJOTI,X,X,O,O,X,X,O,X,X,X,X
LZSJOIT,X,X,O,O,X,X,X,X,X,X,X
LZSOTIJ,X,X,O,O,X,X,O,O,X,X,X
LZSOTJI,X,X,O,O,X,X,O,X,X,X,X
LZSOITJ,X,O,O,O,X,X,O,O,X,X,X
LZSOIJT,X,O,O,O,X,X,X,X,X,X,X
LZSOJTI,X,X,O,O,X,X,O,X,X,X,X
LZSOJIT,X,O,O,O,X,X,X,X,X,X,X
LZOTIJS,O,O,O,O,X,O,O,O,X,X,X
LZOTISJ,O,O,O,O,O,O,O,O,X,X,X
LZOTJIS,O,O,O,O,X,X,O,O,O,X,X
LZOTJSI,O,O,O,O,X,X,O,X,O,X,X
LZOTSIJ,O,O,O,O,O,X,O,O,X,X,X
LZOTSJI,O,O,O,O,X,X,O,X,X,X,X
LZOITJS,O,O,O,O,X,O,O,O,X,X,X
LZOITSJ,O,O,O,O,O,O,O,O,X,X,X
LZOIJTS,X,O,O,O,X,X,O,O,X,X,X
LZOIJST,X,O,O,O,X,X,X,X,X,X,X
LZOISTJ,X,O,O,O,O,X,O,O,X,X,X
LZOISJT,X,O,O,O,X,X,X,X,X,X,X
LZOJTIS,X,O,O,O,X,X,O,O,O,X,X
LZOJTSI,X,O,O,O,X,X,O,X,O,X,X
LZOJITS,X,O,O,O,X,X,O,O,X,X,X
LZOJIST,X,O,O,O,X,X,X,X,X,X,X
LZOJSTI,X,O,O,O,X,X,O,X,X,X,X
LZOJSIT,X,O,X,O,X,X,X,X,X,X,X
LZOSTIJ,X,X,O,O,X,X,O,O,X,X,X
LZOSTJI,X,X,O,O,X,X,O,X,X,X,X
LZOSITJ,X,O,O,O,X,X,O,O,X,X,X
LZOSIJT,X,O,O,O,X,X,X,X,X,X,X
LZOSJTI,X,X,O,O,X,X,O,X,X,X,X
LZOSJIT,X,O,O,O,X,X,X,X,X,X,X
LOTIJSZ,X,X,O,X,O,X,X,X,X,O,X
LOTIJZS,X,O,O,O,X,X,X,O,X,X,X
LOTISJZ,X,X,O,X,O,X,X,O,X,O,X
LOTISZJ,X,O,O,X,O,X,X,O,X,X,X
LOTIZJS,X,O,O,O,X,X,O,O,X,X,X
LOTIZSJ,X,O,O,O,O,X,O,O,X,X,X
LOTJISZ,X,O,O,X,O,X,X,X,X,O,X
LOTJIZS,X,O,O,O,X,X,X,X,X,X,X
LOTJSIZ,O,O,X,X,O,X,X,X,X,O,X
LOTJSZI,O,O,X,O,X,X,X,X,X,O,X
LOTJZIS,O,O,O,O,X,X,X,O,X,X,X
LOTJZSI,O,O,O,O,X,X,X,X,X,X,X
LOTSIJZ,X,X,X,X,O,X,X,X,X,X,X
LOTSIZJ,O,O,X,X,O,X,O,X,X,X,X
LOTSJIZ,O,X,X,X,O,X,X,X,X,O,O
LOTSJZI,O,X,X,X,X,X,O,X,X,O,O
LOTSZIJ,O,O,X,O,O,X,O,O,X,X,X
LOTSZJI,O,O,X,O,X,X,O,X,X,X,X
LOTZIJS,O,O,O,O,X,O,O,O,X,X,X
LOTZISJ,O,O,O,O,O,O,O,O,X,X,X
LOTZJIS,O,O,O,O,X,X,O,O,O,X,X
LOTZJSI,O,O,O,O,X,X,O,X,O,X,X
LOTZSIJ,O,O,O,O,O,X,O,O,X,X,X
LOTZSJI,O,O,O,O,X,X,O,X,X,X,X
LOITJSZ,X,X,O,X,O,X,X,X,X,O,X
LOITJZS,X,O,O,O,X,X,X,O,X,X,X
LOITSJZ,X,X,O,X,O,X,X,O,X,O,X
LOITSZJ,X,O,O,X,O,X,X,O,X,X,X
LOITZJS,X,O,O,O,X,X,O,O,X,X,X
LOITZSJ,X,O,O,O,O,X,O,O,X,X,X
LOIJTSZ,X,O,O,X,O,X,X,X,X,O,X
LOIJTZS,X,O,O,O,X,X,X,O,X,X,X
LOIJSTZ,X,O,O,X,O,X,X,O,X,X,X
LOIJSZT,X,O,O,O,X,X,X,X,X,X,X
LOIJZTS,X,O,O,O,X,X,O,O,X,X,X
LOIJZST,X,O,O,O,X,X,X,X,X,X,X
LOISTJZ,X,X,O,X,O,X,X,O,X,X,X
LOISTZJ,X,X,O,X,O,X,O,O,X,X,X
LOISJTZ,X,X,O,X,O,X,X,O,X,X,X
LOISJZT,X,X,O,O,X,X,X,X,X,X,X
LOISZTJ,X,O,O,O,O,X,O,O,X,X,X
LOISZJT,X,O,O,O,X,X,X,X,X,X,X
LOIZTJS,X,O,O,O,X,O,O,O,X,X,X
LOIZTSJ,X,O,O,O,O,O,O,O,X,X,X
LOIZJTS,X,O,O,O,X,X,O,O,X,X,X
LOIZJST,X,O,O,O,X,X,X,X,X,X,X
LOIZSTJ,X,O,O,O,O,X,O,O,X,X,X
LOIZSJT,X,O,O,O,X,X,X,X,X,X,X
LOJTISZ,X,O,O,X,O,X,X,X,X,O,X
LOJTIZS,X,O,O,O,X,X,X,X,X,X,X
LOJTSIZ,O,O,X,X,O,X,X,X,X,O,X
LOJTSZI,O,O,X,O,X,X,X,X,X,O,X
LOJTZIS,O,O,O,O,X,X,X,O,X,X,X
LOJTZSI,O,O,O,O,X,X,X,X,X,X,X
LOJITSZ,X,O,O,X,O,X,X,X,X,O,X
LOJITZS,X,O,O,O,X,X,X,O,X,X,X
LOJISTZ,X,O,O,X,O,X,X,O,X,X,X
LOJISZT,X,O,O,O,X,X,X,X,X,X,X
LOJIZTS,X,O,O,O,X,X,O,O,X,X,X
LOJIZST,X,O,O,O,X,X,X,X,X,X,X
LOJSTIZ,O,O,X,X,X,X,X,X,X,X,O
LOJSTZI,O,O,X,O,X,X,O,X,X,X,O
LOJSITZ,X,O,X,X,X,X,X,X,X,X,X
LOJSIZT,X,O,X,O,X,X,X,X,X,X,X
LOJSZTI,X,O,X,O,X,X,O,X,X,X,X
LOJSZIT,X,O,X,O,X,X,X,X,X,X,X
LOJZTIS,X,O,O,O,X,X,O,O,O,X,X
LOJZTSI,X,O,O,O,X,X,O,X,O,X,X
LOJZITS,X,O,O,O,X,X,O,O,X,X,X
LOJZIST,X,O,O,O,X,X,X,X,X,X,X
LOJZSTI,X,O,O,O,X,X,O,X,X,X,X
LOJZSIT,X,O,X,O,X,X,X,X,X,X,X
LOSTIJZ,X,X,X,X,O,X,X,X,X,X,X
LOSTIZJ,O,O,X,X,O,X,O,X,X,X,X
LOSTJIZ,O,X,X,X,O,X,X,X,X,X,O
LOSTJZI,O,X,X,X,X,X,O,X,X,X,O
LOSTZIJ,O,O,X,O,O,X,O,O,X,X,X
LOSTZJI,O,O,X,O,X,X,O,X,X,X,X
LOSITJZ,X,X,X,X,O,X,X,O,X,X,X
LOSITZJ,X,X,X,X,O,X,O,O,X,X,X
LOSIJTZ,X,X,X,X,O,X,X,O,X,X,X
LOSIJZT,X,X,X,O,X,X,X,X,X,X,X
LOSIZTJ,X,O,X,O,O,X,O,O,X,X,X
LOSIZJT,X,O,X,O,X,X,X,X,X,X,X
LOSJTIZ,O,O,X,X,X,X,X,X,X,X,O
LOSJTZI,O,O,X,O,X,X,O,X,X,X,O
LOSJITZ,X,O,X,X,X,X,X,X,X,X,X
LOSJIZT,X,O,X,O,X,X,X,X,X,X,X
LOSJZTI,X,O,X,O,X,X,O,X,X,X,X
LOSJZIT,X,O,X,O,X,X,X,X,X,X,X
LOSZTIJ,X,X,X,O,X,X,O,O,X,X,X
LOSZTJI,X,X,X,O,X,X,O,X,X,X,X
LOSZITJ,X,O,X,O,X,X,O,O,X,X,X
LOSZIJT,X,O,X,O,X,X,X,X,X,X,X
LOSZJTI,X,X,X,O,X,X,O,X,X,X,X
LOSZJIT,X,O,X,O,X,X,X,X,X,X,X
LOZTIJS,O,O,O,O,X,O,O,O,X,X,X
LOZTISJ,O,O,O,O,O,O,O,O,X,X,X
LOZTJIS,O,O,O,O,X,X,O,O,O,X,X
LOZTJSI,O,O,O,O,X,X,O,X,O,X,X
LOZTSIJ,O,O,O,O,O,X,O,O,X,X,X
LOZTSJI,O,O,O,O,X,X,O,X,X,X,X
LOZITJS,O,O,O,O,X,O,O,O,X,X,X
LOZITSJ,O,O,O,O,O,O,O,O,X,X,X
LOZIJTS,X,O,O,O,X,X,O,O,X,X,X
LOZIJST,X,O,O,O,X,X,X,X,X,X,X
LOZISTJ,X,O,O,O,O,X,O,O,X,X,X
LOZISJT,X,O,O,O,X,X,X,X,X,X,X
LOZJTIS,X,O,O,O,X,X,O,O,O,X,X
LOZJTSI,X,O,O,O,X,X,O,X,O,X,X
LOZJITS,X,O,O,O,X,X,O,O,X,X,X
LOZJIST,X,O,O,O,X,X,X,X,X,X,X
LOZJSTI,X,O,O,O,X,X,O,X,X,X,X
LOZJSIT,X,O,X,O,X,X,X,X,X,X,X
LOZSTIJ,X,X,O,O,X,X,O,O,X,X,X
LOZSTJI,X,X,O,O,X,X,O,X,X,X,X
LOZSITJ,X,O,O,O,X,X,O,O,X,X,X
LOZSIJT,X,O,O,O,X,X,X,X,X,X,X
LOZSJTI,X,X,O,O,X,X,O,X,X,X,X
LOZSJIT,X,O,O,O,X,X,X,X,X,X,X
JTILSZO,X,O,O,X,X,X,X,X,X,O,X
JTILSOZ,X,O,O,X,O,X,X,X,X,O,X
JTILZSO,X,O,X,X,X,X,X,X,X,O,X
JTILZOS,X,O,X,X,X,X,X,O,X,X,X
JTILOSZ,X,O,O,X,O,X,X,X,X,O,X
JTILOZS,X,O,O,X,X,X,X,O,X,X,X
JTISLZO,O,X,O,X,X,X,X,O,X,O,X
JTISLOZ,O,X,O,X,X,X,X,O,X,O,X
JTISZLO,O,X,X,X,X,X,X,O,X,O,X
JTISZOL,O,X,O,X,X,X,X,O,X,X,X
JTISOLZ,O,X,O,X,O,X,X,O,X,O,X
JTISOZL,O,X,O,X,O,X,X,O,X,X,X
JTIZLSO,X,O,X,X,X,X,X,X,X,O,X
JTIZLOS,O,O,O,X,X,X,X,O,X,X,X
JTIZSLO,O,O,O,X,X,X,X,O,X,O,X
JTIZSOL,O,O,O,X,X,X,X,O,X,X,X
JTIZOLS,O,O,O,O,X,X,X,O,X,X,X
JTIZOSL,O,O,O,X,X,X,X,O,X,X,X
JTIOLSZ,X,O,O,X,O,X,X,X,X,O,X
JTIOLZS,X,O,O,X,X,X,X,O,X,X,X
JTIOSLZ,O,X,O,X,O,X,X,O,X,O,X
JTIOSZL,O,X,O,X,O,X,X,O,X,X,X
JTIOZLS,O,O,O,O,X,X,X,O,X,X,X
JTIOZSL,O,O,O,X,X,X,X,O,X,X,X
JTLISZO,X,O,X,X,X,X,X,X,X,O,X
JTLISOZ,X,O,X,X,O,X,X,X,X,O,X
JTLIZSO,X,O,X,X,X,X,X,X,X,O,X
JTLIZOS,X,O,X,X,X,X,X,X,X,X,X
JTLIOSZ,X,O,X,X,O,X,X,X,X,O,X
JTLIOZS,X,O,X,X,X,X,X,X,X,X,X
JTLSIZO,O,O,X,X,X,X,X,X,X,O,X
JTLSIOZ,O,O,X,X,X,X,X,X,X,O,X
JTLSZIO,O,O,X,X,X,X,X,X,X,O,X
JTLSZOI,O,O,X,X,X,X,X,X,X,O,X
JTLSOIZ,O,O,X,X,O,X,X,X,X,O,X
JTLSOZI,O,O,X,X,X,X,X,X,X,O,X
JTLZISO,X,O,X,X,X,X,X,X,X,O,X
JTLZIOS,O,O,X,O,X,X,X,X,X,X,X
JTLZSIO,O,O,X,X,X,X,X,X,X,O,X
JTLZSOI,O,O,X,X,X,X,X,X,X,O,X
JTLZOIS,O,O,X,O,X,X,X,O,X,X,X
