sequence,v115@zgB8HeC8FeC8GeD8EeE8BeE8Je07IvhF6hBxdBmiBl?lBTnBXrB,v115@zgB8HeC8FeC8GeD8EeE8BeE8Je07IvhFxcBOjBCiBl?lBTnBXrB,v115@zgB8HeC8FeC8GeD8EeE8BeE8JeX8IvhF6iBOjBzhBl?lBxrB0qB,v115@zgB8HeC8FeC8GeD8EeE8BeE8Je07IvhF6iBOjBzhBl?lBxrBXrB,v115@zgB8HeC8FeC8GeD8EeE8BeE8JeX8IvhFxdB+mBKnBz?iBllB0qB,v115@zgB8HeC8FeC8GeD8EeE8BeE8Jel7IvhF3cBciBOjBx?lBSsBzqB,v115@zgB8HeC8FeC8GeD8EeE8BeE8Je07IvhFxdB+mBKnBz?iBllBXrB,v115@zgB8HeC8FeC8GeD8EeE8BeE8Jem7IvhF5hBXeB1lBK?nB0iBzqB,v115@zgB8HeC8FeC8GeD8EeE8BeE8JeX8IvhFOjBCiBTiBl?lBxrB0qB,v115@zgB8HeC8FeC8GeD8EeE8BeE8Jex7IvhF6iBOjB3hB0?lBVsBzqB,v115@zgB8HeC8FeC8GeD8EeE8BeE8Je07IvhFOjBCiBTiBl?lBxrBXrB,v115@zgB8HeC8FeC8GeD8EeE8BeE8JeX8IvhFZiB+mBziBl?lBCoB0qB,v115@zgB8HeC8FeC8GeD8EeE8BeE8Jex9IvhFziBmlBUnB6?lBlmBXrB,v115@zgB8HeC8FeC8GeD8EeE8BeE8Je07IvhFZiB+mBziBl?lBCoBXrB,v115@zgB8HeC8FeC8GeD8EeE8BeE8JeRBJvhFziBllB3mBm?mBCoB0qB,v115@zgB8HeC8FeC8GeD8EeE8BeE8JeT8IvhFxdB2nBllBc?rB3nB6qB,v115@zgB8HeC8FeC8GeD8EeE8BeE8Jex9IvhFziBllB3mBU?nB6qBOrB
JOSZILT,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOSZLTI,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOSZLIT,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOZTILS,O,O,X,O,X,O,X,X,X,O,O,X,O,O,X,X,X
JOZTISL,O,O,X,O,X,X,X,X,X,X,X,O,O,O,X,O,X
JOZTLIS,O,O,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X
JOZTLSI,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X,O,X
JOZTSIL,O,O,X,X,X,X,X,X,X,O,X,O,O,O,X,O,X
JOZTSLI,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X
JOZITLS,O,O,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X
JOZITSL,O,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X
JOZILTS,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOZILST,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOZISTL,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
JOZISLT,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOZLTIS,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOZLTSI,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOZLITS,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOZLIST,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOZLSTI,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOZLSIT,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOZSTIL,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOZSTLI,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOZSITL,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
JOZSILT,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOZSLTI,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOZSLIT,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
STILJZO,O,O,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
STILJOZ,O,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X
STILZJO,O,O,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
STILZOJ,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
STILOJZ,O,O,O,X,X,X,X,O,O,O,X,X,X,X,O,X,X
STILOZJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STIJLZO,O,O,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
STIJLOZ,O,O,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X
STIJZLO,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
STIJZOL,O,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X
STIJOLZ,O,O,O,O,X,X,X,X,O,O,X,O,X,X,O,X,X
STIJOZL,O,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X
STIZLJO,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
STIZLOJ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STIZJLO,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
STIZJOL,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
STIZOLJ,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X
STIZOJL,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X
STIOLJZ,O,O,O,O,X,X,X,X,O,O,X,X,X,X,O,X,X
STIOLZJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
STIOJLZ,O,O,O,O,X,X,X,X,O,O,X,O,X,X,O,X,X
STIOJZL,O,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X
STIOZLJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
STIOZJL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
STLIJZO,O,O,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X
STLIJOZ,O,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X
STLIZJO,O,O,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X
STLIZOJ,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
STLIOJZ,O,O,O,X,X,X,X,O,O,O,X,X,X,X,O,X,X
STLIOZJ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
STLJIZO,O,O,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X
STLJIOZ,O,O,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X
STLJZIO,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
STLJZOI,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
STLJOIZ,O,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X
STLJOZI,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STLZIJO,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
STLZIOJ,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
STLZJIO,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
STLZJOI,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
STLZOIJ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STLZOJI,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
STLOIJZ,O,O,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X
STLOIZJ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
STLOJIZ,O,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
STLOJZI,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
STLOZIJ,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O
STLOZJI,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O
STJILZO,O,O,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
STJILOZ,O,O,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X
STJIZLO,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
STJIZOL,O,O,O,O,X,X,X,X,X,O,X,O,X,O,X,X,X
STJIOLZ,O,O,O,O,X,X,X,X,O,O,X,O,X,X,O,X,X
STJIOZL,O,O,O,O,X,X,X,X,X,X,X,O,X,O,O,X,X
STJLIZO,O,O,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X
STJLIOZ,O,O,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X
STJLZIO,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
STJLZOI,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
STJLOIZ,O,O,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X
STJLOZI,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
STJZILO,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
STJZIOL,O,O,O,O,X,X,X,X,X,O,X,O,X,O,X,X,X
STJZLIO,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
STJZLOI,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
STJZOIL,O,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X
STJZOLI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STJOILZ,O,O,O,X,X,O,X,X,O,O,X,O,X,X,O,X,X
STJOIZL,O,O,O,X,X,X,X,X,X,X,X,O,X,O,O,X,X
STJOLIZ,O,O,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X
STJOLZI,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
STJOZIL,O,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O
STJOZLI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
STZILJO,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
STZILOJ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STZIJLO,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
STZIJOL,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
STZIOLJ,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X
STZIOJL,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X
STZLIJO,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
STZLIOJ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STZLJIO,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
STZLJOI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STZLOIJ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STZLOJI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STZJILO,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
STZJIOL,O,O,O,O,X,X,X,X,X,O,X,O,X,O,X,X,X
STZJLIO,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
STZJLOI,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
STZJOIL,O,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X
STZJOLI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STZOILJ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O
STZOIJL,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O
STZOLIJ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
STZOLJI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
STZOJIL,O,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O
STZOJLI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
STOILJZ,O,O,O,X,X,X,X,O,O,O,X,X,X,X,O,X,X
STOILZJ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
STOIJLZ,O,O,O,X,X,O,X,O,O,O,X,O,X,X,O,X,X
STOIJZL,O,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
STOIZLJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
STOIZJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
STOLIJZ,O,O,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X
STOLIZJ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
STOLJIZ,O,O,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X
STOLJZI,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
STOLZIJ,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O
STOLZJI,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O
STOJILZ,O,O,O,X,X,O,X,O,O,O,X,O,X,X,O,X,X
STOJIZL,O,O,O,X,X,X,X,X,X,X,X,O,X,O,O,X,X
STOJLIZ,O,O,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X
STOJLZI,O,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X
STOJZIL,O,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O
STOJZLI,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O
STOZILJ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O
STOZIJL,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O
STOZLIJ,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O
STOZLJI,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O
STOZJIL,O,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O
STOZJLI,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O
SITLJZO,O,O,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
SITLJOZ,O,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X
SITLZJO,O,O,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X
SITLZOJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SITLOJZ,O,O,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X
SITLOZJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SITJLZO,O,O,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
SITJLOZ,O,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X
SITJZLO,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SITJZOL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITJOLZ,O,O,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X
SITJOZL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SITZLJO,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SITZLOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZJLO,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SITZJOL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZOLJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SITZOJL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SITOLJZ,O,O,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X
SITOLZJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SITOJLZ,O,O,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X
SITOJZL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SITOZLJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
SITOZJL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
SILTJZO,O,O,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X
SILTJOZ,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SILTZJO,O,O,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X
SILTZOJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SILTOJZ,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SILTOZJ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SILJTZO,O,O,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X
SILJTOZ,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SILJZTO,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SILJZOT,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SILJOTZ,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SILJOZT,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SILZTJO,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SILZTOJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SILZJTO,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SILZJOT,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SILZOTJ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SILZOJT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SILOTJZ,O,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X
SILOTZJ,O,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X
SILOJTZ,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SILOJZT,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SILOZTJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SILOZJT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJTLZO,O,O,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
SIJTLOZ,O,O,O,X,X,X,X,O,O,O,X,O,X,X,X,X,X
SIJTZLO,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SIJTZOL,O,O,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
SIJTOLZ,O,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
SIJTOZL,O,O,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
SIJLTZO,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
SIJLTOZ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJLZTO,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SIJLZOT,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SIJLOTZ,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
SIJLOZT,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJZTLO,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIJZTOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZLTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZLOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZOTL,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIJZOLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOTLZ,O,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X
SIJOTZL,O,O,O,O,X,X,X,X,X,X,X,O,X,O,O,X,X
SIJOLTZ,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SIJOLZT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOZTL,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIJOZLT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZTLJO,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZTLOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZTJLO,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZTJOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZTOLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZTOJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLTJO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLTOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLJTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLJOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLOTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLOJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJTLO,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZJTOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJLTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJLOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJOTL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJOLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOTLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIZOTJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIZOLTJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOLJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOJTL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOJLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOTLJZ,O,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X
SIOTLZJ,O,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X
SIOTJLZ,O,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X
SIOTJZL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SIOTZLJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
SIOTZJL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
SIOLTJZ,O,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X
SIOLTZJ,O,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X
SIOLJTZ,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
SIOLJZT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOLZTJ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIOLZJT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJTLZ,O,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X
SIOJTZL,O,O,O,O,X,X,X,X,X,X,X,O,X,O,O,X,X
SIOJLTZ,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SIOJLZT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJZTL,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
SIOJZLT,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIOZTLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIOZTJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIOZLTJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZLJT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZJTL,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIOZJLT,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLTIJZO,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SLTIJOZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLTIZJO,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SLTIZOJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLTIOJZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
SLTIOZJ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
SLTJIZO,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SLTJIOZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLTJZIO,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SLTJZOI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLTJOIZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLTJOZI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTZIJO,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SLTZIOJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLTZJIO,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SLTZJOI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLTZOIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTZOJI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLTOIJZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
SLTOIZJ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
SLTOJIZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLTOJZI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLTOZIJ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SLTOZJI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SLITJZO,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SLITJOZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLITZJO,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SLITZOJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLITOJZ,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLITOZJ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLIJTZO,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SLIJTOZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLIJZTO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLIJZOT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLIJOTZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLIJOZT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIZTJO,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SLIZTOJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLIZJTO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLIZJOT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLIZOTJ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SLIZOJT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLIOTJZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
SLIOTZJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
SLIOJTZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLIOJZT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
