sequence,v115@4gD8GeC8FeD8FeD8DeG8JeT6IvhF/gBUcB5jBlkByq?B2uB,v115@4gD8GeC8FeD8FeD8DeG8JeT6IvhFegBUcB5jBfmBKp?BFqB,v115@4gD8GeC8FeD8FeD8DeG8Jei6IvhF3bB5jBckBOmBTl?B1uB,v115@4gD8GeC8FeD8FeD8DeG8JeK/IvhFfgB5jBFhBcqBml?BTpB,v115@4gD8GeC8FeD8FeD8DeG8Jei7IvhF5jBOkBFhBfqB0l?BTpB,v115@4gD8GeC8FeD8FeD8DeG8Jel6IvhFUcB5jB/kBTgByq?B2uB,v115@4gD8GeC8FeD8FeD8DeG8Je06IvhF5jB2kB3lBFmBTp?BiqB,v115@4gD8GeC8FeD8FeD8DeG8Je06IvhFlbB5jB2kBXhBTp?BiqB,v115@4gD8GeC8FeD8FeD8DeG8JeK/IvhFUcB5jBFgBzlBmp?B3pB,v115@4gD8GeC8FeD8FeD8DeG8JeU8IvhF5jBFgBzlBmpB/p?BipB,v115@4gD8GeC8FeD8FeD8DeG8Je5DJvhFTfB/lBFhBmlBip?B0pB,v115@4gD8GeC8FeD8FeD8DeG8JeU8IvhF5jBFgBzlBipB/p?BmpB,v115@4gD8GeC8FeD8FeD8DeG8JeK/IvhF5jBUgBFhBzlBmp?B3pB
JILOZTS,X,X,X,X,X,O,X,O,O,X,X,X,O
JILOZST,O,X,X,X,X,O,X,O,O,O,X,O,X
JISTLZO,O,X,O,X,X,O,X,O,X,X,X,X,O
JISTLOZ,O,X,X,X,X,O,X,O,X,X,O,X,X
JISTZLO,O,X,O,X,O,O,X,X,X,X,X,X,X
JISTZOL,O,X,O,X,O,O,X,X,X,X,X,X,X
JISTOLZ,O,X,O,X,X,O,X,O,X,X,X,X,X
JISTOZL,O,X,O,X,X,O,X,O,X,X,X,X,X
JISLTZO,O,O,O,X,X,O,X,O,X,X,X,X,O
JISLTOZ,O,O,X,X,X,O,X,O,X,X,O,X,X
JISLZTO,O,O,X,X,O,O,X,O,X,X,X,X,O
JISLZOT,O,X,X,X,X,O,X,O,X,X,X,X,X
JISLOTZ,O,X,O,X,X,O,X,O,O,X,O,X,X
JISLOZT,O,X,X,X,X,O,X,O,O,X,X,X,X
JISZTLO,X,X,O,X,O,O,X,X,X,X,X,X,X
JISZTOL,X,X,O,X,O,O,X,X,X,X,X,X,X
JISZLTO,O,O,X,X,O,O,X,X,X,X,X,X,X
JISZLOT,O,X,X,X,X,O,X,X,X,X,X,X,X
JISZOTL,X,X,O,X,O,O,X,X,X,X,X,X,X
JISZOLT,X,X,X,X,X,O,X,X,X,X,X,X,X
JISOTLZ,X,X,O,X,X,O,O,O,X,O,X,X,X
JISOTZL,X,X,O,X,X,O,O,O,X,O,X,X,X
JISOLTZ,X,X,O,X,X,O,O,O,X,O,X,X,X
JISOLZT,X,X,X,X,X,O,O,O,X,O,X,X,X
JISOZTL,X,X,O,X,O,O,O,O,X,O,X,X,X
JISOZLT,X,X,X,X,X,O,O,O,X,O,X,X,X
JIZTLSO,O,X,O,X,O,O,X,X,X,X,X,X,O
JIZTLOS,O,X,O,X,X,O,X,X,X,X,X,X,O
JIZTSLO,O,X,O,X,O,O,X,X,X,X,X,X,X
JIZTSOL,O,X,O,X,O,O,X,X,X,X,X,X,X
JIZTOLS,O,X,O,O,X,X,X,X,X,X,X,X,X
JIZTOSL,O,X,O,X,X,X,X,X,X,X,X,X,X
JIZLTSO,O,X,X,X,X,O,X,X,X,X,X,X,O
JIZLTOS,O,X,X,X,X,O,X,X,X,X,X,X,O
JIZLSTO,O,O,X,X,X,O,X,X,X,X,X,X,O
JIZLSOT,O,X,X,X,X,O,X,X,X,X,X,X,X
JIZLOTS,X,X,X,X,X,O,X,X,O,X,X,X,O
JIZLOST,O,X,X,X,X,O,X,X,O,X,X,X,X
JIZSTLO,X,X,O,X,O,O,X,X,X,X,X,X,X
JIZSTOL,X,X,O,X,O,O,X,X,X,X,X,X,X
JIZSLTO,O,O,X,X,O,O,X,X,X,X,X,X,X
JIZSLOT,O,X,X,X,X,O,X,X,X,X,X,X,X
JIZSOTL,X,X,O,X,O,O,X,X,X,X,X,X,X
JIZSOLT,X,X,X,X,X,O,X,X,X,X,X,X,X
JIZOTLS,X,X,O,O,X,X,X,X,X,X,X,X,X
JIZOTSL,X,X,O,X,X,X,X,X,X,O,X,X,X
JIZOLTS,X,X,X,O,X,O,X,X,X,X,X,X,X
JIZOLST,O,X,X,O,X,O,X,X,X,O,X,O,X
JIZOSTL,X,X,O,X,X,O,X,X,X,O,X,X,X
JIZOSLT,X,X,X,X,X,O,X,X,X,O,X,X,X
JIOTLSZ,O,X,O,O,X,X,X,O,X,X,X,X,X
JIOTLZS,O,X,O,X,X,X,X,O,X,X,X,X,O
JIOTSLZ,O,X,O,X,X,X,O,O,X,O,X,X,X
JIOTSZL,O,X,O,X,X,X,O,O,X,O,X,X,X
JIOTZLS,O,X,O,O,X,X,X,O,X,X,X,X,X
JIOTZSL,O,X,O,X,X,X,O,O,X,O,X,X,X
JIOLTSZ,O,X,O,O,X,O,X,O,O,X,X,X,X
JIOLTZS,O,X,O,X,X,O,X,O,O,X,X,X,O
JIOLSTZ,O,X,O,O,X,O,O,O,O,O,X,O,X
JIOLSZT,O,X,X,X,X,O,O,O,O,O,X,O,X
JIOLZTS,X,X,X,O,X,O,X,O,O,X,X,X,O
JIOLZST,O,X,X,O,X,O,O,O,O,O,X,O,X
JIOSTLZ,X,X,O,X,X,O,O,O,X,O,X,X,X
JIOSTZL,X,X,O,X,X,O,O,O,X,O,X,X,X
JIOSLTZ,X,X,O,X,X,O,O,O,X,O,X,X,X
JIOSLZT,X,X,X,X,X,O,O,O,X,O,X,X,X
JIOSZTL,X,X,O,X,X,O,O,O,X,O,X,X,X
JIOSZLT,X,X,X,X,X,O,O,O,X,O,X,X,X
JIOZTLS,X,X,O,O,X,X,X,O,X,X,X,X,X
JIOZTSL,X,X,O,X,X,X,O,O,X,O,X,X,X
JIOZLTS,X,X,X,O,X,O,X,O,O,X,X,X,X
JIOZLST,O,X,X,O,X,O,O,O,O,O,X,O,X
JIOZSTL,X,X,O,X,X,O,O,O,X,O,X,X,X
JIOZSLT,X,X,X,X,X,O,O,O,X,O,X,X,X
JLTISZO,O,O,O,X,X,O,X,O,X,X,X,X,O
JLTISOZ,O,O,X,X,X,O,X,O,X,X,X,X,X
JLTIZSO,O,O,O,X,X,O,X,O,X,X,X,X,O
JLTIZOS,O,O,O,X,X,O,X,O,X,X,X,X,O
JLTIOSZ,O,O,O,X,X,O,X,X,O,X,X,X,X
JLTIOZS,O,O,O,X,X,O,X,X,O,X,X,X,O
JLTSIZO,O,O,O,X,X,O,X,O,X,X,X,X,O
JLTSIOZ,O,O,X,X,X,O,X,O,X,X,X,X,X
JLTSZIO,O,O,O,X,X,O,X,O,X,X,X,X,O
JLTSZOI,O,O,O,X,X,O,X,O,X,X,X,X,X
JLTSOIZ,O,O,X,X,X,O,X,O,X,X,X,X,X
JLTSOZI,O,O,X,X,X,O,X,O,X,X,X,X,X
JLTZISO,O,O,O,X,X,O,X,O,X,X,X,X,O
JLTZIOS,O,O,O,X,X,O,X,O,X,X,X,X,O
JLTZSIO,O,O,O,X,X,O,X,O,X,X,X,X,O
JLTZSOI,O,O,O,X,X,O,X,O,X,X,X,X,X
JLTZOIS,O,O,O,X,X,O,X,O,X,X,X,X,O
JLTZOSI,O,O,O,X,X,O,X,X,X,X,X,X,X
JLTOISZ,O,O,O,X,X,O,X,X,O,X,X,X,X
JLTOIZS,O,O,O,X,X,O,X,X,O,X,X,X,O
JLTOSIZ,O,O,O,X,X,O,X,X,O,X,X,X,X
JLTOSZI,O,O,O,X,X,O,X,X,O,X,X,X,X
JLTOZIS,O,O,O,X,X,O,X,X,O,X,X,X,O
JLTOZSI,O,O,O,X,X,O,X,X,O,X,X,X,X
JLITSZO,O,O,O,X,X,O,X,O,X,X,X,X,O
JLITSOZ,O,O,X,X,X,O,X,O,X,X,X,X,X
JLITZSO,O,O,O,X,X,O,X,O,X,X,X,X,O
JLITZOS,O,O,O,X,X,O,X,O,X,X,X,X,O
JLITOSZ,O,O,O,X,X,O,X,X,O,X,X,X,X
JLITOZS,O,O,O,X,X,O,X,X,O,X,X,X,O
JLISTZO,O,O,O,X,X,O,X,O,X,X,X,X,O
JLISTOZ,O,O,X,X,X,O,X,O,X,X,O,X,X
JLISZTO,O,O,X,X,X,O,X,O,X,X,X,X,O
JLISZOT,O,X,X,X,X,O,X,O,X,X,X,X,X
JLISOTZ,O,X,O,X,X,O,X,O,O,X,O,X,X
JLISOZT,O,X,X,X,X,O,X,O,O,X,X,X,X
JLIZTSO,O,X,X,X,X,O,X,O,X,X,X,X,O
JLIZTOS,O,X,X,X,X,O,X,O,X,X,X,X,O
JLIZSTO,O,O,X,X,X,O,X,O,X,X,X,X,O
JLIZSOT,O,X,X,X,X,O,X,O,X,X,X,X,X
JLIZOTS,X,X,X,X,X,O,X,O,O,X,X,X,O
JLIZOST,O,X,X,X,X,O,X,O,O,X,X,X,X
JLIOTSZ,O,O,O,X,X,O,X,O,O,X,X,X,X
JLIOTZS,O,O,O,X,X,O,X,O,O,X,X,X,O
JLIOSTZ,O,X,O,X,X,O,X,O,O,O,O,O,X
JLIOSZT,O,X,X,X,X,O,X,O,O,O,X,O,X
JLIOZTS,X,X,X,X,X,O,X,O,O,X,X,X,O
JLIOZST,O,X,X,X,X,O,X,O,O,O,X,O,X
JLSTIZO,O,O,O,X,X,O,X,O,X,X,X,X,O
JLSTIOZ,O,O,X,X,X,O,X,O,X,X,O,X,X
JLSTZIO,O,O,O,X,X,O,X,O,X,X,X,X,O
JLSTZOI,O,O,O,X,X,O,X,O,X,X,X,X,X
JLSTOIZ,O,O,X,X,X,O,X,O,X,X,O,X,X
JLSTOZI,O,O,X,X,X,O,X,O,X,X,X,X,X
JLSITZO,O,O,O,X,X,O,X,O,X,X,X,X,O
JLSITOZ,O,O,X,X,X,O,X,O,X,X,O,X,X
JLSIZTO,O,O,X,X,X,O,X,O,X,X,X,X,O
JLSIZOT,O,X,X,X,X,O,X,O,X,X,X,X,X
JLSIOTZ,O,X,O,X,X,O,X,O,O,X,O,X,X
JLSIOZT,O,X,X,X,X,O,X,O,O,X,X,X,X
JLSZTIO,O,O,X,X,X,O,X,O,X,X,X,X,O
JLSZTOI,O,O,X,X,X,O,X,O,X,X,X,X,X
JLSZITO,O,O,X,X,X,O,X,O,X,X,X,X,O
JLSZIOT,O,X,X,X,X,O,X,O,X,X,X,X,X
JLSZOTI,O,X,X,X,X,O,X,O,X,X,X,X,X
JLSZOIT,O,X,X,X,X,O,X,O,X,X,X,X,X
JLSOTIZ,O,X,O,X,X,O,X,O,O,X,O,X,X
JLSOTZI,O,X,O,X,X,O,X,O,O,X,X,X,X
JLSOITZ,O,X,O,X,X,O,X,O,O,X,O,X,X
JLSOIZT,O,X,X,X,X,O,X,O,O,X,X,X,X
JLSOZTI,O,X,X,X,X,O,X,O,O,X,X,X,X
JLSOZIT,O,X,X,X,X,O,X,O,O,X,X,X,X
JLZTISO,O,X,X,X,X,O,X,O,X,X,X,X,O
JLZTIOS,O,X,X,X,X,O,X,O,X,X,X,X,O
JLZTSIO,O,X,X,X,X,O,X,O,X,X,X,X,O
JLZTSOI,O,X,X,X,X,O,X,O,X,X,X,X,X
JLZTOIS,O,X,X,X,X,O,X,O,X,X,X,X,O
JLZTOSI,O,X,X,X,X,O,X,X,X,X,X,X,X
JLZITSO,O,X,X,X,X,O,X,O,X,X,X,X,O
JLZITOS,O,X,X,X,X,O,X,O,X,X,X,X,O
JLZISTO,O,O,X,X,X,O,X,O,X,X,X,X,O
JLZISOT,O,X,X,X,X,O,X,O,X,X,X,X,X
JLZIOTS,X,X,X,X,X,O,X,O,O,X,X,X,O
JLZIOST,O,X,X,X,X,O,X,O,O,X,X,X,X
JLZSTIO,O,O,X,X,X,O,X,O,X,X,X,X,O
JLZSTOI,O,O,X,X,X,O,X,O,X,X,X,X,X
JLZSITO,O,O,X,X,X,O,X,O,X,X,X,X,O
JLZSIOT,O,X,X,X,X,O,X,O,X,X,X,X,X
JLZSOTI,O,X,X,X,X,O,X,O,X,X,X,X,X
JLZSOIT,O,X,X,X,X,O,X,O,X,X,X,X,X
JLZOTIS,X,X,X,X,X,O,X,O,O,X,X,X,O
JLZOTSI,X,X,X,X,X,O,X,X,O,X,X,X,X
JLZOITS,X,X,X,X,X,O,X,O,O,X,X,X,O
JLZOIST,O,X,X,X,X,O,X,O,O,X,X,X,X
JLZOSTI,O,X,X,X,X,O,X,O,O,X,X,X,X
JLZOSIT,O,X,X,X,X,O,X,O,O,X,X,X,X
JLOTISZ,O,O,O,X,X,O,X,O,O,X,X,X,X
JLOTIZS,O,O,O,X,X,O,X,O,O,X,X,X,O
JLOTSIZ,O,O,O,X,X,O,X,O,O,X,X,X,X
JLOTSZI,O,O,O,X,X,O,X,O,O,X,X,X,X
JLOTZIS,O,O,O,X,X,O,X,O,O,X,X,X,O
JLOTZSI,O,O,O,X,X,O,X,O,O,X,X,X,X
JLOITSZ,O,O,O,X,X,O,X,O,O,X,X,X,X
JLOITZS,O,O,O,X,X,O,X,O,O,X,X,X,O
JLOISTZ,O,X,O,X,X,O,X,O,O,O,O,O,X
JLOISZT,O,X,X,X,X,O,X,O,O,O,X,O,X
JLOIZTS,X,X,X,X,X,O,X,O,O,X,X,X,O
JLOIZST,O,X,X,X,X,O,X,O,O,O,X,O,X
JLOSTIZ,O,X,O,X,X,O,X,O,O,X,O,X,X
JLOSTZI,O,X,O,X,X,O,X,O,O,X,X,X,X
JLOSITZ,O,X,O,X,X,O,X,O,O,X,O,X,X
JLOSIZT,O,X,X,X,X,O,X,O,O,X,X,X,X
JLOSZTI,O,X,X,X,X,O,X,O,O,X,X,X,X
JLOSZIT,O,X,X,X,X,O,X,O,O,X,X,X,X
JLOZTIS,X,X,X,X,X,O,X,O,O,X,X,X,O
JLOZTSI,X,X,X,X,X,O,X,O,O,X,X,X,X
JLOZITS,X,X,X,X,X,O,X,O,O,X,X,X,O
JLOZIST,O,X,X,X,X,O,X,O,O,O,X,O,X
JLOZSTI,O,X,X,X,X,O,X,O,O,X,X,X,X
JLOZSIT,O,X,X,X,X,O,X,O,O,X,X,X,X
JSTILZO,O,X,O,X,X,O,X,O,X,X,X,X,O
JSTILOZ,O,X,X,X,X,O,X,O,X,X,O,X,X
JSTIZLO,O,X,O,X,O,O,X,X,X,X,X,X,X
JSTIZOL,O,X,O,X,O,O,X,X,X,X,X,X,X
JSTIOLZ,O,X,O,X,X,O,X,O,X,X,X,X,X
JSTIOZL,O,X,O,X,X,O,X,O,X,X,X,X,X
JSTLIZO,O,X,O,X,X,O,X,O,X,X,X,X,O
JSTLIOZ,O,X,X,X,X,O,X,O,X,X,O,X,X
JSTLZIO,O,X,O,X,X,O,X,O,X,X,X,X,O
JSTLZOI,O,X,O,X,X,O,X,O,X,X,X,X,X
JSTLOIZ,O,X,X,X,X,O,X,O,X,X,O,X,X
JSTLOZI,O,X,X,X,X,O,X,O,X,X,X,X,X
JSTZILO,O,X,O,X,O,O,X,X,X,X,X,X,X
JSTZIOL,O,X,O,X,O,O,X,X,X,X,X,X,X
JSTZLIO,O,X,O,X,O,O,X,X,X,X,X,X,X
JSTZLOI,O,X,O,X,O,O,X,X,X,X,X,X,X
JSTZOIL,O,X,O,X,O,O,X,X,X,X,X,X,X
JSTZOLI,O,X,O,X,O,X,X,X,X,X,X,X,X
JSTOILZ,O,X,O,X,X,O,X,O,X,X,X,X,X
JSTOIZL,O,X,O,X,X,O,X,O,X,X,X,X,X
JSTOLIZ,O,X,O,X,X,O,X,O,X,X,X,X,X
JSTOLZI,O,X,O,X,X,O,X,O,X,X,X,X,X
JSTOZIL,O,X,O,X,X,O,X,O,X,X,X,X,X
JSTOZLI,O,X,O,X,X,X,X,O,X,X,X,X,X
JSITLZO,O,X,O,X,X,O,X,O,X,X,X,X,O
JSITLOZ,O,X,X,X,X,O,X,O,X,X,O,X,X
JSITZLO,O,X,O,X,O,O,X,X,X,X,X,X,X
JSITZOL,O,X,O,X,O,O,X,X,X,X,X,X,X
JSITOLZ,O,X,O,X,X,O,X,O,X,X,X,X,X
JSITOZL,O,X,O,X,X,O,X,O,X,X,X,X,X
JSILTZO,O,O,O,X,X,O,X,O,X,X,X,X,O
JSILTOZ,O,O,X,X,X,O,X,O,X,X,O,X,X
JSILZTO,O,O,X,X,O,O,X,O,X,X,X,X,O
JSILZOT,O,X,X,X,X,O,X,O,X,X,X,X,X
JSILOTZ,O,X,O,X,X,O,X,O,O,X,O,X,X
JSILOZT,O,X,X,X,X,O,X,O,O,X,X,X,X
JSIZTLO,X,X,O,X,O,O,X,X,X,X,X,X,X
JSIZTOL,X,X,O,X,O,O,X,X,X,X,X,X,X
JSIZLTO,O,O,X,X,O,O,X,X,X,X,X,X,X
JSIZLOT,O,X,X,X,X,O,X,X,X,X,X,X,X
JSIZOTL,X,X,O,X,O,O,X,X,X,X,X,X,X
JSIZOLT,X,X,X,X,X,O,X,X,X,X,X,X,X
JSIOTLZ,X,X,O,X,X,O,O,O,X,O,X,X,X
JSIOTZL,X,X,O,X,X,O,O,O,X,O,X,X,X
JSIOLTZ,X,X,O,X,X,O,O,O,X,O,X,X,X
JSIOLZT,X,X,X,X,X,O,O,O,X,O,X,X,X
JSIOZTL,X,X,O,X,O,O,O,O,X,O,X,X,X
JSIOZLT,X,X,X,X,X,O,O,O,X,O,X,X,X
JSLTIZO,O,O,O,X,X,O,X,O,X,X,X,X,O
JSLTIOZ,O,O,X,X,X,O,X,O,X,X,O,X,X
JSLTZIO,O,O,O,X,X,O,X,O,X,X,X,X,O
JSLTZOI,O,O,O,X,X,O,X,O,X,X,X,X,X
JSLTOIZ,O,O,X,X,X,O,X,O,X,X,O,X,X
JSLTOZI,O,O,X,X,X,O,X,O,X,X,X,X,X
JSLITZO,O,O,O,X,X,O,X,O,X,X,X,X,O
JSLITOZ,O,O,X,X,X,O,X,O,X,X,O,X,X
JSLIZTO,O,O,X,X,O,O,X,O,X,X,X,X,O
JSLIZOT,O,X,X,X,X,O,X,O,X,X,X,X,X
JSLIOTZ,O,X,O,X,X,O,X,O,O,X,O,X,X
JSLIOZT,O,X,X,X,X,O,X,O,O,X,X,X,X
JSLZTIO,O,O,X,X,O,O,X,O,X,X,X,X,O
JSLZTOI,O,O,X,X,O,O,X,O,X,X,X,X,X
JSLZITO,O,O,X,X,O,O,X,O,X,X,X,X,O
JSLZIOT,O,X,X,X,X,O,X,O,X,X,X,X,X
JSLZOTI,O,X,X,X,X,O,X,O,X,X,X,X,X
JSLZOIT,O,X,X,X,X,O,X,O,X,X,X,X,X
JSLOTIZ,O,X,O,X,X,O,X,O,O,X,O,X,X
JSLOTZI,O,X,O,X,X,O,X,O,O,X,X,X,X
JSLOITZ,O,X,O,X,X,O,X,O,O,X,O,X,X
JSLOIZT,O,X,X,X,X,O,X,O,O,X,X,X,X
JSLOZTI,O,X,X,X,X,O,X,O,O,X,X,X,X
JSLOZIT,O,X,X,X,X,O,X,O,O,X,X,X,X
JSZTILO,X,X,O,X,O,O,X,X,X,X,X,X,X
JSZTIOL,X,X,O,X,O,O,X,X,X,X,X,X,X
JSZTLIO,X,X,O,X,O,O,X,X,X,X,X,X,X
JSZTLOI,X,X,O,X,O,O,X,X,X,X,X,X,X
JSZTOIL,X,X,O,X,O,O,X,X,X,X,X,X,X
JSZTOLI,X,X,O,X,O,X,X,X,X,X,X,X,X
JSZITLO,X,X,O,X,O,O,X,X,X,X,X,X,X
JSZITOL,X,X,O,X,O,O,X,X,X,X,X,X,X
JSZILTO,O,O,X,X,O,O,X,X,X,X,X,X,X
JSZILOT,O,X,X,X,X,O,X,X,X,X,X,X,X
JSZIOTL,X,X,O,X,O,O,X,X,X,X,X,X,X
JSZIOLT,X,X,X,X,X,O,X,X,X,X,X,X,X
JSZLTIO,O,O,X,X,O,O,X,X,X,X,X,X,X
JSZLTOI,O,O,X,X,O,O,X,X,X,X,X,X,X
JSZLITO,O,O,X,X,O,O,X,X,X,X,X,X,X
JSZLIOT,O,X,X,X,X,O,X,X,X,X,X,X,X
JSZLOTI,O,X,X,X,X,O,X,X,X,X,X,X,X
JSZLOIT,O,X,X,X,X,O,X,X,X,X,X,X,X
JSZOTIL,X,X,O,X,O,O,X,X,X,X,X,X,X
JSZOTLI,X,X,O,X,O,X,X,X,X,X,X,X,X
JSZOITL,X,X,O,X,O,O,X,X,X,X,X,X,X
JSZOILT,X,X,X,X,X,O,X,X,X,X,X,X,X
JSZOLTI,X,X,X,X,X,O,X,X,X,X,X,X,X
JSZOLIT,X,X,X,X,X,O,X,X,X,X,X,X,X
JSOTILZ,X,X,O,X,X,O,O,O,X,X,X,X,X
JSOTIZL,X,X,O,X,X,O,O,O,X,X,X,X,X
JSOTLIZ,X,X,O,X,X,O,X,O,X,X,X,X,X
JSOTLZI,X,X,O,X,X,O,X,O,X,X,X,X,X
JSOTZIL,X,X,O,X,X,O,O,O,X,X,X,X,X
JSOTZLI,X,X,O,X,X,X,X,O,X,X,X,X,X
JSOITLZ,X,X,O,X,X,O,O,O,X,O,X,X,X
JSOITZL,X,X,O,X,X,O,O,O,X,O,X,X,X
JSOILTZ,X,X,O,X,X,O,O,O,X,O,X,X,X
JSOILZT,X,X,X,X,X,O,O,O,X,O,X,X,X
JSOIZTL,X,X,O,X,O,O,O,O,X,O,X,X,X
JSOIZLT,X,X,X,X,X,O,O,O,X,O,X,X,X
JSOLTIZ,X,X,O,X,X,O,X,O,O,X,X,X,X
JSOLTZI,X,X,O,X,X,O,X,O,O,X,X,X,X
JSOLITZ,X,X,O,X,X,O,O,O,O,X,X,X,X
JSOLIZT,X,X,X,X,X,O,O,O,O,X,X,X,X
JSOLZTI,X,X,X,X,X,O,X,O,O,X,X,X,X
JSOLZIT,X,X,X,X,X,O,O,O,O,X,X,X,X
JSOZTIL,X,X,O,X,O,O,O,O,X,X,X,X,X
JSOZTLI,X,X,O,X,O,X,X,O,X,X,X,X,X
JSOZITL,X,X,O,X,O,O,O,O,X,O,X,X,X
JSOZILT,X,X,X,X,X,O,O,O,X,O,X,X,X
JSOZLTI,X,X,X,X,X,O,X,O,O,X,X,X,X
JSOZLIT,X,X,X,X,X,O,O,O,O,X,X,X,X
JZTILSO,O,X,O,X,O,O,X,X,X,X,X,X,O
JZTILOS,O,X,O,X,X,O,X,X,X,X,X,X,O
JZTISLO,O,X,O,X,O,O,X,X,X,X,X,X,X
JZTISOL,O,X,O,X,O,O,X,X,X,X,X,X,X
JZTIOLS,O,X,O,O,X,X,X,X,X,X,X,X,X
JZTIOSL,O,X,O,X,X,X,X,X,X,X,X,X,X
JZTLISO,O,X,O,X,O,O,X,X,X,X,X,X,O
JZTLIOS,O,X,O,X,X,O,X,X,X,X,X,X,O
JZTLSIO,O,X,O,X,O,O,X,X,X,X,X,X,O
JZTLSOI,O,X,O,X,O,O,X,X,X,X,X,X,X
JZTLOIS,O,X,O,X,X,O,X,X,X,X,X,X,O
JZTLOSI,O,X,O,X,X,O,X,X,X,X,X,X,X
JZTSILO,O,X,O,X,O,O,X,X,X,X,X,X,X
JZTSIOL,O,X,O,X,O,O,X,X,X,X,X,X,X
JZTSLIO,O,X,O,X,O,O,X,X,X,X,X,X,X
JZTSLOI,O,X,O,X,O,O,X,X,X,X,X,X,X
JZTSOIL,O,X,O,X,O,O,X,X,X,X,X,X,X
JZTSOLI,O,X,O,X,O,X,X,X,X,X,X,X,X
JZTOILS,O,X,O,O,X,X,X,X,X,X,X,X,X
JZTOISL,O,X,O,X,X,X,X,X,X,X,X,X,X
JZTOLIS,O,X,O,O,X,X,X,X,X,X,X,X,X
JZTOLSI,O,X,O,O,X,X,X,X,X,X,X,X,X
JZTOSIL,O,X,O,X,X,X,X,X,X,X,X,X,X
JZTOSLI,O,X,O,X,X,X,X,X,X,X,X,X,X
JZITLSO,O,X,O,X,O,O,X,X,X,X,X,X,O
JZITLOS,O,X,O,X,X,O,X,X,X,X,X,X,O
JZITSLO,O,X,O,X,O,O,X,X,X,X,X,X,X
JZITSOL,O,X,O,X,O,O,X,X,X,X,X,X,X
JZITOLS,O,X,O,O,X,X,X,X,X,X,X,X,X
JZITOSL,O,X,O,X,X,X,X,X,X,X,X,X,X
JZILTSO,O,X,X,X,X,O,X,X,X,X,X,X,O
JZILTOS,O,X,X,X,X,O,X,X,X,X,X,X,O
JZILSTO,O,O,X,X,X,O,X,X,X,X,X,X,O
JZILSOT,O,X,X,X,X,O,X,X,X,X,X,X,X
JZILOTS,X,X,X,X,X,O,X,X,O,X,X,X,O
JZILOST,O,X,X,X,X,O,X,X,O,X,X,X,X
JZISTLO,X,X,O,X,O,O,X,X,X,X,X,X,X
JZISTOL,X,X,O,X,O,O,X,X,X,X,X,X,X
JZISLTO,O,O,X,X,O,O,X,X,X,X,X,X,X
JZISLOT,O,X,X,X,X,O,X,X,X,X,X,X,X
JZISOTL,X,X,O,X,O,O,X,X,X,X,X,X,X
JZISOLT,X,X,X,X,X,O,X,X,X,X,X,X,X
JZIOTLS,X,X,O,O,X,X,X,X,X,X,X,X,X
JZIOTSL,X,X,O,X,X,X,X,X,X,O,X,X,X
JZIOLTS,X,X,X,O,X,O,X,X,X,X,X,X,X
JZIOLST,O,X,X,O,X,O,X,X,X,O,X,O,X
JZIOSTL,X,X,O,X,X,O,X,X,X,O,X,X,X
JZIOSLT,X,X,X,X,X,O,X,X,X,O,X,X,X
JZLTISO,O,X,X,X,X,O,X,X,X,X,X,X,O
JZLTIOS,O,X,X,X,X,O,X,X,X,X,X,X,O
JZLTSIO,O,X,X,X,X,O,X,X,X,X,X,X,O
JZLTSOI,O,X,X,X,X,O,X,X,X,X,X,X,X
JZLTOIS,O,X,X,X,X,O,X,X,X,X,X,X,O
JZLTOSI,O,X,X,X,X,O,X,X,X,X,X,X,X
JZLITSO,O,X,X,X,X,O,X,X,X,X,X,X,O
JZLITOS,O,X,X,X,X,O,X,X,X,X,X,X,O
JZLISTO,O,O,X,X,X,O,X,X,X,X,X,X,O
JZLISOT,O,X,X,X,X,O,X,X,X,X,X,X,X
JZLIOTS,X,X,X,X,X,O,X,X,O,X,X,X,O
JZLIOST,O,X,X,X,X,O,X,X,O,X,X,X,X
JZLSTIO,O,O,X,X,X,O,X,X,X,X,X,X,O
JZLSTOI,O,O,X,X,X,O,X,X,X,X,X,X,X
JZLSITO,O,O,X,X,X,O,X,X,X,X,X,X,O
JZLSIOT,O,X,X,X,X,O,X,X,X,X,X,X,X
JZLSOTI,O,X,X,X,X,O,X,X,X,X,X,X,X
JZLSOIT,O,X,X,X,X,O,X,X,X,X,X,X,X
JZLOTIS,X,X,X,X,X,O,X,X,O,X,X,X,O
JZLOTSI,X,X,X,X,X,O,X,X,O,X,X,X,X
JZLOITS,X,X,X,X,X,O,X,X,O,X,X,X,O
JZLOIST,O,X,X,X,X,O,X,X,O,X,X,X,X
JZLOSTI,O,X,X,X,X,O,X,X,O,X,X,X,X
JZLOSIT,O,X,X,X,X,O,X,X,O,X,X,X,X
JZSTILO,X,X,O,X,O,O,X,X,X,X,X,X,X
JZSTIOL,X,X,O,X,O,O,X,X,X,X,X,X,X
JZSTLIO,X,X,O,X,O,O,X,X,X,X,X,X,X
JZSTLOI,X,X,O,X,O,O,X,X,X,X,X,X,X
JZSTOIL,X,X,O,X,O,O,X,X,X,X,X,X,X
JZSTOLI,X,X,O,X,O,X,X,X,X,X,X,X,X
JZSITLO,X,X,O,X,O,O,X,X,X,X,X,X,X
JZSITOL,X,X,O,X,O,O,X,X,X,X,X,X,X
JZSILTO,O,O,X,X,O,O,X,X,X,X,X,X,X
