sequence,v115@5gB8GeB8BeB8EeE8DeF8DeE8JeT6IvhFxbBXeBupBF?mB0qBiqB,v115@5gB8GeB8BeB8EeE8DeF8DeE8JeT6IvhFxbBXeBFmBC?qBUqBmqB,v115@5gB8GeB8BeB8EeE8DeF8DeE8Jex7IvhFXeBlfBUhBO?qB6pBzqB,v115@5gB8GeB8BeB8EeE8DeF8DeE8Jex6IvhFXeB0fBFmBC?qBOrBTqB,v115@5gB8GeB8BeB8EeE8DeF8DeE8JeT6IvhFxbBXeBVmBu?pBiqB0qB,v115@5gB8GeB8BeB8EeE8DeF8DeE8Je07IvhFXeBlfBxlB6?pBOrBTqB,v115@5gB8GeB8BeB8EeE8DeF8DeE8JeT6IvhFCcBXeB8kBV?mB2qBRvB,v115@5gB8GeB8BeB8EeE8DeF8DeE8JeT6IvhFxbBXeBVmBq?pB2qB0qB,v115@5gB8GeB8BeB8EeE8DeF8DeE8Jei6IvhF1gBXeB5kBT?hB0lB2vB,v115@5gB8GeB8BeB8EeE8DeF8DeE8Jei6IvhFcgBXeB5kBF?mBTqBOrB,v115@5gB8GeB8BeB8EeE8DeF8DeE8JeT6IvhFegBXeBUhBS?qBFmBRvB,v115@5gB8GeB8BeB8EeE8DeF8DeE8JeT6IvhF2gBXeBqpBx?lBFmB0qB
LIZTOJS,X,X,X,O,X,X,O,X,X,X,O,O
LIZTOSJ,X,O,X,O,X,X,O,O,X,X,O,O
LIZJTSO,X,X,O,X,X,X,X,X,O,X,O,O
LIZJTOS,X,X,X,X,X,X,X,X,O,X,O,O
LIZJSTO,X,X,O,X,X,X,X,X,O,X,O,O
LIZJSOT,O,X,X,X,O,X,X,O,O,X,O,O
LIZJOTS,X,X,X,X,X,X,X,X,O,X,O,O
LIZJOST,O,X,X,X,O,X,X,O,O,X,O,O
LIZSTJO,X,X,X,O,X,O,O,X,X,X,O,O
LIZSTOJ,X,O,X,O,X,O,O,O,X,X,O,O
LIZSJTO,X,X,O,X,X,X,X,X,O,X,O,O
LIZSJOT,O,X,X,X,O,X,X,O,O,X,O,O
LIZSOTJ,X,O,X,X,X,X,O,O,X,X,O,O
LIZSOJT,X,X,X,X,X,X,X,O,X,X,O,O
LIZOTJS,X,X,X,X,X,X,O,X,X,X,O,O
LIZOTSJ,X,X,X,X,X,X,O,X,X,X,O,O
LIZOJTS,X,X,X,X,X,X,X,X,X,X,O,O
LIZOJST,X,X,X,X,X,X,X,X,X,X,O,O
LIZOSTJ,X,O,X,X,X,X,O,O,X,X,O,O
LIZOSJT,X,X,X,X,X,X,X,O,X,X,O,O
LIOTJSZ,X,O,X,X,X,X,X,O,X,X,O,X
LIOTJZS,X,X,X,X,X,X,X,O,X,X,O,X
LIOTSJZ,X,O,X,X,X,X,X,O,X,X,O,X
LIOTSZJ,X,O,X,X,X,X,O,O,X,O,O,O
LIOTZJS,X,O,X,X,X,X,O,X,X,O,O,O
LIOTZSJ,X,O,X,X,X,X,O,O,X,O,O,O
LIOJTSZ,X,X,X,X,O,X,X,O,X,X,O,X
LIOJTZS,X,X,X,X,X,X,X,O,X,X,O,X
LIOJSTZ,X,O,X,X,O,X,X,O,X,X,O,X
LIOJSZT,X,X,X,X,O,X,X,O,O,X,O,O
LIOJZTS,X,X,X,X,X,X,X,X,O,X,O,O
LIOJZST,X,X,X,X,O,X,X,O,O,X,O,O
LIOSTJZ,O,O,X,X,O,X,X,O,X,X,O,X
LIOSTZJ,X,O,X,X,X,X,O,O,X,O,O,O
LIOSJTZ,O,O,X,X,O,X,X,O,X,X,O,X
LIOSJZT,O,X,X,X,O,X,X,O,O,X,O,O
LIOSZTJ,X,O,X,X,X,X,O,O,X,X,O,O
LIOSZJT,X,X,X,X,X,X,X,O,X,X,O,O
LIOZTJS,X,X,X,X,X,X,O,X,X,X,O,O
LIOZTSJ,X,X,X,X,X,X,O,X,X,X,O,O
LIOZJTS,X,X,X,X,X,X,X,X,X,X,O,O
LIOZJST,X,X,X,X,X,X,X,X,X,X,O,O
LIOZSTJ,X,O,X,X,X,X,O,O,X,X,O,O
LIOZSJT,X,X,X,X,X,X,X,O,X,X,O,O
LJTISZO,X,X,X,X,O,X,O,O,O,X,X,X
LJTISOZ,O,O,X,X,O,X,X,O,X,X,X,X
LJTIZSO,X,X,X,X,O,X,O,O,O,X,X,X
LJTIZOS,X,X,X,X,O,X,O,O,O,X,X,X
LJTIOSZ,O,O,X,X,O,X,X,O,X,X,X,X
LJTIOZS,X,X,X,X,O,X,X,O,X,X,X,X
LJTSIZO,X,X,X,X,O,X,O,O,O,X,X,X
LJTSIOZ,O,O,X,X,O,X,X,O,X,X,X,X
LJTSZIO,O,O,O,O,O,X,X,O,O,X,X,X
LJTSZOI,O,O,O,O,O,X,X,O,X,X,X,X
LJTSOIZ,O,O,X,X,O,X,X,O,X,X,X,X
LJTSOZI,O,O,X,X,O,X,X,O,X,X,X,X
LJTZISO,O,O,O,O,O,X,X,O,O,X,X,X
LJTZIOS,O,O,X,O,O,X,X,O,O,X,X,X
LJTZSIO,O,O,O,O,O,X,X,O,O,X,X,X
LJTZSOI,O,O,O,O,O,X,X,O,X,X,X,X
LJTZOIS,O,O,X,O,O,X,X,O,X,X,X,X
LJTZOSI,O,O,X,O,O,X,X,O,X,X,X,X
LJTOISZ,O,O,X,X,O,X,X,O,X,X,X,X
LJTOIZS,X,X,X,X,O,X,X,O,X,X,X,X
LJTOSIZ,O,O,X,X,O,X,X,O,X,X,X,X
LJTOSZI,O,O,X,X,O,X,X,O,X,X,X,X
LJTOZIS,O,O,X,X,O,X,X,O,X,X,X,X
LJTOZSI,O,O,X,X,O,X,X,O,X,X,X,X
LJITSZO,X,X,X,X,O,X,O,O,O,X,X,X
LJITSOZ,X,O,X,X,O,X,X,O,X,X,X,X
LJITZSO,X,X,X,X,O,X,O,O,O,X,X,X
LJITZOS,X,X,X,X,O,X,O,O,O,X,X,X
LJITOSZ,X,O,X,X,O,X,X,O,X,X,X,X
LJITOZS,X,X,X,X,O,X,X,O,X,X,X,X
LJISTZO,X,X,X,X,O,X,O,O,O,X,X,X
LJISTOZ,X,O,X,X,O,X,X,O,X,X,X,X
LJISZTO,X,X,X,X,X,X,X,X,O,X,X,O
LJISZOT,X,X,X,X,O,X,X,O,O,X,X,O
LJISOTZ,O,O,X,X,O,X,X,O,X,X,X,X
LJISOZT,O,X,X,X,O,X,X,O,O,X,X,O
LJIZTSO,X,X,X,X,X,X,X,X,O,X,X,O
LJIZTOS,X,X,X,X,X,X,X,X,O,X,X,O
LJIZSTO,X,X,X,X,X,X,X,X,O,X,X,O
LJIZSOT,X,X,X,X,O,X,X,O,O,X,X,O
LJIZOTS,X,X,X,X,X,X,X,X,O,X,X,O
LJIZOST,X,X,X,X,O,X,X,O,O,X,X,O
LJIOTSZ,X,X,X,X,O,X,X,O,X,X,X,X
LJIOTZS,X,X,X,X,O,X,X,O,X,X,X,X
LJIOSTZ,O,O,X,X,O,X,X,O,X,X,X,X
LJIOSZT,O,X,X,X,O,X,X,O,O,X,X,O
LJIOZTS,X,X,X,X,X,X,X,X,O,X,X,O
LJIOZST,X,X,X,X,O,X,X,O,O,X,X,O
LJSTIZO,X,X,X,X,O,X,O,O,O,X,X,X
LJSTIOZ,O,O,X,X,O,X,X,O,X,X,X,X
LJSTZIO,O,O,O,O,O,X,X,O,O,X,X,X
LJSTZOI,O,O,O,O,O,X,X,O,X,X,X,X
LJSTOIZ,O,O,X,X,O,X,X,O,X,X,X,X
LJSTOZI,O,O,X,X,O,X,X,O,X,X,X,X
LJSITZO,X,X,X,X,O,X,O,O,O,X,X,X
LJSITOZ,X,O,X,X,O,X,X,O,X,X,X,X
LJSIZTO,X,X,X,X,X,X,X,X,O,X,X,O
LJSIZOT,X,X,X,X,O,X,X,O,O,X,X,O
LJSIOTZ,O,O,X,X,O,X,X,O,X,X,X,X
LJSIOZT,O,X,X,X,O,X,X,O,O,X,X,O
LJSZTIO,O,X,O,O,O,X,X,O,O,X,X,X
LJSZTOI,O,X,O,O,O,X,X,O,X,X,X,X
LJSZITO,X,X,O,X,X,X,X,X,O,X,X,O
LJSZIOT,O,X,X,X,O,X,X,O,O,X,X,O
LJSZOTI,O,X,X,X,O,X,X,O,X,X,X,X
LJSZOIT,O,X,X,X,O,X,X,O,O,X,X,O
LJSOTIZ,O,O,X,X,O,X,X,O,X,X,X,X
LJSOTZI,O,O,X,X,O,X,X,O,X,X,X,X
LJSOITZ,O,O,X,X,O,X,X,O,X,X,X,X
LJSOIZT,O,X,X,X,O,X,X,O,O,X,X,O
LJSOZTI,O,X,X,X,O,X,X,O,X,X,X,X
LJSOZIT,O,X,X,X,O,X,X,O,O,X,X,O
LJZTISO,O,X,O,O,O,X,X,O,O,X,X,X
LJZTIOS,O,X,X,O,O,X,X,O,O,X,X,X
LJZTSIO,O,X,O,O,O,X,X,O,O,X,X,X
LJZTSOI,O,X,O,O,O,X,X,O,X,X,X,X
LJZTOIS,O,X,X,O,O,X,X,O,X,X,X,X
LJZTOSI,O,X,X,O,O,X,X,O,X,X,X,X
LJZITSO,X,X,O,X,X,X,X,X,O,X,X,O
LJZITOS,X,X,X,X,X,X,X,X,O,X,X,O
LJZISTO,X,X,O,X,X,X,X,X,O,X,X,O
LJZISOT,O,X,X,X,O,X,X,O,O,X,X,O
LJZIOTS,X,X,X,X,X,X,X,X,O,X,X,O
LJZIOST,O,X,X,X,O,X,X,O,O,X,X,O
LJZSTIO,O,X,O,O,O,X,X,O,O,X,X,X
LJZSTOI,O,X,O,O,O,X,X,O,X,X,X,X
LJZSITO,X,X,O,X,X,X,X,X,O,X,X,O
LJZSIOT,O,X,X,X,O,X,X,O,O,X,X,O
LJZSOTI,O,X,X,X,O,X,X,O,X,X,X,X
LJZSOIT,O,X,X,X,O,X,X,O,O,X,X,O
LJZOTIS,O,X,X,X,O,X,X,O,X,X,X,X
LJZOTSI,O,X,X,X,O,X,X,O,X,X,X,X
LJZOITS,X,X,X,X,X,X,X,X,O,X,X,O
LJZOIST,O,X,X,X,O,X,X,O,O,X,X,O
LJZOSTI,O,X,X,X,O,X,X,O,X,X,X,X
LJZOSIT,O,X,X,X,O,X,X,O,O,X,X,O
LJOTISZ,O,O,X,X,O,X,X,O,X,X,X,X
LJOTIZS,X,X,X,X,O,X,X,O,X,X,X,X
LJOTSIZ,O,O,X,X,O,X,X,O,X,X,X,X
LJOTSZI,O,O,X,X,O,X,X,O,X,X,X,X
LJOTZIS,O,O,X,X,O,X,X,O,X,X,X,X
LJOTZSI,O,O,X,X,O,X,X,O,X,X,X,X
LJOITSZ,X,X,X,X,O,X,X,O,X,X,X,X
LJOITZS,X,X,X,X,O,X,X,O,X,X,X,X
LJOISTZ,O,O,X,X,O,X,X,O,X,X,X,X
LJOISZT,O,X,X,X,O,X,X,O,O,X,X,O
LJOIZTS,X,X,X,X,X,X,X,X,O,X,X,O
LJOIZST,X,X,X,X,O,X,X,O,O,X,X,O
LJOSTIZ,O,O,X,X,O,X,X,O,X,X,X,X
LJOSTZI,O,O,X,X,O,X,X,O,X,X,X,X
LJOSITZ,O,O,X,X,O,X,X,O,X,X,X,X
LJOSIZT,O,X,X,X,O,X,X,O,O,X,X,O
LJOSZTI,O,X,X,X,O,X,X,O,X,X,X,X
LJOSZIT,O,X,X,X,O,X,X,O,O,X,X,O
LJOZTIS,O,X,X,X,O,X,X,O,X,X,X,X
LJOZTSI,O,X,X,X,O,X,X,O,X,X,X,X
LJOZITS,X,X,X,X,X,X,X,X,O,X,X,O
LJOZIST,O,X,X,X,O,X,X,O,O,X,X,O
LJOZSTI,O,X,X,X,O,X,X,O,X,X,X,X
LJOZSIT,O,X,X,X,O,X,X,O,O,X,X,O
LSTIJZO,X,X,X,X,O,X,O,O,O,X,X,X
LSTIJOZ,O,O,X,X,O,X,X,O,X,X,X,X
LSTIZJO,X,O,X,O,X,O,O,X,X,X,X,O
LSTIZOJ,X,O,X,O,X,O,O,O,X,X,X,O
LSTIOJZ,O,O,X,X,O,X,X,O,X,X,X,X
LSTIOZJ,X,O,X,X,X,O,O,O,X,X,X,O
LSTJIZO,X,X,X,X,O,X,O,O,O,X,X,X
LSTJIOZ,O,O,X,X,O,X,X,O,X,X,X,X
LSTJZIO,O,O,O,O,O,X,X,O,O,X,X,X
LSTJZOI,O,O,O,O,O,X,X,O,X,X,X,X
LSTJOIZ,O,O,X,X,O,X,X,O,X,X,X,X
LSTJOZI,O,O,X,X,O,X,X,O,X,X,X,X
LSTZIJO,X,O,X,O,X,O,O,X,X,X,X,O
LSTZIOJ,X,O,X,O,X,O,O,O,X,X,X,O
LSTZJIO,O,O,O,O,O,X,X,O,X,X,X,X
LSTZJOI,O,O,O,O,O,X,X,O,X,X,X,X
LSTZOIJ,X,O,X,O,X,X,X,O,X,X,X,O
LSTZOJI,X,O,O,O,X,X,X,O,X,X,X,X
LSTOIJZ,O,O,X,X,O,X,X,O,X,X,X,X
LSTOIZJ,X,O,X,X,X,O,O,O,X,O,X,O
LSTOJIZ,O,O,X,X,O,X,X,O,X,X,X,X
LSTOJZI,O,O,X,X,O,X,X,O,X,X,X,X
LSTOZIJ,X,O,X,O,X,O,X,O,X,O,X,O
LSTOZJI,X,O,O,O,X,X,X,O,X,X,X,X
LSITJZO,X,X,X,X,O,X,O,O,O,X,O,X
LSITJOZ,O,O,X,X,O,X,X,O,X,X,O,X
LSITZJO,X,O,X,O,X,O,O,X,X,X,O,O
LSITZOJ,X,O,X,O,X,O,O,O,X,X,O,O
LSITOJZ,O,O,X,X,O,X,X,O,X,X,O,X
LSITOZJ,X,O,X,X,X,O,O,O,X,X,O,O
LSIJTZO,X,X,X,X,O,X,O,O,O,X,O,X
LSIJTOZ,X,O,X,X,O,X,X,O,X,X,O,O
LSIJZTO,X,X,X,X,X,X,X,X,O,X,O,O
LSIJZOT,X,X,X,X,O,X,X,O,O,X,O,O
LSIJOTZ,O,O,X,X,O,X,X,O,X,X,O,O
LSIJOZT,O,X,X,X,O,X,X,O,O,X,O,O
LSIZTJO,X,X,X,O,X,O,O,X,X,X,O,O
LSIZTOJ,X,O,X,O,X,O,O,O,X,X,O,O
LSIZJTO,X,X,O,X,X,X,X,X,O,X,O,O
LSIZJOT,O,X,X,X,O,X,X,O,O,X,O,O
LSIZOTJ,X,O,X,X,X,X,O,O,X,X,O,O
LSIZOJT,X,X,X,X,X,X,X,O,X,X,O,O
LSIOTJZ,O,O,X,X,O,X,X,O,X,X,O,X
LSIOTZJ,X,O,X,X,X,X,O,O,X,O,O,O
LSIOJTZ,O,O,X,X,O,X,X,O,X,X,O,X
LSIOJZT,O,X,X,X,O,X,X,O,O,X,O,O
LSIOZTJ,X,O,X,X,X,X,O,O,X,X,O,O
LSIOZJT,X,X,X,X,X,X,X,O,X,X,O,O
LSJTIZO,X,X,X,X,O,X,O,O,O,X,X,X
LSJTIOZ,O,O,X,X,O,X,X,O,X,X,X,X
LSJTZIO,O,O,O,O,O,X,X,O,O,X,X,X
LSJTZOI,O,O,O,O,O,X,X,O,X,X,X,X
LSJTOIZ,O,O,X,X,O,X,X,O,X,X,X,X
LSJTOZI,O,O,X,X,O,X,X,O,X,X,X,X
LSJITZO,X,X,X,X,O,X,O,O,O,X,X,X
LSJITOZ,X,O,X,X,O,X,X,O,X,X,X,X
LSJIZTO,X,X,X,X,X,X,X,X,O,X,X,O
LSJIZOT,X,X,X,X,O,X,X,O,O,X,X,O
LSJIOTZ,O,O,X,X,O,X,X,O,X,X,X,X
LSJIOZT,O,X,X,X,O,X,X,O,O,X,X,O
LSJZTIO,O,X,O,O,O,X,X,O,O,X,X,X
LSJZTOI,O,X,O,O,O,X,X,O,X,X,X,X
LSJZITO,X,X,O,X,X,X,X,X,O,X,X,O
LSJZIOT,O,X,X,X,O,X,X,O,O,X,X,O
LSJZOTI,O,X,X,X,O,X,X,O,X,X,X,X
LSJZOIT,O,X,X,X,O,X,X,O,O,X,X,O
LSJOTIZ,O,O,X,X,O,X,X,O,X,X,X,X
LSJOTZI,O,O,X,X,O,X,X,O,X,X,X,X
LSJOITZ,O,O,X,X,O,X,X,O,X,X,X,X
LSJOIZT,O,X,X,X,O,X,X,O,O,X,X,O
LSJOZTI,O,X,X,X,O,X,X,O,X,X,X,X
LSJOZIT,O,X,X,X,O,X,X,O,O,X,X,O
LSZTIJO,X,O,X,O,X,X,O,X,X,X,X,O
LSZTIOJ,X,O,X,O,X,X,O,O,X,X,X,O
LSZTJIO,O,O,O,O,O,X,X,O,X,X,X,X
LSZTJOI,O,O,O,O,O,X,X,O,X,X,X,X
LSZTOIJ,X,O,X,O,X,X,X,O,X,X,X,O
LSZTOJI,X,O,O,O,X,X,X,O,X,X,X,X
LSZITJO,X,X,X,O,X,X,O,X,X,X,O,O
LSZITOJ,X,O,X,O,X,X,O,O,X,X,O,O
LSZIJTO,X,X,O,X,X,X,X,X,O,X,O,O
LSZIJOT,O,X,X,X,O,X,X,O,O,X,O,O
LSZIOTJ,X,O,X,X,X,X,X,O,X,X,O,O
LSZIOJT,X,X,X,X,X,X,X,O,X,X,O,O
LSZJTIO,O,X,O,O,O,X,X,O,O,X,X,X
LSZJTOI,O,X,O,O,O,X,X,O,X,X,X,X
LSZJITO,X,X,O,X,X,X,X,X,O,X,X,O
LSZJIOT,O,X,X,X,O,X,X,O,O,X,X,O
LSZJOTI,O,X,X,X,O,X,X,O,X,X,X,X
LSZJOIT,O,X,X,X,O,X,X,O,O,X,X,O
LSZOTIJ,X,O,X,O,X,X,X,O,X,X,X,O
LSZOTJI,X,O,O,O,X,X,X,O,X,X,X,X
LSZOITJ,X,O,X,X,X,X,X,O,X,X,X,O
LSZOIJT,X,X,O,X,X,X,X,O,X,X,X,O
LSZOJTI,X,X,O,X,X,X,X,O,X,X,X,X
LSZOJIT,X,X,O,X,X,X,X,O,X,X,X,O
LSOTIJZ,O,O,X,X,O,X,X,O,X,X,X,X
LSOTIZJ,X,O,X,X,X,O,O,O,X,O,X,O
LSOTJIZ,O,O,X,X,O,X,X,O,X,X,X,X
LSOTJZI,O,O,X,X,O,X,X,O,X,X,X,X
LSOTZIJ,X,O,X,O,X,O,X,O,X,O,X,O
LSOTZJI,X,O,O,O,X,X,X,O,X,X,X,X
LSOITJZ,O,O,X,X,O,X,X,O,X,X,O,X
LSOITZJ,X,O,X,X,X,O,O,O,X,O,O,O
LSOIJTZ,O,O,X,X,O,X,X,O,X,X,O,X
LSOIJZT,O,X,X,X,O,X,X,O,O,X,O,O
LSOIZTJ,X,O,X,X,X,O,O,O,X,X,O,O
LSOIZJT,X,X,O,X,X,X,X,O,X,X,O,O
LSOJTIZ,O,O,X,X,O,X,X,O,X,X,X,X
LSOJTZI,O,O,O,X,O,X,X,O,X,X,X,X
LSOJITZ,O,O,X,X,O,X,X,O,X,X,X,X
LSOJIZT,O,X,X,X,O,X,X,O,O,X,X,O
LSOJZTI,O,X,O,X,O,X,X,O,X,X,X,X
LSOJZIT,O,X,O,X,O,X,X,O,O,X,X,O
LSOZTIJ,X,O,X,O,X,X,X,O,X,X,X,O
LSOZTJI,X,O,O,O,X,X,X,O,X,X,X,X
LSOZITJ,X,O,X,X,X,X,X,O,X,X,X,O
LSOZIJT,X,X,O,X,X,X,X,O,X,X,X,O
LSOZJTI,X,X,O,X,X,X,X,O,X,X,X,X
LSOZJIT,X,X,O,X,X,X,X,O,X,X,X,O
LZTIJSO,X,O,X,O,X,X,O,X,X,X,X,O
LZTIJOS,X,O,X,O,X,X,O,X,X,X,X,O
LZTISJO,X,O,X,O,X,X,O,X,X,X,X,O
LZTISOJ,X,O,X,O,X,X,O,O,X,X,X,O
LZTIOJS,X,O,X,O,X,X,O,X,X,X,X,O
LZTIOSJ,X,O,X,O,X,X,O,O,X,X,X,O
LZTJISO,O,O,X,O,O,X,X,O,X,X,X,X
LZTJIOS,O,O,X,O,O,X,X,O,X,X,X,X
LZTJSIO,O,O,X,O,O,X,X,O,X,X,X,X
LZTJSOI,O,O,X,O,O,X,X,O,X,X,X,X
LZTJOIS,O,O,X,O,O,X,X,O,X,X,X,X
LZTJOSI,O,O,X,O,O,X,X,O,X,X,X,X
LZTSIJO,X,O,X,O,X,X,O,X,X,X,X,O
LZTSIOJ,X,O,X,O,X,X,O,O,X,X,X,O
LZTSJIO,O,O,O,O,O,X,X,O,X,X,X,X
LZTSJOI,O,O,O,O,O,X,X,O,X,X,X,X
LZTSOIJ,X,O,X,O,X,X,X,O,X,X,X,O
LZTSOJI,X,O,O,O,X,X,X,O,X,X,X,X
LZTOIJS,X,O,X,O,X,X,X,X,X,X,X,O
LZTOISJ,X,O,X,O,X,X,X,O,X,X,X,O
LZTOJIS,X,O,X,O,X,X,X,O,X,X,X,X
LZTOJSI,X,O,X,O,X,X,X,O,X,X,X,X
LZTOSIJ,X,O,X,O,X,X,X,O,X,X,X,O
LZTOSJI,X,O,X,O,X,X,X,O,X,X,X,X
LZITJSO,X,X,X,O,X,X,O,X,X,X,O,O
LZITJOS,X,X,X,O,X,X,O,X,X,X,O,O
LZITSJO,X,X,X,O,X,X,O,X,X,X,O,O
LZITSOJ,X,O,X,O,X,X,O,O,X,X,O,O
LZITOJS,X,X,X,O,X,X,O,X,X,X,O,O
LZITOSJ,X,O,X,O,X,X,O,O,X,X,O,O
LZIJTSO,X,X,O,X,X,X,X,X,O,X,O,O
LZIJTOS,X,X,X,X,X,X,X,X,O,X,O,O
LZIJSTO,X,X,O,X,X,X,X,X,O,X,O,O
LZIJSOT,O,X,X,X,O,X,X,O,O,X,O,O
LZIJOTS,X,X,X,X,X,X,X,X,O,X,O,O
LZIJOST,O,X,X,X,O,X,X,O,O,X,O,O
LZISTJO,X,X,X,O,X,X,O,X,X,X,O,O
LZISTOJ,X,O,X,O,X,X,O,O,X,X,O,O
LZISJTO,X,X,O,X,X,X,X,X,O,X,O,O
LZISJOT,O,X,X,X,O,X,X,O,O,X,O,O
LZISOTJ,X,O,X,X,X,X,X,O,X,X,O,O
LZISOJT,X,X,X,X,X,X,X,O,X,X,O,O
LZIOTJS,X,X,X,X,X,X,X,X,X,X,O,O
LZIOTSJ,X,X,X,X,X,X,X,X,X,X,O,O
LZIOJTS,X,X,X,X,X,X,X,X,X,X,O,O
LZIOJST,X,X,X,X,X,X,X,X,X,X,O,O
LZIOSTJ,X,O,X,X,X,X,X,O,X,X,O,O
LZIOSJT,X,X,X,X,X,X,X,O,X,X,O,O
LZJTISO,O,X,O,O,O,X,X,O,O,X,X,X
LZJTIOS,O,X,X,O,O,X,X,O,O,X,X,X
LZJTSIO,O,X,O,O,O,X,X,O,O,X,X,X
LZJTSOI,O,X,O,O,O,X,X,O,X,X,X,X
LZJTOIS,O,X,X,O,O,X,X,O,X,X,X,X
LZJTOSI,O,X,X,O,O,X,X,O,X,X,X,X
LZJITSO,X,X,O,X,X,X,X,X,O,X,X,O
LZJITOS,X,X,X,X,X,X,X,X,O,X,X,O
LZJISTO,X,X,O,X,X,X,X,X,O,X,X,O
LZJISOT,O,X,X,X,O,X,X,O,O,X,X,O
LZJIOTS,X,X,X,X,X,X,X,X,O,X,X,O
LZJIOST,O,X,X,X,O,X,X,O,O,X,X,O
LZJSTIO,O,X,O,O,O,X,X,O,O,X,X,X
LZJSTOI,O,X,O,O,O,X,X,O,X,X,X,X
LZJSITO,X,X,O,X,X,X,X,X,O,X,X,O
LZJSIOT,O,X,X,X,O,X,X,O,O,X,X,O
LZJSOTI,O,X,X,X,O,X,X,O,X,X,X,X
LZJSOIT,O,X,X,X,O,X,X,O,O,X,X,O
LZJOTIS,O,X,X,X,O,X,X,O,X,X,X,X
LZJOTSI,O,X,X,X,O,X,X,O,X,X,X,X
LZJOITS,X,X,X,X,X,X,X,X,O,X,X,O
LZJOIST,O,X,X,X,O,X,X,O,O,X,X,O
LZJOSTI,O,X,X,X,O,X,X,O,X,X,X,X
LZJOSIT,O,X,X,X,O,X,X,O,O,X,X,O
LZSTIJO,X,O,X,O,X,X,O,X,X,X,X,O
LZSTIOJ,X,O,X,O,X,X,O,O,X,X,X,O
LZSTJIO,O,O,O,O,O,X,X,O,X,X,X,X
LZSTJOI,O,O,O,O,O,X,X,O,X,X,X,X
LZSTOIJ,X,O,X,O,X,X,X,O,X,X,X,O
LZSTOJI,X,O,O,O,X,X,X,O,X,X,X,X
LZSITJO,X,X,X,O,X,X,O,X,X,X,O,O
LZSITOJ,X,O,X,O,X,X,O,O,X,X,O,O
LZSIJTO,X,X,O,X,X,X,X,X,O,X,O,O
LZSIJOT,O,X,X,X,O,X,X,O,O,X,O,O
LZSIOTJ,X,O,X,X,X,X,X,O,X,X,O,O
LZSIOJT,X,X,X,X,X,X,X,O,X,X,O,O
LZSJTIO,O,X,O,O,O,X,X,O,O,X,X,X
LZSJTOI,O,X,O,O,O,X,X,O,X,X,X,X
LZSJITO,X,X,O,X,X,X,X,X,O,X,X,O
LZSJIOT,O,X,X,X,O,X,X,O,O,X,X,O
LZSJOTI,O,X,X,X,O,X,X,O,X,X,X,X
LZSJOIT,O,X,X,X,O,X,X,O,O,X,X,O
LZSOTIJ,X,O,X,O,X,X,X,O,X,X,X,O
LZSOTJI,X,O,O,O,X,X,X,O,X,X,X,X
LZSOITJ,X,O,X,X,X,X,X,O,X,X,X,O
LZSOIJT,X,X,O,X,X,X,X,O,X,X,X,O
LZSOJTI,X,X,O,X,X,X,X,O,X,X,X,X
LZSOJIT,X,X,O,X,X,X,X,O,X,X,X,O
LZOTIJS,X,O,X,O,X,X,X,X,X,X,X,O
LZOTISJ,X,O,X,O,X,X,X,O,X,X,X,O
LZOTJIS,X,O,X,O,X,X,X,O,X,X,X,X
LZOTJSI,X,O,X,O,X,X,X,O,X,X,X,X
LZOTSIJ,X,O,X,O,X,X,X,O,X,X,X,O
LZOTSJI,X,O,O,O,X,X,X,O,X,X,X,X
LZOITJS,X,X,X,X,X,X,X,X,X,X,X,O
LZOITSJ,X,X,X,X,X,X,X,X,X,X,X,O
LZOIJTS,X,X,O,X,X,X,X,X,X,X,X,O
LZOIJST,X,X,O,X,X,X,X,X,X,X,X,O
LZOISTJ,X,O,X,X,X,X,X,O,X,X,X,O
LZOISJT,X,X,O,X,X,X,X,O,X,X,X,O
LZOJTIS,X,X,O,X,X,X,X,O,X,X,X,X
LZOJTSI,X,X,O,X,X,X,X,O,X,X,X,X
LZOJITS,X,X,O,X,X,X,X,X,X,X,X,O
LZOJIST,X,X,O,X,X,X,X,O,X,X,X,O
LZOJSTI,X,X,O,X,X,X,X,O,X,X,X,X
LZOJSIT,X,X,O,X,X,X,X,O,X,X,X,O
LZOSTIJ,X,O,X,O,X,X,X,O,X,X,X,O
LZOSTJI,X,O,O,O,X,X,X,O,X,X,X,X
LZOSITJ,X,O,X,X,X,X,X,O,X,X,X,O
LZOSIJT,X,X,O,X,X,X,X,O,X,X,X,O
LZOSJTI,X,X,O,X,X,X,X,O,X,X,X,X
LZOSJIT,X,X,O,X,X,X,X,O,X,X,X,O
LOTIJSZ,X,O,X,X,X,X,X,O,X,X,X,X
LOTIJZS,X,X,X,X,X,X,X,O,X,X,X,X
LOTISJZ,O,O,X,X,O,X,X,O,X,X,X,X
LOTISZJ,X,O,X,X,X,O,O,O,X,O,X,O
LOTIZJS,X,O,X,X,X,X,O,X,X,O,X,O
LOTIZSJ,X,O,X,X,X,O,O,O,X,O,X,O
LOTJISZ,O,O,X,X,O,X,X,O,X,X,X,X
LOTJIZS,X,X,X,X,O,X,X,O,X,X,X,X
LOTJSIZ,O,O,X,X,O,X,X,O,X,X,X,X
LOTJSZI,O,O,X,X,O,X,X,O,X,X,X,X
LOTJZIS,O,O,X,X,O,X,X,O,X,X,X,X
LOTJZSI,O,O,X,X,O,X,X,O,X,X,X,X
