sequence,v115@zgA8IeB8HeB8HeD8AeK8BeB8JeaAJvhFFcBxdBfmBG?nBToBUsB,v115@zgA8IeB8HeB8HeD8AeK8BeB8JeU7IvhFRcBfjB6jBl?hBmlBTsB,v115@zgA8IeB8HeB8HeD8AeK8BeB8JeR7IvhFFdBXeBTgBO?mBStBUsB,v115@zgA8IeB8HeB8HeD8AeK8BeB8JeF7IvhFxcB6jB3gBc?mBmnBTsB,v115@zgA8IeB8HeB8HeD8AeK8BeB8JeaAJvhFzbBRdB+jBU?iBFmB3sB,v115@zgA8IeB8HeB8HeD8AeK8BeB8JeF7IvhFxcBTeB3gBW?oBimBUsB,v115@zgA8IeB8HeB8HeD8AeK8BeB8JeF7IvhFXcBxdBSnBT?jBmlBUsB,v115@zgA8IeB8HeB8HeD8AeK8BeB8JeU7IvhFFcBxdBzhBS?oBmlB3sB,v115@zgA8IeB8HeB8HeD8AeK8BeB8JeR7IvhFFeBTgBOmBX?nBStBUsB,v115@zgA8IeB8HeB8HeD8AeK8BeB8JeR7IvhFfiB8iB+jBi?gBFmBTsB,v115@zgA8IeB8HeB8HeD8AeK8BeB8JeR7IvhFfjB6jBTgBO?mBVsBUsB,v115@zgA8IeB8HeB8HeD8AeK8BeB8JeaAJvhFzbB+jBRiB3?iBFmBUsB
LOTSIJZ,O,X,O,X,X,X,O,X,O,X,O,X
LOTSIZJ,O,O,O,X,X,X,X,X,X,X,X,X
LOTSJIZ,O,O,O,X,X,X,O,X,O,X,O,O
LOTSJZI,O,O,O,O,O,X,O,X,O,X,O,X
LOTSZIJ,O,O,O,O,X,X,X,X,X,X,X,X
LOTSZJI,O,O,X,O,O,X,X,X,O,X,O,X
LOTZIJS,X,X,X,O,O,X,O,O,O,X,X,X
LOTZISJ,X,X,X,O,X,X,X,X,X,X,X,X
LOTZJIS,X,X,X,O,O,X,O,O,O,X,X,O
LOTZJSI,X,X,X,X,O,X,O,O,O,X,X,X
LOTZSIJ,X,O,X,O,X,X,X,X,X,X,X,X
LOTZSJI,X,O,X,X,O,X,X,X,O,X,X,X
LOITJSZ,O,X,O,X,X,X,O,O,O,X,X,X
LOITJZS,X,X,O,X,X,X,O,O,O,X,X,X
LOITSJZ,O,X,O,X,X,X,O,X,O,X,X,X
LOITSZJ,O,X,O,X,X,X,X,X,X,X,X,X
LOITZJS,X,X,X,X,X,X,O,O,O,X,X,X
LOITZSJ,X,X,X,X,X,X,X,X,X,X,X,X
LOIJTSZ,O,X,O,X,X,X,O,O,O,X,O,X
LOIJTZS,X,X,O,X,X,X,O,O,O,X,X,X
LOIJSTZ,O,X,O,X,X,X,O,O,O,X,X,X
LOIJSZT,O,X,O,X,X,X,O,O,O,X,X,X
LOIJZTS,X,X,O,X,X,X,O,O,O,O,X,X
LOIJZST,O,X,O,X,X,X,O,O,O,X,X,X
LOISTJZ,O,X,O,X,X,X,O,X,O,X,O,X
LOISTZJ,O,X,O,X,X,X,X,X,X,X,X,X
LOISJTZ,O,X,O,X,X,X,O,O,O,X,X,X
LOISJZT,O,X,O,X,X,X,O,O,O,X,X,X
LOISZTJ,O,X,O,X,X,X,X,X,X,X,X,X
LOISZJT,O,X,O,X,X,X,X,O,X,X,X,X
LOIZTJS,X,X,X,X,X,X,O,O,O,X,X,X
LOIZTSJ,X,X,X,X,X,X,X,X,X,X,X,X
LOIZJTS,X,X,O,X,X,X,O,O,O,X,X,X
LOIZJST,O,X,O,X,X,X,O,O,O,X,X,X
LOIZSTJ,O,X,O,X,X,X,X,X,X,X,X,X
LOIZSJT,O,X,O,X,X,X,X,O,X,X,X,X
LOJTISZ,O,X,O,X,X,O,O,O,O,X,O,O
LOJTIZS,X,X,O,O,O,O,O,O,O,X,X,O
LOJTSIZ,O,O,O,X,X,O,O,O,O,X,O,O
LOJTSZI,O,O,O,O,O,O,O,O,O,X,O,X
LOJTZIS,X,X,O,O,O,O,O,O,O,X,X,O
LOJTZSI,X,O,O,X,O,X,O,O,O,X,X,X
LOJITSZ,O,X,O,X,X,O,O,O,O,X,O,O
LOJITZS,X,X,O,O,X,O,O,O,O,X,X,O
LOJISTZ,O,X,O,X,X,O,O,O,O,X,X,X
LOJISZT,O,X,O,X,X,O,O,O,O,X,X,X
LOJIZTS,X,X,O,O,X,O,O,O,O,O,X,X
LOJIZST,O,X,O,O,X,O,O,O,O,X,X,X
LOJSTIZ,O,O,O,X,X,O,O,O,O,X,O,X
LOJSTZI,O,O,O,O,X,O,O,O,O,X,O,X
LOJSITZ,O,X,O,X,X,O,O,O,O,X,X,X
LOJSIZT,O,X,O,X,X,O,O,O,O,X,X,X
LOJSZTI,O,O,O,X,X,O,O,O,O,O,X,X
LOJSZIT,O,O,O,X,X,O,O,O,O,X,X,X
LOJZTIS,X,X,O,O,O,O,O,O,O,O,X,X
LOJZTSI,X,O,O,X,O,X,O,O,O,O,X,X
LOJZITS,X,X,O,O,O,O,O,O,O,O,X,X
LOJZIST,O,X,O,O,X,O,O,O,O,X,X,X
LOJZSTI,O,O,O,O,X,O,O,O,O,O,X,X
LOJZSIT,O,O,O,O,X,O,O,O,O,X,X,X
LOSTIJZ,O,X,O,X,X,O,O,X,O,X,O,X
LOSTIZJ,O,O,O,X,X,X,X,X,X,X,X,X
LOSTJIZ,O,O,O,X,X,O,O,X,O,X,O,X
LOSTJZI,O,O,O,O,X,O,O,X,O,X,O,X
LOSTZIJ,O,O,O,O,X,X,X,X,X,X,X,X
LOSTZJI,O,O,X,O,X,X,X,X,O,X,O,X
LOSITJZ,O,X,O,X,X,O,O,X,O,X,O,X
LOSITZJ,O,X,O,X,X,X,X,X,X,X,X,X
LOSIJTZ,O,X,O,X,X,O,O,O,O,X,X,X
LOSIJZT,O,X,O,X,X,O,O,O,O,X,X,X
LOSIZTJ,O,X,O,X,X,X,X,X,X,X,X,X
LOSIZJT,O,X,O,X,X,X,X,O,X,X,X,X
LOSJTIZ,O,O,O,X,X,O,O,O,O,X,O,X
LOSJTZI,O,O,O,O,X,O,O,O,O,X,O,X
LOSJITZ,O,X,O,X,X,O,O,O,O,X,X,X
LOSJIZT,O,X,O,X,X,O,O,O,O,X,X,X
LOSJZTI,O,O,O,X,X,O,O,O,O,O,X,X
LOSJZIT,O,O,O,X,X,O,O,O,O,X,X,X
LOSZTIJ,O,O,O,X,X,X,X,X,X,X,X,X
LOSZTJI,O,O,X,X,X,X,X,X,O,X,O,X
LOSZITJ,O,O,O,X,X,X,X,X,X,X,X,X
LOSZIJT,O,O,O,X,X,X,X,O,X,X,X,X
LOSZJTI,O,O,O,X,X,X,X,O,O,X,X,X
LOSZJIT,O,O,O,X,X,X,X,O,O,X,X,X
LOZTIJS,X,X,X,O,O,X,O,O,O,X,X,X
LOZTISJ,X,X,X,O,X,X,X,X,X,X,X,X
LOZTJIS,X,X,X,O,O,X,O,O,O,X,X,X
LOZTJSI,X,X,X,X,O,X,O,O,O,X,X,X
LOZTSIJ,X,O,X,O,X,X,X,X,X,X,X,X
LOZTSJI,X,O,X,O,O,X,X,X,O,X,X,X
LOZITJS,X,X,X,O,X,X,O,O,O,X,X,X
LOZITSJ,X,X,X,O,X,X,X,X,X,X,X,X
LOZIJTS,X,X,O,O,X,X,O,O,O,X,X,X
LOZIJST,O,X,O,O,X,X,O,O,O,X,X,X
LOZISTJ,O,X,O,O,X,X,X,X,X,X,X,X
LOZISJT,O,X,O,O,X,X,X,O,X,X,X,X
LOZJTIS,X,X,O,O,O,X,O,O,O,X,X,X
LOZJTSI,X,O,O,X,O,X,O,O,O,X,X,X
LOZJITS,X,X,O,O,O,X,O,O,O,X,X,X
LOZJIST,O,X,O,O,X,X,O,O,O,X,X,X
LOZJSTI,O,O,O,O,X,X,O,O,O,X,X,X
LOZJSIT,O,O,O,O,X,X,O,O,O,X,X,X
LOZSTIJ,O,O,O,O,X,X,X,X,X,X,X,X
LOZSTJI,O,O,X,O,X,X,X,X,O,X,O,X
LOZSITJ,O,O,O,O,X,X,X,X,X,X,X,X
LOZSIJT,O,O,O,O,X,X,X,O,X,X,X,X
LOZSJTI,O,O,O,O,X,X,X,O,O,X,X,X
LOZSJIT,O,O,O,O,X,X,X,O,O,X,X,X
JTILSZO,O,O,O,O,X,O,O,O,X,O,X,X
JTILSOZ,O,O,O,X,X,O,O,X,X,O,X,O
JTILZSO,X,O,O,O,O,X,O,O,X,O,X,X
JTILZOS,X,X,O,O,O,O,X,O,X,O,X,O
JTILOSZ,X,X,O,X,X,O,O,X,X,O,X,O
JTILOZS,X,X,O,O,O,O,O,O,X,O,X,O
JTISLZO,O,O,O,O,X,O,O,X,X,O,X,X
JTISLOZ,O,O,O,X,X,O,O,X,X,O,O,O
JTISZLO,O,O,O,O,X,X,X,X,X,O,X,X
JTISZOL,X,O,X,O,X,O,X,X,X,X,X,X
JTISOLZ,O,O,X,X,X,O,O,X,X,X,O,O
JTISOZL,X,O,X,X,X,O,O,X,X,X,O,X
JTIZLSO,X,O,O,O,O,X,X,O,X,O,X,X
JTIZLOS,X,X,O,O,O,X,X,O,X,O,X,O
JTIZSLO,X,O,O,O,O,X,X,X,X,O,X,X
JTIZSOL,X,O,X,O,O,X,X,X,X,X,X,X
JTIZOLS,X,X,O,O,O,O,X,O,X,O,X,O
JTIZOSL,X,O,O,X,O,O,X,O,X,X,X,X
JTIOLSZ,X,X,O,X,X,O,O,O,X,O,O,O
JTIOLZS,X,X,O,O,O,O,O,O,X,O,X,O
JTIOSLZ,X,O,O,X,X,O,O,X,X,X,O,O
JTIOSZL,X,O,O,X,X,O,O,O,X,X,O,X
JTIOZLS,X,X,O,X,O,O,O,O,X,O,X,O
JTIOZSL,X,O,O,X,O,O,O,O,X,X,O,X
JTLISZO,O,O,O,O,X,O,O,O,X,O,X,X
JTLISOZ,O,O,O,X,X,O,O,X,O,O,X,O
JTLIZSO,X,O,O,O,O,X,O,O,X,O,X,X
JTLIZOS,X,X,O,O,O,O,X,O,X,O,X,O
JTLIOSZ,X,X,O,X,X,O,O,X,O,O,X,O
JTLIOZS,X,X,O,O,O,O,O,O,O,O,X,O
JTLSIZO,O,O,O,O,X,O,O,O,X,O,X,X
JTLSIOZ,O,O,O,X,X,O,O,X,O,O,O,O
JTLSZIO,O,O,O,O,O,O,O,O,X,O,X,X
JTLSZOI,O,O,O,O,O,O,O,X,O,O,O,X
JTLSOIZ,O,O,O,X,X,O,O,X,O,O,O,O
JTLSOZI,O,O,O,O,O,O,O,X,O,O,O,X
JTLZISO,X,O,O,O,O,X,O,O,X,O,X,X
JTLZIOS,X,X,O,O,O,O,X,O,X,O,X,O
JTLZSIO,X,O,O,O,O,X,O,O,X,O,X,X
JTLZSOI,X,O,O,O,O,X,O,X,O,O,X,X
JTLZOIS,X,X,O,O,O,O,O,O,O,O,X,O
JTLZOSI,X,O,O,X,O,X,O,O,O,O,X,X
JTLOISZ,O,X,O,X,X,O,O,O,O,O,O,O
JTLOIZS,X,X,O,O,O,O,O,O,O,O,X,O
JTLOSIZ,O,O,O,X,X,O,O,O,O,O,O,O
JTLOSZI,O,O,O,O,O,O,O,O,O,O,O,X
JTLOZIS,X,X,O,O,O,O,O,O,O,O,X,O
JTLOZSI,X,O,O,X,O,X,O,O,O,O,X,X
JTSILZO,O,O,O,O,X,O,O,X,X,O,X,X
JTSILOZ,O,O,O,X,X,O,O,X,X,O,O,O
JTSIZLO,O,O,O,O,X,X,X,X,X,O,X,X
JTSIZOL,X,O,X,O,X,O,X,X,X,X,X,X
JTSIOLZ,O,O,X,X,X,O,O,X,X,X,O,O
JTSIOZL,O,O,X,X,X,O,O,X,X,X,O,X
JTSLIZO,O,O,O,O,X,O,O,O,X,O,X,X
JTSLIOZ,O,O,O,X,X,O,O,X,O,O,O,O
JTSLZIO,O,O,O,O,O,O,O,O,X,O,X,X
JTSLZOI,O,O,O,O,O,O,O,X,O,O,O,X
JTSLOIZ,O,O,O,X,X,O,O,X,O,O,O,O
JTSLOZI,O,O,O,O,O,O,O,X,O,O,O,X
JTSZILO,O,O,O,O,O,X,X,X,X,O,X,X
JTSZIOL,X,O,X,O,O,O,X,X,X,X,X,X
JTSZLIO,O,O,O,O,O,O,O,O,X,O,X,X
JTSZLOI,O,O,O,O,O,O,O,X,X,O,O,X
JTSZOIL,O,O,O,O,O,O,O,O,X,X,O,X
JTSZOLI,O,O,O,O,O,O,O,O,X,O,O,X
JTSOILZ,O,O,O,X,X,O,O,X,O,X,O,O
JTSOIZL,O,O,O,X,X,O,O,O,X,X,O,X
JTSOLIZ,O,O,O,X,X,O,O,O,O,O,O,O
JTSOLZI,O,O,O,O,O,O,O,O,O,O,O,X
JTSOZIL,O,O,O,O,O,O,O,O,X,X,O,X
JTSOZLI,O,O,O,O,O,O,O,O,X,O,O,X
JTZILSO,X,O,O,O,O,X,X,O,X,O,X,X
JTZILOS,X,X,O,O,O,X,X,O,X,O,X,O
JTZISLO,X,O,O,O,O,X,X,X,X,O,X,X
JTZISOL,X,O,X,O,O,X,X,X,X,X,X,X
JTZIOLS,X,X,O,O,O,O,X,O,X,O,X,O
JTZIOSL,X,O,O,O,O,O,X,O,X,X,X,X
JTZLISO,X,O,O,O,O,X,O,O,X,O,X,X
JTZLIOS,X,X,O,O,O,O,X,O,X,O,X,O
JTZLSIO,X,O,O,O,O,X,O,O,X,O,X,X
JTZLSOI,X,O,O,O,O,X,O,X,X,O,X,X
JTZLOIS,X,X,O,O,O,O,O,O,X,O,X,O
JTZLOSI,X,O,O,X,O,X,O,O,X,O,X,X
JTZSILO,X,O,O,O,O,X,X,X,X,O,X,X
JTZSIOL,X,O,X,O,O,O,X,X,X,X,X,X
JTZSLIO,X,O,O,O,O,O,O,O,X,O,X,X
JTZSLOI,X,O,O,O,O,O,O,X,X,O,O,X
JTZSOIL,X,O,O,O,O,O,O,O,X,X,O,X
JTZSOLI,X,O,O,O,O,O,O,O,X,O,O,X
JTZOILS,X,O,O,O,O,O,O,O,X,O,X,O
JTZOISL,X,O,O,O,O,O,O,O,X,X,O,X
JTZOLIS,X,O,O,O,O,O,O,O,X,O,X,O
JTZOLSI,X,O,O,O,O,X,O,O,X,O,X,X
JTZOSIL,X,O,O,O,O,O,O,O,X,X,O,X
JTZOSLI,X,O,O,O,O,O,O,O,X,O,O,X
JTOILSZ,O,O,O,X,X,O,O,O,O,O,O,O
JTOILZS,X,O,O,O,O,O,O,O,O,O,X,O
JTOISLZ,O,O,O,X,X,O,O,X,O,X,O,O
JTOISZL,O,O,O,X,X,O,O,O,X,X,O,X
JTOIZLS,X,O,O,X,O,O,O,O,X,O,X,O
JTOIZSL,X,O,O,X,O,O,O,O,X,X,O,X
JTOLISZ,O,O,O,X,X,O,O,O,O,O,O,O
JTOLIZS,X,O,O,O,O,O,O,O,O,O,X,O
JTOLSIZ,O,O,O,X,X,O,O,O,O,O,O,O
JTOLSZI,O,O,O,O,O,O,O,O,O,O,O,X
JTOLZIS,X,O,O,O,O,O,O,O,O,O,X,O
JTOLZSI,X,O,O,X,O,X,O,O,O,O,X,X
JTOSILZ,O,O,O,X,X,O,O,X,O,X,O,O
JTOSIZL,O,O,O,X,X,O,O,O,X,X,O,X
JTOSLIZ,O,O,O,X,X,O,O,O,O,O,O,O
JTOSLZI,O,O,O,O,O,O,O,O,O,O,O,X
JTOSZIL,O,O,O,O,O,O,O,O,X,X,O,X
JTOSZLI,O,O,O,O,O,O,O,O,X,O,O,X
JTOZILS,X,O,O,O,O,O,O,O,X,O,X,O
JTOZISL,X,O,O,X,O,O,O,O,X,X,O,X
JTOZLIS,X,O,O,O,O,O,O,O,X,O,X,O
JTOZLSI,X,O,O,X,O,X,O,O,X,O,X,X
JTOZSIL,X,O,O,X,O,O,O,O,X,X,O,X
JTOZSLI,X,O,O,X,O,O,O,O,X,O,O,X
JITLSZO,O,O,O,O,X,O,O,O,X,O,X,X
JITLSOZ,O,O,O,X,X,O,O,X,X,O,X,O
JITLZSO,X,O,O,O,O,X,O,O,X,O,X,X
JITLZOS,X,X,O,O,O,O,X,O,X,O,X,O
JITLOSZ,X,X,O,X,X,O,O,X,X,O,X,O
JITLOZS,X,X,O,O,O,O,O,O,X,O,X,O
JITSLZO,O,O,O,O,X,O,O,X,X,O,X,X
JITSLOZ,O,O,O,X,X,O,O,X,X,O,O,O
JITSZLO,O,O,O,O,X,X,X,X,X,O,X,X
JITSZOL,X,O,X,O,X,O,X,X,X,X,X,X
JITSOLZ,O,O,X,X,X,O,O,X,X,X,O,O
JITSOZL,X,O,X,X,X,O,O,X,X,X,O,X
JITZLSO,X,O,O,O,O,X,X,O,X,O,X,X
JITZLOS,X,X,O,O,O,X,X,O,X,O,X,O
JITZSLO,X,O,O,O,O,X,X,X,X,O,X,X
JITZSOL,X,O,X,O,O,X,X,X,X,X,X,X
JITZOLS,X,X,O,O,O,O,X,O,X,O,X,O
JITZOSL,X,O,O,X,O,O,X,O,X,X,X,X
JITOLSZ,X,X,O,X,X,O,O,O,X,O,O,O
JITOLZS,X,X,O,O,O,O,O,O,X,O,X,O
JITOSLZ,X,O,O,X,X,O,O,X,X,X,O,O
JITOSZL,X,O,O,X,X,O,O,O,X,X,O,X
JITOZLS,X,X,O,X,O,O,O,O,X,O,X,O
JITOZSL,X,O,O,X,O,O,O,O,X,X,O,X
JILTSZO,O,O,O,O,X,O,O,O,X,O,X,X
JILTSOZ,O,O,O,X,X,O,O,X,O,O,X,O
JILTZSO,X,O,O,O,O,X,O,O,X,O,X,X
JILTZOS,X,X,O,O,O,O,X,O,X,O,X,O
JILTOSZ,X,X,O,X,X,O,O,X,O,O,X,O
JILTOZS,X,X,O,O,O,O,O,O,O,O,X,O
JILSTZO,O,O,O,O,X,O,O,O,X,X,X,X
JILSTOZ,O,O,O,X,X,O,O,X,O,X,X,O
JILSZTO,O,O,O,O,X,O,O,O,X,O,X,X
JILSZOT,X,O,O,O,X,O,X,X,X,X,X,X
JILSOTZ,O,X,O,X,X,O,O,X,O,X,X,X
JILSOZT,O,X,O,X,X,O,O,X,O,X,X,X
JILZTSO,X,O,O,O,O,X,O,O,X,O,X,X
JILZTOS,X,X,O,O,O,O,X,O,X,O,X,O
JILZSTO,O,O,O,O,O,O,O,O,X,O,X,X
JILZSOT,X,O,O,O,X,O,X,X,X,X,X,X
JILZOTS,X,X,O,O,O,O,X,O,X,O,X,X
JILZOST,X,X,O,O,X,O,X,O,X,X,X,X
JILOTSZ,O,X,O,X,X,O,O,O,O,X,X,O
JILOTZS,X,X,O,O,X,O,O,O,O,X,X,O
JILOSTZ,O,X,O,X,X,O,O,O,O,X,X,X
JILOSZT,O,X,O,X,X,O,O,O,O,X,X,X
JILOZTS,X,X,O,O,X,O,O,O,O,O,X,X
JILOZST,O,X,O,O,X,O,O,O,O,X,X,X
JISTLZO,O,O,O,O,X,O,O,X,X,O,X,X
JISTLOZ,O,O,O,X,X,O,O,X,X,O,X,O
JISTZLO,O,O,O,O,X,X,X,X,X,O,X,X
JISTZOL,X,O,X,O,X,O,X,X,X,X,X,X
JISTOLZ,O,O,X,X,X,O,O,X,X,X,X,O
JISTOZL,O,O,X,X,X,O,O,X,X,X,X,X
JISLTZO,O,O,O,O,X,O,O,X,X,X,X,X
JISLTOZ,O,O,O,X,X,O,O,X,O,X,X,O
JISLZTO,O,O,O,O,X,O,O,X,X,O,X,X
JISLZOT,X,O,O,O,X,O,X,X,X,X,X,X
JISLOTZ,O,X,O,X,X,O,O,X,O,X,X,X
JISLOZT,O,X,X,X,X,O,O,X,O,X,X,X
JISZTLO,O,O,O,O,X,X,X,X,X,O,X,X
JISZTOL,X,O,X,O,X,O,X,X,X,X,X,X
JISZLTO,O,O,O,O,X,X,X,X,X,O,X,X
JISZLOT,X,O,O,O,X,X,X,X,X,X,X,X
JISZOTL,X,X,X,O,X,O,X,X,X,X,X,X
JISZOLT,X,O,X,O,X,X,X,X,X,X,X,X
JISOTLZ,O,X,X,X,X,O,O,X,O,X,X,X
JISOTZL,O,X,X,X,X,O,O,X,X,X,X,X
JISOLTZ,O,X,X,X,X,O,O,X,O,X,X,X
JISOLZT,O,X,X,X,X,O,O,X,O,X,X,X
JISOZTL,O,X,X,X,X,O,O,X,X,X,X,X
JISOZLT,O,X,X,X,X,X,X,X,O,X,X,X
JIZTLSO,X,O,O,O,O,X,X,O,X,O,X,X
JIZTLOS,X,X,O,O,O,X,X,O,X,O,X,O
JIZTSLO,X,O,O,O,O,X,X,X,X,O,X,X
JIZTSOL,X,O,X,O,O,X,X,X,X,X,X,X
JIZTOLS,X,X,O,O,O,O,X,O,X,O,X,O
JIZTOSL,X,O,O,X,O,O,X,O,X,X,X,X
JIZLTSO,X,O,O,O,O,X,X,O,X,O,X,X
JIZLTOS,X,X,O,O,O,O,X,O,X,O,X,O
JIZLSTO,O,O,O,O,O,O,X,O,X,O,X,X
JIZLSOT,X,O,O,O,X,O,X,X,X,X,X,X
JIZLOTS,X,X,O,O,O,O,X,O,X,O,X,X
JIZLOST,X,O,O,O,X,O,X,O,X,X,X,X
JIZSTLO,O,O,O,O,O,X,X,X,X,O,X,X
JIZSTOL,X,O,X,O,O,O,X,X,X,X,X,X
JIZSLTO,O,O,O,O,O,X,X,X,X,O,X,X
JIZSLOT,X,O,O,O,X,X,X,X,X,X,X,X
JIZSOTL,X,O,X,O,X,O,X,X,X,X,X,X
JIZSOLT,X,O,X,O,X,X,X,X,X,X,X,X
JIZOTLS,X,O,O,O,O,O,X,O,X,O,X,X
JIZOTSL,X,O,O,X,O,O,X,O,X,X,X,X
JIZOLTS,X,X,O,O,O,O,X,O,X,O,X,X
JIZOLST,X,O,O,O,X,O,X,O,X,X,X,X
JIZOSTL,X,O,O,O,X,O,X,O,X,X,X,X
JIZOSLT,X,O,O,O,X,X,X,X,X,X,X,X
JIOTLSZ,O,O,O,X,X,O,O,O,O,O,O,O
JIOTLZS,X,O,O,O,X,O,O,O,O,O,X,O
JIOTSLZ,O,O,O,X,X,O,O,X,O,X,O,O
JIOTSZL,O,O,O,X,X,O,O,O,X,X,O,X
JIOTZLS,X,O,O,X,X,O,O,O,X,O,X,O
JIOTZSL,X,O,O,X,X,O,O,O,X,X,O,X
JIOLTSZ,O,X,O,X,X,O,O,O,O,X,O,O
JIOLTZS,X,X,O,O,X,O,O,O,O,X,X,O
JIOLSTZ,O,X,O,X,X,O,O,O,O,X,X,X
JIOLSZT,O,X,O,X,X,O,O,O,O,X,X,X
JIOLZTS,X,X,O,O,X,O,O,O,O,O,X,X
JIOLZST,O,X,O,O,X,O,O,O,O,X,X,X
JIOSTLZ,O,O,O,X,X,O,O,X,O,X,O,X
JIOSTZL,O,O,O,X,X,O,O,O,X,X,O,X
JIOSLTZ,O,O,O,X,X,O,O,X,O,X,X,X
JIOSLZT,O,O,O,X,X,O,O,X,O,X,X,X
JIOSZTL,O,O,O,X,X,O,O,O,X,X,X,X
JIOSZLT,O,O,O,X,X,X,X,X,O,X,X,X
JIOZTLS,X,O,O,O,X,O,O,O,X,O,X,X
JIOZTSL,X,O,O,X,X,O,O,O,X,X,O,X
JIOZLTS,X,X,O,O,X,O,O,O,O,O,X,X
JIOZLST,O,O,O,O,X,O,O,O,O,X,X,X
JIOZSTL,O,O,O,O,X,O,O,O,X,X,X,X
JIOZSLT,O,O,O,O,X,X,X,X,O,X,X,X
JLTISZO,O,O,O,O,X,O,O,O,X,O,X,X
JLTISOZ,O,O,O,X,X,O,O,X,O,O,X,O
JLTIZSO,X,O,O,O,O,X,O,O,X,O,X,X
JLTIZOS,X,X,O,O,O,O,X,O,X,O,X,O
JLTIOSZ,X,X,O,X,X,O,O,X,O,O,X,O
JLTIOZS,X,X,O,O,O,O,O,O,O,O,X,O
JLTSIZO,O,O,O,O,X,O,O,O,X,O,X,X
JLTSIOZ,O,O,O,X,X,O,O,X,O,O,O,O
JLTSZIO,O,O,O,O,O,O,O,O,X,O,X,X
JLTSZOI,O,O,O,O,O,O,O,X,O,O,O,X
JLTSOIZ,O,O,O,X,X,O,O,X,O,O,O,O
JLTSOZI,O,O,O,O,O,O,O,X,O,O,O,X
JLTZISO,X,O,O,O,O,X,O,O,X,O,X,X
JLTZIOS,X,X,O,O,O,O,X,O,X,O,X,O
JLTZSIO,X,O,O,O,O,X,O,O,X,O,X,X
JLTZSOI,X,O,O,O,O,X,O,X,O,O,X,X
JLTZOIS,X,X,O,O,O,O,O,O,O,O,X,O
JLTZOSI,X,O,O,X,O,X,O,O,O,O,X,X
JLTOISZ,O,X,O,X,X,O,O,O,O,O,O,O
JLTOIZS,X,X,O,O,O,O,O,O,O,O,X,O
JLTOSIZ,O,O,O,X,X,O,O,O,O,O,O,O
JLTOSZI,O,O,O,O,O,O,O,O,O,O,O,X
JLTOZIS,X,X,O,O,O,O,O,O,O,O,X,O
JLTOZSI,X,O,O,X,O,X,O,O,O,O,X,X
JLITSZO,O,O,O,O,X,O,O,O,X,O,X,X
JLITSOZ,O,O,O,X,X,O,O,X,O,O,X,O
JLITZSO,X,O,O,O,O,X,O,O,X,O,X,X
JLITZOS,X,X,O,O,O,O,X,O,X,O,X,O
JLITOSZ,X,X,O,X,X,O,O,X,O,O,X,O
JLITOZS,X,X,O,O,O,O,O,O,O,O,X,O
JLISTZO,O,O,O,O,X,O,O,O,X,X,X,X
JLISTOZ,O,O,O,X,X,O,O,X,O,X,X,O
JLISZTO,O,O,O,O,X,O,O,O,X,O,X,X
JLISZOT,X,O,O,O,X,O,X,X,X,X,X,X
JLISOTZ,O,X,O,X,X,O,O,X,O,X,X,X
JLISOZT,O,X,O,X,X,O,O,X,O,X,X,X
JLIZTSO,X,O,O,O,O,X,O,O,X,O,X,X
JLIZTOS,X,X,O,O,O,O,X,O,X,O,X,O
JLIZSTO,O,O,O,O,O,O,O,O,X,O,X,X
JLIZSOT,X,O,O,O,X,O,X,X,X,X,X,X
JLIZOTS,X,X,O,O,O,O,X,O,X,O,X,X
JLIZOST,X,X,O,O,X,O,X,O,X,X,X,X
JLIOTSZ,O,X,O,X,X,O,O,O,O,X,X,O
JLIOTZS,X,X,O,O,X,O,O,O,O,X,X,O
JLIOSTZ,O,X,O,X,X,O,O,O,O,X,X,X
JLIOSZT,O,X,O,X,X,O,O,O,O,X,X,X
JLIOZTS,X,X,O,O,X,O,O,O,O,O,X,X
JLIOZST,O,X,O,O,X,O,O,O,O,X,X,X
JLSTIZO,O,O,O,O,X,O,O,O,X,O,X,X
JLSTIOZ,O,O,O,X,X,O,O,X,O,O,O,O
JLSTZIO,O,O,O,O,O,O,O,O,X,O,X,X
JLSTZOI,O,O,O,O,O,O,O,X,O,O,O,X
JLSTOIZ,O,O,O,X,X,O,O,X,O,O,O,O
JLSTOZI,O,O,O,O,O,O,O,X,O,O,O,X
JLSITZO,O,O,O,O,X,O,O,O,X,X,X,X
JLSITOZ,O,O,O,X,X,O,O,X,O,X,X,O
JLSIZTO,O,O,O,O,X,O,O,O,X,O,X,X
JLSIZOT,X,O,O,O,X,O,X,X,X,X,X,X
JLSIOTZ,O,X,O,X,X,O,O,X,O,X,X,X
JLSIOZT,O,X,O,X,X,O,O,X,O,X,X,X
JLSZTIO,O,O,O,O,O,O,O,O,X,O,X,X
JLSZTOI,O,O,O,O,O,O,O,X,O,O,X,X
JLSZITO,O,O,O,O,O,O,O,O,X,O,X,X
JLSZIOT,O,O,O,O,X,O,X,X,X,X,X,X
JLSZOTI,O,O,O,O,X,O,O,O,O,O,X,X
JLSZOIT,O,O,O,O,X,O,O,O,O,X,X,X
JLSOTIZ,O,O,O,X,X,O,O,O,O,X,O,X
JLSOTZI,O,O,O,O,X,O,O,O,O,X,O,X
JLSOITZ,O,X,O,X,X,O,O,O,O,X,X,X
JLSOIZT,O,X,O,X,X,O,O,O,O,X,X,X
