sequence,v115@3gC8GeA8HeB8DeA8AeE8CeH8AeB8JeZ/IvhFqfBTbB?GeBfnBliB8sB,v115@3gC8GeA8HeB8DeA8AeE8CeH8AeB8JeZ/IvhFCbBuiB?cjBXgBzhBlsB,v115@3gC8GeA8HeB8DeA8AeE8CeH8AeB8JeZ/IvhFufBcgB?CeBzhBXjBlsB,v115@3gC8GeA8HeB8DeA8AeE8CeH8AeB8JeZ/IvhFqfBTbB?3dBcjBWnBlsB,v115@3gC8GeA8HeB8DeA8AeE8CeH8AeB8JeZ/IvhFGbBcjB?zfBCiB3iBlsB,v115@3gC8GeA8HeB8DeA8AeE8CeH8AeB8Jex6IvhFSiBTeB?OkBXgBFnB8sB
OJIZLTS,X,X,O,O,O,X
OJIZLST,X,O,O,O,O,X
OJIZSTL,X,O,O,X,X,X
OJIZSLT,X,O,O,O,O,X
OJLTISZ,O,X,X,O,O,X
OJLTIZS,O,X,X,O,O,X
OJLTSIZ,X,X,X,O,O,X
OJLTSZI,X,X,X,O,O,X
OJLTZIS,X,X,X,O,O,X
OJLTZSI,X,X,X,O,O,X
OJLITSZ,O,X,X,O,O,X
OJLITZS,O,X,X,O,O,X
OJLISTZ,O,X,X,X,X,X
OJLISZT,O,X,X,O,O,X
OJLIZTS,O,X,X,O,O,X
OJLIZST,O,X,X,O,O,X
OJLSTIZ,O,X,X,X,X,X
OJLSTZI,X,X,X,X,X,X
OJLSITZ,O,X,X,X,X,X
OJLSIZT,O,X,X,O,O,X
OJLSZTI,O,X,X,O,X,X
OJLSZIT,O,X,X,O,O,X
OJLZTIS,O,X,X,O,O,X
OJLZTSI,X,X,X,O,X,X
OJLZITS,O,X,X,O,O,X
OJLZIST,O,X,X,O,O,X
OJLZSTI,O,X,X,O,X,X
OJLZSIT,O,X,X,O,O,X
OJSTILZ,X,O,X,X,O,X
OJSTIZL,X,O,X,X,O,X
OJSTLIZ,O,O,X,X,O,X
OJSTLZI,X,O,X,X,O,X
OJSTZIL,X,O,X,X,O,X
OJSTZLI,X,O,X,X,O,X
OJSITLZ,X,O,X,X,O,X
OJSITZL,X,O,X,X,O,X
OJSILTZ,O,O,X,X,X,X
OJSILZT,O,O,O,X,O,X
OJSIZTL,X,O,O,X,X,O
OJSIZLT,X,O,O,X,O,X
OJSLTIZ,O,O,X,X,X,X
OJSLTZI,X,O,X,X,X,X
OJSLITZ,O,O,X,X,X,X
OJSLIZT,O,O,O,O,O,X
OJSLZTI,O,O,O,O,X,X
OJSLZIT,O,O,O,O,O,X
OJSZTIL,O,O,O,X,X,O
OJSZTLI,O,O,O,O,X,O
OJSZITL,X,O,O,X,X,O
OJSZILT,O,O,O,O,O,X
OJSZLTI,O,O,O,O,X,X
OJSZLIT,O,O,O,O,O,X
OJZTILS,X,X,O,X,O,O
OJZTISL,X,O,O,X,O,O
OJZTLIS,O,X,O,O,O,O
OJZTLSI,X,X,O,O,O,O
OJZTSIL,X,O,O,X,O,O
OJZTSLI,X,O,O,O,O,O
OJZITLS,X,X,O,X,O,O
OJZITSL,X,O,O,X,O,O
OJZILTS,O,X,O,O,O,X
OJZILST,O,O,O,O,O,X
OJZISTL,X,O,O,X,X,X
OJZISLT,X,O,O,O,O,X
OJZLTIS,O,X,O,O,O,X
OJZLTSI,X,X,O,O,X,X
OJZLITS,O,X,O,O,O,X
OJZLIST,O,O,O,O,O,X
OJZLSTI,O,O,O,O,X,X
OJZLSIT,O,O,O,O,O,X
OJZSTIL,O,O,O,X,X,O
OJZSTLI,O,O,O,O,X,O
OJZSITL,X,O,O,X,X,O
OJZSILT,O,O,O,O,O,X
OJZSLTI,O,O,O,O,X,X
OJZSLIT,O,O,O,O,O,X
OSTILJZ,X,O,O,X,O,X
OSTILZJ,X,O,O,X,O,X
OSTIJLZ,X,O,O,X,O,X
OSTIJZL,X,O,O,X,O,X
OSTIZLJ,X,O,O,X,O,X
OSTIZJL,X,O,O,X,O,X
OSTLIJZ,O,O,O,O,O,X
OSTLIZJ,O,O,O,O,O,X
OSTLJIZ,O,O,O,O,O,X
OSTLJZI,X,O,O,O,O,X
OSTLZIJ,O,O,O,O,O,X
OSTLZJI,O,O,O,O,O,X
OSTJILZ,X,O,O,X,O,X
OSTJIZL,X,O,O,X,O,X
OSTJLIZ,O,O,O,O,O,X
OSTJLZI,X,O,O,O,O,X
OSTJZIL,X,O,O,O,O,X
OSTJZLI,X,O,O,O,O,X
OSTZILJ,O,O,O,O,O,X
OSTZIJL,O,O,O,X,O,X
OSTZLIJ,O,O,O,O,O,X
OSTZLJI,O,O,O,O,O,X
OSTZJIL,O,O,O,O,O,X
OSTZJLI,O,O,O,O,O,X
OSITLJZ,X,O,O,X,O,X
OSITLZJ,X,O,O,X,O,X
OSITJLZ,X,O,O,X,O,X
OSITJZL,X,O,O,X,O,X
OSITZLJ,X,O,O,X,O,X
OSITZJL,X,O,O,X,O,X
OSILTJZ,O,O,X,X,X,X
OSILTZJ,O,O,O,X,X,X
OSILJTZ,O,O,X,X,X,X
OSILJZT,O,O,O,X,O,X
OSILZTJ,O,O,O,X,X,X
OSILZJT,O,O,O,X,O,X
OSIJTLZ,X,O,X,X,O,X
OSIJTZL,X,O,X,X,O,X
OSIJLTZ,O,O,X,X,X,X
OSIJLZT,O,O,O,X,O,X
OSIJZTL,X,O,O,X,X,X
OSIJZLT,X,O,O,X,O,X
OSIZTLJ,O,O,O,X,X,O
OSIZTJL,O,O,O,X,X,O
OSIZLTJ,O,O,O,X,X,X
OSIZLJT,O,O,O,X,O,X
OSIZJTL,X,O,O,X,X,X
OSIZJLT,O,O,O,X,O,X
OSLTIJZ,O,O,X,O,X,X
OSLTIZJ,O,O,O,O,X,X
OSLTJIZ,O,O,X,O,X,X
OSLTJZI,X,O,X,O,X,X
OSLTZIJ,O,O,O,O,X,X
OSLTZJI,O,O,O,O,X,X
OSLITJZ,O,O,X,O,X,X
OSLITZJ,O,O,O,O,X,X
OSLIJTZ,O,O,X,X,X,X
OSLIJZT,O,O,O,O,O,X
OSLIZTJ,O,O,O,O,X,X
OSLIZJT,O,O,O,O,O,X
OSLJTIZ,O,O,X,X,X,X
OSLJTZI,X,O,X,X,X,X
OSLJITZ,O,O,X,X,X,X
OSLJIZT,O,O,O,O,O,X
OSLJZTI,O,O,O,O,X,X
OSLJZIT,O,O,O,O,O,X
OSLZTIJ,O,O,O,O,X,X
OSLZTJI,O,O,O,X,X,X
OSLZITJ,O,O,O,O,X,X
OSLZIJT,O,O,O,O,O,X
OSLZJTI,O,O,O,O,X,X
OSLZJIT,O,O,O,O,O,X
OSJTILZ,X,O,X,X,O,X
OSJTIZL,X,O,X,X,O,X
OSJTLIZ,O,O,X,X,O,X
OSJTLZI,X,O,X,X,O,X
OSJTZIL,X,O,X,X,O,X
OSJTZLI,X,O,X,X,O,X
OSJITLZ,X,O,X,X,O,X
OSJITZL,X,O,X,X,O,X
OSJILTZ,O,O,X,X,X,X
OSJILZT,O,O,O,X,O,X
OSJIZTL,X,O,O,X,X,O
OSJIZLT,X,O,O,X,O,X
OSJLTIZ,O,O,X,X,X,X
OSJLTZI,X,O,X,X,X,X
OSJLITZ,O,O,X,X,X,X
OSJLIZT,O,O,O,O,O,X
OSJLZTI,O,O,O,O,X,X
OSJLZIT,O,O,O,O,O,X
OSJZTIL,O,O,O,X,X,O
OSJZTLI,O,O,O,O,X,O
OSJZITL,X,O,O,X,X,O
OSJZILT,O,O,O,O,O,X
OSJZLTI,O,O,O,O,X,X
OSJZLIT,O,O,O,O,O,X
OSZTILJ,O,O,O,X,X,O
OSZTIJL,O,O,O,X,X,O
OSZTLIJ,O,O,O,O,X,O
OSZTLJI,O,O,O,X,X,O
OSZTJIL,O,O,O,X,X,O
OSZTJLI,O,O,O,X,X,O
OSZITLJ,O,O,O,X,X,O
OSZITJL,O,O,O,X,X,O
OSZILTJ,O,O,O,O,X,X
OSZILJT,O,O,O,O,O,X
OSZIJTL,X,O,O,X,X,X
OSZIJLT,O,O,O,X,O,X
OSZLTIJ,O,O,O,O,X,X
OSZLTJI,O,O,O,X,X,X
OSZLITJ,O,O,O,O,X,X
OSZLIJT,O,O,O,O,O,X
OSZLJTI,O,O,O,O,X,X
OSZLJIT,O,O,O,O,O,X
OSZJTIL,O,O,O,X,X,O
OSZJTLI,O,O,O,O,X,O
OSZJITL,X,O,O,X,X,O
OSZJILT,O,O,O,O,O,X
OSZJLTI,O,O,O,O,X,X
OSZJLIT,O,O,O,O,O,X
OZTILJS,X,O,O,O,O,O
OZTILSJ,X,O,O,O,O,O
OZTIJLS,X,O,O,O,O,O
OZTIJSL,X,O,O,O,O,O
OZTISLJ,X,O,O,O,O,O
OZTISJL,X,O,O,X,O,O
OZTLIJS,O,O,O,O,O,O
OZTLISJ,O,O,O,O,O,O
OZTLJIS,O,O,O,O,O,O
OZTLJSI,X,O,O,O,O,O
OZTLSIJ,O,O,O,O,O,O
OZTLSJI,O,O,O,O,O,O
OZTJILS,X,O,O,O,O,O
OZTJISL,X,O,O,O,O,O
OZTJLIS,O,O,O,O,O,O
OZTJLSI,X,O,O,O,O,O
OZTJSIL,X,O,O,O,O,O
OZTJSLI,X,O,O,O,O,O
OZTSILJ,O,O,O,O,O,O
OZTSIJL,O,O,O,X,O,O
OZTSLIJ,O,O,O,O,O,O
OZTSLJI,O,O,O,O,O,O
OZTSJIL,O,O,O,O,O,O
OZTSJLI,O,O,O,O,O,O
OZITLJS,X,O,O,X,O,X
OZITLSJ,X,O,O,X,O,X
OZITJLS,X,O,O,X,O,X
OZITJSL,X,O,O,X,O,X
OZITSLJ,X,O,O,X,O,X
OZITSJL,X,O,O,X,O,X
OZILTJS,O,X,O,O,O,X
OZILTSJ,O,X,O,O,X,X
OZILJTS,O,X,O,O,O,X
OZILJST,O,O,O,O,O,X
OZILSTJ,O,O,O,O,X,X
OZILSJT,O,O,O,O,O,X
OZIJTLS,X,X,O,X,O,X
OZIJTSL,X,O,O,X,O,X
OZIJLTS,O,X,O,O,O,X
OZIJLST,O,O,O,O,O,X
OZIJSTL,X,O,O,X,X,X
OZIJSLT,X,O,O,O,O,X
OZISTLJ,O,O,O,X,X,X
OZISTJL,O,O,O,X,X,X
OZISLTJ,O,O,O,O,X,X
OZISLJT,O,O,O,O,O,X
OZISJTL,X,O,O,X,X,X
OZISJLT,O,O,O,X,O,X
OZLTIJS,O,X,O,O,O,X
OZLTISJ,O,X,O,O,X,X
OZLTJIS,O,X,O,O,O,X
OZLTJSI,X,X,O,O,X,X
OZLTSIJ,O,X,O,O,X,X
OZLTSJI,O,X,O,O,X,X
OZLITJS,O,X,O,O,O,X
OZLITSJ,O,X,O,O,X,X
OZLIJTS,O,X,O,O,O,X
OZLIJST,O,O,O,O,O,X
OZLISTJ,O,O,O,O,X,X
OZLISJT,O,O,O,O,O,X
OZLJTIS,O,X,O,O,O,X
OZLJTSI,X,X,O,O,X,X
OZLJITS,O,X,O,O,O,X
OZLJIST,O,O,O,O,O,X
OZLJSTI,O,O,O,O,X,X
OZLJSIT,O,O,O,O,O,X
OZLSTIJ,O,O,O,O,X,X
OZLSTJI,O,O,O,X,X,X
OZLSITJ,O,O,O,O,X,X
OZLSIJT,O,O,O,O,O,X
OZLSJTI,O,O,O,O,X,X
OZLSJIT,O,O,O,O,O,X
OZJTILS,X,X,O,X,O,O
OZJTISL,X,O,O,X,O,O
OZJTLIS,O,X,O,O,O,O
OZJTLSI,X,X,O,O,O,O
OZJTSIL,X,O,O,X,O,O
OZJTSLI,X,O,O,O,O,O
OZJITLS,X,X,O,X,O,O
OZJITSL,X,O,O,X,O,O
OZJILTS,O,X,O,O,O,X
OZJILST,O,O,O,O,O,X
OZJISTL,X,O,O,X,X,X
OZJISLT,X,O,O,O,O,X
OZJLTIS,O,X,O,O,O,X
OZJLTSI,X,X,O,O,X,X
OZJLITS,O,X,O,O,O,X
OZJLIST,O,O,O,O,O,X
OZJLSTI,O,O,O,O,X,X
OZJLSIT,O,O,O,O,O,X
OZJSTIL,O,O,O,X,X,O
OZJSTLI,O,O,O,O,X,O
OZJSITL,X,O,O,X,X,O
OZJSILT,O,O,O,O,O,X
OZJSLTI,O,O,O,O,X,X
OZJSLIT,O,O,O,O,O,X
OZSTILJ,O,O,O,X,X,O
OZSTIJL,O,O,O,X,X,O
OZSTLIJ,O,O,O,O,X,O
OZSTLJI,O,O,O,X,X,O
OZSTJIL,O,O,O,X,X,O
OZSTJLI,O,O,O,X,X,O
OZSITLJ,O,O,O,X,X,O
OZSITJL,O,O,O,X,X,O
OZSILTJ,O,O,O,O,X,X
OZSILJT,O,O,O,O,O,X
OZSIJTL,X,O,O,X,X,X
OZSIJLT,O,O,O,X,O,X
OZSLTIJ,O,O,O,O,X,X
OZSLTJI,O,O,O,X,X,X
OZSLITJ,O,O,O,O,X,X
OZSLIJT,O,O,O,O,O,X
OZSLJTI,O,O,O,O,X,X
OZSLJIT,O,O,O,O,O,X
OZSJTIL,O,O,O,X,X,O
OZSJTLI,O,O,O,O,X,O
OZSJITL,X,O,O,X,X,O
OZSJILT,O,O,O,O,O,X
OZSJLTI,O,O,O,O,X,X
OZSJLIT,O,O,O,O,O,X
