sequence,v115@2gA8IeA8FeA8BeB8CeA8AeF8AeB8AeF8BeB8Je//Iv?hFagB2hBzdB5jBFnBUsB,v115@2gA8IeA8FeA8BeB8CeA8AeF8AeB8AeF8BeB8Jem6Iv?hFTcBidB5jB0fBFnB3sB,v115@2gA8IeA8FeA8BeB8CeA8AeF8AeB8AeF8BeB8JeT6Iv?hFegB/hBFdB8iB5jBKsB,v115@2gA8IeA8FeA8BeB8CeA8AeF8AeB8AeF8BeB8Jey/Iv?hFTcB2iB5jB0fBFnB3sB,v115@2gA8IeA8FeA8BeB8CeA8AeF8AeB8AeF8BeB8Jei6Iv?hF/hBFdB5jBzfBOsB8sB
OIJSTLZ,O,X,X,X,O
OIJSTZL,O,X,X,X,O
OIJSLTZ,O,X,O,X,O
OIJSLZT,O,X,O,X,O
OIJSZTL,X,X,X,X,O
OIJSZLT,O,X,O,X,O
OIJZTLS,X,O,O,X,X
OIJZTSL,X,O,X,X,X
OIJZLTS,X,O,O,X,X
OIJZLST,X,X,O,X,O
OIJZSTL,X,O,X,X,O
OIJZSLT,O,X,O,X,O
OISTLJZ,O,X,X,O,O
OISTLZJ,O,O,X,X,X
OISTJLZ,O,X,X,O,O
OISTJZL,O,X,X,X,O
OISTZLJ,O,O,X,X,X
OISTZJL,O,O,X,X,X
OISLTJZ,O,X,X,O,O
OISLTZJ,O,X,X,X,X
OISLJTZ,O,X,X,X,O
OISLJZT,O,X,X,X,O
OISLZTJ,O,X,X,X,X
OISLZJT,O,X,X,X,O
OISJTLZ,O,X,X,X,O
OISJTZL,O,X,X,X,O
OISJLTZ,O,X,X,X,O
OISJLZT,O,X,X,X,O
OISJZTL,X,X,X,X,O
OISJZLT,O,X,X,X,O
OISZTLJ,O,O,X,X,X
OISZTJL,O,O,X,X,X
OISZLTJ,O,X,X,X,X
OISZLJT,O,X,X,X,O
OISZJTL,X,O,X,X,O
OISZJLT,O,X,X,X,O
OIZTLJS,X,O,X,O,X
OIZTLSJ,X,O,X,X,X
OIZTJLS,X,O,X,O,X
OIZTJSL,O,O,X,X,X
OIZTSLJ,O,O,X,X,X
OIZTSJL,O,O,X,X,X
OIZLTJS,X,O,X,O,X
OIZLTSJ,X,O,X,X,X
OIZLJTS,X,O,O,X,X
OIZLJST,X,X,O,X,O
OIZLSTJ,X,X,O,X,X
OIZLSJT,X,X,O,X,O
OIZJTLS,X,O,O,X,X
OIZJTSL,X,O,X,X,X
OIZJLTS,X,O,O,X,X
OIZJLST,X,X,O,X,O
OIZJSTL,X,O,X,X,O
OIZJSLT,O,X,O,X,O
OIZSTLJ,O,O,X,X,X
OIZSTJL,O,O,X,X,X
OIZSLTJ,O,X,X,X,X
OIZSLJT,O,X,X,X,O
OIZSJTL,X,O,X,X,O
OIZSJLT,O,X,X,X,O
OLTIJSZ,O,X,X,O,O
OLTIJZS,X,O,X,O,X
OLTISJZ,O,X,X,O,O
OLTISZJ,O,O,X,X,X
OLTIZJS,X,O,X,O,X
OLTIZSJ,X,O,X,X,X
OLTJISZ,O,X,X,O,O
OLTJIZS,X,O,X,O,X
OLTJSIZ,O,X,X,O,O
OLTJSZI,O,X,X,X,X
OLTJZIS,X,O,X,O,X
OLTJZSI,X,O,X,X,X
OLTSIJZ,O,X,X,O,O
OLTSIZJ,O,O,X,X,X
OLTSJIZ,O,X,X,O,O
OLTSJZI,O,X,X,X,X
OLTSZIJ,O,O,X,X,X
OLTSZJI,O,O,X,X,X
OLTZIJS,X,O,X,O,X
OLTZISJ,X,O,X,X,X
OLTZJIS,X,O,X,O,X
OLTZJSI,X,O,X,X,X
OLTZSIJ,X,O,X,X,X
OLTZSJI,X,O,X,X,X
OLITJSZ,O,X,X,O,O
OLITJZS,X,O,X,O,X
OLITSJZ,O,X,X,O,O
OLITSZJ,O,O,X,X,X
OLITZJS,X,O,X,O,X
OLITZSJ,X,O,X,X,X
OLIJTSZ,X,X,O,O,O
OLIJTZS,X,X,O,O,X
OLIJSTZ,O,X,O,X,O
OLIJSZT,O,X,O,X,O
OLIJZTS,X,X,O,X,X
OLIJZST,X,X,O,X,O
OLISTJZ,O,X,X,O,O
OLISTZJ,O,X,X,X,X
OLISJTZ,O,X,O,X,O
OLISJZT,O,X,O,X,O
OLISZTJ,O,X,O,X,X
OLISZJT,O,X,O,X,O
OLIZTJS,X,O,X,O,X
OLIZTSJ,X,O,X,X,X
OLIZJTS,X,O,O,X,X
OLIZJST,X,X,O,X,O
OLIZSTJ,X,X,O,X,X
OLIZSJT,X,X,O,X,O
OLJTISZ,X,X,O,O,O
OLJTIZS,X,X,O,O,X
OLJTSIZ,X,X,O,O,O
OLJTSZI,X,X,O,X,X
OLJTZIS,X,X,O,O,X
OLJTZSI,X,X,O,X,X
OLJITSZ,X,X,O,O,O
OLJITZS,X,X,O,O,X
OLJISTZ,O,X,O,X,O
OLJISZT,O,X,O,X,O
OLJIZTS,X,X,O,X,X
OLJIZST,X,X,O,X,O
OLJSTIZ,O,X,O,X,O
OLJSTZI,X,X,O,X,X
OLJSITZ,O,X,O,X,O
OLJSIZT,O,X,O,X,O
OLJSZTI,X,X,O,X,X
OLJSZIT,O,X,O,X,O
OLJZTIS,X,X,O,X,X
OLJZTSI,X,X,O,X,X
OLJZITS,X,X,O,X,X
OLJZIST,X,X,O,X,O
OLJZSTI,X,X,O,X,X
OLJZSIT,X,X,O,X,O
OLSTIJZ,O,X,X,O,O
OLSTIZJ,O,X,X,X,X
OLSTJIZ,O,X,X,O,O
OLSTJZI,O,X,X,X,X
OLSTZIJ,O,X,X,X,X
OLSTZJI,O,X,X,X,X
OLSITJZ,O,X,X,O,O
OLSITZJ,O,X,X,X,X
OLSIJTZ,O,X,O,X,O
OLSIJZT,O,X,O,X,O
OLSIZTJ,O,X,O,X,X
OLSIZJT,O,X,O,X,O
OLSJTIZ,O,X,O,X,O
OLSJTZI,O,X,O,X,X
OLSJITZ,O,X,O,X,O
OLSJIZT,O,X,O,X,O
OLSJZTI,X,X,O,X,X
OLSJZIT,O,X,O,X,O
OLSZTIJ,O,X,O,X,X
OLSZTJI,O,X,O,X,X
OLSZITJ,O,X,O,X,X
OLSZIJT,O,X,O,X,O
OLSZJTI,X,X,O,X,X
OLSZJIT,O,X,O,X,O
OLZTIJS,X,O,X,O,X
OLZTISJ,X,O,X,X,X
OLZTJIS,X,O,X,O,X
OLZTJSI,X,O,X,X,X
OLZTSIJ,X,O,X,X,X
OLZTSJI,X,O,X,X,X
OLZITJS,X,O,X,O,X
OLZITSJ,X,O,X,X,X
OLZIJTS,X,O,O,X,X
OLZIJST,X,X,O,X,O
OLZISTJ,X,X,O,X,X
OLZISJT,X,X,O,X,O
OLZJTIS,X,O,O,X,X
OLZJTSI,X,O,O,X,X
OLZJITS,X,O,O,X,X
OLZJIST,X,X,O,X,O
OLZJSTI,X,X,O,X,X
OLZJSIT,X,X,O,X,O
OLZSTIJ,X,X,O,X,X
OLZSTJI,X,X,O,X,X
OLZSITJ,X,X,O,X,X
OLZSIJT,X,X,O,X,O
OLZSJTI,X,X,O,X,X
OLZSJIT,X,X,O,X,O
OJTILSZ,O,X,O,O,O
OJTILZS,X,O,O,O,X
OJTISLZ,O,X,X,O,O
OJTISZL,O,X,X,X,O
OJTIZLS,X,O,O,O,X
OJTIZSL,O,O,X,X,X
OJTLISZ,O,X,O,O,O
OJTLIZS,X,O,O,O,X
OJTLSIZ,O,X,O,O,O
OJTLSZI,O,X,O,X,X
OJTLZIS,X,O,O,O,X
OJTLZSI,X,O,O,X,X
OJTSILZ,O,X,X,O,O
OJTSIZL,O,X,X,X,O
OJTSLIZ,O,X,X,O,O
OJTSLZI,O,X,X,X,X
OJTSZIL,O,X,X,X,X
OJTSZLI,O,X,X,X,X
OJTZILS,X,O,O,O,X
OJTZISL,O,O,X,X,X
OJTZLIS,X,O,O,O,X
OJTZLSI,X,O,O,X,X
OJTZSIL,O,O,X,X,X
OJTZSLI,O,O,X,X,X
OJITLSZ,O,X,O,O,O
OJITLZS,X,O,O,O,X
OJITSLZ,O,X,X,O,O
OJITSZL,O,X,X,X,O
OJITZLS,X,O,O,O,X
OJITZSL,O,O,X,X,X
OJILTSZ,X,X,O,O,O
OJILTZS,X,X,O,O,X
OJILSTZ,O,X,O,X,O
OJILSZT,O,X,O,X,O
OJILZTS,X,X,O,X,X
OJILZST,X,X,O,X,O
OJISTLZ,O,X,X,X,O
OJISTZL,O,X,X,X,O
OJISLTZ,O,X,O,X,O
OJISLZT,O,X,O,X,O
OJISZTL,X,X,X,X,O
OJISZLT,O,X,O,X,O
OJIZTLS,X,O,O,X,X
OJIZTSL,X,O,X,X,X
OJIZLTS,X,O,O,X,X
OJIZLST,X,X,O,X,O
OJIZSTL,X,O,X,X,O
OJIZSLT,O,X,O,X,O
OJLTISZ,X,X,O,O,O
OJLTIZS,X,X,O,O,X
OJLTSIZ,X,X,O,O,O
OJLTSZI,X,X,O,X,X
OJLTZIS,X,X,O,O,X
OJLTZSI,X,X,O,X,X
OJLITSZ,X,X,O,O,O
OJLITZS,X,X,O,O,X
OJLISTZ,O,X,O,X,O
OJLISZT,O,X,O,X,O
OJLIZTS,X,X,O,X,X
OJLIZST,X,X,O,X,O
OJLSTIZ,O,X,O,X,O
OJLSTZI,X,X,O,X,X
OJLSITZ,O,X,O,X,O
OJLSIZT,O,X,O,X,O
OJLSZTI,X,X,O,X,X
OJLSZIT,O,X,O,X,O
OJLZTIS,X,X,O,X,X
OJLZTSI,X,X,O,X,X
OJLZITS,X,X,O,X,X
OJLZIST,X,X,O,X,O
OJLZSTI,X,X,O,X,X
OJLZSIT,X,X,O,X,O
OJSTILZ,O,X,X,X,O
OJSTIZL,O,X,X,X,O
OJSTLIZ,O,X,X,X,O
OJSTLZI,O,X,X,X,X
OJSTZIL,O,X,X,X,X
OJSTZLI,O,X,X,X,X
OJSITLZ,O,X,X,X,O
OJSITZL,O,X,X,X,O
OJSILTZ,O,X,O,X,O
OJSILZT,O,X,O,X,O
OJSIZTL,X,X,X,X,O
OJSIZLT,O,X,O,X,O
OJSLTIZ,O,X,O,X,O
OJSLTZI,O,X,O,X,X
OJSLITZ,O,X,O,X,O
OJSLIZT,O,X,O,X,O
OJSLZTI,X,X,O,X,X
OJSLZIT,O,X,O,X,O
OJSZTIL,X,X,X,X,X
OJSZTLI,X,X,X,X,X
OJSZITL,X,X,X,X,O
OJSZILT,O,X,O,X,O
OJSZLTI,X,X,O,X,X
OJSZLIT,O,X,O,X,O
OJZTILS,X,O,O,X,X
OJZTISL,X,O,X,X,X
OJZTLIS,X,O,O,X,X
OJZTLSI,X,O,O,X,X
OJZTSIL,X,O,X,X,X
OJZTSLI,X,O,X,X,X
OJZITLS,X,O,O,X,X
OJZITSL,X,O,X,X,X
OJZILTS,X,O,O,X,X
OJZILST,X,X,O,X,O
OJZISTL,X,O,X,X,O
OJZISLT,O,X,O,X,O
OJZLTIS,X,O,O,X,X
OJZLTSI,X,O,O,X,X
OJZLITS,X,O,O,X,X
OJZLIST,X,X,O,X,O
OJZLSTI,X,X,O,X,X
OJZLSIT,X,X,O,X,O
OJZSTIL,X,O,X,X,X
OJZSTLI,X,O,X,X,X
OJZSITL,X,O,X,X,O
OJZSILT,O,X,O,X,O
OJZSLTI,X,X,O,X,X
OJZSLIT,O,X,O,X,O
OSTILJZ,O,X,X,O,O
OSTILZJ,O,O,X,X,X
OSTIJLZ,O,X,X,O,O
OSTIJZL,O,X,X,X,O
OSTIZLJ,O,O,X,X,X
OSTIZJL,O,O,X,X,X
OSTLIJZ,O,X,X,O,O
OSTLIZJ,O,O,X,X,X
OSTLJIZ,O,X,X,O,O
OSTLJZI,O,X,X,X,X
OSTLZIJ,O,O,X,X,X
OSTLZJI,O,O,X,X,X
OSTJILZ,O,X,X,O,O
OSTJIZL,O,X,X,X,O
OSTJLIZ,O,X,X,O,O
OSTJLZI,O,X,X,X,X
OSTJZIL,O,X,X,X,X
OSTJZLI,O,X,X,X,X
OSTZILJ,O,O,X,X,X
OSTZIJL,O,O,X,X,X
OSTZLIJ,O,O,X,X,X
OSTZLJI,O,O,X,X,X
OSTZJIL,O,O,X,X,X
OSTZJLI,O,O,X,X,X
OSITLJZ,O,X,X,O,O
OSITLZJ,O,O,X,X,X
OSITJLZ,O,X,X,O,O
OSITJZL,O,X,X,X,O
OSITZLJ,O,O,X,X,X
OSITZJL,O,O,X,X,X
OSILTJZ,O,X,X,O,O
OSILTZJ,O,X,X,X,X
OSILJTZ,O,X,X,X,O
OSILJZT,O,X,X,X,O
OSILZTJ,O,X,X,X,X
OSILZJT,O,X,X,X,O
OSIJTLZ,O,X,X,X,O
OSIJTZL,O,X,X,X,O
OSIJLTZ,O,X,X,X,O
OSIJLZT,O,X,X,X,O
OSIJZTL,X,X,X,X,O
OSIJZLT,O,X,X,X,O
OSIZTLJ,O,O,X,X,X
OSIZTJL,O,O,X,X,X
OSIZLTJ,O,X,X,X,X
OSIZLJT,O,X,X,X,O
OSIZJTL,X,O,X,X,O
OSIZJLT,O,X,X,X,O
OSLTIJZ,O,X,X,O,O
OSLTIZJ,O,X,X,X,X
OSLTJIZ,O,X,X,O,O
OSLTJZI,O,X,X,X,X
OSLTZIJ,O,X,X,X,X
OSLTZJI,O,X,X,X,X
OSLITJZ,O,X,X,O,O
OSLITZJ,O,X,X,X,X
OSLIJTZ,O,X,X,X,O
OSLIJZT,O,X,X,X,O
OSLIZTJ,O,X,X,X,X
OSLIZJT,O,X,X,X,O
OSLJTIZ,O,X,X,X,O
OSLJTZI,O,X,X,X,X
OSLJITZ,O,X,X,X,O
OSLJIZT,O,X,X,X,O
OSLJZTI,X,X,X,X,X
OSLJZIT,O,X,X,X,O
OSLZTIJ,O,X,X,X,X
OSLZTJI,O,X,X,X,X
OSLZITJ,O,X,X,X,X
OSLZIJT,O,X,X,X,O
OSLZJTI,X,X,X,X,X
OSLZJIT,O,X,X,X,O
OSJTILZ,O,X,X,X,O
OSJTIZL,O,X,X,X,O
OSJTLIZ,O,X,X,X,O
OSJTLZI,O,X,X,X,X
OSJTZIL,O,X,X,X,X
OSJTZLI,O,X,X,X,X
OSJITLZ,O,X,X,X,O
OSJITZL,O,X,X,X,O
OSJILTZ,O,X,X,X,O
OSJILZT,O,X,X,X,O
OSJIZTL,X,X,X,X,O
OSJIZLT,O,X,X,X,O
OSJLTIZ,O,X,X,X,O
OSJLTZI,O,X,X,X,X
OSJLITZ,O,X,X,X,O
OSJLIZT,O,X,X,X,O
OSJLZTI,X,X,X,X,X
OSJLZIT,O,X,X,X,O
OSJZTIL,X,X,X,X,X
OSJZTLI,X,X,X,X,X
OSJZITL,X,X,X,X,O
OSJZILT,O,X,X,X,O
OSJZLTI,X,X,X,X,X
OSJZLIT,O,X,X,X,O
OSZTILJ,O,O,X,X,X
OSZTIJL,O,O,X,X,X
OSZTLIJ,O,O,X,X,X
OSZTLJI,O,O,X,X,X
OSZTJIL,O,O,X,X,X
OSZTJLI,O,O,X,X,X
OSZITLJ,O,O,X,X,X
OSZITJL,O,O,X,X,X
OSZILTJ,O,X,X,X,X
OSZILJT,O,X,X,X,O
OSZIJTL,X,O,X,X,O
OSZIJLT,O,X,X,X,O
OSZLTIJ,O,X,X,X,X
OSZLTJI,O,X,X,X,X
OSZLITJ,O,X,X,X,X
OSZLIJT,O,X,X,X,O
OSZLJTI,X,X,X,X,X
OSZLJIT,O,X,X,X,O
OSZJTIL,X,O,X,X,X
OSZJTLI,X,O,X,X,X
OSZJITL,X,O,X,X,O
OSZJILT,O,X,X,X,O
OSZJLTI,X,X,X,X,X
OSZJLIT,O,X,X,X,O
OZTILJS,X,O,X,O,X
OZTILSJ,X,O,X,X,X
OZTIJLS,X,O,X,O,X
OZTIJSL,O,O,X,X,X
OZTISLJ,O,O,X,X,X
OZTISJL,O,O,X,X,X
OZTLIJS,X,O,X,O,X
OZTLISJ,X,O,X,X,X
OZTLJIS,X,O,X,O,X
OZTLJSI,X,O,X,X,X
OZTLSIJ,X,O,X,X,X
OZTLSJI,X,O,X,X,X
OZTJILS,X,O,X,O,X
OZTJISL,O,O,X,X,X
OZTJLIS,X,O,X,O,X
OZTJLSI,X,O,X,X,X
OZTJSIL,O,O,X,X,X
OZTJSLI,O,O,X,X,X
OZTSILJ,O,O,X,X,X
OZTSIJL,O,O,X,X,X
OZTSLIJ,O,O,X,X,X
OZTSLJI,O,O,X,X,X
OZTSJIL,O,O,X,X,X
OZTSJLI,O,O,X,X,X
OZITLJS,X,O,X,O,X
OZITLSJ,X,O,X,X,X
OZITJLS,X,O,X,O,X
OZITJSL,O,O,X,X,X
OZITSLJ,O,O,X,X,X
OZITSJL,O,O,X,X,X
OZILTJS,X,O,X,O,X
OZILTSJ,X,O,X,X,X
OZILJTS,X,O,O,X,X
OZILJST,X,X,O,X,O
OZILSTJ,X,X,O,X,X
OZILSJT,X,X,O,X,O
OZIJTLS,X,O,O,X,X
OZIJTSL,X,O,X,X,X
OZIJLTS,X,O,O,X,X
OZIJLST,X,X,O,X,O
OZIJSTL,X,O,X,X,O
OZIJSLT,O,X,O,X,O
OZISTLJ,O,O,X,X,X
OZISTJL,O,O,X,X,X
OZISLTJ,O,X,X,X,X
OZISLJT,O,X,X,X,O
OZISJTL,X,O,X,X,O
OZISJLT,O,X,X,X,O
OZLTIJS,X,O,X,O,X
OZLTISJ,X,O,X,X,X
OZLTJIS,X,O,X,O,X
OZLTJSI,X,O,X,X,X
OZLTSIJ,X,O,X,X,X
OZLTSJI,X,O,X,X,X
OZLITJS,X,O,X,O,X
OZLITSJ,X,O,X,X,X
OZLIJTS,X,O,O,X,X
OZLIJST,X,X,O,X,O
OZLISTJ,X,X,O,X,X
OZLISJT,X,X,O,X,O
OZLJTIS,X,O,O,X,X
OZLJTSI,X,O,O,X,X
OZLJITS,X,O,O,X,X
OZLJIST,X,X,O,X,O
OZLJSTI,X,X,O,X,X
OZLJSIT,X,X,O,X,O
OZLSTIJ,X,X,O,X,X
OZLSTJI,X,X,O,X,X
OZLSITJ,X,X,O,X,X
OZLSIJT,X,X,O,X,O
OZLSJTI,X,X,O,X,X
OZLSJIT,X,X,O,X,O
OZJTILS,X,O,O,X,X
OZJTISL,X,O,X,X,X
OZJTLIS,X,O,O,X,X
OZJTLSI,X,O,O,X,X
OZJTSIL,X,O,X,X,X
OZJTSLI,X,O,X,X,X
OZJITLS,X,O,O,X,X
OZJITSL,X,O,X,X,X
OZJILTS,X,O,O,X,X
OZJILST,X,X,O,X,O
OZJISTL,X,O,X,X,O
OZJISLT,O,X,O,X,O
OZJLTIS,X,O,O,X,X
OZJLTSI,X,O,O,X,X
OZJLITS,X,O,O,X,X
OZJLIST,X,X,O,X,O
OZJLSTI,X,X,O,X,X
OZJLSIT,X,X,O,X,O
OZJSTIL,X,O,X,X,X
OZJSTLI,X,O,X,X,X
OZJSITL,X,O,X,X,O
OZJSILT,O,X,O,X,O
OZJSLTI,X,X,O,X,X
OZJSLIT,O,X,O,X,O
OZSTILJ,O,O,X,X,X
OZSTIJL,O,O,X,X,X
OZSTLIJ,O,O,X,X,X
OZSTLJI,O,O,X,X,X
OZSTJIL,O,O,X,X,X
OZSTJLI,O,O,X,X,X
OZSITLJ,O,O,X,X,X
OZSITJL,O,O,X,X,X
OZSILTJ,O,X,X,X,X
OZSILJT,O,X,X,X,O
OZSIJTL,X,O,X,X,O
OZSIJLT,O,X,X,X,O
OZSLTIJ,O,X,X,X,X
OZSLTJI,O,X,X,X,X
OZSLITJ,O,X,X,X,X
OZSLIJT,O,X,X,X,O
OZSLJTI,X,X,X,X,X
OZSLJIT,O,X,X,X,O
OZSJTIL,X,O,X,X,X
OZSJTLI,X,O,X,X,X
OZSJITL,X,O,X,X,O
OZSJILT,O,X,X,X,O
OZSJLTI,X,X,X,X,X
OZSJLIT,O,X,X,X,O
